-0.0089164-0.039617i,-0.013685-0.042741i,0.00081794-0.045836i,-0.026322-0.027853i,-0.020397+0.014217i,-0.032881-0.030549i,-0.05977-0.058804i,-0.022821-0.070188i,-0.034175-0.057567i,0.0025078+0.015199i,-0.0072587+0.010104i,-0.014334+0.01359i,0.0014347+0.016666i,-0.0035772-0.0032523i,0.00080442+0.0064677i,-0.00012275+0.036813i,0.021707+0.057612i,0.0008578-0.0002905i,-0.0053499-0.0082379i,0.0081176+0.0053184i,0.0016683+0.00097946i,-0.0016912+0.0040326i,-6.1543e-06-0.0011542i,-0.033446-0.0095847i,-0.0029165-0.007802i,-0.00022913+0.0044673i,0.0031741-0.0023392i,-0.00013244+0.00081533i,-0.00016729-0.00079439i,2.0289e-06-0.0030288i,-0.0012306-0.0052526i,-0.0023473-0.0038842i,-0.0013287-0.0077117i,0.0033053-0.00093885i,0.0029127-0.0026536i,-0.0027882+0.033132i,0.0063976-0.0047081i,0.0034456-0.0018i,0.0046077-0.0005726i,-0.017929+0.010652i,-0.00020194+0.00010979i,0.0079092+0.00012355i,0.0061001-4.1787e-05i,-0.0033521+0.0035332i,0.0022932+0.0014583i,-0.00324+0.0072277i,0.012821-0.087993i,-0.0074541-0.048744i,-0.025004-0.040631i,-0.020203-0.041554i,0.06188-0.017959i,0.02626-0.061193i,0.038275-0.045682i,0.0286-0.058298i,0.019372-0.015888i,0.0084126+0.0099343i,0.023825-0.031455i,-0.0077214-0.0050686i,0.0022056-0.0027146i,-0.0049679-0.0066424i,0.00069162-0.031852i,-0.024031+0.031025i,0.0079036-0.010716i,-0.010671-0.00097667i,-0.0050826-0.0011582i,-0.00086921-0.014006i,-0.010048+0.0042353i,0.0037668+0.0080991i,-0.01047+0.029099i,0.0053172+0.0068889i,-0.005444-0.001503i,-0.0020014-0.002396i,-0.011608-0.007212i,0.000662-0.0035761i,-0.038105+0.0070055i,0.0022008-0.012727i,-0.0095085-0.0014919i,-0.0062432-0.0029572i,0.0066967+0.001466i,-0.0088952+0.0015567i,0.0011304+0.00079298i,0.0060978+0.0085711i,0.0046845+0.00049208i,-0.0093676-0.0098299i,0.0026577+0.008874i,-0.019+0.0077574i,0.0059335+0.0026525i,-0.029386-0.0080283i,-0.033577+0.003596i,0.023535-0.079671i,0.012277-0.010681i,-0.042661-0.026257i,-0.023343-0.0032715i,0.018722+0.01244i,-0.025568+0.01186i,-0.012017-0.008228i
0.011675-0.0089259i,-0.010142-0.034466i,-0.028446-0.017843i,-0.013581-0.00088799i,-0.014061+0.013505i,-0.018078+0.0071456i,-0.020643-0.0060157i,-0.01749-0.029081i,-0.014939-0.011953i,-0.0015702-0.0037179i,0.00064722+4.6715e-05i,0.0016451-0.00078986i,0.0020793-0.00017801i,0.00075082-0.00059491i,0.00078388-0.00026573i,-0.0035238-0.0018713i,0.0055223-0.0033143i,0.0026019-0.00085376i,0.00016399-0.0011529i,0.00027637-0.00050612i,-0.001076-0.00059388i,0.0017367-0.0011972i,-0.00080985-0.0010415i,-0.0016648-0.0021732i,-0.0016208-0.0013689i,-8.1856e-05-0.0012041i,-0.00014367-0.0012393i,-3.3297e-05-0.00022726i,0.00075365-0.00013303i,0.0010759+0.00026888i,-0.0014692+0.0015581i,-0.0011339+0.00044261i,-0.00066462+0.00029015i,-0.00027689-0.00022879i,-0.00099929+0.0021288i,-0.0026933-0.0010541i,-0.00019481-0.0020459i,0.00032826+0.00029494i,-0.00080438-0.00010791i,0.0035919+0.0049419i,-0.00051938-0.00042947i,-0.00066785-0.00076409i,-0.00095857-0.00025484i,-0.00068928-0.0035104i,0.0028486-0.01108i,0.016344-0.019284i,0.015313-0.033717i,-0.0075138-0.019077i,0.0029573-0.01687i,-0.019839-0.021263i,0.0048587-0.038757i,-0.0037623-0.036523i,0.014186-0.013381i,0.0057834-0.013395i,-0.0043066+0.0085396i,0.0055039-0.00083179i,0.0046581+0.011182i,-0.0033178+0.0035631i,0.0052252-9.1933e-06i,0.0084699-0.0033674i,-0.0032138-0.000293i,0.0089544+0.0054131i,0.0014983-0.001003i,-0.0021666-0.0025869i,-0.0022585+0.00077945i,0.001402-0.0022417i,-0.0041838+0.0046492i,0.0039233-0.0036749i,-0.0030526+0.005327i,0.0037379+3.4526e-05i,0.0039699+0.0016365i,-0.0012621+0.00048174i,-0.0069855-0.0029891i,-0.001955+0.0015664i,-0.00099894+0.0017521i,0.00016575+0.0049613i,-0.0018119+0.0017087i,0.00038556+0.0034263i,-0.0014203+8.8317e-05i,-0.0098535+0.0032968i,-0.0011786+6.5274e-05i,-0.0045303+0.0040704i,0.0007598+0.0010058i,0.0019303-0.0041425i,-0.0013748-0.0019583i,0.0023008-0.0042486i,-0.0035655-0.00068982i,0.0067756+0.00098402i,0.0026345+0.00086583i,0.013752-0.017422i,-0.0013805+0.030363i,0.010675+0.0129i,-0.01015+0.0055729i,0.0013851+0.0011786i,0.001247-0.0014694i,-0.0039912+0.0063862i
0.0096395-0.010772i,-0.015849-0.032174i,-0.030406-0.013024i,-0.014205+0.00075317i,-0.010826+0.014981i,-0.016361+0.0092946i,-0.02149-0.0028428i,-0.022267-0.025676i,-0.017238-0.0091041i,-0.0023207-0.0037006i,0.00032788-0.00039119i,0.0010842-0.0014554i,0.0022955-0.0011601i,-7.3955e-05-0.0010009i,0.00056677-0.00029811i,-0.003747-0.0012896i,0.0021262-0.0061535i,0.0019727-0.0013416i,-0.00034485-0.00094998i,4.6774e-05-0.00083498i,-0.00098303-0.00013628i,0.00097643-0.001635i,-0.00099629-0.00067268i,-0.0021023-0.0017808i,-0.0020653-0.00052865i,-0.00056182-0.0011095i,-0.00029262-0.00094117i,5.7437e-05-0.00032319i,0.00082156-0.00036432i,0.0012-0.00028126i,-0.00077376+0.0021881i,-0.00068779+0.0007092i,-0.00068788+0.00048118i,-0.00041817-0.00023374i,-0.00033365+0.0025098i,-0.0029997-0.00048883i,-0.0011896-0.0016592i,0.00053482+3.2138e-05i,-0.00090341+2.3018e-07i,0.0043476+0.0031854i,-0.00061411-0.00052879i,-0.0008776-0.00046247i,-0.00095934-0.00041771i,-0.0015975-0.003232i,0.0006486-0.011472i,0.013852-0.021918i,0.010689-0.034021i,-0.008411-0.016329i,0.0020158-0.018142i,-0.018933-0.015317i,-0.0039728-0.040562i,-0.011708-0.039545i,0.010494-0.016846i,0.0030794-0.012218i,-0.0010532+0.0096158i,0.0038425-0.0021379i,0.007174+0.0081668i,-0.0024665+0.0049148i,0.0044946-0.0012044i,0.0072812-0.0055861i,-0.003932+0.0014715i,0.01046+0.0024817i,0.0019107-0.0011192i,-0.0022309-0.0017013i,-0.0012207+0.0013501i,0.00097098-0.0025465i,-0.0014454+0.0053307i,0.0019604-0.0051669i,-0.00076031+0.005793i,0.0037699-0.0024335i,0.0040671-2.7759e-05i,-0.0011172+0.00089213i,-0.0070412+0.0009496i,-0.0015586+0.0016886i,0.00033852+0.0032322i,0.0011971+0.0039561i,-0.0010916+0.0023643i,0.0013934+0.003324i,-0.0016114+0.0008353i,-0.0078101+0.0063175i,-0.0010057+0.0010746i,-0.0022757+0.0059895i,0.00085789+0.00045114i,-0.00030481-0.0049043i,-0.0015985-0.0011743i,0.001227-0.0052508i,-0.0033805+0.00064536i,0.0058769-0.00049553i,0.0029823+0.00033694i,0.012819-0.018823i,0.0050761+0.029051i,0.010447+0.0097739i,-0.009653+0.0078274i,0.0036416+0.0026095i,0.0013767-0.0014288i,-0.0036273+0.0070069i
0.007346-0.012181i,-0.020857-0.028593i,-0.031626-0.0082051i,-0.014623+0.0030242i,-0.0076593+0.015354i,-0.014234+0.011122i,-0.02181+0.00055939i,-0.026122-0.021525i,-0.018259-0.0062183i,-0.0028026-0.0033025i,-8.3282e-05-0.00035765i,0.00020091-0.0015915i,0.0019615-0.0020874i,-0.00072138-0.00076966i,0.00056145-0.00032895i,-0.0039333-0.00057i,-0.0014778-0.0056555i,0.0015131-0.0015377i,-0.00070001-0.00065855i,-0.00037447-0.00077234i,-0.00078236+0.00021251i,0.00028803-0.0017095i,-0.0010121-0.00031847i,-0.0025185-0.0013013i,-0.0020976+6.4206e-05i,-0.00087958-0.00080579i,-0.00058241-0.00083744i,5.9877e-05-0.0003918i,0.00077432-0.00062499i,0.0012516-0.00078283i,0.0003484+0.0022644i,-0.00032528+0.00083856i,-0.00069147+0.00077466i,-0.00052435-0.00010379i,0.00069731+0.0025439i,-0.0033463+0.00024004i,-0.0018286-0.00090001i,0.00054425-0.00037776i,-0.00089357+0.00010116i,0.004315+0.0017789i,-0.00087792-0.00057252i,-0.0009091-0.00010975i,-0.0010249-0.00037955i,-0.0021651-0.0025758i,-0.0017963-0.0116i,0.010704-0.024442i,0.0069147-0.033601i,-0.0084743-0.014688i,0.0012393-0.020534i,-0.0166-0.01172i,-0.013028-0.039108i,-0.020462-0.039207i,0.0062706-0.018528i,0.0021294-0.011255i,0.001854+0.0089566i,0.0021645-0.002629i,0.0074246+0.0051508i,-0.0010171+0.0060733i,0.0042927-0.0017686i,0.0046377-0.0079049i,-0.0037124+0.0031539i,0.010361-0.0013534i,0.0021282-0.0017523i,-0.0019806-0.0011319i,-0.00049801+0.001284i,0.00052235-0.0029326i,0.0011187+0.0043644i,-0.00026324-0.0056367i,0.0021725+0.0052993i,0.0020167-0.0040065i,0.0032332-0.0016791i,-0.00082839+0.0011048i,-0.0051927+0.003526i,-0.001553+0.0017827i,0.0024466+0.0033184i,0.0013974+0.0033603i,9.6689e-05+0.0024433i,0.0027575+0.0028767i,-0.0012766+0.0014956i,-0.0051712+0.0078228i,5.1746e-05+0.0015125i,0.00040182+0.0068947i,0.00070692-6.7594e-05i,-0.0027203-0.0046732i,-0.0017251-0.00098632i,-0.00017269-0.0056964i,-0.0024944+0.0014102i,0.0047275-0.001864i,0.0032188-0.00013032i,0.01149-0.021634i,0.010757+0.026462i,0.0092633+0.0072669i,-0.0090837+0.0095569i,0.0060025+0.0026993i,0.00094475-0.0014366i,-0.0029429+0.007117i
0.0047468-0.013114i,-0.024707-0.024i,-0.032193-0.0031035i,-0.014112+0.0053842i,-0.0048314+0.014885i,-0.011878+0.012233i,-0.021297+0.0038423i,-0.029492-0.016992i,-0.018847-0.0036995i,-0.00312-0.0020874i,-0.00036318-7.8298e-05i,-0.00046748-0.0012265i,0.0013873-0.0029009i,-0.0011402-0.00039978i,0.00048203-0.00054597i,-0.0038455+0.00034347i,-0.0045082-0.0033326i,0.0011163-0.0017103i,-0.00099985-0.00017606i,-0.00064236-0.00050115i,-0.00051282+0.00037483i,-0.00036985-0.0017154i,-0.0010382+4.98e-05i,-0.0028325-0.00053915i,-0.0021304+0.00084197i,-0.0011467-0.00044138i,-0.00065584-0.00050789i,-5.5258e-07-0.00054577i,0.00067364-0.00072359i,0.0010448-0.001476i,0.0011286+0.0017782i,9.5143e-06+0.00081231i,-0.00044059+0.0011547i,-0.00060518+0.00011598i,0.0018636+0.0019842i,-0.0035424+0.0012237i,-0.0021543-0.00015094i,0.00033283-0.000648i,-0.00098352+0.00036833i,0.0041853+0.00057761i,-0.001139-0.00037618i,-0.00093598+0.00031699i,-0.00088231-0.00033826i,-0.0025443-0.0017626i,-0.0043957-0.010958i,0.0068625-0.026646i,0.0038277-0.03372i,-0.0082841-0.0138i,-0.00080629-0.02327i,-0.013698-0.0102i,-0.020631-0.035335i,-0.029519-0.03678i,0.0028639-0.018424i,0.0021953-0.011204i,0.0032259+0.0071004i,0.00048461-0.002333i,0.0071791+0.003357i,0.00085823+0.0062312i,0.0038035-0.0030851i,0.00096256-0.0084016i,-0.0026323+0.0050015i,0.0086339-0.0046837i,0.0021363-0.0029026i,-0.0016288-0.00082943i,-7.4943e-05+0.0011825i,-0.00020854-0.0032171i,0.0023584+0.0029642i,-0.0025979-0.0053358i,0.0043361+0.0029556i,0.00051954-0.0044623i,0.0018851-0.0025637i,-0.00046582+0.00092092i,-0.0030196+0.0047923i,-0.0014636+0.0025374i,0.0039416+0.0019352i,0.0021082+0.0030773i,0.00092435+0.0015839i,0.0036324+0.0014282i,-0.00096867+0.0018028i,-0.0027607+0.0084952i,0.00050321+0.00085891i,0.0033677+0.004432i,0.00063322-8.5425e-05i,-0.0048474-0.0033139i,-0.0021856-0.00041482i,-0.0017381-0.0054262i,-0.0016953+0.0017338i,0.0031691-0.0022396i,0.0029464-0.0011497i,0.0089584-0.024468i,0.015985+0.022329i,0.0077918+0.0054462i,-0.0081209+0.011028i,0.0083049+0.0010251i,0.0006007-0.0010458i,-0.0023973+0.006702i
0.002152-0.01343i,-0.027063-0.019189i,-0.031739+0.0018813i,-0.013292+0.0075489i,-0.0027812+0.013779i,-0.0097079+0.012927i,-0.020415+0.0066322i,-0.031315-0.011651i,-0.019295-0.0016495i,-0.0030633-0.00066566i,-0.00033429+0.00035483i,-0.00071795-0.00079951i,0.00051594-0.0035828i,-0.0013823+0.00014822i,0.00022986-0.00074601i,-0.0031094+0.0010899i,-0.0048101-4.1196e-05i,0.00067789-0.0018828i,-0.00087996+0.00052264i,-0.00070579-0.00019549i,-0.00025453+0.00034022i,-0.0012145-0.0014697i,-0.00077155+0.00036628i,-0.002859+0.00029373i,-0.0016857+0.0018791i,-0.0012001+0.00011182i,-0.00062814-0.0003261i,-8.8263e-05-0.00052175i,0.00068455-0.0009262i,0.00030151-0.0019577i,0.0014781+0.0012381i,0.00029946+0.00065674i,0.00012465+0.0012981i,-0.00064319+0.00040253i,0.002577+0.00079629i,-0.0034365+0.002278i,-0.0021415+0.00055729i,1.7593e-05-0.00075106i,-0.00081683+0.00076581i,0.0037184-0.00028132i,-0.0012933-0.00010435i,-0.00057214+0.00054767i,-0.00080623-0.00017473i,-0.0026712-0.00084121i,-0.0063048-0.0093179i,0.0022213-0.027658i,-3.3294e-05-0.033769i,-0.008413-0.01383i,-0.0039753-0.025666i,-0.011113-0.011003i,-0.026923-0.029477i,-0.037958-0.031483i,-3.916e-05-0.01755i,0.0025269-0.012337i,0.0027896+0.0060477i,-0.00056771-0.0011867i,0.0070566+0.0019487i,0.0025923+0.0056149i,0.0021361-0.0037044i,-0.0025316-0.0074014i,-0.00058789+0.0060947i,0.0050927-0.0069882i,0.00078484-0.0044755i,-0.0015265-0.00054443i,0.00027373+0.0010279i,-0.0010678-0.003174i,0.0033286+0.001517i,-0.0046499-0.0040156i,0.0052814+0.00078612i,-0.0008434-0.0048138i,0.0007356-0.0025096i,-0.00068471+0.00082047i,-0.00080379+0.0048921i,-0.00060047+0.0029964i,0.0050839+9.3244e-05i,0.0025595+0.0022449i,0.00082154+0.00049966i,0.0036541+5.2401e-05i,-0.00063286+0.0021481i,2.504e-05+0.0085712i,0.00014834+0.00048304i,0.0037983+0.0020014i,0.00074131-0.00030786i,-0.0061188-0.00099118i,-0.0018065+0.00078741i,-0.0033399-0.0047509i,-0.0011042+0.0018308i,0.0016874-0.0020017i,0.0019297-0.0016792i,0.0060898-0.026767i,0.019583+0.017013i,0.0065892+0.0049077i,-0.0071228+0.012323i,0.0094314-0.00081106i,0.00046865-0.00063417i,-0.0024849+0.005847i
-0.00025291-0.013205i,-0.028593-0.014879i,-0.030899+0.0068675i,-0.011993+0.0095116i,-0.0013909+0.012579i,-0.0075016+0.013402i,-0.019371+0.0093086i,-0.032257-0.0065302i,-0.019765+0.00032686i,-0.0028281+0.00034984i,0.0001954+0.00061555i,-0.00079258-0.00059803i,-0.00080334-0.0036843i,-0.001236+0.00098779i,-1.8309e-05-0.00068307i,-0.0024271+0.0013003i,-0.0026403+0.0014313i,9.53e-05-0.0020452i,-0.00024564+0.00090936i,-0.00067007-9.2168e-05i,-0.00019613+0.0001822i,-0.0018828-0.00060394i,-0.00051908+0.00038912i,-0.0028327+0.0010344i,-0.00060085+0.0023638i,-0.00099384+0.00058893i,-0.00059779-0.00027295i,-9.7843e-05-0.00062868i,0.00041781-0.0014067i,-0.00047707-0.0019223i,0.0017543+0.0007367i,0.00047826+0.00042986i,0.00073616+0.0010691i,-0.0003626+0.00079324i,0.0024083-0.00069905i,-0.0029618+0.0032889i,-0.001923+0.0014608i,-0.00029899-0.00055641i,-0.00080598+0.0011353i,0.00318-0.00058743i,-0.0014891+0.00011085i,-0.00047249+0.00046783i,-0.00082301-0.00029711i,-0.0022197-0.00017898i,-0.0070474-0.0077588i,-0.0021849-0.027185i,-0.0034102-0.032974i,-0.0093296-0.013932i,-0.008156-0.027276i,-0.011027-0.013072i,-0.030413-0.022221i,-0.044227-0.023121i,-0.0016127-0.015901i,0.001954-0.014747i,0.0016347+0.0069036i,-0.00071665+0.00010157i,0.0063794+0.00045193i,0.0036466+0.0044374i,0.00059029-0.0028644i,-0.0055937-0.0051137i,0.0017897+0.0059896i,0.00088718-0.0067596i,-0.0012335-0.0043755i,-0.0012162-0.00017593i,0.00025276+0.00078261i,-0.0018822-0.0028615i,0.0039819-0.00031018i,-0.0058647-0.0016595i,0.0052357-0.0015374i,-0.0027993-0.0042204i,-6.2035e-05-0.0025154i,-0.00065255+0.0010558i,0.00095543+0.003781i,0.00029925+0.0027827i,0.003231-0.002973i,0.001665+0.0038796i,8.0678e-06+0.0002262i,0.0033129-0.00095432i,-0.00014607+0.0024908i,0.0026333+0.0073621i,-0.00018054+0.00049298i,0.0034602-6.3009e-05i,0.00026911-0.0007548i,-0.0060696+0.0015519i,-0.0010011+0.001156i,-0.0039245-0.0035335i,-0.00040744+0.0017837i,0.0007629-0.00087347i,0.0011251-0.0012504i,0.0022177-0.029439i,0.021616+0.010463i,0.0057794+0.0040642i,-0.0059884+0.013603i,0.0095795-0.0026783i,0.00049487-0.00020178i,-0.0035694+0.0056595i
-0.0024121-0.012641i,-0.02972-0.010814i,-0.028796+0.011918i,-0.010243+0.011283i,-0.00065648+0.011792i,-0.0052663+0.013349i,-0.017844+0.01184i,-0.032321-0.0013636i,-0.020829+0.0022468i,-0.002615+0.0010414i,0.00083151+0.0002744i,-0.0012212-0.00041501i,-0.0019248-0.0031729i,-0.00053179+0.0014664i,-0.00022439-0.00071086i,-0.0019279+0.0012773i,-0.0014586+0.0017867i,-0.00034143-0.0020224i,0.00037079+0.00064962i,-0.00070211-0.00010875i,-0.00031948+0.00020117i,-0.0019466+0.00042938i,-0.00036401+0.00029486i,-0.0026444+0.0019233i,0.00025562+0.0020415i,-0.00067675+0.00074568i,-0.00062559-0.00022399i,-0.0002588-0.00068082i,-0.00021772-0.0015393i,-0.0011905-0.0016459i,0.0018213+0.00011539i,0.00057689+0.00022182i,0.0010928+0.00068808i,0.00016049+0.00087334i,0.0014005-0.0015738i,-0.0019508+0.0041485i,-0.0013584+0.0022553i,-0.00041489-0.00045095i,-0.00011471+0.0017403i,0.0033078-0.00086298i,-0.0016556+0.00060863i,-0.00054692+0.00061944i,-0.0010624-0.00040904i,-0.0017813+8.3321e-05i,-0.0072542-0.0066091i,-0.0054887-0.026116i,-0.006457-0.031689i,-0.010632-0.01374i,-0.012485-0.027671i,-0.012881-0.014257i,-0.031104-0.014971i,-0.046037-0.013785i,-0.0012972-0.01463i,-0.00060871-0.017126i,0.0018229+0.0072614i,-0.00015032+0.00085789i,0.0056638-9.0062e-05i,0.0040626+0.0034222i,0.00070346-0.0020252i,-0.0075526-0.0016089i,0.0037285+0.0047478i,-0.0024071-0.0032657i,-0.0027348-0.0031146i,-0.00068859-0.00013386i,0.00030241+0.00088556i,-0.0023573-0.0020967i,0.0032766-0.0025258i,-0.0056275+0.0010542i,0.0049203-0.003929i,-0.0036402-0.0025948i,-0.0010652-0.0024007i,-0.0005273+0.0013018i,0.0012558+0.0022348i,0.0009546+0.002375i,0.0010129-0.0039308i,0.0045559+0.0015699i,-0.00051029+0.00050777i,0.0025895-0.0025686i,0.00057965+0.002463i,0.0040375+0.0055643i,-0.00031777+0.00085375i,0.0020118-0.0012298i,-0.00019697-0.00084903i,-0.0049815+0.0036228i,-0.00062044+0.0010561i,-0.00427-0.0028714i,9.4298e-05+0.001346i,0.00056806+0.00032843i,0.0008568-0.00060201i,-0.0032769-0.030717i,0.021291+0.0037736i,0.005184+0.0034386i,-0.0048091+0.015059i,0.0084616-0.007423i,0.00076923+0.00040902i,-0.0042361+0.0065769i
-0.0043367-0.01174i,-0.030739-0.0067803i,-0.025491+0.016098i,-0.0078892+0.012612i,1.0408e-05+0.011288i,-0.0033214+0.012862i,-0.015951+0.013942i,-0.031391+0.0036398i,-0.021837+0.0048984i,-0.0021929+0.0015764i,0.00096511-0.00060441i,-0.0015859+0.00023128i,-0.0028314-0.002248i,0.00014806+0.0014672i,-0.00064929-0.00056074i,-0.0016812+0.0012639i,-0.00048015+0.0018895i,-0.0010068-0.0020993i,0.00055162+0.00024765i,-0.00095659-1.5256e-05i,-0.00032316+0.00031796i,-0.001446+0.0010918i,-0.00036987+0.0001258i,-0.0020142+0.0028324i,0.00060992+0.0018096i,-0.0005151+0.00084839i,-0.00072358-8.8265e-05i,-0.00043889-0.00068529i,-0.00072099-0.0012629i,-0.001846-0.0010691i,0.0015965-0.00020668i,0.00059379-0.00014388i,0.0014133+8.5393e-05i,0.00062979+0.00067822i,0.00041942-0.0017724i,-0.00060438+0.0043928i,-0.0004223+0.0026849i,-0.00056297-0.00029245i,0.00089044+0.0015742i,0.0035318-0.0016529i,-0.001405+0.0011989i,-0.00041385+0.0010325i,-0.0014726-4.1662e-05i,-0.0016821+0.00016592i,-0.007353-0.0061607i,-0.0082536-0.025209i,-0.0087932-0.030776i,-0.012029-0.013364i,-0.016688-0.026736i,-0.015016-0.013928i,-0.02975-0.0093832i,-0.045769-0.0059622i,-0.00077106-0.01488i,-0.0041555-0.017842i,0.0033047+0.0080578i,0.00040713+0.0010727i,0.005521-0.00065015i,0.0042935+0.002208i,0.00059572-0.0019817i,-0.0075783+0.0026737i,0.0050624+0.0031997i,-0.0024168-0.00092875i,-0.0024053-0.0015482i,-0.00042118-0.00038434i,0.00059555+0.00090551i,-0.0024344-0.0014126i,0.0017328-0.0037375i,-0.0040927+0.0032197i,0.0035462-0.0064442i,-0.003662-0.0016085i,-0.0020452-0.0017513i,-0.00017647+0.0014529i,0.00087926+0.001343i,0.0012627+0.0019442i,-0.0014451-0.0041555i,0.0052053-0.0003048i,-0.00074192+0.00086262i,0.0003265-0.0035145i,0.0013464+0.0019993i,0.0046458+0.0038589i,-0.00061838+0.0010481i,0.00060361-0.0017836i,-0.00082276-0.00037i,-0.0033311+0.0052046i,0.00019278+0.0008715i,-0.0057849-0.0021538i,1.8016e-06+0.0010987i,0.0015968+0.0016567i,0.001085-0.00032267i,-0.0086218-0.029967i,0.018776-0.00152i,0.0046159+0.0023611i,-0.0026318+0.016688i,0.0059457-0.0084031i,0.001638+0.0006505i,-0.0041828+0.0076077i
-0.0056411-0.010703i,-0.031505-0.0023541i,-0.021939+0.019143i,-0.0055451+0.013164i,0.001055+0.011184i,-0.0017694+0.012186i,-0.013996+0.015913i,-0.029245+0.0076785i,-0.022589+0.0086377i,-0.0018198+0.0018506i,0.00053373-0.0013077i,-0.0014436+0.00097404i,-0.0032642-0.0010698i,0.00064285+0.001327i,-0.00083712-0.00016108i,-0.0014618+0.0013104i,0.00031136+0.0016706i,-0.0018994-0.0018727i,0.00073901-6.6411e-05i,-0.0012268+0.00016346i,-0.00018776+0.00039484i,-0.00074406+0.0014245i,-0.00049822+4.2962e-05i,-0.0011428+0.0031948i,0.00098232+0.0016006i,-0.00026883+0.00097053i,-0.00080397+0.0001012i,-0.00068596-0.00062561i,-0.0010723-0.00092415i,-0.0021955-0.00011424i,0.0013565-0.00034007i,0.00039217-0.00050538i,0.0013206-0.00063029i,0.00097543+0.00015482i,-0.00045313-0.0013581i,0.00060155+0.0040723i,0.00069694+0.0026085i,-0.00056203-6.3455e-05i,0.0014452+0.00091038i,0.0033877-0.002825i,-0.001011+0.0015833i,9.4833e-05+0.0011219i,-0.0015517+0.00059241i,-0.001473+0.00038777i,-0.0075499-0.0061555i,-0.010909-0.023851i,-0.011393-0.029626i,-0.01394-0.01259i,-0.020239-0.025473i,-0.016634-0.012847i,-0.027777-0.0049633i,-0.044276+0.00029633i,-0.00080186-0.01587i,-0.0067432-0.01678i,0.0051138+0.008288i,0.00091195+0.0010419i,0.0049432-0.0013759i,0.0041259+0.0014327i,0.00031946-0.0016351i,-0.005674+0.0060383i,0.0056603+0.0015306i,-0.0019942+0.001031i,-0.0020878-0.0017165i,-0.00055156-0.00073289i,0.00097123+0.00070657i,-0.0022027-0.00095965i,0.00026332-0.0039809i,-0.001978+0.0042763i,0.0024443-0.0073747i,-0.0038223-0.00087482i,-0.0026997-0.00072008i,-1.3059e-06+0.001613i,0.0004964+0.00084302i,0.001458+0.0015986i,-0.0040757-0.003143i,0.0046591-0.002304i,-0.00069899+0.001462i,-0.0017655-0.00265i,0.0016349+0.0012476i,0.0046483+0.0024845i,-0.0007738+0.0018198i,-0.0010644-0.001286i,-0.00079977+0.00011505i,-0.00089225+0.0059706i,0.00040408+0.00011363i,-0.0066944+0.00013008i,-2.7459e-06+0.0011688i,0.0031865+0.0015462i,0.0014905-0.00041605i,-0.013002-0.028181i,0.015803-0.0061941i,0.0035753+0.0015239i,0.00059008+0.017485i,0.0036524-0.0083754i,0.0023214+0.00028882i,-0.0039861+0.0085816i
-0.0068606-0.0099834i,-0.03138+0.0025637i,-0.017942+0.02187i,-0.0029358+0.01327i,0.0024491+0.010666i,-0.00049247+0.011456i,-0.011517+0.01773i,-0.027404+0.010855i,-0.021427+0.013056i,-0.0014875+0.0020487i,-0.00021772-0.0017437i,-0.0011177+0.0016094i,-0.0032189+0.00028695i,0.001093+0.0012596i,-0.00082913+0.00026934i,-0.0013019+0.0014361i,0.00098518+0.001555i,-0.0027646-0.0012438i,0.00061323-0.00064518i,-0.0014358+0.00054963i,-0.00015257+0.00047539i,-0.00012887+0.0014418i,-0.00076711+0.00021018i,-0.00047632+0.0033538i,0.0012942+0.0012559i,1.1925e-05+0.0010384i,-0.00082872+0.0004428i,-0.00094842-0.00047968i,-0.0013458-0.00040758i,-0.0018926+0.00090779i,0.0013938-0.0004215i,-1.7321e-05-0.00072894i,0.00076588-0.001153i,0.00097278-0.00042741i,-0.00079246-0.00081333i,0.0015648+0.0034772i,0.0017122+0.0021536i,-0.00053788+0.00010819i,0.0014884+0.0001504i,0.0025145-0.0041317i,-0.00056385+0.0017009i,0.00041273+0.0010025i,-0.0015279+0.0012677i,-0.0011282+0.00049783i,-0.0084006-0.0067766i,-0.012684-0.022659i,-0.01339-0.028244i,-0.015416-0.010683i,-0.023144-0.023627i,-0.017945-0.011212i,-0.025014-0.0019219i,-0.042294+0.0055771i,-0.00064391-0.01672i,-0.0083633-0.015642i,0.0078667+0.0086012i,0.0010592+0.00071262i,0.0040491-0.0016827i,0.0038096+0.00074437i,0.00046813-0.0015429i,-0.0029908+0.0083126i,0.0049861+0.00048156i,-0.0008774+0.0028449i,-0.0022888-0.0011433i,-0.00094579-0.00079156i,0.00099027+0.000372i,-0.0020421-0.00070807i,-0.0008008-0.0033854i,0.00017047+0.0044794i,0.00044863-0.0023461i,-0.0040106-0.00026552i,-0.0028644+0.00039567i,0.00044747+0.0016931i,2.9468e-05+0.00054872i,0.0018023+0.0014015i,-0.005956-0.00082966i,0.0030102-0.0036972i,-0.00021716+0.0019207i,-0.0030411-0.00097989i,0.0014321+0.00075736i,0.0045421+0.0016398i,0.0004488+0.0022245i,-0.002096+0.00028305i,-0.00076037-4.9021e-05i,0.0014442+0.0053396i,-0.00012671-0.00019131i,-0.0053021+0.0023494i,0.00039793+0.0014728i,0.0040361+0.0011084i,0.0016923-0.00069478i,-0.016839-0.026153i,0.010958-0.01051i,0.0020317+0.00064234i,0.0041813+0.0168i,0.0016481-0.0079384i,0.0025706-0.00032525i,-0.0035017+0.0096121i
