-0.0077973-0.039679i,-0.013003-0.043353i,0.00071713-0.046035i,-0.027854-0.026996i,-0.02054+0.014035i,-0.033152-0.030721i,-0.06039-0.059476i,-0.022735-0.071702i,-0.034532-0.050574i,0.0017638+0.015172i,-0.0069281+0.010674i,-0.014451+0.013461i,0.002013+0.015749i,-0.0037729-0.0034678i,0.00085523+0.0062155i,0.0015824+0.037545i,0.020123+0.057657i,0.00099316-0.00025967i,-0.004697-0.0081467i,0.00805+0.0044907i,0.0016527+0.0009397i,-0.00097063+0.0034758i,5.6025e-05-0.0013435i,-0.035899-0.0089459i,-0.0023659-0.0072242i,-7.8584e-05+0.0045061i,0.004976+9.8157e-05i,0.00020842+0.00076344i,-0.00011723-0.0011349i,8.1211e-05-0.0027682i,-0.0012022-0.0057577i,-0.0024143-0.0039847i,-0.00055308-0.0074291i,0.0033637-0.0010553i,0.0030579-0.0025531i,-0.00090415+0.034032i,0.0062762-0.0042894i,0.0033687-0.0022327i,0.0047662-0.00021519i,-0.013433-0.0044011i,6.1182e-05+0.00043095i,0.010023-0.00091841i,0.0061297-9.4726e-05i,-0.0036288+0.0039026i,0.0036433+0.0018093i,-0.0026391+0.0071123i,0.012744-0.087881i,-0.0075368-0.048679i,-0.025464-0.039281i,-0.020601-0.041698i,0.062011-0.018933i,0.0264-0.062095i,0.03795-0.045742i,0.029317-0.05732i,0.018837-0.01568i,0.0085715+0.0096938i,0.023626-0.032642i,-0.0074934-0.0045088i,0.002317-0.0029842i,-0.0047911-0.0061512i,0.00070482-0.031468i,-0.023348+0.03149i,0.0077336-0.010554i,-0.011115-0.0014319i,-0.005362-0.0010677i,-0.0013989-0.013767i,-0.010177+0.0043475i,0.0039094+0.0080437i,-0.01053+0.030706i,0.0056913+0.0076169i,-0.0052185-0.0013103i,-0.001821-0.0017809i,-0.011271-0.007329i,0.00060417-0.003554i,-0.034983+0.0052832i,0.0022034-0.012576i,-0.0089322-0.001862i,-0.0064979-0.0027136i,0.0066195+0.0013402i,-0.0094792+0.00174i,0.0011814+0.00077108i,0.005433+0.0087259i,0.0043056+0.00029403i,-0.0089248-0.009788i,0.0028585+0.0084115i,-0.019111+0.0065605i,0.0065744+0.0025023i,-0.029176-0.0083111i,-0.033872+0.0032779i,0.024574-0.079251i,0.012154-0.010425i,-0.043593-0.026629i,-0.023556-0.0035843i,0.018197+0.012577i,-0.026434+0.012472i,-0.012079-0.0086152i
0.0097771+0.014873i,0.039981-0.0096583i,0.025131-0.03246i,-0.0027669-0.01311i,-0.0084883-0.016365i,-0.0088719-0.022817i,0.015333-0.01667i,0.028575-0.012857i,0.0091203-0.015775i,0.0063177-0.0010437i,0.0019563-0.0032138i,-0.0018436-0.0016103i,0.001638-0.0026362i,-4.8945e-05-0.0017392i,-0.0019184-0.0015971i,0.005223-0.0054381i,-0.0045871+0.00079439i,-0.0022166-0.00011955i,0.0010737+0.00038306i,0.0013635+0.0013905i,0.00018622+0.0023242i,-0.00060629+0.00071608i,0.0014718+0.0019153i,-0.00037415+0.0047558i,-0.0005426+0.00090469i,-0.00071009+0.0014171i,-0.0012487+0.00024424i,0.00048594-0.0003557i,-0.00020812+0.00019597i,-0.00054714-0.00064407i,0.0017956-0.00076695i,0.0020097-8.412e-05i,0.00145-0.00013395i,7.5111e-05-0.00081239i,0.0011655+0.00063983i,0.0048254-0.0028049i,-0.00089791+0.0013683i,0.00043683+0.00017551i,-0.00012076-0.00037409i,-0.0011563-0.0011623i,0.002203+0.001154i,0.0018411+0.0010227i,0.002538-0.0076952i,0.0023162+0.0015423i,0.0098517+0.014307i,0.016016+0.025351i,0.042364+0.018158i,0.025988+0.0026325i,0.0010315-0.016112i,0.019003-0.0029541i,0.022338+0.015447i,0.017645+0.017867i,0.018259+0.024449i,-0.0068454+0.032228i,0.0018179-0.0058003i,0.0019649-0.003564i,0.0047975-0.0061746i,0.0089011-0.0017229i,0.0014199+0.0041513i,-0.0097696+0.0078307i,-0.0048725-0.0074689i,0.0030205+0.014716i,-0.0029902-0.0017991i,0.00086011+0.0021202i,-0.00081785+0.0011948i,0.0016742-0.0033439i,0.0063799-0.0023558i,-0.00378-0.00056218i,0.0046251-0.0014916i,-0.0067905+0.00024718i,-0.0019518+0.00085787i,0.00035244-7.2524e-06i,-0.0057023-0.0020242i,-0.0035783-0.0025345i,-0.01414-0.010915i,0.0031677-0.0026325i,-0.0034211+0.00095104i,-0.00098394+0.0017107i,-0.0045272+0.00302i,0.005857+0.0018561i,-0.0086532-0.0013585i,-0.00088948-0.0049392i,-0.0025053-0.00048548i,-0.0053358-0.00067721i,0.0051321-0.0045283i,0.0035029+0.001983i,0.0026238-0.0022616i,0.0027887+0.0094698i,0.0060332+0.0017307i,0.027795+0.022447i,-0.022504-0.0016733i,-0.026782+0.016056i,-0.0054513+0.013959i,0.00099744+0.00033998i,0.0057918-0.0073497i,-0.0094385+0.0035443i
0.011467+0.013529i,0.037601-0.016107i,0.018591-0.035857i,-0.0054983-0.011704i,-0.012467-0.014944i,-0.012356-0.020706i,0.010525-0.020125i,0.025912-0.017047i,0.0057208-0.016008i,0.0057991-0.002716i,0.00080535-0.0040439i,-0.0019842-0.00075673i,0.00040866-0.0025633i,-0.00022656-0.0014996i,-0.0021254-0.0009721i,0.0039966-0.0066051i,-0.0033303+0.0022155i,-0.0025088+0.00051486i,0.00076431-1.2826e-06i,0.0017105+0.00080739i,0.00099854+0.0023336i,-0.00035148+0.0011677i,0.0021042+0.0012888i,0.0021779+0.0040294i,0.00023051+0.001054i,2.8712e-05+0.0014213i,-0.00094103+0.00096557i,0.00038505-0.00018276i,-5.2849e-05+0.00046598i,-0.00040816-4.6123e-05i,0.0012737-0.0016319i,0.0019646-0.00087292i,0.001527-0.00063084i,-0.00027246-0.00056157i,0.001746+0.00015371i,0.003844-0.0037693i,-0.00025811+0.0017758i,0.00039448-2.9813e-05i,0.00025066+0.00016113i,-0.0020035-0.0014095i,0.0021867+0.00029326i,0.0019887+0.00013694i,0.00050634-0.0070614i,0.0036106+0.00083941i,0.012145+0.012687i,0.019437+0.022863i,0.043626+0.011333i,0.02615-0.0032999i,-0.0027434-0.012747i,0.021091-0.0071469i,0.026276+0.0098543i,0.021557+0.0099072i,0.019742+0.01474i,0.0012523+0.029364i,-0.0002203-0.0057629i,-0.0011281-0.0035357i,0.0021535-0.0080442i,0.0061603-0.0042737i,0.0021646+0.003344i,-0.0051547+0.011093i,-0.0059398-0.0036799i,0.0055013+0.012632i,-0.0035547-0.00073831i,0.0019743+0.0025816i,0.00037937+0.0014866i,-0.00039204-0.0033875i,0.0062985-0.0057209i,-0.004139+0.00051025i,0.0044369-0.0036124i,-0.0060293+0.0032339i,-0.0015618+0.000283i,2.6766e-05-0.00061489i,-0.005198+0.0014522i,-0.0039474-0.0014321i,-0.015407-0.0043241i,0.0014147-0.0034554i,-0.0024118+0.0017424i,-0.0011789+0.00097684i,-0.00285+0.0041777i,0.0071982-0.00066639i,-0.0080929+0.0021794i,-0.002457-0.004415i,-0.0020498-0.00018666i,-0.004713+0.0015187i,0.0021864-0.0049823i,0.00429+0.00013876i,0.0020125-0.002707i,0.0049399+0.0077016i,0.0049224+0.00065563i,0.028247+0.014906i,-0.021593+0.0028362i,-0.02479+0.022883i,-0.0028434+0.011624i,0.0022541+0.0033811i,0.0035117-0.0068705i,-0.010847+0.0054734i
0.013631+0.01151i,0.033735-0.02245i,0.011393-0.03762i,-0.0072313-0.009777i,-0.016248-0.012618i,-0.015391-0.018146i,0.0053417-0.022151i,0.023062-0.020922i,0.0025261-0.01582i,0.0045979-0.0040078i,-0.00086933-0.0041953i,-0.0018297+0.00010953i,-0.00052755-0.0019657i,-0.00030346-0.0013304i,-0.0024277-0.00034136i,0.0024044-0.0072916i,-0.0016253+0.0025763i,-0.0026428+0.0014925i,0.0003933+0.00011822i,0.0017159-3.8436e-05i,0.0018566+0.001729i,-0.00016978+0.0012751i,0.0023989+0.00051797i,0.0039856+0.0023366i,0.0012129+0.0007294i,0.00058584+0.0011382i,-0.00033724+0.0013139i,0.00025351-9.3982e-05i,0.00024274+0.00058107i,4.6164e-06+0.00012803i,0.00046687-0.0020614i,0.0014804-0.0016765i,0.0011145-0.0012311i,-0.00031464-0.00025481i,0.0020513-0.001079i,0.0027744-0.0045285i,0.00075662+0.0017099i,0.00032175-0.00014256i,0.00063458-9.1154e-05i,-0.0028047-0.00089756i,0.0020933-0.00050495i,0.0016427-0.00058692i,-0.0010268-0.0062547i,0.0040422-0.00071042i,0.014269+0.010136i,0.023644+0.019646i,0.044235+0.0042469i,0.024568-0.0087671i,-0.004284-0.0090851i,0.022395-0.012514i,0.028294+0.0034011i,0.023757+0.0025543i,0.017875+0.0075263i,0.0066487+0.026257i,-0.0023088-0.0047704i,-0.0036525-0.0017906i,-0.0018492-0.0086508i,0.0029528-0.0049304i,0.0022023+0.0025711i,-0.00079788+0.011668i,-0.005121-0.0008563i,0.0068266+0.0097346i,-0.0040297+0.0015804i,0.0032273+0.0023434i,0.0010267+0.00091388i,-0.0018356-0.0023731i,0.0044203-0.0077873i,-0.0034875+0.0015836i,0.0033188-0.0050968i,-0.0030293+0.0047776i,-0.0018812+5.0793e-05i,-0.00060114-0.00054335i,-0.0033955+0.0032172i,-0.0035797-0.00031994i,-0.014533+0.0014186i,5.9679e-05-0.0038819i,-0.0014032+0.0019746i,-0.0013656+0.0011737i,-0.0007315+0.0041863i,0.0069813-0.0037664i,-0.0061491+0.004814i,-0.003839-0.0032315i,-0.0020788-0.00015515i,-0.0034539+0.0024696i,0.00084838-0.0043618i,0.0037496-0.0013738i,0.001843-0.0029961i,0.0052273+0.0047038i,0.0039643+6.0577e-05i,0.028208+0.0093594i,-0.019142+0.006374i,-0.019296+0.028886i,-0.0020404+0.0095333i,0.0051284+0.0041802i,0.0013451-0.0054278i,-0.010357+0.008068i
0.015132+0.0086009i,0.028707-0.027396i,0.0048253-0.038124i,-0.0079661-0.0082981i,-0.019196-0.0087025i,-0.017851-0.015244i,-0.00016835-0.02267i,0.019533-0.024772i,0.00042051-0.015231i,0.0031571-0.0047169i,-0.0025694-0.0031001i,-0.0012761+0.00047324i,-0.00085686-0.0011418i,-0.00043162-0.0014574i,-0.0022698+0.00070915i,0.0005681-0.0074838i,-0.00086547+0.0022236i,-0.0021228+0.0027887i,0.00055139+0.00054731i,0.0013107-0.00068619i,0.0022586+0.00081457i,-0.00012427+0.001448i,0.0022511-0.00023881i,0.0046301-0.00028839i,0.0018703-0.00016825i,0.00084886+0.00078915i,0.00022153+0.0013395i,0.00046054-0.00013152i,0.00050265+0.00045639i,0.00018796-6.529e-05i,-0.00038158-0.0021824i,0.00062977-0.002019i,0.00055831-0.0014897i,-0.00025113-0.00027385i,0.0014584-0.0025497i,0.0015902-0.0049889i,0.0015854+0.0010579i,0.00029886-0.00016074i,0.00066145-0.00042507i,-0.0034027-4.2127e-06i,0.0016585-0.0010542i,0.0010692-0.00091585i,-0.002171-0.0050168i,0.0035869-0.0018741i,0.015881+0.0064837i,0.027713+0.014228i,0.04378-0.0028015i,0.022344-0.013206i,-0.0034187-0.005197i,0.021661-0.019351i,0.028735-0.003243i,0.024389-0.0055462i,0.015552+0.0029261i,0.012528+0.02238i,-0.003266-0.0029562i,-0.0049223+0.0010145i,-0.0061826-0.0076324i,0.00065757-0.0044849i,0.0021616+0.0024504i,0.0026534+0.010953i,-0.0036231+0.00099213i,0.0067624+0.0067246i,-0.0017849+0.0039959i,0.0046262+0.0014426i,0.0016881+0.00038919i,-0.0025408-0.00099585i,0.0021393-0.0094174i,-0.0025388+0.001982i,0.0018372-0.0066451i,-0.00085213+0.004042i,-0.0025084+0.00017619i,-0.00065702-0.00037521i,-0.0014527+0.0045381i,-0.0030377+0.00031074i,-0.011436+0.0062861i,-0.0015892-0.0042111i,-0.00032304+0.0016848i,-0.0013335+0.0010455i,0.00060499+0.0031106i,0.0056261-0.0068385i,-0.0030863+0.0061932i,-0.0039657-0.0015103i,-0.0023384+0.00015732i,-0.0026876+0.0034214i,-0.00018505-0.0037234i,0.0027786-0.0019525i,0.0015481-0.0037465i,0.0041826+0.0037129i,0.0034385-2.8044e-05i,0.02753+0.0039083i,-0.017081+0.0071411i,-0.011477+0.031587i,-0.001104+0.0089607i,0.0069693+0.0036652i,0.00076787-0.0034328i,-0.0086018+0.010122i
0.015748+0.0054157i,0.023028-0.030992i,-0.0016598-0.037684i,-0.0090953-0.0074739i,-0.020226-0.0045671i,-0.019858-0.011976i,-0.0050891-0.021644i,0.015235-0.027596i,-0.00080204-0.014899i,0.0016303-0.0047577i,-0.0030868-0.0014763i,-0.0010382+0.00063839i,-0.00081369-0.00050223i,-0.001106-0.0012126i,-0.0014343+0.0015741i,-0.0014116-0.006928i,-0.00024154+0.002326i,-0.00067868+0.0036608i,0.00092865+0.00041334i,0.00069698-0.001106i,0.0022672-0.00013886i,0.00026711+0.001477i,0.0019388-0.00088647i,0.0034969-0.0025486i,0.0016077-0.0014703i,0.0010346+0.0004558i,0.00076768+0.0012579i,0.00060152-0.00039065i,0.00060429+0.0002129i,-1.6483e-05-0.00024386i,-0.001209-0.0019604i,-5.2972e-05-0.0019513i,-8.906e-05-0.0015846i,-0.00034037-0.00011373i,-0.00030224-0.0029516i,0.00047785-0.0050815i,0.0018366+0.00015998i,0.00026296-0.00042934i,0.00076158-0.00064504i,-0.0036537+0.0010955i,0.0011046-0.0014592i,0.00062971-0.00093294i,-0.0029503-0.0037405i,0.0030899-0.0026327i,0.017122+0.0026099i,0.029742+0.0074502i,0.042289-0.0096966i,0.020082-0.017928i,-4.9494e-05-0.0024159i,0.018266-0.026236i,0.027733-0.0092176i,0.022057-0.013029i,0.012544+0.00071518i,0.017203+0.016857i,-0.0032493-0.0022012i,-0.0044611+0.0043132i,-0.010275-0.0043017i,-0.001015-0.0036542i,0.00234+0.0023087i,0.0055533+0.0095005i,-0.0018525+0.0014584i,0.0055789+0.004895i,0.0011859+0.0034446i,0.0057327-0.00055966i,0.0021053-0.00051719i,-0.0022691+0.00081961i,-0.0011483-0.010872i,-0.0023697+0.0026478i,-0.0003931-0.0075964i,-0.00036992+0.0034861i,-0.0030682+0.00093315i,-0.00075514-0.00032695i,0.0020208+0.0047896i,-0.0027464+0.00026334i,-0.0067163+0.0090524i,-0.0039358-0.003579i,0.00033771+0.00087391i,-0.001331+0.0011915i,0.0012087+0.0019601i,0.0031009-0.0092332i,-0.00010397+0.0057174i,-0.0031725-0.00051873i,-0.0020613+0.00060502i,-0.0012695+0.0043983i,-0.0011434-0.0027187i,0.001943-0.0021718i,0.00050217-0.0042744i,0.0035947+0.003497i,0.0030359-0.00024553i,0.025923-0.00089176i,-0.018461+0.0070779i,-0.0046492+0.030355i,0.00050068+0.0072639i,0.0086541+0.0020935i,0.0010672-0.0020364i,-0.0059069+0.010997i
0.015827+0.002461i,0.017411-0.033384i,-0.0078013-0.036201i,-0.010128-0.0061077i,-0.020495-0.0010103i,-0.021071-0.0085394i,-0.0090301-0.019918i,0.010676-0.030181i,-0.0019375-0.015424i,0.00063122-0.0042156i,-0.0027132-0.00012795i,-0.00069421+0.00098175i,-0.00069887+8.8144e-05i,-0.001281-0.0004008i,-0.00048056+0.0016537i,-0.0028003-0.0055579i,0.00087139+0.0022695i,0.00091763+0.0034006i,0.0010831+0.00018364i,0.00010684-0.0010796i,0.0019367-0.00094472i,0.00063841+0.0014067i,0.0013574-0.0014484i,0.0018028-0.0036544i,0.00056953-0.0021063i,0.001063+0.00019274i,0.0013777+0.00088726i,0.00045442-0.00066811i,0.00063592+2.8365e-05i,-0.00026751-5.6371e-05i,-0.0019186-0.0013234i,-0.00074652-0.0017363i,-0.00069585-0.0012128i,-0.00012343-6.1153e-05i,-0.0011833-0.0022496i,-0.00059366-0.0050704i,0.0018329-0.00038837i,-2.6214e-05-0.00053221i,0.0006059-0.001089i,-0.0034458+0.0023683i,0.00052726-0.0015666i,0.00044936-0.00084637i,-0.0032038-0.0024215i,0.0024052-0.0033904i,0.016897-0.0024807i,0.029725+0.00049443i,0.039659-0.016427i,0.015546-0.022659i,0.0045515-0.0034209i,0.012006-0.031503i,0.026034-0.014459i,0.018634-0.018371i,0.011036+0.001126i,0.019605+0.009628i,-0.0039935-0.0018431i,-0.0019929+0.006776i,-0.012232+0.00089911i,-0.0023551-0.0026367i,0.0024513+0.002176i,0.0069827+0.0072762i,-0.0006473+0.00078613i,0.0046566+0.0038056i,0.0018868+0.0019568i,0.0052484-0.0032241i,0.0018462-0.0021152i,-0.0003155+0.0020156i,-0.0061034-0.0093607i,-0.0012991+0.0042523i,-0.0038427-0.0074004i,0.0010614+0.0034314i,-0.0032457+0.0022827i,-0.00079304-0.00013712i,0.0051856+0.0014795i,-0.0026396+0.0005169i,-0.0011984+0.008355i,-0.0057179-0.0014206i,0.00026642-0.00011115i,-0.0015865+0.0013663i,0.0014521+0.00094038i,-0.00083478-0.01072i,0.0021799+0.0040015i,-0.0027796-0.00039679i,-0.0020605+0.0010034i,0.001034+0.0044233i,-0.001062-0.0014885i,0.0012618-0.0019097i,-0.00063696-0.0042739i,0.0031962+0.0035532i,0.0024669-0.00049844i,0.023872-0.0042255i,-0.020834+0.010264i,0.00037177+0.028162i,0.00099169+0.0043403i,0.0094382-0.00037482i,0.0015712-0.001766i,-0.0031402+0.010438i
0.015279-0.00052902i,0.011905-0.034835i,-0.01332-0.033813i,-0.010577-0.0049326i,-0.02024+0.0026155i,-0.021699-0.0051126i,-0.01244-0.017999i,0.0053803-0.032161i,-0.0038174-0.016835i,0.00015123-0.0037417i,-0.0020347+0.00082899i,-0.00015431+0.0012763i,-0.0002018+0.00050446i,-0.00093692+0.00021372i,0.00018415+0.0014746i,-0.0033007-0.0041398i,0.0016734+0.0016379i,0.0020777+0.0027496i,0.0012058+7.4579e-05i,-0.00026135-0.00078501i,0.0012638-0.0015529i,0.00090822+0.0013968i,0.00068716-0.0014843i,0.00021253-0.0037177i,-0.00027977-0.0020705i,0.0011084-8.4137e-05i,0.001667+0.0002214i,0.00022946-0.00079704i,0.00061893-0.00017551i,-0.00023805+0.00024258i,-0.0022564-0.00052319i,-0.0012749-0.001193i,-0.00098408-0.00081465i,6.2652e-05-0.00017669i,-0.0015819-0.0017516i,-0.0015644-0.0046158i,0.0018399-0.0011076i,-0.00028619-0.00038534i,-9.2571e-05-0.0012662i,-0.0027261+0.0035747i,0.00013519-0.0015782i,0.0002428-0.00080754i,-0.0029701-0.0011249i,0.0014798-0.0037248i,0.014542-0.0068906i,0.027948-0.0057953i,0.035618-0.022361i,0.0095482-0.025097i,0.0068986-0.0071444i,0.0048278-0.034213i,0.024056-0.019617i,0.015353-0.023274i,0.012334+0.0011393i,0.020174+0.0030914i,-0.0051891-0.0011494i,0.0012159+0.007233i,-0.011231+0.0066727i,-0.0032325-0.0014808i,0.0028686+0.0022162i,0.0078759+0.0057845i,-0.00041619-3.6538e-05i,0.0032315+0.0037377i,0.0022065+0.0013267i,0.0032533-0.0051293i,0.00010659-0.0029817i,0.001337+0.0013i,-0.0086018-0.0051741i,0.0012827+0.0043691i,-0.0064574-0.0049748i,0.0022348+0.0021402i,-0.0025451+0.0038413i,-0.00073066-0.00017283i,0.0048565-0.0027131i,-0.0024924+0.0010791i,0.0016663+0.0049934i,-0.0057453+0.0009489i,-0.00044806-0.00091805i,-0.0015026+0.0019841i,0.0010631-0.00030029i,-0.0058045-0.0097341i,0.0026756+0.0015227i,-0.002908-0.00031932i,-0.0016383+0.0019449i,0.0029379+0.0033003i,-0.00060811-0.0014444i,0.0011387-0.0013204i,-0.0015328-0.0039762i,0.0027573+0.0040517i,0.0020245-0.00051246i,0.02306-0.0072309i,-0.02103+0.015466i,0.0041056+0.025272i,-0.00034095+0.0012851i,0.0085301-0.0033945i,0.0014522-0.0012021i,-0.0016439+0.0084763i
0.013967-0.0030288i,0.0066951-0.03559i,-0.018414-0.030647i,-0.011114-0.004248i,-0.019039+0.0058502i,-0.021771-0.0017945i,-0.01563-0.015594i,-0.00045556-0.033007i,-0.0069731-0.017945i,-0.00013217-0.0036074i,-0.001038+0.0013722i,0.00061558+0.0011265i,0.00039777+0.00063405i,-0.0004553+0.00047075i,0.00078687+0.0011485i,-0.0032845-0.003154i,0.0021719+0.00097229i,0.0029661+0.0017354i,0.0013703-0.00036182i,-0.00030549-0.00047997i,0.00035618-0.0016693i,0.0014754+0.0012031i,0.00021128-0.0014426i,-0.00095176-0.0033183i,-0.00097698-0.0018116i,0.0010341-0.00046858i,0.001497-0.00047862i,3.6922e-05-0.00086599i,0.00047618-0.0001326i,-0.00018921+0.00038444i,-0.0023583+0.00029025i,-0.0014032-0.00053941i,-0.00094252-0.00046418i,1.5348e-05-0.00040108i,-0.0023011-0.0011009i,-0.0023153-0.0038465i,0.0012704-0.0018389i,-0.0003677-0.00012733i,-0.00052151-0.00078534i,-0.0016832+0.0044401i,-0.00045334-0.0013712i,4.7356e-06-0.0008761i,-0.0022679-0.00023015i,0.0006806-0.0035065i,0.011366-0.0096602i,0.02474-0.010954i,0.030724-0.026796i,0.0037644-0.025395i,0.0070158-0.01068i,-0.0028078-0.035017i,0.021344-0.025186i,0.01096-0.027722i,0.014466-0.000799i,0.019259-0.0040968i,-0.0065393+0.00029672i,0.0039536+0.0060923i,-0.0074533+0.010741i,-0.0036352-0.00041572i,0.0031917+0.0020206i,0.0089963+0.0039322i,-0.00074102-0.00042226i,0.0029479+0.0049481i,0.0029631+0.00034355i,0.00095641-0.0053769i,-0.001177-0.0024634i,0.0020589+0.00016794i,-0.008717-0.0012652i,0.0033787+0.0031257i,-0.007525-0.0020047i,0.0019874+0.00098968i,-0.00068276+0.0048615i,-0.0010473-0.00021059i,0.0021624-0.0053951i,-0.002091+0.0015301i,0.0017803+0.0017628i,-0.0048669+0.0029355i,-0.0015918-0.00094978i,-0.0010444+0.0021719i,-6.6316e-05-0.00070871i,-0.0087309-0.0064896i,0.0019235-1.2162e-05i,-0.0031099-0.00023599i,-0.00053319+0.002108i,0.0038441+0.0015379i,-0.00071904-0.0011983i,0.0017926-0.0011347i,-0.0021939-0.0032468i,0.0039068+0.0052379i,0.0013804-0.00027284i,0.021108-0.011038i,-0.019353+0.020839i,0.0066675+0.022139i,-0.0035186-0.00046569i,0.0052765-0.0048941i,0.0020484-0.001149i,-0.0018779+0.006834i
0.012557-0.0048441i,0.0015258-0.035932i,-0.022577-0.026551i,-0.012031-0.0035194i,-0.017721+0.0081638i,-0.021479+0.0015744i,-0.018019-0.012591i,-0.0060197-0.032584i,-0.010967-0.017831i,-0.00045951-0.0035281i,1.6902e-05+0.001201i,0.0011542+0.00082289i,0.00094215+0.00060462i,-1.7831e-05+0.0005976i,0.0010704+0.00061371i,-0.0031519-0.002644i,0.0029248+7.739e-05i,0.0032488+0.00047314i,0.0010948-0.00097922i,-0.00016308-0.00026937i,-0.00028056-0.0014857i,0.0021242+0.00056377i,-7.811e-05-0.0013822i,-0.0015231-0.0028195i,-0.0016943-0.0014717i,0.00085953-0.00083007i,0.0011579-0.00087486i,-0.00018606-0.00058853i,0.00044391-3.2737e-05i,1.4515e-05+0.00064048i,-0.0021635+0.0011626i,-0.0012849-0.00010897i,-0.0010191-0.00017433i,-0.00024039-0.00032142i,-0.0025362+4.094e-05i,-0.0026654-0.0029537i,0.00044044-0.0021088i,-0.0004024+0.00012697i,-0.00037522-0.00047118i,-0.00033122+0.0049248i,-0.00070618-0.0010253i,-0.00013405-0.00083856i,-0.0015701+0.00011137i,0.00036278-0.0033346i,0.008605-0.011116i,0.021297-0.013925i,0.025851-0.030061i,-0.0011633-0.024249i,0.0055114-0.013715i,-0.010448-0.033058i,0.017068-0.030385i,0.0061632-0.030815i,0.015986-0.0039779i,0.015417-0.01008i,-0.0074673+0.0027536i,0.0056289+0.0039201i,-0.0028768+0.012672i,-0.0040271+0.0008795i,0.0036904+0.0018983i,0.0094719+0.0017127i,-0.0012374-0.00080581i,0.0040885+0.0062397i,0.0025245-0.0010357i,-0.00067341-0.0047447i,-0.0021364-0.0016218i,0.0020612-0.00076248i,-0.0071923+0.0016745i,0.0046315+0.0011349i,-0.0071373+0.0012459i,0.0015682+0.00090097i,0.0015103+0.0046225i,-0.0011739+0.00016197i,-0.0010021-0.0061956i,-0.0016205+0.0013519i,7.4467e-05+0.00026384i,-0.003594+0.0044466i,-0.0024671-3.8284e-05i,-0.00097305+0.0023317i,-0.00066916-0.00042635i,-0.010044-0.0030304i,0.00089693-0.00074485i,-0.0037064+0.00016248i,0.00027729+0.0017584i,0.0040027-0.00057232i,-0.00051198-0.0010577i,0.0025467-0.0017664i,-0.0027354-0.0029468i,0.0058+0.0046456i,0.0011827+0.00026638i,0.018667-0.013923i,-0.015487+0.026785i,0.008339+0.019206i,-0.0071728+0.00022013i,0.002314-0.0036528i,0.0019339-0.0017534i,-0.0025691+0.0058366i
0.011359-0.0064592i,-0.0038067-0.036082i,-0.025814-0.02256i,-0.012994-0.0022352i,-0.016459+0.010899i,-0.020214+0.0048394i,-0.019735-0.0093564i,-0.011594-0.031882i,-0.015148-0.016328i,-0.00082658-0.0036341i,0.00058665+0.00062765i,0.0016438+0.00019617i,0.0015753+0.00033424i,0.00068093+0.00033113i,0.0010684+9.7489e-05i,-0.0032294-0.0023319i,0.002973-0.0015596i,0.0028849-0.00060787i,0.00060288-0.0012273i,0.00013611-0.00023386i,-0.00082189-0.0011281i,0.0021902-0.00035715i,-0.00047871-0.0012836i,-0.0017899-0.0026405i,-0.0021461-0.00083044i,0.00046268-0.0011096i,0.00072829-0.0012394i,-0.00022159-0.00030631i,0.00065511-8.4604e-06i,0.00057972+0.00074144i,-0.0016212+0.0019401i,-0.0012384+0.00023129i,-0.00088176+0.00015414i,-0.00024076-0.00022887i,-0.0019143+0.00090494i,-0.0028946-0.0022254i,-0.00030279-0.0020314i,-0.00019712+0.00040972i,-0.00035056-0.00054896i,0.0012323+0.0047865i,-0.00073448-0.00073836i,-0.0003208-0.0008397i,-0.00094941-0.00012054i,7.3161e-05-0.0034701i,0.0056868-0.012398i,0.018926-0.01628i,0.020877-0.032577i,-0.005225-0.021961i,0.0040885-0.015608i,-0.017014-0.028419i,0.01157-0.034921i,0.0017833-0.033796i,0.01671-0.0085415i,0.010088-0.013338i,-0.0068526+0.0060665i,0.0061526+0.001389i,0.0014337+0.012366i,-0.0038821+0.0022546i,0.0046983+0.0014711i,0.0093429-0.00086976i,-0.0020613-0.0010323i,0.0068962+0.0064695i,0.0015451-0.0011889i,-0.0017248-0.0038179i,-0.0025454-0.00051836i,0.0019989-0.0014734i,-0.0057126+0.0034772i,0.0047864-0.0012877i,-0.0055773+0.0036353i,0.0023066+0.0012733i,0.0030055+0.0034375i,-0.0010951+0.00025882i,-0.0042607-0.0055405i,-0.0017522+0.0013212i,-0.00096975+0.00078956i,-0.001705+0.0053474i,-0.002377+0.0011441i,-0.00074096+0.0030211i,-0.00093454-0.00019073i,-0.010368+7.4118e-05i,-0.00022251-0.000835i,-0.0043345+0.0013917i,0.00035469+0.0014194i,0.0033415-0.0027261i,-0.00053297-0.001647i,0.0027294-0.0030321i,-0.0035219-0.0021834i,0.0072132+0.0029662i,0.0015422+0.00065591i,0.015874-0.016142i,-0.008266+0.030307i,0.0098333+0.016082i,-0.0094038+0.0026881i,0.0010417-0.0013026i,0.0014505-0.0018301i,-0.0034729+0.0056049i
