-0.005871-0.039489i,-0.0092604-0.043976i,0.0040394-0.045479i,-0.027404-0.028586i,-0.02192+0.012559i,-0.03142-0.035621i,-0.059422-0.066238i,-0.02056-0.073044i,-0.039846-0.054093i,0.00037883+0.015905i,-0.0078519+0.0112i,-0.016638+0.014489i,0.0012369+0.015803i,-0.0042062-0.0034775i,1.6255e-05+0.0072898i,-0.0019548+0.041528i,0.026765+0.038125i,0.00069097-0.00056765i,-0.0047913-0.0092787i,0.0088579+0.0073369i,0.0013905+0.00079451i,-0.0021465+0.0035088i,0.00010376-0.001432i,-0.038131-0.011743i,-0.0031233-0.0074696i,-0.00036507+0.0049627i,0.0053908-0.0028568i,2.4411e-05+0.0010894i,-0.00026162-0.00065375i,-5.5324e-05-0.0028379i,-0.00085838-0.0060323i,-0.0020044-0.0044254i,-0.00093266-0.0093732i,0.003228-0.00059404i,0.0027254-0.0030479i,-0.005176+0.034013i,0.0069843-0.0036508i,0.0041459-0.0017737i,0.005185-0.0001648i,-0.012112-0.029745i,0.00027175+0.00034174i,0.007015+0.0016985i,0.010514+0.0021048i,-0.0034214+0.0030925i,0.0027352+0.0024544i,-0.003705+0.010534i,0.018799-0.086367i,-0.0043588-0.0494i,-0.023636-0.040958i,-0.017775-0.042839i,0.066198-0.014824i,0.029947-0.060315i,0.039358-0.044475i,0.030948-0.055528i,0.019016-0.015858i,0.0083185+0.010395i,0.027327-0.030176i,-0.00732-0.0044565i,0.0028426-0.0020703i,-0.0047669-0.0061533i,0.0022293-0.032566i,-0.026447+0.030716i,0.0080521-0.010496i,-0.011039-0.0013859i,-0.0054465-0.0015927i,-0.00078962-0.014735i,-0.0099887+0.0039425i,0.0033133+0.0085488i,-0.012392+0.029897i,0.004977+0.0085449i,-0.0053582-0.0021936i,-0.0021236-0.0021484i,-0.011097-0.0074262i,0.00076934-0.0040429i,-0.036955-0.00171i,0.0028886-0.0128i,-0.0088732-0.0022332i,-0.0068321-0.0030232i,0.00649+0.0017318i,-0.0091635+0.0014046i,0.0011899+0.0008555i,0.0061873+0.0090114i,0.0049285+0.00075518i,-0.0086224-0.0093537i,0.0026217+0.0088873i,-0.01992+0.0051871i,0.0068592+0.0037105i,-0.02865-0.0090243i,-0.036245+0.0010237i,0.028614-0.080391i,0.013601-0.010326i,-0.041043-0.027958i,-0.023032-0.0043654i,0.018271+0.012743i,-0.02731+0.01068i,-0.010552-0.0087179i
0.012421-0.0081872i,-0.0086168-0.036678i,-0.029071-0.018873i,-0.014204-0.0010202i,-0.015169+0.013825i,-0.020185+0.0064306i,-0.020509-0.008978i,-0.015603-0.032379i,-0.013912-0.011318i,-0.0019142-0.0030901i,0.00072244+2.154e-05i,0.0017101-0.00083592i,0.0022531-0.00020071i,0.00081595-0.00056764i,0.00074368-4.081e-05i,-0.0034392-0.0020606i,0.0036661-0.0014615i,0.0025892-0.00065348i,0.00010123-0.001291i,0.0002873-0.0006265i,-0.00099384-0.00055667i,0.001833-0.0011961i,-0.00083879-0.00098331i,-0.0011639-0.0019832i,-0.0015904-0.0014688i,-8.0133e-06-0.0012371i,0.00069783-0.0018446i,-2.8752e-05-0.00015461i,0.00062761-0.00011808i,0.0012207+0.00023307i,-0.0015348+0.0013006i,-0.0011955+0.0004186i,-0.00092269+0.00023121i,-0.00017362-0.00031639i,-0.00026396+0.0020069i,-0.0026657-0.00092974i,-0.00014626-0.0017259i,0.00037881+0.0003709i,-0.00073358+3.6777e-05i,0.0044872+0.0039302i,-0.00035401-0.00058875i,-0.00060505-0.00057909i,-0.0024313-0.00021311i,-0.00089175-0.003557i,0.0043744-0.010569i,0.018558-0.018092i,0.016729-0.032923i,-0.0074739-0.018507i,0.0045072-0.016636i,-0.020268-0.021557i,0.0058861-0.039554i,-0.0011359-0.037976i,0.014472-0.012639i,0.0052121-0.012742i,-0.0051981+0.008755i,0.0056047-0.0012778i,0.0056114+0.011521i,-0.0036553+0.0037968i,0.0057817+2.658e-05i,0.0084605-0.0036027i,-0.0039019-0.0003158i,0.0098116+0.0049189i,0.0013742-0.0010067i,-0.0026247-0.002914i,-0.0025368+0.0007096i,0.001417-0.0023986i,-0.0041757+0.0050902i,0.0045984-0.003686i,-0.0035438+0.0054101i,0.0038636+0.00026486i,0.0043454+0.0015872i,-0.0013199+0.00052186i,-0.0069157-0.0030443i,-0.0017282+0.0016553i,-0.0011153+0.0018198i,0.00059317+0.0049362i,-0.0017859+0.0016092i,0.00030074+0.0035508i,-0.0014026+5.9441e-05i,-0.010529+0.0031301i,-0.0012301+1.6365e-05i,-0.0049299+0.0046151i,0.00070127+0.0010308i,0.001836-0.0050476i,-0.0015803-0.0020237i,0.0019613-0.0050659i,-0.0042177-0.0011779i,0.007427+0.0018505i,0.0029618+0.00055767i,0.01319-0.01622i,-0.0012691+0.032519i,0.011416+0.013019i,-0.010672+0.0055633i,0.0013195+0.0013618i,0.00076905-0.0015881i,-0.0041921+0.0062573i
0.010411-0.010211i,-0.014698-0.034727i,-0.031369-0.013818i,-0.014806+0.00066171i,-0.011723+0.015463i,-0.018433+0.0089095i,-0.021939-0.0057662i,-0.021275-0.029294i,-0.016363-0.008687i,-0.0027417-0.0028104i,0.00036981-0.00050544i,0.0011373-0.0015309i,0.0024831-0.0012662i,0.00013303-0.0011009i,0.00062467-7.1329e-05i,-0.0037603-0.0013512i,0.0024102-0.0029688i,0.0020798-0.0011156i,-0.00041863-0.0010113i,3.4498e-05-0.00092069i,-0.00089208-0.00013685i,0.0010744-0.0016445i,-0.00096448-0.00062172i,-0.0015385-0.0016726i,-0.0020776-0.00061092i,-0.00052004-0.0011942i,-0.0005872-0.0015623i,0.00010612-0.00024197i,0.0006353-0.00038422i,0.001305-0.00038357i,-0.0010558+0.0018645i,-0.00083255+0.00076274i,-0.00087351+0.00046695i,-0.00044015-0.00033032i,0.00030434+0.0020979i,-0.0029168-0.00039273i,-0.001174-0.0015241i,0.0005269+7.8097e-05i,-0.0008206+0.00017559i,0.0044949+0.0022174i,-0.00051443-0.00067838i,-0.00073357-0.00030127i,-0.002369+4.4569e-05i,-0.0019316-0.0032208i,0.0021964-0.01125i,0.015988-0.021335i,0.012166-0.033516i,-0.0079713-0.015686i,0.0034353-0.01841i,-0.019124-0.01519i,-0.0034242-0.041588i,-0.0095088-0.041176i,0.011289-0.016273i,0.0024444-0.01135i,-0.0016345+0.01012i,0.0037901-0.0024735i,0.0080719+0.0081459i,-0.0027671+0.0053819i,0.0050049-0.0014497i,0.007005-0.0059164i,-0.0044648+0.0016875i,0.011055+0.0015399i,0.0018477-0.0010363i,-0.0028304-0.0020206i,-0.0014568+0.0014732i,0.00097095-0.0026375i,-0.0013086+0.0059069i,0.002586-0.0053874i,-0.00059494+0.0058652i,0.0039776-0.00219i,0.0040761-0.00055559i,-0.0011526+0.00098469i,-0.0072566+0.0010252i,-0.0014576+0.0017865i,2.4768e-05+0.0032432i,0.0016612+0.0038268i,-0.0010447+0.0022706i,0.0012684+0.0031253i,-0.0017011+0.00091908i,-0.0081943+0.0062531i,-0.0009809+0.0012634i,-0.0022232+0.0067103i,0.00084755+0.0005746i,-0.00084945-0.005793i,-0.001817-0.0012939i,0.00034819-0.0057977i,-0.0039315+0.00076249i,0.0069463-0.00041189i,0.0031921+6.6073e-05i,0.012585-0.017528i,0.0055575+0.031034i,0.011136+0.0097107i,-0.010014+0.008042i,0.0035284+0.0029214i,0.00102-0.0015103i,-0.003902+0.006907i
0.0081591-0.011772i,-0.020205-0.031353i,-0.032845-0.0085555i,-0.015229+0.0029718i,-0.0084464+0.015895i,-0.0163+0.011116i,-0.022732-0.0021377i,-0.025944-0.025182i,-0.017827-0.0057914i,-0.0037547-0.0020186i,-0.0001285-0.00044073i,0.000251-0.0017281i,0.0023144-0.0021765i,-0.00062523-0.0010117i,0.00071548-0.0001816i,-0.0037753-0.00066377i,0.00094693-0.0036218i,0.001534-0.0013069i,-0.00072115-0.00064855i,-0.00037303-0.00082134i,-0.0006709+0.00015304i,0.00035252-0.0018074i,-0.00096519-0.00027485i,-0.0018487-0.0014049i,-0.002171-2.8528e-06i,-0.00090223-0.00091595i,-0.00095317-0.00091164i,9.892e-05-0.00034846i,0.00058646-0.00055799i,0.001276-0.00094151i,-0.00010034+0.0021397i,-0.00042381+0.00092923i,-0.00088904+0.00075973i,-0.00059649-0.00016768i,0.0012503+0.0018196i,-0.0031416+0.00023423i,-0.001936-0.00077517i,0.00053499-0.00030338i,-0.00073881+0.00032775i,0.0041388+0.001348i,-0.00072789-0.00063625i,-0.00073407+1.9722e-05i,-0.0021823+0.00036831i,-0.0025031-0.0023971i,-0.00035696-0.011676i,0.01261-0.024245i,0.0084435-0.033421i,-0.0078334-0.0141i,0.0024848-0.021062i,-0.016514-0.011521i,-0.012903-0.039954i,-0.018719-0.041557i,0.0071885-0.018445i,0.0015478-0.010137i,0.0015592+0.0094296i,0.0021123-0.0028309i,0.0082923+0.0050482i,-0.0010778+0.0066282i,0.0045782-0.0021049i,0.0042824-0.0082169i,-0.0039055+0.0035853i,0.010567-0.0020909i,0.0022947-0.0016168i,-0.0024271-0.0012774i,-0.00054409+0.0015419i,0.00045827-0.0030858i,0.0014406+0.0048139i,0.00015852-0.0061701i,0.0023714+0.0049182i,0.0024338-0.0037245i,0.0030346-0.0019971i,-0.00080699+0.0012039i,-0.0051776+0.0038462i,-0.0015219+0.0018823i,0.0024449+0.0035561i,0.0018837+0.0032593i,0.00011518+0.0022731i,0.00258+0.0027906i,-0.0013447+0.0016332i,-0.0054935+0.0076511i,0.00019133+0.001629i,0.00034001+0.0068309i,0.00080642-1.5949e-05i,-0.0038846-0.0052261i,-0.0018922-0.0010937i,-0.001445-0.0059817i,-0.0027618+0.0015267i,0.0054287-0.0020953i,0.0033424-0.00044622i,0.011654-0.020219i,0.011627+0.027917i,0.00986+0.0071025i,-0.0089909+0.0097987i,0.0062127+0.0028467i,0.00070813-0.0013955i,-0.0033022+0.0071247i
0.0055875-0.012856i,-0.024532-0.026833i,-0.033305-0.0030101i,-0.014853+0.005428i,-0.0054634+0.015465i,-0.013795+0.012589i,-0.022579+0.0014244i,-0.029958-0.020703i,-0.018518-0.0030276i,-0.0045441-0.000879i,-0.00040836-0.00012357i,-0.00045439-0.0013882i,0.0017406-0.0030305i,-0.0011875-0.00058066i,0.00068231-0.00047404i,-0.0035696+0.00021597i,-0.00061883-0.0038201i,0.0012673-0.0015206i,-0.00090014-0.00018887i,-0.00060766-0.0005359i,-0.00041971+0.00030928i,-0.00032865-0.0018915i,-0.00090422+0.00012062i,-0.0021884-0.0010348i,-0.0021806+0.00078819i,-0.0011988-0.00056115i,-0.00086809-0.00049659i,2.6331e-05-0.0005293i,0.0005741-0.00068467i,0.00099298-0.0015597i,0.0007032+0.0018164i,-9.1677e-05+0.0009525i,-0.00056894+0.0012365i,-0.00069685+7.6527e-05i,0.0020035+0.00096107i,-0.0032894+0.00098499i,-0.0021057+3.1718e-05i,0.00035078-0.00059529i,-0.00072305+0.0005397i,0.0039242+0.00042427i,-0.00097556-0.00046011i,-0.0006873+0.00032402i,-0.0016836+0.00057951i,-0.0027835-0.0014716i,-0.0030209-0.011372i,0.0083427-0.026721i,0.0053042-0.033674i,-0.007481-0.013521i,0.00010537-0.023866i,-0.01333-0.010002i,-0.020849-0.03595i,-0.028725-0.039708i,0.0036925-0.018741i,0.0020863-0.010029i,0.0029951+0.0075943i,0.00046865-0.0024734i,0.0078935+0.0030068i,0.0009958+0.0066517i,0.0039721-0.0035482i,0.00058016-0.0087313i,-0.0025744+0.0052998i,0.0082373-0.0054207i,0.0022862-0.0027467i,-0.0020874-0.0010064i,-1.7282e-05+0.0013329i,-0.00015515-0.0033587i,0.0027683+0.003042i,-0.0025354-0.0059562i,0.0039509+0.002816i,0.0010669-0.0043392i,0.0018099-0.0026603i,-0.00037567+0.00099285i,-0.0030808+0.0048992i,-0.0013307+0.0025744i,0.0047036+0.002203i,0.0026192+0.0029386i,0.00080843+0.0014301i,0.0036849+0.0016823i,-0.00098307+0.0019538i,-0.0029773+0.0085705i,0.00067624+0.00085883i,0.004102+0.0045893i,0.00072909-1.4174e-05i,-0.0061971-0.0030262i,-0.0025337-0.00035163i,-0.0034392-0.0051194i,-0.0019324+0.0017075i,0.0036657-0.0025315i,0.0030032-0.0014974i,0.0095858-0.023135i,0.016659+0.023691i,0.0082783+0.0051262i,-0.0081344+0.011182i,0.008101+0.00071285i,0.00043949-0.0010232i,-0.002687+0.0069078i
0.002959-0.013225i,-0.027431-0.022019i,-0.032762+0.0021602i,-0.013964+0.0077047i,-0.00331+0.014281i,-0.011476+0.013578i,-0.022156+0.0044877i,-0.032623-0.015004i,-0.018756-0.00086137i,-0.0045853+0.00043134i,-0.00038859+0.00033956i,-0.00078626-0.00096822i,0.00068613-0.0037138i,-0.0014715+5.7825e-06i,0.00046077-0.00073025i,-0.0029534+0.00089874i,-0.0024783-0.0029877i,0.00065636-0.0015372i,-0.00080481+0.00052565i,-0.00064058-0.00024271i,-0.00021697+0.0002396i,-0.0012148-0.0015672i,-0.00057955+0.0003488i,-0.0024443-0.00059894i,-0.0017154+0.0017067i,-0.0013454-6.5333e-05i,-0.00073075-0.00019251i,-7.3311e-05-0.00056789i,0.00058809-0.00099365i,0.00028694-0.0019913i,0.0010409+0.0013444i,0.00018758+0.00080831i,0.00014911+0.0014063i,-0.00074007+0.00033887i,0.0020315-0.00029132i,-0.0032423+0.0019905i,-0.0021144+0.00071508i,6.9064e-05-0.00065069i,-0.00052741+0.00087098i,0.0035269-0.00021894i,-0.0012025-0.00017674i,-0.0003863+0.00039989i,-0.0012421+0.00065575i,-0.0028077-0.00063298i,-0.0052104-0.010051i,0.0033423-0.027982i,0.0014178-0.033989i,-0.0074911-0.013892i,-0.0031438-0.026459i,-0.010533-0.010923i,-0.027273-0.029781i,-0.038169-0.034562i,0.00027346-0.018028i,0.0026937-0.011137i,0.0022951+0.0066047i,-0.00068257-0.0012956i,0.0074494+0.0013701i,0.002656+0.0059854i,0.0019789-0.0041989i,-0.0028336-0.0077652i,-0.00027049+0.0065399i,0.0042165-0.0069635i,0.0013213-0.0038933i,-0.002133-0.00078231i,0.00023971+0.0010774i,-0.00093661-0.0033446i,0.0036603+0.0014947i,-0.0048321-0.0045457i,0.0051421+0.00065371i,-0.00021728-0.0049483i,0.00076453-0.0027995i,-0.00059348+0.00089509i,-0.00079179+0.0048755i,-0.00052593+0.0029733i,0.0051716-0.00069485i,0.0033483+0.0019012i,0.00066454+0.00046624i,0.0039314-4.3989e-06i,-0.00064442+0.0022128i,-8.486e-05+0.0086046i,0.0002438+0.00050699i,0.0044377+0.0015541i,0.00094014-0.00031031i,-0.0070822-0.00010494i,-0.0020933+0.00090606i,-0.0046383-0.0038944i,-0.0013985+0.001988i,0.0022459-0.0026009i,0.0017539-0.0018428i,0.0070776-0.025726i,0.021219+0.018419i,0.0068564+0.0043709i,-0.0072976+0.012524i,0.01095-0.00159i,0.0003453-0.0006008i,-0.0026468+0.0061189i
0.00062037-0.013072i,-0.02959-0.017482i,-0.031891+0.0073491i,-0.01252+0.00973i,-0.00189+0.013115i,-0.0090866+0.014339i,-0.021381+0.0076048i,-0.034293-0.0096935i,-0.019254+0.0011102i,-0.0042155+0.0012726i,0.00013025+0.00066827i,-0.0009173-0.00075222i,-0.00066801-0.0038036i,-0.0014815+0.00082947i,0.00021212-0.00075111i,-0.002239+0.0011155i,-0.0034711-0.000544i,-5.2575e-05-0.0016661i,-0.00020075+0.00086932i,-0.00058416-0.00014419i,-0.0001966+9.992e-05i,-0.0015596-0.00076836i,-0.0003518+0.00032331i,-0.0029389-3.3077e-05i,-0.00073672+0.0022043i,-0.0012802+0.00050488i,-0.00061084-0.00019664i,-0.00015839-0.00066034i,0.00025699-0.0013568i,-0.00050993-0.0020074i,0.0013728+0.0010554i,0.00043669+0.000636i,0.00076273+0.0011785i,-0.00045431+0.00073748i,0.001314-0.0012201i,-0.0027366+0.0029676i,-0.0017593+0.0016199i,-0.00013505-0.00051946i,-0.00032319+0.0012586i,0.0032022-0.00045636i,-0.0015203+6.0705e-05i,-0.0003561+0.00032084i,-0.0012291+0.00034897i,-0.0022176-3.4827e-05i,-0.0063506-0.0085744i,-0.0011318-0.027308i,-0.0023-0.033113i,-0.0085391-0.014494i,-0.0077607-0.028135i,-0.010367-0.013284i,-0.030869-0.022059i,-0.045136-0.026102i,-0.0013573-0.016049i,0.002306-0.013713i,0.0011324+0.0066311i,-0.00088357+9.0274e-05i,0.0064545-1.0672e-05i,0.0039401+0.0048272i,0.00031005-0.0031212i,-0.0061717-0.0053648i,0.0024652+0.0060812i,0.00058944-0.0056435i,-0.00020459-0.0041742i,-0.0019335-9.1933e-06i,0.00019007+0.00081803i,-0.0018945-0.0030978i,0.0041862-0.0004274i,-0.0063526-0.0019588i,0.0057175-0.0017487i,-0.0022509-0.0046562i,-0.00027839-0.0028785i,-0.00048985+0.0011049i,0.0010071+0.0037024i,0.00025914+0.0028105i,0.0029383-0.0037569i,0.001954+0.0031229i,-0.00012934+0.00024608i,0.0034012-0.0012716i,-0.00023415+0.0025932i,0.0025635+0.0075973i,-0.00011824+0.00051618i,0.0036599-0.0005539i,0.00040684-0.00086017i,-0.0064545+0.002732i,-0.00099989+0.0012392i,-0.0048244-0.0025801i,-0.00063371+0.002104i,0.00070406-0.0015976i,0.0010521-0.0012159i,0.0032326-0.028917i,0.023511+0.01107i,0.0059168+0.003557i,-0.0059935+0.014018i,0.01056-0.0065327i,0.00034367-0.00015115i,-0.0036922+0.005895i
-0.0014262-0.012755i,-0.03108-0.012836i,-0.029669+0.012427i,-0.010669+0.011628i,-0.0011362+0.012365i,-0.00658+0.014558i,-0.019992+0.010643i,-0.034937-0.0039294i,-0.019887+0.0033424i,-0.0038646+0.0017998i,0.00079332+0.00034701i,-0.0014324-0.00053828i,-0.0019667-0.0032556i,-0.00092298+0.0014108i,-4.5899e-05-0.00088338i,-0.0015565+0.0011571i,-0.0022478+0.0013765i,-0.0006463-0.0015437i,0.00048068+0.00064356i,-0.00063192-0.00022395i,-0.00029763+0.00016366i,-0.001662-0.00055438i,-0.00021352+0.00015743i,-0.0033192+0.0010648i,-3.8639e-05+0.0019217i,-0.00088149+0.00085927i,-0.0006894-0.00012968i,-0.00026609-0.00070103i,-0.00028618-0.001364i,-0.0013172-0.0017672i,0.0016418+0.00061824i,0.00062788+0.00037179i,0.0011158+0.00083693i,8.0151e-05+0.00083282i,0.00043927-0.0013264i,-0.0017335+0.0037725i,-0.001222+0.0024383i,-0.00029201-0.00049969i,0.00063455+0.0014522i,0.0033496-0.00080307i,-0.0015954+0.00058172i,-0.0004464+0.00043153i,-0.0017116+0.00031658i,-0.0016588+8.7794e-05i,-0.0067778-0.0073932i,-0.0043175-0.026046i,-0.0054147-0.031817i,-0.010148-0.014519i,-0.012231-0.028405i,-0.012298-0.014701i,-0.031189-0.014294i,-0.04856-0.016229i,-0.0010348-0.014465i,-0.00010877-0.016166i,0.002279+0.0067328i,-0.00030499+0.00096532i,0.0055334-0.0005432i,0.0044081+0.0032693i,0.00052782-0.0021309i,-0.0081014-0.00162i,0.0043369+0.0045787i,-0.0020732-0.0034806i,-0.0012857-0.0038819i,-0.00092813+0.00023856i,0.00026261+0.0010383i,-0.0025007-0.0023501i,0.0033539-0.0026073i,-0.0061097+0.00093897i,0.0042472-0.0047569i,-0.0034509-0.0030975i,-0.0013009-0.0024039i,-0.00048508+0.0012932i,0.0013314+0.002175i,0.00094749+0.002513i,0.00047312-0.0046931i,0.0045642+0.0020334i,-0.00053051+0.00055089i,0.00256-0.0026854i,0.00062728+0.0025977i,0.0040189+0.0059937i,-0.00026695+0.00076605i,0.0019141-0.0014719i,-0.00010839-0.0010078i,-0.0046928+0.004955i,-0.00063082+0.0011221i,-0.0051002-0.0019523i,1.5041e-05+0.001624i,0.00051637-4.6938e-05i,0.0008779-0.00063714i,-0.0023177-0.030542i,0.023019+0.0038342i,0.0053363+0.0029807i,-0.004661+0.015425i,0.0065892-0.007194i,0.00065116+0.00057124i,-0.0043375+0.0068481i
-0.0034032-0.012191i,-0.032038-0.0083223i,-0.026284+0.016803i,-0.0082543+0.012978i,-0.0003629+0.011939i,-0.0042913+0.014199i,-0.018217+0.013169i,-0.03423+0.0017067i,-0.02016+0.0058462i,-0.0032216+0.0021958i,0.00096084-0.00049453i,-0.0018431+0.00024606i,-0.0028956-0.0023192i,-0.00017396+0.001601i,-0.00056938-0.00076463i,-0.0011838+0.00095853i,-0.00065726+0.0018018i,-0.0012796-0.0014447i,0.0006318+0.0001832i,-0.00097665-0.00018249i,-0.0002931+0.00029065i,-0.002072+0.00073911i,-0.00029662-7.6005e-05i,-0.0027803+0.0022961i,0.00029089+0.0018801i,-0.00062299+0.00092613i,-0.00072036+3.0637e-05i,-0.00043174-0.0007484i,-0.00072245-0.0011329i,-0.0020007-0.0011421i,0.0015787+0.00027865i,0.00068015-4.3572e-05i,0.0015027+0.00030946i,0.00052566+0.00063851i,-0.0002224-0.0010219i,-0.00054948+0.0040081i,-0.00038053+0.0029056i,-0.00048603-0.00031146i,0.0012805+0.0006937i,0.003565-0.0018981i,-0.001452+0.0011041i,-0.00035947+0.00076737i,-0.0020695+0.001072i,-0.0015875+7.7846e-05i,-0.0068502-0.0068858i,-0.0069001-0.025319i,-0.0079489-0.03081i,-0.011847-0.014391i,-0.016597-0.02748i,-0.014507-0.01442i,-0.02935-0.0087454i,-0.04773-0.0069017i,-0.00019044-0.014929i,-0.0035069-0.016996i,0.0037884+0.00788i,0.00028452+0.0012776i,0.0050451-0.00097404i,0.0043456+0.0019775i,0.00055035-0.0020964i,-0.0081247+0.0029903i,0.0058094+0.0030807i,-0.0022056-0.00056839i,-0.0026404-0.0032027i,-0.00052976-0.00013696i,0.00065783+0.0010352i,-0.0025143-0.0015179i,0.0017945-0.0038959i,-0.0045889+0.0032239i,0.0017416-0.0064078i,-0.00382-0.0022086i,-0.0021387-0.0016827i,-0.00016558+0.001574i,0.00091419+0.0012745i,0.0012638+0.0020264i,-0.0015951-0.0040249i,0.0053899+8.9084e-06i,-0.00073735+0.00090314i,0.00027444-0.0035869i,0.0014693+0.0020355i,0.0048273+0.0042908i,-0.00067037+0.0011343i,0.00051378-0.0017453i,-0.00087173-0.00051134i,-0.0020463+0.0061393i,2.7566e-05+0.00092069i,-0.0063081-0.0004745i,-3.5444e-05+0.00135i,0.0016547+0.0010647i,0.0010701-0.00038394i,-0.0079255-0.029883i,0.020824-0.0019851i,0.0047246+0.0018153i,-0.0025181+0.01719i,0.0050304-0.0080393i,0.0016749+0.00091254i,-0.0041539+0.007904i
-0.0049178-0.011384i,-0.032784-0.0036236i,-0.022429+0.019969i,-0.0057395+0.013723i,0.00072992+0.011809i,-0.0024541+0.013582i,-0.016368+0.015564i,-0.03232+0.0064907i,-0.020373+0.0087426i,-0.0022974+0.0024724i,0.00064824-0.0011559i,-0.0016618+0.0010511i,-0.003444-0.001015i,0.00045393+0.0014873i,-0.00078371-0.00035106i,-0.00092364+0.0010041i,0.00026898+0.0014792i,-0.0017439-0.0014806i,0.00075492-0.00017381i,-0.0014186+7.3776e-05i,-0.00019214+0.00033099i,-0.0010791+0.0014427i,-0.0005492-0.00014103i,-0.0019214+0.0029275i,0.0007232+0.001854i,-0.00029734+0.0010871i,-0.00075283+0.00020344i,-0.00069018-0.00070247i,-0.0011052-0.00082474i,-0.0023403-0.00013125i,0.0014444+5.4289e-05i,0.00051034-0.00045571i,0.0014296-0.00049724i,0.00080835+0.0002074i,-0.00039905-0.00047786i,0.00049396+0.0037608i,0.00072456+0.0025863i,-0.00051361-9.8847e-05i,0.0011769-2.5213e-05i,0.003152-0.0032021i,-0.0011139+0.0015478i,2.809e-05+0.00088122i,-0.00189+0.0020239i,-0.0015183+0.00033429i,-0.0070229-0.0069882i,-0.0093693-0.024234i,-0.010408-0.029646i,-0.014151-0.013581i,-0.020211-0.025999i,-0.016312-0.01348i,-0.026957-0.0044904i,-0.045608+8.5878e-05i,-0.00035954-0.015997i,-0.0060434-0.016104i,0.0063827+0.0083658i,0.00085671+0.0012822i,0.0043877-0.0013598i,0.0041612+0.0011849i,0.00020931-0.0017022i,-0.0059977+0.0066394i,0.0065037+0.001964i,-0.0015401+0.0012207i,-0.0034225-0.0025096i,-0.00061059-0.00047703i,0.0010967+0.00079908i,-0.0022992-0.0010653i,0.00024627-0.0041484i,-0.0022927+0.0044423i,0.00070125-0.0064977i,-0.0044921-0.001393i,-0.0027331-0.00062922i,0.0001717+0.0017551i,0.00051391+0.00086469i,0.0014499+0.0016488i,-0.0039811-0.0033375i,0.0049306-0.0023742i,-0.00063945+0.0014497i,-0.0019255-0.0028065i,0.0017413+0.0011704i,0.0048718+0.0028256i,-0.00088037+0.0019678i,-0.0010931-0.0012579i,-0.00082316+4.8579e-05i,0.00046394+0.0058878i,0.00033489+0.00023061i,-0.0057226+0.0016704i,5.1108e-05+0.0015357i,0.0032478+0.0011417i,0.0013016-0.00044735i,-0.012476-0.027832i,0.017598-0.007799i,0.0035431+0.00094934i,0.0010333+0.018072i,0.0028931-0.0084123i,0.0024512+0.00054235i,-0.0039013+0.0087624i
-0.0062876-0.010851i,-0.032609+0.0014965i,-0.017985+0.022758i,-0.0030187+0.013809i,0.0022504+0.011326i,-0.00085191+0.012894i,-0.013794+0.017803i,-0.030366+0.010162i,-0.01987+0.01205i,-0.0017371+0.002593i,6.8621e-05-0.0017129i,-0.0012655+0.0017681i,-0.0033845+0.00038582i,0.00088016+0.0015095i,-0.00083318+5.464e-05i,-0.00095109+0.0011867i,0.0008058+0.0011359i,-0.0026043-0.00098595i,0.00062148-0.00076118i,-0.0016448+0.00056679i,-0.00015806+0.00041098i,-0.00026362+0.0014665i,-0.00090032+7.8073e-05i,-0.0011706+0.0031275i,0.0011455+0.0015961i,7.0408e-05+0.0012135i,-0.00075934+0.00044978i,-0.0010038-0.00049533i,-0.0013354-0.00024723i,-0.002018+0.00093241i,0.001479-0.00014078i,0.00011032-0.00073288i,0.00089072-0.0011023i,0.00087799-0.00025824i,-0.00021493-0.00026888i,0.0014145+0.0032837i,0.0016694+0.0021778i,-0.00047495+6.6317e-05i,0.00077899-0.0004784i,0.0022027-0.0043578i,-0.00065619+0.0017858i,0.00029539+0.00078456i,-0.0010553+0.0029537i,-0.001202+0.0005669i,-0.0078961-0.0077163i,-0.011233-0.023373i,-0.012375-0.028282i,-0.015967-0.011568i,-0.023024-0.024171i,-0.017791-0.011926i,-0.023893-0.0017124i,-0.043177+0.0055715i,-0.00029492-0.016836i,-0.0075694-0.015156i,0.0093782+0.0074527i,0.0010839+0.00092103i,0.0036009-0.0014004i,0.0038321+0.00051999i,0.00035867-0.0015076i,-0.0029329+0.0093167i,0.0055842+0.00089703i,-0.0005002+0.0027723i,-0.0039095-0.0011809i,-0.00093061-0.00035039i,0.0011611+0.00048028i,-0.0021231-0.00088422i,-0.0010203-0.003489i,-1.8318e-05+0.0046776i,-0.0028531+0.00024674i,-0.0050342-0.00029841i,-0.0028373+0.00048645i,0.00056667+0.0015242i,4.0349e-06+0.0006062i,0.001804+0.0013784i,-0.0060976-0.0010111i,0.0031224-0.0039321i,-9.836e-05+0.0019182i,-0.0031799-0.001152i,0.0014921+0.00063433i,0.0047585+0.0018708i,0.00022873+0.002505i,-0.0019927+7.5843e-05i,-0.00082124+1.0283e-05i,0.0021206+0.0047076i,-7.4856e-05-0.00017435i,-0.0042456+0.0031164i,0.00059924+0.0017523i,0.0039687+0.00075134i,0.0015381-0.00064255i,-0.016049-0.025649i,0.011526-0.012122i,0.0018956+0.00020765i,0.0049818+0.017072i,0.00093943-0.0081133i,0.0026458-0.00017824i,-0.0034205+0.0098496i
