-0.024338-0.039203i,-0.012181-0.048391i,-0.017735-0.044771i,-0.030907-0.035322i,-0.029888-0.016414i,-0.050342-0.02777i,-0.05671-0.026917i,-0.043888-0.037514i,-0.029487-0.036325i,0.0070247+0.012593i,-0.0052843+0.015955i,-0.0047026+0.014144i,0.0098653+0.021667i,0.0004626+0.0042838i,0.0033792+0.0033342i,0.0063003+0.018048i,0.025579+0.038442i,-0.0025106-0.00087505i,-0.0044339-0.005859i,0.0080002+0.0015629i,-9.7706e-05-0.00084177i,-0.0010959+0.0013671i,0.00015435-0.000438i,-0.030171-0.0036939i,-0.0013042-0.0057525i,0.0012864+0.0047374i,0.003582-0.00019995i,-0.00060535+0.00052907i,0.00054943-0.00063657i,-0.00037104-0.002552i,-0.0017887-0.0061273i,-0.0045726-0.0042651i,-0.0017553-0.0047347i,0.002167-0.0007825i,0.0022807-0.0028701i,0.0024318+0.025705i,0.0019713-0.0026317i,0.0028223+0.000454i,0.0060414+0.00091333i,-0.01036-0.0041735i,-0.0029234+0.00089322i,0.0067601+0.0015144i,0.0050648+0.00042337i,-0.0039759+0.0057471i,0.0011003-0.0088025i,-0.012233+0.017691i,0.036003-0.09052i,0.012456-0.070015i,-0.015845-0.05972i,-0.016213-0.055523i,0.040268-0.045779i,0.017179-0.062519i,0.034309-0.054848i,0.029869-0.060316i,0.015502-0.013431i,0.0045659+0.016372i,0.016485-0.02639i,-0.011475+0.0057863i,-0.00037738+0.00546i,-0.005068-0.0018742i,-0.002255-0.029188i,-0.023831+0.031928i,0.010064-0.011221i,-0.013085-0.0024406i,-0.00011192-0.0049438i,-0.0010666-0.015943i,-0.0073208+0.0040327i,0.005066+0.0067015i,-0.0084937+0.031017i,0.004901+0.0060619i,-0.0050445-0.00070829i,-0.0031757-0.00052754i,-0.012064-0.0075648i,-0.0008918-0.0042357i,-0.029973+0.0063621i,-5.1265e-05-0.010061i,-0.0095531-0.0018449i,-0.0068284-0.002755i,0.0069626+0.0026617i,-0.0078284+0.0012076i,-0.00019808+0.00053432i,0.005912+0.01075i,0.0042927+0.0014101i,-0.0092492-0.0099281i,0.0028877+0.0079619i,-0.021425+0.0063686i,0.0084562+0.00060042i,-0.02889-0.0040683i,-0.042166+0.0019772i,0.020158-0.09623i,-0.0020152-0.012572i,-0.053092-0.021818i,-0.023386+0.00027383i,0.01799+0.010682i,-0.024944+0.013433i,-0.018377-0.012701i
-0.013681-0.013856i,-0.011469-0.039044i,-0.024497-0.018431i,-0.018606-0.013611i,-0.035498-0.0013147i,-0.019285+0.012348i,-0.015715+0.0096621i,-0.025487+0.00062879i,-0.018777-0.0089158i,-0.0020586-0.0026463i,-0.0010214+0.00026006i,-0.00045366+0.00086794i,0.002261+0.0013115i,0.00086542+0.0008576i,0.00067174-0.0012659i,-0.0022346-0.0014736i,0.002833-0.0027113i,0.00097267-0.0018977i,0.00030273-0.0011149i,0.00030285-0.0014638i,-0.0018886-0.00049785i,-0.00074749+0.00086864i,-0.0014018-0.00062419i,-0.0016988-0.0015234i,-0.00089265-9.868e-05i,0.00081774+0.00028221i,0.00025556-0.00082274i,0.00047438-0.00065606i,-9.4755e-05+5.6957e-05i,0.00090488+1.9037e-06i,-0.00028827+0.0024048i,-0.00094027+6.6749e-05i,0.00059543-0.00025378i,-1.8657e-05+0.00030611i,-0.0011761+9.1922e-05i,-0.0032982-0.0014857i,-1.9783e-05-0.00058591i,4.0246e-05-0.0005465i,-5.8906e-05-0.00055124i,0.00024042+0.0018856i,-0.00058943+0.00010443i,-6.2816e-05-0.000834i,0.00021518-0.00054003i,-0.0014491-0.00094272i,-0.0021795-0.022789i,0.025339-0.027986i,0.031499-0.029078i,0.01779-0.035652i,0.016566-0.017973i,-0.0087977-0.032024i,0.011783-0.041206i,-0.0075514-0.026335i,0.018791-0.022744i,0.0074143-0.013973i,-0.0048541+0.0058859i,0.0035655-0.0034828i,0.0038578+0.011781i,-0.0024036+0.0029208i,0.0037759-0.0018817i,0.0071-0.002483i,-0.0019697+0.00063343i,0.0076293+0.0044489i,0.0024084-0.00095378i,-0.0031691-0.0038935i,-0.0019475-0.00087257i,0.0012696-0.0022588i,-0.0045844+0.0039436i,0.003603-0.0011063i,-0.0033942+0.0043083i,0.003259-0.0002028i,0.0041668+0.0016074i,-0.0013783+0.00058274i,-0.007097-0.0017238i,-0.0016422+0.0019965i,-0.0012647+0.002884i,-0.00096735+0.0045328i,-9.1939e-06+0.0018322i,-0.00023389+0.0030814i,-0.0014437+0.0007279i,-0.0095022+0.0051171i,-0.00099983+5.83e-05i,-0.001052+0.0063578i,0.00056166+0.0026456i,0.0020581-0.0050492i,-0.00091064-0.001621i,-0.0012196-0.0051167i,-0.0045699-0.0023458i,0.0055066+0.00025796i,0.0071624-0.0023583i,0.022107-0.028786i,-0.0059642+0.037831i,0.015002+0.024896i,-0.0055199+0.0085082i,0.0026825-6.6494e-05i,0.000851-0.003162i,-0.0082306+0.0086119i
-0.016246-0.011502i,-0.018056-0.036508i,-0.026785-0.014407i,-0.020577-0.011158i,-0.033324+0.0041504i,-0.016645+0.01451i,-0.013973+0.011389i,-0.024809+0.004278i,-0.020243-0.0056294i,-0.002835-0.002313i,-0.0011546+0.00018671i,-0.00013669+0.00045737i,0.0027576+2.9331e-07i,0.00062555+0.00035067i,0.00023909-0.0011953i,-0.0026746-0.0010554i,0.0014707-0.0035346i,0.00033354-0.00189i,-0.00018235-0.0010321i,-0.00023705-0.0016826i,-0.0016844+0.00014685i,-0.00041528+0.00079699i,-0.0015326-0.00018911i,-0.0020853-0.0013228i,-0.00091437+0.00038845i,0.00082219-0.00013436i,-6.1818e-05-0.00067032i,0.0002973-0.00074756i,4.7873e-05+0.00014102i,0.00085172-0.00044807i,0.00072256+0.0023934i,-0.00076188+0.00021696i,0.00030594-0.00054574i,2.4548e-05+0.00022368i,-0.0012094+0.00059334i,-0.0034403-0.00081299i,-0.00028648-0.00063714i,1.83e-05-0.00063019i,-0.00025686-0.00057872i,0.00059858+0.0013597i,-0.00037857+0.00014937i,-0.00035342-0.00081039i,-0.00018168-0.00068019i,-0.0015858-0.0008041i,-0.0063753-0.022037i,0.020926-0.032018i,0.02666-0.031953i,0.01369-0.035302i,0.015684-0.020673i,-0.010757-0.027906i,0.0044-0.043225i,-0.012806-0.027428i,0.013856-0.027058i,0.004817-0.01296i,-0.00205+0.0068737i,0.0008632-0.0035268i,0.0067915+0.0093847i,-0.0018599+0.0043712i,0.0029643-0.0024761i,0.0062505-0.0045554i,-0.0019023+0.0017134i,0.0087587+0.0020903i,0.0028115-0.0012853i,-0.0034139-0.0025619i,-0.0017746+2.177e-05i,0.00073243-0.0025141i,-0.002309+0.0048195i,0.00252-0.0026755i,-0.0010882+0.0048086i,0.0034126-0.0023124i,0.0042198-0.00036437i,-0.001185+0.0010712i,-0.0070933+0.0018665i,-0.00095571+0.0021525i,-0.00024337+0.0038118i,0.00041554+0.0041648i,0.00058943+0.0017572i,0.00054768+0.0032858i,-0.0014028+0.0014247i,-0.0070419+0.007442i,-0.00096257+0.0010084i,0.0014667+0.0062157i,0.0015288+0.0019156i,-0.00057602-0.0058012i,-0.0010062-0.001243i,-0.0030819-0.0049916i,-0.0048048-0.00068457i,0.0046137-0.0011125i,0.0063337-0.003626i,0.019885-0.031087i,0.0024632+0.036467i,0.016634+0.019884i,-0.0048403+0.0097942i,0.0043715+0.0017495i,0.00080397-0.002539i,-0.007292+0.0099678i
-0.018159-0.0086833i,-0.023782-0.032445i,-0.028507-0.01033i,-0.022436-0.0082223i,-0.030726+0.0083825i,-0.013633+0.016145i,-0.012+0.012993i,-0.02356+0.0076796i,-0.020702-0.0023685i,-0.0034115-0.0015549i,-0.0013346+0.00047329i,-0.00021915+0.00017735i,0.00257-0.0013566i,0.00032597+0.00026056i,-1.5012e-05-0.0011239i,-0.0030097-0.00038808i,-1.3228e-06-0.0036016i,-0.00014015-0.0017246i,-0.00055848-0.00082785i,-0.00088181-0.0014474i,-0.0012937+0.00060965i,-0.00019522+0.00066702i,-0.001505+0.00028209i,-0.0025099-0.0010233i,-0.00066179+0.00061058i,0.00059204-0.00047431i,-0.00017571-0.00042071i,7.0141e-05-0.00077268i,0.00013508+0.00015328i,0.00079739-0.00081347i,0.001672+0.0017877i,-0.00068661+0.00034528i,-0.00013377-0.00056515i,8.0932e-05+0.00017064i,-0.00077545+0.0010494i,-0.0036948-0.00010221i,-0.00052083-0.00050137i,-9.8712e-05-0.00082106i,-0.00042676-0.00065586i,0.00063315+0.00086019i,-0.00029545+8.5312e-05i,-0.00065997-0.00062256i,-0.00049905-0.00047692i,-0.0017286-0.00059338i,-0.010589-0.020533i,0.01564-0.035438i,0.022329-0.033736i,0.010597-0.03546i,0.015003-0.02451i,-0.01146-0.024962i,-0.0033041-0.043052i,-0.018689-0.026814i,0.0084756-0.029284i,0.0037427-0.01246i,0.00029456+0.0060875i,-0.0012138-0.0025258i,0.0077658+0.00679i,-0.00061463+0.0056655i,0.0025712-0.0027261i,0.0043724-0.0067908i,-0.0012661+0.0025239i,0.0084737-0.00098686i,0.0029307-0.0020515i,-0.00291-0.0016411i,-0.0013652+0.00046784i,0.00022789-0.0027782i,-9.2084e-05+0.0042927i,0.0011332-0.0034379i,0.0011562+0.0043669i,0.0020532-0.003751i,0.0032911-0.0019322i,-0.00076826+0.0013459i,-0.0051643+0.0045201i,-0.00065276+0.0018925i,0.0014735+0.0039782i,0.0011263+0.0037512i,0.0012391+0.0011334i,0.001949+0.0032022i,-0.00076592+0.0018152i,-0.0044146+0.008353i,-6.3156e-05+0.0014431i,0.0038146+0.0049872i,0.0018864+0.0009189i,-0.0034337-0.0053554i,-0.0011326-0.0012451i,-0.0047734-0.0038333i,-0.0041901+0.00048056i,0.0033058-0.0018181i,0.0054111-0.0046156i,0.01725-0.034481i,0.0097058+0.032914i,0.016592+0.015633i,-0.0043938+0.010518i,0.0064704+0.0021547i,0.00050203-0.0020202i,-0.0058203+0.010587i
-0.019594-0.0056015i,-0.028043-0.027331i,-0.029717-0.0057447i,-0.023667-0.0047399i,-0.027851+0.011775i,-0.01049+0.016803i,-0.0096975+0.014028i,-0.021839+0.010999i,-0.020551+0.00056756i,-0.0036758-0.00053873i,-0.0013005+0.00092445i,-0.00035845+0.00022478i,0.0018223-0.0025075i,0.00012901+0.00027538i,-0.0002843-0.0010589i,-0.0030379+0.00050873i,-0.0012271-0.0030191i,-0.00047106-0.0015514i,-0.00082817-0.00048814i,-0.0013111-0.00089063i,-0.00086153+0.00078559i,-5.3324e-05+0.00036404i,-0.001346+0.00078768i,-0.0030245-0.00031947i,-0.00036811+0.00087073i,0.00025386-0.00055393i,-4.8532e-05-0.00032612i,-0.00016674-0.00078912i,0.00029735+0.00023061i,0.00052871-0.0012718i,0.0020989+0.00082003i,-0.00054857+0.00049924i,-0.00037599-0.00024958i,0.00011115+0.00011982i,-0.00019973+0.0012611i,-0.0039829+0.00081081i,-0.00062731-0.00028327i,-0.00045035-0.0008524i,-0.00072027-0.00056167i,0.00044314+0.00049083i,-0.00032082+6.6075e-05i,-0.00096163-0.00031687i,-0.00068884-0.00016576i,-0.0018274-7.2648e-05i,-0.014254-0.018159i,0.0096961-0.038029i,0.01883-0.035551i,0.0078509-0.036277i,0.012522-0.029214i,-0.0114-0.023105i,-0.010276-0.0414i,-0.024718-0.024505i,0.0032952-0.029415i,0.00374-0.012834i,0.00111+0.004457i,-0.0025684-0.00068715i,0.0083427+0.0050019i,0.0011564+0.0061247i,0.0020262-0.0034921i,0.0014543-0.0079281i,-0.00037312+0.0031162i,0.0065766-0.0036457i,0.0027976-0.0030957i,-0.0026446-0.0012388i,-0.0010881+0.00073314i,-0.0003577-0.0029051i,0.0013053+0.0031891i,-0.00046522-0.0037323i,0.0030132+0.0030335i,0.00079578-0.0042729i,0.0020668-0.002755i,-0.00024524+0.0012258i,-0.0026257+0.0056248i,-0.00053279+0.0020522i,0.0030151+0.0030148i,0.002077+0.0034406i,0.001234+0.00014643i,0.0031777+0.0021915i,-0.00032202+0.0018898i,-0.0021166+0.0087166i,0.00047087+0.0010721i,0.0051388+0.0025858i,0.0018264+0.00025163i,-0.005839-0.0034503i,-0.0016092-0.00073297i,-0.0056953-0.0017262i,-0.0037226+0.0012181i,0.0021736-0.001676i,0.0038777-0.0057448i,0.01344-0.038083i,0.015219+0.027785i,0.015964+0.011948i,-0.0039777+0.011237i,0.0088634+0.0011297i,0.00051311-0.0014957i,-0.0044988+0.010369i
-0.020348-0.0022352i,-0.030718-0.02217i,-0.029902-0.0011803i,-0.024287-0.0011633i,-0.025251+0.014173i,-0.0078296+0.016912i,-0.007513+0.014496i,-0.019314+0.013805i,-0.020037+0.0033461i,-0.0034213+0.00043311i,-0.0009638+0.0013959i,-0.00024386+0.00025464i,0.00060568-0.003215i,-7.4429e-05+0.00047045i,-0.00059337-0.00087202i,-0.0025685+0.0013284i,-0.0021112-0.0021151i,-0.00069746-0.0013494i,-0.00076081+0.00010661i,-0.0013625-0.00028611i,-0.0005413+0.00072036i,-0.00032504+9.1848e-05i,-0.00089773+0.0011545i,-0.0032622+0.00073277i,0.00013396+0.00116i,5.622e-05-0.00052855i,6.8183e-05-0.00041064i,-0.00032522-0.0006687i,0.00058676+0.00013075i,-9.9414e-05-0.0015561i,0.0020796-3.6657e-05i,-0.00038695+0.0005806i,-0.00031652+2.6963e-05i,0.00011217+0.0001314i,0.00034366+0.001145i,-0.0039724+0.0019859i,-0.0007541-0.00014954i,-0.00082762-0.00064284i,-0.00092085-0.00026276i,9.1604e-05+0.00042093i,-0.00035673+0.00013519i,-0.00093436+4.9327e-05i,-0.00061241+0.00031845i,-0.00168+0.00049223i,-0.016989-0.01491i,0.0029055-0.039049i,0.014757-0.037609i,0.0043645-0.03784i,0.008539-0.033531i,-0.011193-0.022886i,-0.016907-0.038171i,-0.030025-0.020033i,-0.0012128-0.028394i,0.0036578-0.01431i,0.00014653+0.0035398i,-0.0028104+0.0017365i,0.0087769+0.0030419i,0.0028549+0.0058584i,0.00060062-0.0036909i,-0.001778-0.0078453i,0.00076466+0.0033881i,0.0033129-0.0047768i,0.0018051-0.0044215i,-0.002711-0.00063916i,-0.00077513+0.00091782i,-0.0011115-0.0028639i,0.002261+0.0020851i,-0.0020043-0.0033116i,0.004011+0.0010676i,-0.00050627-0.0049336i,0.00083622-0.0031716i,-0.00022088+0.0010722i,-0.00013916+0.0055547i,1.7582e-05+0.0022596i,0.0038619+0.001462i,0.0030477+0.0027148i,0.00044502-0.00054414i,0.0036688+0.00070866i,1.3576e-05+0.001873i,0.00031915+0.0086284i,0.0003713+0.00072679i,0.0051996-4.9258e-05i,0.0017655-0.00051315i,-0.0069713-0.0006397i,-0.0015469+0.00017616i,-0.0054545+0.0001536i,-0.0032191+0.0021866i,0.0012993-0.0014373i,0.001474-0.0057376i,0.0089507-0.040925i,0.018834+0.022175i,0.014968+0.0092593i,-0.0036294+0.012174i,0.010986-0.00081463i,0.00063997-0.0012254i,-0.0038544+0.0095836i
-0.020369+0.0011626i,-0.032701-0.017444i,-0.029664+0.0033492i,-0.024209+0.0026456i,-0.022865+0.016426i,-0.0053451+0.016778i,-0.0054312+0.01481i,-0.016765+0.015817i,-0.019125+0.0056016i,-0.0029441+0.00098467i,-0.00022646+0.0016766i,-9.2136e-05+4.6034e-05i,-0.00083512-0.0032387i,-0.00012132+0.00093499i,-0.00076046-0.00043182i,-0.0019082+0.001851i,-0.002461-0.00096867i,-0.00099586-0.0011846i,-0.00027294+0.00036809i,-0.0012501+4.2436e-05i,-0.00044258+0.00060185i,-0.00077847+0.00031525i,-0.00040576+0.0012567i,-0.0030964+0.0019877i,0.00085503+0.00097047i,-6.3557e-05-0.00050745i,2.4749e-05-0.00067027i,-0.00041236-0.00060868i,0.00070238-0.00026409i,-0.00068164-0.0014317i,0.0017706-0.00070434i,-0.00021906+0.0005959i,-0.00019258+0.00010827i,0.00022926+0.00020136i,0.00081026+0.0007155i,-0.0034904+0.0031616i,-0.00084494+0.00016072i,-0.0010175-0.00018153i,-0.001101+2.6282e-05i,-4.6985e-05+0.00083602i,-0.00037253+0.00014767i,-0.00095773+0.00017123i,-0.00033454+0.0005695i,-0.0011915+0.00084218i,-0.018675-0.011781i,-0.003304-0.038124i,0.01053-0.038855i,-5.9787e-05-0.038857i,0.0029236-0.037156i,-0.01261-0.023596i,-0.021978-0.033446i,-0.03354-0.014034i,-0.0039776-0.02615i,0.0025275-0.016778i,-0.00072235+0.0047198i,-0.0016942+0.0037318i,0.0084803+0.0009172i,0.0043189+0.005091i,-0.00065514-0.0026718i,-0.0048976-0.0065256i,0.0022194+0.0028001i,8.1675e-05-0.0037395i,5.3557e-05-0.0045698i,-0.0022713+0.00034088i,-0.00054795+0.00096491i,-0.0018373-0.0025691i,0.0029717+0.00051878i,-0.0033298-0.0021744i,0.0041138-0.00091432i,-0.0026046-0.0045224i,-0.00050113-0.0031856i,-6.3782e-05+0.00096987i,0.0018223+0.0042142i,0.00062328+0.0019819i,0.0038057-0.00061501i,0.0035605+0.0017425i,-0.00062247-0.00019331i,0.003515-0.00052012i,0.00030543+0.0018797i,0.0028247+0.0075305i,0.00022285+0.00046052i,0.0037673-0.0022373i,0.00095246-0.0011853i,-0.0065342+0.0021613i,-0.0008036+0.00049672i,-0.0043953+0.0014819i,-0.0021757+0.0028664i,0.00054737-0.00040665i,0.0001072-0.0045839i,0.0035305-0.044119i,0.021052+0.015462i,0.013682+0.0069134i,-0.0029+0.013312i,0.011603-0.0044561i,0.00064834-0.00084124i,-0.0041107+0.0091613i
-0.019573+0.0043963i,-0.03419-0.012946i,-0.028427+0.0079824i,-0.023312+0.0064214i,-0.020612+0.018836i,-0.0030054+0.016289i,-0.0032982+0.014755i,-0.013993+0.017765i,-0.018473+0.0076223i,-0.0024167+0.0014372i,0.00055308+0.0013557i,-0.00044444-0.00020538i,-0.0019447-0.0025447i,0.00030797+0.0014146i,-0.00069335-0.00010599i,-0.0011535+0.0021197i,-0.0022976+0.00014167i,-0.0012112-0.00093946i,-8.4869e-06+5.6896e-05i,-0.0012354+0.00016618i,-0.00042309+0.00068353i,-0.000847+0.00087969i,4.2939e-05+0.0011333i,-0.0023578+0.0031895i,0.0012872+0.00024812i,-0.0002541-0.00057337i,-0.00026505-0.00085812i,-0.00055105-0.00052709i,0.00046621-0.000553i,-0.0012074-0.001026i,0.0013364-0.0011456i,-2.463e-05+0.00061407i,-8.421e-05+0.0001237i,0.00042385+0.00011827i,0.00082553+0.00016107i,-0.0024521+0.0041996i,-0.00077713+0.00057975i,-0.00096742+0.00018809i,-0.0010304+0.00053404i,0.00039484+0.0012284i,-0.0004681+0.00020976i,-0.0011307+0.00053675i,-4.1424e-05+0.00064029i,-0.00070958+0.00078614i,-0.019702-0.0086404i,-0.0080554-0.036584i,0.0064928-0.039549i,-0.004794-0.039112i,-0.0032955-0.03907i,-0.015272-0.023612i,-0.025216-0.028219i,-0.034616-0.0070105i,-0.0047452-0.024418i,-0.00053092-0.018968i,-0.00030719+0.0063532i,0.00018014+0.0045102i,0.0077408-0.00036783i,0.0053381+0.003901i,-0.00037891-0.0017191i,-0.0073703-0.0038152i,0.0029568+0.0016795i,-0.0015327-0.0012756i,-0.00081267-0.0038249i,-0.001092+0.00051281i,-0.00030264+0.0010303i,-0.0022037-0.0019033i,0.0025661-0.0012885i,-0.0038661-0.00040939i,0.0035496-0.0029368i,-0.0036003-0.0029416i,-0.0017665-0.0027051i,-5.3531e-05+0.00089919i,0.0023683+0.0023753i,0.0009169+0.0016536i,0.0025907-0.0024275i,0.0038687+0.00088937i,-0.00091307+0.0006119i,0.0029147-0.0021618i,0.00081091+0.0018582i,0.004372+0.0057276i,0.00011303+0.00038179i,0.0018634-0.0031733i,0.00015062-0.0011377i,-0.0051548+0.0042506i,-0.00061914+0.0004995i,-0.0033904+0.0018968i,-0.0010827+0.002799i,0.00084767+0.00080275i,-0.00043618-0.0035136i,-0.0038204-0.045743i,0.020893+0.008922i,0.012735+0.0053076i,-0.0019452+0.014685i,0.0097623-0.0076677i,0.00092682-0.00019685i,-0.0044136+0.0095927i
-0.018294+0.0072323i,-0.035574-0.0085434i,-0.02613+0.012139i,-0.021604+0.0098828i,-0.017962+0.021198i,-0.0010218+0.015463i,-0.0014101+0.014292i,-0.010611+0.019267i,-0.017697+0.0097738i,-0.0018561+0.001721i,0.0008897+0.00063324i,-0.00094663+8.2791e-05i,-0.0025901-0.0016145i,0.0010197+0.0015272i,-0.00064536+0.00025789i,-0.00042805+0.002067i,-0.0017318+0.00091948i,-0.001506-0.00069956i,-0.00017834-0.00010886i,-0.0013933+0.00044859i,-0.0003068+0.00075604i,-0.00046315+0.0013305i,0.00029236+0.00082546i,-0.0011386+0.0038584i,0.0011204-0.00039015i,-0.00055229-0.00047589i,-0.00067175-0.00081264i,-0.00066631-0.00035304i,0.00019288-0.00067095i,-0.0015257-0.00042623i,0.000858-0.0013282i,0.00019372+0.00046129i,8.2716e-05+3.8804e-05i,0.00051949-7.5112e-05i,0.0006407-0.0001701i,-0.0010225+0.0046179i,-0.00043004+0.00094187i,-0.00084289+0.00051626i,-0.00073606+0.00098129i,0.0011201+0.001224i,-0.00047534+0.00038683i,-0.00093121+0.0011766i,0.00018125+0.00070017i,-0.0004728+0.00075046i,-0.020069-0.0060436i,-0.012218-0.035371i,0.0027758-0.040536i,-0.0095176-0.039004i,-0.0098927-0.039422i,-0.018139-0.022601i,-0.027091-0.023561i,-0.033172-0.00094389i,-0.0054881-0.024227i,-0.0043188-0.019471i,0.0011522+0.007977i,0.001826+0.0044622i,0.0071265-0.001536i,0.0059457+0.0025524i,-0.00022797-0.0014862i,-0.0083475-2.0826e-05i,0.0031283+0.00049249i,-0.0013994+0.0010601i,-0.0011516-0.0034746i,-0.00058862+0.00014923i,-9.1554e-06+0.0011458i,-0.0022264-0.0012912i,0.0015154-0.0025567i,-0.0033165+0.0012741i,0.0019712-0.0046597i,-0.0038655-0.0020765i,-0.0026646-0.0017417i,-1.5624e-06+0.00094977i,0.0020319+0.0010501i,0.00097328+0.001379i,0.00064395-0.0033974i,0.0043028-0.00027878i,-0.00084151+0.0012061i,0.00080432-0.0033239i,0.0013068+0.0014857i,0.0050428+0.0038697i,-0.00032524+0.00034479i,-0.00013788-0.0031465i,-0.00074242-0.00072424i,-0.003066+0.005767i,2.6703e-05+0.00035221i,-0.0031159+0.0022499i,-0.00063578+0.0026336i,0.0019502+0.0013894i,-0.00068252-0.0028626i,-0.011147-0.045039i,0.01909+0.0035926i,0.01184+0.0032301i,5.8408e-05+0.01635i,0.007545-0.0095086i,0.0018642+4.6308e-05i,-0.0041414+0.010324i
-0.016439+0.0095839i,-0.036931-0.0034961i,-0.023458+0.015406i,-0.019408+0.01273i,-0.014631+0.023598i,0.00061578+0.014575i,0.00022617+0.013922i,-0.0070469+0.019582i,-0.016645+0.012168i,-0.0013785+0.0017457i,0.0008679+3.6014e-05i,-0.0010288+0.00055126i,-0.0028035-0.00055085i,0.001605+0.0013301i,-0.00031893+0.00054538i,0.00010173+0.0018253i,-0.001029+0.0014256i,-0.0017647-0.00027523i,-0.00023509-3.872e-05i,-0.001462+0.00090626i,-0.00013852+0.00075002i,0.00010523+0.0014803i,0.00031633+0.00055078i,-0.00010811+0.0038762i,0.00071335-0.00075835i,-0.00071303-0.00021066i,-0.0010456-0.00051074i,-0.00071247-0.00019294i,-0.00011849-0.00066601i,-0.0015375+0.00034741i,0.00046556-0.001242i,0.00020137+0.00022646i,4.7869e-05-0.00026169i,0.00057423-0.00036831i,0.00037859-0.0003042i,0.00035084+0.0044571i,3.5369e-05+0.00095182i,-0.00056438+0.00079583i,-0.00035422+0.0011586i,0.0017455+0.0006963i,-0.00034585+0.00055511i,-0.00028232+0.0014552i,0.0004877+0.00062655i,-0.00017173+0.00073617i,-0.020302-0.0037554i,-0.016682-0.033543i,-0.0014912-0.041298i,-0.014995-0.038105i,-0.015958-0.038661i,-0.02085-0.020962i,-0.028292-0.018977i,-0.030604+0.0032377i,-0.0070752-0.024466i,-0.0073781-0.01828i,0.0038899+0.0091126i,0.0032357+0.0037376i,0.0060619-0.002576i,0.0062644+0.0012816i,-0.00028711-0.0012267i,-0.0075177+0.0035252i,0.0026695-0.00045888i,-0.00054949+0.0025357i,-0.0018302-0.0033422i,-0.0005134-0.00040863i,0.00035089+0.0011637i,-0.0021514-0.00089489i,0.00017342-0.0029296i,-0.0021829+0.0024719i,-0.00023088-0.0052996i,-0.0044315-0.0013473i,-0.0031909-0.00062185i,-7.9656e-05+0.0010843i,0.0015002+0.00024818i,0.00095569+0.0013029i,-0.0014713-0.0034549i,0.0039828-0.0019403i,-0.00042607+0.001842i,-0.0013585-0.0027444i,0.0015252+0.00075333i,0.0049865+0.0024464i,-0.00062767+0.00083752i,-0.0015984-0.002102i,-0.00073421-7.8501e-05i,-0.00038918+0.0060728i,0.00019234-0.00029968i,-0.0024391+0.0030358i,-0.00018534+0.0026922i,0.0032396+0.0010958i,-0.00088729-0.0023659i,-0.017417-0.042724i,0.016437-0.0013672i,0.010335+0.0015245i,0.0034099+0.017006i,0.0050613-0.010354i,0.0026065-0.00033648i,-0.003761+0.010955i
-0.014491+0.01119i,-0.037148+0.0024502i,-0.020314+0.01841i,-0.016671+0.01514i,-0.010367+0.025221i,0.002091+0.013618i,0.002066+0.013351i,-0.0039968+0.019382i,-0.014827+0.014353i,-0.0011709+0.0017243i,0.0006479-0.00052415i,-0.00099302+0.0010536i,-0.0025987+0.00044437i,0.0020427+0.0011031i,6.3792e-05+0.00062558i,0.00036924+0.0015759i,-0.00031372+0.001703i,-0.0018786+0.00024063i,-0.0003455-0.00016861i,-0.0012456+0.0014431i,-4.6074e-05+0.00075973i,0.00058074+0.001338i,0.00021751+0.00046058i,0.00060763+0.003674i,0.00020245-0.00091842i,-0.00069553+0.00017338i,-0.0012518-3.362e-05i,-0.00078642+2.2668e-05i,-0.00040627-0.00049981i,-0.0010297+0.0009537i,0.00027791-0.0011743i,3.4508e-05+8.336e-05i,-0.00027297-0.00037419i,0.00042863-0.00074105i,0.00026952-0.00039453i,0.0015583+0.0039706i,0.00033528+0.00083326i,-0.000202+0.0008653i,2.4008e-05+0.001177i,0.0019896-9.0187e-05i,-0.00023991+0.00060884i,0.00021409+0.0014148i,0.0007495+0.00041884i,0.00020906+0.00049272i,-0.020667-0.0018738i,-0.020387-0.031353i,-0.0056447-0.041352i,-0.019974-0.035479i,-0.02159-0.036762i,-0.023234-0.01849i,-0.028304-0.014965i,-0.028198+0.0062302i,-0.0083139-0.024249i,-0.0093662-0.01704i,0.0076111+0.0084442i,0.0038376+0.0026908i,0.0047845-0.0028528i,0.0062826-3.8874e-05i,-8.0828e-05-0.0012233i,-0.0057018+0.006281i,0.0020051-0.0010354i,0.00072474+0.0036901i,-0.0023831-0.0026588i,-0.00090267-0.00062256i,0.00059129+0.0011287i,-0.0021231-0.00060922i,-0.00084766-0.0023893i,-0.00090174+0.0030764i,-0.0023414-0.0048815i,-0.0049392-0.00028354i,-0.0033007+0.00064702i,0.00022737+0.0012771i,0.00066396-0.00025603i,0.0011951+0.0012976i,-0.0034632-0.0025233i,0.002702-0.0031634i,0.00038039+0.0021416i,-0.0026642-0.001066i,0.0011816+0.00029978i,0.0047381+0.0014604i,-0.00012149+0.0014319i,-0.0022429-0.00075378i,-0.00060754+2.258e-05i,0.0017594+0.0050786i,-0.00029625-0.00070671i,-0.0010951+0.0035702i,0.00056937+0.0028245i,0.0039447+0.00049477i,-0.00096907-0.001819i,-0.022755-0.039997i,0.011982-0.0056044i,0.0081786+0.00012233i,0.0071149+0.015897i,0.0023725-0.010628i,0.0029092-0.00096757i,-0.0031858+0.01177i
