-0.0090972-0.038357i,-0.013783-0.043759i,0.00089924-0.046408i,-0.026436-0.02726i,-0.020391+0.014427i,-0.032806-0.030642i,-0.060234-0.059653i,-0.023001-0.071302i,-0.021223-0.083534i,0.0026725+0.015145i,-0.0074747+0.0096788i,-0.014562+0.01283i,0.0012339+0.015907i,-0.0037079-0.0033039i,0.000751+0.0063259i,0.00065155+0.037154i,0.032575+0.054142i,0.001017-0.00065526i,-0.0051396-0.008167i,0.0081961+0.0045153i,0.0017415+0.00059003i,-0.0014792+0.0037294i,5.8024e-05-0.0012281i,-0.031538-0.0077446i,-0.0027048-0.0074106i,0.00018781+0.0039242i,0.0042343+0.0008942i,-0.00016077+0.00065684i,-9.7452e-05-0.00073018i,-0.00012104-0.0026784i,-0.0015545-0.0052761i,-0.0023087-0.0041196i,-0.00035092-0.0077687i,0.0033095-0.00094202i,0.0035102-0.002514i,-0.001339+0.033363i,0.0071063-0.0044998i,0.0033603-0.0022977i,0.0049137-0.00031492i,-0.0063181-0.0036141i,-0.00027822+0.00022537i,0.0052363-5.664e-05i,0.0046231+0.0010196i,-0.0030511+0.004609i,0.0029875+0.0012962i,-0.002792+0.0068795i,0.012692-0.08808i,-0.0073401-0.049676i,-0.025555-0.039612i,-0.020191-0.041868i,0.062328-0.018372i,0.026475-0.060571i,0.037788-0.045756i,0.03024-0.05879i,0.018128-0.015506i,0.0084296+0.010042i,0.022288-0.033413i,-0.0068157-0.0063402i,0.0020854-0.0030204i,-0.0045984-0.0060368i,0.00089833-0.031565i,-0.023985+0.031672i,0.0078985-0.011426i,-0.0092149-0.00086382i,-0.0052438-0.0011102i,-0.0017214-0.013881i,-0.0098975+0.0035201i,0.0039905+0.0079393i,-0.010092+0.030091i,0.0061097+0.0078995i,-0.005684-0.001968i,-0.0019804-0.0019764i,-0.013233-0.0065949i,0.00058215-0.003468i,-0.034299+0.017962i,0.0021267-0.011874i,-0.0099424-0.0012176i,-0.006142-0.0026886i,0.0067004+0.0013548i,-0.010318+0.00042935i,0.0010794+0.00083029i,0.0075923+0.010568i,0.0042067+0.00073934i,-0.010553-0.0088007i,0.0027094+0.0083813i,-0.018089+0.0088292i,0.0060575+0.0027903i,-0.028918-0.0079357i,-0.034319+0.0032856i,0.020777-0.091716i,0.01161-0.010339i,-0.04316-0.027703i,-0.023826-0.0035791i,0.01784+0.012177i,-0.026491+0.013555i,-0.012872-0.0081049i
-0.0084301-0.0093249i,-0.030165+0.0073495i,-0.012658+0.023068i,-0.00040316+0.012757i,0.0035847+0.0095997i,0.00052981+0.010705i,-0.008936+0.019065i,-0.025951+0.013959i,-0.016831+0.017461i,-0.0011673+0.002329i,-0.0014081-0.0016334i,-0.00049991+0.0022509i,-0.0025875+0.0013747i,0.0018167+0.0010159i,-0.000621+0.00064234i,-0.00078363+0.0016314i,0.0019453+0.0014133i,-0.0035416-0.00079144i,0.00013065-0.0010503i,-0.0011316+0.0012508i,1.4791e-05+0.00049848i,0.0004759+0.001281i,-0.00083395+0.00065454i,-0.00023275+0.0026364i,0.0013487+0.00099985i,0.00054348+0.0010655i,-0.00061829+0.00075003i,-0.0011474+4.786e-05i,-0.0011406+0.0001831i,-0.0013464+0.0012457i,0.0013459-0.00084942i,-0.00042189-0.0006345i,0.00014295-0.0011299i,0.00059259-0.00077588i,-0.00078171-8.0886e-05i,0.0024149+0.003009i,0.002022+0.0012512i,-0.00049661+0.00018961i,0.00094616-0.00036999i,0.001309-0.0055762i,-0.00015381+0.0018485i,0.00079625+0.00079513i,-0.00072016+0.0016146i,-0.0012092+0.00041501i,-0.0090911-0.0076637i,-0.015222-0.022098i,-0.014841-0.027441i,-0.0161-0.0089692i,-0.026255-0.02221i,-0.018295-0.0094835i,-0.022369-0.00011028i,-0.039016+0.010626i,-0.00030989-0.019381i,-0.0083622-0.015118i,0.0094322+0.0052764i,0.0010963+0.00058103i,0.0035922-0.0012026i,0.0035004+0.00011675i,0.00043666-0.0020068i,6.3735e-05+0.0097372i,0.0047356+0.00021269i,0.0011266+0.0038058i,-0.0023011-0.00027257i,-0.0017575-0.00054821i,0.0010307+0.00020062i,-0.0018947-0.00063449i,-0.00099558-0.0027077i,0.0020472+0.003653i,0.00076198+0.0062197i,-0.0045223+0.0009601i,-0.0027164+0.0016971i,0.0010879+0.0013759i,-0.0003694+0.00079689i,0.0018737+0.00078606i,-0.0054039+0.0026556i,0.0011232-0.0039677i,0.00039325+0.0021053i,-0.0032512+0.0011088i,0.0012985+0.00065452i,0.0045972+0.0011692i,0.0012366+0.0016251i,-0.00080926+0.0016911i,-0.00097101-1.3082e-05i,0.0026188+0.0035405i,-0.00029057+9.1677e-05i,-0.0036189+0.0034567i,0.00083283+0.0014007i,0.0071681-0.00067655i,0.0015592-0.00096425i,-0.020167-0.024083i,0.014024-0.0046807i,0.00027835+0.000389i,0.0065438+0.014529i,-0.00014215-0.0069395i,0.0026857-0.00084891i,-0.0022219+0.0099427i
-0.0099948-0.0081678i,-0.027939+0.011934i,-0.0081001+0.023035i,0.0018328+0.011318i,0.0043378+0.0083075i,0.0014252+0.0098781i,-0.0060321+0.019728i,-0.023266+0.016642i,-0.013521+0.019591i,-0.0005891+0.0026975i,-0.0021339-0.00072662i,0.00070503+0.0024369i,-0.0017305+0.0019219i,0.0023551+0.00025607i,-0.00010081+0.00090511i,-0.00053844+0.0018672i,0.0024853+0.00094176i,-0.0036098+0.00039227i,-0.00049556-0.00091861i,-0.00071931+0.0015929i,2.6491e-05+0.00049324i,0.00091692+0.00090836i,-0.0006528+0.0010243i,0.00028748+0.0028142i,0.0017947+0.00072677i,0.00089715+0.00075648i,-0.00023976+0.0010554i,-0.001053+0.00048405i,-0.0008025+0.00046097i,-0.00066389+0.0014581i,0.0011039-0.0014412i,-0.00075399-0.00032677i,-0.00025663-0.0011035i,0.00020095-0.00087283i,-0.00059431+3.7444e-05i,0.0031383+0.0022925i,0.0022697+0.00046369i,-0.00049894+0.00045944i,0.0006241-0.00056065i,-0.00080569-0.0057459i,0.00050817+0.0018856i,0.0010828+0.00034329i,-0.00010694+0.0016713i,-0.0012186+0.00078743i,-0.011635-0.007308i,-0.018418-0.021145i,-0.017278-0.027517i,-0.016645-0.0078012i,-0.029704-0.020362i,-0.018267-0.0085869i,-0.019647+0.00040495i,-0.035566+0.014224i,-0.0022325-0.02251i,-0.0090478-0.015606i,0.012656+0.003438i,0.0010453+0.0007717i,0.0037416-0.00090167i,0.0030921-0.00062167i,-0.00041574-0.0023368i,0.0034493+0.010414i,0.0037253-0.00033731i,0.0030014+0.0033764i,-0.0024547-0.00017122i,-0.0023534+0.00045738i,0.0012326-4.2672e-05i,-0.0021379-0.00070585i,-0.00094479-0.0028346i,0.0032284+0.0016185i,0.0037913-0.0028023i,-0.0046436+0.0022245i,-0.001676+0.0030017i,0.0010714+0.00091948i,-0.0003512+0.0011201i,0.0014908+0.0003086i,-0.0036137+0.0045171i,-0.00010865-0.0038233i,0.00093932+0.0017927i,-0.001658+0.002776i,0.0013202+0.00056075i,0.0048318-7.4199e-06i,0.0011681+0.00086278i,-0.00027488+0.0020103i,-0.0012065+0.00048099i,0.0028603+0.0018493i,-0.00025704-6.6182e-05i,-0.0022692+0.0039679i,0.0015072+0.0013362i,0.0060866-0.0036633i,0.0014849-0.0015216i,-0.022684-0.020987i,-0.002547-0.013754i,-0.0018979+0.00054447i,0.00855+0.011852i,-0.00055209-0.0060039i,0.0023226-0.0014922i,-0.001496+0.0098313i
-0.011277-0.0065223i,-0.024679+0.015854i,-0.0042056+0.022152i,0.0032201+0.0090569i,0.0046921+0.0071084i,0.0021425+0.0091207i,-0.0030186+0.019815i,-0.020771+0.018953i,-0.010201+0.020468i,0.00032679+0.0028016i,-0.0021031+0.00041226i,0.0018286+0.0017639i,-0.00076628+0.0020963i,0.0022258-0.0006553i,0.00056537+0.00079655i,1.4054e-05+0.0020688i,0.0035121+0.00019499i,-0.0032384+0.0015722i,-0.00064863-0.0006441i,-0.00010123+0.0017742i,6.1587e-05+0.00065037i,0.0010348+0.00051449i,-0.0003081+0.0013461i,0.0009687+0.0027077i,0.0021771+1.1831e-05i,0.0011095+0.00028644i,0.00027205+0.0010185i,-0.00081834+0.00086487i,-0.00053729+0.00053469i,-7.5166e-05+0.0014477i,0.00050494-0.0018562i,-0.00083423+0.00015302i,-0.00068718-0.00094204i,-0.0001531-0.00078693i,-0.0005297+0.00017777i,0.0036723+0.0015569i,0.0021863-0.00033986i,-0.00016765+0.00067208i,0.00035801-0.00068428i,-0.0027519-0.0048627i,0.0010304+0.0017068i,0.0009717-0.00018765i,0.00026936+0.0016016i,-0.0008083+0.0011072i,-0.014008-0.0059607i,-0.021412-0.019034i,-0.021084-0.026604i,-0.017274-0.0062676i,-0.033471-0.017167i,-0.018727-0.0084383i,-0.017658+2.2323e-05i,-0.032235+0.016709i,-0.0053546-0.023987i,-0.010752-0.016402i,0.013313-0.00021693i,0.0014372+0.00091788i,0.0042678-0.0012256i,0.002338-0.0011775i,-0.0016093-0.0017742i,0.0070321+0.010345i,0.0031216-0.00037938i,0.0040483+0.0020834i,-0.002744+0.00039346i,-0.0018549+0.0019109i,0.0010493-0.00047781i,-0.002728-0.00043885i,-0.0014541-0.003238i,0.0026863-0.00029628i,-0.0022899-0.0026532i,-0.0039644+0.0037574i,-5.3456e-05+0.0032398i,0.00092536+0.00087503i,-0.00014071+0.0011453i,0.0012674+0.00027132i,-0.0016102+0.0047003i,-0.0014705-0.0033284i,0.001184+0.0016435i,-1.7393e-05+0.0029807i,0.0013552+0.00039472i,0.0043086-0.001242i,0.00090827+0.00097972i,0.00034945+0.001968i,-0.00086962+0.001035i,0.0021352+0.00081819i,-0.00055732-0.00010468i,-0.00026574+0.0040163i,0.0022112+0.00074535i,0.0041646-0.0050835i,0.00078939-0.002038i,-0.0246-0.017722i,-0.0073781-0.0085981i,-0.00416+0.0017384i,0.0092459+0.0082597i,-0.0014527-0.005412i,0.0016449-0.00142i,-0.0011093+0.01019i
-0.012278-0.0046954i,-0.020876+0.018339i,-0.00081731+0.020626i,0.003392+0.0068799i,0.0048244+0.0059225i,0.0028887+0.0085537i,-0.00018483+0.019154i,-0.018005+0.02122i,-0.007009+0.02038i,0.0011581+0.0024163i,-0.0016369+0.001177i,0.0022039+0.00075671i,5.7175e-05+0.0019475i,0.0018257-0.001271i,0.00093289+0.00044153i,0.00067042+0.0019797i,0.0039181-0.0015282i,-0.002496+0.0026542i,-0.00082513-0.00065468i,0.0005239+0.0015949i,0.0002914+0.00088017i,0.0009502+0.00022795i,0.00022104+0.0014608i,0.0015876+0.0023413i,0.0021364-0.00082295i,0.0010736-0.00028775i,0.00062797+0.00083764i,-0.00033357+0.0011656i,-0.00029572+0.00049417i,0.00047723+0.0012484i,-0.00020893-0.0019632i,-0.00066507+0.00056383i,-0.00095999-0.00053294i,-0.00043663-0.00060177i,-0.0003831+0.00034106i,0.0041266+0.00082i,0.0020195-0.00093802i,0.00015936+0.00054225i,0.00014294-0.00077861i,-0.003992-0.0032601i,0.0013557+0.00142i,0.00062834-0.00050535i,0.00063923+0.0016984i,-0.00038841+0.0010557i,-0.016066-0.0039853i,-0.023643-0.016246i,-0.024916-0.024075i,-0.017462-0.004682i,-0.035988-0.012824i,-0.0199-0.0078699i,-0.016587-0.0012252i,-0.028928+0.018534i,-0.0085737-0.024283i,-0.013254-0.016529i,0.011602-0.0034845i,0.0019051+0.00076776i,0.0047073-0.002189i,0.0014038-0.0010632i,-0.0021151-0.0004571i,0.011589+0.0079227i,0.0032242-0.00023643i,0.0043988+0.0007378i,-0.0026553+0.0011052i,-0.00028282+0.0027496i,0.0007368-0.00050966i,-0.0030613+2.5511e-05i,-0.0025445-0.0036281i,0.0016908-0.0012204i,-0.0031451-0.0012025i,-0.0023279+0.004657i,0.001061+0.0026091i,0.001155+0.0010905i,-0.00010594+0.0013562i,0.0012547+2.797e-05i,0.00024744+0.0048103i,-0.0025493-0.0019574i,0.0015747+0.0015751i,0.00099145+0.0023247i,0.0012503+0.00017239i,0.0036937-0.0022996i,0.0013452+0.0011839i,0.00069863+0.0018483i,-0.00029506+0.0010623i,0.0013716+0.00046087i,-0.00074691+0.00020445i,0.0010246+0.0026108i,0.0026838-0.00017195i,0.0024571-0.0060807i,-0.00016862-0.0019102i,-0.025972-0.014408i,-0.0097271-0.0040918i,-0.0056343+0.0037445i,0.0080405+0.0052477i,-0.0022039-0.0044478i,0.001372-0.0011246i,-0.0003138+0.010821i
-0.01278-0.0026834i,-0.017439+0.019781i,0.0014183+0.018773i,0.002901+0.0052907i,0.0047117+0.0047798i,0.0038361+0.0077341i,0.0020277+0.018179i,-0.014531+0.023096i,-0.0045774+0.019904i,0.0017326+0.00199i,-0.00088573+0.0017466i,0.0021075+2.9764e-05i,0.00072767+0.0015298i,0.0013022-0.0017533i,0.0011285-1.6855e-05i,0.0012877+0.0015036i,0.0033221-0.0033086i,-0.0013029+0.0034159i,-0.0012263-0.0004559i,0.00094107+0.0012401i,0.00076856+0.00091859i,0.00093646-1.5889e-05i,0.00074792+0.0013232i,0.0019707+0.0017653i,0.0018397-0.0015865i,0.00071248-0.00084801i,0.00088647+0.00049801i,0.0001108+0.001077i,-0.00011601+0.00038886i,0.00081228+0.0008039i,-0.00090564-0.001809i,-0.00031589+0.00081936i,-0.00099981-0.00013288i,-0.00062527-0.00036097i,-0.00022958+0.00039232i,0.0046056-0.00010155i,0.0017219-0.0015338i,0.00031166+0.00029503i,-3.9268e-05-0.0008228i,-0.0042505-0.0015365i,0.0017987+0.0012294i,0.00024728-0.0004819i,0.0012278+0.0013944i,-0.00021327+0.0010212i,-0.01765-0.001441i,-0.025269-0.013332i,-0.027738-0.020461i,-0.017303-0.0034972i,-0.0375-0.0081923i,-0.021188-0.0064968i,-0.017104-0.0024235i,-0.025821+0.019659i,-0.011232-0.024108i,-0.015647-0.016001i,0.0097898-0.0055013i,0.0022643+0.00035381i,0.0046727-0.0039818i,0.000596-0.00067757i,-0.0019423+0.00091132i,0.014644+0.0032545i,0.0034695-0.00048877i,0.0039504-0.00072658i,-0.0022624+0.0015297i,0.0013182+0.0023591i,0.00087282-0.00028844i,-0.0033257+0.00073903i,-0.0039152-0.0034559i,0.00089249-0.0016902i,-0.0031567-0.00010207i,-0.00080676+0.0048416i,0.0019104+0.0018426i,0.0018558+0.0010138i,0.00018434+0.0015588i,0.00070193-0.00022262i,0.0016771+0.0039436i,-0.0025495-0.00043009i,0.0020073+0.0013119i,0.0014096+0.0017637i,0.0010944+8.6325e-05i,0.002559-0.0032817i,0.0017941+0.00070077i,0.0013079+0.001837i,-0.00030224+0.00038125i,0.00080103+0.00061316i,-0.00089224+0.00062914i,0.00094652+0.0012604i,0.0028676-0.0015527i,1.1695e-05-0.0061077i,-0.00077085-0.0015036i,-0.026485-0.011159i,-0.010765-0.00011782i,-0.0063639+0.0060233i,0.0057541+0.0035545i,-0.0021095-0.0032602i,0.0014169-0.00091628i,0.00068548+0.011346i
-0.012647-0.00072408i,-0.014283+0.0209i,0.003091+0.01663i,0.0020523+0.0044443i,0.0042582+0.0037708i,0.0045602+0.0066176i,0.0041093+0.017038i,-0.010919+0.024019i,-0.0027311+0.019446i,0.0022282+0.0013196i,7.2393e-05+0.0017621i,0.0019152-0.00051396i,0.0011073+0.00092022i,0.00058413-0.0019973i,0.0011158-0.00045426i,0.0016084+0.0008902i,0.0019428-0.004492i,-0.00016093+0.0035632i,-0.0013579+0.00010901i,0.0012479+0.00089937i,0.0011476+0.00058615i,0.00072325-0.00011834i,0.0011613+0.00097403i,0.002172+0.0012157i,0.0011361-0.0021769i,0.00013109-0.00088222i,0.0010284+8.7725e-05i,0.00034777+0.00099242i,-4.3793e-05+0.00024495i,0.00076141+0.00031621i,-0.0016323-0.0013867i,9.9076e-06+0.00080155i,-0.00096366+0.00020236i,-0.00073869-0.00027935i,-0.00010803+0.00032707i,0.0047983-0.0012173i,0.0012615-0.0023167i,0.00032487+0.00012007i,-0.00032431-0.00081034i,-0.0039742-0.00026312i,0.0026877+0.00087259i,0.00010206-0.00026287i,0.0014335+0.00090333i,-8.6388e-05+0.0012251i,-0.018663+0.0014647i,-0.026058-0.010358i,-0.029232-0.016041i,-0.017671-0.0025274i,-0.037956-0.0035521i,-0.021712-0.0047609i,-0.018556-0.0027248i,-0.023581+0.020395i,-0.014017-0.023499i,-0.01804-0.014846i,0.0081602-0.006462i,0.0023552-0.00032532i,0.0071781-0.011925i,1.6329e-05-8.7328e-06i,-0.0011954+0.0021744i,0.01527-0.0019462i,0.003872-0.00080682i,0.0024145-0.0016401i,-0.0016937+0.0019181i,0.002519+0.0013241i,0.0014163-0.0006089i,-0.0032162+0.0017027i,-0.0056075-0.002673i,-5.7595e-05-0.0019577i,-0.0032193+0.0011511i,0.00048794+0.004418i,0.0023631+0.00050637i,0.0022206+0.00042441i,-0.00059968+0.0017791i,0.00013614-2.3114e-05i,0.0025984+0.0028745i,-0.0019157+0.00054072i,0.0022681+0.00098743i,0.0016974+0.0014418i,0.00093314-4.983e-05i,0.00078522-0.0035431i,0.0021762+0.00017507i,0.0016585+0.0013242i,-0.00106+0.00097394i,0.00055653+0.0010976i,-0.00057986+0.0017034i,0.00041111+0.00053297i,0.0021742-0.0030926i,-0.0018281-0.0045973i,-0.0012615-0.0010654i,-0.026481-0.0081668i,-0.011075+0.0036745i,-0.0060961+0.0088151i,0.0033154+0.0034397i,-0.0015573-0.0024809i,0.0015553-0.00085478i,0.0017735+0.011686i
-0.012266+0.0007273i,-0.011237+0.021696i,0.0037803+0.014779i,0.0014595+0.0042253i,0.0036523+0.0032199i,0.0049737+0.0054661i,0.0057671+0.015844i,-0.0071843+0.024438i,-0.00078681+0.019143i,0.0024391+0.00056157i,0.00068689+0.0014176i,0.0016353-0.00086453i,0.0013538+0.00041037i,-0.00013196-0.0017704i,0.00091525-0.00076522i,0.0016834+0.00020908i,-0.00011532-0.0046959i,0.00090528+0.0032742i,-0.0012552+0.00059248i,0.0014962+0.00053795i,0.0014463+7.2207e-05i,0.00065493-8.8358e-05i,0.0013396+0.00050198i,0.0023892+0.00072445i,0.00041815-0.0023651i,-0.0001608-0.00061635i,0.00095328-0.0003611i,0.00061819+0.00085289i,-0.00013316+0.00017279i,0.00048574+8.2524e-05i,-0.0020926-0.00058954i,0.00017789+0.0007582i,-0.00086186+0.00055987i,-0.0010117+0.00014953i,-2.0478e-05+0.00028564i,0.0046545-0.0024761i,0.00052792-0.0027982i,0.0003057-5.9188e-05i,-0.00058777-0.00076346i,-0.0035703+0.00056021i,0.0026385-0.00082679i,0.00017463-0.00018632i,0.0015697+0.00066436i,0.00031592+0.0013324i,-0.019038+0.0046546i,-0.026452-0.0080988i,-0.028955-0.012026i,-0.01813-0.0009416i,-0.037602+0.0010974i,-0.02206-0.0032749i,-0.020427-0.001881i,-0.021747+0.021474i,-0.015996-0.02236i,-0.019765-0.013086i,0.006626-0.0074861i,0.0018601-0.00097528i,0.00043152-0.0055062i,3.4931e-05+0.00093745i,0.00030871+0.0032467i,0.013268-0.0072824i,0.0050319-0.0012419i,0.00077819-0.0013132i,-0.0011718+0.0018971i,0.0031113-0.00058196i,0.0014009-0.0014084i,-0.0026115+0.0027551i,-0.0068181-0.00094556i,-0.0011023-0.0015688i,-0.0023123+0.0023447i,0.0012047+0.0037226i,0.0017959-0.00076057i,0.0024122-0.00013094i,0.0020381+0.0017067i,-3.3057e-05+0.00044221i,0.0030259+0.0017865i,-0.0010766+0.001141i,0.0025935+0.00065684i,0.0021162+0.0010732i,0.00087874-9.9229e-05i,-0.00053351-0.0026822i,0.0023567-0.00059036i,0.0019552+0.00081337i,2.6097e-05+0.0015972i,0.00094739+0.0015537i,0.0015004+0.00037054i,-0.00016705+0.00034388i,0.00037079-0.0039179i,-0.0022104-0.0029976i,-0.0017515-0.00031785i,-0.026222-0.0058592i,-0.010383+0.0072876i,-0.004464+0.011105i,0.0017331+0.0047856i,-0.0011155-0.002281i,0.0016775-0.00086703i,0.0033145+0.011685i
-0.012054+0.0019126i,-0.0083555+0.022235i,0.0043451+0.013756i,0.0013112+0.0041885i,0.0032531+0.0031024i,0.0052834+0.0042609i,0.00724+0.014665i,-0.0036123+0.023827i,0.0015868+0.018861i,0.0022308-0.0002444i,0.00094527+0.0010807i,0.0014304-0.0011179i,0.0015289-0.00021176i,-0.00039876-0.0012815i,0.0006887-0.00099692i,0.0014769-0.00036583i,-0.0013488-0.0040904i,0.0016356+0.0026798i,-0.0010017+0.00099979i,0.0016607+9.1644e-05i,0.001358-0.00064209i,0.0007427-0.00013514i,0.0012864+9.5091e-05i,0.0025721-7.0519e-05i,0.00022814-0.0022558i,-0.00013542-0.00033545i,0.00060518-0.00064981i,0.00084521+0.00045428i,-0.00037811+0.00012836i,0.00029225+5.5026e-05i,-0.0020706+0.00013094i,0.00038093+0.00069558i,-0.00067605+0.00094763i,-0.00081782+0.00046669i,9.7043e-05+0.00024418i,0.0039951-0.0038128i,-0.00052697-0.0028042i,0.00019903-0.00018083i,-0.00088927-0.0004695i,-0.0032868+0.0012298i,0.0015631-0.0013733i,0.00018835-0.00025118i,0.0019628+0.00023597i,0.00074986+0.0012831i,-0.018446+0.0079258i,-0.027178-0.0058951i,-0.02782-0.0091889i,-0.017748+0.0009358i,-0.036012+0.0051754i,-0.021986-0.0015405i,-0.021919+5.38e-05i,-0.019269+0.023056i,-0.018035-0.021887i,-0.020827-0.011826i,0.0055412-0.0089031i,0.0010099-0.0011556i,-0.0014527-0.0046531i,0.00058417+0.0016111i,0.0024793+0.0030221i,0.0090904-0.011015i,-0.01621+0.021771i,-9.5275e-05+7.0928e-05i,-0.00090877+0.0017145i,0.0023025-0.0023453i,0.0010285-0.0019873i,-0.001431+0.0033708i,-0.0071949+0.0014112i,-0.0013926-0.00082202i,-0.00098564+0.0030112i,0.0014473+0.0031729i,0.00075709-0.0012301i,0.0025732-0.00095095i,0.0021695+0.00083488i,1.4498e-05+0.00085261i,0.0029733+0.0010208i,-9.4018e-05+0.0013123i,0.0029775-6.7289e-05i,0.0027663+0.00053078i,0.00063455-0.00025264i,-0.00090778-0.0016163i,0.0019945-0.0017556i,0.00156+0.00024331i,0.00072697+0.00092389i,0.0016969+0.0014425i,0.00070045-4.0917e-05i,-0.00038999+0.00066715i,-0.0010485-0.0031367i,-0.0024554-0.001665i,-0.0018952+0.00058291i,-0.02603-0.0039197i,-0.008591+0.00962i,-0.0018173+0.012238i,0.0013902+0.0065706i,-0.0013944-0.0026551i,0.0018379-0.0011142i,0.0052111+0.011141i
-0.011892+0.0032823i,-0.0052183+0.022617i,0.005376+0.012815i,0.0014025+0.0040428i,0.0031816+0.0028962i,0.0054495+0.0028074i,0.0087714+0.013545i,-0.00059078+0.022587i,0.0040045+0.017899i,0.0018285-0.00074747i,0.0011387+0.00078165i,0.0011957-0.0013552i,0.0013953-0.0010162i,-0.00041776-0.00098178i,0.00039245-0.0012134i,0.0011866-0.00064929i,-0.0022966-0.0031984i,0.0022735+0.002077i,-0.00066436+0.0014033i,0.0017108-0.00044596i,0.00092482-0.0011597i,0.00080874-0.00033333i,0.0011489-0.00018694i,0.0021474-0.00071676i,-0.00083934-0.0032883i,9.3769e-05-0.00030761i,0.00024881-0.00077613i,0.00070583-5.2587e-05i,-0.00028253+0.00082559i,0.0001876+0.00018448i,-0.0018912+0.000777i,0.00063895+0.00053596i,-0.00020762+0.0012038i,-0.00038582+0.00058214i,0.00019537+0.00016255i,0.0027859-0.0049616i,-0.0015958-0.0024068i,8.3958e-05-0.00020301i,-0.00092119-1.1795e-06i,-0.002867+0.002165i,0.0010177-0.0015319i,8.2742e-05-0.00028721i,0.0024999-0.00041334i,0.0011254+0.00096238i,-0.017174+0.010657i,-0.028276-0.0034945i,-0.02674-0.0074532i,-0.016964+0.0023994i,-0.033809+0.0084066i,-0.021388-0.00039046i,-0.022408+0.0030108i,-0.016316+0.02431i,-0.020177-0.021057i,-0.022752-0.010518i,0.0053156-0.0113i,0.00021692-0.0007816i,-0.0026511-0.0030582i,0.0012223+0.0017226i,0.0039742+0.0018524i,0.004254-0.012231i,-8.835e-05-0.0015369i,4.4281e-06+0.0016434i,-0.00084597+0.00155i,0.001021-0.0031368i,0.0004604-0.0024999i,-0.00027203+0.0034156i,-0.0066709+0.003716i,-0.0013333-0.0001685i,0.00041283+0.0029599i,0.0018152+0.0028596i,-4.1851e-05-0.0010954i,0.0020212-0.0020824i,0.0018672-1.0531e-05i,0.00050247+0.0015754i,0.0029094+0.0005088i,0.00089125+0.00056795i,0.0029595-0.0010683i,0.0030498-0.00088903i,0.00045269-0.00019712i,-0.00084407-0.00092803i,0.00052914-0.0025194i,0.00014437+0.00098941i,0.00038878+0.0001958i,0.0021041+0.0008173i,-2.0396e-05-0.00021652i,-0.0004401+0.00074917i,-0.0015686-0.0023567i,-0.0022306-0.0002492i,-0.0015474+0.0013327i,-0.025704-0.0019099i,-0.0072504+0.010972i,4.7492e-06+0.01189i,0.0021914+0.0077029i,-0.002232-0.0023965i,0.0016695-0.0013537i,0.0067017+0.0099094i
-0.011391+0.0048766i,-0.0018433+0.02244i,0.0064382+0.011686i,0.0015549+0.0037924i,0.0031257+0.0024889i,0.005087+0.001264i,0.010429+0.011988i,0.0016824+0.021216i,0.006117+0.016275i,0.0013602-0.001012i,0.0010969+0.00054455i,0.00099782-0.0015152i,0.00085401-0.0017316i,-0.00036857-0.00075389i,1.6016e-05-0.0012269i,0.00093197-0.00069001i,-0.0026677-0.0022548i,0.0026686+0.001322i,-0.00014302+0.0016549i,0.0015629-0.00097779i,0.00021618-0.0012326i,0.00079048-0.00049014i,0.0010271-0.00046531i,0.0018514-0.00094578i,-0.0022235-0.0025276i,0.00019649-0.00039369i,-3.8882e-05-0.00068223i,0.00041641-0.00017923i,0.00027465+0.00060788i,0.00031908+0.00030159i,-0.0015701+0.0013602i,0.00081499+0.0003282i,0.00025332+0.0012249i,-0.00014478+0.00047506i,0.00021455+8.1137e-05i,0.0010858-0.0057779i,-0.0024329-0.0016254i,-1.8647e-05-0.00019222i,-0.00076482+0.0003002i,-0.0021137+0.002977i,0.00038891-0.0016076i,1.357e-05-0.00027064i,0.0024122-0.0014301i,0.0012936+0.00068827i,-0.015278+0.013006i,-0.028997-0.00014481i,-0.025898-0.0060567i,-0.016132+0.003687i,-0.031662+0.010571i,-0.020839+9.0817e-05i,-0.021483+0.005921i,-0.012715+0.024819i,-0.02237-0.019907i,-0.024747-0.0083404i,0.0081371-0.010371i,-0.00031891-9.4897e-05i,-0.0031391-0.0010532i,0.0017659+0.0016364i,0.0049387+0.00048483i,5.8975e-05-0.011175i,0.00013737-0.0015708i,0.0012507+0.0030628i,-0.00089464+0.0015372i,0.00013252-0.0033029i,-0.00034309-0.0029153i,0.00088976+0.0030825i,-0.0057327+0.0050406i,-0.0014084+0.00015437i,0.001338+0.0023576i,0.002413+0.0022981i,-0.00075457-0.0008408i,0.00068737-0.0026568i,0.0011174-0.00045779i,0.0016182+0.001672i,0.002808-8.1377e-05i,0.00054074-0.00042241i,0.0022443-0.0020497i,0.00207-0.0019646i,8.2947e-05+0.00022627i,-0.00037064-0.00065184i,-0.00080532-0.0020222i,0.0042076-0.0035324i,-0.00034936+9.6939e-05i,0.0021196+0.0002335i,-0.0018273+0.00025408i,-6.0932e-05+0.00049435i,-0.0019232-0.0019055i,-0.0012247+0.0004286i,-0.0010631+0.0019807i,-0.025361+8.8381e-05i,-0.0059511+0.012947i,0.00083422+0.011393i,0.0033437+0.0082784i,-0.003063-0.0014253i,0.0013523-0.0014686i,0.007457+0.0082933i
