-0.0080276-0.039273i,-0.012694-0.042982i,0.0019153-0.045943i,-0.027563-0.02647i,-0.020534+0.014341i,-0.033207-0.031022i,-0.061007-0.059694i,-0.022743-0.071499i,-0.034747-0.076963i,0.00085181+0.015892i,-0.0068457+0.010137i,-0.0147+0.013552i,0.0015329+0.015871i,-0.0040244-0.0034164i,0.00072718+0.006385i,0.00068869+0.0371i,0.022903+0.05605i,0.00070517-0.00020193i,-0.005095-0.008291i,0.0086267+0.0043446i,0.0017773+0.00075841i,-0.0012823+0.0033739i,-0.00012305-0.0014142i,-0.034796-0.0094264i,-0.0023275-0.0070118i,-6.5727e-05+0.0041617i,0.0044727-3.1624e-05i,8.9178e-05+0.001202i,-0.00022567-0.00098323i,-0.00022258-0.0026361i,-0.0013628-0.0054172i,-0.0023544-0.004174i,-0.0015561-0.0082614i,0.0032415-0.0010585i,0.0032364-0.0027049i,-0.0023082+0.033774i,0.0064638-0.0048206i,0.0038555-0.0021672i,0.0046318+0.00010048i,-0.031913-0.004627i,-0.0001591+0.0001523i,0.01371-0.0060154i,0.0061254-5.6633e-05i,-0.0030961+0.0040417i,0.0025501+0.0015488i,-0.0035584+0.0073548i,0.012981-0.086969i,-0.007254-0.048634i,-0.024786-0.039066i,-0.020234-0.041816i,0.061935-0.018446i,0.026502-0.06244i,0.038192-0.045657i,0.028621-0.056487i,0.018788-0.01551i,0.0088238+0.0099997i,0.024962-0.034103i,-0.0079018-0.0048607i,0.001989-0.0031256i,-0.0051695-0.0063367i,0.0013676-0.031837i,-0.023838+0.030693i,0.0078783-0.010046i,-0.010728-0.0020448i,-0.0053448-0.00099756i,-0.0015808-0.014365i,-0.010306+0.0039539i,0.004215+0.0079699i,-0.011551+0.030245i,0.0059559+0.0075737i,-0.0053517-0.0013063i,-0.0016523-0.00181i,-0.0099452-0.0082598i,0.00069194-0.0037194i,-0.019538+0.012344i,0.0023782-0.012604i,-0.0091083-0.0025063i,-0.0059549-0.0027826i,0.0062992+0.0016977i,-0.0097307+0.0019524i,0.00112+0.00067615i,0.0055077+0.0092794i,0.0041712+0.00065788i,-0.0092338-0.010147i,0.0028245+0.0085066i,-0.020129+0.0067413i,0.0067652+0.002921i,-0.028816-0.0078401i,-0.033972+0.003473i,0.029239-0.086212i,0.01156-0.0098598i,-0.042978-0.026606i,-0.022182-0.0025406i,0.017988+0.011974i,-0.027127+0.012275i,-0.01184-0.0084582i
0.0087146+0.016163i,0.038973-0.0098539i,0.024874-0.031695i,-0.0028147-0.012898i,-0.0082149-0.016245i,-0.0085-0.022774i,0.015361-0.016472i,0.028134-0.013535i,0.0078541-0.015926i,0.0069644-0.0017788i,0.0019772-0.0028244i,-0.0019623-0.0015704i,0.0017313-0.0025926i,4.5981e-06-0.0017436i,-0.0018628-0.0015649i,0.005244-0.0052988i,-0.0042498+0.0012069i,-0.0019563-0.00049977i,0.0011711+0.00040087i,0.0012699+0.0014069i,0.00017531+0.0022671i,-0.00067705+0.000768i,0.0014549+0.0018192i,0.00077765+0.0034984i,-0.0015938+0.00096106i,-0.00051837+0.001282i,-0.0013589+0.00035604i,0.00052225-0.00038959i,-0.00022987+0.00022392i,-0.00049452-0.00066236i,0.0014954+5.534e-05i,0.0019551-1.7444e-05i,0.0019091-0.00015764i,0.00013347-0.00068746i,0.001934-9.839e-05i,0.0038593-0.0018502i,-0.0011088+0.0027972i,0.00020833+0.00017332i,-0.00019662-0.00017978i,-0.0012559-0.0022233i,0.0023163+0.00081822i,0.0016177+0.00081482i,0.0044251-0.0068353i,0.0021848+0.00064875i,0.010023+0.011829i,0.015531+0.024679i,0.041894+0.017808i,0.026239+0.0027754i,0.00056958-0.016249i,0.018889-0.0024793i,0.022438+0.015883i,0.017493+0.01749i,0.017638+0.023544i,-0.0065139+0.031982i,0.0014556-0.0057074i,0.0017555-0.0036467i,0.0047257-0.0064513i,0.0092716-0.0017097i,0.0013406+0.0040857i,-0.010315+0.0075642i,-0.0044973-0.0074566i,0.0025884+0.014381i,-0.002943-0.002081i,0.00053319+0.002048i,-0.00073671+0.0012644i,0.0017694-0.0034687i,0.0060534-0.0022183i,-0.0036603-0.00025351i,0.004456-0.0014978i,-0.0065994+0.0004785i,-0.0016458+0.0011396i,0.00034488+8.8399e-05i,-0.0060766-0.0017661i,-0.0034333-0.0026006i,-0.013962-0.011576i,0.0033635-0.0026601i,-0.0033461+0.0013706i,-0.00085071+0.0015279i,-0.0044313+0.0029305i,0.0058891+0.0017865i,-0.0085183-0.0012055i,-0.0014004-0.0050892i,-0.0023648-0.00068365i,-0.0052702-0.00033419i,0.004954-0.004177i,0.0034141+0.0018508i,0.0022202-0.0024426i,0.0034652+0.0096664i,0.0053946+0.0019385i,0.027331+0.022349i,-0.022183-0.0021202i,-0.026832+0.016123i,-0.0059314+0.01384i,0.00090441+0.00042761i,0.0051763-0.0066813i,-0.009466+0.0039414i
0.010875+0.014891i,0.03661-0.016216i,0.018324-0.035187i,-0.0054134-0.01157i,-0.012176-0.014892i,-0.012021-0.020772i,0.010548-0.019914i,0.025235-0.01782i,0.004515-0.016225i,0.0061395-0.0036808i,0.0010156-0.0036205i,-0.0020637-0.00064542i,0.00043393-0.002564i,-0.00015061-0.0015521i,-0.0020601-0.00095541i,0.0037798-0.0065229i,-0.0030188+0.0023089i,-0.0021843+0.00014697i,0.000827+6.5667e-05i,0.0016661+0.00085444i,0.00092998+0.0023655i,-0.00041148+0.001201i,0.0020347+0.0012342i,0.0024372+0.0029497i,-0.00074675+0.0014636i,0.00014312+0.0012344i,-0.00090372+0.0011987i,0.00050533-0.00028655i,-9.7688e-05+0.00056248i,-0.00030473-1.7358e-05i,0.0013163-0.00072756i,0.0019178-0.00082032i,0.0022196-0.00082166i,-0.00022826-0.0004551i,0.0023887-0.00099834i,0.0033205-0.0027686i,0.00026137+0.0036576i,0.00021319-0.00016789i,9.9682e-05+0.00011322i,-0.0024004-0.0023427i,0.0023109+9.3728e-05i,0.0016554+1.3453e-05i,0.0018646-0.0066525i,0.0030434+4.5002e-05i,0.011584+0.010102i,0.018814+0.022185i,0.042998+0.011075i,0.026289-0.0035589i,-0.0031472-0.012855i,0.021175-0.0066148i,0.026376+0.010049i,0.021103+0.0096916i,0.018625+0.014184i,0.0012597+0.028898i,-0.00034504-0.0055641i,-0.0012519-0.0034597i,0.0018518-0.0082687i,0.0064131-0.0043019i,0.002112+0.0033846i,-0.0056199+0.011211i,-0.0057118-0.0038348i,0.005167+0.012434i,-0.0036852-0.00074925i,0.0015538+0.0025974i,0.00045447+0.0015411i,-0.0004087-0.0035039i,0.0060671-0.0055315i,-0.0039933+0.00050624i,0.0044456-0.0036122i,-0.0057913+0.0033808i,-0.0015616+0.00027026i,4.3092e-05-0.00061023i,-0.0054576+0.0016113i,-0.003816-0.0015613i,-0.015675-0.0047746i,0.0015371-0.0034428i,-0.0019972+0.002226i,-0.0012787+0.00068044i,-0.002919+0.0040554i,0.0071007-0.00047814i,-0.0080405+0.0021665i,-0.0030902-0.0042848i,-0.0019027-0.00032185i,-0.0047984+0.0015046i,0.0023143-0.0048882i,0.0040707+0.00025716i,0.0017398-0.0025705i,0.0056918+0.0075797i,0.0043219+0.0010483i,0.028057+0.01485i,-0.021493+0.0023638i,-0.024797+0.023032i,-0.0032353+0.011802i,0.0021819+0.0033082i,0.0038286-0.0069481i,-0.010787+0.0058704i
0.013373+0.012898i,0.032751-0.022389i,0.011358-0.037112i,-0.0071593-0.009708i,-0.016025-0.012641i,-0.015013-0.01826i,0.0053727-0.022062i,0.021861-0.02165i,0.0012575-0.016007i,0.0044772-0.0050036i,-0.00046456-0.0039337i,-0.0019058+0.00023235i,-0.00051523-0.0019379i,-0.00023686-0.0014091i,-0.0024043-0.00035409i,0.0024197-0.00708i,-0.0013598+0.0024689i,-0.0023628+0.00066982i,0.00049625+0.00018152i,0.0017186+3.9091e-05i,0.001818+0.0017654i,-0.00022405+0.0012711i,0.0023148+0.00044273i,0.0036441+0.0014548i,0.00042754+0.0015882i,0.00058968+0.00096478i,-0.00016901+0.0014341i,0.00032358-0.00022515i,1.4053e-05+0.00049721i,8.5842e-05+0.00010461i,0.00085815-0.00124i,0.0014005-0.0015462i,0.0021324-0.0022321i,-0.00017851-0.00014899i,0.001964-0.0026642i,0.002626-0.0034862i,0.0021346+0.0029845i,0.00024119-0.00011299i,0.00036876-8.7616e-05i,-0.003524-0.0016798i,0.0021432-0.00065418i,0.0013438-0.00055217i,0.00018712-0.0060795i,0.0032706-0.0011294i,0.013135+0.007597i,0.022939+0.019055i,0.043591+0.0040944i,0.02459-0.0094084i,-0.0046344-0.0090516i,0.022692-0.012035i,0.028286+0.0034467i,0.023269+0.0025716i,0.016684+0.0075902i,0.0065476+0.025868i,-0.00232-0.0046124i,-0.0036296-0.001715i,-0.0022682-0.0087043i,0.0031198-0.0049058i,0.0022269+0.0025611i,-0.0013109+0.011937i,-0.0050478-0.0011076i,0.0065788+0.0097162i,-0.0041399+0.0017044i,0.0027667+0.0025424i,0.0011648+0.00097937i,-0.0018783-0.0023358i,0.0044473-0.0075898i,-0.003329+0.0014925i,0.0032728-0.0049968i,-0.0028965+0.0047652i,-0.0019516-4.4031e-05i,-0.00055307-0.00063786i,-0.003438+0.0034264i,-0.0036493-0.00036191i,-0.014569+0.0010027i,0.00032751-0.0040413i,-0.00092162+0.0020346i,-0.0016235+0.00091608i,-0.000784+0.0040362i,0.007035-0.0036112i,-0.0062498+0.0048672i,-0.0039728-0.0027388i,-0.0019727-0.00022691i,-0.0036062+0.0027001i,0.0008195-0.0042716i,0.003699-0.0012251i,0.0017462-0.0030255i,0.0056925+0.0043828i,0.0034408+0.00065221i,0.027991+0.0092633i,-0.019162+0.0059904i,-0.019357+0.028914i,-0.0022304+0.0099198i,0.005164+0.004194i,0.0014884-0.0055893i,-0.010111+0.0085272i
0.01518+0.0099725i,0.027768-0.027129i,0.0046657-0.037756i,-0.0078817-0.0083028i,-0.01906-0.0088272i,-0.017518-0.015358i,-0.00010304-0.022587i,0.017664-0.025357i,-0.0011957-0.015134i,0.0026868-0.0055734i,-0.0021247-0.0031007i,-0.001282+0.00060471i,-0.00082977-0.0011641i,-0.0004166-0.0015654i,-0.0022481+0.00069367i,0.0006594-0.0071018i,-0.00075175+0.0020899i,-0.0025679+0.0021291i,0.00065725+0.00054975i,0.001396-0.00063039i,0.0022597+0.00083373i,-0.00018305+0.0014277i,0.0021767-0.00029376i,0.0038131-0.00077704i,0.0014297+0.0009802i,0.0008407+0.00067352i,0.0003871+0.001346i,0.00044322-0.00023974i,0.00036985+0.00046999i,0.0002025-0.00011135i,0.00032642-0.0015465i,0.00065579-0.0019369i,0.00013136-0.0020686i,-9.1423e-05-0.00030713i,0.00037572-0.0039956i,0.0015139-0.0040427i,0.0027069+0.0011847i,0.00032109-7.7189e-05i,0.00046422-0.00049124i,-0.0042114-0.00045853i,0.0017413-0.0013585i,0.00088856-0.00069651i,-0.0010054-0.005235i,0.0027367-0.0019464i,0.01427+0.0042408i,0.026796+0.013766i,0.043076-0.0027736i,0.021837-0.013999i,-0.0037393-0.0051357i,0.022052-0.019079i,0.028633-0.0032609i,0.02373-0.005438i,0.01456+0.0035151i,0.012258+0.02192i,-0.0032206-0.0028653i,-0.0048794+0.0009493i,-0.0066567-0.0076166i,0.00074902-0.0044593i,0.0021187+0.0024604i,0.0023756+0.011509i,-0.0036967+0.00078354i,0.0065761+0.0065646i,-0.001787+0.0043347i,0.0044112+0.0017427i,0.0018691+0.00042327i,-0.0024461-0.00095803i,0.0021521-0.0094604i,-0.0024138+0.0017706i,0.0019239-0.0065495i,-0.00069485+0.00385i,-0.0027789+5.4448e-05i,-0.00067381-0.00047168i,-0.0014384+0.0047182i,-0.0030685+0.00039301i,-0.011725+0.0060383i,-0.0014651-0.0046965i,-8.2017e-05+0.0014254i,-0.0017953+0.00085997i,0.00069511+0.0030974i,0.0057372-0.0067925i,-0.0030337+0.0063128i,-0.0036756-0.0011705i,-0.0022464+0.00012905i,-0.0026151+0.0038273i,-0.00021558-0.0035329i,0.0027327-0.0018115i,0.0013736-0.0037662i,0.0046017+0.0036345i,0.0028586+0.00060631i,0.027351+0.0037967i,-0.017222+0.0069263i,-0.011451+0.031557i,-0.0012224+0.0092681i,0.0070035+0.0036844i,0.00066997-0.0036959i,-0.0080848+0.010165i
0.016122+0.0066848i,0.022282-0.03062i,-0.0015804-0.037381i,-0.0089584-0.0075165i,-0.020152-0.0046764i,-0.019508-0.012085i,-0.0049795-0.021553i,0.013361-0.027345i,-0.002606-0.014392i,0.00092475-0.0053732i,-0.0029555-0.0016135i,-0.00094723+0.00069538i,-0.00084657-0.00054525i,-0.0010879-0.0013447i,-0.001407+0.0015307i,-0.001228-0.0067809i,-0.00029985+0.0021345i,-0.0016167+0.0031837i,0.0010148+0.00031072i,0.00079857-0.0010783i,0.0022534-0.00021099i,0.00022372+0.0014843i,0.0018879-0.00090721i,0.0026985-0.0025086i,0.0016483-0.00025501i,0.00098889+0.00031812i,0.00086753+0.0012363i,0.00049841-0.00042439i,0.00072445+0.00022381i,-2.0234e-06-0.00026492i,-0.00032922-0.0016573i,-7.7759e-05-0.0018661i,-0.00071671-0.0018408i,-0.00021611-0.00023606i,-0.0019352-0.0034361i,0.00041051-0.0042826i,0.0027316+0.00026969i,0.00026397-0.00039508i,0.00063622-0.0010092i,-0.004671+0.00088832i,0.00086514-0.0017744i,0.00061114-0.00063645i,-0.0020271-0.0043137i,0.0022376-0.002355i,0.014751+0.00058266i,0.028695+0.0072132i,0.041498-0.0095245i,0.01718-0.018605i,-0.00039493-0.0023222i,0.018644-0.026177i,0.027529-0.0090847i,0.02131-0.012782i,0.011945+0.0016431i,0.01683+0.016308i,-0.0030941-0.0021269i,-0.0044567+0.0041864i,-0.01078-0.0040148i,-0.00094359-0.0035952i,0.0022907+0.002408i,0.0057805+0.010219i,-0.0020372+0.0013707i,0.0053804+0.004753i,0.001367+0.0034873i,0.0058175-0.00027158i,0.002248-0.00059602i,-0.0022124+0.00092984i,-0.00094462-0.011014i,-0.002406+0.0023923i,-0.00032272-0.0079675i,-0.00032541+0.0033351i,-0.0031863+0.00091147i,-0.00082836-0.00037711i,0.0019521+0.0047332i,-0.0027514+0.00027618i,-0.00691+0.0092697i,-0.0040304-0.0043768i,0.00033301+0.00060771i,-0.0016577+0.0013066i,0.0012847+0.0019644i,0.0031339-0.0092736i,-0.00028309+0.0056587i,-0.0028706-0.0002673i,-0.0021324+0.00061024i,-0.0010729+0.0046373i,-0.0010803-0.0024132i,0.0019537-0.0019414i,0.0002434-0.0043112i,0.0039379+0.0030979i,0.0027345+0.00057386i,0.02581-0.00095355i,-0.018613+0.0068026i,-0.0044376+0.030393i,0.00045056+0.0076252i,0.0087172+0.0021447i,0.00099676-0.0021686i,-0.0055339+0.010721i
0.016467+0.0035624i,0.016712-0.03299i,-0.0077001-0.035968i,-0.0099567-0.0061839i,-0.020546-0.0011544i,-0.020701-0.008725i,-0.0088934-0.01983i,0.0092475-0.029504i,-0.0037157-0.014452i,-0.00023167-0.0045525i,-0.0027034-0.00021135i,-0.00054033+0.0010335i,-0.00075707+2.1661e-05i,-0.0012912-0.00047148i,-0.00046173+0.0016062i,-0.0025272-0.0052466i,0.00072889+0.0022318i,-0.0002652+0.0036128i,0.0010705+3.8984e-06i,0.00022789-0.0010691i,0.0019397-0.00097543i,0.00059682+0.001372i,0.0013171-0.001433i,0.0011373-0.0032677i,0.0010136-0.0010284i,0.00097279+1.5207e-05i,0.0014964+0.00089194i,0.00032224-0.0005907i,0.00084875+6.3773e-05i,-0.00025326-7.1913e-05i,-0.00098053-0.0013757i,-0.00074864-0.0016312i,-0.0016559-0.00053101i,-2.7601e-05-0.00013801i,-0.0026624-0.002208i,-0.00049811-0.004258i,0.0028553-0.00065298i,-2.9122e-05-0.00045159i,0.00030379-0.0017289i,-0.0046932+0.0025494i,0.00014338-0.0015664i,0.00052928-0.00063578i,-0.0026593-0.0031616i,0.0017193-0.0027637i,0.013907-0.0037509i,0.028875+0.00045083i,0.038879-0.016032i,0.015227-0.021525i,0.0043062-0.0033646i,0.012317-0.031514i,0.025887-0.014066i,0.017784-0.018118i,0.011088+0.0021184i,0.019015+0.0092306i,-0.003771-0.0016947i,-0.0020371+0.006623i,-0.012369+0.0011072i,-0.0023389-0.0025721i,0.0025202+0.0023674i,0.0086243+0.0081522i,-0.00077688+0.00078721i,0.0042509+0.004008i,0.0019289+0.0019553i,0.0054186-0.0031151i,0.0018099-0.0022285i,-0.00022995+0.0020735i,-0.0058404-0.0098156i,-0.001405+0.0040717i,-0.004207-0.0075299i,0.0011714+0.0033322i,-0.0032519+0.0024115i,-0.00087629-0.00021141i,0.0050658+0.0014828i,-0.0027058+0.00041943i,-0.0010178+0.0085384i,-0.0056914-0.0025674i,0.00018714-0.00021669i,-0.001768+0.0014718i,0.0014947+0.00080696i,-0.00096932-0.010892i,0.0020381+0.0043116i,-0.0024691-0.00040663i,-0.0020251+0.0010918i,0.0011312+0.0047172i,-0.00077597-0.0015012i,0.0013841-0.0017517i,-0.001082-0.0041561i,0.0036227+0.0031224i,0.0023382+0.00042651i,0.023686-0.0042839i,-0.02091+0.010143i,0.0004391+0.028151i,0.001032+0.0047372i,0.0092706-0.00038441i,0.0015667-0.0019204i,-0.0028791+0.0099654i
0.016209+0.00044555i,0.011185-0.034374i,-0.013246-0.033546i,-0.010458-0.0050182i,-0.020369+0.0025132i,-0.021371-0.0053276i,-0.012217-0.018018i,0.0043258-0.031353i,-0.0055025-0.015509i,-0.00073889-0.0039284i,-0.0019833+0.00075427i,4.9248e-05+0.001291i,-0.00025698+0.00048814i,-0.00095086+0.00017782i,0.00019155+0.001404i,-0.0029005-0.003803i,0.0015809+0.0016686i,0.0013782+0.003485i,0.001128-0.00014282i,-0.00019043-0.00080536i,0.0013203-0.001612i,0.00086116+0.0013806i,0.00070272-0.0014915i,-0.00027075-0.0031848i,0.00057288-0.001195i,0.00092253-0.00022048i,0.0017837+0.00018373i,8.7268e-05-0.0006391i,0.00075715-0.00015719i,-0.0001988+0.00022668i,-0.0013735-0.00094754i,-0.0012065-0.0011211i,-0.00029789-0.00057674i,0.00014303-0.00027486i,-0.0028556-0.0013782i,-0.0015154-0.0040154i,0.0030248-0.0017251i,-0.00025014-0.00027166i,-0.0007876-0.0016991i,-0.003871+0.0041556i,-0.0002527-0.0014986i,0.00039277-0.00066088i,-0.002913-0.0020448i,0.001142-0.0029365i,0.011345-0.0072982i,0.027184-0.0056022i,0.035016-0.02185i,0.0093125-0.024807i,0.0067928-0.0071789i,0.0051239-0.034267i,0.024081-0.019193i,0.014559-0.022616i,0.013162+0.0015286i,0.019527+0.0029628i,-0.0050732-0.0010839i,0.0011467+0.0071334i,-0.011182+0.00676i,-0.0032291-0.0014512i,0.0030042+0.0022356i,0.0091562+0.0038193i,-0.00051266-8.9487e-06i,0.0029736+0.0041068i,0.0023899+0.0012977i,0.003465-0.0050907i,3.456e-05-0.0029993i,0.0014426+0.0013187i,-0.0087137-0.0055051i,0.0011965+0.004374i,-0.0065995-0.0048505i,0.0022542+0.0019543i,-0.0023513+0.0040862i,-0.00086461-0.0001968i,0.0049819-0.0026862i,-0.0025406+0.0010235i,0.0018452+0.0049717i,-0.0055438+0.00073783i,-0.00051021-0.0009376i,-0.0015288+0.0022176i,0.0010713-0.00034385i,-0.005863-0.010055i,0.0027791+0.0017029i,-0.0028468-0.00053486i,-0.0015861+0.0018599i,0.0031923+0.0038852i,-0.0004438-0.0015776i,0.0013685-0.0010156i,-0.0017624-0.0035484i,0.0033932+0.0035758i,0.0020117+0.00035092i,0.022666-0.0073223i,-0.020981+0.015398i,0.0045997+0.024507i,-0.00017988+0.0015909i,0.0085068-0.003422i,0.0014186-0.0013298i,-0.0016674+0.0080819i
0.015145-0.0023506i,0.0059238-0.034989i,-0.018323-0.03031i,-0.010956-0.004328i,-0.019166+0.0057923i,-0.021524-0.0020048i,-0.015304-0.015609i,-0.0010699-0.032173i,-0.0085461-0.016254i,-0.00097484-0.0037025i,-0.0010496+0.0012785i,0.00085+0.0011449i,0.00035615+0.00065787i,-0.00048458+0.00045736i,0.00080785+0.001052i,-0.0029485-0.0029535i,0.0020404+0.0010609i,0.0026054+0.0023588i,0.0011782-0.00051094i,-0.0002526-0.00053305i,0.00042664-0.0017095i,0.0014517+0.0012547i,0.00025166-0.0014849i,-0.0011958-0.0027333i,0.00013662-0.001303i,0.00084667-0.00052363i,0.0015753-0.00057317i,2.1274e-05-0.0006747i,0.00056131-0.00018172i,-0.00011104+0.00036894i,-0.0016916-0.00041189i,-0.0013087-0.00057258i,-0.00068006-0.00047044i,6.3568e-05-0.00052656i,-0.00328-0.0001636i,-0.0023123-0.0033986i,0.0026197-0.002693i,-0.00027421-2.1762e-05i,-0.0011835-0.00081062i,-0.0026002+0.0055929i,-0.00070159-0.0011971i,0.00014504-0.00078798i,-0.002604-0.0010046i,0.00045717-0.0028306i,0.0081662-0.0091689i,0.024024-0.010569i,0.030342-0.026301i,0.0036051-0.025171i,0.0068708-0.010719i,-0.0026535-0.035228i,0.021569-0.024706i,0.010331-0.026827i,0.015407-0.0013393i,0.018636-0.0038738i,-0.0065223+0.00026068i,0.0038428+0.0060661i,-0.0075854+0.010738i,-0.0036493-0.00036767i,0.0032925+0.0019545i,0.0094405+0.0032489i,-0.00075218-0.00040365i,0.0027615+0.005437i,0.0031069+0.00010901i,0.0011606-0.0054992i,-0.001186-0.0025049i,0.002062+8.9831e-05i,-0.009018-0.0012597i,0.0032887+0.0032677i,-0.0072497-0.0021275i,0.0018992+0.00086522i,-0.00046594+0.0049931i,-0.0011525-0.0001435i,0.0021504-0.0055936i,-0.0020692+0.0012165i,0.0018997+0.0016298i,-0.00474+0.0026676i,-0.001661-0.00097837i,-0.0009252+0.0024483i,-1.3856e-05-0.0007339i,-0.0089511-0.0069361i,0.002-6.571e-05i,-0.0033136-0.00036603i,-0.00049188+0.0020072i,0.004592+0.001926i,-0.00071415-0.0013645i,0.0021837-0.00084177i,-0.0023142-0.0028217i,0.0049816+0.0038729i,0.0015314+0.00052777i,0.020625-0.011031i,-0.01936+0.020669i,0.0070351+0.02154i,-0.0033197-0.00032914i,0.0050318-0.005061i,0.0020604-0.0011555i,-0.0021172+0.0065781i
0.013963-0.0045597i,0.0008314-0.035127i,-0.022317-0.026177i,-0.011893-0.0035527i,-0.017846+0.0081659i,-0.021249+0.0013326i,-0.017735-0.012657i,-0.0063824-0.031747i,-0.012043-0.015757i,-0.0012192-0.0035754i,-5.3342e-05+0.0012153i,0.0013597+0.00071154i,0.00089412+0.0006443i,-3.9535e-05+0.0006557i,0.0010301+0.0004959i,-0.0028114-0.0025927i,0.0027595+0.00026928i,0.0030979+0.0010797i,0.00094591-0.00087708i,-0.00016996-0.00033797i,-0.00021268-0.0014991i,0.0021726+0.00063687i,-7.0534e-05-0.0014583i,-0.001585-0.0022505i,-0.00039245-0.0014755i,0.00066511-0.00081182i,0.0012554-0.00093352i,-4.9499e-05-0.00047916i,0.00051036-0.00013605i,7.0332e-05+0.00060211i,-0.0018258+0.0002447i,-0.0012186-0.00012893i,-0.00090056-0.00019785i,-0.00019954-0.0003845i,-0.0030255+0.0013412i,-0.002704-0.0025487i,0.0014902-0.0028799i,-0.00030183+0.00020834i,-0.00075907-0.00040138i,-0.001043+0.0066897i,-0.00072985-0.00077008i,-3.9775e-05-0.00083938i,-0.0022691-0.00030069i,0.00025816-0.0026288i,0.0055595-0.0098571i,0.020824-0.013503i,0.025592-0.029714i,-0.0013225-0.024076i,0.0054068-0.013597i,-0.010422-0.033312i,0.017468-0.029988i,0.0059981-0.029791i,0.016295-0.0053986i,0.014927-0.0094311i,-0.0075106+0.0027122i,0.0055447+0.0040108i,-0.0029344+0.013078i,-0.0040039+0.00090598i,0.0036676+0.0018814i,0.010186+0.0011981i,-0.0012076-0.00073561i,0.0043205+0.0069209i,0.0025676-0.0013923i,-0.0005321-0.0048727i,-0.0021747-0.0017114i,0.0019756-0.00085123i,-0.0074248+0.001963i,0.0045897+0.0014137i,-0.0068164+0.00063319i,0.0013692+0.00090179i,0.0018737+0.0046252i,-0.0012011+0.00028071i,-0.0011705-0.0064467i,0.00020172-0.00019462i,9.8512e-05-7.7969e-05i,-0.0035592+0.0041903i,-0.0024253+3.2762e-06i,-0.000867+0.002631i,-0.00069299-0.00053118i,-0.010426-0.0033011i,0.00088895-0.00078529i,-0.0042242+0.00014169i,0.00028358+0.0015236i,0.0046963-0.0011968i,-0.00061066-0.0011941i,0.0031226-0.0017202i,-0.002659-0.0025439i,0.005371+0.0026247i,0.0016486+0.0010659i,0.018425-0.013719i,-0.01555+0.026435i,0.0084777+0.019005i,-0.0068227+0.00037141i,0.0020908-0.0036098i,0.0022033-0.0017772i,-0.0028724+0.0058469i
0.012784-0.0065557i,-0.0044203-0.035177i,-0.025597-0.022296i,-0.012802-0.0022842i,-0.01657+0.010878i,-0.020043+0.004572i,-0.019528-0.0094589i,-0.011865-0.03109i,-0.015587-0.01413i,-0.0013845-0.0036948i,0.00062274+0.00072107i,0.0017302+1.7295e-05i,0.001495+0.00033263i,0.00072697+0.0004599i,0.0009451+1.0417e-06i,-0.00297-0.0023822i,0.0033723-0.0010304i,0.002911-1.1962e-05i,0.00068828-0.0011944i,8.1102e-05-0.00032917i,-0.00071878-0.001134i,0.0022667-0.00032401i,-0.00050881-0.0013584i,-0.0018913-0.0020825i,-0.0009285-0.0013405i,0.00030639-0.0010006i,0.00068941-0.0014722i,-0.00010213-0.00033807i,0.00063552-0.00012115i,0.00057938+0.00071876i,-0.0016289+0.00095818i,-0.0011504+0.00014297i,-0.00081071+0.00011991i,-0.00020143-0.00027752i,-0.0017637+0.0020895i,-0.0029271-0.0017922i,0.00064999-0.0024029i,-3.2024e-05+0.00043579i,-0.00080925-0.00048031i,0.0014431+0.0069794i,-0.00059708-0.00058811i,-0.00035639-0.00088025i,-0.00157-0.00012039i,0.00012706-0.0027924i,0.0031259-0.010427i,0.018531-0.015829i,0.020606-0.032359i,-0.0053036-0.021583i,0.0041535-0.015457i,-0.01708-0.028583i,0.012016-0.03465i,0.0020793-0.032845i,0.016009-0.010204i,0.010075-0.012367i,-0.0070568+0.0061619i,0.0062169+0.0015493i,0.0016296+0.012466i,-0.0038846+0.0021693i,0.0046699+0.0014122i,0.010077-0.0024553i,-0.0019629-0.00096731i,0.0072074+0.0068094i,0.0014617-0.0013485i,-0.0016588-0.0039418i,-0.0025443-0.00051263i,0.0019087-0.0016112i,-0.0057866+0.0037096i,0.0049554-0.00093432i,-0.0052393+0.0030572i,0.002096+0.0013135i,0.0033388+0.0031672i,-0.0010349+0.00033275i,-0.0045347-0.0054169i,-0.0018911+0.0014302i,-0.0015111+0.00037162i,-0.0017963+0.0050458i,-0.002326+0.0011876i,-0.00051221+0.0031812i,-0.0010524-0.00029178i,-0.010663-2.6233e-05i,-0.0001799-0.00076816i,-0.0048941+0.0015001i,0.00038236+0.0010958i,0.0032845-0.0033058i,-0.00065691-0.0019088i,0.0032617-0.0033088i,-0.003458-0.0019333i,0.0063421+0.0017227i,0.0022007+0.0011956i,0.015573-0.016123i,-0.0084576+0.030117i,0.0098256+0.016088i,-0.0091367+0.0025723i,0.0009175-0.0011271i,0.0016218-0.0021017i,-0.0036398+0.0056587i
