-0.0014305-0.042039i,0.0002574-0.047042i,-0.0074584-0.047992i,-0.029763-0.023329i,-0.02286+0.010622i,-0.03647-0.033608i,-0.062954-0.058977i,-0.019024-0.070679i,-0.027417-0.054987i,-0.0007527+0.017223i,-0.010095+0.011988i,-0.014405+0.013538i,0.0023201+0.014522i,-0.0027889-0.0018038i,0.0017965+0.0061605i,0.00013393+0.034041i,0.021842+0.047874i,0.0011177-0.00061696i,-0.0037642-0.0095645i,0.0085269+0.004388i,0.001484+0.0011673i,-0.0010179+0.0036951i,-2.33e-05-0.00056361i,-0.036431-0.010399i,-0.0028298-0.0076525i,-0.0011087+0.0046071i,0.0023487-0.0008692i,-0.00015311+0.00036286i,0.0008288-0.00064313i,-1.2832e-05-0.0020857i,-0.0017874-0.0054018i,-0.002889-0.006653i,-0.0015622-0.0068576i,0.0034402-9.0826e-05i,0.0032792-0.0016641i,-0.0050908+0.039135i,0.0070635-0.0045882i,0.0032397-0.00078916i,0.0049331-0.00015989i,-0.016411-0.001731i,-0.00095511-0.00016753i,0.010813-0.001454i,0.0041688+0.0024404i,-0.0041125+0.0018197i,0.00014111+0.008352i,-0.005713+0.018204i,0.026766-0.081614i,0.00014112-0.054691i,-0.022789-0.04379i,-0.019318-0.037587i,0.06297-0.016079i,0.03073-0.057633i,0.039197-0.043839i,0.033829-0.051656i,0.01983-0.016577i,0.0073044+0.012362i,0.023913-0.033994i,-0.0086733-0.0053149i,0.003197-0.001316i,-0.0028859-0.0056032i,0.0056024-0.031811i,-0.025335+0.030094i,0.0089018-0.01018i,-0.012734-0.0023503i,-0.0047061-0.0018007i,0.00065466-0.014547i,-0.010952+0.0051765i,0.0031669+0.0068133i,-0.0148+0.031779i,0.0054205+0.0069984i,-0.0062185-0.0018971i,-0.0010782-0.002658i,-0.011762-0.0072475i,0.00037191-0.0035825i,-0.035331+0.0044588i,0.0014799-0.012934i,-0.0094793-0.0028457i,-0.0066693-0.0035772i,0.0064261+0.0021581i,-0.0090868+0.0022163i,1.6487e-07+0.0017737i,0.0061033+0.010611i,0.0046709+0.00078675i,-0.0093472-0.009928i,0.0016491+0.0080664i,-0.019708+0.0046399i,0.0067152+0.0032052i,-0.027771-0.0089944i,-0.035958-0.0020745i,0.026687-0.078894i,0.014482-0.0087853i,-0.042013-0.028464i,-0.023867-0.0064548i,0.017193+0.012365i,-0.026726+0.010867i,-0.012461-0.0096881i
0.0085042-0.011723i,0.0017503-0.047805i,-0.02884-0.015581i,-0.011788+0.0024991i,-0.015035+0.014257i,-0.017579+0.013913i,-0.018027-0.0066798i,-0.012927-0.037166i,-0.0119-0.011805i,-0.011141-0.012547i,0.00015022-6.8502e-05i,0.0018421-0.00072819i,0.001604-0.00062297i,0.00049416-0.0012355i,-1.4899e-05-0.0009654i,-0.0036692-0.0011947i,-0.0001289-0.0038892i,0.0034638-0.00034354i,-0.00038779-0.00071719i,-6.3033e-05-0.00032028i,-0.00077552-0.00061588i,0.0015365-0.0011543i,-0.00093058-0.00088797i,-0.0018536-0.0024201i,-0.00060031-0.001403i,0.00051283-0.00036134i,-0.00015433-0.0010039i,-5.9647e-05-0.0002999i,0.0003864-0.00033537i,0.0013017+0.00010085i,-0.0003949+0.0025772i,-0.001286+0.00041853i,2.7353e-05+0.0001479i,-0.00052824-0.00066835i,-0.0015162+0.0016542i,-0.0036233-0.00049733i,-0.00067671-0.0006945i,3.5285e-05+0.00036686i,-0.0009089+0.00025199i,0.0023213+0.0037614i,-0.00072147-0.00082549i,-0.000745-0.0011186i,0.00082841+0.00022049i,-0.00034812-0.0041292i,0.0048126-0.0085583i,0.01847-0.011273i,0.017353-0.026588i,-0.01096-0.022653i,0.0030729-0.013522i,-0.017777-0.015327i,0.002568-0.040268i,3.3024e-05-0.035935i,0.011271-0.01705i,0.004939-0.011651i,-0.0037965+0.0071469i,0.006234-0.0020522i,0.0043224+0.012494i,-0.003632+0.0037354i,0.0062101-0.00038289i,0.0067683-0.0035949i,-0.0038593-0.00046688i,0.0090763+0.005776i,0.0012631-0.0010258i,-0.0026405-0.0033977i,-0.0023794+0.00060887i,0.0015251-0.0023909i,-0.004165+0.0051113i,0.0043619-0.0045499i,-0.0039717+0.0069434i,0.0037668-0.00011449i,0.0039284+0.00048025i,-0.0011756+0.00060249i,-0.0073135-0.0024634i,-0.0019712+0.0018282i,-0.00092692+0.0020714i,0.00042618+0.0049563i,-0.0011412+0.001379i,0.00078132+0.003115i,-0.0013701+0.00011791i,-0.0097204+0.0035512i,-0.00031449-0.00024367i,-0.0030606+0.0029813i,0.00093521+0.0017785i,0.0022049-0.003765i,-0.0006149-0.0017869i,0.0008119-0.0041324i,-0.0042244-0.000807i,0.0064041+0.00020195i,0.0038257-0.00075392i,0.010392-0.01555i,-0.0012469+0.033799i,0.012153+0.013314i,-0.010702+0.0072099i,0.0006887+0.0013512i,0.00091144-0.0021099i,-0.0040118+0.0061245i
0.0060542-0.012915i,-0.0070859-0.046918i,-0.030434-0.010913i,-0.011483+0.0041778i,-0.011927+0.015876i,-0.014498+0.015612i,-0.01924-0.0038036i,-0.018702-0.034272i,-0.014198-0.0093315i,-0.0033105-0.0069188i,-0.00019445-0.00029447i,0.0012846-0.0012543i,0.0017102-0.0013073i,-0.0004148-0.0014431i,-0.00037493-0.00072843i,-0.0038468-0.00045525i,-0.0015727-0.0038555i,0.0032525-0.0014551i,-0.00066088-0.0003375i,-0.00028376-0.00056356i,-0.00075079-0.0002678i,0.00082417-0.0015472i,-0.0010976-0.00052437i,-0.0023733-0.0019236i,-0.001097-0.001204i,0.00024795-0.00053987i,-0.00045369-0.00069591i,-8.2348e-05-0.00039491i,0.00038365-0.00049415i,0.0013024-0.0005968i,0.00084641+0.0026326i,-0.0017584-0.00055806i,-4.3087e-05+2.9642e-05i,-0.00081951-0.00049635i,-0.0010695+0.0022431i,-0.0037445+0.00014003i,-0.0010417-4.2323e-05i,0.00042184+0.00024571i,-0.00073689+0.0003716i,0.0029552+0.0025258i,-0.00096034-0.00079457i,-0.0010331-0.00084094i,0.00092256-0.00022964i,-0.0012773-0.0041648i,0.0026909-0.0096731i,0.016447-0.014214i,0.013564-0.02703i,-0.011803-0.018368i,0.002971-0.015294i,-0.0156-0.010135i,-0.0066855-0.041884i,-0.0080369-0.039258i,0.0074676-0.020249i,0.0021649-0.010374i,-0.00071755+0.0083175i,0.0039383-0.0032396i,0.0072172+0.0096475i,-0.0024818+0.0052004i,0.0053315-0.0019206i,0.0058294-0.0049534i,-0.0045355+0.0016335i,0.010747+0.0029751i,0.0016932-0.0012276i,-0.0029855-0.0025913i,-0.0014085+0.0014341i,0.00107-0.0027766i,-0.0012729+0.0059202i,0.0016642-0.0061297i,-0.00063643+0.0075602i,0.0035719-0.002602i,0.0036069-0.0011378i,-0.00089262+0.0010394i,-0.0075062+0.0014525i,-0.00159+0.0020277i,0.00071873+0.0033618i,0.0014071+0.003936i,-0.00058748+0.0018707i,0.0015868+0.0030557i,-0.0016+0.00086004i,-0.0076738+0.0065828i,-0.00025856+0.00066551i,-0.0015901+0.0037327i,0.0013842+0.0011186i,0.00016987-0.0048259i,-0.00096613-0.001318i,-0.00036717-0.0048008i,-0.0039351+0.00044062i,0.0056895-0.0013087i,0.0035876-0.0013333i,0.0097203-0.016773i,0.0060988+0.032402i,0.01185+0.0099043i,-0.0094987+0.0098957i,0.0033798+0.0030706i,0.001041-0.001794i,-0.0039444+0.0065806i
0.0035531-0.013685i,-0.01501-0.04395i,-0.031422-0.0062695i,-0.010964+0.0060001i,-0.0088358+0.016568i,-0.011195+0.016674i,-0.019892-0.00054351i,-0.023509-0.030692i,-0.015659-0.0066566i,-0.0039301-0.0031977i,-0.00051214-2.0917e-05i,0.00057104-0.0014139i,0.0014936-0.002064i,-0.0011214-0.001061i,-0.00043082-0.00050297i,-0.0037812+0.00044982i,-0.0024442-0.0024505i,0.0025466-0.0022174i,-0.00073631+5.1476e-05i,-0.00070153-0.00045395i,-0.00059303-7.1952e-06i,0.00020672-0.001571i,-0.0011416-0.00018262i,-0.0027797-0.001293i,-0.0015501-0.0009536i,-5.3653e-06-0.00052411i,-0.00050378-0.00040316i,-0.00014765-0.00040423i,0.00023184-0.00062567i,0.0011521-0.0010943i,0.0020955+0.0018511i,-0.00125+0.0010349i,-0.00031403+4.784e-05i,-0.00092907-0.00020766i,-0.00032051+0.0025076i,-0.0038971+0.00093743i,-0.0011352+0.00053777i,0.0005946-9.8912e-05i,-0.00056453+0.00032653i,0.0030889+0.001431i,-0.0012562-0.00059922i,-0.0011739-0.0004684i,0.00088137-0.00058392i,-0.0020676-0.0035885i,0.00018333-0.010332i,0.01379-0.017099i,0.010726-0.02695i,-0.01126-0.015697i,0.0027442-0.018487i,-0.012441-0.0075376i,-0.016071-0.039913i,-0.017312-0.039329i,0.0038393-0.021554i,0.0013891-0.0089731i,0.0022609+0.0075101i,0.0018723-0.0032517i,0.0081042+0.0068511i,-0.00070807+0.0060071i,0.0048539-0.0028648i,0.003917-0.0067736i,-0.0039183+0.0034745i,0.010912-0.00064898i,0.0018996-0.0017518i,-0.0029132-0.0018695i,-0.00061057+0.0015594i,0.00054671-0.0032194i,0.0014094+0.0048808i,-0.00098299-0.0062171i,0.0022856+0.0066625i,0.0017519-0.0039136i,0.0024143-0.0023943i,-0.00050778+0.0011613i,-0.0054382+0.0042741i,-0.001368+0.0021649i,0.0026613+0.0031164i,0.0015298+0.0033971i,0.00032704+0.0017714i,0.00293+0.0025748i,-0.0011898+0.0015181i,-0.0049849+0.0083569i,0.00053819+0.00097463i,0.00031832+0.0039833i,0.0013564+0.00045372i,-0.0025891-0.0049319i,-0.0012637-0.0011906i,-0.0017621-0.0049624i,-0.003292+0.0013007i,0.0041536-0.0023406i,0.0035712-0.0019102i,0.0087275-0.01914i,0.012677+0.029238i,0.010627+0.0073588i,-0.0079176+0.011481i,0.0061451+0.0029831i,0.00073108-0.0016714i,-0.00362+0.0068633i
0.00092158-0.014007i,-0.021385-0.039419i,-0.031549-0.0012631i,-0.0099636+0.0077047i,-0.0059147+0.016558i,-0.0079302+0.016748i,-0.019587+0.0027245i,-0.028023-0.026601i,-0.016325-0.0040821i,-0.0050467-0.00083693i,-0.00059636+0.00044363i,-2.9999e-05-0.001233i,0.00089057-0.002735i,-0.0016227-0.00042357i,-0.00048287-0.0004618i,-0.0033409+0.0014342i,-0.0021215-0.00086922i,0.0019092-0.0025101i,-0.00066389+0.00052779i,-0.00090817-5.3069e-05i,-0.00038675+6.4248e-05i,-0.00040567-0.001588i,-0.001165+0.00026701i,-0.0030005-0.00048199i,-0.0017068-0.0002521i,-0.00023035-0.00041522i,-0.000427-0.00031276i,-0.00021276-0.00042361i,0.00011312-0.00051032i,0.00073261-0.0017527i,0.0025784+0.00051932i,-0.00079032+0.0012423i,-0.00033302+0.00039199i,-0.00097092+7.0367e-05i,0.00064233+0.0023903i,-0.0039087+0.0018462i,-0.00093338+0.00098122i,0.00047934-0.0004109i,-0.00056025+0.00047237i,0.0029441+0.00044299i,-0.0015057-0.00018971i,-0.0012547-3.623e-07i,0.00089095-0.0008371i,-0.0026857-0.0028205i,-0.0026797-0.010075i,0.010407-0.019558i,0.0084546-0.027612i,-0.010154-0.014448i,0.00075893-0.021987i,-0.0089272-0.007072i,-0.023883-0.035641i,-0.026555-0.037048i,0.00027123-0.022063i,0.0018918-0.0086647i,0.0035957+0.0055391i,0.00027533-0.0024345i,0.008421+0.0047608i,0.0010485+0.0057612i,0.0039009-0.0043828i,0.0008072-0.0071997i,-0.0026115+0.0050554i,0.0093558-0.0041195i,0.0018866-0.0027529i,-0.002768-0.0013071i,-6.1008e-05+0.0014925i,-0.00026515-0.003512i,0.0025636+0.003353i,-0.0035114-0.0055347i,0.0052599+0.0049334i,0.00028977-0.0041839i,0.0010757-0.0027103i,-0.00019644+0.00084455i,-0.0031139+0.0054857i,-0.0012123+0.0027657i,0.0035497+0.0017216i,0.0020475+0.0031715i,0.00091188+0.00096006i,0.0037552+0.0010501i,-0.0010663+0.0018655i,-0.002106+0.0090155i,0.00074718+0.00029382i,0.0018711+0.0028361i,0.0012696+0.00016204i,-0.0050044-0.0034749i,-0.0015724-0.00075973i,-0.0034118-0.0043079i,-0.0025927+0.0017108i,0.0026838-0.0025766i,0.0028399-0.002805i,0.0066148-0.021589i,0.018471+0.02455i,0.0091904+0.0053324i,-0.0065177+0.012506i,0.0085418+0.00083828i,0.00040291-0.001284i,-0.0032703+0.006586i
-0.0015315-0.013709i,-0.025735-0.034503i,-0.03089+0.0032743i,-0.0086446+0.0092069i,-0.0035172+0.015755i,-0.0052324+0.016349i,-0.018835+0.0054503i,-0.031264-0.021447i,-0.016443-0.0018007i,-0.004757+0.0012396i,-0.00031094+0.00093613i,-0.0003669-0.0009847i,-7.0686e-05-0.0031334i,-0.0017621+0.00040942i,-0.00065318-0.00036232i,-0.002495+0.0019828i,-0.0014813-3.3902e-05i,0.0012043-0.0027885i,-0.00017747+0.0010392i,-0.0008533+0.00039393i,-0.00025493-5.0423e-05i,-0.0012069-0.0013652i,-0.00083094+0.00059399i,-0.0030118+0.00015442i,-0.0015767+0.00056649i,-0.00034609-0.00030249i,-0.00038145-0.00027983i,-0.00037118-0.00040564i,0.0002538-0.00051523i,-0.00016498-0.0021064i,0.0022948-0.00063533i,-0.00022726+0.0013028i,-0.00012015+0.00055325i,-0.001062+0.00039744i,0.0015235+0.0017829i,-0.0036341+0.003024i,-0.00066756+0.0012135i,0.00028933-0.00053993i,-0.00035292+0.00065242i,0.0023734-0.00017687i,-0.0015471+0.00028078i,-0.0010728+0.00031671i,0.00090503-0.0010101i,-0.0029266-0.0018956i,-0.0047882-0.0087413i,0.0062339-0.020771i,0.0055193-0.028456i,-0.0095533-0.014649i,-0.0023517-0.024876i,-0.0062193-0.0090096i,-0.030369-0.029338i,-0.034955-0.031709i,-0.003432-0.021586i,0.0027679-0.009491i,0.0031634+0.0042791i,-0.0004642-0.0010797i,0.008635+0.0030877i,0.0023322+0.0049674i,0.0016628-0.0049971i,-0.0021193-0.0065572i,-0.00053302+0.0062139i,0.0055918-0.0061644i,0.00068946-0.0041729i,-0.0027622-0.00072272i,0.00035384+0.0013114i,-0.0013141-0.0034461i,0.003648+0.0019997i,-0.0055061-0.0037257i,0.0068437+0.0018917i,-0.0011569-0.004411i,7.5699e-05-0.002618i,-0.00043076+0.0007441i,-0.00059765+0.0058329i,-0.00028248+0.0030434i,0.003609+0.0041375i,0.0027487+0.0028222i,0.00051154+0.00017985i,0.0037563-0.00043125i,-0.00063083+0.0023576i,0.00073645+0.0088289i,0.00013411+3.8417e-05i,0.0025337+0.0013056i,0.0012866-0.00039416i,-0.0064052-0.0010703i,-0.0015385+0.00011862i,-0.004163-0.0029666i,-0.0020152+0.002127i,0.0013591-0.0025616i,0.0015319-0.0030821i,0.0042166-0.023597i,0.023+0.018557i,0.0079563+0.0044947i,-0.0054928+0.013409i,0.0095188-0.0015059i,0.00018608-0.00083313i,-0.003481+0.0059022i
-0.0037116-0.013052i,-0.029281-0.030225i,-0.02984+0.008041i,-0.0069878+0.01039i,-0.0017827+0.014802i,-0.0028275+0.015662i,-0.017823+0.008044i,-0.033544-0.016551i,-0.016502-5.1827e-05i,-0.0038555+0.0024416i,0.00045946+0.0012326i,-0.00058634-0.00074638i,-0.001215-0.0030853i,-0.0013487+0.0012854i,-0.00070737-3.6164e-05i,-0.001623+0.0021357i,-0.0011413+0.00036464i,0.00034581-0.0029337i,0.00052356+0.00095731i,-0.00058889+0.00062932i,-0.00035184-0.00018203i,-0.0017561-0.00057547i,-0.00046733+0.00066026i,-0.0032905+0.00074184i,-0.0011193+0.00064144i,-0.00032502-0.00010318i,-0.0003832-0.00041383i,-0.00042062-0.00037263i,0.00022304-0.00084562i,-0.0010328-0.001889i,0.0017193-0.0012877i,0.00020383+0.0011836i,0.00014198+0.00047943i,-0.00090155+0.00091061i,0.0018632+0.00074182i,-0.0027914+0.0040403i,-0.00024251+0.0014584i,2.8095e-05-0.00045466i,-0.0001801+0.00082267i,0.0019385-0.000295i,-0.0014141+0.00059568i,-0.0010145+0.00050985i,0.00093106-0.0016747i,-0.0025416-0.001233i,-0.0059352-0.0073415i,0.0025424-0.020395i,0.0024969-0.028681i,-0.010106-0.015273i,-0.0068687-0.027017i,-0.0064351-0.012159i,-0.033985-0.021365i,-0.041244-0.024003i,-0.0060265-0.019469i,0.0027612-0.011977i,0.0013514+0.011049i,-0.00025528+0.00015875i,0.0084219+0.0011033i,0.0030787+0.0039377i,-0.00024287-0.0037526i,-0.0048941-0.004851i,0.0019761+0.0060361i,0.00155-0.0062763i,-0.0013136-0.003973i,-0.0023865+0.00011863i,0.00043626+0.0011232i,-0.0022814-0.0030349i,0.0044627-0.00025553i,-0.0064931-0.0011264i,0.0072138-0.0008602i,-0.0030512-0.0037218i,-0.0008369-0.0024188i,-0.00034926+0.00086791i,0.0015582+0.0045392i,0.00044372+0.0026183i,0.0037313-0.0057297i,0.003932+0.0017861i,-0.0002788+0.00025851i,0.003083-0.0012595i,4.5286e-05+0.0027503i,0.0034833+0.0075763i,-0.0002001+0.00018918i,0.0020972-0.000259i,0.00048565-0.00080845i,-0.0063149+0.0014568i,-0.00090384+0.00050693i,-0.0042801-0.0018052i,-0.0011997+0.0022873i,7.2375e-05-0.0011551i,0.00047171-0.0023956i,0.00094777-0.026185i,0.02508+0.010674i,0.0070129+0.0033716i,-0.004494+0.014235i,0.010411-0.0054159i,0.00021945-0.00026912i,-0.0045909+0.005929i
-0.0056161-0.012214i,-0.032782-0.026032i,-0.027322+0.012859i,-0.0049719+0.011203i,-0.0005537+0.014298i,-0.00061657+0.014535i,-0.016361+0.010367i,-0.035478-0.011295i,-0.016948+0.0014212i,-0.0028666+0.003278i,0.0012801+0.00075149i,-0.0010428-0.00051887i,-0.0022177-0.0024005i,-0.00061121+0.0018889i,-0.00061304+7.7639e-05i,-0.00091434+0.0019411i,-0.00063513+0.00079143i,-0.0005094-0.0028025i,0.00081284+0.00046887i,-0.00029747+0.00052094i,-0.00055163-9.268e-05i,-0.0018024+0.00047673i,-0.00021473+0.00050099i,-0.003423+0.0022181i,-0.0012301+0.00080843i,-0.00032842-0.00013583i,-0.00056197-0.00043025i,-0.00047533-0.00027212i,-0.00014322-0.00096019i,-0.0016607-0.0013915i,0.00097806-0.0015922i,0.00056477+0.0010522i,0.00033381+0.0003692i,-0.00045446+0.0012174i,0.0016008-7.2502e-05i,-0.0014901+0.0047605i,0.00016173+0.001536i,-5.0192e-05-0.00044332i,0.00015315+0.0009723i,0.0019816-0.00034367i,-0.0013014+0.00091576i,-0.0010558+0.00087011i,0.00038766-0.0022433i,-0.0021986-0.00088455i,-0.0062704-0.006491i,0.00010906-0.019891i,-0.00038452-0.02855i,-0.011318-0.015542i,-0.011634-0.027701i,-0.0088216-0.013823i,-0.034344-0.013376i,-0.043876-0.014442i,-0.0063495-0.017458i,0.00076473-0.014658i,-0.00048219+0.0080109i,0.00042419+0.00063566i,0.0078778-0.00048281i,0.0033075+0.0027014i,-0.00013924-0.0024346i,-0.0071822-0.0018164i,0.0039723+0.0046737i,-0.0011658-0.0025707i,-0.0021883-0.0025764i,-0.001606+0.00053282i,0.00061642+0.0011472i,-0.002817-0.0021477i,0.0033735-0.002802i,-0.0057771+0.0016696i,0.006352-0.00496i,-0.0037206-0.002169i,-0.0019034-0.0017284i,-0.00043937+0.00095382i,0.001987+0.002441i,0.0010588+0.0023763i,7.537e-05-0.0052377i,0.0043327+0.0013726i,-0.00049903+0.00069108i,0.0023944-0.0026627i,0.00081546+0.0026766i,0.0049423+0.0054495i,-0.00044185+0.000504i,0.0010317-0.00065029i,-2.8309e-05-0.00086977i,-0.0053111+0.0038118i,-0.00067412+0.00038126i,-0.0042684-0.00085136i,-0.00069821+0.0019428i,0.00031763+0.0002112i,9.12e-05-0.0016178i,-0.0041411-0.027413i,0.024403+0.0030799i,0.0061882+0.002501i,-0.0034301+0.015661i,0.0080856-0.0081546i,0.00061678+0.00032723i,-0.0053472+0.0071896i
-0.0072815-0.011174i,-0.036223-0.021423i,-0.02367+0.016676i,-0.0028135+0.011441i,0.00080243+0.013817i,0.0011098+0.013038i,-0.014679+0.01228i,-0.03615-0.0055819i,-0.017458+0.0034862i,-0.0018601+0.0037835i,0.0015918-0.00027392i,-0.001381+0.00011297i,-0.002908-0.0013987i,0.0004045+0.0019716i,-0.00071622+0.00028109i,-0.00045904+0.001621i,-1.905e-05+0.00086554i,-0.0012278-0.0024987i,0.00096956+0.00016222i,-0.00037358+0.00038064i,-0.00068322+0.00010567i,-0.0013352+0.0013989i,-0.00017357+0.00020367i,-0.0023148+0.0035331i,-0.0010356+0.0016617i,-0.00052188-9.2212e-05i,-0.00074453-0.00026927i,-0.00053937-0.00025473i,-0.00047763-0.00079653i,-0.0021837-0.00073859i,0.0003175-0.0015346i,0.00086987+0.00056536i,0.00059604+0.0001272i,0.00010137+0.0011935i,0.0013226-0.00061697i,9.0523e-05+0.0047242i,0.0008552+0.0016271i,-0.00020031-0.00045213i,0.00039154+0.00095707i,0.002244-0.00085007i,-0.0010719+0.0012815i,-0.00079195+0.0013448i,-0.00047438-0.0023952i,-0.0022299-0.00070409i,-0.0065565-0.006088i,-0.0020842-0.019844i,-0.0031213-0.028725i,-0.012825-0.015825i,-0.016127-0.02669i,-0.011063-0.013719i,-0.032537-0.0072625i,-0.043127-0.0062359i,-0.0065484-0.016981i,-0.0023235-0.015871i,0.0015971+0.0092919i,0.0008929+0.00060796i,0.0070429-0.0021157i,0.0029012+0.0018501i,-5.4794e-05-0.0021115i,-0.0075445+0.002535i,0.0051871+0.0028473i,-0.0018889-0.0010896i,-0.0020644-0.0018748i,-0.00099421+0.00040569i,0.0011096+0.00098854i,-0.0027637-0.0013146i,0.0014705-0.0041232i,-0.0039349+0.0034654i,0.0081891-0.011488i,-0.0037448-0.0012227i,-0.0023773-0.00077443i,-0.00033018+0.001079i,0.0014808+0.0013366i,0.0013738+0.0019124i,-0.0032291-0.0044838i,0.0049963-0.00010698i,-0.00059005+0.0010945i,0.00036833-0.0035015i,0.0016818+0.0022269i,0.0053861+0.0032828i,-0.00072064+0.00067549i,-0.00014569-0.00072247i,-0.00067917-0.00052121i,-0.0031725+0.0057074i,-5.0926e-05+0.00021911i,-0.0050672+0.00015431i,-0.00064143+0.0018411i,0.0012481+0.00063265i,7.7933e-05-0.001167i,-0.0091496-0.026316i,0.021544-0.0029708i,0.0052698+0.0013531i,-0.0010961+0.017301i,0.0048676-0.0094117i,0.0015187+0.00064085i,-0.0052442+0.0085334i
-0.0084785-0.010151i,-0.039451-0.015803i,-0.019966+0.019295i,-0.00087226+0.011244i,0.0023591+0.013373i,0.0022873+0.011525i,-0.013041+0.014109i,-0.035512-0.00044211i,-0.017684+0.0059548i,-0.00094773+0.0038763i,0.0012797-0.0012496i,-0.0012472+0.00077795i,-0.0030116-0.00022079i,0.0011677+0.0016103i,-0.00059907+0.00064292i,-0.00027084+0.0012608i,0.00045803+0.00079988i,-0.0018861-0.0022883i,0.0011094-0.00038937i,-0.00057754+0.00047073i,-0.00064096+0.00039824i,-0.00018437+0.0017409i,-0.00036115+8.943e-06i,-0.00097671+0.0038765i,-0.00035434+0.002097i,-0.00068353+0.0001645i,-0.00086157-3.0835e-05i,-0.00063668-0.00017679i,-0.00068675-0.00057066i,-0.0024222+0.00029799i,-6.1415e-05-0.001175i,0.00078988-1.7748e-06i,0.00058867-0.00042727i,0.00051954+0.00098379i,0.000769-0.0010109i,0.001242+0.0041227i,0.0015734+0.0011682i,-0.00035463-0.00032368i,0.00065774+0.00079021i,0.0022886-0.0015844i,-0.00069367+0.0015474i,-0.00024687+0.0014432i,-0.0012469-0.0021714i,-0.0020437-0.00032725i,-0.0070555-0.0064261i,-0.0044707-0.019392i,-0.0061158-0.028232i,-0.01522-0.015689i,-0.019714-0.02524i,-0.012641-0.013073i,-0.029913-0.0023366i,-0.040941+0.00010485i,-0.0067643-0.016773i,-0.0046918-0.015199i,0.0048007+0.010392i,0.0011273+0.00036954i,0.0056106-0.0032445i,0.0026793+0.0015601i,-0.00025778-0.0016535i,-0.0056091+0.006078i,0.0054204+0.0011191i,-0.0017646+0.00092407i,-0.0020625-0.0017524i,-0.0009446-4.4711e-05i,0.0014171+0.00045821i,-0.0024621-0.00087349i,-0.00021624-0.0041337i,-0.0017875+0.0041806i,-0.0024823-0.0039195i,-0.0040176-0.0006557i,-0.0024632+0.00027199i,-0.00037346+0.0013411i,0.0010594+0.00079158i,0.0016332+0.0015312i,-0.0053202-0.0024046i,0.004657-0.0023373i,-0.00043371+0.0016403i,-0.0016586-0.0027476i,0.0022589+0.0012821i,0.0049701+0.0019459i,-0.0007252+0.0013472i,-0.0012863+1.3939e-05i,-0.00070918+5.4261e-05i,-0.00025029+0.0061723i,-0.00012377-0.00039344i,-0.0049417+0.0017422i,-0.00029636+0.0021304i,0.0016539+0.0011689i,0.00025115-0.00090649i,-0.012988-0.024123i,0.017416-0.00812i,0.0039835+0.00067263i,0.0024314+0.017909i,0.0025256-0.0093834i,0.0024061+0.00023068i,-0.004824+0.0097478i
-0.0097334-0.0094526i,-0.041548-0.0091221i,-0.01589+0.021636i,0.0010673+0.01069i,0.0040809+0.012568i,0.003063+0.010013i,-0.0109+0.015832i,-0.034868+0.0038899i,-0.016982+0.008895i,-0.00017908+0.0038391i,0.00055865-0.0019485i,-0.00095967+0.0014439i,-0.0026168+0.00087239i,0.0016125+0.0012208i,-0.00033892+0.0009607i,-0.00023883+0.0011385i,0.000853+0.00064379i,-0.0025973-0.00152i,0.000788-0.0011949i,-0.0006118+0.0007794i,-0.00046974+0.0006532i,0.00041286+0.0014077i,-0.0006912+0.00012856i,-7.8723e-05+0.0037839i,0.00044233+0.002154i,-0.00057539+0.00062509i,-0.00090887+0.00031511i,-0.00073446-3.0732e-05i,-0.00091946-0.00028279i,-0.0019398+0.0014057i,-3.4589e-06-0.0008458i,0.00041133-0.00038178i,0.00016898-0.00074079i,0.00093239+0.0006628i,9.5097e-06-0.0011877i,0.0020292+0.0034377i,0.0019973+0.00051348i,-0.00042673-0.00011251i,0.00084029+0.00052386i,0.0019486-0.0024572i,-0.00026081+0.0016373i,0.00018306+0.0013849i,-0.0020009-0.0016412i,-0.0017978-0.00014061i,-0.0084119-0.0071677i,-0.0063081-0.019076i,-0.008525-0.027304i,-0.017561-0.014272i,-0.022636-0.023516i,-0.014005-0.01211i,-0.026336+0.00084614i,-0.038428+0.0051597i,-0.0066438-0.016578i,-0.0060555-0.014406i,0.0098517+0.0098604i,0.00096607+0.00017211i,0.0037272-0.003462i,0.0027282+0.0012387i,-2.4568e-05-0.0014092i,-0.0028535+0.0083978i,0.0046379+0.0003278i,-0.00068112+0.0027133i,-0.0023392-0.0012252i,-0.001388-1.9487e-05i,0.0013171+5.6658e-05i,-0.0023058-0.00058574i,-0.0012603-0.0033783i,0.00021067+0.0041094i,-0.0034417-0.0054074i,-0.0042759-0.00014421i,-0.0022602+0.0012407i,0.00011182+0.0017308i,0.00041488+0.00032276i,0.0019217+0.0012063i,-0.006575+1.9695e-05i,0.0030259-0.0037066i,0.00023004+0.0020607i,-0.0031002-0.00094589i,0.001876+0.00041205i,0.0046748+0.0011493i,0.00039086+0.0019287i,-0.00159+0.001522i,-0.00042413+0.00011587i,0.002136+0.0049965i,-0.00066218-0.00044371i,-0.0037765+0.0030304i,0.00047213+0.0025699i,0.0026515+0.0019014i,0.00050447-0.00085176i,-0.015967-0.021864i,0.012062-0.011863i,0.0023592+8.0047e-05i,0.0060825+0.016721i,-0.00023046-0.0088231i,0.00258-0.00048124i,-0.0039478+0.010902i
