-0.0083464-0.039863i,-0.011916-0.043401i,0.0031411-0.046397i,-0.026977-0.027079i,-0.020924+0.013753i,-0.032797-0.032856i,-0.05983-0.061531i,-0.023175-0.072337i,-0.038482-0.056338i,-0.00072581+0.015735i,-0.006506+0.010738i,-0.014944+0.01423i,0.0010706+0.015098i,-0.0040421-0.0034341i,0.00011408+0.006706i,0.00032965+0.039874i,0.01555+0.052278i,0.00058328-0.0001665i,-0.0050251-0.0083748i,0.0098874+0.0068225i,0.0012877+0.00077311i,-0.00099623+0.0036032i,0.00015122-0.0014345i,-0.035946-0.0098171i,-0.0020546-0.0070688i,-7.565e-05+0.0048801i,0.0042147-0.0015087i,-0.00017496+0.00080798i,-0.0001926-0.0011478i,-0.00010633-0.0027924i,-0.00094729-0.0063035i,-0.0022485-0.0037582i,-0.001568-0.0086252i,0.0029437-0.00073798i,0.0031405-0.0028945i,-0.0027779+0.031949i,0.0065502-0.0041416i,0.0038635-0.0024141i,0.0048778-0.00030228i,-0.031112+0.018351i,-0.0002156+4.6901e-05i,0.014862-0.0066354i,0.0062153-0.00076573i,-0.0033585+0.0039238i,0.0030618+0.0022735i,-0.0025715+0.008901i,0.015085-0.089207i,-0.0061492-0.046482i,-0.024355-0.039354i,-0.018987-0.042144i,0.06289-0.014631i,0.027876-0.060793i,0.038422-0.045118i,0.030246-0.05588i,0.019514-0.015737i,0.0081039+0.0095419i,0.026133-0.031399i,-0.0067807-0.0045221i,0.0026591-0.0023567i,-0.0050372-0.0065185i,0.0019825-0.032381i,-0.023821+0.03057i,0.0074755-0.009438i,-0.011904-0.001529i,-0.0049248-0.0010843i,-0.00074262-0.013673i,-0.010119+0.004523i,0.0032083+0.0077369i,-0.010871+0.032391i,0.0053732+0.0076725i,-0.0059059-0.0015652i,-0.0019591-0.0022336i,-0.0099002-0.0080622i,0.00018316-0.0038059i,-0.043605+0.0063093i,0.0023401-0.012844i,-0.0088054-0.0025139i,-0.0062517-0.0025531i,0.0064853+0.0017787i,-0.0094889+0.0019098i,0.00092196+0.00065307i,0.0067678+0.0092773i,0.0038573+0.00083821i,-0.0089935-0.0095278i,0.0025651+0.0085515i,-0.020667+0.0071396i,0.0063136+0.0033914i,-0.029187-0.0082443i,-0.034633+0.0020535i,0.030999-0.073712i,0.012646-0.010923i,-0.042241-0.026458i,-0.023898-0.0037211i,0.017572+0.012433i,-0.027044+0.012165i,-0.011422-0.0084935i
0.011988-0.0085444i,-0.0096682-0.035939i,-0.028969-0.018281i,-0.013742-0.00087812i,-0.014436+0.013615i,-0.018983+0.0069507i,-0.020512-0.0072565i,-0.016884-0.029695i,-0.01745-0.011859i,-0.001482-0.0034414i,0.0006452+6.752e-06i,0.0016239-0.00086511i,0.0022124-0.00031053i,0.00073122-0.00059208i,0.0007899-0.00012901i,-0.0034796-0.0020553i,0.0035087-0.0022424i,0.0028213-0.0012251i,0.00018768-0.001366i,0.00025365-0.00055749i,-0.0010687-0.00059908i,0.001769-0.001324i,-0.0008021-0.00099092i,-0.0015508-0.0018187i,-0.0015425-0.0010444i,-0.00015848-0.0011976i,-3.9749e-05-0.0016633i,-5.4457e-06-0.00017674i,0.00074717-0.00010801i,0.0011441+0.0001978i,-0.0012607+0.0013759i,-0.001091+0.00042892i,-0.00080991+0.00026553i,-0.0001952-0.00027316i,-0.00077985+0.0025406i,-0.0028193-0.0013722i,-0.00024803-0.0023031i,0.00025637+0.00030899i,-0.00081503-9.1505e-05i,0.0035894+0.0048188i,-0.00052518-0.00043088i,-0.00056527-0.00073575i,-0.001239-0.00037056i,-0.00028307-0.0034077i,0.0022878-0.010578i,0.017064-0.018733i,0.015823-0.033927i,-0.006759-0.018301i,0.0036591-0.01643i,-0.020022-0.021265i,0.0058332-0.038902i,-0.0029522-0.037547i,0.014121-0.012551i,0.0056526-0.013531i,-0.0046527+0.0087813i,0.0053985-0.00078688i,0.0050744+0.011177i,-0.0034235+0.0034944i,0.0054712-3.5626e-05i,0.0081884-0.002556i,-0.0037351-0.00042696i,0.0093122+0.00518i,0.0013926-0.0010313i,-0.0022443-0.0026716i,-0.0024771+0.00083175i,0.0014993-0.0021005i,-0.0041927+0.0049747i,0.0040621-0.0036584i,-0.0034578+0.005741i,0.0037568+0.00027613i,0.0039744+0.0017034i,-0.0012235+0.00043176i,-0.0069458-0.0030138i,-0.0016054+0.0016899i,-0.00073912+0.0020205i,0.00013365+0.0047559i,-0.0019197+0.0018115i,8.4555e-05+0.0033115i,-0.0012876+0.00018865i,-0.010219+0.0035811i,-0.0011802-8.908e-05i,-0.0035131+0.0035065i,0.00070959+0.0010848i,0.0014176-0.0047608i,-0.0013653-0.0018269i,0.0022315-0.0047689i,-0.004154-0.00096149i,0.0058432+0.0014633i,0.0026539+0.00079756i,0.013873-0.016794i,-0.0015868+0.031367i,0.010898+0.012768i,-0.010636+0.0058223i,0.0012525+0.0015077i,0.00083383-0.0014989i,-0.0040074+0.0062511i
0.010018-0.010471i,-0.015658-0.033693i,-0.030927-0.013212i,-0.014401+0.00071005i,-0.011109+0.015224i,-0.017162+0.0091936i,-0.021606-0.004152i,-0.021648-0.026522i,-0.01961-0.0083306i,-0.0021549-0.0033863i,0.00027722-0.00047914i,0.001028-0.0014748i,0.0023172-0.0012823i,4.5933e-05-0.0010718i,0.000624-0.0002088i,-0.0038289-0.0014306i,0.0013939-0.0042047i,0.002112-0.0018849i,-0.00038582-0.0011273i,5.2498e-05-0.00083774i,-0.00098213-0.00010304i,0.00093701-0.0017808i,-0.00094449-0.0006191i,-0.0019143-0.0014687i,-0.0018931-0.00029537i,-0.00063223-0.0010747i,-0.00041463-0.00094779i,8.2411e-05-0.00028521i,0.00081714-0.0003813i,0.0011928-0.00037155i,-0.00074116+0.0018743i,-0.00077565+0.0007313i,-0.00072369+0.00044242i,-0.00042122-0.0002978i,7.3642e-05+0.0027061i,-0.0031731-0.00084452i,-0.0011172-0.0018104i,0.00044593+0.00012237i,-0.00089928+5.4871e-05i,0.0041511+0.003394i,-0.00063766-0.00047245i,-0.00077386-0.00046893i,-0.0012258-0.00052399i,-0.0013541-0.0032928i,0.00029494-0.010836i,0.014679-0.021492i,0.011103-0.034227i,-0.0075046-0.015794i,0.0027218-0.017877i,-0.019034-0.015217i,-0.00321-0.041063i,-0.010929-0.040196i,0.010785-0.016481i,0.0029375-0.011976i,-0.0012439+0.010139i,0.0037874-0.0019705i,0.0073874+0.0080195i,-0.0026396+0.0049106i,0.0046707-0.0012945i,0.0072955-0.0049612i,-0.0044715+0.0015518i,0.010522+0.0021308i,0.0017974-0.0011383i,-0.0022876-0.0018722i,-0.0013156+0.0015717i,0.0011273-0.0024535i,-0.0012701+0.0055947i,0.0021228-0.0051655i,-0.00059187+0.0059674i,0.0038413-0.0021452i,0.0040009-3.7924e-05i,-0.0010811+0.00085687i,-0.0075277+0.0010649i,-0.0013438+0.0017665i,0.00039906+0.003243i,0.0011873+0.0037512i,-0.0011337+0.0024796i,0.0011554+0.0032583i,-0.0015059+0.00084275i,-0.0080419+0.0067137i,-0.0010699+0.001105i,-0.0019425+0.0043031i,0.00089992+0.0005285i,-0.0011665-0.0054592i,-0.0016424-0.0012557i,0.00089658-0.0056386i,-0.0038222+0.0008188i,0.0056628-0.00022581i,0.002952+0.00041367i,0.013013-0.018459i,0.005175+0.029936i,0.010659+0.0096368i,-0.0097698+0.0084433i,0.0037529+0.0029973i,0.0010936-0.001379i,-0.0037767+0.0068577i
0.0077825-0.011935i,-0.020944-0.030127i,-0.032061-0.0082542i,-0.014852+0.0029562i,-0.0078814+0.015619i,-0.015001+0.011203i,-0.022186-0.00070516i,-0.025688-0.02262i,-0.020555-0.0051111i,-0.0026102-0.0028843i,-0.00020237-0.00038916i,0.00018185-0.0016165i,0.0020426-0.0021016i,-0.00065901-0.00093163i,0.00062202-0.00030525i,-0.003952-0.00053779i,-0.00090108-0.003678i,0.0014078-0.002092i,-0.00077094-0.00077616i,-0.00028722-0.00080132i,-0.00073118+0.00024611i,0.00031852-0.0018303i,-0.00098281-0.00024418i,-0.0021142-0.0011014i,-0.0019024+0.00017486i,-0.00095745-0.00076331i,-0.00070471-0.00073986i,7.4998e-05-0.00037556i,0.00071943-0.00063567i,0.0011953-0.00084986i,0.00012839+0.0019828i,-0.00041698+0.00090256i,-0.00071383+0.00064913i,-0.00058296-0.00012821i,0.001171+0.0024614i,-0.0035753-0.00016325i,-0.0018534-0.001082i,0.00053157-0.00021038i,-0.00087181+0.00021223i,0.0044+0.0020281i,-0.00083157-0.00047027i,-0.00085801-7.3834e-05i,-0.0012811-0.0005069i,-0.0020808-0.0026605i,-0.0019133-0.010852i,0.011604-0.024233i,0.0071925-0.033994i,-0.007634-0.014194i,0.0021198-0.020365i,-0.016516-0.011574i,-0.01259-0.039575i,-0.019401-0.040087i,0.0065892-0.018445i,0.0020512-0.010929i,0.002098+0.0092575i,0.0022475-0.0023437i,0.0077806+0.0050999i,-0.001161+0.006127i,0.0043879-0.0018494i,0.0051506-0.0074742i,-0.0039563+0.0035167i,0.010096-0.0015144i,0.0020462-0.0016428i,-0.0021505-0.0012697i,-0.00043376+0.0014159i,0.00064948-0.0029618i,0.0012666+0.0044975i,-5.379e-05-0.0058014i,0.0022754+0.0053292i,0.0022594-0.0036825i,0.0031079-0.0014809i,-0.00078489+0.0011259i,-0.0052513+0.0039216i,-0.0013899+0.0018063i,0.002559+0.0032219i,0.0014806+0.003365i,0.00015282+0.0025284i,0.0026453+0.0027521i,-0.0012968+0.0013377i,-0.0053603+0.0080752i,-3.4982e-05+0.0016636i,-0.00044227+0.0047402i,0.00085446-7.9001e-05i,-0.0038722-0.0048515i,-0.0017649-0.0010819i,-0.00091896-0.0061837i,-0.0026127+0.0015391i,0.0046323-0.0011775i,0.0032611-0.0002401i,0.011708-0.021294i,0.011355+0.027039i,0.0095014+0.0072126i,-0.0086747+0.0099237i,0.0064551+0.0026477i,0.00079824-0.0013583i,-0.0031305+0.0070734i
0.0052291-0.013007i,-0.024983-0.025445i,-0.032554-0.0030964i,-0.01439+0.0053947i,-0.0050446+0.015174i,-0.012587+0.012467i,-0.021862+0.0027311i,-0.029129-0.018223i,-0.020923-0.0021853i,-0.0029932-0.0017381i,-0.00045702-6.8919e-05i,-0.00046254-0.0012743i,0.0015309-0.0029034i,-0.0011253-0.00047442i,0.00056524-0.0005581i,-0.0036116+0.0004008i,-0.001985-0.0025126i,0.00086245-0.0021938i,-0.0010392-0.00025753i,-0.00055112-0.00059098i,-0.00045289+0.00041021i,-0.00027249-0.0019233i,-0.00094826+0.00014022i,-0.0023073-0.00055465i,-0.0018338+0.00079736i,-0.0012461-0.00034005i,-0.00082715-0.00042099i,-6.1467e-08-0.00048957i,0.00062483-0.00075368i,0.000943-0.0014653i,0.00079597+0.0016049i,-1.3884e-05+0.00089996i,-0.00038779+0.0011266i,-0.00065826+7.5191e-05i,0.0021389+0.0016651i,-0.0039205+0.00075775i,-0.0021781-0.00037345i,0.00042012-0.00048176i,-0.00094712+0.0004944i,0.0043181+0.00085041i,-0.0010481-0.00025359i,-0.00085013+0.00028973i,-0.0012343-0.0003651i,-0.0025107-0.0018628i,-0.0041878-0.010271i,0.0075892-0.026664i,0.0039405-0.034101i,-0.0074697-0.013415i,1.1992e-05-0.0233i,-0.013421-0.010068i,-0.02051-0.035719i,-0.028805-0.038546i,0.0029483-0.01839i,0.002288-0.010831i,0.0037418+0.0073659i,0.00077196-0.0021177i,0.0075454+0.0031142i,0.00071175+0.0061639i,0.003852-0.003207i,0.001496-0.0084524i,-0.0027038+0.0053712i,0.008146-0.0047838i,0.0020537-0.0025232i,-0.0019134-0.00093574i,-4.4849e-05+0.0012124i,-1.0305e-05-0.0032477i,0.0026152+0.003003i,-0.0024494-0.0056762i,0.0043676+0.0033266i,0.00090851-0.0042383i,0.0021488-0.0023185i,-0.00036838+0.00094305i,-0.0028652+0.0047052i,-0.001281+0.0024344i,0.0042142+0.0017035i,0.0022262+0.0031999i,0.001011+0.001638i,0.0035914+0.0014179i,-0.0011251+0.0016187i,-0.002658+0.0088i,0.00052597+0.0010291i,0.0019443+0.0045824i,0.00059827-0.00015293i,-0.0059605-0.0028181i,-0.0022088-0.00049356i,-0.0028293-0.0055676i,-0.0018938+0.0017299i,0.0033262-0.0017592i,0.0029764-0.0013055i,0.0093334-0.024186i,0.016767+0.022454i,0.0079991+0.0054197i,-0.0078705+0.011299i,0.0086085+0.00080853i,0.00049854-0.00097871i,-0.0025154+0.0066529i
0.0026583-0.01339i,-0.027556-0.020599i,-0.03218+0.0018833i,-0.013508+0.0075663i,-0.0029231+0.013994i,-0.010396+0.0133i,-0.021181+0.0056372i,-0.031367-0.012949i,-0.020939+0.00039679i,-0.0031083-0.00019606i,-0.00045087+0.00044245i,-0.00073251-0.00086236i,0.00051362-0.0035367i,-0.0013786+7.9997e-05i,0.00033326-0.00077877i,-0.0029349+0.0009902i,-0.0023043-0.001073i,0.00062509-0.0023382i,-0.00088633+0.00052726i,-0.00062313-0.00030285i,-0.00020429+0.00034374i,-0.00117-0.0017262i,-0.00065008+0.00038271i,-0.0023017-2.1907e-05i,-0.0014194+0.0016542i,-0.0012622+0.00018516i,-0.00064452-0.00015858i,-7.0285e-05-0.0005112i,0.00062888-0.00099854i,0.00025702-0.0019351i,0.001175+0.0011727i,0.00029615+0.0007434i,0.000137+0.0012209i,-0.0007223+0.00038265i,0.0026274+0.00037307i,-0.0039165+0.0020069i,-0.002318+0.0003568i,0.00011004-0.00062379i,-0.00081107+0.00084012i,0.0038315-0.0001353i,-0.0011216+5.1111e-05i,-0.00050198+0.00045956i,-0.001249-0.00012706i,-0.0025787-0.00096782i,-0.0059393-0.0088864i,0.0027883-0.027837i,-0.00010523-0.034009i,-0.0075728-0.013557i,-0.0032129-0.025715i,-0.010735-0.010903i,-0.026993-0.029821i,-0.038055-0.033105i,-2.683e-05-0.017358i,0.0026647-0.011935i,0.0037391+0.0058844i,-0.00029508-0.001221i,0.0072335+0.0015218i,0.0023056+0.005641i,0.0020739-0.0038748i,-0.0022452-0.0078885i,-0.00040057+0.0067541i,0.0045736-0.006303i,0.0013982-0.0037982i,-0.0019143-0.000683i,0.00027559+0.00097722i,-0.00099072-0.0032895i,0.0035671+0.0015665i,-0.004542-0.00445i,0.005422+0.00064911i,-0.00052312-0.0048651i,0.001179-0.0027104i,-0.00056097+0.00082208i,-0.00076342+0.0046898i,-0.000477+0.002921i,0.0036831-0.00059364i,0.0030146+0.0025664i,0.00094449+0.00055224i,0.0037838+6.0699e-05i,-0.00080772+0.001962i,0.00011383+0.0086773i,0.00022997+0.00075095i,0.0032556+0.0024329i,0.00068706-0.00046837i,-0.0066597-8.1232e-05i,-0.0019807+0.000646i,-0.0040481-0.0045112i,-0.0011997+0.0019196i,0.0020027-0.0018154i,0.0019001-0.0017593i,0.0064329-0.026621i,0.0201+0.017185i,0.0068338+0.0046787i,-0.0067383+0.012665i,0.009018-0.0024014i,0.00047429-0.00059235i,-0.002704+0.0057751i
0.00031879-0.013322i,-0.02935-0.016152i,-0.031422+0.0069606i,-0.012147+0.0095183i,-0.0014946+0.012846i,-0.0081289+0.013831i,-0.020276+0.0085142i,-0.032655-0.0079281i,-0.021066+0.0022877i,-0.0026978+0.00077214i,0.00010471+0.00081006i,-0.00083115-0.00063753i,-0.00080782-0.0036677i,-0.0013192+0.00085503i,7.9834e-05-0.0007451i,-0.0023209+0.0012228i,-0.0019353+1.5067e-05i,0.00024726-0.0024667i,-0.00013534+0.00093456i,-0.00061425-0.00025082i,-0.00016212+0.00019074i,-0.0018598-0.00091853i,-0.00040271+0.00036216i,-0.0024842+0.00036674i,-0.00047029+0.0020404i,-0.001013+0.00059766i,-0.00057273-0.00021093i,-0.00010228-0.00061771i,0.00034365-0.0014356i,-0.00048057-0.0019743i,0.0014386+0.00085544i,0.00052803+0.00051008i,0.00061304+0.0010043i,-0.00041667+0.00086877i,0.0021667-0.0011139i,-0.0033633+0.0031661i,-0.0020722+0.0013763i,-0.00017907-0.0005431i,-0.00071156+0.0012339i,0.0034506-0.00051229i,-0.0011952+0.00018073i,-0.00042136+0.00043566i,-0.0012511-0.00014261i,-0.0022592-0.00026765i,-0.0068029-0.0073117i,-0.0016808-0.027292i,-0.0035904-0.033132i,-0.0085425-0.013729i,-0.0075231-0.027396i,-0.010565-0.013114i,-0.030763-0.02219i,-0.044665-0.025008i,-0.0013731-0.015655i,0.0020744-0.014364i,0.0037675+0.0080029i,-0.00060335-3.8908e-05i,0.00643+0.00024367i,0.0034836+0.0047389i,0.00055505-0.0029719i,-0.0056517-0.0056941i,0.0024707+0.0062812i,0.0010846-0.0062417i,-0.0003223-0.0042525i,-0.0017876-4.2495e-05i,0.00021739+0.00066616i,-0.0019505-0.0029868i,0.004184-0.00039742i,-0.0059246-0.002134i,0.0053074-0.0020585i,-0.0027097-0.0043984i,-6.1813e-05-0.0027913i,-0.00059174+0.001093i,0.00081679+0.0034488i,0.00035623+0.0028502i,0.0032784-0.0017144i,0.0026669+0.0023348i,0.00011891+0.00021522i,0.0032783-0.0010061i,-0.00028466+0.0024108i,0.0025249+0.0074413i,0.00010178+0.00061775i,0.0034071+0.00057345i,0.00011236-0.00084714i,-0.0060488+0.0024288i,-0.0011188+0.0010675i,-0.0045051-0.0033388i,-0.00042866+0.0019443i,0.00090125-0.0007658i,0.0010467-0.001341i,0.0026091-0.029446i,0.022409+0.010698i,0.0058629+0.0037975i,-0.0052329+0.01343i,0.0080911-0.003861i,0.00049374-0.00017558i,-0.0039009+0.0058028i
-0.0018461-0.012976i,-0.030571-0.011746i,-0.029326+0.012104i,-0.010343+0.011339i,-0.00079447+0.012025i,-0.0058271+0.013907i,-0.018809+0.011365i,-0.033286-0.0025314i,-0.021792+0.0043678i,-0.0024478+0.0015209i,0.00081508+0.00047255i,-0.0012818-0.00048588i,-0.0020627-0.0031529i,-0.00071989+0.0014225i,-0.00016396-0.00081743i,-0.0018005+0.0012905i,-0.0014818+0.00046652i,-0.00029894-0.0026929i,0.00042137+0.0005907i,-0.00070195-0.00022369i,-0.00027404+0.00021041i,-0.0018618+2.5926e-05i,-0.00027127+0.00023191i,-0.0027251+0.001205i,0.00024652+0.0017112i,-0.00070845+0.00077252i,-0.00067957-0.00019341i,-0.00022565-0.00064104i,-0.00026108-0.0015389i,-0.001236-0.0017486i,0.0016538+0.0003941i,0.0006607+0.00021675i,0.00093644+0.00070326i,0.00014569+0.00096903i,0.00098905-0.0016665i,-0.0022143+0.0041483i,-0.0014853+0.0021345i,-0.00034393-0.00049168i,5.4316e-07+0.0017923i,0.003454-0.00084506i,-0.0013868+0.00061818i,-0.00049121+0.00055032i,-0.0014654+0.00015147i,-0.0017922-4.9915e-05i,-0.0069733-0.0062056i,-0.0050728-0.026186i,-0.0065761-0.031918i,-0.0098588-0.013604i,-0.011908-0.027667i,-0.012465-0.01446i,-0.031318-0.014486i,-0.047617-0.014955i,-0.0010664-0.014485i,-0.00026437-0.016624i,0.003172+0.0090667i,-0.00013603+0.00068082i,0.0057265-0.00025155i,0.0039892+0.0033581i,0.00073408-0.002168i,-0.0078466-0.0018697i,0.0044799+0.0045907i,-0.0017291-0.0035213i,-0.0014991-0.0034971i,-0.00094885+6.757e-05i,0.00025696+0.00081626i,-0.0023924-0.0021645i,0.0033684-0.0025751i,-0.0057894+0.00073348i,0.0043847-0.0047811i,-0.0036458-0.0028277i,-0.0011284-0.0024532i,-0.00048715+0.0013818i,0.0012015+0.0020739i,0.00096447+0.0025218i,0.00177-0.0043488i,0.00448+0.001264i,-0.0004323+0.0005028i,0.0024943-0.002431i,0.00055945+0.0025231i,0.0039052+0.0057446i,-9.269e-05+0.00067852i,0.0022192-0.00090021i,-0.00037981-0.00081215i,-0.0043203+0.0044809i,-0.00067334+0.00095246i,-0.0050068-0.0029104i,8.7932e-05+0.0015162i,0.00053416+0.00045234i,0.00073096-0.00076904i,-0.002932-0.030579i,0.022101+0.0036218i,0.0052376+0.0032461i,-0.0046661+0.014479i,0.0086334-0.0063195i,0.00072514+0.00042761i,-0.0043464+0.0070313i
-0.0038978-0.01229i,-0.031512-0.0074986i,-0.02596+0.016496i,-0.0080594+0.012682i,-6.4091e-05+0.011551i,-0.0037361+0.013428i,-0.016916+0.013714i,-0.032485+0.0029314i,-0.022175+0.0074416i,-0.001947+0.0019711i,0.0010925-0.00042043i,-0.0016759+0.00020961i,-0.0029503-0.0022426i,6.5015e-05+0.0015385i,-0.00064246-0.0006715i,-0.0013567+0.0011657i,-0.0010637+0.001034i,-0.0011001-0.0029833i,0.00056161+0.00021188i,-0.0010597-6.7222e-05i,-0.00029345+0.00031147i,-0.0014869+0.00093906i,-0.00030819-2.5018e-06i,-0.0023355+0.0023492i,0.00053155+0.0015586i,-0.00050535+0.00087065i,-0.00072137-5.3444e-05i,-0.00041871-0.00068202i,-0.00071582-0.0012889i,-0.0019416-0.0011745i,0.0015319-9.2663e-05i,0.00070195-0.00017953i,0.0012797+0.00020489i,0.00061677+0.00072927i,9.4359e-05-0.001603i,-0.00082317+0.0043528i,-0.00054774+0.0027126i,-0.00050955-0.00033764i,0.0010378+0.0014949i,0.0035482-0.0016375i,-0.001221+0.0011744i,-0.00035308+0.00088366i,-0.0015829+0.00063494i,-0.0016868+8.0317e-05i,-0.0069556-0.0057146i,-0.0077128-0.025261i,-0.0090634-0.03101i,-0.011298-0.013407i,-0.01611-0.026855i,-0.014679-0.014146i,-0.029613-0.0088524i,-0.047074-0.0059236i,-0.00044664-0.014817i,-0.0034819-0.017365i,0.0054374+0.00894i,0.00026964+0.00088492i,0.0054267-0.00087164i,0.0039466+0.0021019i,0.0006285-0.0021992i,-0.0079892+0.002825i,0.0058193+0.0029628i,-0.0022824-0.0011235i,-0.0022088-0.0031292i,-0.00057639-0.00021558i,0.0006049+0.00086339i,-0.002393-0.0014127i,0.0017673-0.003791i,-0.0043541+0.002961i,0.001924-0.0064056i,-0.0038401-0.0019104i,-0.0020469-0.001737i,-0.00016954+0.0015449i,0.00088514+0.001184i,0.0012975+0.0021463i,-0.0023512-0.0046181i,0.0048348-0.00034558i,-0.00073856+0.00084048i,0.00046137-0.0033245i,0.0014877+0.0021191i,0.0045657+0.0039521i,-0.00043978+0.00070663i,0.0007646-0.0017682i,-0.00093128-0.00029165i,-0.0022061+0.005431i,-3.712e-05+0.00091995i,-0.0066353-0.0014309i,-2.263e-05+0.0012353i,0.0018621+0.002083i,0.00093868-0.00024602i,-0.008261-0.029917i,0.020018-0.0020852i,0.0046346+0.0021062i,-0.0028837+0.016495i,0.0058183-0.0085151i,0.0015805+0.00076964i,-0.0040557+0.008019i
-0.0054086-0.011338i,-0.03229-0.0029878i,-0.022086+0.019751i,-0.0057326+0.013272i,0.00099084+0.011394i,-0.0020673+0.012769i,-0.014967+0.015853i,-0.030422+0.0073903i,-0.021878+0.011086i,-0.0015104+0.0021524i,0.00071113-0.0011961i,-0.0015134+0.00095643i,-0.0033834-0.00097608i,0.00062134+0.0014225i,-0.00083327-0.00019142i,-0.0012613+0.0010873i,-0.00048158+0.0014494i,-0.0021449-0.0027303i,0.00069554-8.2395e-05i,-0.0013349+0.00028393i,-0.00019492+0.00037072i,-0.00074139+0.0013091i,-0.00052867-8.7264e-05i,-0.0014733+0.00293i,0.00085455+0.0014261i,-0.00024045+0.00097924i,-0.00077416+0.00011414i,-0.00068277-0.00062329i,-0.0010933-0.00093117i,-0.002321-0.00024425i,0.0013779-0.00032951i,0.00048586-0.00055592i,0.0012338-0.00061267i,0.00092694+0.00023479i,-0.00055836-0.0011247i,0.00035079+0.0041211i,0.00060797+0.0027078i,-0.00056183-0.00012987i,0.0014604+0.00065106i,0.0034211-0.0027454i,-0.00079067+0.0014882i,9.5677e-05+0.0010061i,-0.0013138+0.0011604i,-0.0015479+0.00037773i,-0.0069868-0.0057952i,-0.010255-0.024022i,-0.011627-0.029676i,-0.01324-0.012752i,-0.0197-0.025622i,-0.016414-0.013071i,-0.027352-0.0044798i,-0.044249+0.0006853i,-0.00059614-0.01578i,-0.0059436-0.016651i,0.0083076+0.0089289i,0.00065251+0.00093511i,0.0047632-0.001573i,0.0038211+0.0014886i,0.00022579-0.0017615i,-0.0058189+0.0066724i,0.005957+0.0017156i,-0.0019654+0.0011507i,-0.0032494-0.0025548i,-0.00058268-0.00052617i,0.0010155+0.00061883i,-0.0021927-0.00096357i,0.00015594-0.0039383i,-0.0022494+0.0042964i,-0.0002289-0.0082907i,-0.0041794-0.0011442i,-0.0026797-0.00063708i,7.2048e-05+0.0018499i,0.00047633+0.00084197i,0.0014409+0.0018102i,-0.0043947-0.0024936i,0.0044343-0.0025969i,-0.00078545+0.0014381i,-0.0015851-0.0026967i,0.0019253+0.001312i,0.0044062+0.0026822i,-0.00056084+0.0016114i,-0.0010819-0.0016685i,-0.00067014+0.00012031i,2.7848e-05+0.0054607i,0.0002708+0.00035683i,-0.0066973+0.0012117i,2.6555e-05+0.0013433i,0.0035053+0.0017901i,0.0013032-0.00023725i,-0.012609-0.028177i,0.016671-0.0072789i,0.0035569+0.0012724i,0.00044468+0.017588i,0.0035437-0.0086889i,0.0023619+0.00044916i,-0.0037489+0.0087224i
-0.0068359-0.010697i,-0.032271+0.0019951i,-0.017712+0.022559i,-0.0030559+0.013395i,0.002397+0.010889i,-0.00068459+0.012021i,-0.012408+0.017813i,-0.028417+0.010855i,-0.02013+0.014415i,-0.0012095+0.0022936i,1.1786e-05-0.0017216i,-0.0011608+0.0016397i,-0.0032755+0.00033206i,0.0010201+0.0013456i,-0.00079001+0.00026084i,-0.0013568+0.0012167i,0.00012138+0.0016611i,-0.00296-0.0020166i,0.0005728-0.00070753i,-0.0015104+0.0007766i,-0.00016486+0.00044325i,-0.00014681+0.0013738i,-0.00084373+0.00012249i,-0.00074597+0.0030999i,0.0011701+0.00122i,4.9208e-05+0.0010661i,-0.00080598+0.0003905i,-0.00097179-0.0003948i,-0.0013848-0.0003735i,-0.0020477+0.00079535i,0.0015102-0.00051832i,5.7753e-05-0.00074989i,0.00070857-0.0010708i,0.001001-0.00038181i,-0.00070807-0.00058095i,0.0012665+0.0036123i,0.0015066+0.0021527i,-0.00053138+7.3852e-05i,0.0013523-6.5888e-05i,0.0026516-0.0040817i,-0.00049562+0.0016736i,0.00041717+0.00089263i,-0.00085893+0.0016569i,-0.0012712+0.00051928i,-0.0076697-0.0064925i,-0.012086-0.023186i,-0.013506-0.028191i,-0.014815-0.010996i,-0.022729-0.023815i,-0.017745-0.011476i,-0.024398-0.0015706i,-0.041776+0.0056438i,-0.00060515-0.01665i,-0.0073963-0.015793i,0.011653+0.0061864i,0.00076848+0.00078582i,0.0038673-0.001772i,0.0037008+0.00060633i,0.00040684-0.0015108i,-0.0026816+0.0089311i,0.0049771+0.00039378i,-0.00081608+0.0030274i,-0.0033363-0.00091885i,-0.00098301-0.00054064i,0.0010101+0.00034208i,-0.0020622-0.00073183i,-0.00095911-0.0032129i,-3.4449e-05+0.0045436i,-0.02417-0.0087407i,-0.004589-0.00034565i,-0.0027762+0.00058931i,0.00093399+0.0019482i,-2.0302e-05+0.00061948i,0.0017417+0.0015254i,-0.0057404+4.8405e-05i,0.0026565-0.0040003i,-0.00032861+0.0019862i,-0.0028857-0.0012173i,0.0016664+0.00064212i,0.0044226+0.0019364i,0.00048832+0.002235i,-0.0022784-0.00010241i,-0.00060786+1.0104e-05i,0.0017928+0.0044839i,5.5025e-06+3.2491e-05i,-0.0047832+0.0030889i,0.00035564+0.0017607i,0.0043743+0.0012909i,0.0015579-0.00052224i,-0.016256-0.0261i,0.010787-0.011737i,0.0019771+0.00044793i,0.004067+0.016853i,0.0011877-0.0086745i,0.0025243-0.00017813i,-0.0031865+0.0097356i
