-0.0082605-0.039577i,-0.012717-0.043523i,0.00033081-0.04609i,-0.027068-0.027586i,-0.020335+0.014155i,-0.033514-0.030731i,-0.060424-0.059062i,-0.022237-0.071545i,-0.038101-0.054863i,0.0019968+0.014569i,-0.0075353+0.010525i,-0.014552+0.013487i,0.0022492+0.015986i,-0.0036978-0.0032942i,0.00066624+0.0064959i,0.001091+0.037757i,0.020329+0.057577i,0.00093224-0.00034476i,-0.0054655-0.0083273i,0.008498+0.003996i,0.0016118+0.0010979i,-0.00069133+0.0038251i,7.9961e-05-0.0011598i,-0.034931-0.0091589i,-0.0031219-0.0072848i,-0.00044738+0.0045277i,0.0052278-0.00082508i,0.0001491+0.00078811i,1.4498e-05-0.001134i,-0.00026594-0.0026499i,-0.0012859-0.0052968i,-0.0024493-0.0041512i,-0.0006525-0.0078097i,0.0032619-0.0012024i,0.0030912-0.0027436i,-0.0010103+0.034407i,0.0061595-0.0045145i,0.0033696-0.0019374i,0.004792-0.00044793i,-0.026887-0.0008797i,-0.00012206+0.00016177i,0.0079555+0.00043542i,0.0061676-0.00032523i,-0.0032762+0.0038431i,0.0027259+0.0017529i,-0.0030495+0.0073154i,0.012912-0.088511i,-0.0077122-0.048018i,-0.02477-0.039174i,-0.02094-0.041528i,0.061584-0.01962i,0.025922-0.063031i,0.038095-0.045524i,0.028944-0.05704i,0.01856-0.016211i,0.0086429+0.009602i,0.023979-0.030615i,-0.0079525-0.0043545i,0.0024938-0.0027574i,-0.00482-0.0059554i,0.00081626-0.032409i,-0.02405+0.031101i,0.0079378-0.010573i,-0.011102-0.0011509i,-0.0052327-0.0011323i,-0.001705-0.013706i,-0.010297+0.0044898i,0.0037899+0.0080948i,-0.0082514+0.030996i,0.0055926+0.0073311i,-0.0050456-0.0013964i,-0.0021268-0.0020117i,-0.010989-0.0075305i,0.00059541-0.0036869i,-0.035879+0.0021272i,0.0018381-0.01298i,-0.0088434-0.0017638i,-0.0064197-0.0027297i,0.0064859+0.0015747i,-0.0091671+0.0016516i,0.0013287+0.00079685i,0.0050799+0.0087559i,0.0046355+0.00027681i,-0.0089436-0.0088353i,0.0028337+0.0088513i,-0.017595+0.0052804i,0.0070884+0.002855i,-0.029513-0.0078296i,-0.034042+0.0035133i,0.023923-0.078431i,0.01195-0.010646i,-0.044617-0.026449i,-0.023311-0.0036326i,0.018263+0.01204i,-0.027159+0.012825i,-0.011622-0.0085353i
0.011598-0.0087096i,-0.0095781-0.035361i,-0.028794-0.01793i,-0.01365-0.00070916i,-0.01419+0.013695i,-0.018521+0.0073936i,-0.020851-0.0061326i,-0.017158-0.029843i,-0.016552-0.011857i,-0.0016655-0.0025615i,0.0008287+0.00010649i,0.0016132-0.00077041i,0.0021085-0.00033226i,0.00079906-0.00060897i,0.00081394-0.00027304i,-0.0033937-0.0021368i,0.0026085-0.0025116i,0.0026705-0.00083507i,-2.0276e-05-0.0012097i,0.00025391-0.00054021i,-0.0010432-0.0005391i,0.0017636-0.0012303i,-0.00089732-0.0010178i,-0.0017139-0.0019986i,-0.0016929-0.0010783i,-2.7755e-05-0.0011627i,-0.00012858-0.0016712i,-3.0396e-05-0.00018491i,0.00074351-0.00015656i,0.0010799+0.0003155i,-0.0013891+0.001491i,-0.00097033+0.00053258i,-0.00068716+0.00034452i,-0.00027556-0.00030677i,-0.00094736+0.0023424i,-0.0029901-0.00097182i,-0.00030127-0.0020961i,0.00034803+0.00034985i,-0.00078301-0.00025055i,0.0031387+0.0045429i,-0.00057813-0.00047084i,-0.00071073-0.00087113i,-0.0012654-0.00027016i,-0.00043832-0.0032118i,0.0021788-0.011041i,0.017044-0.018972i,0.01587-0.03411i,-0.0075768-0.018845i,0.0034457-0.01654i,-0.02006-0.021133i,0.0045611-0.038905i,-0.0037828-0.037297i,0.014698-0.013914i,0.005714-0.012951i,-0.0046009+0.00844i,0.0054199-0.0010573i,0.0048394+0.010933i,-0.0034872+0.0032996i,0.0051835-5.9212e-05i,0.0097866-0.0040766i,-0.0034619-0.0005016i,0.0094951+0.0050811i,0.0013561-0.0010844i,-0.0022847-0.002757i,-0.0020862+0.00079138i,0.0014062-0.0021338i,-0.0039896+0.004872i,0.0040272-0.003516i,-0.0033623+0.0050322i,0.0035114+0.00017652i,0.0040708+0.0017444i,-0.00125+0.00047733i,-0.006289-0.0023796i,-0.0017999+0.0016996i,-0.0011391+0.0020032i,0.00042599+0.0048678i,-0.0018198+0.0017294i,0.00048118+0.0032398i,-0.001437+8.3317e-05i,-0.0098967+0.003267i,-0.0012496-3.5782e-05i,-0.0039781+0.0032992i,0.00075795+0.00090547i,0.0020628-0.0046197i,-0.0014811-0.0018016i,0.002596-0.0045645i,-0.0033774-0.0010919i,0.006017+0.00016818i,0.0025966+0.00072071i,0.013918-0.017607i,-0.0012247+0.030447i,0.010482+0.013011i,-0.0097542+0.0055932i,0.0013352+0.0012132i,0.00096542-0.0017362i,-0.0041563+0.0064816i
0.0095673-0.010546i,-0.015386-0.033108i,-0.030843-0.013047i,-0.014211+0.00092441i,-0.010907+0.015242i,-0.016699+0.0096188i,-0.021686-0.0030401i,-0.022081-0.026414i,-0.018626-0.0088133i,-0.0025035-0.0021988i,0.00050061-0.00051565i,0.0010911-0.0014244i,0.0022726-0.0011524i,-2.4766e-05-0.0011451i,0.00059434-0.00030946i,-0.0038765-0.0015806i,0.0011108-0.003647i,0.0020687-0.0013175i,-0.00049226-0.0010353i,6.0197e-06-0.00082188i,-0.00095358-0.00013387i,0.0008983-0.0017121i,-0.0010221-0.00065341i,-0.0021053-0.00158i,-0.0020416-0.00027773i,-0.00049678-0.0010882i,-0.00053522-0.0010616i,5.9387e-05-0.00028004i,0.00079765-0.00039512i,0.0011915-0.00025668i,-0.00069723+0.0020565i,-0.00064404+0.00070085i,-0.00065066+0.00045834i,-0.00047647-0.00024146i,-0.00026611+0.0026681i,-0.0032181-0.00042409i,-0.001341-0.001725i,0.00058895+7.6015e-05i,-0.00086876-0.00018648i,0.0037377+0.0033549i,-0.00068681-0.00051932i,-0.00098639-0.00055668i,-0.0011412-0.00022094i,-0.0013601-0.0030905i,3.0865e-05-0.01123i,0.014684-0.021771i,0.011279-0.034557i,-0.0082332-0.016073i,0.0024476-0.018059i,-0.019086-0.015277i,-0.0042472-0.040673i,-0.011304-0.040061i,0.010691-0.01766i,0.0031563-0.011667i,-0.0013764+0.0096092i,0.0037426-0.0022911i,0.0071959+0.0079854i,-0.0026631+0.0048253i,0.0045018-0.0011574i,0.0078634-0.0066818i,-0.0042479+0.0015015i,0.010537+0.0020738i,0.0017358-0.0012348i,-0.002371-0.0018972i,-0.0010976+0.0013305i,0.0009752-0.0024666i,-0.0013147+0.0055275i,0.0020734-0.0050375i,-0.00087289+0.0058081i,0.0035829-0.0021063i,0.004014-0.00030391i,-0.0011269+0.00089752i,-0.006322+0.00071806i,-0.0013837+0.0018198i,3.2567e-05+0.0035391i,0.0013738+0.0038145i,-0.0010056+0.0023945i,0.0014767+0.003094i,-0.0016471+0.00085443i,-0.0078737+0.0062748i,-0.0010364+0.0011424i,-0.0021541+0.0046421i,0.00082795+0.00035101i,-0.00032721-0.0053868i,-0.001529-0.0010894i,0.0011502-0.0056424i,-0.0033615+0.00037773i,0.0053441-0.0011577i,0.0028274+0.00029652i,0.012928-0.01914i,0.0053139+0.029234i,0.010255+0.0098878i,-0.0093803+0.0077871i,0.0035676+0.0027447i,0.0011651-0.0016254i,-0.0036813+0.0070491i
0.0072947-0.011932i,-0.020611-0.029645i,-0.032046-0.0082205i,-0.014646+0.0031269i,-0.0076462+0.015611i,-0.014502+0.011521i,-0.021996+0.00037038i,-0.026224-0.022416i,-0.019516-0.0057087i,-0.0033153-0.0015361i,-3.2797e-05-0.00058944i,0.00024032-0.0015927i,0.0020724-0.0019757i,-0.00078008-0.00082742i,0.00058965-0.00038975i,-0.0041146-0.00065656i,-0.00055523-0.0035925i,0.0016274-0.0015808i,-0.00082588-0.00063237i,-0.00034753-0.000791i,-0.0007337+0.00018527i,0.00024125-0.0017156i,-0.0010657-0.00030757i,-0.0024268-0.001062i,-0.0020378+0.00024174i,-0.00085451-0.0008408i,-0.00067602-0.00075792i,3.1057e-05-0.00039583i,0.00069975-0.00064718i,0.0012031-0.0007708i,0.00034233+0.0021542i,-0.00032709+0.00079336i,-0.00067971+0.00064563i,-0.00057816-6.2422e-05i,0.000839+0.0026573i,-0.0035219+0.00024479i,-0.0019887-0.0010417i,0.00061535-0.0003809i,-0.00093231-3.777e-05i,0.0040869+0.002136i,-0.00089606-0.00050876i,-0.0010699-0.00016203i,-0.0010598-0.00016951i,-0.0019913-0.0025286i,-0.0023345-0.011147i,0.011638-0.024662i,0.0073752-0.034328i,-0.0083201-0.014311i,0.0017019-0.020565i,-0.016756-0.011675i,-0.013291-0.038952i,-0.020279-0.040583i,0.0063632-0.019086i,0.0023894-0.010786i,0.0016494+0.0091062i,0.0020508-0.0027233i,0.0075291+0.0051765i,-0.0011033+0.0060037i,0.0042479-0.0016846i,0.0047179-0.0090145i,-0.0038618+0.0034702i,0.010095-0.0015286i,0.0019608-0.0017086i,-0.002077-0.001277i,-0.00042028+0.0012738i,0.00049097-0.0028283i,0.001312+0.0045068i,-0.00018804-0.005628i,0.0020926+0.0049242i,0.0021359-0.0035413i,0.0031449-0.0017123i,-0.00076602+0.0010989i,-0.005195+0.0031421i,-0.0013021+0.0018777i,0.0022456+0.00399i,0.0016014+0.0033086i,0.00023407+0.0024629i,0.0025034+0.0027126i,-0.0012506+0.0015069i,-0.0052816+0.0076836i,0.0001022+0.0014908i,0.00018678+0.0056129i,0.0006191-0.0001474i,-0.0030226-0.0051953i,-0.0017133-0.0010708i,-0.00031193-0.0060015i,-0.0024313+0.0012192i,0.0041776-0.0021097i,0.0030717-1.2716e-05i,0.01158-0.021836i,0.011038+0.026465i,0.009126+0.0075883i,-0.0084173+0.0096828i,0.0057871+0.0028299i,0.00075444-0.0015109i,-0.0030518+0.0072168i
0.0047662-0.012825i,-0.024708-0.025133i,-0.03254-0.0029661i,-0.014197+0.0054623i,-0.0048184+0.015104i,-0.011983+0.012682i,-0.021524+0.0036896i,-0.029662-0.017779i,-0.020079-0.0030677i,-0.0042038-0.00064335i,-0.00042592-0.0002529i,-0.00043357-0.0012518i,0.0014098-0.0028606i,-0.0011281-0.00035647i,0.00054212-0.00062669i,-0.0039172+0.00038488i,-0.0019579-0.0027905i,0.0011086-0.0017159i,-0.0010376-0.00014723i,-0.00061885-0.00056395i,-0.00048566+0.000351i,-0.00032733-0.0017699i,-0.0010522+0.00012745i,-0.0026399-0.00038203i,-0.0019894+0.00090692i,-0.0011984-0.00045289i,-0.00078214-0.00047727i,-5.8524e-05-0.00048744i,0.00063653-0.00070392i,0.0009391-0.0014657i,0.0011278+0.0016547i,-2.778e-05+0.00077112i,-0.0004235+0.0010696i,-0.00062267+0.00016495i,0.0019738+0.0019817i,-0.0037256+0.0011912i,-0.0022524-0.0002385i,0.00036605-0.00070561i,-0.0010784+0.00027964i,0.0040267+0.0009933i,-0.0011877-0.00031619i,-0.0011131+0.00034169i,-0.00089567-0.00010226i,-0.0024253-0.001769i,-0.0047513-0.010374i,0.0076867-0.027242i,0.0040923-0.034542i,-0.0080757-0.013455i,-0.00054023-0.0234i,-0.013764-0.01014i,-0.020838-0.035186i,-0.029499-0.038389i,0.0028571-0.019053i,0.0025621-0.010951i,0.0032475+0.0073696i,0.00039763-0.0023128i,0.0074707+0.0033474i,0.00078679+0.0061372i,0.0037018-0.0029792i,0.0005927-0.0093655i,-0.0025431+0.0053081i,0.007919-0.0046185i,0.0019167-0.002549i,-0.0017484-0.00098556i,-7.9797e-06+0.0011213i,-0.00013362-0.0030647i,0.0025618+0.0028611i,-0.0026823-0.005461i,0.0036763+0.0030947i,0.0008811-0.0041326i,0.0019829-0.002371i,-0.00042353+0.0009074i,-0.0029967+0.0043205i,-0.0011784+0.0025667i,0.0038962+0.0027811i,0.0022444+0.0030035i,0.0010018+0.001516i,0.003438+0.0015426i,-0.001042+0.0018147i,-0.0028482+0.0084067i,0.00058284+0.00084433i,0.0024747+0.0045255i,0.00053037-0.00019087i,-0.0054324-0.0035194i,-0.0022016-0.00029491i,-0.0020086-0.0057794i,-0.0017192+0.0015704i,0.0026198-0.0022871i,0.0029497-0.0008845i,0.0090552-0.024716i,0.015968+0.022633i,0.0078097+0.0057636i,-0.007477+0.010782i,0.0076155+0.0021226i,0.00045218-0.0010902i,-0.0024483+0.00689i
0.0022005-0.013133i,-0.027235-0.020322i,-0.032047+0.0018708i,-0.013316+0.0076374i,-0.0027561+0.013984i,-0.0097499+0.013364i,-0.020679+0.0064476i,-0.031754-0.012191i,-0.020477-0.00082596i,-0.0046195+0.00047366i,-0.00041013+0.00020094i,-0.00071977-0.00087238i,0.00042517-0.003453i,-0.0013201+0.00016829i,0.0002743-0.00082864i,-0.0032816+0.0011057i,-0.0028278-0.0016728i,0.0006779-0.0017856i,-0.00081884+0.00057365i,-0.00074205-0.00026174i,-0.00024162+0.00028515i,-0.0012573-0.0015566i,-0.00075041+0.00039766i,-0.0026182+0.00030776i,-0.0015365+0.0017875i,-0.0012852+4.0381e-05i,-0.00070807-0.00018365i,-8.538e-05-0.00047941i,0.00065209-0.00094708i,0.00026305-0.0019449i,0.0014335+0.0011193i,0.00022872+0.00063581i,9.1096e-05+0.0012215i,-0.00061724+0.00049229i,0.0025935+0.00072595i,-0.0035905+0.0022949i,-0.0022704+0.00052973i,-3.7292e-06-0.00075673i,-0.00099134+0.00070963i,0.0036857+0.00012798i,-0.0014129+6.6625e-05i,-0.00065057+0.00060968i,-0.00071491+0.0001563i,-0.0025697-0.00086639i,-0.0064704-0.0087308i,0.0026863-0.028525i,0.00029053-0.034564i,-0.0081914-0.013511i,-0.0040009-0.025725i,-0.011131-0.010962i,-0.027125-0.029359i,-0.03859-0.033242i,-0.00027633-0.01778i,0.0028456-0.012257i,0.0029407+0.006224i,-0.00066488-0.0011991i,0.0071752+0.0017473i,0.0023542+0.00565i,0.0020283-0.0036438i,-0.003195-0.008128i,-0.00030021+0.0066214i,0.0041781-0.0064621i,0.0010719-0.0037816i,-0.0016782-0.00060881i,0.00025054+0.00096215i,-0.00093477-0.0030835i,0.0032569+0.0014089i,-0.0048715-0.0041021i,0.0048496+0.0014096i,-0.00046865-0.0046443i,0.00094004-0.0026057i,-0.00066105+0.00081755i,-0.00085598+0.0044401i,-0.00040805+0.0029169i,0.0059312+3.1879e-06i,0.0028414+0.0022992i,0.00077312+0.00049432i,0.0040467+0.00012465i,-0.00066739+0.0020262i,-9.514e-05+0.0084114i,0.00013403+0.00046588i,0.0033369+0.0024287i,0.00068647-0.0003609i,-0.0066217-0.000861i,-0.0017315+0.00095091i,-0.0036971-0.0048246i,-0.001264+0.0017682i,0.0012913-0.0019272i,0.0020554-0.0015295i,0.0061755-0.027136i,0.020125+0.017496i,0.0066303+0.0049946i,-0.0067491+0.01189i,0.010505+2.3778e-05i,0.00041539-0.00060831i,-0.0024635+0.006067i
-9.8621e-05-0.012926i,-0.029079-0.015892i,-0.031299+0.0067638i,-0.01196+0.0095801i,-0.0013408+0.01279i,-0.0074528+0.013738i,-0.019667+0.009236i,-0.032526-0.0070698i,-0.021121+0.001232i,-0.0048472+0.00042753i,7.3322e-05+0.00046775i,-0.00081522-0.00062079i,-0.00078822-0.0036377i,-0.0011574+0.00098738i,1.4184e-05-0.00077242i,-0.0025783+0.0014372i,-0.0033223+0.00069175i,0.00014031-0.0019203i,-0.00014187+0.00084683i,-0.00066221-0.00014528i,-0.00019514+0.0001624i,-0.0018937-0.00062973i,-0.00050381+0.00042023i,-0.0026574+0.00084444i,-0.00050489+0.0021644i,-0.0010561+0.00053223i,-0.00061604-0.00014644i,-0.00010434-0.0006065i,0.00035826-0.0014084i,-0.00051767-0.0019505i,0.0017147+0.00072435i,0.00042342+0.00043165i,0.00063524+0.00098486i,-0.0002632+0.00089028i,0.0023011-0.00079844i,-0.003022+0.0033904i,-0.0021369+0.0013556i,-0.00028632-0.00055722i,-0.0009516+0.0011218i,0.0034444-0.00030422i,-0.0014744+0.00031866i,-0.00057316+0.00054006i,-0.00053835-6.5173e-05i,-0.0021256-0.00025459i,-0.0071152-0.0072096i,-0.0019937-0.027891i,-0.0035101-0.03387i,-0.0089509-0.013612i,-0.0083142-0.027089i,-0.011054-0.013117i,-0.030596-0.021973i,-0.044973-0.025482i,-0.0017187-0.01581i,0.0020887-0.014738i,0.0024391+0.0075291i,-0.00078817+8.4539e-05i,0.0064789+0.0002985i,0.0035479+0.0046322i,0.00054548-0.0027636i,-0.0063557-0.0054183i,0.0025283+0.006386i,0.00046533-0.0052904i,-0.00056691-0.0037356i,-0.0015563-9.442e-05i,0.00016681+0.00073914i,-0.0018078-0.0028742i,0.0038798-0.00029942i,-0.0061155-0.0017027i,0.0054795-0.00081386i,-0.0022261-0.0040632i,4.2143e-05-0.0026509i,-0.00060649+0.0010988i,0.00064337+0.003323i,0.00047703+0.0027276i,0.0032373-0.0027194i,0.0030021+0.0030623i,-6.6595e-05+0.00029384i,0.0035306-0.0011475i,-0.00018931+0.0023879i,0.0024526+0.0073422i,-0.00011931+0.00065034i,0.0034142+0.00046484i,0.00022523-0.00073263i,-0.0064475+0.0018328i,-0.00070167+0.0011726i,-0.0043837-0.0034674i,-0.00061588+0.0017429i,0.00046984-0.00083981i,0.001324-0.0012524i,0.0022904-0.029908i,0.022179+0.010623i,0.0058567+0.004137i,-0.0056879+0.013222i,0.011878-0.0053746i,0.00042317-0.0001715i,-0.0035201+0.0058039i
-0.002163-0.01243i,-0.030422-0.01165i,-0.029188+0.011937i,-0.010194+0.011343i,-0.00058193+0.011944i,-0.0052213+0.013672i,-0.018159+0.011909i,-0.032789-0.0019883i,-0.021943+0.003481i,-0.0038425+0.00072756i,0.00063633+0.00015262i,-0.00124-0.00045869i,-0.0019858-0.0031303i,-0.00049639+0.001465i,-0.00023146-0.00078321i,-0.002039+0.0015466i,-0.0013223+0.0017795i,-0.00029173-0.0019856i,0.00040702+0.00055373i,-0.00071519-0.00019284i,-0.00030156+0.00022906i,-0.0019104+0.00042054i,-0.00034105+0.00031854i,-0.0027216+0.001751i,0.00019644+0.0017884i,-0.00071661+0.00074813i,-0.00065939-0.00012974i,-0.00026913-0.00065317i,-0.00026011-0.0015077i,-0.0012513-0.0016195i,0.0018139+0.00014475i,0.00053803+0.00022613i,0.00099876+0.00067337i,0.00028173+0.00088379i,0.0013164-0.0015431i,-0.0019328+0.0042878i,-0.0015405+0.0021784i,-0.00044383-0.00046773i,-0.00041019+0.001912i,0.0035923-0.00068969i,-0.0014739+0.00071694i,-0.00064168+0.0007637i,-0.0007547-0.00035348i,-0.0016736-3.3118e-05i,-0.0072237-0.0061308i,-0.0055266-0.026667i,-0.0068743-0.032654i,-0.010142-0.013495i,-0.012629-0.027336i,-0.012848-0.014281i,-0.031204-0.014746i,-0.048718-0.015616i,-0.001039-0.014331i,-0.00057143-0.017153i,0.0027046+0.0080573i,-0.00031418+0.00086755i,0.0057909-0.00041552i,0.0040587+0.0032772i,0.00077315-0.0019795i,-0.0082579-0.0015847i,0.0045789+0.0048352i,-0.0016953-0.0037691i,-0.0014927-0.0026501i,-0.00077259+0.00021918i,0.0002173+0.00090835i,-0.0023608-0.0020956i,0.0031106-0.0024056i,-0.0058422+0.0011254i,0.0048741-0.0039903i,-0.0029671-0.0027691i,-0.0010453-0.0024958i,-0.00043802+0.0013114i,0.001093+0.0020149i,0.0010539+0.0023321i,0.0011583-0.0038198i,0.0048371+0.0013508i,-0.00054513+0.0005529i,0.0028005-0.0026703i,0.00051477+0.0023443i,0.0038759+0.0055702i,-9.345e-05+0.00080958i,0.0022631-0.00098234i,-0.0002027-0.00078088i,-0.0053021+0.0042035i,-0.00047805+0.00098228i,-0.0043365-0.0028888i,-3.5503e-05+0.0014411i,0.00034257+0.00021229i,0.00098073-0.00065311i,-0.0032697-0.031178i,0.021506+0.0038133i,0.0053277+0.0034474i,-0.0047226+0.014406i,0.0068721-0.0077066i,0.00073883+0.00047988i,-0.004192+0.0067732i
-0.0040336-0.011653i,-0.031446-0.0074205i,-0.025782+0.016269i,-0.0078346+0.012629i,9.3628e-05+0.01148i,-0.0032085+0.013102i,-0.016302+0.014103i,-0.031808+0.0030727i,-0.022638+0.0065592i,-0.0030455+0.0014204i,0.00074001-0.00056727i,-0.0016255+0.00022895i,-0.0028697-0.002254i,0.00028704+0.0014999i,-0.00064481-0.00057518i,-0.0015093+0.0015318i,-0.00037782+0.0016879i,-0.00081518-0.0020899i,0.00056976+0.00018006i,-0.0010226-7.2194e-05i,-0.00028371+0.00035828i,-0.0013118+0.0011082i,-0.00034996+0.00011985i,-0.0021155+0.0027604i,0.00050292+0.0017173i,-0.0004673+0.00087646i,-0.00071107-5.2582e-05i,-0.00043859-0.00061909i,-0.00072346-0.0012429i,-0.0018412-0.0010041i,0.0016304-0.00027383i,0.00058067-0.00011447i,0.0013256+0.00018149i,0.00071924+0.00060805i,0.00040176-0.0016788i,-0.00059188+0.0045332i,-0.0006622+0.0027456i,-0.00058797-0.00026615i,0.00067749+0.0018757i,0.0037974-0.0016531i,-0.0012369+0.0012085i,-0.00037642+0.0012006i,-0.0012263-8.7729e-05i,-0.0015692+5.5298e-06i,-0.0071589-0.0056643i,-0.0083765-0.025629i,-0.0094469-0.03153i,-0.011522-0.013317i,-0.016792-0.02627i,-0.014901-0.01405i,-0.029796-0.0093495i,-0.04839-0.0064489i,-0.00028395-0.014765i,-0.0040915-0.017811i,0.0041227+0.0092623i,0.0002139+0.0011593i,0.0053828-0.0011302i,0.003895+0.002126i,0.00068102-0.0020069i,-0.0080174+0.0030321i,0.0060873+0.003366i,-0.002311-0.00068197i,-0.00098082-0.0020658i,-0.00036364-9.5179e-05i,0.00055259+0.0009155i,-0.0023232-0.0014151i,0.0014644-0.0036337i,-0.004219+0.0032483i,0.0023554-0.0063186i,-0.00329-0.0021246i,-0.0019212-0.0017073i,-0.00015009+0.0014887i,0.00086996+0.0012237i,0.0012077+0.0019005i,-0.00139-0.0040049i,0.0052015-0.00062988i,-0.0007535+0.00082528i,0.00075745-0.0036617i,0.0012936+0.0018519i,0.0044891+0.0038546i,-0.00051194+0.00090007i,0.00060001-0.0016288i,-0.0007878-0.00031678i,-0.0030392+0.0061051i,0.00016622+0.00090057i,-0.0067209-0.0019592i,-0.00016558+0.0011344i,0.0008892+0.001312i,0.0012441-0.00049588i,-0.0088793-0.030455i,0.019258-0.0015198i,0.0047827+0.0022256i,-0.0029171+0.016077i,0.0053457-0.0083658i,0.0016745+0.0007108i,-0.0040789+0.0078728i
-0.0054187-0.010784i,-0.032187-0.0028574i,-0.022119+0.019406i,-0.0054503+0.013232i,0.00118+0.01133i,-0.0016489+0.012349i,-0.014364+0.016187i,-0.02991+0.007308i,-0.022241+0.010182i,-0.0023069+0.0018822i,0.00040305-0.0011836i,-0.0014442+0.0009617i,-0.003238-0.0009473i,0.00077375+0.0013043i,-0.00079933-0.00014027i,-0.0012831+0.0014116i,0.00040695+0.0015616i,-0.0016849-0.0018918i,0.00074474-0.00013121i,-0.001334+0.00030152i,-0.00017389+0.00037128i,-0.00065852+0.0013615i,-0.00050465+3.3279e-05i,-0.0012343+0.0031935i,0.00089357+0.0015205i,-0.0001888+0.00096221i,-0.00078917+0.00015481i,-0.0006213-0.00057001i,-0.0010479-0.0009288i,-0.0021514-8.6295e-05i,0.0014013-0.0003315i,0.00038649-0.00047798i,0.0012453-0.00060179i,0.0010501+8.8566e-05i,-0.00040855-0.0012157i,0.00062687+0.0041939i,0.00044761+0.002644i,-0.000555-5.6232e-05i,0.0013512+0.0011737i,0.003595-0.0030611i,-0.00080165+0.0015077i,0.00020869+0.0012328i,-0.0013504+0.00038696i,-0.0014506+0.00032457i,-0.0072305-0.0058202i,-0.011079-0.024222i,-0.012047-0.030148i,-0.013486-0.0126i,-0.020089-0.024979i,-0.016666-0.013105i,-0.02788-0.0048738i,-0.046227+0.0010285i,-0.00021042-0.015865i,-0.0067239-0.016816i,0.0071469+0.010085i,0.00072707+0.0011728i,0.004613-0.0017519i,0.0038784+0.0015066i,0.00035375-0.0015882i,-0.0059596+0.0066076i,0.0059069+0.0018449i,-0.0018015+0.00138i,-0.0018364-0.0026311i,-0.0005188-0.00055611i,0.00083632+0.00072865i,-0.0021253-0.0011013i,-0.00010144-0.0037668i,-0.0019032+0.0044001i,-0.00046714-0.0067261i,-0.0038522-0.0015141i,-0.0025959-0.00073788i,0.00012734+0.0017766i,0.00044611+0.00086145i,0.0014057+0.0016297i,-0.0039686-0.0028972i,0.0044981-0.0024756i,-0.00067849+0.0013935i,-0.0013632-0.0028282i,0.0016833+0.0011479i,0.0044481+0.0026921i,-0.0007786+0.001669i,-0.0010102-0.0011109i,-0.00072954+0.00016498i,-0.00017186+0.0064254i,0.00043622+0.00022583i,-0.0069692+0.0012729i,-0.00023105+0.0012242i,0.0022225+0.0016961i,0.0014791-0.00056162i,-0.013409-0.028259i,0.016025-0.0064658i,0.0036586+0.0013131i,0.00014038+0.01708i,0.0034039-0.0087837i,0.0023123+0.00030319i,-0.0038663+0.0087345i
-0.0066667-0.010129i,-0.032116+0.002172i,-0.017894+0.022201i,-0.0028279+0.013263i,0.0025996+0.010795i,-0.00035157+0.011605i,-0.011842+0.018069i,-0.027939+0.01052i,-0.020751+0.01381i,-0.0017679+0.0022635i,-0.00019141-0.0015695i,-0.0011336+0.0016157i,-0.0031469+0.00034089i,0.0011834+0.0012135i,-0.00078486+0.00026093i,-0.0012313+0.0014265i,0.0011615+0.0011815i,-0.0023839-0.0011751i,0.00059089-0.00069401i,-0.0013619+0.00083024i,-0.00014204+0.00043719i,-9.4482e-05+0.0014431i,-0.00075734+0.00022603i,-0.00051091+0.0032992i,0.0012148+0.0011751i,0.00010788+0.0010889i,-0.00079765+0.00043691i,-0.0009154-0.00041412i,-0.0013662-0.00042166i,-0.00186+0.0008818i,0.0014163-0.00039331i,-6.2154e-07-0.00069543i,0.00072332-0.0010651i,0.0010375-0.00056917i,-0.00070024-0.00073034i,0.0015951+0.0036383i,0.0012553+0.0021628i,-0.00050299+0.00011277i,0.0015468+0.00043386i,0.0026043-0.0043734i,-0.00040783+0.0016825i,0.00051091+0.0010287i,-0.0014074+0.00092727i,-0.0011092+0.00038619i,-0.0081586-0.0064942i,-0.012893-0.022965i,-0.014402-0.028482i,-0.015019-0.010884i,-0.022863-0.023357i,-0.018122-0.011439i,-0.025063-0.001802i,-0.043222+0.0068078i,-5.8692e-05-0.017161i,-0.0083744-0.015621i,0.011903+0.0089237i,0.00091103+0.001018i,0.0036226-0.0018481i,0.0036916+0.00069202i,0.00056841-0.0014168i,-0.0027972+0.0090006i,0.0050954+0.00068033i,-0.00047511+0.0030101i,-0.0023938-0.001742i,-0.0010561-0.0005305i,0.00088138+0.0004679i,-0.0020096-0.00087558i,-0.0010601-0.0031119i,0.00041462+0.0044776i,-0.0017481-0.0059269i,-0.0042845-0.00087307i,-0.0027293+0.00041109i,0.0008654+0.0015288i,1.721e-05+0.00065072i,0.0018059+0.0014768i,-0.0057368-0.00052581i,0.0030071-0.0037125i,-0.00018562+0.0018356i,-0.0028761-0.001178i,0.0014239+0.00071993i,0.0043622+0.0018665i,0.00030551+0.0021906i,-0.0020022-3.5898e-05i,-0.00074246+7.689e-05i,0.0021739+0.0052224i,-7.6892e-05-0.00029969i,-0.0052515+0.0032097i,0.00018538+0.0016091i,0.0032155+0.001494i,0.001619-0.00072391i,-0.01702-0.025807i,0.011372-0.010717i,0.0020424+0.00053915i,0.0038455+0.016555i,0.0013083-0.0087762i,0.0023979-0.00035053i,-0.0033628+0.009824i
