-0.022786-0.039626i,-0.010081-0.048832i,-0.017276-0.045644i,-0.030762-0.035951i,-0.029609-0.017521i,-0.051072-0.028722i,-0.059943-0.026031i,-0.045352-0.039273i,-0.029411-0.037251i,0.0075304+0.011941i,-0.0058975+0.01596i,-0.0048928+0.014814i,0.0097091+0.022067i,-6.4872e-05+0.0051616i,0.0035127+0.0031502i,0.0068357+0.018148i,0.027805+0.040191i,-0.002551-0.001069i,-0.0040804-0.0064581i,0.008382+0.0010516i,-4.722e-05-0.000836i,-0.00082515+0.0015146i,0.00021643-0.00027688i,-0.030856-0.002293i,-0.00131-0.0057637i,0.0018343+0.0047928i,0.0038217-0.00021577i,-0.00049443+0.0005819i,0.00064857-0.00053001i,-0.00060632-0.002756i,-0.0011836-0.0065593i,-0.0043366-0.0044173i,-0.0021848-0.005033i,0.00229-0.00082952i,0.0023789-0.0029218i,0.0026109+0.026913i,0.0016911-0.0031081i,0.0026324+0.00060083i,0.0056548+0.0013058i,-0.010412-0.0035369i,-0.0032321+0.00075795i,0.0068882+0.00085525i,0.0053585+0.00012122i,-0.0041579+0.0052712i,0.0019739-0.0085744i,-0.012935+0.019221i,0.036226-0.091304i,0.012869-0.071058i,-0.015612-0.060189i,-0.017241-0.055655i,0.038028-0.047859i,0.01664-0.063591i,0.034801-0.055787i,0.031812-0.059292i,0.015715-0.01391i,0.0043478+0.016788i,0.016275-0.026279i,-0.011664+0.0066205i,-0.00045843+0.0060258i,-0.0057617-0.00076001i,-0.0027867-0.028276i,-0.024362+0.031291i,0.0099925-0.011517i,-0.013387-0.0031087i,8.1747e-05-0.004906i,-0.0013235-0.015944i,-0.0075309+0.0048598i,0.005158+0.0060747i,-0.0083783+0.031094i,0.0060305+0.0055682i,-0.0051154-0.0010907i,-0.0030041-0.00035363i,-0.011985-0.0071396i,-0.00083583-0.0043678i,-0.030058+0.0064679i,0.0012854-0.010729i,-0.0091785-0.0020124i,-0.0069576-0.0026899i,0.0068965+0.0028926i,-0.0079839+0.001308i,0.00015659+0.00047959i,0.0060913+0.010991i,0.0036449+0.0014122i,-0.0097996-0.0095314i,0.0032342+0.008277i,-0.02147+0.0060643i,0.0088565+0.00017576i,-0.029346-0.0037472i,-0.042453+0.0028417i,0.019996-0.097389i,-0.0021864-0.013686i,-0.053132-0.021859i,-0.022874+0.0010706i,0.018637+0.010197i,-0.024548+0.012962i,-0.01896-0.012724i
-0.01256+0.012625i,-0.037721+0.007849i,-0.017389+0.020705i,-0.014017+0.017047i,-0.0061754+0.026295i,0.0037846+0.012794i,0.0042192+0.012867i,-0.00079954+0.019717i,-0.012531+0.015783i,-0.0010302+0.002217i,7.9142e-05-0.00093522i,-0.00068267+0.0015738i,-0.0021271+0.0011656i,0.0026575+0.00076762i,0.00046217+0.00059108i,0.00063804+0.0015211i,0.00034631+0.001618i,-0.0019635+0.00065215i,-0.00058151-4.9818e-05i,-0.00067222+0.001943i,-1.664e-05+0.00071992i,0.0010566+0.0011417i,0.00028511+0.00052171i,0.0013467+0.0033458i,-0.00013293-0.00059293i,-0.00041432+0.00038576i,-0.0011953+0.00058119i,-0.00076101+0.00035213i,-0.00035431-0.00014473i,-0.00032432+0.0010373i,-9.8184e-05-0.0018076i,-2.6068e-05+0.0001348i,-0.00049414+3.2203e-05i,-2.8844e-05-0.00099505i,0.00010347-0.00053695i,0.0026399+0.0030123i,0.00045408+0.00065076i,4.601e-05+0.00080745i,0.00033031+0.0012739i,0.0019764-0.00053175i,-0.00012048+0.00059277i,0.00072508+0.0011188i,0.00084979+0.00062944i,8.1208e-05+0.00020935i,-0.021258-0.00048594i,-0.024034-0.028689i,-0.0093487-0.042436i,-0.02373-0.032897i,-0.027053-0.035061i,-0.025158-0.015368i,-0.030083-0.011208i,-0.02573+0.0093876i,-0.010082-0.025725i,-0.0099671-0.016131i,0.0096447+0.0059058i,0.0038711+0.0015785i,0.0040268-0.002567i,0.0059101-0.0013533i,-0.00013684-0.001423i,-0.0030748+0.008316i,0.0015847-0.00125i,0.0023865+0.0036171i,-0.0023686-0.0019731i,-0.0013147-0.00011042i,0.001008+0.0010847i,-0.0022066-0.0004473i,-0.0010175-0.0016818i,0.001179+0.0028073i,-0.0041148-0.0038401i,-0.0047802+0.00066557i,-0.0033165+0.0018759i,0.00049767+0.001224i,-0.0001518-2.6794e-05i,0.0011956+0.00098405i,-0.0046487-0.00094401i,0.0022624-0.0043217i,0.0011043+0.0015639i,-0.0024921+0.00074461i,0.0010599+0.00027216i,0.0050122+0.00057783i,0.00079682+0.0011637i,-0.0017338+0.00038251i,-0.00055642-5.1849e-05i,0.0031599+0.0033813i,-0.0015865-0.00066331i,0.00055881+0.0037172i,0.0011564+0.0031222i,0.0039923-0.00049064i,-0.0011312-0.0021373i,-0.026058-0.036444i,0.0060774-0.0074421i,0.0060782-0.00075735i,0.0096804+0.012917i,0.0010406-0.0095821i,0.0031377-0.0016674i,-0.0023354+0.012152i
-0.010803+0.013658i,-0.035172+0.013899i,-0.013574+0.022035i,-0.01091+0.017868i,-0.0020103+0.025706i,0.004772+0.011486i,0.0057168+0.011389i,0.0020752+0.018231i,-0.010258+0.017221i,-0.00064294+0.0025403i,-0.00055588-0.00065901i,0.00011635+0.0019844i,-0.0015664+0.0016303i,0.003184-0.00014313i,0.00083294+0.00031731i,0.00093079+0.0013638i,0.0011863+0.0016752i,-0.0017314+0.0013275i,-0.00071497+0.00034655i,0.00012707+0.0020486i,6.3172e-06+0.00075907i,0.0014031+0.00064i,0.00027225+0.00051416i,0.001961+0.0031018i,-0.00025573-0.00024417i,-0.00012005+0.00042615i,-0.00075245+0.0011088i,-0.00060205+0.00067698i,-0.00024367-4.4129e-05i,4.6143e-05+0.00089471i,-0.00064032-0.0018468i,-0.00010955+0.00033536i,-0.00044881+0.00028906i,-0.0004665-0.00096287i,-0.00017425-0.00055297i,0.0034566+0.0020313i,0.00074456+0.00040065i,0.00025352+0.00082218i,0.00073307+0.00093274i,0.0015998-0.00098809i,0.00010788+0.00073852i,0.0010836+0.00064026i,0.0012026+0.00031084i,1.3953e-05+0.00032822i,-0.021717+0.0020471i,-0.028228-0.02606i,-0.014186-0.043199i,-0.027426-0.030527i,-0.032499-0.031775i,-0.025708-0.013331i,-0.029155-0.0076904i,-0.022777+0.010733i,-0.012837-0.026253i,-0.010892-0.016036i,0.010532+0.002616i,0.0040409+0.0012419i,0.0038552-0.0020884i,0.0053219-0.0027526i,-0.00074128-0.0017806i,0.00024048+0.0095544i,0.00058452-0.0012644i,0.0037234+0.0026763i,-0.0029274-0.0020731i,-0.0016013+0.00050716i,0.0016236+0.00095384i,-0.0023854-0.00023596i,-0.00084473-0.0017048i,0.0023242+0.0013585i,-0.0050457-0.0018382i,-0.0053256+0.0022499i,-0.0023954+0.0032806i,0.00055371+0.00096055i,-0.00042951+0.00044098i,0.0011126+0.00060127i,-0.0046444+0.0012634i,0.00049337-0.0048387i,0.0013306+0.00097074i,-0.0016815+0.0020115i,0.00093567+0.00021883i,0.0049929-0.00061642i,0.00054806+0.00080683i,-0.0015175+0.0011058i,-0.00076589+1.2574e-05i,0.0029913+0.0015129i,-0.0017285-0.00018162i,0.0016009+0.0029266i,0.0023696+0.0026243i,0.0039369-0.0017377i,-0.0013685-0.0015114i,-0.030195-0.033075i,0.00028785-0.0069854i,0.0034751-0.0010139i,0.010999+0.0094836i,-0.00054205-0.0094147i,0.0024198-0.0025376i,-0.0013282+0.01217i
-0.0089199+0.014617i,-0.031225+0.018863i,-0.010003+0.022524i,-0.0080129+0.017961i,0.0019402+0.024424i,0.0054867+0.010354i,0.0068683+0.009676i,0.0041099+0.016433i,-0.0075907+0.018366i,4.9755e-05+0.0027912i,-0.00066738-0.00012061i,0.0010104+0.0016293i,-0.00091656+0.0019592i,0.0030199-0.001267i,0.0010529-0.00020098i,0.001253+0.0011502i,0.0022797+0.0012079i,-0.0011674+0.0018894i,-0.00039454+0.0006915i,0.00082709+0.0016909i,0.00010618+0.00096328i,0.0014282+3.9334e-05i,0.00034682+0.0006421i,0.0025615+0.0026518i,-8.8261e-05-0.00014352i,0.00010371+0.00027298i,-0.00013534+0.0012394i,-0.00029651+0.0008742i,-0.00021429-2.3992e-05i,0.00025529+0.00063017i,-0.0013167-0.0016702i,-6.2181e-06+0.00047261i,-0.00036785+0.00045404i,-0.00089985-0.00071453i,-0.00054161-0.00045599i,0.0038934+0.00093773i,0.00080869+4.9398e-05i,0.00057984+0.0007304i,0.00088411+0.00053799i,0.0011878-0.001154i,0.00031849+0.00071639i,0.0010381+8.7149e-05i,0.0012954-0.0002746i,0.00028892+0.00036542i,-0.021736+0.0048985i,-0.031854-0.021895i,-0.020512-0.04273i,-0.031437-0.027038i,-0.037686-0.027134i,-0.026799-0.012019i,-0.027674-0.0048832i,-0.020231+0.011296i,-0.015984-0.025493i,-0.012403-0.016452i,0.010001-7.972e-05i,0.004401+0.0007342i,0.0043871-0.0021463i,0.0041193-0.0040329i,-0.0017818-0.001514i,0.0038063+0.0091818i,-0.0001491-0.00061388i,0.004171+0.0015759i,-0.0038786-0.0015559i,-0.001074+0.0012401i,0.0019972+0.00026599i,-0.0026114+0.00016499i,-0.0010794-0.0019822i,0.002113+5.6307e-06i,-0.0047657+4.4883e-05i,-0.0044914+0.004459i,-0.00085515+0.0039745i,0.00041962+0.00098487i,-0.00037941+0.00075296i,0.0011205+0.00055985i,-0.0037287+0.0029276i,-0.0016991-0.0045021i,0.0011905+0.0007977i,-0.00041102+0.0027147i,0.00091968+0.00032064i,0.0043275-0.001721i,0.00034967+0.0011521i,-0.0010345+0.0017193i,-0.00064651+0.00016506i,0.0020904+0.00066413i,-0.0018824+0.0004253i,0.002497+0.0017014i,0.0033136+0.0015733i,0.0032247-0.002577i,-0.0016273-0.0011031i,-0.033504-0.029037i,-0.0048386-0.0045231i,0.0008533-1.4512e-05i,0.010703+0.0058279i,-0.0024763-0.0083682i,0.0014092-0.0026108i,-0.00073684+0.012299i
-0.0069842+0.015325i,-0.026597+0.022121i,-0.0067055+0.022417i,-0.0056027+0.017458i,0.0050784+0.022262i,0.0062499+0.0093021i,0.0075081+0.0076787i,0.0057321+0.014821i,-0.0045529+0.018786i,0.00082083+0.0027247i,-0.00052829+0.00021246i,0.0013129+0.00095602i,-0.00021037+0.0020319i,0.0025016-0.0020913i,0.00088883-0.00066096i,0.0015364+0.00084171i,0.0030377+0.00011207i,-0.00046964+0.0021252i,-9.8895e-05+0.00055457i,0.0012138+0.0011501i,0.00043946+0.0012002i,0.0011074-0.00044298i,0.00061186+0.00066429i,0.0031512+0.0020531i,-7.7195e-05-0.0002869i,0.00015325+3.8466e-05i,0.000364+0.0011156i,8.4737e-05+0.0009942i,-0.00014802-2.7139e-05i,0.00033375+0.00036997i,-0.0019488-0.0011814i,0.00013498+0.00055389i,-0.00020819+0.00062196i,-0.00117-0.00028306i,-0.00075309-0.00013553i,0.0040345-5.8073e-05i,0.00069132-0.0001798i,0.00085089+0.00047683i,0.00096114+0.00021698i,0.00096336-0.0010655i,0.00044983+0.00065692i,0.00076811-0.00020605i,0.0011138-0.00075293i,0.00062541-4.7356e-06i,-0.02135+0.0077638i,-0.034165-0.017213i,-0.027129-0.040087i,-0.034495-0.022475i,-0.041171-0.021017i,-0.028697-0.010126i,-0.025981-0.0032426i,-0.018148+0.011307i,-0.018437-0.02384i,-0.014887-0.016379i,0.0087725-0.0018119i,0.0047444+8.0679e-05i,0.004907-0.0029461i,0.0023374-0.0044672i,-0.0024207-0.00049234i,0.0067524+0.0074886i,-7.2611e-05+0.00018091i,0.0040073+0.00052033i,-0.004348-0.00043406i,-0.0001247+0.0012464i,0.0020624-0.00036147i,-0.0025981+0.00074392i,-0.0017201-0.0022088i,0.0016124-0.00072513i,-0.0039727+0.0012088i,-0.0025394+0.0057197i,0.00072749+0.0038845i,0.00056879+0.00132i,-0.00034506+0.0012246i,0.0013561+0.00017796i,-0.0021952+0.0040298i,-0.0034431-0.002903i,0.0013444+0.00079542i,0.00088926+0.0026228i,0.00091607+0.00024514i,0.0035454-0.0027036i,0.00097983+0.0015894i,-0.00040325+0.0022109i,-0.00077138+0.00012856i,0.0013409+0.00048919i,-0.0015734+0.0011087i,0.0024632+0.00011392i,0.0037904+0.00029063i,0.0024195-0.0031827i,-0.0017313-0.00039502i,-0.036026-0.024995i,-0.0080955-0.00015872i,-0.00093805+0.0017871i,0.0086111+0.0030362i,-0.0036055-0.0068369i,0.00072379-0.0021174i,-9.0392e-06+0.012716i
-0.0048559+0.015986i,-0.022608+0.024071i,-0.0039837+0.022051i,-0.0038732+0.016784i,0.0074012+0.019916i,0.0070427+0.0080362i,0.0075187+0.0057945i,0.0071551+0.013161i,-0.0017402+0.018549i,0.0015967+0.0023977i,-0.00025541+0.0004585i,0.0013793+0.00055494i,0.00048626+0.0018272i,0.0017858-0.0027284i,0.00064413-0.00096511i,0.0017546+0.00037418i,0.0032911-0.0012425i,0.00018813+0.0021381i,-9.0723e-05+0.00045193i,0.0013064+0.00061198i,0.0010053+0.0011587i,0.00080145-0.00067216i,0.00084802+0.00045532i,0.0036584+0.0012095i,-0.00020988-0.00037515i,-4.4318e-05-0.00018014i,0.00070877+0.00081457i,0.00049176+0.0008737i,-8.4354e-05-5.3037e-05i,0.00017702+0.0002314i,-0.0024094-0.00041158i,0.00033604+0.0005208i,4.1529e-05+0.0006886i,-0.0011842+0.00021515i,-0.00076878+0.00022466i,0.0040671-0.0010226i,0.00061338-0.00032555i,0.0010159+0.00011853i,0.00096643-0.00010484i,0.0010175-0.0010619i,0.00068663+0.00059796i,0.00047065-0.00024595i,0.00079116-0.0011127i,0.0004348-0.00040879i,-0.020488+0.010608i,-0.035295-0.012366i,-0.032402-0.035671i,-0.036123-0.018103i,-0.043183-0.014812i,-0.030567-0.0073237i,-0.025216-0.0023246i,-0.016699+0.011021i,-0.020174-0.022438i,-0.017422-0.015644i,0.0076809-0.0026517i,0.00508-0.00086004i,0.0049648-0.0045342i,0.00085181-0.0041786i,-0.002421+0.00072905i,0.0089192+0.0049707i,0.00022771+0.00055549i,0.0035743-0.00037556i,-0.0044271+0.00064841i,0.00045002+0.00069925i,0.0020905-0.00090712i,-0.0024917+0.0012738i,-0.0024567-0.0023787i,0.0012121-0.0011902i,-0.0032217+0.0019428i,-0.00071232+0.0060437i,0.0021747+0.0032093i,0.0012678+0.0014079i,0.00021556+0.0014792i,0.001054-0.00026009i,-0.00038684+0.0043378i,-0.0038082-0.00079543i,0.0016383+0.00061404i,0.0018044+0.0020187i,0.00094205+0.0002732i,0.002421-0.0033278i,0.0017779+0.0011833i,0.00052573+0.0024087i,-0.0010559+0.00050736i,0.00087005+0.0007218i,-0.0011584+0.0014196i,0.0016297-0.0010391i,0.0039714-0.0013077i,0.0013437-0.0034458i,-0.0015118+0.00038859i,-0.038103-0.0214i,-0.0090851+0.0042932i,-0.0017682+0.0038716i,0.0058624+0.0017822i,-0.0041098-0.0052553i,0.00069805-0.0015197i,0.0010225+0.012984i
-0.0023304+0.016145i,-0.018954+0.025799i,-0.0014465+0.021375i,-0.0025991+0.016457i,0.0091081+0.017541i,0.007521+0.0065613i,0.0071839+0.0042352i,0.008257+0.011398i,0.00088003+0.017843i,0.0022333+0.0018304i,8.658e-05+0.00037238i,0.0014605+0.00013778i,0.00099235+0.0013684i,0.00081427-0.0030707i,0.00032167-0.0011288i,0.0018531-0.00011939i,0.002989-0.0027008i,0.00079659+0.0019623i,-3.3504e-05+0.00050432i,0.0013113+0.00023738i,0.0014515+0.0007783i,0.00034167-0.0007114i,0.00095247+0.00021275i,0.0037997+3.6298e-06i,-0.00043257-0.00040366i,-0.00027826+5.2748e-06i,0.0009013+0.00039382i,0.00083992+0.00065347i,-8.5992e-05-0.00016416i,-1.1092e-05+0.00017888i,-0.002529+0.00058471i,0.0005169+0.00039359i,0.00028868+0.00057484i,-0.0010752+0.00063566i,-0.00062377+0.00051699i,0.0037268-0.0019707i,0.00057129-0.00057554i,0.0010294-0.0002984i,0.00087482-0.00045533i,0.0011334-0.0014419i,0.00091954+0.00036256i,0.00043094-0.0001344i,0.00030062-0.0013188i,0.00016379-0.00046735i,-0.01934+0.013511i,-0.035411-0.0082336i,-0.036065-0.030495i,-0.037685-0.014129i,-0.043851-0.0086747i,-0.031676-0.0038499i,-0.02504-0.0013197i,-0.0161+0.010709i,-0.02209-0.020946i,-0.019854-0.014027i,0.0070886-0.0032902i,0.004973-0.0020495i,0.0037433-0.0063364i,-0.00048424-0.0035033i,-0.0020451+0.0017509i,0.0099184+0.0016901i,0.00063761+0.00090626i,0.0025267-0.00078138i,-0.0039722+0.0018547i,0.00073383+1.9445e-05i,0.002119-0.0017738i,-0.0022103+0.0019853i,-0.0035837-0.0021024i,0.00071845-0.0016059i,-0.0024917+0.0026323i,0.0011129+0.005849i,0.0031834+0.0018375i,0.0018814+0.00088789i,0.00076196+0.0013708i,0.0005135-0.00030475i,0.0011416+0.003771i,-0.0031469+0.0010125i,0.0017952+0.00032986i,0.0023401+0.0013854i,0.0010262+0.00015777i,0.00093458-0.0033959i,0.0022424+0.00050087i,0.0012846+0.0020934i,-0.00089912+0.0010394i,0.00072723+0.0011887i,-0.00073424+0.0018658i,0.00066671-0.0013272i,0.0032106-0.0032327i,0.00038845-0.0031563i,-0.0011282+0.00075425i,-0.040005-0.017222i,-0.0085373+0.0084219i,-0.0015383+0.0062813i,0.0031835+0.0020972i,-0.0039044-0.0036667i,0.0010991-0.0011448i,0.0021026+0.013249i
-3.5948e-05+0.015449i,-0.015472+0.027232i,0.00056199+0.020648i,-0.0012582+0.016545i,0.010256+0.015274i,0.0076869+0.0051724i,0.0065734+0.0031273i,0.009315+0.0095119i,0.0034179+0.016777i,0.0025762+0.001028i,0.0001413+0.00015707i,0.0014242-0.00030154i,0.0013391+0.00087851i,-0.00023449-0.0028706i,3.7502e-05-0.0010923i,0.0017759-0.00063314i,0.0019936-0.0039693i,0.0013098+0.0015882i,3.8591e-05+0.00051186i,0.0013133-9.9059e-05i,0.0017635+0.00020534i,9.8076e-05-0.00046154i,0.00096965-6.7291e-05i,0.0035299-0.0011581i,-0.00060159-0.00019837i,-0.00022687+0.00033803i,0.00082749-1.3941e-05i,0.0010569+0.0002499i,-0.00023823-0.00018378i,-6.7166e-05+0.00029995i,-0.0021674+0.0016006i,0.00055771+0.00024036i,0.00042803+0.00039701i,-0.00084136+0.0010541i,-0.00038059+0.00080727i,0.0031465-0.0027409i,0.00027061-0.00086788i,0.0008628-0.00072334i,0.00057847-0.00082996i,0.00084273-0.0020936i,0.0010018+3.1746e-05i,0.0005015-0.00013284i,-0.00029322-0.0011868i,0.00010538-0.00047227i,-0.017609+0.016314i,-0.035454-0.0047873i,-0.038158-0.025313i,-0.039023-0.0095386i,-0.043366-0.0029532i,-0.032267-0.00024262i,-0.025378-2.3128e-05i,-0.016019+0.011064i,-0.023203-0.019258i,-0.021571-0.012012i,0.0064752-0.0039777i,0.0041959-0.0031938i,0.0014893-0.0071959i,-0.0012023-0.0023322i,-0.0011738+0.0029343i,0.0092641-0.0015663i,0.0012927+0.0010401i,0.0015114-0.00024673i,-0.0031016+0.0024645i,0.00070132-0.00099232i,0.0014067-0.0028636i,-0.0015497+0.0026612i,-0.0046115-0.0011606i,-8.8967e-05-0.0015923i,-0.0014176+0.002996i,0.0025238+0.0050655i,0.0032309+0.00033149i,0.002214+0.00029989i,0.0011503+0.0010104i,0.00039915+5.0814e-05i,0.0019906+0.0029505i,-0.0018826+0.0020873i,0.001993+2.3723e-05i,0.0026769+0.00080868i,0.0012136+1.263e-05i,-0.00021619-0.0026106i,0.0024874-0.0004127i,0.002025+0.0015456i,-0.00026635+0.0011836i,0.001227+0.0015818i,3.6218e-05+0.0022382i,-8.0937e-05-0.0012328i,0.0012327-0.0041917i,-0.00036125-0.0027586i,-0.00098853+0.00092579i,-0.041105-0.013414i,-0.0066528+0.011663i,-4.1703e-05+0.008142i,0.0015652+0.0039342i,-0.0030251-0.0029195i,0.0013914-0.0014123i,0.0032984+0.013447i
0.0016333+0.014518i,-0.011799+0.028662i,0.0025596+0.020146i,0.00060956+0.016577i,0.011146+0.013289i,0.007729+0.0037953i,0.0060297+0.0023456i,0.010034+0.0073562i,0.0056069+0.015134i,0.0024859+0.00019733i,3.3928e-06+0.00011602i,0.0012939-0.00067338i,0.001573+0.0002482i,-0.000809-0.0022517i,-0.00012129-0.001032i,0.001549-0.0010669i,0.0004897-0.0045129i,0.0016094+0.001062i,8.2198e-05+0.00051145i,0.0013111-0.00050125i,0.0017276-0.00056793i,3.2187e-05-0.00026108i,0.00087173-0.00034421i,0.0028115-0.0019899i,-0.00058209+0.00012467i,0.00017932+0.00055955i,0.00062764-0.00028634i,0.0010307-0.00028318i,-0.00032435-4.9529e-05i,-1.6887e-05+0.00051806i,-0.0013049+0.002387i,0.0006095+0.00017208i,0.00046793+0.00024339i,-0.00031793+0.0013391i,0.00014301+0.00098714i,0.002368-0.0033832i,-0.00017416-0.00090969i,0.00049217-0.0010448i,0.00014597-0.00091896i,2.3228e-05-0.0025959i,0.00096736-0.00029632i,0.00044623-0.00023885i,-0.00050721-0.00069876i,-1.1693e-05-0.00050382i,-0.015146+0.018866i,-0.035579-0.0013751i,-0.039111-0.020861i,-0.039191-0.0046399i,-0.041644+0.001981i,-0.032062+0.0039734i,-0.025881+0.0019474i,-0.0156+0.012226i,-0.024216-0.018302i,-0.023098-0.010203i,0.0061066-0.0048655i,0.0029337-0.0037584i,-0.00079882-0.0066141i,-0.0012276-0.001218i,0.00047448+0.0034295i,0.0074106-0.0037029i,0.0018057+0.00047101i,0.0013038+0.00087327i,-0.002318+0.002662i,-0.00023574-0.0017488i,0.00025659-0.0033679i,-0.00050258+0.0028612i,-0.0052962+0.00034366i,-0.00058871-0.0013037i,-0.00044492+0.0029616i,0.0034121+0.0040646i,0.0028354-0.0007981i,0.0024131-0.00047967i,0.0013623+0.00059542i,0.0005156+0.00019724i,0.0025756+0.0023445i,-0.00032787+0.0023039i,0.0022069-0.00069251i,0.0029571+0.00010161i,0.0011061-0.00038003i,-0.00042536-0.0016179i,0.0022615-0.0016816i,0.0022867+0.00074912i,-6.4074e-05+0.00094273i,0.0019892+0.0013848i,0.00099194+0.0021121i,-0.00053828-0.0008787i,-0.00044288-0.0038005i,-0.0011911-0.0022666i,-0.00084646+0.0016101i,-0.042429-0.0099487i,-0.0039528+0.013365i,0.0019663+0.0083246i,0.0015576+0.0061575i,-0.0030828-0.0031995i,0.0013255-0.0016454i,0.0050321+0.013454i
0.003033+0.013768i,-0.0076298+0.02975i,0.0048186+0.019631i,0.0026487+0.016187i,0.012055+0.011283i,0.0075085+0.0023273i,0.0057227+0.0017791i,0.010195+0.0050838i,0.007323+0.013135i,0.0021842-0.00032624i,-0.00012048+0.00017428i,0.0011255-0.0010141i,0.0015393-0.00056573i,-0.0010606-0.0016741i,-0.00027396-0.0010449i,0.0012901-0.0014025i,-0.00098978-0.0042785i,0.0016907+0.00052515i,0.00010538+0.00066305i,0.001128-0.00094887i,0.0012465-0.001152i,8.8573e-05-8.7101e-05i,0.00069478-0.00049088i,0.0020106-0.0023251i,-0.00038058+0.00035358i,0.00065074+0.00031811i,0.00037777-0.00048563i,0.00068651-0.00074765i,-0.00027022+0.00010972i,0.00022758+0.0006537i,-0.00020856+0.0026702i,0.00079618-1.9131e-06i,0.00054905+0.00012062i,0.00029181+0.0013117i,0.00065521+0.00076092i,0.0014119-0.0038907i,-0.00050149-0.0007084i,2.75e-05-0.0011045i,-0.00022266-0.00080694i,-0.0011329-0.0025755i,0.00079006-0.00059888i,0.00032392-0.00034729i,-0.00033458-0.0003416i,-0.00015368-0.00046964i,-0.012129+0.020908i,-0.035552+0.0023547i,-0.039833-0.017237i,-0.038589-0.00028873i,-0.039593+0.0059989i,-0.030373+0.0077778i,-0.025975+0.0047458i,-0.014492+0.013775i,-0.025612-0.017378i,-0.024964-0.0078996i,0.0053794-0.0062002i,0.0017722-0.003684i,-0.0023768-0.0053218i,-0.00090861-0.00064071i,0.0020205+0.0030199i,0.0053583-0.0047028i,0.0015623-0.00024882i,0.0020166+0.0017217i,-0.0019173+0.0026636i,-0.0011541-0.0014914i,-0.001002-0.003334i,0.00032471+0.0025762i,-0.0050365+0.0021785i,-0.00081308-0.00085269i,0.00044205+0.0027146i,0.0040626+0.0032646i,0.0020394-0.0017369i,0.0020987-0.0014567i,0.0012552-9.0202e-05i,0.00072297+0.00049853i,0.0030017+0.0015415i,0.0010385+0.0015842i,0.0018967-0.0015998i,0.0029461-0.00083104i,0.00089786-0.00039725i,-0.00029755-0.00081503i,0.00090748-0.0027211i,0.002099+0.00011085i,-0.0002232+0.00078979i,0.0023907+0.00070305i,0.0018548+0.001525i,-0.0006962-0.00049067i,-0.0013229-0.0030026i,-0.0017358-0.00094705i,-0.00014261+0.0023357i,-0.04389-0.0058691i,-0.0020685+0.013722i,0.0027333+0.0075212i,0.0027697+0.0073966i,-0.0039233-0.002738i,0.0011678-0.0018188i,0.0068016+0.012501i
0.0045581+0.013028i,-0.0030853+0.029959i,0.0071732+0.018664i,0.0046163+0.015368i,0.012686+0.0090067i,0.0068805+0.00099257i,0.0055285+0.0011575i,0.0098885+0.0029451i,0.008522+0.01102i,0.0018161-0.00056461i,-0.00032891+0.00034874i,0.00080011-0.0013604i,0.0010136-0.0012313i,-0.0010503-0.0011747i,-0.00051005-0.00094258i,0.0010159-0.001553i,-0.0019538-0.0036603i,0.0015493+0.00010001i,0.00036443+0.00083559i,0.00080056-0.0012462i,0.00062813-0.0013254i,0.00023318+2.5999e-05i,0.00052457-0.00057739i,0.0014201-0.0025523i,-2.2551e-05+0.00042929i,0.00085728-0.00010632i,0.00012463-0.00050273i,0.00023105-0.00091367i,-0.00014293+0.00014988i,0.00059105+0.00053906i,0.00079591+0.0024973i,0.00084623-0.00031443i,0.00058543-9.2127e-05i,0.00074674+0.00098213i,0.000818+0.00043413i,0.00017218-0.0041619i,-0.0006779-0.00048439i,-0.00041057-0.0010138i,-0.00054274-0.00068542i,-0.0020837-0.0019985i,0.00051484-0.00085519i,0.00021421-0.00038938i,-9.0908e-05-0.00028786i,-0.00017957-0.0004254i,-0.0085497+0.022118i,-0.034923+0.0062541i,-0.040622-0.013772i,-0.037672+0.0038732i,-0.037435+0.009111i,-0.027939+0.010588i,-0.025036+0.007788i,-0.012441+0.014756i,-0.027384-0.016107i,-0.026157-0.0050071i,0.0038815-0.0075049i,0.00078872-0.0032382i,-0.0032246-0.0036228i,-0.0006199-0.00036951i,0.0032496+0.0022348i,0.0034767-0.0046775i,0.00099135-0.00023691i,0.0030803+0.0020837i,-0.0016123+0.0029101i,-0.0013051-0.0009498i,-0.0020363-0.0029966i,0.0011272+0.0021776i,-0.0042927+0.0035093i,-0.00097691-0.00063734i,0.0013283+0.0022717i,0.0048456+0.0022842i,0.00080484-0.0021701i,0.0011127-0.0020917i,0.00056413-0.00028674i,0.0011793+0.00049912i,0.0029832+0.00075607i,0.0011997+0.00035483i,0.00097283-0.0021394i,0.0023631-0.0017772i,0.00091066-0.00042125i,8.7816e-05-0.00049064i,-0.00067627-0.0023846i,0.001894-0.00020063i,-0.000255+0.001011i,0.0024145+7.1727e-05i,0.002466+0.00070197i,-0.00055646-0.00037903i,-0.0018965-0.0021901i,-0.0011849+0.00037385i,0.00072432+0.0025354i,-0.044735-0.00080637i,-0.00085708+0.01461i,0.0027638+0.0071904i,0.0040884+0.0077976i,-0.0046509-0.0015221i,0.00086212-0.0018355i,0.0080078+0.011161i
