-0.023886-0.038727i,-0.011991-0.04891i,-0.017735-0.044605i,-0.031231-0.03533i,-0.030052-0.016719i,-0.050482-0.027463i,-0.056579-0.026924i,-0.043746-0.036984i,-0.029647-0.036488i,0.0076691+0.01287i,-0.0046556+0.015263i,-0.0046331+0.014105i,0.010034+0.021281i,0.00054866+0.0043176i,0.0035209+0.0030686i,0.0064422+0.01847i,0.025657+0.038458i,-0.0027313-0.00067777i,-0.0042555-0.0058563i,0.0079291+0.0015538i,-0.00031285-0.00060197i,-0.0010439+0.0014076i,0.0001265-0.00017038i,-0.029943-0.0038183i,-0.0013858-0.0055553i,0.0018619+0.0047389i,0.0036676-4.164e-05i,-0.00055746+0.00039577i,0.000455-0.00060827i,-0.00022377-0.0026464i,-0.0016317-0.0063505i,-0.0044288-0.0040622i,-0.0016823-0.0048604i,0.0022382-0.00081215i,0.0024235-0.002877i,0.0026696+0.02564i,0.0017979-0.0027848i,0.0028922+0.00074919i,0.0060011+0.0011027i,-0.010036-0.0039055i,-0.0032778+0.0007222i,0.006527+0.0015425i,0.0050186-0.00017221i,-0.0036823+0.005492i,0.0011483-0.0087827i,-0.011689+0.017163i,0.035841-0.090787i,0.012039-0.069732i,-0.015827-0.06009i,-0.01636-0.055529i,0.039632-0.046074i,0.017176-0.062513i,0.033682-0.05545i,0.030411-0.060049i,0.015634-0.01361i,0.0044786+0.016357i,0.016483-0.026309i,-0.011226+0.0058982i,-0.0001855+0.0055669i,-0.005087-0.0014403i,-0.002624-0.029289i,-0.023756+0.032227i,0.01012-0.011189i,-0.012924-0.0028053i,0.00010029-0.0049593i,-0.0010547-0.016062i,-0.0074808+0.0043554i,0.004735+0.0059707i,-0.0090437+0.031375i,0.0050652+0.0057026i,-0.0051271-0.00066474i,-0.0031104-0.00065094i,-0.012684-0.0076546i,-0.00099318-0.0043087i,-0.02988+0.0067546i,-0.00026542-0.0097406i,-0.0095185-0.0018365i,-0.0069718-0.0025549i,0.0070685+0.0027686i,-0.0083536+0.0019706i,-0.00026637+0.00064012i,0.0057062+0.010849i,0.0043144+0.0013527i,-0.0097334-0.010208i,0.0031658+0.0081087i,-0.021442+0.006292i,0.0083671+0.0005033i,-0.02895-0.0036758i,-0.041912+0.0020684i,0.020051-0.096304i,-0.0016486-0.012445i,-0.053108-0.022195i,-0.024629+0.00025511i,0.017707+0.011274i,-0.024963+0.013065i,-0.018977-0.013148i
-0.014299-0.01304i,-0.011738-0.039348i,-0.024664-0.018528i,-0.01867-0.013564i,-0.035394-0.001083i,-0.019252+0.012469i,-0.015705+0.009756i,-0.025351+0.00082125i,-0.019253-0.0091185i,-0.0020942-0.003183i,-0.0011803+0.00036298i,-0.00044649+0.00088441i,0.0022631+0.0013181i,0.00086545+0.00084599i,0.00069681-0.0012612i,-0.002248-0.0013766i,0.0027674-0.0026908i,0.00085211-0.0017226i,0.00036712-0.0011933i,0.00028365-0.0013309i,-0.0018806-0.00050429i,-0.00076565+0.00086855i,-0.0013212-0.00063104i,-0.0017538-0.0015984i,-0.00095941-0.00013087i,0.00072856+0.00013526i,0.00019034-0.00083145i,0.00050343-0.00067719i,-0.00011378+6.2064e-05i,0.00071576-0.00023988i,0.00049382+0.0028427i,-0.00093041+4.5836e-05i,0.00064205-0.00025974i,-3.8134e-05+0.00034907i,-0.0011538-1.7108e-05i,-0.003078-0.0013798i,-1.5402e-05-0.00058952i,3.627e-05-0.0006394i,-5.2147e-05-0.00063039i,0.00030615+0.0020143i,-0.00055037+6.0589e-05i,9.4228e-05-0.00065508i,0.00026931-0.00061844i,-0.0013324-0.0012143i,-0.0031127-0.022113i,0.024712-0.028593i,0.031541-0.028957i,0.017889-0.035947i,0.016324-0.018002i,-0.0087271-0.032086i,0.011684-0.041413i,-0.0079031-0.026696i,0.018644-0.021724i,0.0076363-0.014237i,-0.0046063+0.0062242i,0.0034499-0.0032877i,0.003799+0.011606i,-0.002305+0.0030247i,0.0038644-0.001864i,0.0065909-0.0022139i,-0.002124+0.00046124i,0.0072451+0.0043269i,0.0027285-0.00095104i,-0.0031046-0.0038332i,-0.0020384-0.00085812i,0.0012965-0.0021831i,-0.0045318+0.0037244i,0.0036012-0.0011548i,-0.0034053+0.0045576i,0.0035154-0.00025545i,0.0041135+0.001659i,-0.001353+0.0005229i,-0.0070735-0.0018669i,-0.0016916+0.0020519i,-0.00087842+0.0029849i,-0.00095745+0.004681i,-0.00010691+0.0017051i,-0.00018378+0.0030774i,-0.001463+0.0007554i,-0.0093638+0.0049673i,-0.001092-2.4557e-05i,-0.00085842+0.0060791i,0.00056845+0.0027255i,0.001989-0.0052075i,-0.00061747-0.0013063i,-0.0013805-0.0049611i,-0.0043698-0.0020761i,0.0050237+0.00042511i,0.0070851-0.0024728i,0.021735-0.028643i,-0.0059854+0.038536i,0.015141+0.024815i,-0.0054773+0.0089533i,0.0023568-0.00022055i,0.0007377-0.0033231i,-0.0080078+0.0093759i
-0.016583-0.010608i,-0.018399-0.036698i,-0.026958-0.014433i,-0.020613-0.011105i,-0.033219+0.0043744i,-0.016611+0.01463i,-0.013959+0.01145i,-0.024671+0.004387i,-0.020685-0.0056245i,-0.0030147-0.0027342i,-0.0012535+0.00041276i,-0.00011117+0.00047032i,0.0027926-2.4177e-05i,0.00063307+0.00036771i,0.00027687-0.0012158i,-0.0026238-0.000957i,0.0014451-0.0035012i,0.00030522-0.0016931i,-0.00015667-0.0011319i,-0.0001995-0.0015609i,-0.0016947+0.00014342i,-0.00041739+0.00087715i,-0.0014836-0.00021464i,-0.0021469-0.0013449i,-0.00091754+0.00036578i,0.00067544-0.00022993i,-9.8436e-05-0.00067268i,0.00028125-0.00074749i,1.3984e-05+0.00016153i,0.00052918-0.00055798i,0.0015989+0.0024706i,-0.00077505+0.00015205i,0.00032646-0.00058143i,3.6062e-05+0.00028026i,-0.0012526+0.00050382i,-0.0032071-0.00081646i,-0.00028499-0.00065299i,-1.6903e-05-0.00069611i,-0.00026538-0.00069257i,0.0007015+0.0014547i,-0.00038327+9.9402e-05i,-0.00015924-0.0007247i,-0.00013437-0.00081178i,-0.0015161-0.0011033i,-0.0070066-0.021245i,0.020192-0.032205i,0.02685-0.031821i,0.01366-0.035543i,0.015414-0.020621i,-0.010722-0.028023i,0.0043431-0.043418i,-0.013302-0.027564i,0.014563-0.026128i,0.0048269-0.013205i,-0.0015961+0.0070914i,0.00076063-0.0033645i,0.0066093+0.0092499i,-0.0017551+0.0044207i,0.0029957-0.0024986i,0.0060317-0.0041014i,-0.0021713+0.0016517i,0.0083626+0.0022856i,0.0030566-0.0014534i,-0.0031009-0.0024351i,-0.0017955+5.9387e-05i,0.00079486-0.0024955i,-0.0023352+0.0046767i,0.0025444-0.0027052i,-0.0009723+0.0049847i,0.003599-0.0025251i,0.0042243-0.00029887i,-0.0011976+0.00098118i,-0.0071358+0.0016828i,-0.0008757+0.0022324i,7.3096e-05+0.0036861i,0.00042355+0.0043122i,0.0004658+0.0017318i,0.00062692+0.0032729i,-0.0014043+0.0015116i,-0.0069414+0.0074236i,-0.0009798+0.0010012i,0.0013952+0.0058702i,0.0015263+0.0020236i,-0.00067038-0.0058036i,-0.00061788-0.0011127i,-0.0030254-0.004931i,-0.0045147-0.00050362i,0.0043021-0.00091304i,0.0061206-0.0038078i,0.019529-0.030831i,0.0026736+0.037115i,0.016645+0.019825i,-0.0046275+0.010078i,0.0042203+0.0017702i,0.00070407-0.0027038i,-0.006861+0.010596i
-0.018226-0.0078566i,-0.024129-0.032538i,-0.028649-0.010276i,-0.02249-0.0081331i,-0.030591+0.0086369i,-0.013617+0.016254i,-0.011992+0.013017i,-0.023484+0.0077762i,-0.021063-0.0022085i,-0.0036469-0.0018276i,-0.0012861+0.0007267i,-0.00021566+0.00012652i,0.0025555-0.0013999i,0.00034269+0.00024286i,-9.6456e-06-0.0011598i,-0.002914-0.00031852i,3.1501e-05-0.0035756i,-0.00011606-0.0015076i,-0.00061027-0.00089804i,-0.00079342-0.0013867i,-0.0013123+0.00060515i,-0.00012143+0.00069656i,-0.0014799+0.00025877i,-0.002569-0.00099943i,-0.00063536+0.00059714i,0.00043342-0.00047275i,-0.00024379-0.00042531i,2.294e-05-0.00076055i,0.0001063+0.00019372i,0.00049556-0.00075572i,0.0024807+0.0015365i,-0.00071398+0.00028119i,-0.00013912-0.00061804i,0.00011431+0.00024216i,-0.00085735+0.00097681i,-0.0035002-0.00022486i,-0.00053995-0.00049824i,-0.00018108-0.00083432i,-0.00043045-0.00073892i,0.00078296+0.00089779i,-0.00031807+6.1147e-05i,-0.00043737-0.00060436i,-0.00052101-0.00068629i,-0.0016889-0.00083406i,-0.010948-0.019781i,0.015049-0.035271i,0.022635-0.033658i,0.010509-0.035665i,0.01479-0.024393i,-0.011497-0.025085i,-0.0033225-0.043207i,-0.019155-0.026602i,0.0097321-0.028827i,0.0037509-0.012552i,0.00075431+0.0061052i,-0.0012241-0.0023469i,0.007499+0.0067724i,-0.00051679+0.0056543i,0.0025914-0.002661i,0.0044855-0.006352i,-0.0016063+0.0025853i,0.0082667-0.00063585i,0.003022-0.0022861i,-0.0026822-0.0017288i,-0.0014031+0.00049223i,0.00027106-0.0027739i,-4.5576e-05+0.0041784i,0.001144-0.0034202i,0.0013287+0.0043941i,0.0020183-0.0039449i,0.0033537-0.0019161i,-0.00083037+0.0012519i,-0.0052981+0.0043636i,-0.00054387+0.0018976i,0.0016619+0.0037063i,0.0011771+0.0038642i,0.0011514+0.0012215i,0.0019882+0.0031888i,-0.00069782+0.0019096i,-0.004267+0.008326i,-7.8441e-05+0.0014363i,0.0035508+0.0047948i,0.0019057+0.00096946i,-0.0034925-0.0052847i,-0.00085825-0.0012927i,-0.004707-0.0039305i,-0.003808+0.00053987i,0.0031773-0.0016724i,0.0052236-0.0045222i,0.01697-0.033999i,0.010064+0.033337i,0.016597+0.015657i,-0.0040667+0.010578i,0.0063457+0.0020185i,0.00034147-0.002135i,-0.0054186+0.011147i
-0.019467-0.004873i,-0.02834-0.027376i,-0.029815-0.0056207i,-0.023672-0.0045944i,-0.027625+0.011972i,-0.010505+0.016924i,-0.0096761+0.01408i,-0.021805+0.011108i,-0.020752+0.00088376i,-0.0039319-0.00069621i,-0.0011153+0.0010749i,-0.00040065+0.00020603i,0.0017966-0.0025187i,0.00011879+0.00025481i,-0.00029715-0.0010778i,-0.0029143+0.00052591i,-0.0011556-0.0030262i,-0.00038934-0.001345i,-0.00088841-0.00055573i,-0.0012215-0.00086638i,-0.00085398+0.00078058i,-3.2602e-05+0.00030629i,-0.0013463+0.00073537i,-0.0030781-0.00030227i,-0.00035605+0.00089197i,0.00014633-0.00049061i,-0.00010916-0.00031007i,-0.00019425-0.00075152i,0.0002797+0.00026752i,0.00031483-0.0010876i,0.0027332+0.00030323i,-0.00059391+0.0004639i,-0.00042665-0.00030937i,0.00017783+0.0001544i,-0.00025781+0.0011889i,-0.0038614+0.0006387i,-0.00065237-0.00031417i,-0.00049262-0.000824i,-0.00072565-0.00066265i,0.00059317+0.00048104i,-0.00035059+6.924e-05i,-0.0007031-0.00037825i,-0.00082641-0.00040652i,-0.0018417-0.0003028i,-0.01438-0.017431i,0.0092278-0.03765i,0.019112-0.035638i,0.0076928-0.036471i,0.012445-0.029009i,-0.011509-0.023216i,-0.010337-0.041645i,-0.025012-0.024138i,0.0045813-0.029688i,0.0037091-0.012782i,0.0014664+0.0043649i,-0.0025045-0.00056995i,0.0081141+0.0050842i,0.0011765+0.0060754i,0.0020665-0.0034324i,0.0017171-0.0076152i,-0.00063749+0.0033438i,0.006533-0.0034085i,0.0027818-0.00344i,-0.0024916-0.0013558i,-0.0010985+0.00081351i,-0.00034108-0.0029387i,0.0013259+0.0031243i,-0.00044285-0.0036991i,0.0031841+0.0029617i,0.00066593-0.004584i,0.0021704-0.0027501i,-0.00034493+0.0011731i,-0.0027957+0.0056202i,-0.00044989+0.0021299i,0.0030551+0.0027377i,0.0021485+0.0034884i,0.0012517+0.00022057i,0.0031734+0.0022166i,-0.00032741+0.0019637i,-0.0020591+0.008585i,0.00041865+0.0011602i,0.0048579+0.0026685i,0.0018917+0.0002053i,-0.005869-0.003415i,-0.0013538-0.00085105i,-0.0057087-0.0018909i,-0.0033581+0.0012239i,0.0019855-0.0017081i,0.0038036-0.0055345i,0.013317-0.037433i,0.015659+0.028075i,0.015924+0.011991i,-0.0036602+0.011188i,0.0086727+0.00094112i,0.00037563-0.001521i,-0.0039874+0.010913i
-0.020096-0.0016562i,-0.03098-0.022195i,-0.029962-0.0010353i,-0.024235-0.00098574i,-0.024988+0.014372i,-0.00783+0.017079i,-0.0074598+0.014559i,-0.019275+0.013919i,-0.019975+0.0035936i,-0.0037201+0.00034099i,-0.00074783+0.0014623i,-0.00027345+0.00028874i,0.00058649-0.0031925i,-6.9286e-05+0.00048238i,-0.00061872-0.00087834i,-0.00245+0.0013007i,-0.0020626-0.0021775i,-0.00055892-0.0011855i,-0.00088867+3.3665e-05i,-0.0012817-0.0002851i,-0.00050294+0.00069807i,-0.0003721+5.3732e-05i,-0.00096163+0.0011286i,-0.0032741+0.00070687i,0.00020935+0.0010969i,-4.0987e-06-0.00046794i,2.8514e-05-0.00034506i,-0.00032178-0.00057632i,0.00058199+0.00017824i,-0.00021165-0.0012851i,0.0024562-0.0007329i,-0.00045325+0.00054394i,-0.00041062-2.8768e-05i,0.00015926+0.0001006i,0.00028528+0.0011099i,-0.0039553+0.001792i,-0.00079369-0.00016967i,-0.00085236-0.00058619i,-0.00099292-0.00038605i,0.00019744+0.00037265i,-0.00037993+0.00017107i,-0.00073712-5.9875e-05i,-0.00090985+0.00013249i,-0.0017139+0.00023855i,-0.017006-0.0142i,0.0027168-0.038559i,0.014954-0.037817i,0.0040964-0.037956i,0.0087127-0.033361i,-0.011277-0.022969i,-0.017077-0.038516i,-0.03012-0.019631i,-0.00036009-0.029239i,0.0035995-0.014168i,0.00048421+0.003282i,-0.0026565+0.001819i,0.0086253+0.0032539i,0.0028499+0.005822i,0.0005848-0.0036132i,-0.0013785-0.0077069i,0.00075147+0.0036624i,0.0035091-0.0045979i,0.0015207-0.0048432i,-0.0026214-0.00074793i,-0.00069841+0.0010137i,-0.0011404-0.0029196i,0.0022455+0.0021731i,-0.0019586-0.0032576i,0.0040619+0.00089034i,-0.00083619-0.005011i,0.00097656-0.0032187i,-0.0002921+0.0010348i,-0.00016857+0.0056313i,0.00015143+0.0023753i,0.0037993+0.0012495i,0.0031467+0.0027082i,0.00049516-0.00046252i,0.0036931+0.00076265i,-4.4344e-05+0.0019902i,0.00027699+0.0085492i,0.00039941+0.00093142i,0.0050332+0.0002185i,0.0017182-0.00055218i,-0.006939-0.00057453i,-0.0014397-7.6482e-05i,-0.0056009+7.8271e-05i,-0.0029117+0.0019839i,0.001057-0.0015388i,0.0015993-0.0056577i,0.0091348-0.040184i,0.019259+0.022472i,0.014773+0.0093535i,-0.003324+0.012i,0.010698-0.00099105i,0.00050959-0.0011734i,-0.0032443+0.010093i
-0.020008+0.0017053i,-0.033008-0.01741i,-0.029673+0.0035396i,-0.024084+0.0027932i,-0.022611+0.016578i,-0.0053134+0.016941i,-0.0053803+0.014859i,-0.016708+0.015951i,-0.018938+0.0056164i,-0.0032284+0.00094953i,-7.272e-05+0.001602i,-9.6161e-05+3.83e-05i,-0.00081984-0.003198i,-9.3637e-05+0.00095013i,-0.00081832-0.00044408i,-0.001827+0.0017629i,-0.0024515-0.0010608i,-0.00086487-0.0010883i,-0.00042752+0.00037677i,-0.0011582+3.0453e-05i,-0.00043219+0.00055275i,-0.00079303+0.00034884i,-0.00046724+0.0012845i,-0.0031696+0.0019552i,0.00085972+0.00081767i,-0.00011147-0.0004505i,2.3116e-05-0.00062196i,-0.0004175-0.00055328i,0.00072098-0.00021542i,-0.00068533-0.0011441i,0.0018411-0.0014912i,-0.00026988+0.00061608i,-0.00025711+9.069e-05i,0.00022652+0.00014729i,0.00078806+0.00068763i,-0.0035588+0.0029804i,-0.00091754+0.00012751i,-0.0010067-0.00013469i,-0.0012567-1.9417e-05i,1.8729e-05+0.00075909i,-0.00035371+0.00019979i,-0.00083957+2.5035e-05i,-0.00067398+0.00057866i,-0.0012276+0.00062194i,-0.018568-0.011106i,-0.0032393-0.037576i,0.010641-0.039021i,-0.00032098-0.038858i,0.0031969-0.037077i,-0.012732-0.023711i,-0.022325-0.033749i,-0.033335-0.013707i,-0.0037261-0.027193i,0.0026139-0.016546i,-0.00057918+0.0042268i,-0.0014349+0.0036725i,0.0084993+0.0011954i,0.004293+0.0050247i,-0.00068032-0.0025468i,-0.0044982-0.0066939i,0.0024558+0.0030787i,0.00043426-0.0038084i,-0.0004714-0.0049178i,-0.0022104+0.00014562i,-0.00040636+0.00096891i,-0.0018921-0.0026345i,0.0030152+0.00056655i,-0.0032145-0.0021433i,0.0040476-0.0010432i,-0.0029543-0.0044822i,-0.00043187-0.0033529i,-0.00011464+0.0009532i,0.0018036+0.0042201i,0.00070331+0.0020083i,0.0036797-0.00076239i,0.0036566+0.0016314i,-0.00055247-0.00015407i,0.0035331-0.00038963i,0.00026601+0.002055i,0.0027512+0.007488i,0.00040172+0.00059104i,0.0037683-0.0020544i,0.00094379-0.0012592i,-0.0064418+0.0021549i,-0.00088564+0.00024355i,-0.0044326+0.0015135i,-0.0019563+0.0024995i,0.00026953-0.00046188i,0.00023965-0.0044839i,0.0038555-0.043427i,0.021553+0.01584i,0.01361+0.0071112i,-0.0027675+0.013063i,0.011192-0.0045395i,0.00061706-0.00078141i,-0.0034257+0.0094912i
-0.019139+0.0048068i,-0.034458-0.012852i,-0.028331+0.0081313i,-0.023202+0.006476i,-0.020307+0.018944i,-0.0029468+0.01642i,-0.0032445+0.014849i,-0.013908+0.01793i,-0.018386+0.0074401i,-0.0026657+0.0014674i,0.00062878+0.0011897i,-0.00044275-0.00025169i,-0.0019717-0.0025214i,0.00033244+0.0013713i,-0.00078537-7.2123e-05i,-0.0011283+0.0020027i,-0.0023457+9.7073e-06i,-0.0011059-0.00089941i,-0.00014647+0.00015825i,-0.0011327+0.00013131i,-0.00044595+0.0006484i,-0.00083986+0.0008643i,5.7858e-06+0.0011756i,-0.0024663+0.0031972i,0.0012064+0.00012558i,-0.00027614-0.00050584i,-0.00027547-0.00084152i,-0.00053473-0.00048907i,0.00052023-0.00053679i,-0.0010938-0.00080241i,0.0010885-0.0018807i,-1.9076e-05+0.00068215i,-0.00015426+0.00012051i,0.00039155+8.482e-05i,0.00080005+0.00012348i,-0.0025587+0.0040556i,-0.00087218+0.00057326i,-0.00093181+0.00021185i,-0.0012085+0.00053363i,0.00043566+0.00117i,-0.00041325+0.00022805i,-0.0010604+0.00030723i,-0.00031054+0.00076434i,-0.00076733+0.00060389i,-0.019408-0.0080469i,-0.0076882-0.035964i,0.0065223-0.039781i,-0.0049448-0.039073i,-0.0030062-0.039153i,-0.015446-0.023716i,-0.025636-0.028341i,-0.03427-0.0068928i,-0.0051034-0.025297i,-0.00034526-0.018706i,-0.0005104+0.0058362i,0.00042017+0.0043242i,0.0078121-0.0002539i,0.0052777+0.003832i,-0.00032563-0.0015924i,-0.0072058-0.0041418i,0.0033625+0.0017184i,-0.0013119-0.0017412i,-0.0014705-0.0038647i,-0.0012774+0.00030653i,-0.00021944+0.001003i,-0.0022919-0.0019307i,0.0026758-0.0013914i,-0.0037305-0.00047468i,0.0034838-0.0029636i,-0.0039024-0.0026946i,-0.0018565-0.0028305i,-3.9545e-05+0.00094283i,0.0023593+0.0024276i,0.0008154+0.0016453i,0.0024337-0.0025086i,0.0038651+0.00078363i,-0.00090316+0.00057904i,0.0030145-0.0020583i,0.00079595+0.0019569i,0.0042335+0.0056294i,0.00023878+0.00038802i,0.0019882-0.0030212i,0.00011072-0.0012869i,-0.0051037+0.0041469i,-0.00083014+0.00038254i,-0.0032752+0.00208i,-0.0010114+0.0024652i,0.0005635+0.00088797i,-0.00036296-0.0032972i,-0.0032982-0.045102i,0.021422+0.0092471i,0.012768+0.0053613i,-0.0019989+0.014477i,0.00922-0.0075802i,0.00093155-0.00015164i,-0.0035824+0.0098114i
-0.017843+0.0075925i,-0.035813-0.008392i,-0.026021+0.012161i,-0.021475+0.009898i,-0.017656+0.021235i,-0.00091528+0.015573i,-0.0013365+0.014407i,-0.010488+0.019426i,-0.017782+0.009459i,-0.0020893+0.0017889i,0.00086949+0.00050042i,-0.00096892+6.103e-05i,-0.0026386-0.0015594i,0.00099889+0.0014663i,-0.00069351+0.00034558i,-0.00047392+0.0019577i,-0.0018471+0.00084525i,-0.0013871-0.00069933i,-0.00019767+5.8507e-05i,-0.0013056+0.00036972i,-0.00033705+0.00074274i,-0.00048595+0.0012926i,0.00028155+0.00085506i,-0.0012299+0.0038907i,0.0010097-0.00043885i,-0.00058049-0.00041017i,-0.00065132-0.00080183i,-0.00064081-0.00031593i,0.00024078-0.00069288i,-0.001362-0.00028138i,0.00035282-0.0019042i,0.000219+0.0005118i,3.4151e-05+6.8382e-05i,0.00050506-0.00010415i,0.00063637-0.0001733i,-0.0011788+0.0045116i,-0.00053028+0.00095202i,-0.00081408+0.00050224i,-0.00089503+0.0010188i,0.0011174+0.0011803i,-0.00044213+0.00035198i,-0.00102+0.00092955i,4.8367e-05+0.00091009i,-0.00058884+0.00059221i,-0.019666-0.005533i,-0.0116-0.034874i,0.0028048-0.040807i,-0.0095851-0.038917i,-0.0097452-0.039643i,-0.018343-0.022678i,-0.027516-0.023553i,-0.032897-0.0010215i,-0.0061993-0.024672i,-0.0039602-0.019377i,0.00071981+0.0076752i,0.0019021+0.0041675i,0.0072646-0.0015218i,0.005868+0.0025093i,-0.00019665-0.0014681i,-0.008379-0.00028093i,0.0034852+0.00029826i,-0.001595+0.00051187i,-0.001695-0.0031964i,-0.00081409+0.00012897i,7.0038e-05+0.0011287i,-0.0023051-0.0013195i,0.00148-0.0026171i,-0.0032053+0.0011263i,0.0019149-0.0046179i,-0.0038996-0.0016875i,-0.0028186-0.0017501i,5.081e-05+0.00095889i,0.0020203+0.0011514i,0.00085505+0.0014668i,0.0004827-0.0033708i,0.0042367-0.00029779i,-0.00082828+0.0011509i,0.00098611-0.0033761i,0.0013087+0.0014984i,0.0048731+0.0038319i,-0.00026611+0.00033022i,2.4317e-05-0.0031138i,-0.00084246-0.00073253i,-0.003128+0.0056469i,-0.00025693+0.00039824i,-0.0029831+0.0024258i,-0.00076987+0.0023616i,0.0017152+0.0016102i,-0.00056235-0.0027298i,-0.010394-0.044464i,0.019675+0.0038759i,0.011811+0.0032314i,-0.00010421+0.0162i,0.007154-0.0091888i,0.0018205+0.00015292i,-0.0032475+0.010344i
-0.01596+0.0098634i,-0.037057-0.0033453i,-0.02339+0.015376i,-0.019359+0.012718i,-0.014408+0.023569i,0.00077582+0.014613i,0.00032562+0.014025i,-0.0068691+0.019752i,-0.016922+0.011838i,-0.0015901+0.0018391i,0.00077674-6.4247e-05i,-0.0010392+0.00054545i,-0.0028461-0.00047083i,0.0015459+0.0012787i,-0.00032164+0.00064469i,1.4129e-05+0.0017678i,-0.0011477+0.0014143i,-0.0016318-0.00031296i,-0.00013456+4.7261e-05i,-0.0014425+0.00079613i,-0.00019352+0.00075278i,7.2728e-05+0.0014733i,0.00031587+0.00058146i,-0.0001599+0.0039365i,0.00061915-0.00081416i,-0.0007619-0.00010211i,-0.0010318-0.00051949i,-0.00072218-0.0001908i,-9.7882e-05-0.00071204i,-0.0013818+0.00038083i,-0.00021905-0.001646i,0.00024127+0.00025164i,2.6626e-05-0.00022516i,0.00056162-0.00037924i,0.0003101-0.00029604i,0.00016838+0.0044038i,-4.2154e-05+0.00098721i,-0.00057705+0.00077991i,-0.00046514+0.0012042i,0.0017279+0.00068771i,-0.00032452+0.00050356i,-0.00052124+0.0012883i,0.0004809+0.00081334i,-0.00031455+0.00064431i,-0.019846-0.0033383i,-0.015953-0.03333i,-0.0014248-0.041507i,-0.014909-0.038022i,-0.015939-0.038884i,-0.02102-0.020969i,-0.028654-0.018834i,-0.030374+0.0030756i,-0.0077693-0.024526i,-0.0069478-0.018393i,0.0034795+0.0089961i,0.003092+0.0034872i,0.0061957-0.0026178i,0.0061737+0.0012645i,-0.0002684-0.0011599i,-0.007637+0.0032593i,0.0028271-0.0007895i,-0.00086543+0.0022572i,-0.0021049-0.0029436i,-0.00072636-0.00030394i,0.00042143+0.0010675i,-0.0022194-0.00089332i,5.2489e-06-0.0029311i,-0.002161+0.0022913i,-0.0002803-0.0052114i,-0.0043355-0.0010223i,-0.0033286-0.00052695i,-6.2669e-05+0.0010677i,0.0014962+0.00028648i,0.00085485+0.0012881i,-0.001587-0.0033783i,0.0039528-0.0019515i,-0.00048168+0.0018032i,-0.00121-0.0028818i,0.0015748+0.00076444i,0.0049163+0.0024753i,-0.00054966+0.00085869i,-0.0015313-0.0021599i,-0.00085765+3.9269e-05i,-0.00050062+0.0060532i,-7.1745e-05-0.00010496i,-0.0024045+0.0031119i,-0.00034241+0.0024464i,0.0032359+0.0013939i,-0.00061529-0.0022354i,-0.016535-0.042246i,0.017108-0.0012782i,0.010351+0.0015687i,0.0031751+0.016929i,0.0049279-0.010016i,0.0026606-0.00020481i,-0.0028431+0.010803i
-0.013989+0.011411i,-0.037252+0.0025648i,-0.020263+0.018347i,-0.016694+0.015165i,-0.010141+0.025157i,0.0022754+0.013608i,0.0021738+0.013444i,-0.0037971+0.019552i,-0.01528+0.014209i,-0.0012997+0.0018798i,0.00052768-0.00058148i,-0.00099203+0.0010339i,-0.0026066+0.00051907i,0.0020056+0.0010564i,8.5518e-05+0.00069324i,0.00029706+0.0015746i,-0.00041821+0.0017568i,-0.0017789+0.00016618i,-0.00023109-0.00016254i,-0.0012876+0.0013747i,-0.00011833+0.00077529i,0.0005931+0.0013651i,0.00024601+0.00049563i,0.00058484+0.0037315i,0.00010342-0.00093907i,-0.00067913+0.00030848i,-0.0012521-5.1408e-05i,-0.00081819-7.7146e-06i,-0.00042395-0.00056785i,-0.00091143+0.00093037i,-0.00053661-0.001335i,8.843e-05+0.00011691i,-0.00025379-0.00034713i,0.00044647-0.00073009i,0.00014862-0.00035282i,0.0013519+0.0039493i,0.0002927+0.00085032i,-0.0002198+0.0008929i,-1.1888e-05+0.0012316i,0.001985-8.4884e-05i,-0.00024837+0.00054949i,-3.6094e-05+0.0013281i,0.0007924+0.00055968i,3.3562e-05+0.00049202i,-0.020129-0.0016149i,-0.01964-0.031379i,-0.0055666-0.041538i,-0.019824-0.035485i,-0.021766-0.036961i,-0.023431-0.018484i,-0.028541-0.014731i,-0.028023+0.0059763i,-0.0086881-0.024034i,-0.0089528-0.017261i,0.0072202+0.0085046i,0.0035853+0.0026501i,0.0049106-0.0029738i,0.0061908-2.0415e-05i,-1.1691e-05-0.0012073i,-0.0059413+0.0060517i,0.0018956-0.0013627i,0.00031082+0.003714i,-0.0023703-0.0022385i,-0.0010139-0.00040394i,0.00061033+0.0010208i,-0.0021446-0.00056667i,-0.00091219-0.0022927i,-0.0009779+0.0028633i,-0.0022609-0.0047594i,-0.004707-0.00027416i,-0.0033601+0.00079714i,0.00021766+0.0012541i,0.00064619-0.00023356i,0.0010612+0.0013107i,-0.0035136-0.0024395i,0.0026325-0.003183i,0.00031111+0.0021472i,-0.002635-0.0011885i,0.0012474+0.00024058i,0.0047162+0.0014522i,-6.4441e-05+0.001385i,-0.0022488-0.00085735i,-0.00057872+0.00013544i,0.001589+0.0051497i,-0.00046043-0.00031345i,-0.00096704+0.0035828i,0.00039903+0.002675i,0.0039857+0.0008572i,-0.00074779-0.0016345i,-0.021883-0.039808i,0.012712-0.0057483i,0.0083736+9.1039e-05i,0.0068408+0.015926i,0.0023905-0.010223i,0.0030036-0.00095967i,-0.0022885+0.011341i
