-0.0083064-0.039311i,-0.013182-0.042919i,0.00087993-0.045454i,-0.028035-0.027148i,-0.020136+0.014355i,-0.032967-0.030849i,-0.059969-0.059475i,-0.022818-0.072865i,-0.034268-0.050059i,0.0016362+0.014953i,-0.00676+0.0095723i,-0.014732+0.013738i,0.0016078+0.016255i,-0.0039423-0.003467i,0.00068006+0.0059542i,0.00054312+0.037007i,0.019874+0.058327i,0.0013482-0.00040301i,-0.0052463-0.008356i,0.008126+0.0045954i,0.0016214+0.0007708i,-0.00087553+0.0035871i,2.3126e-05-0.0014019i,-0.035316-0.0088022i,-0.0022491-0.0073552i,-0.00030691+0.0043769i,0.0048207+0.00016425i,0.00016366+0.0012255i,-0.00010788-0.00091473i,9.4538e-05-0.0028907i,-0.0011192-0.0056838i,-0.0023179-0.0038842i,-0.00056838-0.0079065i,0.00326-0.0011909i,0.0031735-0.0025049i,-0.00075439+0.033601i,0.0057927-0.0042684i,0.0035132-0.0022604i,0.0047513+0.00023424i,-0.013157-0.0036923i,-0.00014925+0.00032507i,0.010166-0.00084527i,0.0057853-2.0526e-05i,-0.0030114+0.0040174i,0.0028506+0.0024272i,-0.0034109+0.0075154i,0.012927-0.087308i,-0.006235-0.048356i,-0.024609-0.040452i,-0.020651-0.041728i,0.062228-0.018586i,0.026597-0.061671i,0.038385-0.04537i,0.029034-0.057223i,0.019315-0.014899i,0.008068+0.0097935i,0.024477-0.033975i,-0.0076174-0.0046603i,0.0024032-0.0032575i,-0.0049977-0.0062331i,0.0010764-0.031958i,-0.024324+0.031063i,0.0075984-0.0099697i,-0.010669-0.0013948i,-0.0051105-0.001025i,-0.0013515-0.013617i,-0.010225+0.0043273i,0.0039933+0.0078961i,-0.010444+0.030967i,0.0060414+0.007039i,-0.0051966-0.0012963i,-0.0016669-0.001678i,-0.011368-0.0073929i,0.00097613-0.0041987i,-0.034903+0.0051986i,0.0024641-0.012394i,-0.0090388-0.0021498i,-0.0064834-0.0025779i,0.0063785+0.0015225i,-0.0094716+0.0012161i,0.0011625+0.00045584i,0.0051307+0.0089241i,0.0044391+0.00043022i,-0.0092876-0.0096838i,0.0027716+0.0086407i,-0.019145+0.0065543i,0.0069815+0.0030221i,-0.028961-0.0077689i,-0.033895+0.0032469i,0.024124-0.078695i,0.012192-0.010486i,-0.04338-0.026566i,-0.022316-0.003328i,0.018402+0.012247i,-0.026527+0.012392i,-0.011427-0.0085772i
-0.0082253-0.0087056i,-0.030251+0.0073741i,-0.012699+0.023178i,-0.00032397+0.012741i,0.0035681+0.0096307i,0.00053321+0.010832i,-0.0089526+0.018948i,-0.025611+0.014175i,-0.017122+0.016771i,-0.00099696+0.0023727i,-0.0012911-0.0016032i,-0.00061233+0.0022246i,-0.0026093+0.0014318i,0.0017836+0.0012334i,-0.0006476+0.00065254i,-0.00099942+0.0017896i,0.0013273+0.00083641i,-0.0033798-0.00015626i,0.00031056-0.00078906i,-0.0013716+0.0013643i,-7.5594e-06+0.00046691i,0.0003559+0.0012115i,-0.00089471+0.00056078i,0.0011931+0.0042319i,0.0019597+0.00090793i,0.00041793+0.00097916i,-0.00061275+0.0008517i,-0.0010998+7.0322e-06i,-0.0012828+0.00038591i,-0.00099775+0.0012422i,0.00096798-0.0014239i,-0.00042323-0.00057633i,0.00010586-0.0010267i,0.00054224-0.0012112i,-0.00030185-0.00093381i,0.00234+0.0036842i,0.0021718+0.001811i,-0.00033787+0.00024373i,0.0012318+0.0010327i,0.00056225-0.0046644i,2.0264e-05+0.0018332i,0.00082115+0.0011293i,-0.0008833+0.0013005i,-0.0010446+0.0008056i,-0.011964-0.0056649i,-0.014864-0.022161i,-0.014965-0.026734i,-0.01538-0.0092873i,-0.025274-0.022062i,-0.018445-0.009769i,-0.022713+2.8099e-05i,-0.03973+0.011356i,-0.00012617-0.019462i,-0.0092114-0.014545i,0.012174+0.0036103i,0.00070089+0.00068377i,0.0032217-0.0012626i,0.0035892+3.6339e-05i,0.00045172-0.0019491i,0.00019356+0.010104i,0.0045902+1.5945e-05i,0.0010494+0.0035984i,-0.0022824-0.00076784i,-0.0014942-6.8871e-05i,0.00084172+0.00035513i,-0.0019728-0.00076416i,-0.00095809-0.0028934i,0.0030034+0.0032497i,-0.0049299-0.0045325i,-0.0052661+2.401e-05i,-0.0026278+0.0016647i,0.0012679+0.0013553i,-0.00047913+0.00067389i,0.001828+0.00093312i,-0.0063858+0.0020704i,0.0010143-0.0041096i,0.00049055+0.0019642i,-0.002667+0.00070909i,0.0014375+0.00080957i,0.004776+0.0011465i,0.0015429+0.0012926i,-0.0014365+0.0011584i,-0.0009966+7.1989e-05i,0.0031734+0.0031039i,-0.00060738+0.00011179i,-0.0027149+0.0028107i,0.0010233+0.0018583i,0.0040752-0.00078151i,0.0012903-0.00093369i,-0.019034-0.02301i,0.0049905-0.011955i,-0.00018763+0.00031308i,0.0072694+0.014077i,-5.8829e-05-0.007317i,0.0026011-0.00051719i,-0.0025519+0.010634i
-0.0097318-0.0076346i,-0.028057+0.012064i,-0.0081797+0.023046i,0.0019711+0.011246i,0.0043188+0.0083417i,0.0014575+0.01i,-0.0060842+0.019652i,-0.022921+0.016696i,-0.014262+0.018623i,-0.00048122+0.0026467i,-0.0020453-0.00068451i,0.0005958+0.0024721i,-0.0017043+0.001955i,0.0025122+0.00043888i,-0.00012884+0.00091369i,-0.00061732+0.0020363i,0.0016373+0.00074652i,-0.0033684+0.0011179i,-0.00015527-0.00082389i,-0.00078382+0.0018816i,1.673e-05+0.00042194i,0.00079143+0.00087392i,-0.00070947+0.00095607i,0.002158+0.0040876i,0.0025082+0.00038482i,0.00077631+0.00074543i,-0.00020737+0.0011217i,-0.0010412+0.00045823i,-0.00084778+0.00063283i,-0.0004562+0.0013153i,0.00058094-0.001805i,-0.00073894-0.00021861i,-0.00021787-0.0009567i,-0.00010201-0.0013787i,-0.00056859-0.00066481i,0.0032679+0.0029202i,0.0026677+0.0008171i,-0.00022344+0.00043224i,0.001553+0.00031526i,-0.0011464-0.0045444i,0.00068762+0.0017911i,0.0011757+0.00060063i,-0.00019638+0.0015116i,-0.0008971+0.0010879i,-0.013908-0.0045704i,-0.018059-0.021319i,-0.016967-0.026763i,-0.016143-0.0083967i,-0.028808-0.020474i,-0.0184-0.0087843i,-0.019922+0.00094509i,-0.035873+0.014922i,-0.0022904-0.022345i,-0.0094704-0.014899i,0.012364+0.00016863i,0.0009049+0.0011185i,0.0033825-0.00067703i,0.0031204-0.00070404i,-0.00039868-0.0022404i,0.0041797+0.010899i,0.003815-0.00066581i,0.0026758+0.0031802i,-0.0023678-0.0009153i,-0.0016879+0.0008547i,0.0011877+0.00019447i,-0.0022156-0.00073778i,-0.0011584-0.0029981i,0.0037785+0.00070702i,-0.005971-0.0021422i,-0.0058252+0.0020259i,-0.0016369+0.0028148i,0.0011592+0.00084048i,-0.00044854+0.0011019i,0.0015095+0.00040281i,-0.0048598+0.0047466i,-0.00048201-0.0039888i,0.00082362+0.0016559i,-0.0017848+0.0021046i,0.0015447+0.0005005i,0.0049848-2.5083e-05i,0.0011963+0.00054209i,-0.0010074+0.0017922i,-0.0012001+0.00056261i,0.0031586+0.0012615i,-0.00058887+0.00016019i,-0.001511+0.0031672i,0.0018286+0.0014207i,0.0039741-0.002112i,0.0012103-0.0012154i,-0.021475-0.020253i,-0.00085103-0.01141i,-0.0022452+0.00062409i,0.0088489+0.01095i,-0.0010608-0.0066518i,0.0025116-0.0010794i,-0.0015369+0.010738i
-0.010948-0.0061201i,-0.024747+0.01598i,-0.0044001+0.022156i,0.0032835+0.008998i,0.0047238+0.0071475i,0.002162+0.0092607i,-0.0031284+0.019782i,-0.020374+0.018938i,-0.011372+0.019878i,0.00028697+0.0027518i,-0.0020301+0.00046227i,0.0017227+0.0018291i,-0.00078203+0.0021716i,0.002472-0.00063824i,0.000522+0.00078527i,-3.1882e-05+0.0021271i,0.0024681+0.0004325i,-0.0027237+0.0023608i,-0.00033137-0.0007155i,1.3225e-05+0.001926i,-1.2192e-05+0.00054682i,0.00095457+0.00047887i,-0.00037195+0.0013048i,0.0031841+0.003501i,0.0027552-0.00068183i,0.0010644+0.00032591i,0.00033696+0.0011175i,-0.00079359+0.0008558i,-0.00060799+0.00061059i,2.4261e-05+0.0012112i,-4.7456e-05-0.0019952i,-0.00074907+0.00019555i,-0.00061297-0.0008379i,-0.00073725-0.0011521i,-0.00084439-0.00035262i,0.0039677+0.0021492i,0.0027029-0.00022841i,8.304e-06+0.00048598i,0.001414-0.0003636i,-0.0025465-0.0035814i,0.0011672+0.001481i,0.0010933+7.2507e-06i,0.00033051+0.0013528i,-0.00046269+0.0013574i,-0.015555-0.0028682i,-0.02132-0.01929i,-0.020451-0.026102i,-0.017099-0.0069362i,-0.032699-0.017511i,-0.018884-0.0086462i,-0.017559+0.00067385i,-0.032123+0.017298i,-0.0055745-0.023743i,-0.010659-0.015711i,0.011126-0.0026222i,0.0015099+0.001276i,0.0040939-0.00084623i,0.002254-0.0013275i,-0.0014679-0.0016803i,0.0086178+0.0097588i,0.0031562-0.00083629i,0.0035699+0.0020932i,-0.0029091-0.00055181i,-0.0010284+0.0017872i,0.0010187-0.00024916i,-0.0026703-0.00045383i,-0.0017876-0.0032985i,0.0027124-0.00114i,-0.0056401+7.5479e-05i,-0.0049159+0.0043439i,-5.9885e-05+0.0030714i,0.00082945+0.00083467i,-0.0002736+0.0011979i,0.0012781+0.00032754i,-0.0024992+0.0059709i,-0.0020077-0.003323i,0.00098728+0.0016539i,-0.00048723+0.0028017i,0.0014194+0.00028077i,0.0044774-0.0012694i,0.00086121+0.0006432i,-0.00042336+0.0022459i,-0.00088705+0.00084351i,0.002276+0.00018482i,-0.00063654+0.00024169i,-2.9353e-05+0.0028897i,0.0024299+0.00070512i,0.0032303-0.0029337i,0.00062565-0.0015779i,-0.023254-0.017277i,-0.0060798-0.0090127i,-0.0043679+0.0019549i,0.008902+0.0075268i,-0.0022643-0.0054538i,0.0020243-0.001288i,-0.00094879+0.011028i
-0.011908-0.0043947i,-0.020852+0.018481i,-0.001113+0.020696i,0.0034873+0.0068751i,0.0048328+0.0059203i,0.0029282+0.0086607i,-0.00033549+0.019186i,-0.017559+0.021114i,-0.0083167+0.020356i,0.0011194+0.002482i,-0.0014805+0.0012577i,0.0021119+0.00088962i,6.2635e-05+0.0020443i,0.002049-0.0013617i,0.00087056+0.00043701i,0.00056305+0.0019892i,0.0030542-0.00055007i,-0.0016882+0.0031424i,-0.00060816-0.00081343i,0.00064284+0.0016467i,0.00015008+0.0008396i,0.00089177+0.00021768i,0.00014103+0.001486i,0.0040331+0.0025793i,0.002407-0.0017243i,0.0011109-0.00022745i,0.00073356+0.0008829i,-0.00039275+0.001173i,-0.00039341+0.00060359i,0.00041589+0.00093054i,-0.00075402-0.0019369i,-0.0005886+0.00055329i,-0.00090516-0.00047259i,-0.0011835-0.00063638i,-0.00085503+8.0268e-05i,0.0046019+0.0012723i,0.0023862-0.0011006i,0.0001738+0.00042438i,0.0011076-0.00082937i,-0.0032567-0.0022191i,0.0015264+0.0010926i,0.0007987-0.00030874i,0.00067013+0.0010681i,-3.5661e-05+0.0013056i,-0.016907-0.00062527i,-0.023801-0.01631i,-0.024208-0.023933i,-0.017496-0.0052315i,-0.035454-0.013302i,-0.02023-0.0079791i,-0.016139-0.000723i,-0.028525+0.018878i,-0.0088082-0.023909i,-0.013039-0.016183i,0.0093008-0.0042976i,0.0021143+0.0010058i,0.0046715-0.0018187i,0.0011643-0.0012573i,-0.0019733-0.00052108i,0.012329+0.0065869i,0.0029882-0.00086008i,0.0038543+0.00085134i,-0.0031253+0.0002038i,0.00016479+0.0020856i,0.00084311-0.00028358i,-0.0030143+4.3211e-05i,-0.0028787-0.0033985i,0.0012929-0.0019036i,-0.0048407+0.0015214i,-0.0029199+0.0056691i,0.0011278+0.0024588i,0.00098104+0.0011913i,-0.00018246+0.0015194i,0.0012617+1.9444e-05i,8.1049e-05+0.0058799i,-0.002928-0.0017109i,0.0014505+0.0016964i,0.00069083+0.0027428i,0.0011899+2.3039e-05i,0.0037038-0.0024172i,0.0012448+0.00096198i,0.00031083+0.0024704i,-0.00081443+0.00087838i,0.0012837-0.0002933i,-0.00048402+0.00048369i,0.00078347+0.001909i,0.0027728-0.00023524i,0.0024399-0.0036103i,-0.00024104-0.0014556i,-0.024474-0.014242i,-0.0094687-0.0048733i,-0.0057417+0.0041001i,0.0072709+0.0048904i,-0.0028278-0.0039486i,0.0017412-0.0011808i,7.4287e-05+0.01152i
-0.012441-0.0024187i,-0.01732+0.01989i,0.0013346+0.018887i,0.0029757+0.0052261i,0.004702+0.0047983i,0.0038648+0.0078266i,0.0019424+0.018209i,-0.014116+0.022876i,-0.0056054+0.020461i,0.001776+0.0019316i,-0.00073316+0.0017286i,0.002119+0.00017544i,0.00078101+0.0016028i,0.0014858-0.0018887i,0.0010861+2.2934e-06i,0.0011051+0.0015369i,0.0030457-0.0018368i,-0.00053075+0.003431i,-0.0011683-0.0007009i,0.0010139+0.0012457i,0.00061271+0.00092041i,0.00092723-2.4157e-05i,0.00069172+0.0014068i,0.004526+0.0013936i,0.0016915-0.0025662i,0.00080224-0.00081924i,0.00097657+0.00050442i,0.00011522+0.0011547i,-0.00015572+0.00054282i,0.00052312+0.00056935i,-0.0014818-0.0016765i,-0.00027856+0.00070937i,-0.00097395-8.1038e-05i,-0.0013146-8.5725e-05i,-0.00058612+0.00039629i,0.0051429+0.0002454i,0.0019282-0.0017509i,0.00035294+0.00023914i,0.00079565-0.0010758i,-0.0032384-0.00090658i,0.0018783+0.00061339i,0.00043308-0.00035874i,0.00087722+0.00067754i,0.00017548+0.001168i,-0.017728+0.0021275i,-0.025278-0.013131i,-0.027017-0.020705i,-0.017502-0.0040069i,-0.037235-0.0087067i,-0.021521-0.0065235i,-0.016357-0.0021999i,-0.025356+0.019575i,-0.011498-0.023558i,-0.01551-0.015961i,0.0078114-0.0052157i,0.0025479+0.00052221i,0.0046516-0.003472i,0.00034511-0.00069123i,-0.0018933+0.00079893i,0.014453+0.0021955i,0.0028111-0.0012202i,0.0034706-0.00052027i,-0.0030304+0.00099715i,0.0011657+0.001565i,0.0011609-0.00014668i,-0.0032918+0.00080678i,-0.0041562-0.003169i,0.00015004-0.0020537i,-0.0038549+0.0026532i,-0.00094419+0.0060623i,0.0019187+0.0016055i,0.0017463+0.0011873i,0.00026771+0.0017745i,0.00070748-0.00027481i,0.002217+0.0049185i,-0.0026526-7.2198e-05i,0.0020487+0.0013885i,0.0016075+0.0022487i,0.00098453-4.6807e-05i,0.0025197-0.0031959i,0.0017608+0.00051807i,0.0012101+0.0023871i,-0.00070483+0.0012856i,0.00040875-4.4634e-05i,-0.00033263+0.00065163i,0.00073393+0.00091959i,0.0028283-0.0014492i,0.0012241-0.0040275i,-0.00069602-0.0010809i,-0.025077-0.011449i,-0.010859-0.00065668i,-0.0061422+0.0065438i,0.0050042+0.0036822i,-0.0025143-0.0025573i,0.0017651-0.0010492i,0.0012546+0.011635i
-0.0123-0.00045634i,-0.014195+0.020856i,0.0032554+0.016839i,0.0020336+0.0043399i,0.0042684+0.0038469i,0.0046134+0.0067365i,0.0039533+0.017112i,-0.010583+0.023783i,-0.0031709+0.0202i,0.0022581+0.0012231i,9.3673e-05+0.0017029i,0.0019894-0.00039657i,0.0012119+0.00091733i,0.00068877-0.002203i,0.0010684-0.00043096i,0.0014464+0.0010045i,0.0025598-0.0031895i,0.00057794+0.0033382i,-0.0014862-0.00010458i,0.001287+0.00090691i,0.0010642+0.00066907i,0.00075703-0.0001406i,0.0011733+0.0010734i,0.0046867-0.00012461i,0.00065325-0.0031297i,0.00022743-0.00093959i,0.0010809+7.6129e-05i,0.00049948+0.0010399i,-6.9299e-05+0.00036822i,0.0004317+0.00023823i,-0.0020597-0.0011075i,-2.9114e-05+0.00072904i,-0.00092698+0.0001615i,-0.0012762+0.00043359i,-0.00032137+0.00039557i,0.0053747-0.00099663i,0.0013678-0.0023512i,0.00040925+4.9336e-05i,0.00039928-0.0013122i,-0.002812+5.2984e-05i,0.001917-6.7044e-05i,0.00036346-0.00016873i,0.00084934+0.00040663i,0.00046258+0.0012123i,-0.01788+0.0049873i,-0.025925-0.010119i,-0.02869-0.016679i,-0.017929-0.0027926i,-0.037888-0.0038258i,-0.022023-0.004651i,-0.017612-0.0029962i,-0.023191+0.019971i,-0.014013-0.022816i,-0.017939-0.014832i,0.0066014-0.0058487i,0.0027121-0.00024202i,0.0033741-0.0053077i,-0.00014373+0.00021278i,-0.0012979+0.0020053i,0.014842-0.0029184i,0.0025484-0.0014173i,0.0021015-0.0011992i,-0.00261+0.0016052i,0.0019675+0.00081359i,0.0017115-0.0007362i,-0.0031981+0.0018487i,-0.0054966-0.0022965i,-0.00084624-0.0018067i,-0.0028046+0.003392i,0.0008077+0.0057321i,0.0021688+0.00033349i,0.0022284+0.00049808i,0.00088753+0.0017861i,0.00014783+6.1387e-07i,0.0035232+0.0032885i,-0.0017598+0.00095647i,0.0024117+0.00090643i,0.0021269+0.0015587i,0.00076576-6.8651e-05i,0.00097417-0.0033739i,0.0020227-6.9019e-05i,0.0018592+0.0020022i,-0.0002012+0.0014372i,5.1475e-05+0.00058789i,-0.00017205+0.00082584i,0.00031003+0.00040851i,0.0022268-0.0027852i,0.00014505-0.0036625i,-0.0010714-0.00068892i,-0.025311-0.0087274i,-0.011164+0.0032053i,-0.0054509+0.0091408i,0.0028881+0.0038188i,-0.0016628-0.0016838i,0.0019102-0.0011341i,0.0024079+0.01161i
-0.011894+0.00093663i,-0.011277+0.021586i,0.0042658+0.014999i,0.0012862+0.0041926i,0.0036777+0.0033011i,0.0050648+0.005583i,0.0055989+0.015964i,-0.0068561+0.024163i,-0.00056588+0.019847i,0.0024082+0.00037466i,0.00061959+0.0013598i,0.0017463-0.00080748i,0.0014092+0.00034612i,-0.00015526-0.0019724i,0.00087064-0.00074344i,0.0016181+0.00045794i,0.001399-0.0043437i,0.0014794+0.0029096i,-0.0014371+0.00049163i,0.0015404+0.0005371i,0.0014305+0.00020855i,0.00068446-0.00013283i,0.0013937+0.00059308i,0.0042485-0.0015691i,-0.00055402-0.0031747i,-0.00011999-0.00067988i,0.00098549-0.00037768i,0.00076079+0.00078046i,-0.00015695+0.00033968i,0.00023746+0.0001263i,-0.0023965-0.00027073i,0.00013839+0.00068734i,-0.00092184+0.00046323i,-0.0010564+0.0010282i,-0.00013336+0.00034995i,0.0052623-0.0023498i,0.00051768-0.0027944i,0.00033769-0.00017096i,-0.00010192-0.0015222i,-0.0023108+0.00053016i,0.0016487-0.00064576i,0.00053513-0.00017337i,0.00078824+0.00041639i,0.00079328+0.0011574i,-0.017372+0.0077669i,-0.026357-0.00775i,-0.028808-0.012728i,-0.018297-0.00097261i,-0.037422+0.00099324i,-0.022274-0.0030666i,-0.019702-0.0027388i,-0.02157+0.020844i,-0.015656-0.021837i,-0.019878-0.013116i,0.0054044-0.0063952i,0.0021621-0.0010836i,0.00095812-0.0060236i,4.9113e-05+0.0012245i,0.00012057+0.0031755i,0.012756-0.0079182i,0.0024188-0.0016707i,0.00072481-0.00071761i,-0.0020194+0.0019185i,0.0024479-0.00061295i,0.0014575-0.0016833i,-0.002589+0.0028973i,-0.0065068-0.00083191i,-0.0016079-0.00092419i,-0.0014316+0.0038071i,0.0020051+0.0049131i,0.0014706-0.0007152i,0.0024436-0.00025424i,0.0015329+0.0014126i,0.00012131+0.00052764i,0.0038232+0.0016922i,-0.00073299+0.0013231i,0.0027005+0.00042992i,0.0023895+0.00087248i,0.00072201+3.0872e-05i,-0.00032795-0.0026428i,0.0021517-0.0007875i,0.002538+0.0014572i,0.00053778+0.0010509i,0.0002332+0.0012091i,0.00026796+0.00098067i,-6.1671e-05+0.00033167i,0.00078196-0.0034514i,-0.00069324-0.0031078i,-0.0015277-9.299e-05i,-0.025079-0.0065586i,-0.010528+0.0068226i,-0.0037985+0.011004i,0.0016452+0.0052221i,-0.00076876-0.0016722i,0.0019034-0.0015031i,0.0036434+0.011505i
-0.011706+0.0021269i,-0.0083203+0.022159i,0.0050276+0.013592i,0.0011529+0.0043101i,0.0033151+0.0031316i,0.0054244+0.0043766i,0.0071221+0.014888i,-0.0032568+0.023505i,0.0020936+0.019028i,0.0021511-0.00039348i,0.0008724+0.0010517i,0.0015109-0.001096i,0.0015689-0.00033314i,-0.00044035-0.0013986i,0.00067778-0.00097802i,0.001561-8.9979e-05i,-0.00026643-0.0046454i,0.0021393+0.0022839i,-0.0012419+0.00096793i,0.0017386+6.6171e-05i,0.0014592-0.0005315i,0.00074532-0.00017338i,0.001379+0.00013361i,0.0031815-0.0025267i,-0.0015618-0.0026686i,-9.995e-05-0.00039625i,0.00066923-0.00076516i,0.00082496+0.00036954i,-8.8291e-05+0.00047276i,4.7985e-05+0.00023081i,-0.0023365+0.00058327i,0.00034234+0.0006402i,-0.00077399+0.00085556i,-0.00053242+0.0013721i,6.2295e-05+0.00028345i,0.0046383-0.0038632i,-0.00060521-0.0028244i,0.00018568-0.00030896i,-0.00079845-0.0013959i,-0.0021286+0.00078577i,0.0012498-0.0010474i,0.0005417-0.00037598i,0.0010636+0.0005125i,0.0011291+0.00087313i,-0.016183+0.010409i,-0.02677-0.0054707i,-0.027877-0.0099118i,-0.017796+0.0010144i,-0.035686+0.0049572i,-0.022059-0.0012492i,-0.021697-0.00095539i,-0.01956+0.022353i,-0.017284-0.021581i,-0.021289-0.011759i,0.0044405-0.0069652i,0.0012565-0.0013283i,-0.0014064-0.0050623i,0.00077287+0.0018812i,0.0022686+0.0031527i,0.008509-0.011109i,0.0020364-0.0021936i,0.00023713+0.00071344i,-0.0014456+0.0018704i,0.0018931-0.0019953i,0.00094334-0.0022633i,-0.001435+0.003483i,-0.0070703+0.0012435i,-0.0015378-4.595e-05i,-9.0785e-05+0.0036139i,0.0027916+0.0039655i,0.00053386-0.00099828i,0.0025054-0.0011632i,0.0018949+0.00085366i,0.00030299+0.00078283i,0.0036257+0.00062074i,0.00032152+0.0012366i,0.0029421-0.00035853i,0.0025702+0.00025103i,0.00070203-2.3536e-05i,-0.00074101-0.0016068i,0.0017569-0.0017325i,0.0030049+0.00054399i,0.00059895+0.00047147i,0.00088025+0.001442i,0.00070805+0.0010418i,-0.00016766+0.00052321i,-0.00041139-0.0031458i,-0.0014476-0.0024921i,-0.0017062+0.0007524i,-0.025004-0.0047536i,-0.0088232+0.0093589i,-0.0017452+0.011673i,0.0016471+0.0069227i,-0.0008974-0.0024241i,0.0016625-0.0017168i,0.0053036+0.011119i
-0.011478+0.003494i,-0.0052703+0.022521i,0.0058499+0.012468i,0.0013509+0.0042095i,0.0032607+0.002876i,0.0055841+0.0028459i,0.0087998+0.013765i,-0.0003396+0.022162i,0.0044609+0.017537i,0.0016253-0.00087382i,0.0010704+0.00077744i,0.0012789-0.0013433i,0.0014143-0.0012077i,-0.00048877-0.0010468i,0.00041454-0.0011785i,0.0014082-0.0005242i,-0.0016674-0.004149i,0.0025717+0.0015189i,-0.00088319+0.0014163i,0.0017677-0.00052386i,0.00097175-0.0011303i,0.00081827-0.00030737i,0.0012562-0.00020814i,0.0021804-0.0027792i,-0.0021805-0.001927i,7.9147e-05-0.00039904i,0.00022554-0.0010277i,0.00066389-3.4895e-05i,0.0001019+0.00049755i,0.00014219+0.00044766i,-0.001974+0.0013246i,0.00060971+0.00047805i,-0.00037055+0.0011479i,3.6296e-05+0.0014198i,0.00022294+0.0001962i,0.0033492-0.0051335i,-0.0015954-0.0023429i,3.5688e-05-0.00032885i,-0.0012586-0.00080791i,-0.0020661+0.0013294i,0.00074645-0.001181i,0.00035177-0.00053067i,0.0016312+0.000398i,0.0014107+0.0003273i,-0.014588+0.012579i,-0.02733-0.0032403i,-0.027041-0.0081624i,-0.016867+0.0024527i,-0.033646+0.0081355i,-0.021188-0.00014628i,-0.02264+0.0019776i,-0.016954+0.023904i,-0.019325-0.021103i,-0.023204-0.010146i,0.0033119-0.0077881i,0.0003947-0.0010166i,-0.0028645-0.0033466i,0.0015162+0.0018556i,0.0039019+0.0021349i,0.0038-0.011831i,0.0011501-0.0023413i,0.00081027+0.0019377i,-0.0012991+0.0017868i,0.00088492-0.0027426i,0.00020767-0.0026745i,-0.00028275+0.0035023i,-0.0064513+0.003434i,-0.0010752+0.00042198i,0.00097905+0.002991i,0.0033974+0.0033009i,-6.2064e-05-0.00088633i,0.0019448-0.0022055i,0.0017845-6.1566e-05i,0.00066477+0.0012i,0.0032191-4.6589e-05i,0.0011754+0.00043486i,0.0027763-0.0013791i,0.0025883-0.00058172i,0.00091931+2.1393e-05i,-0.00053819-0.00053657i,0.0003422-0.0024895i,0.0028152-0.00039431i,0.00019087+0.00022247i,0.0015211+0.0012377i,0.0013641+0.00078177i,-0.00010494+0.00042896i,-0.0010577-0.0027652i,-0.0019418-0.001287i,-0.0013827+0.0017274i,-0.025105-0.0031125i,-0.0074821+0.010858i,-0.00033645+0.01138i,0.0026248+0.0077816i,-0.0016818-0.0025401i,0.0012601-0.0018424i,0.0067062+0.0099137i
-0.010891+0.005009i,-0.0021045+0.022474i,0.0066595+0.011286i,0.0015908+0.0039082i,0.003174+0.0024549i,0.0052132+0.0012691i,0.010496+0.012186i,0.0018813+0.020804i,0.0062939+0.015614i,0.0011066-0.0009696i,0.0010384+0.00053301i,0.0010254-0.0015449i,0.0007552-0.0019199i,-0.00041259-0.00076723i,6.4632e-05-0.0011796i,0.0012722-0.00072048i,-0.0024499-0.0033719i,0.0026367+0.00081897i,-0.0003178+0.0017522i,0.0015581-0.0010534i,0.00030196-0.0012452i,0.00079328-0.00044822i,0.0011325-0.00051083i,0.0016686-0.0028859i,-0.0024085-0.0011584i,0.00015504-0.00046587i,-0.00028616-0.00098936i,0.00033281-0.00016553i,0.00024366+0.00038985i,0.00043005+0.00045483i,-0.001413+0.0018966i,0.0007798+0.00027183i,8.0899e-05+0.0012096i,0.0005315+0.0012233i,0.00022966+6.0516e-05i,0.0015625-0.0060487i,-0.0022087-0.0016218i,-0.00013908-0.00027806i,-0.0013701-0.00032072i,-0.0017253+0.0019368i,0.00029532-0.0012328i,0.00017353-0.00057441i,0.0020666-0.00012796i,0.0014407-0.00010099i,-0.012465+0.014252i,-0.027827-0.00034858i,-0.026435-0.0066154i,-0.015892+0.0037307i,-0.031589+0.010485i,-0.020516+0.00027262i,-0.022185+0.0051226i,-0.013461+0.024703i,-0.021519-0.020363i,-0.025026-0.0076439i,0.001458-0.0084479i,-0.0002506-0.00037379i,-0.0033286-0.0010784i,0.0020603+0.0016115i,0.0050329+0.00072729i,6.7035e-05-0.010547i,0.00042882-0.0016771i,0.0020528+0.0027591i,-0.001229+0.0018889i,0.00022602-0.0028632i,-0.00071043-0.002998i,0.00086147+0.0030834i,-0.0054211+0.0049171i,-0.00090144+0.00049561i,0.0017113+0.0020646i,0.0040593+0.0025201i,-0.00063564-0.0006668i,0.00059016-0.0026746i,0.0010038-0.00058958i,0.001505+0.0011694i,0.0026104-0.00048524i,0.00071585-0.0006504i,0.001882-0.0021533i,0.0020285-0.0014427i,0.0011303-0.00013659i,8.1025e-05-0.00013585i,-0.001105-0.0018304i,0.0023652-0.00097573i,-0.00020108+0.0003854i,0.0018504+0.00080367i,0.0019252+7.3878e-05i,6.6666e-05+0.00023796i,-0.0015633-0.0024813i,-0.0015145-6.1717e-05i,-0.00082431+0.002496i,-0.025124-0.0011324i,-0.0061948+0.012843i,0.00026889+0.011202i,0.0037706+0.0079639i,-0.0026195-0.0019151i,0.00085404-0.0017459i,0.0076135+0.0083547i
