-0.0070032-0.039759i,-0.011296-0.044131i,0.002462-0.046743i,-0.027603-0.028135i,-0.021088+0.013592i,-0.032469-0.033706i,-0.060849-0.062829i,-0.021624-0.073737i,-0.033882-0.0524i,0.0012073+0.015962i,-0.0068645+0.011073i,-0.015324+0.014024i,0.0017144+0.016687i,-0.0038467-0.0033633i,0.00029995+0.0065264i,0.00034585+0.039725i,0.019469+0.060678i,0.00088046-0.00016125i,-0.004561-0.0084769i,0.0087783+0.0047127i,0.0018372+0.00093184i,-0.00099906+0.0035168i,0.00013001-0.001438i,-0.036838-0.0095386i,-0.0020239-0.0073435i,1.6558e-05+0.0044908i,0.0051298+6.8932e-05i,0.00039519+0.00079295i,-0.00029033-0.001034i,0.00010741-0.0029744i,-0.0010125-0.0059491i,-0.0024428-0.0041297i,-0.00019456-0.0081676i,0.0030655-0.0014003i,0.0034601-0.0026294i,-0.0020368+0.034833i,0.0062947-0.0043787i,0.0036123-0.0023915i,0.00502+0.00014318i,-0.013628-0.0042037i,5.8319e-05+0.00039998i,0.010471-0.00039989i,0.0064435-0.00066288i,-0.003658+0.0041142i,0.0023194+0.0032715i,-0.0029281+0.0087106i,0.015373-0.087552i,-0.0065879-0.046759i,-0.023572-0.038371i,-0.019247-0.042144i,0.063995-0.016114i,0.02848-0.061521i,0.038831-0.044713i,0.030203-0.056116i,0.019403-0.015687i,0.0082006+0.0093963i,0.024661-0.032058i,-0.0073288-0.004651i,0.0023488-0.0023607i,-0.0046942-0.0063768i,0.0013481-0.032153i,-0.024606+0.031026i,0.007843-0.010034i,-0.01113-0.001661i,-0.0052685-0.0012804i,-0.0011253-0.013666i,-0.010036+0.0042826i,0.0035506+0.0080592i,-0.011077+0.031574i,0.0053898+0.0077934i,-0.0053416-0.0014945i,-0.0020297-0.0021475i,-0.0115-0.007228i,0.00045928-0.0038887i,-0.035386+0.0046306i,0.0025121-0.01255i,-0.0090673-0.0022331i,-0.0064298-0.0025557i,0.0062483+0.0015589i,-0.00943+0.0018949i,0.0010851+0.0010332i,0.0052591+0.0095052i,0.0045265+0.00018389i,-0.0092423-0.0093029i,0.0025335+0.0086494i,-0.019115+0.0063306i,0.0065827+0.0031272i,-0.028713-0.0088152i,-0.034469+0.0024875i,0.026067-0.077669i,0.01255-0.0099598i,-0.042684-0.027521i,-0.022454-0.0037226i,0.017984+0.012899i,-0.026412+0.012204i,-0.011536-0.0089956i
0.010659-0.0079217i,-0.009011-0.036789i,-0.029604-0.018999i,-0.014029-0.00094834i,-0.014697+0.01383i,-0.019669+0.0069641i,-0.020718-0.0079826i,-0.016465-0.030846i,-0.018933-0.013852i,-0.0016189-0.0038345i,0.00056764+7.6807e-05i,0.0016509-0.0007078i,0.00223-0.00030795i,0.00069428-0.00065633i,0.00087583-8.354e-05i,-0.0036397-0.0018816i,0.0021691-0.0033023i,0.0023767-0.001138i,-7.1593e-05-0.0012096i,0.00029617-0.00052058i,-0.0010303-0.00050223i,0.0018754-0.0011679i,-0.00076333-0.00096536i,-0.0022917-0.0026081i,-0.0024433-0.00045532i,0.00010685-0.0012419i,0.00014879-0.0012858i,-5.1318e-05-0.00018359i,0.00090135-9.6266e-05i,0.0010621+0.00031601i,-0.00090876+0.0022117i,-0.0010592+0.0005463i,-0.00082438+0.00016631i,-0.00031099-0.00020119i,-0.0019145+0.0012915i,-0.003272-0.0014886i,-0.0011005-0.0020414i,0.00014837+0.00042264i,-0.00054688-0.00054435i,0.0019249+0.0044539i,-0.000787-0.00069265i,-0.00050698-0.00085798i,-0.0012088-0.0004641i,-0.00051052-0.0036654i,0.0030943-0.012674i,0.017311-0.018545i,0.016408-0.033565i,-0.0069522-0.018348i,0.0039082-0.016036i,-0.020198-0.021505i,0.0055401-0.039189i,-0.0026061-0.03766i,0.014986-0.013292i,0.0049894-0.013308i,-0.0048253+0.0082444i,0.0053598-0.00087678i,0.0049798+0.011132i,-0.0035312+0.0033255i,0.0054954-0.000108i,0.0086573-0.0033816i,-0.0039311-0.00051517i,0.0096403+0.0046202i,0.0013877-0.0008532i,-0.0024074-0.0029818i,-0.0022241+0.0008462i,0.00149-0.002171i,-0.0040377+0.0048438i,0.0043326-0.0036676i,-0.0032523+0.0052979i,0.0037971+0.00038786i,0.0039745+0.0016751i,-0.0012642+0.00051452i,-0.0067758-0.0028956i,-0.0016883+0.0015882i,-0.0012031+0.0020691i,0.00034662+0.0052353i,-0.0017289+0.0019429i,0.00047538+0.0032166i,-0.0014083+4.4712e-05i,-0.010132+0.0031866i,-0.0011497-6.3589e-05i,-0.0038945+0.0032314i,0.00095611+0.0011519i,0.001595-0.0044895i,-0.0013488-0.0019474i,0.0018377-0.0043204i,-0.0037742-0.001019i,0.0077421+0.00074767i,0.0021716+0.00023257i,0.013842-0.016628i,-0.0011107+0.031269i,0.011027+0.013021i,-0.010446+0.0055059i,0.0013517+0.0014242i,0.00095842-0.0014611i,-0.0041645+0.0063444i
0.0088219-0.0094605i,-0.015148-0.034609i,-0.031738-0.013871i,-0.014638+0.00070929i,-0.01134+0.015416i,-0.017853+0.0093582i,-0.021926-0.0047669i,-0.021618-0.027592i,-0.021375-0.0098833i,-0.0026561-0.00353i,0.0002059-0.00042199i,0.0011313-0.0013757i,0.0023722-0.0012656i,-4.2525e-05-0.0010888i,0.00072004-0.00016398i,-0.0039722-0.0012777i,0.00042944-0.0038538i,0.0017685-0.0016202i,-0.00049845-0.00093244i,8.8186e-05-0.00083712i,-0.00092806-6.0371e-05i,0.0010812-0.0015998i,-0.00090076-0.00061759i,-0.0029653-0.0021335i,-0.0025079+0.00055309i,-0.00039238-0.0012164i,-0.00030198-0.0011756i,3.696e-05-0.00023699i,0.00098463-0.00044679i,0.0010995-0.00027862i,-7.0467e-05+0.0025144i,-0.00073495+0.00074352i,-0.00085997+0.00039173i,-0.00048802-0.00013893i,-0.001465+0.0019793i,-0.0035429-0.00093392i,-0.0019424-0.0015233i,0.00045121+0.00014829i,-0.00068745-0.00047057i,0.0028832+0.0034103i,-0.00086583-0.00065592i,-0.00075969-0.00067122i,-0.001287-0.00043529i,-0.001446-0.0036136i,0.00059861-0.013017i,0.014908-0.021327i,0.011854-0.034122i,-0.0076976-0.015683i,0.0030133-0.017523i,-0.019207-0.015361i,-0.0035608-0.041268i,-0.010353-0.040715i,0.011297-0.017284i,0.0023404-0.011557i,-0.0016466+0.0094796i,0.0037686-0.0021535i,0.0073959+0.0080021i,-0.002788+0.0048184i,0.0047614-0.0013515i,0.007271-0.0056865i,-0.0046772+0.0015471i,0.010704+0.0015661i,0.0017713-0.00099255i,-0.0025607-0.0020856i,-0.0012047+0.00144i,0.0010239-0.0024873i,-0.0012896+0.0055131i,0.0023262-0.0053489i,-0.00067212+0.0055514i,0.003823-0.0021736i,0.0040046-0.00020211i,-0.0010671+0.00094799i,-0.0070635+0.0007847i,-0.0013128+0.0017451i,-0.00012212+0.0036566i,0.0014541+0.0041271i,-0.00081635+0.0025035i,0.0013253+0.0030662i,-0.0016294+0.00079306i,-0.0081222+0.0062833i,-0.00095609+0.0010238i,-0.0023224+0.0044872i,0.0010428+0.0004578i,-0.00068561-0.0051326i,-0.0016127-0.001354i,0.00058239-0.005162i,-0.0035733+0.0004402i,0.0068046-0.0013574i,0.0023532+1.2016e-05i,0.012983-0.01835i,0.0055017+0.029689i,0.010719+0.0098522i,-0.0099621+0.0079055i,0.0038203+0.003i,0.0012047-0.0014037i,-0.0037935+0.0069845i
0.0068717-0.010607i,-0.020632-0.031021i,-0.033074-0.0088192i,-0.015065+0.0030285i,-0.0080606+0.015826i,-0.015653+0.011449i,-0.022594-0.0012178i,-0.025852-0.02359i,-0.022201-0.0061428i,-0.0035536-0.0027388i,-0.00026557-0.00030591i,0.00030171-0.0015741i,0.0020942-0.002196i,-0.00068315-0.00088772i,0.00075725-0.00031857i,-0.0040836-0.00040431i,-0.0011643-0.0034138i,0.0011507-0.0017978i,-0.00078171-0.00051586i,-0.00028638-0.00083031i,-0.00068443+0.00022528i,0.00044926-0.0017108i,-0.00093128-0.00027873i,-0.0035753-0.0014199i,-0.0022242+0.0012089i,-0.00081938-0.00097291i,-0.00064507-0.00087611i,5.973e-05-0.00034348i,0.00082056-0.00074047i,0.0011104-0.00071266i,0.0009933+0.0022965i,-0.00041853+0.00088828i,-0.0008724+0.00076254i,-0.00059896+6.065e-06i,-0.00051991+0.0023117i,-0.0039647-0.00023833i,-0.002372-0.00067733i,0.00048589-0.00029807i,-0.0007666-0.00040271i,0.0032293+0.0022428i,-0.0010482-0.0005917i,-0.00092341-0.00036695i,-0.0013235-0.00028782i,-0.0022494-0.0031831i,-0.0023012-0.013099i,0.011851-0.024087i,0.0080242-0.034066i,-0.0076903-0.013969i,0.0023283-0.02008i,-0.016669-0.01168i,-0.012985-0.039636i,-0.019555-0.041103i,0.0068407-0.019245i,0.0014981-0.010337i,0.0012857+0.0088427i,0.0022219-0.0026693i,0.0077283+0.0051229i,-0.0012179+0.006059i,0.0044551-0.001991i,0.0046265-0.0079556i,-0.0041561+0.0035988i,0.010219-0.0020253i,0.001969-0.0015961i,-0.0022855-0.001352i,-0.00047693+0.001354i,0.00053976-0.0029087i,0.0012671+0.0044835i,-0.00015034-0.0060115i,0.0016526+0.0048235i,0.0022138-0.0036923i,0.0030863-0.0016893i,-0.00074675+0.0011725i,-0.0053313+0.0034884i,-0.0012825+0.0018335i,0.0021738+0.0039484i,0.0016665+0.0034901i,0.00037869+0.002383i,0.002633+0.0026645i,-0.0013462+0.0013798i,-0.0054861+0.0079188i,5.8237e-05+0.0014453i,-0.00028877+0.0049176i,0.00091079-0.00011746i,-0.003212-0.004685i,-0.0019052-0.0011548i,-0.0010557-0.0053984i,-0.0026076+0.0010316i,0.0051762-0.0026185i,0.0024106-0.0003601i,0.011678-0.02107i,0.011139+0.02684i,0.0094977+0.007426i,-0.0089827+0.0097345i,0.006134+0.0028475i,0.00080895-0.0014313i,-0.0032154+0.0071759i
0.0046447-0.011428i,-0.024846-0.026381i,-0.033683-0.0034088i,-0.014616+0.0055019i,-0.0051957+0.015389i,-0.013132+0.012797i,-0.022391+0.0022932i,-0.029523-0.01908i,-0.022476-0.0030027i,-0.0041412-0.0015498i,-0.00047304+2.5437e-05i,-0.00036887-0.0012416i,0.0014463-0.0030307i,-0.0011139-0.00054823i,0.00066151-0.00062967i,-0.0038317+0.00056329i,-0.0022989-0.002255i,0.000647-0.0019143i,-0.0009379-3.1706e-05i,-0.00054487-0.00058382i,-0.00040777+0.00034843i,-0.00020415-0.0018559i,-0.00089388+6.9326e-05i,-0.0041158-0.00027138i,-0.0018243+0.0019198i,-0.0012027-0.00056843i,-0.00071729-0.00057609i,-6.1491e-05-0.00048891i,0.00070823-0.00084211i,0.00088562-0.0013153i,0.0017082+0.0016111i,-8.076e-05+0.00092104i,-0.00052705+0.0012625i,-0.00063702+0.00025584i,0.00046199+0.0022563i,-0.0044203+0.00075061i,-0.0024168+0.00017749i,0.00027678-0.00058314i,-0.0010406-0.00026368i,0.0032431+0.001241i,-0.0012815-0.00033595i,-0.0011125-1.0325e-05i,-0.0012252-7.9796e-05i,-0.0029047-0.0023514i,-0.005173-0.012364i,0.0080437-0.026453i,0.004664-0.034339i,-0.0073594-0.013247i,0.00017143-0.022969i,-0.013601-0.010203i,-0.020761-0.035697i,-0.029119-0.039028i,0.0030137-0.0191i,0.0020262-0.010192i,0.0026654+0.0071692i,0.00063509-0.0024148i,0.0075734+0.0031963i,0.00075188+0.0062421i,0.0038414-0.0033403i,0.00093221-0.0085655i,-0.0028698+0.0054549i,0.0079026-0.0051485i,0.001988-0.0024964i,-0.0019791-0.00088869i,-8.89e-05+0.0012249i,-0.00013519-0.0031832i,0.0025565+0.0029857i,-0.0028293-0.0057269i,0.0036996+0.0032566i,0.00092323-0.0042382i,0.0019822-0.0023798i,-0.00033584+0.000972i,-0.0029991+0.004621i,-0.0011255+0.0024173i,0.0040318+0.0025673i,0.0023541+0.0032478i,0.0010262+0.0014213i,0.003546+0.0014828i,-0.0011344+0.0017353i,-0.0029395+0.0087128i,0.00061763+0.00087522i,0.0017868+0.0042049i,0.00077649-0.00027145i,-0.0052973-0.0029233i,-0.0023332-0.00032117i,-0.0026429-0.0046012i,-0.0020949+0.0013i,0.0034665-0.0029162i,0.0021336-0.0011271i,0.0092876-0.024036i,0.016207+0.022828i,0.0080648+0.0055585i,-0.0079881+0.011127i,0.0082916+0.0014518i,0.00043162-0.0011101i,-0.0025903+0.0068921i
0.0024756-0.011678i,-0.027548-0.02151i,-0.033221+0.0017937i,-0.013692+0.0076118i,-0.0030439+0.014279i,-0.010846+0.013663i,-0.021785+0.0053376i,-0.031877-0.013617i,-0.022518-0.0003365i,-0.004144-0.00033803i,-0.00037229+0.00047564i,-0.00065643-0.000889i,0.00042942-0.0036542i,-0.0013819-2.1763e-05i,0.00038523-0.00088066i,-0.0031951+0.0012954i,-0.002728-0.00093779i,0.00020255-0.0019541i,-0.00064831+0.00064777i,-0.00061764-0.00031193i,-0.00020271+0.00027769i,-0.0011766-0.0016937i,-0.00061819+0.00029904i,-0.0041176+0.0011484i,-0.0010226+0.0026533i,-0.001308-2.9531e-05i,-0.00068749-0.00036848i,-0.00013904-0.00042206i,0.00070237-0.0011415i,0.00024659-0.0017042i,0.0019738+0.00083495i,0.00024125+0.0007994i,0.00010343+0.0014036i,-0.00060401+0.00060513i,0.0012431+0.0017187i,-0.0045235+0.0021357i,-0.0023034+0.00092414i,-6.1009e-05-0.00065239i,-0.0011118+0.00017283i,0.0029272+0.00057012i,-0.0014271+2.5338e-05i,-0.00086019+0.0003557i,-0.0010275+0.00013585i,-0.0032431-0.0014055i,-0.0074124-0.01053i,0.003356-0.027881i,0.00072383-0.034463i,-0.0074254-0.013375i,-0.003029-0.025388i,-0.010952-0.011114i,-0.027113-0.029726i,-0.037998-0.033539i,-0.00034256-0.018153i,0.0025939-0.011367i,0.0023004+0.0059783i,-0.00048618-0.0013701i,0.0073096+0.0016423i,0.0023817+0.0056411i,0.0020452-0.0039792i,-0.0027321-0.0076115i,-0.00055318+0.0067542i,0.0041719-0.0067574i,0.0011273-0.003735i,-0.0018805-0.000564i,0.00022973+0.00098212i,-0.0010066-0.0032356i,0.0033795+0.0015583i,-0.0050591-0.0041562i,0.0047905+0.0010619i,-0.00043525-0.0048302i,0.0010238-0.0026855i,-0.00057726+0.00086957i,-0.0006975+0.0046797i,-0.00041513+0.0027132i,0.0048439+0.000265i,0.0033223+0.002542i,0.00076828+0.00043916i,0.0037521+5.5524e-05i,-0.00075898+0.0020144i,-0.00019131+0.0087792i,0.00023301+0.00046372i,0.003109+0.0025419i,0.00080496-0.00055003i,-0.0062619-0.00042591i,-0.0020384+0.00083999i,-0.0036797-0.0035372i,-0.0016932+0.0016894i,0.0020162-0.0028105i,0.001079-0.0014199i,0.0064147-0.026479i,0.020358+0.01761i,0.0068101+0.004803i,-0.0069399+0.012338i,0.010143-0.000817i,0.00038246-0.00063241i,-0.0026096+0.0061381i
0.00055103-0.01159i,-0.029477-0.017004i,-0.032334+0.0070244i,-0.01239+0.009627i,-0.0016118+0.013071i,-0.0084648+0.014297i,-0.020881+0.0083561i,-0.033143-0.008463i,-0.022491+0.0018481i,-0.0037761+0.00050682i,0.00020315+0.00077601i,-0.00076608-0.00071959i,-0.00090391-0.0037644i,-0.0013285+0.00077286i,7.9765e-05-0.00087215i,-0.002468+0.0015532i,-0.0025423+0.0004146i,-0.00040253-0.0020017i,8.0382e-05+0.00084155i,-0.00059482-0.00027391i,-0.00019199+0.00015347i,-0.0018075-0.00076997i,-0.00040434+0.00028484i,-0.0036663+0.002598i,0.00021242+0.0027889i,-0.0011218+0.00045222i,-0.00066152-0.00030523i,-0.00018937-0.00053728i,0.00028821-0.0015818i,-0.00039013-0.0016813i,0.0020543+0.0001742i,0.00051596+0.00060841i,0.00066219+0.0011824i,-0.00020249+0.0010217i,0.0017483+0.00074968i,-0.0040323+0.003541i,-0.0019752+0.0017282i,-0.00032504-0.00045553i,-0.0012054+0.0004792i,0.0027999+0.00036253i,-0.0014909+0.00027424i,-0.00085492+0.00033761i,-0.00090143+2.3418e-05i,-0.0030265-0.00053168i,-0.0084698-0.0086603i,-0.0012392-0.02748i,-0.0029886-0.033569i,-0.0082256-0.013674i,-0.0073082-0.027001i,-0.010873-0.01329i,-0.030723-0.022199i,-0.044564-0.025604i,-0.001918-0.015998i,0.0021335-0.013948i,0.0021169+0.0067231i,-0.00076797-0.00012166i,0.0065068+0.00016626i,0.0035196+0.0046002i,0.00051601-0.0030656i,-0.0058465-0.0051663i,0.002144+0.0064558i,0.00031739-0.005783i,-0.00041012-0.0038633i,-0.0015939+4.0349e-05i,0.00013114+0.00075372i,-0.0018861-0.0029058i,0.004031-0.00026793i,-0.0063959-0.0015454i,0.0049753-0.0011854i,-0.0024578-0.0044027i,-2.3575e-05-0.0027843i,-0.00056646+0.0010847i,0.0009732+0.0034794i,0.00033519+0.0025785i,0.0040273-0.0024994i,0.0038227+0.0016408i,-7.2704e-05+0.00023404i,0.0033754-0.0010499i,-0.00038649+0.0023817i,0.002562+0.0076769i,-9.1154e-05+0.00041057i,0.0030606+0.00041681i,0.00021463-0.00090858i,-0.0058945+0.0021333i,-0.0011593+0.0011347i,-0.0039632-0.0023569i,-0.00094573+0.0018205i,0.00066944-0.0015794i,0.00050079-0.00075932i,0.0025137-0.029366i,0.022482+0.01079i,0.0059915+0.0039129i,-0.0058135+0.013579i,0.010177-0.0044441i,0.00043493-0.00020529i,-0.003648+0.0059244i
-0.0011745-0.011302i,-0.030894-0.012618i,-0.030141+0.012326i,-0.010601+0.01153i,-0.00083973+0.0123i,-0.006009+0.014391i,-0.019416+0.011264i,-0.033716-0.0030482i,-0.022963+0.0042773i,-0.0032548+0.0012608i,0.00088798+0.00045206i,-0.0012671-0.00056461i,-0.0020941-0.0032046i,-0.00077622+0.0013693i,-0.00019847-0.00092167i,-0.0018853+0.0016125i,-0.0016646+0.0014035i,-0.00090227-0.0019076i,0.00055132+0.00042339i,-0.00071553-0.00034788i,-0.00030232+0.00023048i,-0.0017786+0.00018586i,-0.00028799+0.00014558i,-0.0026707+0.0037794i,0.0010751+0.0021665i,-0.00084548+0.00069201i,-0.00076079-0.00023988i,-0.00028282-0.00057895i,-0.0004054-0.0016001i,-0.00098758-0.0014696i,0.0018882-0.00050887i,0.00070824+0.00037834i,0.0010759+0.00084062i,0.00039992+0.0010243i,0.0014706-0.00013337i,-0.0028683+0.0047022i,-0.0012695+0.0024131i,-0.00047244-0.00033144i,-0.0010942+0.0010861i,0.0031476+9.8116e-05i,-0.0015001+0.00066014i,-0.0010924+0.00060557i,-0.00097887-2.2105e-05i,-0.0027145+3.1749e-05i,-0.0087707-0.007292i,-0.0046417-0.026411i,-0.0061694-0.03225i,-0.0095035-0.013769i,-0.011561-0.027316i,-0.012735-0.014536i,-0.031193-0.01463i,-0.047708-0.015706i,-0.0013833-0.014471i,-0.00035555-0.01642i,0.0030831+0.0075463i,-0.00034348+0.00072844i,0.0056731-0.00044209i,0.0040598+0.003279i,0.00063991-0.0022162i,-0.0078586-0.0015442i,0.0040013+0.0050631i,-0.0019519-0.0032604i,-0.0012785-0.0031133i,-0.0008217+0.00022512i,0.00021829+0.00098307i,-0.0023336-0.0021019i,0.0033614-0.0024012i,-0.006005+0.0013991i,0.0043847-0.0036564i,-0.0033364-0.0028937i,-0.0011982-0.0025008i,-0.00052277+0.0013409i,0.0012844+0.0020185i,0.00094994+0.0022702i,0.0016026-0.0043492i,0.0043533+0.00086349i,-0.00053311+0.00054736i,0.0025872-0.0025555i,0.00035709+0.0024468i,0.004134+0.0058551i,-0.00021435+0.00065562i,0.002045-0.00096604i,-0.00024287-0.00083387i,-0.0046309+0.0042078i,-0.00081607+0.0011698i,-0.0040266-0.0014277i,-0.00034128+0.0014134i,0.0007157-0.00010614i,0.00028236-7.1361e-05i,-0.0030668-0.03061i,0.022229+0.0041855i,0.0054254+0.003172i,-0.0047022+0.015017i,0.007979-0.0071069i,0.00074419+0.00049846i,-0.0042441+0.0068686i
-0.002811-0.01084i,-0.031959-0.0083804i,-0.026629+0.01686i,-0.0082023+0.012918i,-7.6862e-05+0.011833i,-0.0037825+0.01393i,-0.01751+0.013729i,-0.032955+0.0023805i,-0.023268+0.0073504i,-0.0026857+0.0018416i,0.0011109-0.0004339i,-0.0016861+0.00016568i,-0.0030408-0.0022974i,-2.9851e-05+0.0015105i,-0.00070515-0.00072653i,-0.0015151+0.0014619i,-0.00065273+0.0017573i,-0.0015512-0.0018676i,0.00057833+3.2367e-05i,-0.0010943-0.00025488i,-0.00028737+0.00037239i,-0.0013675+0.0008086i,-0.00035281-5.6601e-05i,-0.0012668+0.0043948i,0.0014677+0.0017448i,-0.00063789+0.00084674i,-0.00084954-6.6953e-05i,-0.00041976-0.00057382i,-0.00086592-0.0013099i,-0.0015653-0.00099417i,0.0014779-0.00093307i,0.00078699-4.9614e-05i,0.0014163+0.00025486i,0.00091847+0.00066552i,0.0011166-0.00055062i,-0.0012996+0.0051446i,-0.00032025+0.0027943i,-0.00057352-0.00013781i,-0.00053373+0.0015954i,0.0036644-0.00073007i,-0.0013208+0.0011506i,-0.0009006+0.0012445i,-0.0011518+0.00018848i,-0.0025005+0.00047809i,-0.0088234-0.0066362i,-0.0075025-0.02555i,-0.0086922-0.03127i,-0.011106-0.013731i,-0.015751-0.026427i,-0.014899-0.014266i,-0.029553-0.0090981i,-0.047326-0.0070223i,-0.00057486-0.014694i,-0.003775-0.01735i,0.0046847+0.008354i,4.5718e-05+0.0010838i,0.0052425-0.0010106i,0.0040551+0.002107i,0.00052482-0.0020899i,-0.0079651+0.0029275i,0.0048743+0.0034533i,-0.0024239-0.00060028i,-0.0015756-0.002695i,-0.00044758-5.7395e-05i,0.00063411+0.0010307i,-0.0022665-0.001383i,0.0018662-0.0036845i,-0.0042377+0.003529i,0.0025199-0.005729i,-0.0035973-0.0021426i,-0.0021259-0.0017061i,-0.00018522+0.0015658i,0.00088174+0.0011335i,0.0012369+0.0018939i,-0.0014817-0.0046183i,0.0048924-0.00056592i,-0.000785+0.00092492i,0.00037418-0.0034725i,0.0011863+0.001961i,0.0048207+0.0040311i,-0.00045977+0.00078214i,0.00050965-0.001628i,-0.00091274-0.0004106i,-0.0025975+0.0056525i,7.9889e-05+0.0010288i,-0.0045733-0.00062396i,-0.00054448+0.0013103i,0.0018032+0.00060752i,0.00065138+0.00039478i,-0.008431-0.029804i,0.020298-0.0015761i,0.0047479+0.001909i,-0.0026946+0.016725i,0.0058025-0.0083519i,0.0016864+0.00081244i,-0.0040943+0.0078528i
-0.004-0.010233i,-0.032856-0.0038008i,-0.022703+0.020081i,-0.0057262+0.013598i,0.0010518+0.011682i,-0.0020243+0.013247i,-0.015507+0.016008i,-0.03091+0.0069449i,-0.022855+0.011094i,-0.0020273+0.0021385i,0.00076629-0.0011889i,-0.0015308+0.00092603i,-0.0034699-0.0010293i,0.00053042+0.0014373i,-0.00089298-0.00021538i,-0.0013558+0.0013639i,0.00027751+0.0016757i,-0.0022318-0.0014383i,0.00066539-0.00023995i,-0.0014994+0.00010219i,-0.00018084+0.00041686i,-0.00077081+0.0011627i,-0.0005734-0.00010875i,-7.2968e-05+0.0043052i,0.001824+0.0012651i,-0.00039841+0.0010092i,-0.00090447+0.00017752i,-0.00060034-0.00053282i,-0.0012182-0.00094911i,-0.0018453-0.00015279i,0.0010867-0.0010764i,0.00059419-0.00047765i,0.001311-0.00054502i,0.0012066-1.9015e-05i,0.00066573-0.00082406i,0.00014437+0.0049788i,0.00071427+0.0026948i,-0.00052893+7.3073e-05i,0.00017253+0.0016219i,0.0037614-0.0020257i,-0.00092673+0.0015345i,-0.00023768+0.0015273i,-0.0011793+0.00051977i,-0.0021574+0.0010023i,-0.009105-0.0064765i,-0.010326-0.024305i,-0.011304-0.030002i,-0.01324-0.013021i,-0.019128-0.025096i,-0.016618-0.013222i,-0.027413-0.0047642i,-0.04533-0.00016687i,-0.00050206-0.01566i,-0.0063906-0.016434i,0.0073516+0.008631i,0.0005419+0.0012109i,0.0045688-0.001568i,0.0038744+0.0013508i,0.00023817-0.0017004i,-0.0059445+0.0065842i,0.0050127+0.0018618i,-0.0018282+0.0014337i,-0.0022132-0.002483i,-0.00046542-0.0005192i,0.0010538+0.00076116i,-0.0020121-0.0010159i,0.00028643-0.0039175i,-0.0019348+0.0046028i,-0.00024449-0.0066001i,-0.004176-0.0015278i,-0.0026894-0.00063827i,1.1168e-05+0.0017925i,0.0004564+0.00077807i,0.0013943+0.0015792i,-0.0042412-0.0033607i,0.0043386-0.0025524i,-0.00071718+0.0015708i,-0.0017097-0.0027098i,0.001551+0.0011786i,0.0047776+0.0027299i,-0.00044362+0.0015537i,-0.00096904-0.0011908i,-0.00083897+0.00017926i,4.7718e-05+0.0059042i,0.00034587+0.00027067i,-0.0046905+0.00069066i,-0.0003969+0.0015934i,0.0029412+0.00045133i,0.0012331+0.00042642i,-0.012746-0.027862i,0.016955-0.0069831i,0.0036258+0.0010987i,0.00061966+0.017647i,0.0035538-0.0087877i,0.0024312+0.00044566i,-0.0038764+0.0086977i
-0.0051532-0.009924i,-0.032886+0.0013018i,-0.018293+0.022866i,-0.0029824+0.013773i,0.0025134+0.011125i,-0.0005303+0.012516i,-0.012925+0.018008i,-0.028909+0.01042i,-0.021104+0.01476i,-0.0015212+0.0023015i,9.7461e-05-0.0017297i,-0.001188+0.001618i,-0.0033858+0.00036217i,0.00097271+0.0014194i,-0.00087787+0.00026387i,-0.0013696+0.0014994i,0.00098868+0.0014275i,-0.0027678-0.00075701i,0.00049951-0.0007756i,-0.0016632+0.00070172i,-0.00013289+0.00049062i,-0.0002881+0.001256i,-0.00087275+0.0001313i,0.00068652+0.0040461i,0.0019728+0.00071593i,-4.491e-05+0.0011809i,-0.00087409+0.00052836i,-0.0008208-0.00043711i,-0.001523-0.00034826i,-0.0015465+0.00066129i,0.0009135-0.0011201i,0.00015542-0.00072983i,0.00082099-0.0010394i,0.001064-0.00074531i,0.00025284-0.00098978i,0.001386+0.0044707i,0.0015977+0.0022429i,-0.00042819+0.00023905i,0.00070882+0.0013927i,0.0031207-0.003515i,-0.00052632+0.0017053i,0.00029512+0.0014003i,-0.0011013+0.0009381i,-0.0016105+0.0012485i,-0.010031-0.0069331i,-0.012301-0.023121i,-0.013378-0.028419i,-0.014936-0.01126i,-0.021877-0.023439i,-0.017941-0.011608i,-0.024536-0.0018107i,-0.043056+0.005368i,-0.00010651-0.01665i,-0.0079706-0.015392i,0.010723+0.0071701i,0.00078143+0.0010344i,0.0036665-0.0016613i,0.003649+0.00066775i,0.00037403-0.0015235i,-0.0029431+0.0089682i,0.0045443+0.00061683i,-0.00068837+0.0031032i,-0.002535-0.0015402i,-0.0009703-0.0006149i,0.0010459+0.00043757i,-0.0018427-0.00082161i,-0.00083487-0.0033079i,0.00036506+0.0046921i,-0.0028913-0.0061863i,-0.0047431-0.00076631i,-0.0028302+0.00050642i,0.0006673+0.0019344i,1.7422e-05+0.00056287i,0.0018164+0.0014404i,-0.0061089-0.00099398i,0.0026451-0.0037679i,-0.00019129+0.0020086i,-0.0029534-0.0010062i,0.0013949+0.00072497i,0.0047157+0.0019087i,0.00070992+0.0020344i,-0.0017911-0.00025816i,-0.00078549+0.0001062i,0.0021669+0.0048074i,-7.6572e-05-0.0001532i,-0.0038017+0.0020681i,0.00022267+0.0019687i,0.0035717+5.5985e-05i,0.0016471+0.00023386i,-0.016331-0.025814i,0.011572-0.011098i,0.0020161+0.00031753i,0.0042977+0.016957i,0.0011778-0.0085674i,0.0025606-0.00027565i,-0.0033951+0.0097231i
