-0.0090971-0.039652i,-0.013839-0.043058i,0.00065771-0.046216i,-0.02723-0.026783i,-0.020457+0.014265i,-0.033347-0.029883i,-0.060848-0.060156i,-0.023372-0.071688i,-0.039588-0.063223i,0.00061154+0.016041i,-0.006178+0.010087i,-0.013761+0.013671i,0.0018022+0.015111i,-0.0036522-0.0034595i,0.00070322+0.0064753i,0.0015537+0.037253i,0.017226+0.05583i,0.0010894-0.00046337i,-0.0051016-0.0078897i,0.0084644+0.0043117i,0.0014698+0.0010684i,-0.0012841+0.004132i,1.4804e-05-0.0012187i,-0.033956-0.010249i,-0.0025023-0.0068928i,-0.00013397+0.0045796i,0.0047936-0.00053158i,-3.8311e-05+0.00089587i,5.3417e-05-0.00096711i,-9.0848e-05-0.0027258i,-0.0016431-0.0052201i,-0.002093-0.0041799i,-0.00080779-0.0078651i,0.0032677-0.00099371i,0.0031251-0.0028724i,-0.0017439+0.03342i,0.0068229-0.0039744i,0.0036003-0.0023084i,0.0047507-8.2299e-05i,0.0099932+0.022361i,-6.8353e-05-9.3695e-05i,0.0083942-0.0024142i,0.005344-0.00027933i,-0.0033788+0.004107i,0.0029777+0.0013173i,-0.0029255+0.0064338i,0.0096916-0.087477i,-0.0079758-0.049706i,-0.026419-0.041162i,-0.021164-0.041411i,0.061667-0.019103i,0.025945-0.062314i,0.038278-0.04702i,0.028498-0.058219i,0.018008-0.015887i,0.0085575+0.01006i,0.023939-0.032096i,-0.0073501-0.0041442i,0.0027096-0.002965i,-0.0050067-0.0059307i,0.00011029-0.031746i,-0.023546+0.031378i,0.0073421-0.010699i,-0.010511-0.0015583i,-0.0050911-0.0010438i,-0.0006115-0.014182i,-0.0096632+0.0046005i,0.003573+0.007458i,-0.01043+0.031501i,0.0062808+0.0065833i,-0.0051415-0.0012794i,-0.0018882-0.0021626i,-0.011043-0.0078778i,0.00020973-0.0035608i,-0.029724-0.0037543i,0.0015682-0.012853i,-0.0087581-0.0022938i,-0.0062483-0.0022702i,0.0064285+0.001901i,-0.0093216+0.0017077i,0.0012465+0.00026259i,0.0058093+0.0087669i,0.0043932+0.00054989i,-0.009218-0.010278i,0.0030848+0.0085359i,-0.019583+0.0079431i,0.0063012+0.002339i,-0.029477-0.0072025i,-0.033904+0.0039335i,0.021936-0.070748i,0.012269-0.010553i,-0.04361-0.026768i,-0.023094-0.0031741i,0.018233+0.012198i,-0.025685+0.013096i,-0.011509-0.0069218i
0.011546-0.0088286i,-0.010346-0.034621i,-0.028762-0.017611i,-0.01358-0.00072684i,-0.014076+0.013539i,-0.018127+0.0073076i,-0.020987-0.0063558i,-0.016944-0.030204i,-0.017069-0.013365i,-0.0017173-0.0037849i,0.00078225-1.4733e-05i,0.0015828-0.00078556i,0.0020489-9.2151e-05i,0.00074103-0.00052572i,0.00082772-0.00027785i,-0.0036416-0.0018785i,0.0033605-0.0025266i,0.0027523-0.00092497i,-2.1308e-05-0.0012367i,0.00023347-0.00051783i,-0.0010342-0.00059332i,0.0016971-0.0012076i,-0.00087544-0.0010433i,-0.0018918-0.0017948i,-0.0015258-0.0010845i,-0.00010659-0.0011533i,0.00013223-0.0014162i,-2.399e-06-0.00024943i,0.00068399-0.00019117i,0.0010517+0.00028452i,-0.0013243+0.0015174i,-0.00091997+0.00064915i,-0.00056849+0.00033404i,-0.0002872-0.00024193i,-0.0010777+0.0021626i,-0.0029602-0.0012229i,-0.00039034-0.0020502i,0.00035989+0.00031266i,-0.00064196-0.00024443i,0.003154+0.0046975i,-0.00056141-0.00051709i,-0.0005878-0.00067921i,-0.0008552-0.00018817i,-0.00082701-0.0033192i,0.0037882-0.012097i,0.016699-0.01963i,0.015521-0.033958i,-0.0079006-0.019569i,0.0028961-0.017432i,-0.02001-0.021473i,0.0045697-0.039023i,-0.004534-0.037873i,0.015309-0.012266i,0.0065429-0.013999i,-0.0042373+0.0084502i,0.0055286-0.00095768i,0.0045483+0.010782i,-0.0034949+0.0034972i,0.0051476+5.5963e-05i,0.0083947-0.002642i,-0.0031708-9.909e-05i,0.00852+0.004728i,0.0014852-0.001047i,-0.0021368-0.0028299i,-0.0021508+0.00072533i,0.0014671-0.0022714i,-0.0039663+0.0046074i,0.0038664-0.0038497i,-0.0028179+0.0056725i,0.0036178+0.00036448i,0.0035273+0.0017957i,-0.0012455+0.00041542i,-0.0068743-0.0029357i,-0.0018991+0.0016017i,-0.00085763+0.0018052i,-7.6625e-05+0.0048078i,-0.0018495+0.0018481i,0.00040186+0.0029858i,-0.001407+8.7012e-05i,-0.009843+0.0032855i,-0.0011858-7.0006e-06i,-0.0039055+0.0030907i,0.00064207+0.00096012i,0.0016628-0.004357i,-0.0010271-0.0018359i,0.0021031-0.0038371i,-0.0031768-0.0004548i,0.004882+0.0010334i,0.0024578+0.00089375i,0.014389-0.018492i,-0.0011957+0.02992i,0.010353+0.012896i,-0.0098718+0.005628i,0.0013396+0.0015377i,0.0011503-0.0014638i,-0.0037067+0.006119i
0.0094569-0.010598i,-0.01605-0.032331i,-0.030599-0.01271i,-0.014135+0.00083996i,-0.010758+0.015088i,-0.016362+0.0094574i,-0.021872-0.0032578i,-0.021961-0.02691i,-0.01914-0.010224i,-0.0022094-0.003787i,0.00041773-0.0005575i,0.0010086-0.0014101i,0.0021757-0.0010403i,8.3757e-05-0.0010653i,0.00060418-0.00032911i,-0.0039714-0.0011576i,0.0023678-0.0050346i,0.0021372-0.0016007i,-0.0004697-0.00098347i,3.8999e-05-0.0008102i,-0.00094578-9.4169e-05i,0.00089016-0.0016573i,-0.0010264-0.00065364i,-0.0022319-0.0013868i,-0.001951-0.00035366i,-0.00052291-0.0010825i,-0.00027437-0.0012283i,5.2688e-05-0.00034006i,0.00074276-0.00044427i,0.001167-0.00027034i,-0.00074225+0.0021489i,-0.00047379+0.00074499i,-0.00060475+0.0003771i,-0.00050762-0.00017838i,-0.00036209+0.0026804i,-0.0032477-0.0006656i,-0.0013711-0.0016599i,0.00057253-2.9077e-05i,-0.00074482-0.00010053i,0.0038392+0.0034789i,-0.0006585-0.00052284i,-0.00079635-0.00041705i,-0.00074224-0.00026494i,-0.0017216-0.0030169i,0.0012752-0.012873i,0.014197-0.022291i,0.011-0.03438i,-0.0087554-0.016745i,0.0018282-0.01881i,-0.019121-0.015507i,-0.0042502-0.040918i,-0.012344-0.040159i,0.012117-0.016618i,0.0037959-0.012915i,-0.0010454+0.009551i,0.0038258-0.0022559i,0.0070569+0.0078317i,-0.0027374+0.0049872i,0.0044248-0.0010718i,0.007229-0.005027i,-0.0039636+0.0016521i,0.009716+0.0021811i,0.001803-0.0011761i,-0.002277-0.0019484i,-0.0011476+0.0013443i,0.0010407-0.0025604i,-0.0011827+0.0052585i,0.0017717-0.0052666i,0.00020721+0.0057265i,0.0037305-0.0020583i,0.0037797+6.0395e-05i,-0.0011285+0.00081568i,-0.0072026+0.00085423i,-0.0014787+0.0016533i,0.00014068+0.003119i,0.0011003+0.0040562i,-0.0010553+0.0024003i,0.0013505+0.0029872i,-0.0016393+0.00080431i,-0.0077391+0.0061428i,-0.00090017+0.001122i,-0.0025319+0.0048151i,0.00075872+0.00044651i,-0.00073558-0.0050226i,-0.0013294-0.001391i,0.00088121-0.0046511i,-0.0030866+0.00048302i,0.0047045-5.7589e-05i,0.0027912+0.00050386i,0.013225-0.020186i,0.0050834+0.028574i,0.01027+0.0098674i,-0.0093933+0.0078647i,0.0035834+0.0029222i,0.001425-0.0014931i,-0.0034868+0.0067025i
0.0072267-0.011939i,-0.021175-0.028762i,-0.031629-0.0080234i,-0.01457+0.0030291i,-0.007505+0.01549i,-0.014184+0.011271i,-0.022328+0.00019186i,-0.026028-0.022797i,-0.020257-0.0071223i,-0.0028279-0.0034542i,-5.0593e-05-0.00053346i,0.00016756-0.0015637i,0.0019636-0.001899i,-0.00058924-0.00089198i,0.00057432-0.00038438i,-0.0040398-0.0002906i,-0.0014425-0.0060499i,0.0014413-0.0018425i,-0.00079639-0.00060198i,-0.00035093-0.00078313i,-0.00071322+0.00025657i,0.00025703-0.0016726i,-0.0010618-0.00030769i,-0.0024946-0.00085243i,-0.0019839+0.0002195i,-0.00088893-0.00080428i,-0.00070053-0.00089274i,6.0141e-05-0.00039275i,0.00065748-0.00068122i,0.0011752-0.00076853i,0.0003788+0.002256i,-0.00018254+0.00078559i,-0.00065726+0.00057444i,-0.00058571-1.803e-05i,0.0007559+0.0027556i,-0.0036107-2.3581e-05i,-0.001962-0.00094673i,0.00048604-0.00039125i,-0.00081392+9.6357e-06i,0.0043778+0.0021386i,-0.00081276-0.00052136i,-0.00087825-6.2028e-05i,-0.00068998-0.00034061i,-0.0023058-0.002358i,-0.0016399-0.013188i,0.011021-0.024923i,0.0069947-0.03426i,-0.0088672-0.01491i,0.00097804-0.021333i,-0.016772-0.011939i,-0.013274-0.039368i,-0.021424-0.03989i,0.0081935-0.019029i,0.0026559-0.012098i,0.0019574+0.0087389i,0.0021801-0.0026649i,0.0073546+0.005017i,-0.0012027+0.0062043i,0.0042627-0.001624i,0.0048931-0.0074171i,-0.0036095+0.003399i,0.0097028-0.0010136i,0.002132-0.0017183i,-0.0021528-0.0012452i,-0.000502+0.0012668i,0.00063945-0.0029473i,0.0011378+0.0043121i,-0.00054446-0.0056812i,0.0022819+0.0046497i,0.0022787-0.0035435i,0.003003-0.0014185i,-0.00080694+0.0011372i,-0.0055387+0.0035372i,-0.0015432+0.0017903i,0.0022713+0.0033672i,0.0015549+0.0035623i,5.6211e-05+0.0024412i,0.0025399+0.0027283i,-0.0013541+0.0014182i,-0.0051764+0.0074131i,4.406e-05+0.0014638i,-0.00037621+0.0057777i,0.00067678-3.3254e-05i,-0.0032333-0.0044889i,-0.0017426-0.001372i,-0.00036249-0.0051187i,-0.0022298+0.0011478i,0.0039771-0.0011714i,0.0031428-5.1222e-05i,0.011551-0.022979i,0.010556+0.025733i,0.0091595+0.0074887i,-0.0084653+0.0095118i,0.0057293+0.0030492i,0.00095252-0.0015845i,-0.0028813+0.006919i
0.0046549-0.012849i,-0.024995-0.024153i,-0.03216-0.0031404i,-0.014146+0.005448i,-0.0046667+0.014996i,-0.011796+0.012387i,-0.021815+0.003662i,-0.029481-0.018354i,-0.020883-0.0044483i,-0.0033231-0.0022804i,-0.00039225-0.0002535i,-0.00050072-0.0012365i,0.0013935-0.0027767i,-0.0010818-0.00050534i,0.0004955-0.00060151i,-0.0037222+0.00064529i,-0.0048196-0.0036962i,0.0010061-0.0020862i,-0.00094083-9.075e-05i,-0.00062591-0.00051403i,-0.00045407+0.00040347i,-0.00033851-0.0017189i,-0.0010665+9.8536e-05i,-0.0026204-0.00014036i,-0.0019489+0.00092472i,-0.0011817-0.00045077i,-0.00075883-0.00055367i,-6.4782e-05-0.00047014i,0.00062398-0.00076197i,0.00096899-0.0014236i,0.0012284+0.0017042i,6.3846e-05+0.0007306i,-0.00045751+0.0010035i,-0.00061111+0.00018586i,0.0018643+0.0021729i,-0.0039227+0.00088151i,-0.0021973-0.00020655i,0.00027014-0.00064145i,-0.0010165+0.00027439i,0.0040383+0.00059155i,-0.0010608-0.00042028i,-0.00085758+0.00033306i,-0.00061785-0.00035968i,-0.0026609-0.0015735i,-0.004726-0.012551i,0.0070691-0.027299i,0.003666-0.034318i,-0.0086068-0.013902i,-0.00127-0.024006i,-0.013942-0.010393i,-0.02092-0.035502i,-0.030245-0.037371i,0.0039018-0.019704i,0.0025127-0.012138i,0.0034943+0.0068312i,0.00053144-0.002397i,0.0071661+0.0032606i,0.00067077+0.0063791i,0.0037797-0.0029711i,0.0014197-0.0081921i,-0.002456+0.0053235i,0.0081811-0.0040241i,0.0020318-0.0027424i,-0.0018555-0.00087088i,-0.00014419+0.0011194i,1.0013e-05-0.0032046i,0.0023826+0.0029058i,-0.0026086-0.0052981i,0.0041214+0.0030611i,0.0010544-0.0040774i,0.0021556-0.0021728i,-0.00034506+0.00095189i,-0.0033659+0.0047278i,-0.0014434+0.0025319i,0.0038486+0.0021778i,0.0024158+0.0034141i,0.0008779+0.0016118i,0.0033807+0.0015508i,-0.0011652+0.0017263i,-0.0028742+0.0082383i,0.00041497+0.00083236i,0.0025543+0.005437i,0.00046916-0.00013357i,-0.0052137-0.0029764i,-0.002277-0.00065785i,-0.0020225-0.0049199i,-0.0017021+0.0012725i,0.0027108-0.001714i,0.0029604-0.00093442i,0.0089029-0.025747i,0.015073+0.02201i,0.0077769+0.0056289i,-0.007653+0.010712i,0.0080472+0.001759i,0.00051174-0.0011625i,-0.0022925+0.0065833i
0.0021085-0.013192i,-0.02733-0.019336i,-0.031837+0.001838i,-0.013292+0.0075467i,-0.0026229+0.013847i,-0.0096445+0.013081i,-0.020973+0.0065947i,-0.031644-0.013054i,-0.021207-0.0021854i,-0.0031237-0.0010392i,-0.00044441+0.00025107i,-0.00076218-0.0008359i,0.00048749-0.0033902i,-0.0013534+6.349e-05i,0.00025185-0.0007976i,-0.0029494+0.0012975i,-0.0058827-0.0003431i,0.00067556-0.002346i,-0.00075653+0.00057038i,-0.00067932-0.00027088i,-0.00021112+0.00035532i,-0.0011957-0.0014872i,-0.00077462+0.00038694i,-0.0024992+0.00064105i,-0.0015596+0.0017735i,-0.001286+0.00012137i,-0.00064939-0.00026536i,-0.00012958-0.00047309i,0.00063116-0.0010345i,0.00025845-0.0018865i,0.0015705+0.0010621i,0.00028051+0.00058745i,5.5489e-05+0.0011816i,-0.00065839+0.00046788i,0.0025995+0.00098202i,-0.0039695+0.0021378i,-0.0022756+0.00068105i,-5.189e-06-0.00068198i,-0.00089366+0.00069907i,0.0033322-0.00012968i,-0.0012827-0.00013273i,-0.0005245+0.00049696i,-0.00057744-0.00021018i,-0.0026936-0.00058339i,-0.007005-0.010715i,0.0022232-0.028613i,-0.00020964-0.034294i,-0.0087357-0.013795i,-0.0045677-0.026376i,-0.011397-0.011063i,-0.027243-0.029724i,-0.038625-0.031846i,0.00031248-0.018643i,0.0026076-0.013154i,0.0034835+0.0057906i,-0.00061816-0.0012811i,0.0070129+0.0017644i,0.0023363+0.0058088i,0.0020933-0.0036705i,-0.0021141-0.0076983i,-0.0001382+0.0065145i,0.0050988-0.0062669i,0.00093448-0.0038587i,-0.0017305-0.0005188i,0.00018281+0.00095226i,-0.00085071-0.0032308i,0.0033227+0.0014964i,-0.0044909-0.0037374i,0.0051419+0.00076117i,-0.00033574-0.0047231i,0.0011452-0.0025632i,-0.00053579+0.00083974i,-0.00095859+0.0050984i,-0.00056772+0.003093i,0.0042963+9.3634e-05i,0.0034519+0.0028849i,0.0007621+0.00058944i,0.00357+0.00034285i,-0.00075937+0.0020714i,-0.00019531+0.0084322i,0.00016878+0.00055743i,0.0044677+0.002868i,0.00052866-0.00033817i,-0.0063264-0.00059533i,-0.0020619+0.00063614i,-0.0033823-0.0040412i,-0.0013068+0.0015512i,0.0016428-0.0014169i,0.0019879-0.0015047i,0.0058096-0.027893i,0.0195+0.017245i,0.0066148+0.0048128i,-0.0070377+0.012089i,0.010159-0.00076373i,0.00047117-0.00066221i,-0.0023967+0.0057387i
-0.00024485-0.013012i,-0.02891-0.014946i,-0.031019+0.006844i,-0.012011+0.0095134i,-0.0012024+0.012654i,-0.0074409+0.013485i,-0.019889+0.0094275i,-0.032805-0.0081417i,-0.021812-0.00016382i,-0.0027001+0.00029764i,8.0391e-05+0.00055763i,-0.00084729-0.00060177i,-0.00071744-0.0036473i,-0.0012251+0.00089148i,-4.5975e-06-0.00072963i,-0.00221+0.0015363i,-0.0022952+0.003245i,0.00022946-0.0023457i,-8.5246e-05+0.00089049i,-0.00074552-0.00019637i,-0.00013921+0.00018006i,-0.0017082-0.00067956i,-0.00051059+0.00043543i,-0.0022372+0.0011421i,-0.00053796+0.0021777i,-0.00096227+0.00057452i,-0.0005749-0.00020804i,-0.00012143-0.00057501i,0.0003425-0.001485i,-0.00051335-0.0018954i,0.0018161+0.00055591i,0.00042839+0.00039698i,0.00056336+0.0009866i,-0.00034395+0.00091205i,0.0024868-0.00056055i,-0.0034065+0.0033418i,-0.0019315+0.0016247i,-0.00025792-0.00053333i,-0.00079676+0.0011782i,0.0030983-0.0003251i,-0.001392+0.0001935i,-0.00046878+0.00041182i,-0.00049062-0.00045908i,-0.002151+7.025e-05i,-0.0080353-0.0087385i,-0.0024615-0.028046i,-0.0037196-0.033462i,-0.0095802-0.013878i,-0.009112-0.027833i,-0.011221-0.013046i,-0.03095-0.022275i,-0.0448-0.023787i,-0.0013689-0.016932i,0.0016015-0.015447i,0.0037988+0.0071712i,-0.00088967+3.6914e-05i,0.0063819+0.00024131i,0.0035037+0.0048122i,0.00059922-0.0028889i,-0.0054396-0.0056156i,0.0024239+0.006132i,0.0015188-0.0064466i,-0.00071706-0.0038028i,-0.0013777+2.769e-05i,0.00010617+0.00068616i,-0.0017334-0.0029709i,0.0040033-0.00035887i,-0.0055948-0.0015002i,0.0054617-0.0015528i,-0.0025382-0.0042252i,5.9423e-05-0.0027339i,-0.00055707+0.0010174i,0.0010916+0.0038806i,0.00024793+0.0029762i,0.0038491-0.0031935i,0.0050486+0.0014262i,-2.1418e-05+0.00029914i,0.0032922-0.00076945i,-0.00023447+0.0024743i,0.0022824+0.0073928i,-8.19e-05+0.00045185i,0.0038817+0.00053673i,8.1613e-05-0.0006904i,-0.0061178+0.0018237i,-0.0010435+0.0010649i,-0.0039118-0.0030314i,-0.00065404+0.0017512i,0.00078425-0.00055298i,0.001273-0.0011691i,0.0017234-0.030341i,0.0217+0.010173i,0.0056657+0.0040431i,-0.0056982+0.013542i,0.010392-0.005088i,0.00056491-0.00022078i,-0.0033983+0.0055504i
-0.0023136-0.012529i,-0.030033-0.010721i,-0.028968+0.011945i,-0.010179+0.011326i,-0.0004616+0.01183i,-0.0052188+0.013479i,-0.018246+0.012099i,-0.033521-0.0029364i,-0.023144+0.0021294i,-0.0023897+0.0011474i,0.00073391+0.00030912i,-0.0012304-0.00040838i,-0.0019227-0.0031368i,-0.00058196+0.001459i,-0.0002365-0.00079014i,-0.0016029+0.0015565i,-0.00017567+0.0021392i,-7.9719e-05-0.0022333i,0.00050279+0.00061223i,-0.0007541-8.8304e-05i,-0.00025969+0.00020605i,-0.0016773+0.00021316i,-0.00035462+0.00033171i,-0.0020963+0.001788i,0.00027757+0.0018391i,-0.00067263+0.00072692i,-0.00065592-0.00013274i,-0.000235-0.00058921i,-0.0002727-0.0015806i,-0.0012232-0.001589i,0.00177-0.00010585i,0.00055514+0.00020288i,0.00093237+0.0007906i,0.00027147+0.00094771i,0.001391-0.0014468i,-0.0022784+0.0042647i,-0.0012407+0.0023111i,-0.0003875-0.00046349i,-0.00017771+0.0016708i,0.0033143-0.00069594i,-0.0014891+0.00061768i,-0.00061493+0.00053348i,-0.00083795-0.00069486i,-0.0016314+0.0002293i,-0.0082219-0.0072755i,-0.0059791-0.026856i,-0.0069109-0.032168i,-0.010818-0.013628i,-0.013462-0.027955i,-0.012993-0.014187i,-0.031565-0.014852i,-0.047222-0.014015i,-0.001105-0.015426i,-0.00099109-0.017437i,0.0042711+0.0089161i,-0.00035949+0.00083432i,0.0055544-0.00033772i,0.0039487+0.0036097i,0.00073832-0.0020993i,-0.0077343-0.0019951i,0.0043451+0.0046503i,-0.0035733-0.0041727i,-0.0018215-0.0029536i,-0.00063003+0.00011409i,0.00013199+0.00083909i,-0.0023285-0.0021846i,0.0031852-0.0025109i,-0.0051603+0.0011035i,0.0048853-0.0047535i,-0.0033819-0.0027778i,-0.0010095-0.0025126i,-0.00050514+0.00125i,0.0014885+0.0021614i,0.00085732+0.0026509i,0.00032009-0.0040746i,0.004143+0.00045558i,-0.0005073+0.00059905i,0.00271-0.0024492i,0.0005432+0.0025581i,0.0037231+0.00578i,-0.00030633+0.00061572i,0.0025173-0.00098687i,-0.00028558-0.00069326i,-0.0049397+0.0038843i,-0.00055066+0.00097794i,-0.0040809-0.00225i,-7.7504e-05+0.0014247i,0.00040994+0.00045912i,0.0010051-0.00067972i,-0.0037102-0.031435i,0.021088+0.0037138i,0.0051084+0.0034505i,-0.0043423+0.014694i,0.0074542-0.0073878i,0.00090127+0.00026205i,-0.0041122+0.0063935i
-0.0042231-0.011754i,-0.030835-0.0066602i,-0.025697+0.016295i,-0.0078375+0.012662i,0.00020602+0.011315i,-0.003229+0.012977i,-0.016275+0.014293i,-0.032876+0.0024192i,-0.024254+0.0054893i,-0.0020146+0.001637i,0.00090131-0.00056433i,-0.001586+0.00024065i,-0.0028446-0.0022668i,0.00019328+0.0015982i,-0.00066191-0.00060778i,-0.0012145+0.0014159i,0.00044936+0.0014776i,-0.00061843-0.0022648i,0.00062203+0.0002142i,-0.00090976-6.6166e-05i,-0.00026627+0.00033861i,-0.0014584+0.00078562i,-0.00033385+0.00014205i,-0.0015585+0.0025316i,0.00060565+0.0016486i,-0.00042468+0.00082219i,-0.00069016-2.3362e-05i,-0.0004444-0.00062132i,-0.00077245-0.0013103i,-0.0017994-0.0010062i,0.001427-0.00045703i,0.00063809-0.00013023i,0.0013115+0.00027764i,0.00077439+0.00064006i,0.00041775-0.0017053i,-0.00086719+0.0046582i,-0.00033948+0.0028059i,-0.00053582-0.00029263i,0.00063109+0.0014638i,0.0035149-0.0016106i,-0.0013241+0.0011865i,-0.00048739+0.00092741i,-0.0014186-0.00040467i,-0.0014918+0.00025746i,-0.008161-0.0065204i,-0.0089814-0.025929i,-0.0095074-0.030934i,-0.01221-0.013374i,-0.017641-0.0269i,-0.015034-0.013811i,-0.030166-0.0092442i,-0.046811-0.0060368i,-0.00091088-0.015631i,-0.0042527-0.017837i,0.0052271+0.0090321i,0.00019713+0.0011984i,0.0052666-0.00092383i,0.0040694+0.0024264i,0.00065165-0.0020526i,-0.0077692+0.0025404i,0.0053479+0.0029729i,-0.0024266-0.00075243i,-0.0016911-0.0015608i,-0.00024539-0.0001756i,0.00048162+0.00091219i,-0.002354-0.0014903i,0.0016795-0.003757i,-0.0036717+0.0030731i,0.0030024-0.007055i,-0.0036821-0.0020511i,-0.0019571-0.001798i,-0.00019007+0.0014109i,0.0010475+0.0012444i,0.0011867+0.0022601i,-0.0018054-0.0033829i,0.0045772-0.00066558i,-0.00075582+0.00094146i,0.00055944-0.0034973i,0.0014553+0.0020951i,0.0044882+0.0041357i,-0.00052894+0.00098849i,0.00091573-0.0016836i,-0.00078236-0.0002723i,-0.0031631+0.0053644i,0.00018355+0.00085859i,-0.0053142-0.0010938i,-0.00017044+0.0011661i,0.0013077+0.0024015i,0.0011698-0.00029782i,-0.0089863-0.030842i,0.019319-0.0016296i,0.0045018+0.0023599i,-0.0024925+0.01622i,0.0052255-0.0082426i,0.0016893+0.00049121i,-0.0041031+0.0074884i
-0.0055991-0.010853i,-0.03153-0.0022312i,-0.02192+0.019414i,-0.0054543+0.01328i,0.0012076+0.011161i,-0.0016687+0.012278i,-0.014314+0.016335i,-0.031033+0.0068795i,-0.024416+0.010152i,-0.001685+0.0019518i,0.00053103-0.0011947i,-0.0014531+0.0009592i,-0.0032696-0.0009986i,0.00078163+0.001491i,-0.00084896-0.00019186i,-0.0011193+0.0013257i,0.00090245+0.00096583i,-0.0015089-0.0021118i,0.00075322-0.00013787i,-0.001247+5.6312e-05i,-0.00014947+0.00042155i,-0.0008195+0.0014489i,-0.00048121+4.2891e-05i,-0.00084508+0.0028901i,0.00096081+0.0014238i,-0.00016426+0.00090887i,-0.00077072+0.00012227i,-0.00065007-0.00055512i,-0.0011468-0.00096209i,-0.0021392-0.00012508i,0.0010819-0.00051782i,0.00047496-0.00056026i,0.0012854-0.00051216i,0.0010561+7.1973e-05i,-0.00052102-0.0014219i,0.00045094+0.0045091i,0.00070705+0.0027486i,-0.00059029-4.8619e-05i,0.0010753+0.00089485i,0.0034354-0.0028845i,-0.00092795+0.0015728i,-2.746e-05+0.0010772i,-0.0016736+0.00019879i,-0.0013081+0.00048449i,-0.0082211-0.0064656i,-0.011769-0.024438i,-0.012192-0.029491i,-0.014183-0.012644i,-0.021151-0.025481i,-0.016701-0.012802i,-0.028042-0.0047849i,-0.045005+0.00057882i,-0.00083017-0.016389i,-0.0065089-0.017024i,0.0078524+0.0083973i,0.00074122+0.0012471i,0.0046141-0.0016128i,0.0039462+0.0015624i,0.00039663-0.0016845i,-0.0058493+0.0062645i,0.0055818+0.0011267i,-0.0018554+0.0010919i,-0.0020603-0.0020435i,-0.0002741-0.00059923i,0.00091121+0.00070873i,-0.002224-0.0010673i,0.00014778-0.0038663i,-0.0017433+0.0040301i,0.0027674-0.0094657i,-0.0042237-0.0014258i,-0.0025492-0.00069526i,-0.00012335+0.001595i,0.00072016+0.00082866i,0.0013923+0.0019071i,-0.003714-0.0025993i,0.0040722-0.0023995i,-0.00071819+0.0014928i,-0.0015111-0.0028199i,0.0018341+0.0012996i,0.0045085+0.0027066i,-0.00028571+0.0019494i,-0.0006754-0.0015056i,-0.00063492+0.00016072i,-0.00069557+0.0059904i,0.00034016+0.00014191i,-0.0052463+0.0006503i,-0.00016233+0.0013595i,0.0031385+0.0026404i,0.0015005-0.00037052i,-0.013431-0.029178i,0.015821-0.0070543i,0.0034616+0.0015728i,0.00060276+0.01707i,0.0030885-0.0086593i,0.0023192+0.00018071i,-0.0038495+0.0083164i
-0.0069533-0.010208i,-0.031355+0.0027159i,-0.01764+0.021896i,-0.0027832+0.013378i,0.0026258+0.010657i,-0.00037291+0.011501i,-0.011712+0.018187i,-0.02915+0.010547i,-0.022591+0.01472i,-0.0012902+0.0021528i,-8.7362e-05-0.0016568i,-0.0011214+0.0016294i,-0.0032253+0.00031673i,0.0011789+0.0014163i,-0.00088498+0.00032693i,-0.0011159+0.0013511i,0.0011078+0.00053912i,-0.0021882-0.0015104i,0.00060869-0.00073867i,-0.0014281+0.00064308i,-9.3196e-05+0.00049362i,-0.00014441+0.0014837i,-0.00075765+0.00019588i,-0.00028819+0.0029917i,0.0012353+0.0010865i,4.9976e-05+0.00095041i,-0.0008033+0.00042061i,-0.00097391-0.00036317i,-0.0014433-0.00036686i,-0.0018592+0.00079095i,0.0010888-0.00058325i,2.9041e-06-0.00076156i,0.0007561-0.0010374i,0.0010134-0.00056216i,-0.0009685-0.00083974i,0.0015861+0.0040097i,0.001741+0.0021466i,-0.00054491+0.00014007i,0.0011516+0.00033289i,0.0025821-0.0042378i,-0.00055955+0.0017064i,0.00032535+0.0009651i,-0.0017061+0.00082851i,-0.0010058+0.00050509i,-0.009053-0.0070688i,-0.013713-0.023041i,-0.014209-0.027775i,-0.015777-0.010863i,-0.024124-0.023519i,-0.018063-0.011237i,-0.025207-0.00172i,-0.042513+0.0060898i,-0.00075125-0.017284i,-0.0080397-0.016108i,0.010989+0.0069815i,0.0010232+0.0010268i,0.0037033-0.001725i,0.00375+0.00088573i,0.00055803-0.00158i,-0.0029494+0.0087235i,0.0048741+3.2154e-05i,-0.00087858+0.0026233i,-0.0023949-0.0011647i,-0.00071556-0.00078134i,0.00098225+0.00041776i,-0.0021345-0.00080055i,-0.00095298-0.0031835i,0.00020902+0.0040134i,0.0012709-0.0026325i,-0.0046131-0.00059689i,-0.0026934+0.00040108i,0.00017521+0.0019943i,0.00020129+0.00047724i,0.0017045+0.0015088i,-0.0054416-0.00081704i,0.0026973-0.0036147i,-0.00019127+0.0020176i,-0.0029339-0.0011975i,0.0015366+0.00072558i,0.0044183+0.0017454i,0.00070691+0.0022122i,-0.0022605+0.00019537i,-0.00057037-3.6997e-06i,0.0016865+0.0052175i,-7.4725e-05-0.00025086i,-0.004316+0.0021693i,0.00029835+0.0017527i,0.0043777+0.0020575i,0.0017023-0.0006574i,-0.017428-0.027169i,0.010326-0.010322i,0.0019721+0.00085166i,0.0039799+0.01631i,0.00097756-0.0084745i,0.0024301-0.00036092i,-0.0033815+0.0094494i
