-0.022958-0.038333i,-0.0092072-0.050809i,-0.017251-0.046695i,-0.030965-0.035756i,-0.029725-0.017518i,-0.051008-0.028761i,-0.060081-0.026511i,-0.045338-0.039409i,-0.02569-0.032361i,0.0078709+0.013028i,-0.0059677+0.016019i,-0.0050619+0.014828i,0.0099979+0.020826i,-2.0551e-05+0.0050327i,0.0036235+0.0035591i,0.0070458+0.01856i,0.028471+0.037038i,-0.0027282-0.001402i,-0.0049404-0.0063534i,0.0081666+0.0017225i,-5.2098e-05-0.0010797i,-0.0010693+0.0022476i,0.00015861-0.00036387i,-0.03064-0.0017208i,-0.0018-0.0063172i,0.001765+0.0044566i,0.003949-0.0009587i,-0.00044795+0.0005924i,0.00061707-0.00037444i,-0.00073984-0.0026836i,-0.0018821-0.0062735i,-0.0049724-0.0050386i,-0.0023179-0.0049579i,0.0024512-0.00051813i,0.0022317-0.0029323i,0.00020187+0.026704i,0.0016751-0.0036351i,0.0026843+0.00088906i,0.0055707+0.00090314i,-0.010675-0.0030331i,-0.0036308+0.00027763i,0.0058669+0.00044305i,0.005871+0.00028444i,-0.0035706+0.0047155i,0.0022112-0.0090637i,-0.011567+0.016509i,0.035224-0.091226i,0.012856-0.071112i,-0.015795-0.060068i,-0.016686-0.05625i,0.037356-0.04852i,0.016584-0.063615i,0.03428-0.056226i,0.03217-0.059675i,0.014846-0.013445i,0.0041741+0.017076i,0.015991-0.026763i,-0.012131+0.0067667i,-0.00044258+0.0057993i,-0.0050415-0.00068393i,-0.0028294-0.02821i,-0.02442+0.030674i,0.010639-0.011898i,-0.012464-0.0026664i,-6.0927e-05-0.0051464i,-0.0021208-0.016401i,-0.0077748+0.0047948i,0.0054629+0.0059242i,-0.0060461+0.030677i,0.0062901+0.0063711i,-0.0049335-0.00079767i,-0.0030106-0.00026265i,-0.012293-0.0083248i,-0.00046455-0.004467i,-0.033543-0.030495i,-2.889e-06-0.0099993i,-0.0092192-0.0019301i,-0.0065969-0.0028465i,0.0068119+0.0032803i,-0.0078929+0.0012136i,0.00043357+0.00025198i,0.0062612+0.010953i,0.0036828+0.0017109i,-0.008653-0.01107i,0.0031222+0.0086815i,-0.020969+0.0067819i,0.0084371-0.00018489i,-0.029013-0.0034478i,-0.042943+0.0029462i,0.014298-0.10454i,-0.0023129-0.012507i,-0.053835-0.022005i,-0.023182+0.00090114i,0.018585+0.010895i,-0.024077+0.012661i,-0.018505-0.012688i
0.014092-0.0090343i,0.045124-0.01181i,0.024022-0.026912i,0.01194-0.021943i,0.015339-0.041122i,-0.019017-0.023638i,-0.0082509-0.016118i,-0.0018253-0.029203i,0.0073542-0.017257i,0.0041687-0.0017655i,0.0018474-0.005026i,-0.00010354-0.0054639i,-0.0010578-0.0060823i,-0.0009441-0.003005i,-0.0013588+0.0010389i,0.0013263-0.0030404i,-0.0034904+0.0016133i,-8.0551e-05+0.0011492i,0.000258+0.00038321i,0.0006391+0.0024447i,0.0015026+0.0016622i,0.0011457-0.00093396i,0.0020251+0.00045623i,-0.0010437+0.0031448i,-0.00071437+0.00043232i,-0.0007078+0.00036872i,-0.0016127+0.00028825i,-0.00050446+0.00036792i,8.953e-05+8.8415e-05i,-0.00029798-0.00026621i,0.0026225-0.0020165i,0.0015676-4.7659e-05i,0.00038958-0.00081652i,0.00065519-0.0011615i,0.00092219+0.00054377i,0.006339+0.00043334i,-6.0719e-05-6.8574e-05i,-0.00036701+0.00073849i,-0.00029415-0.00037657i,0.00040435+0.00047366i,0.000922+0.00067076i,0.00084471+0.00064421i,-0.00016713-0.0026948i,0.00020727-0.0031726i,0.019312+0.0050903i,0.028356+0.039921i,0.036438+0.04082i,0.048091+0.02822i,0.016841-0.00025598i,0.036192-0.00069553i,0.03966+0.011854i,0.015516+0.005567i,0.028685+0.022732i,-0.0029022+0.033054i,0.006761-0.0049044i,0.0049842-0.0031271i,0.0065766-0.0039374i,0.0077671+0.0040455i,0.0038356+0.0061809i,-0.0063306+0.0037336i,-0.0037178-0.0059635i,0.0037358+0.013659i,-0.0036497+0.00040814i,6.983e-05+0.0057088i,-0.00049303+0.0015125i,0.0026804-0.003069i,0.0069375-0.00090795i,-0.0028347-0.00048674i,0.003745-0.0023102i,-0.0065729+8.3432e-05i,-0.0013037+0.00016472i,0.00033121+0.00010752i,-0.0045596-0.0026622i,-0.0042781-0.0020431i,-0.0069527-0.0092575i,0.003413-0.0015955i,-0.0046734+0.0020987i,-0.0016187+0.0011543i,-0.003944+0.0027026i,0.0075582+0.00087056i,-0.0070416-0.0017146i,-0.0046536-0.0072108i,-0.0026513-0.0012748i,-0.0056648-0.0009529i,0.0041845-0.0034959i,0.0059284+0.00074711i,0.0031017-0.0014048i,0.0057171+0.0078126i,0.0062224+0.0055848i,0.040853+0.027063i,-0.03195-0.0039636i,-0.037146+0.018708i,-0.0098439+0.020208i,0.001826+0.0023632i,0.0088193-0.0077142i,-0.011176-2.0264e-05i
0.011678-0.010954i,0.041709-0.019455i,0.018767-0.030243i,0.0078636-0.022643i,0.0069067-0.043192i,-0.021582-0.019882i,-0.011596-0.015204i,-0.0067097-0.027791i,0.0041229-0.018029i,0.0037424-0.0026853i,0.00048513-0.005625i,-0.0012928-0.0047019i,-0.0027744-0.0048968i,-0.0015606-0.0023748i,-0.00081026+0.0013461i,0.00094651-0.0032043i,-0.0021917+0.0026445i,-0.00016103+0.0010207i,0.00016737+0.00033432i,0.0013628+0.002099i,0.0021419+0.0014428i,0.00095015-0.0010621i,0.0020049-0.00019719i,0.00040325+0.0028283i,-0.00038883+0.00051857i,-0.00033298+0.00040906i,-0.0011441+0.0010767i,-0.0005668+0.00071128i,-2.6241e-05+7.6276e-05i,-9.4501e-05+9.3423e-05i,0.0014675-0.0028919i,0.0015776-0.00066225i,0.00016077-0.00088168i,6.7579e-05-0.0011403i,0.0014577+0.00021231i,0.0042434-0.0017816i,-0.00012974+0.00018532i,0.0021185-0.0017662i,-7.9669e-05+6.394e-05i,0.00036168-0.00015429i,0.00098531+0.00036775i,0.001011+0.00019713i,-0.00075075-0.0019384i,0.00059557-0.0027563i,0.019526+0.0024934i,0.03398+0.035305i,0.04147+0.033852i,0.050848+0.019618i,0.014236+9.8474e-05i,0.03649-0.0066249i,0.04126+0.0044654i,0.016361-0.00052156i,0.029565+0.01288i,0.0043305+0.029943i,0.0044071-0.0060182i,0.0010828-0.0035497i,0.0042202-0.0064843i,0.007028+0.0012952i,0.0052623+0.0045464i,-0.0037993+0.0062346i,-0.0045357-0.0028954i,0.0061022+0.011903i,-0.003736+0.0015078i,0.0028976+0.0062852i,0.00043685+0.0017067i,0.00051367-0.0034023i,0.0074343-0.0045994i,-0.0029945-1.1696e-05i,0.0031394-0.0036035i,-0.0048074+0.0035218i,-0.0013072-0.0004342i,0.00012378-0.00052332i,-0.0045336+0.00030208i,-0.0042435-0.00069417i,-0.0085874-0.0058856i,0.0020716-0.0026686i,-0.0031894+0.0030756i,-0.0017054+0.00061478i,-0.0024403+0.003829i,0.008587-0.0024004i,-0.0069032+0.0013053i,-0.0068862-0.0053661i,-0.0023513-0.00073201i,-0.0051238+0.00098822i,0.0016935-0.0040407i,0.0060875-0.0021553i,0.0030299-0.0017851i,0.0072034+0.0053886i,0.0055425+0.0049099i,0.042486+0.018207i,-0.030704+0.0026697i,-0.034787+0.026517i,-0.0062541+0.018666i,0.0031514+0.0050715i,0.0062832-0.0067309i,-0.012874+0.002139i
0.009736-0.01257i,0.036679-0.02616i,0.013002-0.032319i,0.0043029-0.022472i,-0.0018304-0.043593i,-0.023684-0.016073i,-0.014572-0.013445i,-0.01075-0.026134i,0.00078308-0.018342i,0.0030361-0.0034037i,-0.0013258-0.0056694i,-0.0021001-0.0037578i,-0.0038583-0.0032815i,-0.0018955-0.0016809i,-0.00046594+0.0013344i,0.00045559-0.0033403i,-0.00069598+0.0028125i,-0.0004059+0.0012696i,0.00015306+0.00044773i,0.0018947+0.0013822i,0.0027477+0.00056793i,0.00068157-0.0013949i,0.0017328-0.00082949i,0.0016845+0.0015724i,-2.8605e-05+0.00036801i,-9.1003e-05+0.00022444i,-0.00050124+0.001446i,-0.00035153+0.0009918i,0.00014675-1.6948e-05i,9.3158e-05+0.00018755i,0.00021154-0.0032484i,0.0012877-0.0011678i,-0.00023155-0.00079913i,-0.00027316-0.00094072i,0.0017504-0.00063814i,0.0035772-0.0034738i,0.0001879+0.00034735i,0.0018546+0.002695i,0.00023091-5.202e-05i,-1.593e-05-0.0004967i,0.0010833+7.5657e-05i,0.00092207-0.00036514i,-0.00089135-0.0012463i,0.00064384-0.0031724i,0.019721-0.00043678i,0.040497+0.028807i,0.045613+0.026343i,0.052512+0.011042i,0.013088+0.00083595i,0.036228-0.012829i,0.041028-0.0025163i,0.016196-0.0055887i,0.02735+0.0055914i,0.0094932+0.026774i,0.0017557-0.0063306i,-0.0017669-0.001799i,0.00033897-0.0078141i,0.0054269-0.00056592i,0.0055701+0.002721i,-0.0012322+0.0072116i,-0.0037709-0.00083185i,0.0074159+0.0090733i,-0.0035213+0.003563i,0.0057158+0.0052664i,0.0011003+0.0012406i,-0.0010272-0.0026612i,0.006109-0.0072539i,-0.0027029+0.00058726i,0.0021795-0.0042518i,-0.0019857+0.0043389i,-0.0021103-0.00052881i,-0.00031147-0.00056709i,-0.0031847+0.0020841i,-0.0035343+0.00050973i,-0.0092205-0.0027089i,0.0011169-0.0033677i,-0.0017411+0.003226i,-0.001911+0.00094477i,-0.00048581+0.0035197i,0.0077266-0.0062564i,-0.0055472+0.0038271i,-0.0079572-0.0020418i,-0.0022688-0.00054503i,-0.0041566+0.0021607i,0.00060347-0.0035575i,0.004406-0.0040015i,0.0031085-0.002456i,0.0066773+0.0023314i,0.0054342+0.0046046i,0.043361+0.010564i,-0.027596+0.0079022i,-0.029138+0.033543i,-0.0042099+0.016814i,0.0061698+0.0060696i,0.0038893-0.0054667i,-0.012825+0.0047982i
0.0076011-0.014426i,0.030747-0.031093i,0.0075886-0.033698i,0.0015333-0.02252i,-0.010412-0.041642i,-0.025093-0.012085i,-0.017283-0.01098i,-0.014593-0.02399i,-0.0022608-0.017851i,0.0020593-0.0038987i,-0.003059-0.0045323i,-0.0023754-0.0029806i,-0.0040667-0.0016089i,-0.0021106-0.0011287i,-0.00010134+0.0015484i,-0.00011182-0.0033218i,0.00013589+0.0022315i,-1.5381e-05+0.0018918i,0.00033197+0.00070703i,0.0020653+0.00045537i,0.0027082-0.00056328i,7.4466e-05-0.0016518i,0.001227-0.0012539i,0.0023774-0.0003297i,0.00011611+0.00059172i,-0.00015207+0.00012262i,0.00013657+0.0014738i,4.9703e-05+0.0010494i,0.00021665-0.0001254i,0.00025175+0.00014476i,-0.0010981-0.0030138i,0.00081607-0.0015093i,-0.0003903-0.00060563i,-0.00050644-0.00076994i,0.0013361-0.0017617i,0.0024339-0.0045642i,0.00048484+0.00011834i,0.0021287+0.00147i,0.00030902-0.00021374i,-0.00046282-0.00066636i,0.00099034-7.1725e-05i,0.00043323-0.00054982i,-0.00089892-0.00070023i,0.00017831-0.0032544i,0.019606-0.0036021i,0.045456+0.019279i,0.048804+0.018219i,0.053089+0.0025967i,0.013723+0.002071i,0.034535-0.02001i,0.039936-0.0094385i,0.015094-0.01079i,0.025085+0.00062701i,0.015048+0.022836i,0.00033314-0.0052904i,-0.003193+0.0008468i,-0.0040533-0.0076011i,0.0038117-0.0015822i,0.0052799+0.0016843i,0.0011068+0.007443i,-0.0027935+0.00048314i,0.0070785+0.0055872i,-0.00093816+0.0055154i,0.008233+0.0029559i,0.0017342+0.00091893i,-0.0019399-0.0014175i,0.0035756-0.0098198i,-0.0021923+0.00067962i,0.0014793-0.0048564i,-9.1526e-05+0.0035091i,-0.0031304-0.00022319i,-0.00036057-0.00051026i,-0.0016726+0.0032778i,-0.0026563+0.0010277i,-0.0086915+0.00058182i,-0.00026116-0.0040639i,-0.00049613+0.0026917i,-0.0018402+0.0011579i,0.00063742+0.0026156i,0.0053177-0.0095138i,-0.0028968+0.0053146i,-0.006736+0.00036256i,-0.0026559-0.00029237i,-0.0033523+0.0030794i,-0.00046141-0.0032087i,0.0027884-0.0046145i,0.0028849-0.0034063i,0.0052154+0.0010511i,0.0059421+0.0043673i,0.042727+0.002976i,-0.024196+0.0094882i,-0.021199+0.038161i,-0.0021544+0.01599i,0.0088518+0.0053066i,0.0032601-0.0035386i,-0.011666+0.0067595i
0.0048268-0.016056i,0.024658-0.034399i,0.0016432-0.034132i,-0.0016124-0.022814i,-0.01739-0.038132i,-0.025963-0.0082318i,-0.019314-0.0077153i,-0.017801-0.021159i,-0.0047391-0.016854i,0.00093454-0.0038774i,-0.0036948-0.0029393i,-0.0027756-0.0023647i,-0.0037652-0.00025382i,-0.0024914-0.00040286i,0.00059731+0.0016771i,-0.00082545-0.0031488i,0.00034456+0.0020975i,0.00086917+0.0020409i,0.00069166+0.00058933i,0.0016767-0.00034967i,0.0023146-0.0014457i,-0.00046754-0.0016576i,0.0007782-0.0014825i,0.0014407-0.0017309i,0.00071042+0.00033422i,-0.00026505+0.00016976i,0.00073457+0.0013555i,0.00046824+0.0010091i,0.00019248-0.00025518i,0.00033547-2.9694e-05i,-0.0019962-0.0023353i,0.00032365-0.0016843i,-0.00059-0.00043229i,-0.00071762-0.00044994i,4.7889e-05-0.0022099i,0.0013832-0.0051361i,0.00044974-0.00015826i,0.0022135-7.2416e-06i,0.00041386-0.00031173i,-0.00097987-0.00059876i,0.001051-0.00014179i,0.00018896-0.00033476i,-0.00070047-0.00035834i,-0.000249-0.0030853i,0.019488-0.0072596i,0.047178+0.0088082i,0.050355+0.0093464i,0.052807-0.0066209i,0.016397+0.0026224i,0.030729-0.027084i,0.037607-0.015762i,0.012092-0.015283i,0.022453-0.002876i,0.019553+0.016908i,-0.00027323-0.0050352i,-0.0027645+0.0041536i,-0.0086124-0.0049754i,0.002151-0.0019384i,0.0051079+0.00076329i,0.0033785+0.0070855i,-0.001625+0.00099053i,0.0055427+0.0039702i,0.0022919+0.004572i,0.0094875-0.0011238i,0.0022495+0.00012595i,-0.0018399+0.00030992i,-0.0003467-0.011383i,-0.0024792+0.0010835i,5.0792e-05-0.0052497i,0.00021843+0.0029656i,-0.0036863+0.0010443i,-0.00054507-0.0005824i,0.0014413+0.0033275i,-0.0020668+0.00063568i,-0.0067867+0.0032939i,-0.0023766-0.0041246i,0.00017376+0.0018221i,-0.0014984+0.0014539i,0.0010861+0.0015241i,0.001655-0.011897i,-0.00017996+0.0050213i,-0.005369+0.0013666i,-0.0026488+9.611e-05i,-0.0019325+0.0046088i,-0.0012962-0.0022121i,0.0012285-0.0048313i,0.0018648-0.0043031i,0.0039351+0.00046378i,0.0065674+0.003563i,0.041245-0.0037043i,-0.02464+0.0094753i,-0.01326+0.038707i,0.00037594+0.014233i,0.010735+0.0032541i,0.0036642-0.0024829i,-0.0099238+0.0081654i
0.0020956-0.017106i,0.018808-0.036678i,-0.0040359-0.033487i,-0.005124-0.022331i,-0.023807-0.034007i,-0.026298-0.0044349i,-0.020253-0.0042023i,-0.020464-0.018193i,-0.0066965-0.016008i,0.00046008-0.003508i,-0.003623-0.0015395i,-0.0030473-0.0014498i,-0.0033733+0.00087848i,-0.0023053+0.0006135i,0.001323+0.0012554i,-0.0013291-0.0026057i,0.00067338+0.0023482i,0.0015877+0.0015261i,0.00083121+0.00037416i,0.0012501-0.00063464i,0.0017065-0.0020946i,-0.0010981-0.0015102i,0.00021924-0.0016623i,0.00042968-0.0022188i,0.00056296-0.00034971i,-0.00033391+0.00047347i,0.0012477+0.00090232i,0.00078252+0.00073277i,2.977e-06-0.00028395i,0.00022155-5.5441e-05i,-0.0025803-0.0014668i,-0.00024477-0.0015757i,-0.00075823+3.4768e-05i,-0.00065201-0.00013018i,-0.00064314-0.0016877i,0.00081632-0.0053579i,0.00038053-0.00013277i,0.0015485-0.00054418i,0.00047344-0.00069711i,-0.0014321-0.00019888i,0.0010687-0.00070272i,0.00022787-0.00030984i,-0.00043414-5.3411e-05i,-0.00066936-0.0030326i,0.018361-0.012012i,0.046203-0.0013556i,0.050139+0.00061704i,0.050377-0.016258i,0.020254-0.00021936i,0.024697-0.032863i,0.03471-0.021263i,0.0088288-0.018073i,0.020779-0.0042969i,0.021872+0.0098053i,-0.0018683-0.0049303i,0.00013043+0.0062045i,-0.01106-0.00017579i,0.00072011-0.0018761i,0.004605-0.00013225i,0.0047992+0.0054969i,-0.00078585+0.00070461i,0.0043692+0.002933i,0.0029281+0.002814i,0.0077564-0.0051842i,0.0023502-0.0011649i,-0.00022453+0.0013805i,-0.0054993-0.0097646i,-0.0023378+0.0024413i,-0.00066948-0.0041117i,0.0015069+0.0029892i,-0.0036173+0.0027668i,-0.00070178-0.00048235i,0.0037089+0.00015701i,-0.0019991+0.00041288i,-0.0038374+0.0039752i,-0.0046014-0.0029213i,0.00015902+0.00091995i,-0.0015621+0.0015585i,0.0012859+0.00046172i,-0.0036344-0.012744i,0.0019296+0.0034892i,-0.0045761+0.0015994i,-0.002827+0.00059755i,0.0006425+0.0051033i,-0.0013374-0.001053i,6.8826e-06-0.0040882i,0.00058624-0.0046109i,0.0027284+0.00076909i,0.0066529+0.0024398i,0.038812-0.0095947i,-0.026538+0.012312i,-0.0070591+0.038298i,0.0018092+0.01118i,0.011857+0.00048649i,0.0040828-0.0025446i,-0.0079516+0.0085597i
-0.0011129-0.018087i,0.013077-0.038187i,-0.0093412-0.032068i,-0.008172-0.021342i,-0.029203-0.028368i,-0.026202-0.00061475i,-0.020427-0.0010233i,-0.02283-0.015009i,-0.0087242-0.015513i,0.00031624-0.0034085i,-0.0032227-0.00046898i,-0.0029967-0.00041639i,-0.0025088+0.001773i,-0.00169+0.0013245i,0.0016598+0.00060031i,-0.001501-0.0020449i,0.00027308+0.0031008i,0.0019644+0.00071193i,0.0009596+0.00022974i,0.0010154-0.00074691i,0.00080529-0.0026407i,-0.0016877-0.00098236i,-0.0002855-0.0014404i,-0.00034713-0.002119i,0.00025034-0.0005121i,-0.00010314+0.00076634i,0.0014133+0.00026373i,0.00099575+0.00031686i,3.5953e-05-0.00015006i,0.00022247+0.00013099i,-0.0029032-0.00054002i,-0.00074398-0.001188i,-0.00048303+0.00042933i,-0.00052958+6.1883e-05i,-0.00092899-0.0013678i,-0.00062278-0.0054016i,0.00053426-0.00031942i,0.0010419-0.00084011i,0.00017627-0.00082597i,-0.001654+0.0004025i,0.00073351-0.00091084i,0.0001059-0.00035889i,-0.00011324+7.5148e-05i,-0.0012941-0.002709i,0.015318-0.016249i,0.042957-0.010279i,0.04826-0.0076368i,0.045018-0.024642i,0.021983-0.0053005i,0.017889-0.036644i,0.031476-0.026227i,0.005824-0.020545i,0.021312-0.0058092i,0.02256+0.0030561i,-0.0039235-0.0041397i,0.0033239+0.0058147i,-0.01091+0.0057855i,-0.00052087-0.0015039i,0.00409-0.00058774i,0.005227+0.0043658i,-0.00039418+0.00019041i,0.0025471+0.003046i,0.003351+0.0021392i,0.0041005-0.0077045i,0.0014636-0.0021974i,0.0011883+0.00088632i,-0.0080584-0.0058354i,-0.00080969+0.0034001i,-0.00047217-0.0054348i,0.0024591+0.0014724i,-0.0023563+0.0044044i,-0.00083676-0.00049191i,0.0026395-0.0031804i,-0.0022453+0.00058132i,-0.0020713+0.0030196i,-0.005388-0.00029867i,-0.00033275+0.0003303i,-0.0017119+0.0018735i,0.00065642-0.00073171i,-0.0092003-0.010251i,0.0023289+0.0011002i,-0.004517+0.0020981i,-0.0027113+0.0016482i,0.002657+0.0043219i,-0.0009376-0.00064708i,-0.00015286-0.0028737i,-0.00039054-0.0047039i,0.0019086+0.00154i,0.0067176+0.0015991i,0.036709-0.014723i,-0.027238+0.017419i,-0.0015359+0.036859i,0.0015075+0.0078915i,0.011117-0.0032695i,0.0039091-0.0025794i,-0.0068372+0.0078473i
-0.0050491-0.018189i,0.0075075-0.039145i,-0.014319-0.029751i,-0.011161-0.02034i,-0.032933-0.022018i,-0.025527+0.0030368i,-0.020251+0.0019724i,-0.02476-0.011478i,-0.01104-0.014737i,-3.7142e-05-0.0034994i,-0.002596+0.00029515i,-0.002498+0.00034333i,-0.0014014+0.0023535i,-0.00096979+0.0016143i,0.001806+1.3731e-06i,-0.001419-0.0016309i,0.0011075-0.00068141i,0.0021194-6.1136e-05i,0.0010587-7.5215e-05i,0.00083959-0.00097016i,-0.00035093-0.002532i,-0.0018833-0.00023712i,-0.00056598-0.0011932i,-0.00094053-0.0018647i,8.0315e-05-0.00051768i,0.00022037+0.00079801i,0.0011937-0.00030035i,0.0012231-5.3242e-05i,-2.4072e-05-0.00017041i,0.00030001+0.00014172i,-0.0029547+0.00053543i,-0.00095527-0.00077754i,-2.6191e-05+0.00050504i,-0.00046709+0.00013867i,-0.0013683-0.00094248i,-0.0020613-0.0048913i,0.00027737-0.0005764i,0.00062948-0.001129i,-1.6671e-05-0.00047977i,-0.0016224+0.0010226i,0.00014757-0.00090781i,-0.00010684-0.00035485i,0.00019076+3.6509e-05i,-0.0017467-0.0019208i,0.011286-0.019201i,0.037615-0.01719i,0.044842-0.014791i,0.038222-0.030511i,0.021477-0.01009i,0.010569-0.038873i,0.027728-0.031234i,0.0021273-0.022496i,0.022404-0.0092671i,0.02139-0.0041325i,-0.0058559-0.0025226i,0.0054703+0.0038218i,-0.0076898+0.0098574i,-0.0014277-0.00079761i,0.0035228-0.00091029i,0.0069192+0.00403i,-0.00053206-0.00013462i,0.0021388+0.004613i,0.0041925+0.00096774i,0.00058023-0.0075209i,0.00047946-0.0024936i,0.0017581-0.000111i,-0.0086975-0.0021276i,0.00090484+0.0033095i,-0.0029659-0.0049248i,0.0019346+0.00017787i,-0.00029491+0.0050893i,-0.0012313-0.00040468i,0.00019939-0.004668i,-0.0022387+0.0010627i,-0.0014198+0.0017451i,-0.0046361+0.0013537i,-0.0010796+0.00047424i,-0.0012779+0.00208i,-0.0006118-0.00079068i,-0.01189-0.0055838i,0.0013902-0.00021928i,-0.0045844+0.00271i,-0.0018329+0.0023489i,0.0043387+0.0026482i,-0.0010089-0.00034973i,0.00055741-0.0027248i,-0.0014209-0.0042224i,0.0026212+0.0028638i,0.0064784+0.00088663i,0.033184-0.020336i,-0.02621+0.023504i,0.0034142+0.034491i,-0.00041811+0.0057193i,0.0076336-0.0054535i,0.0040909-0.003079i,-0.0070112+0.0074581i
-0.0087428-0.01699i,0.0021445-0.039726i,-0.018481-0.026396i,-0.014111-0.018743i,-0.035381-0.015846i,-0.024407+0.006734i,-0.019542+0.0050164i,-0.025986-0.0076961i,-0.013514-0.013532i,-0.00027144-0.0034394i,-0.0018245+0.00052391i,-0.0019504+0.00089924i,-0.00018042+0.0025732i,-0.00035875+0.0017183i,0.0016339-0.00063602i,-0.0012889-0.0016113i,0.0021216-0.00026475i,0.0019095-0.00080228i,0.00095244-0.00050349i,0.00057947-0.0010601i,-0.0010839-0.0020495i,-0.0016103+0.00040262i,-0.0007334-0.001046i,-0.0011259-0.0015742i,-0.00020583-0.0006475i,0.00054395+0.00066956i,0.0008822-0.00052893i,0.0011885-0.0001777i,-0.00011739-9.2458e-05i,0.00044612+0.00022161i,-0.0025818+0.0015506i,-0.00098166-0.00042979i,0.00024442+0.00037331i,-0.00041825+0.00030294i,-0.0015291-0.00020136i,-0.00298-0.003921i,9.9926e-06-0.00051008i,4.7655e-05-0.00098854i,0.00023463-0.00033498i,-0.0012896+0.0016849i,2.0934e-05-0.0013038i,-7.3259e-05-0.00019466i,0.00046124-0.00014477i,-0.0015765-0.0012536i,0.0071848-0.021011i,0.032738-0.021199i,0.040807-0.020579i,0.031327-0.034346i,0.019442-0.014022i,0.0030286-0.038944i,0.022893-0.035493i,-0.0013837-0.02345i,0.022073-0.013928i,0.017486-0.010001i,-0.0071548+0.00012758i,0.0061103+0.0010873i,-0.0036265+0.012163i,-0.0022175+0.00022781i,0.003178-0.00090323i,0.0084521+0.0021434i,-0.00072315-0.00039963i,0.0033329+0.0062066i,0.0037745-0.00056835i,-0.0015428-0.0063777i,-0.00065486-0.0023872i,0.0017146-0.00088592i,-0.0075252+0.0010563i,0.0023507+0.0025497i,-0.0039923-0.0070537i,0.0012682+9.5358e-05i,0.0018655+0.0044196i,-0.0014311+8.9551e-05i,-0.0022364-0.0049069i,-0.0020561+0.0011454i,-0.0020567+0.0012872i,-0.0039334+0.0026823i,-0.0013332+0.0013759i,-0.001114+0.0023974i,-0.0012112-0.00026281i,-0.012311-0.0010392i,0.00039107-0.00064793i,-0.0044061+0.0038423i,-0.00099715+0.0024621i,0.0054834+0.00011307i,-0.00042493+5.803e-06i,0.00069412-0.0037069i,-0.0024285-0.0042536i,0.0038634+0.0026807i,0.0067133+0.0002886i,0.029361-0.024592i,-0.022549+0.030776i,0.007132+0.032228i,-0.0028079+0.0055132i,0.0041519-0.0047618i,0.0033284-0.0038411i,-0.0072076+0.0076427i
-0.011659-0.015173i,-0.0037626-0.040352i,-0.021771-0.023164i,-0.016826-0.016715i,-0.036936-0.0091473i,-0.022363+0.010194i,-0.018203+0.0077392i,-0.026867-0.0039461i,-0.015969-0.011982i,-0.00039874-0.003848i,-0.001412+0.00052828i,-0.0011201+0.0011714i,0.0010973+0.0022809i,0.00044354+0.0016021i,0.0012296-0.0011448i,-0.0014582-0.0017296i,0.0027218-0.0013142i,0.0013324-0.0014357i,0.00067401-0.00073268i,0.00050558-0.0011793i,-0.0016704-0.0014004i,-0.0012268+0.00080626i,-0.0010314-0.0009415i,-0.0010922-0.0017223i,-0.00056628-0.00049087i,0.00082248+0.00045103i,0.00056269-0.00071116i,0.0011538-0.0001817i,-8.3663e-05+4.4786e-05i,0.00078263+0.00021047i,-0.0018819+0.0024099i,-0.0010929-2.2982e-05i,0.00045059+0.00014952i,-0.00022567+0.00042031i,-0.0010731+0.00034175i,-0.0031161-0.0032876i,-4.2557e-05-0.00035948i,-3.555e-05-0.00073713i,0.00027241-0.00065445i,-0.00052827+0.0020418i,-0.0009228-0.00052612i,-5.3258e-05-0.00039673i,0.00052179-0.00063229i,-0.0012327-0.0010769i,0.0028314-0.022086i,0.02893-0.024826i,0.036539-0.025575i,0.024474-0.036316i,0.017656-0.016608i,-0.0040589-0.036794i,0.017587-0.039411i,-0.0040999-0.024431i,0.020377-0.018831i,0.012483-0.013122i,-0.0068134+0.0036399i,0.0054144-0.0015865i,0.00044397+0.012246i,-0.0025964+0.001588i,0.0034045-0.00096041i,0.0086721-0.0010408i,-0.0012505-0.00052454i,0.006172+0.0064045i,0.0027715-0.0010033i,-0.0025876-0.0047601i,-0.0014478-0.0017968i,0.0016952-0.0015866i,-0.006104+0.0027098i,0.0033515+0.0012401i,-0.0078631+0.0058368i,0.0016487+0.00057028i,0.0030832+0.0031041i,-0.0013136+0.00039868i,-0.0047308-0.0040621i,-0.0021364+0.0014855i,-0.0027556+0.0017586i,-0.0026058+0.0036614i,-0.00072751+0.002047i,-0.0008056+0.0031184i,-0.0012998+0.00029934i,-0.011467+0.0025271i,-0.00044125-0.00055152i,-0.0035655+0.0054281i,-0.00055472+0.0025672i,0.0045954-0.0032665i,0.00018939-0.00047538i,-1.6874e-05-0.0046332i,-0.0035583-0.0036393i,0.0047518+0.0019175i,0.0072058-0.00077525i,0.024869-0.028186i,-0.014581+0.036289i,0.011502+0.029224i,-0.0043439+0.0063624i,0.0020855-0.0025979i,0.0023769-0.0038435i,-0.0073056+0.0081094i
