-0.026243-0.0047572i,-0.021165-0.0080645i,-0.013332-0.014145i,-0.036232-0.0095516i,-0.026924+0.0015367i,-0.03698-0.0035198i,-0.067283-0.035205i,-0.034009-0.014159i,-0.023658+0.0031368i,0.0068067+0.0065526i,-0.0049363+0.0072913i,-0.0082634+0.018348i,0.0051003+0.007305i,-0.00095393+0.0037386i,0.0039958+0.0042213i,0.0051726+0.026016i,0.021035+0.017881i,0.0012615-0.00077562i,0.00043745-0.0052964i,0.0093591+0.0009271i,0.0047082-0.0021774i,0.0028596+0.0024237i,0.00096915-0.00040931i,-0.022761-0.00085338i,-0.0051459-0.0042376i,-0.00075658+0.0037106i,0.0031493-0.0034189i,-0.0017747-2.2049e-05i,-0.00068887+0.00097578i,-0.0025265-0.0016675i,-0.004194-9.7129e-05i,-0.0059527-0.0087228i,-0.0056568-0.0035614i,-0.00070537-1.7865e-05i,-0.00054804-0.0023135i,-0.00019305+0.019255i,0.0028993-0.0041368i,0.00095176-0.0046054i,0.0028342-0.0021957i,-0.0021113-0.0035872i,0.00098649-0.00015788i,0.0080432-0.00074453i,0.0035243-0.0028321i,0.0001323+0.0022736i,-0.013265+0.015501i,-0.026965+0.053929i,-0.0062709-0.036644i,-0.015464-0.01882i,-0.040407-0.016378i,-0.027516-0.012199i,0.034951-0.0105i,0.0055417-0.030099i,0.013026-0.037968i,-0.0094291-0.029567i,0.024772-0.023358i,0.013338+0.0073915i,0.024352-0.037152i,-0.0018591-0.0045715i,0.0060846-0.0090717i,-0.0007393-0.0057083i,0.00041197-0.034959i,-0.012758+0.029025i,0.0083656-0.011738i,-0.0081148-0.0049507i,-0.0024491-0.0021542i,-0.00020583-0.014942i,-0.0083067+0.006097i,0.0038372+0.0064461i,-0.00026541+0.02775i,0.0027674+0.00034121i,-0.0072022-0.0041083i,-0.0038866-0.0062109i,-0.014285-0.0097379i,-0.0027157-0.0057328i,-0.031743+0.0079967i,-0.0051217-0.0090073i,-0.012648-0.0010593i,-0.0087688-0.0063958i,0.0016303-0.0015375i,-0.013463+0.0029563i,-0.0016852-0.00047554i,0.0056036+0.0058096i,0.003334-0.0051158i,-0.0071421-0.012171i,0.0072224+0.0086342i,-0.01733+0.0041124i,0.0051178-0.00040531i,-0.018517-0.003081i,-0.01652-0.0034844i,-0.015134-0.035135i,0.020588-0.0098229i,-0.040696-0.022774i,-0.0094525+0.0051241i,0.017917+0.015069i,-0.021443+0.01715i,-0.0049247-0.0028802i
-0.0095051-0.0083536i,-0.0027998-0.0095969i,-0.00054126-0.010174i,-0.0070471-0.014353i,-0.0058496-0.022055i,-0.015663-0.011374i,-0.0039113-0.01332i,-0.0032187-0.014362i,-0.0072913-0.0049718i,0.0049299+0.0018686i,0.0028898+0.0019312i,0.002161-0.00044978i,0.0038162-0.001516i,0.0036428+0.00019204i,0.0019453-0.0016807i,0.0048829+0.0013633i,0.00040826+0.0010408i,-0.0030187+0.0030153i,-0.0012026+0.0020082i,-0.00052053+0.0032526i,-0.0021315+0.0034753i,-0.0017113+0.0024689i,0.00011592+0.0029775i,-0.0034481+0.0018105i,0.0016507-0.0020337i,0.001199-0.0026838i,0.0021913-0.0031815i,0.0027856-0.0016058i,0.0022428-0.0019291i,0.00094451-0.0026881i,0.00026048-0.0004422i,0.0011413-0.00092499i,0.00093179-0.00057019i,0.00018342-0.00038111i,-7.9031e-05-7.1131e-06i,0.0063565-0.0047428i,0.0019253-0.002389i,0.0020487-0.0020525i,0.0013103-0.002757i,-0.00072135+0.00093138i,-0.0014628+0.0019582i,-0.002162+0.0016035i,0.0031198-0.00099121i,0.0010499-0.00089802i,-0.01328-0.0090305i,-0.014562-0.0061406i,0.002657-0.014342i,-0.0025671-0.0056195i,-0.022107-0.035857i,-0.00039533-0.0095741i,-0.00015466-0.0027491i,-0.010822+0.0095998i,0.012152-0.01259i,-0.015462-0.0096751i,-0.0005028-0.0078712i,-0.00063548-0.0018788i,0.0024342-0.0036587i,0.0045524+0.00057328i,0.0011515+0.0063624i,-0.0089881+0.0085849i,-0.0054438-0.0026161i,0.003763+0.0088095i,-0.0050922+0.00063063i,-0.00014111+0.0040277i,-0.0016545+0.0043399i,-0.00086358+0.00042874i,0.005163-0.00040302i,-0.0042297+0.0030428i,0.0010626+0.0001551i,-0.0026442+3.9337e-07i,0.0019123+0.00057191i,0.0036794-0.00092712i,-0.0014454-0.0016781i,0.00095954-0.00051595i,-0.0068044-0.0076578i,0.005332-0.0083462i,0.00010323-0.002227i,0.0014857-0.0014982i,0.00038454-0.0020962i,0.006635-0.0045738i,-0.0037544-0.0036009i,0.001872-0.0068057i,0.0015616-0.0030277i,-0.00056512-0.004009i,0.00332-0.0035522i,0.0044478+0.0011417i,0.0021259-0.0020554i,0.00058419+0.0071136i,0.00082294+0.00090497i,-0.0075939-0.018945i,-0.02717+0.0007945i,-0.026982+0.018427i,-0.0074069+0.013311i,-0.00038549+0.0024466i,0.0073619-0.0089554i,-0.013292+0.0064419i
-0.010603-0.006652i,-0.0044006-0.0096956i,-0.002136-0.010229i,-0.0091556-0.012444i,-0.0097364-0.020772i,-0.016408-0.0083867i,-0.0067851-0.013318i,-0.0060287-0.013446i,-0.0081133-0.0041066i,0.0052366+0.00041982i,0.0035404+0.00061296i,0.0022023-0.00081016i,0.0028941-0.0023355i,0.0036157-0.00063152i,0.0015413-0.0020504i,0.0051001+0.00015153i,0.00089853+0.00095749i,-0.0017624+0.0036426i,-0.00055625+0.0021044i,0.00046089+0.003256i,-0.0008917+0.0041375i,-0.0005962+0.0029148i,0.001094+0.0029411i,-0.0029924+0.0026903i,0.00098847-0.0023844i,0.00024527-0.0028489i,0.00097552-0.0032677i,0.001968-0.0024194i,0.0014031-0.0023721i,-9.7807e-05-0.0026731i,0.00011482-0.00075038i,0.0010418-0.0014036i,0.00061696-0.00091909i,0.00035215-0.00043101i,3.959e-05-0.00025264i,0.0041996-0.0061944i,0.00072617-0.0028114i,0.0010588-0.0027561i,0.00026454-0.0027649i,-0.00023075+0.00075417i,-0.00078764+0.0022889i,-0.0015488+0.0020865i,0.0021057-0.0012143i,0.0012584-0.0011425i,-0.01443-0.0066867i,-0.014757-0.0024733i,0.0015756-0.014151i,-0.001949-0.0078334i,-0.027468-0.028115i,0.00076073-0.010186i,0.00065527-0.003631i,-0.0082101+0.0083881i,0.0080719-0.018223i,-0.014026-0.01026i,-0.003172-0.0069605i,-0.003091-0.0010407i,0.00062455-0.0051694i,0.0036339-0.00072431i,0.002499+0.0055326i,-0.0049076+0.010902i,-0.0051831+0.00014233i,0.0051254+0.0067206i,-0.0045234+0.0023479i,0.001712+0.0046267i,0.00026684+0.0043351i,-0.0013146+0.00062484i,0.0057384-0.0034689i,-0.004082+0.0033248i,0.0013869-0.00065932i,-0.002443+0.0016808i,0.0019653-0.00049857i,0.0022643-0.0022862i,-0.0010874-0.00042499i,0.00090269-0.0010405i,-0.0079496-0.0039179i,0.0014714-0.0084152i,-0.00036504-0.0025479i,-4.8496e-05-0.0029934i,-0.00049575-0.0019698i,0.005383-0.0067292i,-0.0047579-0.0013507i,-0.00062878-0.0066588i,0.00098034-0.0035324i,-0.0016185-0.0030595i,0.00097771-0.0035969i,0.0043164-0.0005409i,0.0017412-0.0020239i,0.0033033+0.006023i,-0.00045985+0.0011177i,-0.011619-0.019203i,-0.025911+0.0060675i,-0.02344+0.024658i,-0.0059884+0.011317i,0.0008109+0.0047056i,0.0040357-0.0071239i,-0.012949+0.0085586i
-0.010927-0.0048806i,-0.0062239-0.0096154i,-0.0036676-0.010037i,-0.010451-0.01011i,-0.013352-0.018924i,-0.016673-0.0058255i,-0.0096481-0.012589i,-0.0082558-0.011968i,-0.0087384-0.0029892i,0.0048143-0.00079637i,0.0033058-0.00090936i,0.0021603-0.0012415i,0.0018802-0.002567i,0.0035171-0.0014197i,0.00097244-0.0023336i,0.0053065-0.0010526i,0.0012131+0.00051712i,-0.00050476+0.0037202i,-7.3992e-05+0.0021389i,0.0014029+0.0028249i,0.00055177+0.0041762i,0.00041562+0.0028518i,0.0020297+0.0025183i,-0.0032339+0.0036276i,0.0003675-0.0025473i,-0.00051811-0.0026752i,-8.094e-05-0.003217i,0.00095596-0.002926i,0.00049974-0.0025544i,-0.00099031-0.0023949i,-0.00023329-0.00087207i,0.00047057-0.0019045i,0.00019652-0.0011545i,0.00025614-0.0008954i,2.5127e-05-0.0005039i,0.0017987-0.006678i,-0.0002494-0.0027477i,-0.00012693-0.0029579i,-0.00056277-0.002462i,7.3657e-05+0.00043489i,-3.5443e-05+0.0024257i,-0.0008781+0.0024421i,0.0017793-0.0011364i,0.0010523-0.0016375i,-0.014931-0.0042958i,-0.012546+0.0004203i,0.0012232-0.014312i,-0.0028806-0.0094371i,-0.029365-0.0207i,0.0014784-0.011535i,0.0010993-0.0050329i,-0.0057886+0.0074176i,0.0029112-0.019782i,-0.013726-0.0099077i,-0.0052523-0.0043804i,-0.0048433+0.0012353i,-0.0026407-0.0055871i,0.0021693-0.0014382i,0.0029695+0.004706i,-0.0013016+0.011305i,-0.003885+0.0020179i,0.005273+0.0041111i,-0.0036088+0.0047312i,0.0035311+0.0041756i,0.0017279+0.0037954i,-0.0014475+0.0014337i,0.0047153-0.0056032i,-0.0029534+0.0039111i,0.0014477-0.0013408i,-0.00046906+0.0025931i,0.0014947-0.0013521i,0.00098683-0.0023456i,-0.00062805-0.00010596i,0.0010248-0.0016364i,-0.0075932-0.00062059i,-0.0010121-0.0079096i,-0.0010068-0.0027146i,-0.0018338-0.0027918i,-0.00094865-0.0018086i,0.003046-0.0083569i,-0.004396+0.000762i,-0.0026703-0.0057044i,-0.00033178-0.0039981i,-0.002009-0.0024189i,0.0003322-0.0029205i,0.0030834-0.0015597i,0.0017969-0.0022654i,0.0028374+0.0030295i,-0.0011409+0.0018354i,-0.014657-0.017487i,-0.023048+0.010465i,-0.017309+0.029161i,-0.006035+0.0099544i,0.0026293+0.0053783i,0.0012802-0.0050879i,-0.011308+0.01079i
-0.011091-0.0032848i,-0.0081499-0.0089272i,-0.0051736-0.0098485i,-0.010954-0.0080205i,-0.016749-0.016054i,-0.01677-0.0034746i,-0.012546-0.010944i,-0.0097984-0.010079i,-0.0090875-0.0013776i,0.004063-0.0014766i,0.0021168-0.0016245i,0.0018817-0.0019945i,0.0011699-0.0024085i,0.0031699-0.0023397i,0.00029488-0.002346i,0.0053643-0.0018094i,0.0010752-3.1454e-05i,0.00035084+0.0035552i,0.00051757+0.0022078i,0.0020363+0.0020451i,0.0018425+0.003626i,0.0012278+0.0023909i,0.0025801+0.0017871i,-0.016877+0.001904i,-0.00033154-0.0026293i,-0.0012765-0.0024761i,-0.0013078-0.0028706i,-0.00021188-0.0030423i,-0.00038473-0.0025054i,-0.0017821-0.0018988i,-0.0006339-0.00090373i,-0.00032364-0.0019223i,-0.00020761-0.001247i,-0.00022278-0.0011667i,-0.00024778-0.00084204i,-0.00012533-0.0065574i,-0.0010811-0.0024771i,-0.0012199-0.00271i,-0.0011492-0.0020064i,7.6998e-05+3.3851e-05i,0.00072786+0.002293i,-8.5648e-05+0.0025732i,0.0014761-0.0013101i,0.00054769-0.0017775i,-0.014705-0.0022061i,-0.0094534+0.00082052i,0.001106-0.014885i,-0.0037345-0.010014i,-0.028559-0.013796i,0.0015796-0.013838i,0.00072432-0.0067195i,-0.0036831+0.0052155i,-0.00080767-0.02046i,-0.012986-0.0098113i,-0.0053793-0.0013825i,-0.0052053+0.0043401i,-0.0063435-0.0045314i,0.00095269-0.0013954i,0.0034574+0.0043088i,0.0016474+0.011107i,-0.0024557+0.0032318i,0.0044444+0.0021277i,-0.00039437+0.0061637i,0.0051341+0.0028018i,0.0030313+0.0029105i,-0.00098486+0.0021738i,0.0031224-0.0075222i,-0.0017563+0.004068i,0.001206-0.0021178i,0.0010364+0.001545i,0.00080703-0.001979i,0.00031469-0.0029194i,-0.00031315+0.00050213i,0.00069201-0.0024055i,-0.0057762+0.0021773i,-0.0035193-0.0072025i,-0.0016273-0.0027833i,-0.0029103-0.0022331i,-0.001526-0.0019795i,0.00024749-0.0092276i,-0.0029876+0.0023947i,-0.003628-0.0042722i,-0.0017271-0.0038423i,-0.002506-0.0016419i,-0.00034716-0.0028245i,0.0020838-0.0014952i,0.0017945-0.0031424i,0.0011473+0.0027138i,-0.00098808+0.0029722i,-0.017066-0.015311i,-0.01975+0.012037i,-0.010416+0.029812i,-0.0058623+0.010447i,0.0028596+0.0060212i,0.00031824-0.0023396i,-0.0086938+0.011984i
-0.010892-0.0017318i,-0.0096666-0.0074367i,-0.0068557-0.0094147i,-0.011224-0.0064682i,-0.018964-0.012469i,-0.016551-0.0011521i,-0.014674-0.0083368i,-0.010749-0.0083023i,-0.0086855+0.00030135i,0.003564-0.0012993i,0.0012118-0.0013743i,0.0011836-0.0023892i,0.00067619-0.0022652i,0.0021905-0.0029781i,-0.00020306-0.0019273i,0.0055175-0.0033718i,0.0008446-0.00013781i,0.0012778+0.0033529i,0.0012023+0.0019272i,0.0021431+0.0012781i,0.002812+0.0026263i,0.0018356+0.0016734i,0.0030493+0.0011472i,0.0028672-0.0036445i,-0.0010982-0.0026457i,-0.0020087-0.0019698i,-0.0021961-0.0018988i,-0.0012567-0.002695i,-0.0011681-0.0021531i,-0.0023587-0.0011252i,-0.0011483-0.00068058i,-0.00098916-0.0017047i,-0.00081393-0.0012176i,-0.00079984-0.001058i,-0.00085206-0.00087435i,-0.0019624-0.0060329i,-0.0019905-0.0019538i,-0.0021982-0.0020659i,-0.0016006-0.0015591i,-0.00017936-0.00030426i,0.0014243+0.0018036i,0.00071511+0.002441i,0.0010966-0.0014808i,0.00017467-0.0017429i,-0.01408-0.00032486i,-0.0075291-0.00052213i,0.00072253-0.016132i,-0.0039062-0.011448i,-0.025188-0.008376i,0.00038432-0.016648i,-0.00012423-0.0076819i,-0.0029982+0.0029938i,-0.0044182-0.019889i,-0.012356-0.010019i,-0.004375-2.5515e-06i,-0.0035749+0.0076219i,-0.0097151-0.0012017i,0.00032597-0.0011383i,0.0040178+0.0038426i,0.0046944+0.010419i,-0.00064496+0.003467i,0.0029232+0.0014857i,0.0025336+0.0045732i,0.0062077+0.00056622i,0.0040639+0.0014577i,-6.2957e-05+0.002944i,0.00023232-0.0094982i,-0.0010257+0.0044951i,0.00054168-0.002643i,0.00093385+0.0008205i,-0.00012954-0.0021853i,0.00013503-0.0029724i,0.0013291+0.00096423i,-0.00023223-0.0031652i,-0.0028898+0.0033158i,-0.0060558-0.0053718i,-0.0024575-0.002701i,-0.0036949-0.0011598i,-0.0022978-0.0017071i,-0.0026716-0.0093797i,-0.0010768+0.0027752i,-0.0038653-0.0032278i,-0.0026555-0.003274i,-0.0031379-0.00083036i,-0.0017017-0.0018683i,0.0016741-0.0012014i,0.00081056-0.0041111i,0.0002534+0.0034291i,-0.00034011+0.0037613i,-0.019118-0.01291i,-0.01957+0.012729i,-0.0051752+0.027849i,-0.004556+0.010554i,0.010051+0.010148i,0.0010878-0.00021833i,-0.0058653+0.011928i
-0.010126-0.00027916i,-0.010511-0.0057747i,-0.0084868-0.0084895i,-0.011466-0.0048625i,-0.020433-0.0089827i,-0.015962+0.00092293i,-0.015555-0.0057028i,-0.011447-0.0067019i,-0.0075859+0.0016959i,0.0047435-0.0014011i,0.0010233-0.00086693i,0.00053027-0.0024127i,0.00029298-0.0020735i,0.0013363-0.0029979i,-0.00027586-0.0017492i,0.0037706-0.004905i,0.00092431-0.00023853i,0.0022354+0.0027789i,0.0016504+0.0014763i,0.0021508+0.00076797i,0.0032562+0.0014743i,0.0020344+0.0007854i,0.0032634+0.00019168i,0.0021733-0.0023876i,-0.0020963-0.0022425i,-0.002751-0.0012558i,-0.00233-0.00084633i,-0.0021196-0.002025i,-0.0017397-0.0016074i,-0.0025397-0.00022417i,-0.0014827-9.4548e-05i,-0.0017089-0.001135i,-0.0014303-0.0007047i,-0.0011678-0.00069324i,-0.0012982-0.00044046i,-0.0036357-0.0050084i,-0.002508-0.00081786i,-0.0028284-0.0010131i,-0.0019497-0.00098864i,-0.00075379-0.00034592i,0.001781+0.0012601i,0.0015222+0.0020365i,0.00055595-0.001375i,-0.00017959-0.0017376i,-0.013087+0.0010309i,-0.0070214-0.0021768i,-0.00031179-0.017846i,-0.0059887-0.013382i,-0.020716-0.006927i,-0.0025864-0.018812i,-0.00093903-0.0079919i,-0.0025645+0.0017053i,-0.0067905-0.017719i,-0.012513-0.011091i,-0.0035652+0.00090664i,-0.00017703+0.0096154i,-0.011659+0.0027692i,-0.00033899-0.00081871i,0.0046275+0.0034171i,0.0068884+0.0086112i,0.00083395+0.0028395i,0.0021085+0.0015692i,0.0028243+0.0025009i,0.0057377-0.0021206i,0.004281-0.00070946i,0.0018329+0.0031563i,-0.0044883-0.0085274i,0.00018802+0.0055012i,-0.00072512-0.0030829i,0.0015204+0.00056415i,-0.00098318-0.0018654i,-0.0003617-0.0028454i,0.0030489-0.001458i,-0.00099495-0.0031492i,-3.8775e-05+0.002317i,-0.0072601-0.0026681i,-0.0033496-0.0022175i,-0.0043216+4.6071e-06i,-0.0027835-0.0010831i,-0.00589-0.008629i,0.00072432+0.0019773i,-0.004315-0.0025493i,-0.003595-0.002351i,-0.0025835+0.0011884i,-0.0013367-0.00037413i,0.0014264-0.00093762i,-0.00064144-0.0044724i,7.9743e-05+0.0043949i,0.00044266+0.0042123i,-0.020387-0.0089428i,-0.019282+0.015492i,-0.0024125+0.02555i,-0.0033256+0.0098207i,0.011964+0.0026182i,0.0023565+0.00071122i,-0.0035926+0.010828i
-0.0090784+0.00046575i,-0.0106-0.0042835i,-0.0098114-0.0073099i,-0.011369-0.0034326i,-0.021271-0.0052667i,-0.015316+0.0027587i,-0.016084-0.0033746i,-0.011976-0.0051612i,-0.006125+0.0024365i,0.0052686-0.0037045i,0.0012473-0.00057343i,-1.5451e-05-0.0021852i,0.00010341-0.0018254i,0.0008377-0.0029073i,-0.00045051-0.0017675i,0.0022844-0.0051566i,0.00078862-0.00056567i,0.0028666+0.0019967i,0.0018646+0.0010589i,0.0022341+0.00033038i,0.0032028+0.00042694i,0.0017449+0.00012842i,0.0028829-0.00060166i,0.0013976-0.0026751i,-0.0027639-0.001407i,-0.0031823-0.00012793i,-0.0022393-0.0001207i,-0.0026831-0.0011013i,-0.0021068-0.00095817i,-0.0024153+0.00064038i,-0.0014045+0.0005264i,-0.0019708-0.00011787i,-0.0015197+7.9976e-05i,-0.0013771-0.00029808i,-0.0014118+7.9062e-05i,-0.0046048-0.0032809i,-0.002257+0.00020054i,-0.0029191+0.00018482i,-0.0021028-0.00035741i,-0.0012876+4.1623e-05i,0.0020927+0.00070325i,0.0020429+0.0014687i,0.00037554-0.001086i,-0.00047709-0.0014915i,-0.012417+0.0016176i,-0.0075432-0.0032711i,-0.0022214-0.019246i,-0.0090288-0.013768i,-0.018417-0.0083103i,-0.0059947-0.01945i,-0.0010506-0.0082868i,-0.0016634+6.7812e-06i,-0.0071453-0.01601i,-0.012789-0.0117i,-0.0031119+0.00091889i,0.0038624+0.0095038i,-0.0099449+0.0088454i,-0.00072706-0.00040491i,0.0054111+0.0027601i,0.0085113+0.006864i,0.0014543+0.0017624i,0.0012781+0.0021838i,0.0026905+0.0016631i,0.0037638-0.0040301i,0.003071-0.0024424i,0.003326+0.001847i,-0.0067134-0.0050779i,0.0026264+0.0054368i,-0.0023164-0.0023968i,0.0018364-0.00038573i,-0.0015935-0.0011875i,-0.0009978-0.0027754i,0.0020264-0.0041461i,-0.0010985-0.0024434i,0.00083409+0.00024448i,-0.0073465-0.00028853i,-0.0040355-0.0014126i,-0.0042788+0.0016812i,-0.0031956-0.0003626i,-0.0091843-0.0060207i,0.0011383+0.00032112i,-0.004945-0.0015708i,-0.0041681-0.0010357i,-0.00085359+0.0019055i,-0.00095119-0.00045606i,0.0015712-0.00055249i,-0.0019311-0.0044122i,0.00042528+0.0058611i,0.0014047+0.0041853i,-0.018638-0.0059222i,-0.017749+0.018808i,-0.00038546+0.023867i,-0.0027975+0.0083335i,0.010645-0.0010775i,0.0035361+0.00088409i,-0.0026397+0.0089011i
-0.0084059+0.00087697i,-0.010535-0.003388i,-0.010951-0.0058211i,-0.011132-0.0022145i,-0.021394-0.0017078i,-0.014589+0.0045513i,-0.01633-0.0012188i,-0.012423-0.0034863i,-0.0046126+0.0024136i,0.003624-0.0058454i,0.001682-0.00059385i,-0.00027582-0.0019298i,2.6576e-05-0.001684i,0.00028682-0.0029535i,-0.00079366-0.0016955i,0.0011298-0.0050489i,0.00035445-0.00068093i,0.0033149+0.0011789i,0.0021288+0.00057955i,0.002326-0.00021518i,0.0028533-0.00036247i,0.001492-0.00021648i,0.0024206-0.0012098i,0.00066171-0.0028735i,-0.0031449-0.00042419i,-0.003017+0.0010873i,-0.0022508+0.00053334i,-0.0027655-5.2726e-05i,-0.0022906-0.00020101i,-0.0020645+0.0013249i,-0.0010938+0.00098507i,-0.0014677+0.00080888i,-0.0010948+0.00078007i,-0.0015341+0.00018182i,-0.0014444+0.00058277i,-0.0046509-0.0015902i,-0.0019119+0.00085698i,-0.002592+0.0012618i,-0.0021386+0.00029887i,-0.0014474+0.00060404i,0.0021041+2.6876e-05i,0.0022712+0.00071541i,0.00040526-0.00089719i,-0.00062646-0.0011249i,-0.012063+0.0022074i,-0.008773-0.0037111i,-0.0047981-0.019998i,-0.011973-0.013105i,-0.018621-0.00902i,-0.0094261-0.019302i,-0.00062987-0.0098109i,-0.0016388-0.0024118i,-0.0074574-0.015706i,-0.013812-0.012758i,-0.0034687+0.00095552i,0.0073857+0.0076628i,-0.0040701+0.012742i,-0.00069812-6.5341e-05i,0.0059984+0.0017335i,0.010288+0.004592i,0.0015465+0.0012i,0.0014807+0.0032194i,0.0031189+0.00071518i,0.0016882-0.0042722i,0.0016094-0.0030176i,0.0037605+0.00021854i,-0.006959-0.0018264i,0.0047234+0.0039754i,-0.003019-0.00055814i,0.0010621-0.0012275i,-0.001643-0.00033545i,-0.0018631-0.0025775i,-0.00029983-0.0054272i,-0.0020001-0.00093209i,-0.00045811-0.001557i,-0.0069306+0.0020025i,-0.0045733-0.00015747i,-0.0035794+0.0028959i,-0.0033995+0.0007301i,-0.010196-0.0021782i,0.0004521-0.00072466i,-0.0053376-0.00067253i,-0.0037407+0.00026476i,0.00036059+0.0015666i,-0.0013416+0.00010702i,0.0022425-0.00046461i,-0.0030351-0.0034026i,0.002763+0.007294i,0.0021496+0.004551i,-0.017662-0.0049104i,-0.01571+0.021797i,0.001291+0.022289i,-0.0032312+0.0071909i,0.0079663-0.0029282i,0.0051778+3.9357e-05i,-0.0031211+0.0073756i
-0.0077159+0.001173i,-0.0107-0.0030072i,-0.011595-0.0040576i,-0.010867-0.0013074i,-0.020983+0.0013987i,-0.013669+0.0064924i,-0.016193+0.00093826i,-0.012738-0.0015226i,-0.0034205+0.0015632i,0.001553-0.0062628i,0.0021191-0.0011655i,-0.00036691-0.0016061i,-9.2648e-05-0.0015616i,-0.00030726-0.002887i,-0.0011472-0.0014977i,0.00021613-0.005179i,0.00034761-0.00012226i,0.0035688+0.00019307i,0.0022789+7.4693e-06i,0.0022496-0.00072451i,0.0025221-0.00085389i,0.001335-0.00040447i,0.0021624-0.0015971i,3.2645e-05-0.0029979i,-0.0031472+0.00064847i,-0.0024181+0.002177i,-0.0018624+0.0013367i,-0.0024787+0.00092827i,-0.0021435+0.00057847i,-0.0015738+0.0019501i,-0.00063093+0.0013239i,-0.0007879+0.0011073i,-0.00063192+0.0010722i,-0.0015113+0.00082108i,-0.0012413+0.001223i,-0.0042282-0.00016484i,-0.0014998+0.001489i,-0.0018651+0.0021922i,-0.0018809+0.00093561i,-0.0013398+0.0012488i,0.0020804-0.00058557i,0.0023932+0.00017251i,0.00054478-0.0010008i,-0.0006873-0.00093187i,-0.012082+0.0031237i,-0.0096945-0.0028062i,-0.0075331-0.020148i,-0.014743-0.011453i,-0.019892-0.0088158i,-0.013304-0.017853i,-0.0015073-0.011575i,-0.0020308-0.0043418i,-0.0078185-0.015034i,-0.015889-0.013003i,-0.004373+0.0019243i,0.0096416+0.0044929i,0.00088243+0.013693i,-0.00067191+9.4742e-05i,0.0062772+0.00076534i,0.011202+0.00161i,0.0015743+0.00051132i,0.0026865+0.0037103i,0.0028197-0.00010891i,0.00048184-0.0036951i,0.00018941-0.0029282i,0.0034379-0.00099095i,-0.0057781+0.00022455i,0.0060123+0.0017264i,-0.0027399+0.0010074i,-4.8558e-05-0.00088499i,-0.0012671+0.00012644i,-0.002456-0.0019359i,-0.0027767-0.0053439i,-0.0026711-0.0002249i,-0.0023482-0.002i,-0.0057621+0.0040129i,-0.0046547+0.0015762i,-0.0029919+0.0038279i,-0.0028114+0.001906i,-0.0095441+0.001059i,-0.00050135-0.001115i,-0.0057245+0.00056698i,-0.0029866+0.0014076i,0.00093811+0.00093444i,-0.00068418+0.00097387i,0.0029058-0.0010334i,-0.0040027-0.0024507i,0.0058269+0.0067053i,0.0034273+0.0042781i,-0.017428-0.0037918i,-0.013066+0.025672i,0.0033543+0.021101i,-0.004346+0.0067608i,0.0057451-0.0026346i,0.0057627-0.0023753i,-0.0041619+0.0070081i
-0.0071042+0.0011718i,-0.011826-0.0027794i,-0.01185-0.0024911i,-0.010817-0.00046208i,-0.020317+0.0047166i,-0.012262+0.008302i,-0.015788+0.0030218i,-0.011608+0.00078603i,-0.0032354+0.00032355i,0.00014915-0.0064707i,0.0019655-0.0020437i,-0.00030136-0.0015717i,-9.9272e-05-0.0013799i,-0.00071881-0.0028073i,-0.0013969-0.0012458i,-0.00087929-0.0052156i,0.00088653-0.00031206i,0.0034588-0.00085029i,0.0022628-0.00065226i,0.0022376-0.0012786i,0.0022028-0.0012689i,0.0012055-0.00055046i,0.00169-0.00226i,-0.00027349-0.0033191i,-0.0028494+0.0016525i,-0.0014682+0.0029577i,-0.0013117+0.0017541i,-0.001932+0.0016834i,-0.0017666+0.001173i,-0.00084717+0.0024191i,-7.445e-05+0.0014913i,-0.00016385+0.001232i,-3.3916e-05+0.0011999i,-0.001111+0.0014742i,-0.00068129+0.0017468i,-0.0034744+0.00087974i,-0.00072048+0.0019168i,-0.00078799+0.0027955i,-0.001425+0.0014292i,-0.00075798+0.002001i,0.0018363-0.0010935i,0.0025216-0.00059723i,0.00028144-0.001325i,-0.00071726-0.00089528i,-0.012022+0.0042852i,-0.0094664-0.001508i,-0.010192-0.019597i,-0.017018-0.0083025i,-0.020461-0.0072524i,-0.016598-0.014603i,-0.0032031-0.013075i,-0.0028684-0.0067426i,-0.0081015-0.015115i,-0.018245-0.011973i,-0.0044299+0.0042614i,0.010256+0.00070999i,0.0055366+0.013359i,-0.00068551+0.00017098i,0.0068743-0.00036168i,0.010936-0.0017271i,0.0014007+8.2771e-05i,0.0045274+0.003193i,0.0026035-0.00025549i,-0.00021112-0.0032229i,-0.00074993-0.0024227i,0.0029929-0.0019305i,-0.0051703+0.0013865i,0.0060513-0.00098663i,-0.0010652+0.0015124i,4.8854e-05+7.797e-05i,-0.0010356+0.0002972i,-0.0029399-0.001509i,-0.0049664-0.0041691i,-0.0029919+0.0004955i,-0.0033562-0.00074569i,-0.0037883+0.0055363i,-0.0037189+0.0031848i,-0.0018287+0.0050344i,-0.0018758+0.0024192i,-0.0081905+0.0036168i,-0.0015619-0.00085141i,-0.0058315+0.002501i,-0.0022858+0.0026008i,0.0021236-0.008446i,0.00020656+0.00067554i,0.0029838-0.0020916i,-0.0047468-0.00077709i,0.0081641+0.0043256i,0.00463+0.0030931i,-0.016963-0.0020715i,-0.0076253+0.028316i,0.0053277+0.018692i,-0.0055371+0.0073081i,0.0048076-0.0020294i,0.0041901-0.0042868i,-0.0049361+0.0075872i
