-0.02372-0.038475i,-0.012331-0.048983i,-0.017908-0.044472i,-0.030972-0.035004i,-0.029862-0.015811i,-0.050312-0.027512i,-0.057804-0.024965i,-0.044264-0.036608i,-0.029976-0.036492i,0.0074369+0.012703i,-0.0049365+0.015444i,-0.0048888+0.014075i,0.0097359+0.021725i,0.00035519+0.0042582i,0.0033568+0.0032984i,0.006826+0.017907i,0.025977+0.03861i,-0.0027395-0.00080428i,-0.0041646-0.0060601i,0.0078529+0.0016809i,-0.00024347-0.00080872i,-0.0009379+0.0014871i,0.00017496-0.00019619i,-0.030983-0.0026689i,-0.0013352-0.0057332i,0.0017731+0.004584i,0.0038079-0.00051321i,-0.0005587+0.00081132i,0.0005942-0.00060953i,-0.00063992-0.002504i,-0.0017805-0.0062557i,-0.0044675-0.0041331i,-0.0018001-0.0048795i,0.0022315-0.00062132i,0.0022351-0.0029725i,0.0023241+0.025767i,0.0018085-0.0028582i,0.0027913+0.00065751i,0.0060109+0.0011834i,-0.010569-0.0041328i,-0.0030565+0.00065976i,0.0064703+0.0016119i,0.0052778-0.00011985i,-0.0033542+0.0054306i,0.0011762-0.0082893i,-0.011068+0.017129i,0.035345-0.090964i,0.011935-0.07015i,-0.015838-0.060288i,-0.016578-0.055246i,0.039584-0.045874i,0.017-0.062555i,0.034268-0.055764i,0.029088-0.060473i,0.015677-0.013757i,0.0050118+0.016676i,0.016549-0.026521i,-0.011457+0.0053706i,-0.00024347+0.0055486i,-0.0047454-0.0015285i,-0.0026472-0.028857i,-0.02377+0.032275i,0.010474-0.011103i,-0.013039-0.0026606i,-0.00019786-0.0050804i,-0.0012451-0.016154i,-0.0075111+0.0046542i,0.0052001+0.0066069i,-0.0085076+0.031105i,0.0050836+0.0059766i,-0.0052085-0.00062369i,-0.0033503-0.0004404i,-0.012864-0.0079562i,-0.00060059-0.0043877i,-0.02987+0.0067424i,-0.00016872-0.0097396i,-0.0096287-0.0018543i,-0.0064881-0.0026836i,0.0072863+0.0027685i,-0.0076683+0.0014283i,-0.00023211+0.00049489i,0.005834+0.010703i,0.0040978+0.0011989i,-0.0090725-0.010119i,0.0033052+0.008189i,-0.021603+0.006412i,0.0079568+0.00068088i,-0.029074-0.0038986i,-0.041868+0.0023737i,0.018681-0.096035i,-0.0017751-0.012128i,-0.053226-0.021705i,-0.023054+0.00035721i,0.017603+0.011145i,-0.024569+0.013733i,-0.018126-0.012482i
0.013605-0.0084913i,0.042781-0.012699i,0.022358-0.026775i,0.010814-0.021383i,0.013672-0.040004i,-0.018252-0.02235i,-0.0086442-0.014575i,-0.0029727-0.0277i,0.0056791-0.017478i,0.0044724-0.0025313i,0.0019588-0.004671i,-1.2551e-05-0.0051143i,-0.00083812-0.0057466i,-0.00086465-0.0026881i,-0.0011085+0.0009546i,0.0014784-0.0026487i,-0.0031844+0.001893i,-0.00059658+0.0014249i,0.00017193+0.00016986i,0.00062441+0.0021687i,0.0014048+0.0018459i,0.0010876-0.0010527i,0.0019945+0.00046482i,-0.00099067+0.0027601i,-0.00063622+0.00044039i,-0.00056801+0.00047793i,-0.0013317+0.00016295i,-0.00060242+0.0003636i,9.8509e-05+0.00010422i,-6.9982e-05-0.00033001i,0.0017771-0.0018364i,0.0014476-4.8602e-05i,0.00038972-0.00075665i,0.00052222-0.0011345i,0.00073947+0.00063523i,0.0047267-0.0017155i,6.3906e-06+9.7755e-05i,-0.00010144+0.0013685i,5.0152e-05-0.00026949i,0.00048689+0.00055718i,0.00098145+0.00052114i,0.00026789+0.00067746i,1.6509e-05-0.0028961i,0.00052348-0.0028717i,0.018617+0.0047176i,0.029357+0.039222i,0.035723+0.039502i,0.047187+0.028443i,0.015582-0.00091721i,0.035908-0.00030539i,0.037361+0.0125i,0.013836+0.0068319i,0.029969+0.022926i,-0.0029619+0.033528i,0.0063895-0.0047432i,0.0046296-0.0033638i,0.006559-0.0039451i,0.0077921+0.003789i,0.0036784+0.0065398i,-0.0063253+0.0049513i,-0.0039818-0.0055213i,0.0040821+0.012965i,-0.003599+0.00052775i,-0.0001935+0.0053991i,-0.00047686+0.0014493i,0.0026465-0.0031846i,0.0067188-0.001049i,-0.0027505-0.00087209i,0.004318-0.0022253i,-0.0061925-0.00069963i,-0.0016745+0.00045991i,0.00034917-2.9628e-06i,-0.0046483-0.0028702i,-0.0041282-0.0021667i,-0.0074983-0.0091544i,0.0029722-0.0020716i,-0.0049009+0.001666i,-0.0018138+0.0011553i,-0.0040624+0.0028375i,0.0068507+0.0010714i,-0.0069201-0.0015745i,-0.0042863-0.0074759i,-0.0027108-0.0013569i,-0.0056693-0.00072393i,0.0043465-0.0031456i,0.0058383+0.0008294i,0.0031932-0.0012901i,0.0055407+0.0082466i,0.0059982+0.0053162i,0.041491+0.027206i,-0.031797-0.0051411i,-0.036358+0.018025i,-0.010299+0.020133i,0.0018712+0.0025619i,0.0091817-0.0062325i,-0.01123+0.00032519i
0.011451-0.010428i,0.039558-0.019728i,0.01711-0.029829i,0.0069477-0.021897i,0.0054236-0.041727i,-0.020667-0.018756i,-0.011459-0.01366i,-0.0075382-0.026234i,0.0025693-0.017791i,0.0037332-0.0035366i,0.00064442-0.0053392i,-0.0010762-0.0044526i,-0.0025668-0.0047582i,-0.0014249-0.0021123i,-0.00062131+0.0011845i,0.0012055-0.0028423i,-0.0018472+0.0027277i,-0.00050826+0.0015111i,3.0205e-05+0.00019973i,0.0012338+0.0018904i,0.0020098+0.0015315i,0.00083223-0.001171i,0.0019863-0.00019496i,0.00087448+0.0024856i,-0.00035453+0.00060297i,-0.00018054+0.00047323i,-0.0011074+0.00092012i,-0.00043353+0.00057349i,0.00013225+0.00013344i,0.00012769-2.089e-05i,0.00084719-0.0025469i,0.0014398-0.00054026i,0.00021772-0.00080358i,8.3443e-06-0.0010433i,0.001305+0.00045714i,0.0041742-0.0026222i,5.2634e-06+0.00028396i,0.00035733+0.0012447i,0.00028641+7.5625e-05i,0.00051147-0.00012182i,0.0010671+0.00022474i,0.00048961+0.00052702i,-0.00069168-0.0022787i,0.00081536-0.0026559i,0.019323+0.002206i,0.034533+0.03435i,0.040654+0.03282i,0.050342+0.019651i,0.012868-0.00031999i,0.036367-0.0063704i,0.039333+0.0056336i,0.015125+0.0010533i,0.03084+0.012262i,0.0045532+0.03023i,0.0044175-0.0056361i,0.0007578-0.0035484i,0.0041506-0.0064792i,0.0069805+0.0010529i,0.0052264+0.0049949i,-0.0032179+0.0074313i,-0.0043581-0.002435i,0.0060265+0.010995i,-0.0035958+0.0012959i,0.0027576+0.0059803i,0.00042317+0.0016498i,0.00047029-0.003489i,0.0072445-0.004808i,-0.0030928-0.00030402i,0.0037463-0.0040328i,-0.0058225+0.0023355i,-0.0016145-0.00012697i,5.241e-05-0.00061626i,-0.0046305+8.756e-05i,-0.0042031-0.00098411i,-0.0091811-0.0056382i,0.0015264-0.0028819i,-0.003563+0.0027809i,-0.0018072+0.00089835i,-0.0025511+0.0040255i,0.0080246-0.0016728i,-0.0066876+0.0013581i,-0.006637-0.0057144i,-0.0024992-0.00077232i,-0.0051602+0.0012993i,0.00189-0.0037481i,0.0061251-0.0020331i,0.0030886-0.001858i,0.0071356+0.0058002i,0.0053544+0.0045143i,0.042697+0.017811i,-0.030939+0.0016784i,-0.034498+0.025959i,-0.0067183+0.018453i,0.0032274+0.0053004i,0.0065919-0.0063241i,-0.012732+0.0025122i
0.009787-0.012012i,0.034799-0.026192i,0.011416-0.031534i,0.003582-0.021669i,-0.0030077-0.0419i,-0.022564-0.015132i,-0.014015-0.012133i,-0.011341-0.024392i,-0.00063064-0.017706i,0.0027416-0.0041846i,-0.0011422-0.0053464i,-0.0018503-0.0036505i,-0.0036633-0.0032102i,-0.0017243-0.0014701i,-0.00032031+0.0011427i,0.00089787-0.0030764i,-0.00034407+0.0027262i,-0.00040409+0.0017935i,1.6019e-05+0.0004361i,0.001696+0.0012067i,0.0026297+0.00071909i,0.00053209-0.0014616i,0.0017356-0.00081827i,0.0021815+0.0014178i,0.00012841+0.00059184i,5.0088e-05+0.00027285i,-0.00048941+0.0013565i,-0.00034791+0.00076365i,0.00021855+0.00018608i,0.00028938+2.5266e-05i,-0.00026068-0.0027592i,0.0011915-0.0010772i,-0.00013119-0.00084338i,-0.00031758-0.00081397i,0.0017288-0.00038501i,0.0034799-0.0035888i,0.0002919+0.00036746i,0.00076159+0.0010886i,0.00054203-0.00016283i,0.00017461-0.00049351i,0.001187-0.00021291i,0.00061002+0.00011502i,-0.00098665-0.0016277i,0.00076861-0.0031583i,0.01972-0.00095144i,0.040505+0.027811i,0.044703+0.02549i,0.051714+0.010833i,0.011682+0.00055199i,0.036109-0.012712i,0.039609-0.0011006i,0.01532-0.0037638i,0.028682+0.0044807i,0.00991+0.026813i,0.0021697-0.0057568i,-0.0021268-0.0016844i,0.00040687-0.0079181i,0.0052801-0.00069707i,0.0056705+0.0031027i,-0.00024354+0.0079951i,-0.0034668-0.00061943i,0.0067367+0.0085826i,-0.003514+0.0032937i,0.0054781+0.0050212i,0.0010416+0.0012345i,-0.0010849-0.0026376i,0.005702-0.0072587i,-0.0029894+0.00041955i,0.0026851-0.005095i,-0.0030999+0.0042622i,-0.0020865-0.00021523i,-0.00046259-0.00062613i,-0.0033738+0.0017529i,-0.0034741+0.00029076i,-0.0098112-0.0022377i,0.00055713-0.003361i,-0.0021414+0.0032291i,-0.001817+0.0013282i,-0.00057104+0.0038561i,0.007602-0.0052867i,-0.0052323+0.0036659i,-0.0080711-0.0030263i,-0.002413-0.00049118i,-0.0041106+0.0024498i,0.00071009-0.0033539i,0.0048036-0.0041441i,0.0032101-0.0024598i,0.0066874+0.0024707i,0.0050167+0.0043675i,0.043034+0.01041i,-0.027851+0.0070969i,-0.028956+0.033268i,-0.0048414+0.017021i,0.0063679+0.0058739i,0.0041741-0.0051796i,-0.012439+0.0050672i
0.0078773-0.013978i,0.02913-0.030945i,0.0061801-0.032548i,0.00094879-0.02163i,-0.011197-0.039718i,-0.023881-0.011456i,-0.016472-0.009986i,-0.014902-0.022056i,-0.0032147-0.016834i,0.0016203-0.0045469i,-0.0027438-0.0041648i,-0.0021541-0.002968i,-0.0039342-0.001561i,-0.0018956-0.00099285i,-3.3246e-05+0.0013337i,0.00038484-0.0032572i,0.00049714+0.0021062i,8.6548e-05+0.0023091i,0.00031253+0.00076389i,0.0018419+0.00040804i,0.0027013-0.00035961i,-7.7494e-05-0.0016489i,0.0012096-0.0012335i,0.0026909-0.000465i,0.00061301+0.00037761i,-4.293e-05+0.00010408i,5.3654e-05+0.001395i,1.5242e-05+0.00093329i,0.00036645+0.00012331i,0.00035669-6.0289e-05i,-0.0013451-0.002501i,0.00073905-0.0013854i,-0.00038355-0.00068482i,-0.00052794-0.00064822i,0.00142-0.0015095i,0.0025793-0.0044473i,0.00057554+0.00015475i,0.0011469+0.00076066i,0.00052007-0.00039244i,-0.00034817-0.00077691i,0.00096035-0.00063783i,0.00047871+2.2214e-05i,-0.0012089-0.0010343i,0.00029883-0.0032947i,0.019665-0.0043865i,0.045164+0.018579i,0.047704+0.017387i,0.05198+0.002655i,0.012174+0.0019999i,0.034293-0.020035i,0.039046-0.0078036i,0.014612-0.0089567i,0.02624-0.0011674i,0.015484+0.022291i,0.00050493-0.0050217i,-0.0033992+0.0009573i,-0.0040302-0.0077406i,0.0036984-0.0015858i,0.0054434+0.0018158i,0.0022676+0.0075847i,-0.002398+0.00042662i,0.0065851+0.0059209i,-0.0011538+0.0052883i,0.0078399+0.0025602i,0.0016599+0.00094627i,-0.0018826-0.0014303i,0.0035297-0.0094127i,-0.0027328+0.00085826i,0.0013027-0.0062002i,-0.00091251+0.0037131i,-0.0027249+0.00018858i,-0.00060218-0.00051481i,-0.0019459+0.0031122i,-0.0026288+0.00094209i,-0.0090854+0.0011562i,-0.0007938-0.0037238i,-0.00076588+0.0029404i,-0.0015177+0.0013484i,0.00070799+0.0028158i,0.005515-0.0087471i,-0.0027601+0.0049702i,-0.0075282-0.00011265i,-0.0026284-0.00027613i,-0.0031806+0.0034269i,4.0638e-05-0.0028875i,0.0031134-0.0047668i,0.0030133-0.0036114i,0.0051801+0.0011842i,0.0053715+0.0042728i,0.042481+0.0030625i,-0.024596+0.0089603i,-0.020908+0.037549i,-0.0024648+0.016684i,0.0084889+0.005101i,0.0035067-0.0034427i,-0.011222+0.0068745i
0.0051545-0.015768i,0.023145-0.034184i,0.00066174-0.032792i,-0.0020758-0.021861i,-0.017723-0.036217i,-0.02477-0.0077812i,-0.01833-0.0070276i,-0.017765-0.019254i,-0.0052558-0.01596i,0.00032721-0.0043401i,-0.0032653-0.0026924i,-0.0025742-0.0024164i,-0.0036211-0.00027219i,-0.0022347-0.00034182i,0.000592+0.0014936i,-0.00037952-0.0032493i,0.00082541+0.0017995i,0.0011345+0.0024109i,0.00073367+0.0006022i,0.0015482-0.00029242i,0.0023119-0.0013226i,-0.00060515-0.0015951i,0.00074271-0.0014186i,0.0018056-0.0019482i,0.00072053-0.00023568i,-0.0002265+4.693e-05i,0.00058014+0.0013636i,0.00046927+0.00086106i,0.00037133-0.00010233i,0.00036644-0.00018177i,-0.0021253-0.0018085i,0.00031543-0.0015403i,-0.00063649-0.00049098i,-0.00069939-0.00033594i,0.00022559-0.0021087i,0.0014115-0.005084i,0.00057758-0.00017487i,0.0013504+0.00015046i,0.00047179-0.00050636i,-0.00096142-0.00070554i,0.00054971-0.00095998i,0.00043926+0.00010672i,-0.0012197-0.00050898i,-0.0002002-0.0031235i,0.019319-0.0082259i,0.0467+0.0082794i,0.049053+0.008829i,0.051985-0.0061152i,0.014851+0.0029768i,0.030431-0.02709i,0.03717-0.014099i,0.012083-0.013566i,0.0226-0.0050282i,0.019746+0.016155i,-0.00029202-0.0048261i,-0.0029218+0.0041034i,-0.0085216-0.0051143i,0.0020237-0.0020523i,0.0051779+0.00077387i,0.0043112+0.0063912i,-0.001316+0.00058674i,0.0056437+0.0043056i,0.0019755+0.0043929i,0.0090531-0.0012748i,0.0022375+0.0002207i,-0.0018708+0.00019263i,1.9245e-05-0.011405i,-0.0028115+0.0016684i,-0.0005693-0.0069128i,-0.00044776+0.003316i,-0.0031602+0.0011071i,-0.00075944-0.00048339i,0.00096217+0.0035677i,-0.0020752+0.00059581i,-0.0069011+0.0038136i,-0.0026557-0.0034369i,0.00018483+0.0021461i,-0.001314+0.0013638i,0.0010418+0.0016081i,0.0020712-0.011269i,-0.0002724+0.0046414i,-0.0059775+0.0014068i,-0.0025302+0.00014445i,-0.0015977+0.0046441i,-0.00069084-0.002107i,0.0014104-0.0050415i,0.0019022-0.0044968i,0.0038398+0.00057303i,0.0060286+0.0035949i,0.040768-0.0038362i,-0.025026+0.0089986i,-0.013385+0.038071i,0.00061767+0.014888i,0.010286+0.0033133i,0.0039307-0.0024437i,-0.0093994+0.0081142i
0.0023693-0.016983i,0.017334-0.036436i,-0.0046884-0.032016i,-0.0053877-0.021361i,-0.023854-0.03218i,-0.025103-0.0041929i,-0.019201-0.003824i,-0.020149-0.01644i,-0.0070618-0.015327i,-0.00032966-0.0037231i,-0.0032026-0.0014822i,-0.0028808-0.0015386i,-0.0031524+0.00084989i,-0.0020729+0.00061542i,0.0012407+0.0010834i,-0.00099779-0.0028568i,0.0013313+0.0016055i,0.0019897+0.0017624i,0.00087702+0.00042552i,0.0011382-0.00057044i,0.0017165-0.0020705i,-0.0011362-0.0013977i,0.00022137-0.001616i,0.00060404-0.0026622i,0.00027599-0.00058279i,-0.0003667+0.0002873i,0.001175+0.0010531i,0.00074635+0.00057151i,0.00028589-0.0002152i,0.00013438-0.00023611i,-0.0026047-0.00091168i,-0.00019795-0.0015671i,-0.00074558+2.1056e-05i,-0.00057727-4.7637e-05i,-0.0004967-0.0017406i,5.6468e-05-0.0052947i,0.00044038-0.00016887i,0.0011512-0.00036261i,0.00037973-0.00080375i,-0.0014955-0.00025189i,0.00011788-0.0010219i,0.00053172+5.537e-05i,-0.00095292+0.00010641i,-0.00064971-0.003112i,0.017912-0.013074i,0.045515-0.0017709i,0.048777+0.00056423i,0.049398-0.015787i,0.019102+0.00061412i,0.024339-0.032755i,0.034442-0.019701i,0.0092182-0.016491i,0.019891-0.0060649i,0.021589+0.0091449i,-0.0016727-0.0047155i,-7.4465e-05+0.0062085i,-0.011086-0.00052195i,0.00048958-0.0019565i,0.0046378-0.00013898i,0.0052519+0.0047338i,-0.00078796+0.0001285i,0.004803+0.0031558i,0.0027164+0.0026355i,0.007695-0.0052327i,0.0023949-0.0010481i,-0.00030927+0.0013554i,-0.0051514-0.010104i,-0.0021951+0.0031286i,-0.003381-0.0066671i,0.0011463+0.00347i,-0.0031397+0.0025218i,-0.0008213-0.00031314i,0.0038344+0.00075422i,-0.0020429+0.00050537i,-0.0037813+0.0045893i,-0.0043498-0.0020908i,0.00042466+0.0011872i,-0.0014659+0.0013656i,0.0011683+0.00052535i,-0.0029197-0.01237i,0.0016023+0.0033118i,-0.0051194+0.0021828i,-0.0027109+0.00055845i,0.0009206+0.0049104i,-0.00053054-0.0011235i,-8.2573e-05-0.0044013i,0.000582-0.0049331i,0.0025256+0.00062591i,0.0063421+0.0026327i,0.038394-0.0092999i,-0.026923+0.012172i,-0.0072483+0.037756i,0.0023131+0.011357i,0.011084+0.00082014i,0.0043248-0.0026288i,-0.0073057+0.0082112i
-0.00081313-0.018052i,0.011712-0.03794i,-0.0096613-0.030496i,-0.0082571-0.020372i,-0.028997-0.026641i,-0.024991-0.00060105i,-0.01951-0.00087958i,-0.022272-0.013248i,-0.0091193-0.014924i,-0.00057278-0.0033445i,-0.0028993-0.00052502i,-0.0028574-0.00053642i,-0.0022651+0.0017762i,-0.0014989+0.0012632i,0.0015382+0.00051759i,-0.0013552-0.0023761i,0.0018489+0.001207i,0.0024098+0.00090112i,0.0010323+0.0002889i,0.00091995-0.00067244i,0.0008187-0.0025607i,-0.0016696-0.00090711i,-0.00032123-0.0014178i,-0.00046409-0.0026206i,4.3798e-05-0.00059793i,-0.00019939+0.00060665i,0.0014445+0.0004062i,0.00092953+0.00024101i,0.00020396-0.00027805i,7.0431e-05-3.8513e-05i,-0.0027443+2.4544e-05i,-0.00068077-0.0012561i,-0.00045263+0.00043056i,-0.00046271+6.0716e-05i,-0.00080038-0.0015273i,-0.0012545-0.00499i,0.00053947-0.00028373i,0.00087981-0.00062598i,-2.5012e-05-0.00085234i,-0.0017524+0.00044813i,-0.00021465-0.0010339i,0.00048253-0.00011199i,-0.00050971+0.00047971i,-0.0013068-0.0028496i,0.014395-0.017237i,0.042163-0.010351i,0.0471-0.0073259i,0.044081-0.024003i,0.021152-0.0044857i,0.017534-0.036411i,0.031311-0.024832i,0.0066951-0.019286i,0.019674-0.0067883i,0.022057+0.0026393i,-0.0036743-0.0042898i,0.0031907+0.0059495i,-0.010957+0.0050892i,-0.00080412-0.0014361i,0.0040826-0.00055349i,0.0056429+0.0035352i,-0.00090597-0.00024805i,0.0032533+0.0026646i,0.0031808+0.0020323i,0.004342-0.0076111i,0.0015522-0.0021468i,0.0010858+0.00088395i,-0.007847-0.0058978i,-0.0002772+0.0038472i,-0.0055259-0.0046599i,0.0023609+0.0021624i,-0.0022173+0.0040009i,-0.00080069-0.00030112i,0.0033821-0.0027774i,-0.0022051+0.00081957i,-0.0017548+0.0035472i,-0.0048208-0.00036212i,-2.7105e-05+0.00040536i,-0.001507+0.0017032i,0.00062767-0.00052868i,-0.008377-0.010296i,0.0021292+0.0013021i,-0.0044981+0.0029434i,-0.0027123+0.0015742i,0.0031329+0.0037934i,3.738e-05-0.0011939i,-0.00042776-0.0030566i,-0.00057392-0.0048887i,0.0016174+0.0016386i,0.0063446+0.0018111i,0.036532-0.01403i,-0.027496+0.017445i,-0.0015969+0.036396i,0.0018043+0.0077277i,0.010605-0.0024554i,0.0039648-0.0026725i,-0.0062022+0.0070231i
-0.0047223-0.018286i,0.0062078-0.038794i,-0.014386-0.028233i,-0.011031-0.019358i,-0.032361-0.020363i,-0.024382+0.0028106i,-0.01938+0.0019706i,-0.023781-0.0097508i,-0.011416-0.014251i,-0.00092276-0.003188i,-0.0023085+0.00015608i,-0.0024056+0.00023371i,-0.001174+0.0022775i,-0.00085993+0.0015357i,0.0016547-2.2794e-05i,-0.0015215-0.00196i,0.0022059+0.00089162i,0.002588-3.5822e-05i,0.0011474-8.4976e-05i,0.00079741-0.00089589i,-0.00035799-0.0025266i,-0.0018242-0.00018195i,-0.00060192-0.0011463i,-0.0012367-0.0022243i,-0.00017133-0.00054491i,9.5297e-05+0.00072606i,0.0012675-0.00020064i,0.0010175-0.00015065i,4.1615e-05-0.00025627i,9.9288e-05+7.4448e-05i,-0.0025542+0.0010242i,-0.00085449-0.00081454i,3.5551e-05+0.00054418i,-0.00040751+0.00011532i,-0.0013108-0.0011096i,-0.002252-0.004212i,0.00034835-0.00048488i,0.00057323-0.00078991i,-0.00022368-0.00046611i,-0.0016943+0.0010872i,-0.00070806-0.00082239i,0.00032737-0.00026033i,-6.635e-06+0.00051027i,-0.0017148-0.002061i,0.010134-0.019809i,0.037116-0.016941i,0.04409-0.014285i,0.037329-0.029979i,0.020821-0.0091731i,0.010177-0.038523i,0.027613-0.029842i,0.003152-0.022024i,0.020483-0.0089858i,0.020966-0.0042459i,-0.0057316-0.0028609i,0.0054927+0.0039066i,-0.0080019+0.0096174i,-0.0016014-0.00064138i,0.0035178-0.00084946i,0.0063115+0.0024473i,-0.0011881-4.9145e-05i,0.0025325+0.0034959i,0.0039791+0.00073731i,0.001017-0.0076582i,0.00053309-0.0025311i,0.0016894-2.5819e-05i,-0.0082294-0.0021679i,0.0015715+0.0032935i,-0.0065936-0.0022318i,0.0021577+0.00080206i,-0.0003854+0.0047604i,-0.0010867-0.00032534i,0.00087573-0.0049423i,-0.0022258+0.0012012i,-0.0010007+0.0022319i,-0.0047212+0.0013288i,-0.00084925+0.00038986i,-0.0012223+0.0018819i,-0.00052558-0.0006559i,-0.011249-0.0059003i,0.0014933+1.3748e-05i,-0.0037862+0.0033646i,-0.0019133+0.0023227i,0.0044514+0.0017472i,-0.00024798-0.00097802i,0.00016913-0.0026213i,-0.0015627-0.004374i,0.0025238+0.0032719i,0.0061964+0.0010716i,0.03337-0.019496i,-0.026529+0.023467i,0.0030625+0.034233i,-0.00037858+0.0053013i,0.0075546-0.0044779i,0.0041499-0.0031731i,-0.0068073+0.0062567i
-0.0084416-0.01725i,0.00077945-0.039254i,-0.018349-0.025001i,-0.013831-0.017856i,-0.034462-0.014385i,-0.023416+0.0063072i,-0.018668+0.0048965i,-0.02456-0.0062813i,-0.014002-0.013058i,-0.0012285-0.0028711i,-0.0016101+0.00033549i,-0.0018609+0.00080924i,-7.4654e-06+0.0024585i,-0.00027373+0.0016836i,0.0015181-0.00061099i,-0.0015923-0.0017641i,0.0029084+0.00023831i,0.0022603-0.0009202i,0.0010219-0.00055856i,0.00057891-0.001013i,-0.001184-0.0020769i,-0.001512+0.00042849i,-0.00072522-0.001005i,-0.0014836-0.0017528i,-0.00043407-0.00059811i,0.0004014+0.00067261i,0.00098306-0.00048785i,0.00087884-0.00040846i,-6.1802e-05-0.00020793i,0.0002133+0.00026645i,-0.0020153+0.0019173i,-0.00089989-0.00056148i,0.00027592+0.0003818i,-0.00036929+0.00030869i,-0.0014448-0.00039427i,-0.0028415-0.0032265i,8.2749e-05-0.00049164i,0.00021491-0.00079725i,-6.915e-06-0.00033918i,-0.0012525+0.0017816i,-0.00083331-0.00039053i,0.00028831-0.00030612i,0.00043284+0.00028016i,-0.0016285-0.0014053i,0.0060035-0.021405i,0.032384-0.020803i,0.040407-0.020061i,0.030308-0.033779i,0.019063-0.013178i,0.0026925-0.038435i,0.022873-0.034241i,-0.00061897-0.023604i,0.021007-0.012217i,0.01721-0.010104i,-0.0072245-0.0002795i,0.0061985+0.0011909i,-0.0037527+0.012094i,-0.0023111+0.0004154i,0.0032031-0.00081041i,0.0066773+0.0011687i,-0.0012056+9.9437e-05i,0.003007+0.0050443i,0.0036169-0.00072312i,-0.0011932-0.006509i,-0.00064837-0.0024757i,0.0017482-0.00080448i,-0.0071131+0.00062978i,0.0028648+0.0021455i,-0.0065516+0.00054446i,0.0016952+0.00054547i,0.0016524+0.0043633i,-0.0012519+6.2533e-05i,-0.0018845-0.0054i,-0.0018939+0.001279i,-0.001441+0.0017078i,-0.0040951+0.0029029i,-0.0012176+0.0010904i,-0.0012647+0.0020322i,-0.0011261-0.00017908i,-0.011798-0.0015076i,0.00058115-0.00065882i,-0.0034916+0.0038657i,-0.0010467+0.0025557i,0.004794-0.00057209i,-0.00017734-0.00085092i,0.00057896-0.0034249i,-0.0024723-0.0042879i,0.0039288+0.0030061i,0.0064736+0.00061612i,0.029775-0.023735i,-0.023005+0.030848i,0.00705+0.032058i,-0.0031468+0.0050759i,0.0043852-0.0038375i,0.0033277-0.0040712i,-0.0074693+0.0064535i
-0.011338-0.015562i,-0.0050898-0.039719i,-0.021494-0.021867i,-0.016387-0.015851i,-0.035798-0.0078685i,-0.021501+0.0096081i,-0.017363+0.0075284i,-0.025084-0.0028833i,-0.01657-0.011238i,-0.0013354-0.0028975i,-0.0012706+0.00034084i,-0.0010589+0.0010806i,0.0011947+0.0021593i,0.00050519+0.0015287i,0.001172-0.001095i,-0.0018251-0.0016664i,0.0032912-0.0011273i,0.0015599-0.0014782i,0.00069877-0.000845i,0.00048416-0.0011281i,-0.0017541-0.001391i,-0.0011552+0.00079291i,-0.0010028-0.00092027i,-0.0015009-0.0016191i,-0.00071111-0.00039521i,0.0006804+0.00052467i,0.00063499-0.00080292i,0.00066248-0.00058385i,-0.00012988-8.1153e-05i,0.00059091+0.0002758i,-0.0011697+0.002541i,-0.00098282-0.00027706i,0.00048594+0.00020006i,-0.00018754+0.00040895i,-0.0010677+5.5598e-05i,-0.0030945-0.0022984i,3.6514e-05-0.00035351i,9.3382e-06-0.00064101i,4.3809e-05-0.00053623i,-0.00054074+0.0020751i,-0.00073089-2.2721e-05i,0.00026372-0.00061457i,0.00056832-0.00022056i,-0.0013971-0.0011567i,0.0015827-0.022398i,0.029084-0.024652i,0.036371-0.025165i,0.023407-0.035633i,0.017402-0.015906i,-0.0041983-0.036223i,0.017662-0.037967i,-0.0040142-0.024776i,0.021165-0.01676i,0.012296-0.013317i,-0.0070776+0.0033718i,0.0055836-0.0014476i,0.0003606+0.012279i,-0.0025016+0.0017432i,0.0035208-0.0008975i,0.0069303-0.00042637i,-0.001311+9.3638e-05i,0.0052025+0.0056466i,0.002697-0.0010521i,-0.0024735-0.0051272i,-0.0015221-0.0018851i,0.0017885-0.0015122i,-0.0059452+0.0023937i,0.0035211+0.00058379i,-0.0053968+0.002815i,0.0020002+0.0008457i,0.0031006+0.0032696i,-0.001174+0.00024336i,-0.0047655-0.0045129i,-0.0018775+0.0015528i,-0.0016014+0.0021367i,-0.002962+0.0041598i,-0.00078991+0.001728i,-0.0011442+0.0027884i,-0.0011907+0.00023056i,-0.011192+0.0020662i,-0.00031504-0.00072933i,-0.0028343+0.0050149i,-0.00054878+0.0027301i,0.0040613-0.0031297i,-4.4394e-05-0.0013012i,0.00010853-0.0044157i,-0.0036759-0.0036737i,0.0049963+0.0019829i,0.0070828-0.00049586i,0.025787-0.027146i,-0.01506+0.036326i,0.011512+0.029114i,-0.0050064+0.0063944i,0.0026789-0.0020596i,0.0018327-0.0040184i,-0.0079423+0.0070275i
