-0.0011354-0.041796i,-0.00094535-0.046748i,-0.0081938-0.047711i,-0.030372-0.023906i,-0.022755+0.010824i,-0.036692-0.033413i,-0.064049-0.058181i,-0.019069-0.070902i,-0.026817-0.04781i,-0.00023271+0.015974i,-0.011085+0.012367i,-0.014471+0.013325i,0.0047754+0.014637i,-0.002649-0.0019321i,0.0018324+0.0059775i,-0.00011583+0.033795i,0.01701+0.057644i,0.0011702-0.00075662i,-0.003829-0.0095756i,0.0076004+0.0050229i,0.0016316+0.0011504i,-0.0010115+0.0031775i,-6.0683e-05-0.00062497i,-0.036948-0.01086i,-0.0033407-0.0075384i,-0.001464+0.0043441i,0.0027292-0.00017942i,-0.00015275+0.00054735i,0.00082049-0.00076099i,3.9971e-05-0.0021847i,-0.0016248-0.0055597i,-0.0030225-0.0064848i,-0.0010308-0.0073159i,0.0033171-0.00010076i,0.0030116-0.0016308i,-0.0038331+0.040189i,0.0065494-0.0042423i,0.0033058-0.00081207i,0.0047131-0.00035536i,-0.011311-0.0029542i,-0.0010998-5.0919e-05i,0.0098109+0.0027168i,0.003488+0.0013476i,-0.0042601+0.0017233i,-0.0004999+0.0089667i,-0.0052169+0.017869i,0.026422-0.082385i,-0.0010063-0.052611i,-0.022939-0.04159i,-0.019597-0.037625i,0.062801-0.016905i,0.030737-0.058263i,0.038917-0.044239i,0.0338-0.052483i,0.018974-0.01613i,0.0074541+0.011833i,0.024325-0.033169i,-0.0081384-0.0052803i,0.0031357-0.0013088i,-0.0026734-0.0052908i,0.0047956-0.03228i,-0.025361+0.029929i,0.0083675-0.010242i,-0.012242-0.0025421i,-0.0045308-0.0017837i,0.00024543-0.014301i,-0.010576+0.0052714i,0.0031692+0.0067842i,-0.013744+0.030383i,0.005596+0.0064348i,-0.005666-0.0021456i,-0.0014781-0.0025774i,-0.011499-0.0075202i,2.0971e-05-0.0035181i,-0.03086+0.0023755i,0.0016515-0.012762i,-0.00943-0.0026682i,-0.0068171-0.00318i,0.0060637+0.0019705i,-0.0088936+0.0020543i,-7.1534e-07+0.002033i,0.0058503+0.010182i,0.0050941+0.0006321i,-0.0090586-0.0092684i,0.0017349+0.0085832i,-0.019289+0.0050214i,0.0062154+0.0036696i,-0.028317-0.008705i,-0.036271-0.0018326i,0.026097-0.078212i,0.014321-0.0092904i,-0.042779-0.027947i,-0.024718-0.006584i,0.017531+0.012015i,-0.027332+0.010502i,-0.012118-0.0098106i
0.0085185-0.011667i,0.0014763-0.047464i,-0.028873-0.01582i,-0.011758+0.0025866i,-0.014931+0.014279i,-0.017508+0.014224i,-0.01805-0.0067869i,-0.012229-0.037423i,-0.013805-0.011529i,-0.017101+0.0012749i,0.00013223+3.8944e-05i,0.0018505-0.00057742i,0.0015446-0.00072051i,0.00044254-0.0011806i,-8.5475e-06-0.00097089i,-0.0036699-0.0011068i,0.0015211-0.0035128i,0.0030688-0.00044624i,-0.00044381-0.00074746i,-6.741e-05-0.00032138i,-0.00078245-0.00054957i,0.0015554-0.0011589i,-0.00092534-0.00090939i,-0.0024452-0.0022777i,-0.00098801-0.0014391i,0.00056056-0.00031941i,-5.7771e-05-0.00088987i,-9.0588e-05-0.00036506i,0.00041295-0.00035842i,0.0013437+2.1049e-05i,-0.0003816+0.0024491i,-0.0014954+0.00040321i,4.1603e-05+0.00015853i,-0.00060332-0.00060222i,-0.0017617+0.0014093i,-0.0039858-9.9545e-05i,-0.00088913-0.00087666i,7.9283e-05+0.00034995i,-0.00093956+2.6154e-06i,0.003101+0.0040422i,-0.00074241-0.00090219i,-0.0008063-0.0014992i,0.00095854+0.00021643i,-0.0005448-0.0039417i,0.0049114-0.0092297i,0.018068-0.011283i,0.017713-0.026946i,-0.010598-0.021644i,0.0029819-0.013188i,-0.017663-0.015397i,0.0021887-0.040435i,-0.00098132-0.036165i,0.011735-0.017524i,0.0046667-0.011525i,-0.0036687+0.0067613i,0.0061052-0.0018714i,0.004401+0.012384i,-0.0036187+0.0035459i,0.0060578-0.00036777i,0.0065768-0.0038285i,-0.0038963-0.00055445i,0.009138+0.0059161i,0.0010556-0.001174i,-0.0027122-0.0036286i,-0.0023551+0.00062681i,0.0015273-0.0022424i,-0.0040173+0.0050115i,0.0042089-0.0045214i,-0.0041775+0.0064938i,0.0035758-0.00019422i,0.0040631+0.00045871i,-0.0011444+0.00059455i,-0.0068683-0.0025325i,-0.0020722+0.0019547i,-0.00095624+0.0020307i,0.00042827+0.0048683i,-0.0010768+0.0013797i,0.00077706+0.0033985i,-0.001221+1.4685e-06i,-0.0098425+0.0034686i,-0.00030272-0.00021033i,-0.002776+0.0030434i,0.00085979+0.0017704i,0.0024343-0.0038775i,-0.00068334-0.0016511i,0.00092804-0.0040617i,-0.0040147-0.0010683i,0.0066572+0.00016108i,0.0037651-0.00089773i,0.010349-0.016004i,-0.0010059+0.033623i,0.011919+0.01325i,-0.010596+0.0070138i,0.00072243+0.0013621i,0.00089993-0.0019015i,-0.0039625+0.0062987i
0.0060496-0.012824i,-0.0071255-0.046572i,-0.030549-0.01107i,-0.011465+0.0042337i,-0.011812+0.015889i,-0.014378+0.015889i,-0.019262-0.0039038i,-0.018262-0.034809i,-0.015971-0.0084246i,-0.0064504-0.0079781i,-0.0001651-0.00019694i,0.0013077-0.0011588i,0.0016561-0.001406i,-0.00042497-0.0013568i,-0.00037373-0.00075203i,-0.0038593-0.00034351i,-0.00010706-0.0035949i,0.0027144-0.0012273i,-0.00074231-0.00029644i,-0.00027062-0.00056653i,-0.00076205-0.00023545i,0.00083266-0.0015639i,-0.0011039-0.00054265i,-0.0029947-0.0016087i,-0.0014504-0.0011095i,0.0003132-0.00055098i,-0.00031773-0.00073899i,-0.00013962-0.00044559i,0.00039298-0.00051489i,0.0012977-0.00070045i,0.00080517+0.0025474i,-0.0014817+5.5267e-05i,-2.0837e-05+2.0551e-05i,-0.00085393-0.00042496i,-0.0013516+0.0021706i,-0.0039707+0.00059463i,-0.0011989-0.00027015i,0.00041206+0.00018874i,-0.00086703+0.00022568i,0.0036235+0.0025316i,-0.00098409-0.00083563i,-0.0012876-0.0011943i,0.0010469-0.00026099i,-0.0014107-0.0039292i,0.0025266-0.010266i,0.016071-0.014166i,0.01393-0.02752i,-0.011344-0.017628i,0.0028931-0.014917i,-0.015494-0.010204i,-0.0070597-0.042021i,-0.0092936-0.039043i,0.0080969-0.020786i,0.0019655-0.010301i,-0.00075877+0.0076943i,0.0039203-0.0031448i,0.0070892+0.0095876i,-0.0024886+0.0050274i,0.0052012-0.0019256i,0.0056514-0.0050433i,-0.0045832+0.0015373i,0.010924+0.002882i,0.0013946-0.0012318i,-0.0031128-0.0026877i,-0.0014031+0.0014011i,0.0010524-0.0026325i,-0.0012164+0.0057691i,0.001662-0.0060588i,-0.0011395+0.0070624i,0.0035163-0.0025777i,0.0035604-0.0013113i,-0.00092538+0.0010086i,-0.0071009+0.0010867i,-0.001582+0.0020937i,0.00055892+0.002985i,0.0013476+0.0037569i,-0.00055292+0.0018492i,0.00163+0.0033139i,-0.0014725+0.00070268i,-0.0078598+0.0065377i,-0.00030588+0.0007286i,-0.0013526+0.0036749i,0.0012679+0.0011042i,0.00029924-0.0048824i,-0.0010153-0.0012145i,-0.00022464-0.0046721i,-0.0040179+0.00029699i,0.0057437-0.0014075i,0.0035115-0.0014053i,0.0097508-0.017036i,0.00631+0.032045i,0.011659+0.010015i,-0.0095781+0.009843i,0.0034156+0.0028374i,0.0011027-0.0017394i,-0.0038931+0.0067049i
0.0035388-0.01355i,-0.014934-0.043729i,-0.031494-0.0063059i,-0.010988+0.0060698i,-0.0086973+0.016585i,-0.011068+0.016919i,-0.019907-0.00063358i,-0.023555-0.031461i,-0.017005-0.0053957i,-0.0054956-0.0037324i,-0.00045753+7.735e-05i,0.00060976-0.0013423i,0.0013943-0.0021234i,-0.0010657-0.00098736i,-0.0004312-0.00051498i,-0.003773+0.00054824i,-0.0014483-0.0029877i,0.0022001-0.0017037i,-0.00078017+0.00015322i,-0.000672-0.00046437i,-0.00061154+6.442e-06i,0.00019237-0.0015963i,-0.0011276-0.00018944i,-0.0033448-0.00072631i,-0.0018703-0.00076144i,4.3137e-05-0.00056009i,-0.00043388-0.00052768i,-0.00021718-0.0004329i,0.00021923-0.00064314i,0.0011358-0.0011795i,0.002018+0.0018284i,-0.0010429+0.00097247i,-0.00029946+1.4961e-05i,-0.00095407-0.00015923i,-0.00056153+0.0025195i,-0.0039856+0.0014736i,-0.0012889+0.00039417i,0.00049736-0.00018249i,-0.00072333+0.00022656i,0.0036118+0.0011164i,-0.0012613-0.00066252i,-0.0015233-0.00070725i,0.00087712-0.00061524i,-0.0021503-0.003372i,-0.00017835-0.010797i,0.013518-0.016954i,0.011046-0.027595i,-0.010875-0.014989i,0.0027796-0.01803i,-0.012426-0.0076372i,-0.016338-0.040014i,-0.018563-0.038543i,0.0039732-0.022642i,0.0012552-0.0087715i,0.0019076+0.0068405i,0.0019081-0.0032462i,0.0079931+0.0068748i,-0.00077997+0.0057907i,0.0047485-0.0028275i,0.0038396-0.006796i,-0.0039377+0.0034336i,0.011036-0.0007831i,0.0017224-0.00167i,-0.0030032-0.0018289i,-0.00065598+0.0015257i,0.00057737-0.0030019i,0.0013841+0.0047805i,-0.0009666-0.0062411i,0.002202+0.0062748i,0.0017896-0.0039482i,0.0021774-0.0024367i,-0.00054131+0.0011712i,-0.0055988+0.0038887i,-0.0013+0.0021154i,0.0025893+0.0031623i,0.0015483+0.0032434i,0.00030956+0.0017781i,0.0030689+0.0026425i,-0.001155+0.0013717i,-0.0050385+0.0082587i,0.00047119+0.0009923i,0.00039242+0.0036691i,0.001327+0.00042619i,-0.0022867-0.0050489i,-0.0011975-0.001219i,-0.0016124-0.0047843i,-0.0032795+0.0013088i,0.0043114-0.0023307i,0.0034284-0.0020164i,0.0086295-0.01948i,0.012391+0.029024i,0.010551+0.0073689i,-0.0080016+0.011444i,0.0057899+0.0026051i,0.0007517-0.0017257i,-0.0034944+0.0069282i
0.00094313-0.013823i,-0.021383-0.039296i,-0.031668-0.0012247i,-0.0099636+0.0077664i,-0.0057616+0.016546i,-0.0078248+0.016953i,-0.019645+0.0026525i,-0.028223-0.027232i,-0.017353-0.0027994i,-0.0060692-0.00070632i,-0.00054029+0.00050658i,1.6806e-05-0.0012074i,0.00079324-0.0027661i,-0.0015456-0.00040897i,-0.00047379-0.00045732i,-0.0032687+0.001407i,-0.0018592-0.0016619i,0.0016617-0.0020753i,-0.0006384+0.00062339i,-0.00085295-0.00010508i,-0.00041032+8.29e-05i,-0.00042696-0.0016424i,-0.0011293+0.00024836i,-0.0033511+0.0003821i,-0.0021655+1.7542e-05i,-0.00021209-0.00046271i,-0.00039877-0.00035428i,-0.00029611-0.00046537i,0.0001042-0.0005309i,0.00070692-0.0017984i,0.0025433+0.00051399i,-0.00067695+0.0011579i,-0.00035696+0.00032739i,-0.00093653+0.00012227i,0.00041106+0.002496i,-0.0037814+0.0025444i,-0.001024+0.00085919i,0.00034678-0.00044365i,-0.00077846+0.00036475i,0.0031763+9.0112e-05i,-0.0015139-0.00022611i,-0.0016555-9.3038e-05i,0.00084024-0.00079803i,-0.0027972-0.0026384i,-0.0031605-0.010324i,0.010136-0.019366i,0.0085616-0.028346i,-0.009822-0.013775i,0.00092212-0.021427i,-0.0090049-0.0071499i,-0.024096-0.035697i,-0.0272-0.036303i,2.4588e-05-0.023167i,0.0017286-0.0084649i,0.0032246+0.004982i,0.00030819-0.0024332i,0.0083287+0.0048781i,0.0008925+0.0055613i,0.0037573-0.0043186i,0.00078965-0.0074095i,-0.0026618+0.0049438i,0.0093562-0.0042954i,0.0017152-0.0025433i,-0.0028826-0.001205i,-0.00011368+0.0014732i,-0.00016914-0.0033109i,0.0025048+0.0032638i,-0.0034761-0.0054343i,0.0050305+0.0043388i,0.00036651-0.004316i,0.00096598-0.0026851i,-0.00018261+0.00081756i,-0.0030443+0.005122i,-0.0012128+0.0027508i,0.0038525+0.001801i,0.0021733+0.0030853i,0.0008705+0.00097756i,0.003832+0.0010751i,-0.00096815+0.0017033i,-0.0022505+0.0087764i,0.00071084+0.00033218i,0.0019537+0.0027797i,0.0012236+9.4808e-05i,-0.0049156-0.0037651i,-0.0015696-0.00083806i,-0.0031609-0.0041938i,-0.0026187+0.0017728i,0.0027657-0.0024867i,0.0027751-0.0028884i,0.0063683-0.022033i,0.018109+0.024579i,0.0090772+0.0053074i,-0.0064959+0.012574i,0.0085302+0.0013359i,0.00033474-0.0013067i,-0.0031479+0.006659i
-0.0014421-0.013583i,-0.025815-0.03442i,-0.030925+0.0036019i,-0.0086935+0.0092116i,-0.0034257+0.015683i,-0.0051095+0.016525i,-0.018911+0.0054604i,-0.031707-0.02181i,-0.017106-0.00053235i,-0.0055461+0.0014134i,-0.00024659+0.00096948i,-0.00033237-0.00098427i,-0.00012716-0.0031675i,-0.0017229+0.00036236i,-0.00064775-0.00035572i,-0.0023816+0.0019433i,-0.0017109-0.00059627i,0.0010333-0.0025032i,-0.00010353+0.0011477i,-0.00092212+0.00029391i,-0.00025865-2.4699e-05i,-0.0012966-0.0014188i,-0.00081435+0.00057193i,-0.0029041+0.0014314i,-0.0018977+0.00093745i,-0.00036265-0.00032834i,-0.00036236-0.00031907i,-0.00045341-0.00040846i,0.00024873-0.00056163i,-0.00022884-0.0020673i,0.0022201-0.00061179i,-0.0002357+0.0012196i,-0.00013739+0.0004999i,-0.00097919+0.00047478i,0.0012875+0.0020097i,-0.0032953+0.003662i,-0.0007767+0.0011157i,0.00013948-0.00051156i,-0.00060879+0.00063903i,0.0024136-0.00046028i,-0.0016215+0.00024553i,-0.0013909+0.00037817i,0.00093134-0.00090272i,-0.0030058-0.0016488i,-0.0052877-0.0087086i,0.0060331-0.020547i,0.005389-0.029335i,-0.0091703-0.014042i,-0.0021998-0.024286i,-0.0063473-0.0090949i,-0.030574-0.029344i,-0.035304-0.0308i,-0.0036528-0.02212i,0.002496-0.009312i,0.0027697+0.0036503i,-0.00042112-0.0010964i,0.0086068+0.0031279i,0.002146+0.004831i,0.0015863-0.0048539i,-0.0022241-0.0067821i,-0.00062461+0.0060935i,0.0056327-0.0067528i,0.00084265-0.0037077i,-0.0028205-0.00047401i,0.0002908+0.0013097i,-0.0011844-0.0033602i,0.003573+0.0018629i,-0.0053839-0.0036642i,0.0062467+0.0013494i,-0.0010747-0.0047602i,-2.3961e-05-0.0026609i,-0.00045525+0.00070879i,-0.00052215+0.0053127i,-0.00030943+0.0030711i,0.0015558+0.0038159i,0.0028365+0.0027391i,0.00055086+0.00023499i,0.0039059-0.00046492i,-0.00060646+0.0021181i,0.00061492+0.0087547i,0.00010152-3.0593e-06i,0.0024206+0.0013328i,0.0013018-0.00045469i,-0.0063036-0.0010976i,-0.001557+1.3501e-05i,-0.0041487-0.0030067i,-0.0019832+0.002214i,0.0014458-0.0023341i,0.0013642-0.0031358i,0.0037809-0.023909i,0.022692+0.018585i,0.0078159+0.0045321i,-0.0053977+0.01348i,0.011863-0.0017462i,0.00020847-0.00072017i,-0.0034192+0.0059809i
-0.0036024-0.012992i,-0.029426-0.030226i,-0.029684+0.0082759i,-0.0070675+0.010408i,-0.0017066+0.014783i,-0.0026324+0.015752i,-0.017917+0.0080328i,-0.034062-0.016727i,-0.016815+0.0013965i,-0.0045473+0.0026902i,0.00053894+0.0011664i,-0.00058708-0.00081732i,-0.0012975-0.0030995i,-0.0013764+0.0012584i,-0.00069249-2.8493e-05i,-0.0015555+0.0020466i,-0.001546+0.00025004i,0.00021034-0.0026608i,0.00066376+0.0010245i,-0.00056648+0.00061116i,-0.00035968-0.00016507i,-0.001846-0.00062041i,-0.00044655+0.00064165i,-0.0022894+0.0020161i,-0.0012013+0.001264i,-0.000394-0.00011816i,-0.00039555-0.00046224i,-0.00045514-0.00034437i,0.00016039-0.00091914i,-0.0010378-0.001815i,0.0016983-0.0011796i,0.000181+0.0011626i,0.00013112+0.00042624i,-0.00074839+0.00096845i,0.001767+0.0010427i,-0.0023067+0.0046934i,-0.00052165+0.0013657i,-8.1237e-05-0.00038915i,-0.00047413+0.0008736i,0.0019744-0.00057774i,-0.0014966+0.00060299i,-0.001286+0.00059783i,0.0010459-0.0014708i,-0.0026206-0.00099819i,-0.0063257-0.0071207i,0.0024947-0.020207i,0.0020246-0.029509i,-0.0095997-0.014636i,-0.006555-0.026291i,-0.0065897-0.012238i,-0.034187-0.021356i,-0.041031-0.022864i,-0.0061385-0.019892i,0.0024949-0.011816i,0.0038421+0.0070958i,-0.00030273+0.00012423i,0.0083721+0.0011778i,0.0029202+0.0037108i,-0.00018181-0.0036971i,-0.0049988-0.004968i,0.0017595+0.0059906i,0.0011563-0.0067966i,-0.00075936-0.0037767i,-0.0024799+0.0002956i,0.00039976+0.0010967i,-0.0022428-0.0029671i,0.0043156-0.00031602i,-0.0063924-0.001069i,0.006537-0.0014796i,-0.0030597-0.0040093i,-0.00097667-0.0023877i,-0.00037584+0.00087232i,0.0014896+0.0040648i,0.00042983+0.0026354i,0.0030585-0.0046001i,0.0038566+0.0022485i,-0.00019699+0.00029897i,0.0031427-0.0013395i,-4.0755e-05+0.0025255i,0.0033479+0.0074879i,-0.00030987+0.00011813i,0.0019598-0.00024305i,0.00049317-0.00086088i,-0.0062434+0.0014906i,-0.0009474+0.00041765i,-0.0043177-0.0017032i,-0.0011818+0.0023234i,0.0002502-0.0010812i,0.00034236-0.0024323i,0.00012714-0.026191i,0.024605+0.010886i,0.0069821+0.0035023i,-0.0041768+0.014317i,0.010916-0.0058041i,0.00030359-0.00032368i,-0.0046192+0.0059552i
-0.0055011-0.012198i,-0.032853-0.025907i,-0.027345+0.012865i,-0.0049771+0.011289i,-0.00048957+0.014239i,-0.00042525+0.014568i,-0.016486+0.010409i,-0.035785-0.011393i,-0.016767+0.0028878i,-0.0032217+0.0035232i,0.001346+0.00069437i,-0.001062-0.00056304i,-0.0022907-0.0023852i,-0.00063126+0.001861i,-0.00059445+8.9792e-05i,-0.00082316+0.0019185i,-0.00092201+0.0009142i,-0.00052511-0.002624i,0.00093076+0.00042196i,-0.00032038+0.00046305i,-0.00058743-4.0887e-05i,-0.0018988+0.0003433i,-0.00017817+0.00050153i,-0.0018901+0.0025799i,-0.00099463+0.0013207i,-0.00038426-0.00010252i,-0.00060743-0.00046607i,-0.00048984-0.00027217i,-0.00024839-0.0010002i,-0.0016206-0.0012877i,0.0010677-0.001538i,0.00058816+0.00096246i,0.00032631+0.00032964i,-0.00025842+0.0012474i,0.0015612+0.00020459i,-0.00083542+0.0051594i,-6.2099e-05+0.0015123i,-0.00010796-0.00039944i,-0.00012326+0.0011703i,0.0021021-0.0005924i,-0.0012997+0.00094682i,-0.0013357+0.0010179i,0.00057938-0.0021606i,-0.0022285-0.00067565i,-0.0065537-0.0062533i,0.00013451-0.019641i,-0.0010615-0.029019i,-0.010733-0.014994i,-0.011134-0.026991i,-0.0089506-0.013871i,-0.034541-0.013403i,-0.04326-0.01384i,-0.0066572-0.017863i,0.00062348-0.014383i,0.0014076+0.0076241i,0.0003732+0.00066778i,0.0080378-0.00042564i,0.0029428+0.0025188i,-0.00017185-0.0024473i,-0.0072875-0.0020115i,0.0039158+0.0048378i,-0.00081998-0.0025175i,-0.0016199-0.0028097i,-0.0015338+0.00070865i,0.00058152+0.0011103i,-0.0027717-0.002016i,0.0032704-0.0027348i,-0.005745+0.0016327i,0.0055527-0.005082i,-0.0038151-0.0022684i,-0.0019207-0.001893i,-0.00037767+0.00096998i,0.0019056+0.002226i,0.0010129+0.0023546i,0.00020503-0.004957i,0.0044577+0.001051i,-0.00045501+0.00065499i,0.0023885-0.0027584i,0.00071227+0.0025288i,0.0047561+0.0054478i,-0.00055145+0.00040373i,0.0010515-0.00055316i,-8.7629e-05-0.00084904i,-0.0052129+0.0038372i,-0.00066061+0.00027238i,-0.0042475-0.0010735i,-0.00055867+0.002025i,0.00033892+0.00037554i,-4.8959e-05-0.0015931i,-0.0051034-0.027252i,0.023894+0.0033853i,0.0062275+0.0026468i,-0.0030562+0.01545i,0.0074106-0.0084914i,0.00065373+0.00027191i,-0.0053507+0.007207i
-0.0071507-0.011146i,-0.036311-0.021251i,-0.023846+0.01667i,-0.0027782+0.011453i,0.00086337+0.01375i,0.0012799+0.013048i,-0.014791+0.012363i,-0.036305-0.0056068i,-0.016821+0.004676i,-0.0020357+0.0039668i,0.0016205-0.00032105i,-0.0014257+0.00011448i,-0.0029225-0.0014024i,0.00034987+0.0019512i,-0.00071679+0.00031318i,-0.00032433+0.001664i,-0.00015558+0.0010991i,-0.001104-0.0024689i,0.0010657+0.00011074i,-0.00038161+0.00037353i,-0.00068971+0.00017174i,-0.0015389+0.0014382i,-0.00014353+0.00019427i,-0.0010999+0.0032026i,-0.00072671+0.001799i,-0.00056516-5.9459e-05i,-0.00081954-0.00028561i,-0.00054475-0.00024369i,-0.00055566-0.00080678i,-0.0021008-0.00062261i,0.0004335-0.0015218i,0.00085243+0.00046756i,0.00062061+0.00011569i,0.00028125+0.0011229i,0.0013552-0.00037709i,0.0005981+0.0049521i,0.00066382+0.0015096i,-0.00022684-0.00039109i,0.00026431+0.001249i,0.0022789-0.0010114i,-0.0010645+0.0013199i,-0.00099721+0.0015967i,-0.00026405-0.0023632i,-0.0022462-0.00046933i,-0.0068067-0.0058313i,-0.0021042-0.019618i,-0.0037407-0.028763i,-0.012141-0.015326i,-0.015587-0.026035i,-0.011203-0.013713i,-0.032755-0.0072546i,-0.043058-0.0061766i,-0.0067772-0.017219i,-0.0023067-0.015595i,0.0030771+0.0088138i,0.00087751+0.00067037i,0.0071321-0.0021694i,0.0025878+0.0018901i,-0.0001317-0.0021154i,-0.00782+0.0023535i,0.005058+0.0032443i,-0.0017295-0.0010381i,-0.0015864-0.001954i,-0.001017+0.00041753i,0.0010676+0.00092132i,-0.0027387-0.0013329i,0.0014007-0.0039983i,-0.0039732+0.0034713i,0.0035844-0.0087063i,-0.0038645-0.0012674i,-0.0024183-0.00096391i,-0.0002583+0.0011089i,0.0014519+0.0011585i,0.001312+0.0019432i,-0.0026315-0.0043364i,0.0048465-0.00049138i,-0.00058287+0.0010378i,0.00036631-0.0034934i,0.0015697+0.0021629i,0.0051869+0.0033813i,-0.00074329+0.000579i,-0.00015031-0.00062373i,-0.00074689-0.00050293i,-0.0030832+0.0057736i,-0.00014915+0.00018093i,-0.0050851-0.00021844i,-0.00048288+0.0019543i,0.0016584+0.00097834i,2.0585e-06-0.0011538i,-0.0098142-0.025977i,0.021392-0.0029844i,0.0052631+0.0014849i,-0.00095927+0.01698i,0.0048696-0.0090832i,0.0015589+0.00054958i,-0.0051966+0.0085624i
-0.0083563-0.010096i,-0.039501-0.015677i,-0.020162+0.019255i,-0.00085752+0.011233i,0.0024312+0.01332i,0.0024368+0.011515i,-0.013105+0.014219i,-0.035536-0.00031211i,-0.016781+0.0068412i,-0.0010042+0.0040062i,0.0013271-0.0012832i,-0.0012538+0.00080936i,-0.0030022-0.00024794i,0.0011578+0.0015987i,-0.00057829+0.00070023i,-0.00022963+0.0012989i,0.00052944+0.0010505i,-0.001851-0.0022764i,0.0012116-0.00045489i,-0.00058893+0.00049178i,-0.00064132+0.00044329i,-9.6913e-05+0.0016961i,-0.00035285+1.222e-05i,-0.00014316+0.0033008i,-0.00025363+0.0021977i,-0.00069495+0.00023972i,-0.00095012+1.2674e-05i,-0.00063057-0.00017478i,-0.00074939-0.00058481i,-0.0022767+0.00035773i,1.1954e-05-0.0011722i,0.00077688-8.318e-05i,0.00062175-0.00039854i,0.00069393+0.00081811i,0.00088904-0.0008131i,0.0016554+0.0042241i,0.0013342+0.0010638i,-0.00036921-0.0002521i,0.00066729+0.0010603i,0.0023431-0.0017057i,-0.00064365+0.0015669i,-0.00031783+0.001784i,-0.00098576-0.0022098i,-0.0020029-7.5904e-05i,-0.0072224-0.0061447i,-0.0044064-0.019143i,-0.0064915-0.028067i,-0.014473-0.015368i,-0.019139-0.024611i,-0.012761-0.013047i,-0.030166-0.0023012i,-0.040969+0.00010785i,-0.0069875-0.016902i,-0.0045577-0.01497i,0.0062206+0.0099151i,0.0011424+0.00040589i,0.0054933-0.0033424i,0.0024999+0.0017237i,-0.00030566-0.0016088i,-0.0058882+0.006206i,0.0051563+0.002146i,-0.0014903+0.00094844i,-0.0015605-0.002258i,-0.0011113+8.7646e-05i,0.001335+0.0004296i,-0.0024942-0.00088962i,-0.00020375-0.0040052i,-0.0018281+0.0041786i,-0.00018076-0.0061188i,-0.0039717-0.00057913i,-0.0025473+0.00013865i,-0.0002972+0.0014557i,0.00096269+0.00071633i,0.0016392+0.0015374i,-0.0050352-0.002775i,0.00447-0.002535i,-0.00049145+0.0015571i,-0.0015837-0.0027082i,0.0021025+0.0012959i,0.0048666+0.0020908i,-0.0006186+0.0013848i,-0.0010724+7.3316e-05i,-0.00081338+1.7025e-05i,-7.4215e-05+0.0062028i,-0.00026666-0.00037448i,-0.0048968+0.0015407i,-0.00010806+0.0022412i,0.0025996+0.0007062i,0.0002108-0.00089244i,-0.013294-0.023671i,0.017144-0.008068i,0.0040064+0.00081404i,0.0022565+0.017743i,0.002728-0.0090482i,0.0024129+0.0001482i,-0.0046946+0.0097561i
-0.0096435-0.009372i,-0.041557-0.0089477i,-0.016096+0.021464i,0.0011202+0.010705i,0.0042035+0.012516i,0.003186+0.009975i,-0.010923+0.015951i,-0.034648+0.0039751i,-0.016272+0.0094767i,-0.00027767+0.0039451i,0.0006015-0.001979i,-0.00093768+0.0014419i,-0.0026613+0.00084474i,0.0016099+0.0012172i,-0.00029333+0.00098637i,-0.00027104+0.0011564i,0.0010929+0.00082203i,-0.0026964-0.0015971i,0.00077987-0.0012435i,-0.00059998+0.00077883i,-0.0004942+0.00070256i,0.00043842+0.0013547i,-0.00068938+0.00014835i,0.00050082+0.0031446i,0.00049573+0.0023405i,-0.00058939+0.0007i,-0.0009478+0.00040017i,-0.00074281-1.9201e-05i,-0.00098342-0.00027184i,-0.0017497+0.001374i,3.6356e-05-0.00084264i,0.00040535-0.0004283i,0.00017792-0.00070686i,0.0010032+0.00041318i,0.00029371-0.0011604i,0.0023737+0.0034032i,0.0016789+0.00042139i,-0.00043514-4.958e-05i,0.00092619+0.00072584i,0.0019029-0.0026198i,-0.00023638+0.001686i,0.00021772+0.0016859i,-0.0017027-0.0018004i,-0.0017527+4.5057e-05i,-0.0084923-0.0068066i,-0.0061081-0.018933i,-0.0085773-0.027005i,-0.016847-0.014051i,-0.021989-0.022874i,-0.014112-0.012038i,-0.026578+0.00090792i,-0.038538+0.0048981i,-0.00687-0.016806i,-0.0058497-0.014234i,0.010836+0.00891i,0.0010015+0.00015003i,0.0035864-0.0034672i,0.0026151+0.0014644i,-7.213e-05-0.0014186i,-0.0031852+0.0085435i,0.0042029+0.0007396i,-0.00053752+0.0027001i,-0.0022203-0.0015932i,-0.0015531+0.0002374i,0.0012588+3.4871e-05i,-0.0023054-0.000604i,-0.0012635-0.0032389i,6.3375e-05+0.0041443i,-0.0036702-0.0060098i,-0.0040834+1.1361e-05i,-0.0023513+0.0011158i,0.00049831+0.0016541i,0.00038206+0.00031057i,0.0018641+0.0012043i,-0.0065128-0.00024864i,0.0028699-0.003791i,0.00014379+0.0019871i,-0.0029419-0.00090793i,0.0017911+0.00053093i,0.0045863+0.001295i,0.00041035+0.0018972i,-0.0011034+0.0010953i,-0.00059378+0.00011917i,0.0021901+0.0049574i,-0.00075406-0.00046271i,-0.0037014+0.0028483i,0.00076965+0.0024974i,0.0031548+0.00080303i,0.00044491-0.0008345i,-0.016021-0.021573i,0.01151-0.011658i,0.0024854+0.00018307i,0.0060061+0.016802i,0.00051086-0.0086493i,0.0025103-0.00060087i,-0.0038824+0.010747i
