-0.00094516-0.042567i,-0.00012522-0.047496i,-0.0084046-0.048317i,-0.031232-0.02345i,-0.02289+0.010482i,-0.037175-0.033218i,-0.065005-0.058134i,-0.019321-0.07146i,-0.024339-0.045888i,-0.0010789+0.016653i,-0.010711+0.012613i,-0.014089+0.013854i,0.0039855+0.013588i,-0.0027948-0.001892i,0.0019911+0.0060759i,0.00029063+0.033553i,0.02161+0.060336i,0.0012848-0.00060618i,-0.0037472-0.0094855i,0.0064266+0.0037697i,0.0015624+0.0015621i,-1.9568e-05+0.0028502i,-0.00017354-0.00050585i,-0.038415-0.0086473i,-0.0028389-0.0076269i,-0.001018+0.0045312i,0.0039973-0.00019507i,-7.546e-05+0.00045376i,0.00069963-0.00074992i,-2.4844e-05-0.0023372i,-0.0017719-0.0056451i,-0.0031274-0.0062681i,-0.001185-0.0073025i,0.0031341-0.00014423i,0.0027892-0.0017471i,-0.0011013+0.037912i,0.0065718-0.0040318i,0.0029464-0.00094894i,0.0048876-0.00056441i,-0.013183-0.0050088i,-0.00089563+3.4686e-05i,0.0088866-0.001805i,0.0035595+0.0011857i,-0.004345+0.001826i,-0.00015731+0.0091809i,-0.0041893+0.016437i,0.024737-0.083127i,-0.00058435-0.05538i,-0.023937-0.044331i,-0.019941-0.037445i,0.061876-0.017723i,0.03047-0.059019i,0.03927-0.045077i,0.033835-0.053486i,0.019269-0.015662i,0.0075876+0.012015i,0.023435-0.035736i,-0.0081653-0.0052231i,0.0029765-0.0013402i,-0.002586-0.0049176i,0.0041141-0.031766i,-0.025327+0.031122i,0.0086279-0.010312i,-0.012071-0.0021053i,-0.0046614-0.0017359i,0.00064571-0.014572i,-0.010599+0.0056634i,0.0032638+0.006509i,-0.013698+0.030366i,0.0057267+0.0066108i,-0.0057963-0.0014827i,-0.0012077-0.0025758i,-0.011878-0.0076763i,6.5563e-05-0.0034922i,-0.034967+0.010237i,0.0019781-0.012696i,-0.0088738-0.0022278i,-0.0070207-0.0034669i,0.006517+0.0017996i,-0.0085807+0.0025687i,0.00011168+0.0018528i,0.0050729+0.010085i,0.0049071+0.00060061i,-0.0097283-0.010197i,0.0018949+0.0085957i,-0.0206+0.0055576i,0.0063421+0.0028621i,-0.028138-0.008216i,-0.036469-0.0012974i,0.026614-0.07981i,0.013925-0.009243i,-0.043344-0.027818i,-0.025264-0.0056195i,0.017571+0.012054i,-0.027043+0.011632i,-0.012288-0.0098349i
0.0087398-0.01162i,0.0018839-0.048457i,-0.029614-0.016115i,-0.011932+0.0027078i,-0.014821+0.014583i,-0.017854+0.01471i,-0.018378-0.0072396i,-0.012147-0.038176i,-0.014723-0.014542i,-0.0086542-0.0043508i,6.7088e-05+8.2967e-06i,0.0019109-0.00052266i,0.0014448-0.00071123i,0.00040865-0.001263i,4.3662e-05-0.00093496i,-0.0038299-0.0011706i,0.0025135-0.0022765i,0.00301-0.00043165i,-0.00071407-0.00089423i,-7.5822e-05-0.00031821i,-0.00081149-0.00055301i,0.0015541-0.0012477i,-0.0009055-0.00091644i,-0.0024603-0.002756i,-0.0011683-0.0014293i,0.00060816-0.00045119i,3.769e-05-0.0009256i,-0.00012074-0.00043115i,0.00037124-0.00042256i,0.0013582+0.00016044i,-0.00029491+0.0023838i,-0.0014035+0.00010871i,2.7023e-05+0.00021739i,-0.00054217-0.00056266i,-0.001714+0.0009438i,-0.0040961-0.00044962i,-0.001294-0.00068913i,8.395e-05+0.00031137i,-0.00064449-0.0003624i,0.0027825+0.0041463i,-0.00065661-0.0008929i,-0.00077385-0.0017175i,0.0008359+0.00017139i,-0.00072077-0.0041281i,0.0063839-0.0107i,0.018527-0.011674i,0.018259-0.028376i,-0.011062-0.0227i,0.0027609-0.0141i,-0.017759-0.015546i,0.0018843-0.040848i,-0.00092954-0.036477i,0.013396-0.018129i,0.005395-0.012538i,-0.0038746+0.0067714i,0.0059946-0.0019496i,0.0045276+0.012064i,-0.0036746+0.0036135i,0.0060755-0.00033793i,0.0064252-0.0035116i,-0.0040087-0.00054967i,0.0092171+0.0056473i,0.0010563-0.0010722i,-0.0027899-0.0033235i,-0.002231+0.00063237i,0.0014766-0.0022881i,-0.0039408+0.004866i,0.0042506-0.0044379i,-0.0035541+0.0062696i,0.0035948-6.1354e-05i,0.0040033+0.0006509i,-0.0010802+0.00058956i,-0.0071767-0.0028827i,-0.0018799+0.0018168i,-0.00022525+0.0022627i,0.00029712+0.0049578i,-0.0011236+0.0013794i,0.00065507+0.0034119i,-0.0012367+5.9074e-05i,-0.0095079+0.0034646i,-0.00027958-0.00028987i,-0.003033+0.0025425i,0.00086466+0.0016193i,0.0020718-0.0042186i,-0.00072276-0.0016202i,0.00071619-0.0039106i,-0.0043533-0.00085477i,0.006557+0.00039762i,0.0033083-0.00099662i,0.011022-0.016784i,-0.00084046+0.033486i,0.011799+0.013303i,-0.010794+0.0071042i,0.00081261+0.0013884i,0.00095702-0.0019702i,-0.0037546+0.0061944i
0.0062549-0.01284i,-0.0069495-0.047679i,-0.031163-0.01113i,-0.011623+0.0043715i,-0.011642+0.016155i,-0.014664+0.016447i,-0.019675-0.0043009i,-0.018121-0.035499i,-0.01759-0.011186i,-0.0067873-0.0034523i,-0.00025458-0.0001788i,0.0013584-0.0011595i,0.0015219-0.0014495i,-0.00051346-0.0013929i,-0.00031286-0.00072871i,-0.0039183-0.00035755i,0.0011406-0.0029893i,0.0025847-0.0011641i,-0.00087822-0.00030044i,-0.00029291-0.00054544i,-0.00082129-0.00024202i,0.00078696-0.001643i,-0.0010677-0.00054907i,-0.0032682-0.0021495i,-0.001574-0.0010495i,0.00030366-0.00067622i,-0.00032392-0.0009057i,-0.0001814-0.00049332i,0.00032093-0.00057873i,0.0013781-0.0006185i,0.00082341+0.0023992i,-0.0014493+0.00023614i,-7.5993e-06+6.1e-05i,-0.00078231-0.00038754i,-0.0014651+0.001674i,-0.0040268+0.00044183i,-0.001659-0.00026031i,0.0003774+0.00012611i,-0.00072287-0.00017137i,0.0036006+0.0027747i,-0.00092189-0.00079475i,-0.0012601-0.001428i,0.0008802-0.00032479i,-0.0015816-0.0040673i,0.0034839-0.012137i,0.016531-0.014534i,0.014351-0.029015i,-0.011833-0.01854i,0.0026008-0.015847i,-0.015705-0.010417i,-0.0074139-0.042295i,-0.0090286-0.039727i,0.0097981-0.021783i,0.0024611-0.011229i,-0.00091144+0.007757i,0.0037966-0.0031183i,0.0071635+0.0092383i,-0.0025001+0.0050496i,0.005272-0.0018959i,0.005596-0.0048875i,-0.0046553+0.0015395i,0.010634+0.0027741i,0.001485-0.0011018i,-0.0030775-0.0023477i,-0.001308+0.0013988i,0.0010283-0.002614i,-0.0012101+0.0055913i,0.0017528-0.0059839i,-0.000443+0.0065816i,0.0035782-0.0024213i,0.0035106-0.0010521i,-0.0008403+0.00099697i,-0.007369+0.0011898i,-0.0014942+0.0019868i,0.00082303+0.0034714i,0.0013774+0.0038801i,-0.00058474+0.0018649i,0.0015688+0.0032841i,-0.0014288+0.00079701i,-0.0075985+0.0063386i,-0.00029713+0.00059833i,-0.0020084+0.0032903i,0.0012007+0.00099168i,-0.00018449-0.0050278i,-0.0010486-0.0011144i,-0.00041424-0.0045032i,-0.0039128+0.00069011i,0.0059369-0.0013302i,0.0031338-0.0013861i,0.01026-0.017946i,0.0066433+0.031874i,0.011609+0.010098i,-0.0095202+0.009829i,0.0035127+0.0031181i,0.0010582-0.0017839i,-0.0037801+0.0066441i
0.0037543-0.013573i,-0.014958-0.04482i,-0.032005-0.0063215i,-0.011136+0.0061975i,-0.0085128+0.016828i,-0.011212+0.017531i,-0.020417-0.00093323i,-0.023382-0.032106i,-0.018933-0.0075873i,-0.0069334-0.0010847i,-0.00055332+0.00013694i,0.0006298-0.0013585i,0.0012172-0.0021729i,-0.0011233-0.000951i,-0.00038928-0.00050359i,-0.0038381+0.00054007i,-0.00022875-0.0029681i,0.0022389-0.0017311i,-0.00084537+0.00020904i,-0.00066931-0.00039103i,-0.00067249+4.2089e-05i,0.00010262-0.0016223i,-0.001114-0.00021666i,-0.0039208-0.0012377i,-0.0020363-0.00077337i,-3.0315e-05-0.00067245i,-0.0005764-0.00065803i,-0.0002617-0.00044682i,0.00014377-0.00071315i,0.0011938-0.0011722i,0.0018784+0.0016369i,-0.0011196+0.00097226i,-0.0002827+1.2823e-05i,-0.00091122-0.00011263i,-0.00078939+0.00206i,-0.004004+0.0013359i,-0.0016791+0.00038615i,0.00045444-0.00019212i,-0.00064963-7.1212e-05i,0.0036708+0.0012914i,-0.0012218-0.00061624i,-0.0015401-0.00091244i,0.00070505-0.00058715i,-0.0022932-0.0035083i,0.00016106-0.012896i,0.013974-0.017449i,0.0112-0.029308i,-0.011324-0.015916i,0.0022923-0.019067i,-0.012686-0.0078447i,-0.016694-0.0402i,-0.018226-0.039729i,0.0054817-0.023993i,0.0015234-0.0098088i,0.0016079+0.0068794i,0.0018426-0.0031759i,0.0079964+0.0065601i,-0.00079425+0.0058067i,0.0047888-0.0028601i,0.0038235-0.0066297i,-0.0040789+0.00342i,0.010494-0.00087481i,0.0019445-0.0015549i,-0.0029666-0.001501i,-0.00059476+0.0014687i,0.00050772-0.0031068i,0.0011879+0.0045745i,-0.00085512-0.0060741i,0.0022978+0.00601i,0.0019638-0.0040444i,0.0023701-0.0020869i,-0.00046065+0.0011325i,-0.0056637+0.0040946i,-0.0012653+0.0020854i,0.0025472+0.0033702i,0.0017153+0.0033385i,0.00026819+0.0017764i,0.0028283+0.0024867i,-0.0011138+0.00144i,-0.0051712+0.008037i,0.00044088+0.00089889i,-0.0004528+0.0036307i,0.0012733+0.00036387i,-0.0029102-0.0047435i,-0.0012308-0.0010722i,-0.0017552-0.0045892i,-0.003052+0.0015687i,0.0044419-0.0023025i,0.0031131-0.0019291i,0.0089848-0.020298i,0.0127+0.028708i,0.010457+0.0076025i,-0.0077687+0.011499i,0.006022+0.0030427i,0.00070754-0.0017116i,-0.0034009+0.0068638i
0.0011089-0.013901i,-0.02151-0.040295i,-0.032308-0.0011596i,-0.010078+0.0079165i,-0.0055724+0.016774i,-0.0078616+0.017578i,-0.020174+0.0024823i,-0.028236-0.027967i,-0.01941-0.004494i,-0.0064197+0.00085639i,-0.00063236+0.00064578i,2.6149e-05-0.0012154i,0.00062809-0.0027216i,-0.001555-0.00033812i,-0.00043638-0.00046223i,-0.0033778+0.0015535i,-0.001161-0.0021076i,0.0015523-0.0022783i,-0.0007119+0.00064549i,-0.00088484+5.1273e-05i,-0.00040914+0.00011408i,-0.00051431-0.0016431i,-0.0011382+0.0002117i,-0.0042372+0.00011853i,-0.0023652+2.3916e-05i,-0.00035772-0.00051813i,-0.00050968-0.00041861i,-0.000351-0.00042632i,4.9424e-05-0.00057907i,0.00073638-0.0018524i,0.0023054+0.00050285i,-0.00076471+0.0011523i,-0.00035372+0.00032194i,-0.00092693+0.00015928i,0.00011312+0.0020959i,-0.0039469+0.0023208i,-0.0013615+0.00091283i,0.00034476-0.00041261i,-0.00074853+9.7222e-05i,0.0033781+0.00020915i,-0.0014888-0.000157i,-0.0016938-0.00030518i,0.0006551-0.00077456i,-0.0028697-0.002817i,-0.0034455-0.012276i,0.010551-0.020088i,0.0083366-0.030048i,-0.010344-0.014714i,0.000177-0.022459i,-0.0093362-0.0073663i,-0.024383-0.035862i,-0.027321-0.037292i,0.00059997-0.024739i,0.001926-0.0093423i,0.0026657+0.0052524i,0.00028178-0.0024075i,0.0083675+0.0044975i,0.00097092+0.0055932i,0.0038332-0.0043721i,0.00085906-0.0072484i,-0.0028014+0.0051237i,0.0088712-0.0040656i,0.0020553-0.0025931i,-0.0027393-0.00095472i,-7.5552e-05+0.0014096i,-0.00037017-0.0034239i,0.0022971+0.0031864i,-0.0033182-0.0053996i,0.0049011+0.0040842i,0.00036641-0.0044924i,0.0012243-0.0024801i,-0.00015444+0.00079511i,-0.0031287+0.0056367i,-0.0010812+0.0026758i,0.0040546+0.0016511i,0.0024294+0.003214i,0.00080899+0.0010294i,0.003549+0.0011507i,-0.00097392+0.0017731i,-0.0024588+0.0087621i,0.00062803+0.00028855i,0.0010564+0.0030079i,0.001214+7.2897e-05i,-0.0051054-0.0030895i,-0.001545-0.00070506i,-0.0030121-0.0037296i,-0.0023954+0.0019299i,0.0028148-0.0024935i,0.0025274-0.0027052i,0.0066493-0.022675i,0.018214+0.024312i,0.0090367+0.0055273i,-0.0062897+0.012387i,0.008402+0.0013159i,0.0004001-0.0013425i,-0.0030328+0.0065845i
-0.0013233-0.013681i,-0.026036-0.035372i,-0.031454+0.0039301i,-0.0087082+0.0093715i,-0.0032767+0.015887i,-0.0050069+0.017169i,-0.019411+0.0053548i,-0.031792-0.022672i,-0.019266-0.001848i,-0.0054459+0.0023244i,-0.00028652+0.0011956i,-0.00033064-0.00098436i,-0.00022789-0.0031134i,-0.0016665+0.00048171i,-0.00061027-0.00039118i,-0.0024797+0.0020869i,-0.0016938-0.0010402i,0.00092257-0.0025949i,-0.00018139+0.0012055i,-0.0007463+0.00055348i,-0.0002716-2.7232e-05i,-0.001374-0.0013209i,-0.00083457+0.00055339i,-0.0040404+0.0016113i,-0.0021329+0.0009794i,-0.0004874-0.00029551i,-0.0004353-0.00035003i,-0.00043388-0.00035153i,0.00017569-0.00060792i,-0.00023794-0.0021823i,0.0020751-0.00050051i,-0.00028902+0.0012498i,-0.00014741+0.00048846i,-0.00093282+0.00052239i,0.00088388+0.0017028i,-0.0036032+0.0035823i,-0.0010536+0.001222i,0.00012245-0.00049212i,-0.00068347+0.00038299i,0.0026597-0.00041791i,-0.0014969+0.0003217i,-0.0015126+0.00019031i,0.00069131-0.00080962i,-0.0031491-0.0018086i,-0.0060136-0.01037i,0.0063439-0.021304i,0.0047584-0.030824i,-0.0099205-0.014938i,-0.0030497-0.025287i,-0.0067454-0.0092369i,-0.030862-0.029569i,-0.035636-0.031759i,-0.0036338-0.023514i,0.002679-0.010151i,0.0019948+0.0040697i,-0.00047625-0.001086i,0.008399+0.0027319i,0.0022752+0.0048477i,0.0016053-0.0049117i,-0.0020666-0.0066224i,-0.00079744+0.0064432i,0.0051126-0.0060788i,0.0010602-0.0040156i,-0.0027016-0.00026272i,0.00030412+0.0012349i,-0.0014652-0.0034419i,0.0033211+0.0018755i,-0.0052672-0.0035137i,0.006047+0.0013966i,-0.0011362-0.0047995i,0.00024721-0.0025519i,-0.00044715+0.00067408i,-0.00022759+0.0057379i,-0.00018246+0.0029755i,0.0048564-0.0022927i,0.0034899+0.0025906i,0.00049099+0.00031144i,0.0036202-0.00045051i,-0.00062095+0.0021986i,0.00016679+0.0087762i,3.2015e-05+7.1528e-06i,0.002023+0.0016914i,0.0012883-0.00044477i,-0.0061368-0.00052112i,-0.0014758+8.381e-05i,-0.0036299-0.0026879i,-0.0018249+0.0023958i,0.0015379-0.0023852i,0.001253-0.0028313i,0.0040085-0.024666i,0.022838+0.018298i,0.007798+0.0047297i,-0.0054347+0.013181i,0.010201-0.0014782i,0.00023552-0.00085253i,-0.0033111+0.0059906i
-0.0035082-0.013144i,-0.029749-0.031045i,-0.030038+0.0086589i,-0.0070348+0.01058i,-0.0015478+0.014908i,-0.0024418+0.01638i,-0.018454+0.0080354i,-0.034288-0.01763i,-0.019064+0.00024049i,-0.0044609+0.0032183i,0.00061928+0.0014038i,-0.0005737-0.00080117i,-0.0013193-0.0030951i,-0.0012352+0.0013955i,-0.00067468-7.9195e-05i,-0.0016173+0.0022504i,-0.0016976+4.2878e-05i,5.7725e-05-0.0028936i,0.00071732+0.0010831i,-0.00046825+0.00060456i,-0.00038489-0.00014964i,-0.0018387-0.00038928i,-0.00048573+0.00063369i,-0.003323+0.0029499i,-0.0015287+0.0016351i,-0.00042293-7.9783e-05i,-0.00046424-0.0005131i,-0.0004568-0.00029757i,9.0641e-05-0.00092648i,-0.0011035-0.0019329i,0.001595-0.0010387i,0.000213+0.0011843i,0.00011267+0.0004215i,-0.00066381+0.0010201i,0.0012941+0.00094523i,-0.0026628+0.0045894i,-0.00061248+0.0015883i,-7.6647e-05-0.00037186i,-0.00068076+0.0005829i,0.0021607-0.0004824i,-0.0013661+0.00064826i,-0.001459+0.00046901i,0.00072153-0.0012397i,-0.0027239-0.0011346i,-0.0073409-0.0084239i,0.0026082-0.021027i,0.0012667-0.030622i,-0.0105-0.0155i,-0.0077816-0.027243i,-0.0069661-0.012246i,-0.034533-0.021617i,-0.041391-0.024093i,-0.0061849-0.020863i,0.0025164-0.0127i,0.0016835+0.00512i,-0.00038268+0.00017832i,0.0080175+0.0010018i,0.003151+0.0037328i,-0.00019812-0.0036882i,-0.0048154-0.0049763i,0.0016623+0.0063323i,0.0012385-0.0059328i,-0.00055817-0.0040799i,-0.0022396+0.00055516i,0.00037944+0.0010749i,-0.0024107-0.0029962i,0.0041514-0.00019652i,-0.0061685-0.00091725i,0.0060188-0.00094201i,-0.0030087-0.0042151i,-0.00070025-0.0023542i,-0.00037722+0.00086185i,0.0017282+0.0041983i,0.00047259+0.0025458i,0.0030337-0.0035458i,0.003705+0.0011569i,-0.00019747+0.00037655i,0.0030184-0.0013027i,-2.0326e-05+0.0025841i,0.0028812+0.0077377i,-0.00034373+0.0001486i,0.0017567+0.00014916i,0.00048468-0.00084076i,-0.0058799+0.0020118i,-0.00077978+0.0004449i,-0.0038511-0.0016874i,-0.00092371+0.0024782i,0.00030308-0.0011277i,0.00048967-0.0021794i,0.00042663-0.026997i,0.024631+0.010315i,0.0068993+0.0036324i,-0.0043211+0.014181i,0.0089685-0.0060151i,0.00032405-0.00035638i,-0.00446+0.0059507i
-0.0054401-0.012307i,-0.033289-0.026692i,-0.027608+0.013228i,-0.0049742+0.01147i,-0.00031257+0.014334i,-0.00010433+0.015096i,-0.016996+0.010548i,-0.0363-0.012165i,-0.019322+0.0020185i,-0.0033684+0.0039482i,0.0014978+0.00089615i,-0.0010231-0.00052498i,-0.0022994-0.0023955i,-0.00053578+0.0019362i,-0.00060247+5.4985e-05i,-0.00089034+0.0019802i,-0.0010264+0.00093726i,-0.00083769-0.0028783i,0.001068+0.000364i,-0.0002893+0.00051036i,-0.00060009-2.1194e-05i,-0.0017497+0.00062426i,-0.00021524+0.00048074i,-0.0020863+0.0039429i,-0.0010091+0.0018373i,-0.00042934-7.5736e-05i,-0.00070695-0.0004117i,-0.00048456-0.00022731i,-0.0003075-0.00096742i,-0.0017002-0.0013744i,0.00095475-0.001423i,0.0006639+0.00092571i,0.00030242+0.00033151i,-8.6559e-05+0.0012278i,0.0011817+0.00030402i,-0.0012425+0.0050901i,-2.5727e-05+0.0018692i,-9.6843e-05-0.0003753i,-0.00053674+0.00096494i,0.0022224-0.0005145i,-0.0011982+0.00095846i,-0.0015778+0.00088799i,0.00042024-0.0016041i,-0.0024258-0.00082605i,-0.0076873-0.007284i,-2.5649e-05-0.020488i,-0.001848-0.029903i,-0.01179-0.015736i,-0.012415-0.027522i,-0.0092959-0.013869i,-0.03494-0.013646i,-0.043967-0.014601i,-0.006578-0.018717i,0.00054124-0.015266i,0.0018597+0.006755i,0.00036989+0.00076243i,0.0075845-0.00041033i,0.0032784+0.0025554i,-0.0001515-0.0024058i,-0.0071683-0.0019852i,0.0034799+0.005173i,-0.0016288-0.0032074i,-0.0014231-0.0035103i,-0.0012336+0.0008186i,0.00059983+0.0011235i,-0.0028088-0.0021545i,0.0032666-0.0026269i,-0.0055166+0.0017998i,0.0051752-0.0036923i,-0.0038984-0.0026159i,-0.0016545-0.0018267i,-0.00042008+0.0010059i,0.0020614+0.0023448i,0.0010554+0.0022084i,0.001012-0.0046295i,0.0040383+0.00070695i,-0.00038398+0.00070033i,0.0023938-0.0027566i,0.00072965+0.0025442i,0.0045419+0.0057536i,-0.00047559+0.00042598i,0.00096066-0.0004153i,-6.0455e-06-0.00080302i,-0.0047073+0.0040331i,-0.00055725+0.00029044i,-0.0038749-0.00096434i,-0.00032691+0.0020703i,0.00027014+0.00045802i,0.00013581-0.0015032i,-0.0046601-0.028121i,0.023899+0.0035171i,0.0061389+0.0027539i,-0.0031821+0.01543i,0.0076537-0.007433i,0.00067349+0.00021546i,-0.0052018+0.007088i
-0.0071652-0.01128i,-0.036785-0.022052i,-0.024215+0.017112i,-0.0026832+0.011694i,0.0010566+0.013832i,0.0016822+0.013453i,-0.015227+0.012589i,-0.036971-0.0062621i,-0.019654+0.0044605i,-0.002185+0.0043478i,0.0018341-0.00023032i,-0.0013595+0.00012319i,-0.0029202-0.0013712i,0.00038817+0.0020014i,-0.0007331+0.00028158i,-0.00044215+0.0016542i,-0.00016071+0.0011631i,-0.0017846-0.0027892i,0.00093738-0.00012362i,-0.00038503+0.00044217i,-0.0007089+0.00020596i,-0.0011394+0.0012728i,-0.00016678+0.00018417i,-0.00062756+0.0042791i,-0.00064036+0.0022445i,-0.00059809-1.2806e-05i,-0.00087449-0.00018449i,-0.00053301-0.00019029i,-0.00060302-0.00074183i,-0.0021573-0.00068053i,0.00033209-0.0013757i,0.00091916+0.00043483i,0.0005965+0.00012005i,0.00050404+0.0010607i,0.0010507-0.00010748i,0.00026207+0.0049217i,0.00070423+0.0019159i,-0.0002249-0.00038513i,-0.00016914+0.0012106i,0.0024856-0.00098879i,-0.00091887+0.0013164i,-0.0013114+0.001566i,-0.00010072-0.001848i,-0.002484-0.00062667i,-0.0079529-0.0066652i,-0.0023344-0.02033i,-0.0043115-0.029506i,-0.013447-0.015966i,-0.016725-0.026438i,-0.01151-0.013658i,-0.03333-0.007504i,-0.043189-0.0065959i,-0.0068104-0.018212i,-0.0024801-0.016347i,0.003376+0.0076144i,0.00093915+0.00077663i,0.0068048-0.0020157i,0.0029361+0.0018528i,-7.8051e-05-0.0020735i,-0.0076082+0.0023925i,0.004542+0.0036745i,-0.001893-0.0011281i,-0.0024781-0.0030255i,-0.00067016+0.00043409i,0.0011226+0.00097189i,-0.0028073-0.0012998i,0.0015757-0.0038963i,-0.0036758+0.0035295i,0.00025255-0.0031573i,-0.0040891-0.0014005i,-0.0022124-0.00090681i,-0.00030217+0.001143i,0.0015537+0.0012127i,0.0012998+0.0017844i,-0.0023727-0.0042222i,0.0045975-0.00049653i,-0.00049316+0.0010158i,0.00036-0.0035528i,0.0015765+0.0021518i,0.0051398+0.0036224i,-0.00060974+0.00071451i,-0.00017465-0.00061045i,-0.00060305-0.00048644i,-0.0026146+0.005595i,-5.1495e-05+0.00015489i,-0.0045828-7.8121e-05i,-0.00026597+0.0018894i,0.0016401+0.0013276i,0.0001597-0.0011116i,-0.0095026-0.026971i,0.021865-0.0025827i,0.0052224+0.0015586i,-0.0011468+0.01696i,0.0052353-0.0088968i,0.0015089+0.00048329i,-0.0050524+0.0084029i
-0.0083917-0.01022i,-0.040065-0.016483i,-0.020395+0.019811i,-0.00076193+0.011426i,0.0026332+0.01335i,0.0029023+0.011836i,-0.01348+0.014518i,-0.036285-0.00085246i,-0.019675+0.0073553i,-0.0010667+0.0042352i,0.0015484-0.0012483i,-0.0012074+0.00076946i,-0.002979-0.00021201i,0.0011201+0.0016181i,-0.00061726+0.00068123i,-0.00023336+0.0013493i,0.00045722+0.0011214i,-0.0027761-0.0023042i,0.00093827-0.00053545i,-0.00060046+0.0005409i,-0.00064002+0.00048516i,-0.00033789+0.0015599i,-0.00035793+5.8132e-06i,0.00051578+0.0039816i,-5.177e-05+0.0026686i,-0.00069095+0.00027857i,-0.0010048+0.00010677i,-0.0006085-0.00010235i,-0.00078456-0.0005006i,-0.002349+0.00035674i,-1.9671e-05-0.0010677i,0.00088743-0.00010413i,0.00057579-0.00039465i,0.00090218+0.00066562i,0.00073157-0.000433i,0.0015562+0.0042724i,0.0014718+0.0015318i,-0.00037169-0.00024831i,0.00030986+0.0011644i,0.0024634-0.0018965i,-0.00054421+0.0015451i,-0.00062265+0.0018501i,-0.00061261-0.0017755i,-0.0023188-0.00020381i,-0.0085556-0.0068573i,-0.0046942-0.019774i,-0.0070326-0.028731i,-0.015966-0.015741i,-0.0202-0.024938i,-0.01311-0.012944i,-0.030838-0.0024001i,-0.041281-0.00050165i,-0.00703-0.017995i,-0.004867-0.015758i,0.0058735+0.0082401i,0.0012525+0.00049986i,0.0053036-0.0029898i,0.0028692+0.0015883i,-0.00023197-0.0015928i,-0.0056849+0.0060816i,0.0048704+0.0014697i,-0.0016771+0.00081874i,-0.0026722-0.0020049i,-0.00071811+1.1236e-05i,0.001431+0.00048248i,-0.0024838-0.00080488i,-5.394e-05-0.0040182i,-0.0016684+0.0041679i,0.001945-0.0074259i,-0.0042794-0.00054498i,-0.0023537+5.6834e-05i,-0.00030743+0.0014753i,0.0010301+0.00068993i,0.0015571+0.0014202i,-0.004705-0.0029016i,0.004265-0.002565i,-0.00041859+0.0015348i,-0.0016881-0.0027827i,0.0021302+0.0012686i,0.0048078+0.0022531i,-0.00060717+0.0015093i,-0.0011715+4.1272e-05i,-0.00066767+3.591e-05i,9.6584e-05+0.0057055i,-0.00019235-0.00041301i,-0.0044703+0.0014555i,3.3159e-05+0.0021091i,0.0029596+0.0011913i,0.00039123-0.00089851i,-0.013286-0.024902i,0.017692-0.0082344i,0.0039599+0.00091956i,0.0020319+0.017665i,0.0028103-0.0092094i,0.0023052+0.00016011i,-0.0045754+0.0095834i
-0.009692-0.0095072i,-0.042267-0.0096643i,-0.016194+0.021996i,0.0012271+0.010875i,0.0044112+0.012528i,0.0037053+0.010217i,-0.01123+0.016291i,-0.035396+0.003674i,-0.018587+0.010813i,-0.00029873+0.0041574i,0.00078698-0.0020375i,-0.00092199+0.0014036i,-0.0026333+0.00084039i,0.0015906+0.0012448i,-0.00029911+0.0010108i,-0.00025457+0.0012342i,0.00096301+0.00089174i,-0.0033937-0.0013806i,0.00051974-0.0012055i,-0.00058965+0.00081555i,-0.00044886+0.00073801i,0.00032347+0.0014025i,-0.0006907+0.00011475i,0.0011753+0.0036424i,0.00088375+0.0027815i,-0.00057305+0.00069383i,-0.001009+0.00047567i,-0.00071676+1.0157e-05i,-0.0010036-0.00018574i,-0.0017841+0.0014044i,-1.4151e-05-0.0008028i,0.00047838-0.00045457i,0.00015311-0.00070575i,0.0011238+0.00015935i,0.00044536-0.00068255i,0.0024634+0.0033675i,0.0019294+0.00090298i,-0.00041179-4.5245e-05i,0.00070211+0.00093433i,0.0018454-0.0028614i,-0.00016709+0.0016313i,6.8491e-06+0.0018627i,-0.0011723-0.0017154i,-0.0020377-5.6524e-05i,-0.010066-0.0073486i,-0.006511-0.019414i,-0.0090767-0.027535i,-0.018365-0.014125i,-0.023023-0.023127i,-0.01446-0.011946i,-0.027307+0.00095364i,-0.038987+0.0045293i,-0.0069941-0.017783i,-0.006284-0.015012i,0.0092719+0.0071597i,0.0011613+0.00021916i,0.0037438-0.0030759i,0.0028547+0.0012128i,1.2412e-06-0.0014178i,-0.0028652+0.0083467i,0.0044384+0.00035201i,-0.00059636+0.0026078i,-0.0028559-0.0013131i,-0.0011251+7.2892e-06i,0.0013728+9.9582e-05i,-0.0023122-0.00048918i,-0.0010875-0.0032531i,0.00025015+0.0040249i,-0.0019852-0.006497i,-0.0044558+9.3946e-05i,-0.0023003+0.00092786i,0.00043704+0.0020764i,0.00037119+0.00028718i,0.0017915+0.0010819i,-0.0062056-0.00045449i,0.0027891-0.0038247i,0.00019723+0.002014i,-0.002946-0.000926i,0.0018192+0.00053073i,0.0046125+0.0014049i,0.00046385+0.0020664i,-0.0013916+0.0011875i,-0.00045383+0.00010785i,0.0019884+0.0044509i,-0.00076519-0.0004159i,-0.0034894+0.0025222i,0.00083927+0.0022368i,0.0039252+0.00075767i,0.0006106-0.00084839i,-0.016358-0.022807i,0.011504-0.011587i,0.0024905+0.00032055i,0.0058811+0.016724i,0.000242-0.0087362i,0.0024685-0.00051313i,-0.0037136+0.010545i
