-0.024244-0.0388i,-0.011587-0.049534i,-0.017821-0.045147i,-0.031147-0.035385i,-0.030124-0.016567i,-0.050759-0.028027i,-0.05831-0.025939i,-0.045017-0.038553i,-0.029661-0.037002i,0.0079629+0.013051i,-0.0051717+0.015915i,-0.0047855+0.014409i,0.0097826+0.021546i,0.00037888+0.0046766i,0.0034493+0.003028i,0.0065045+0.018007i,0.027317+0.038898i,-0.0024731-0.00066096i,-0.0041879-0.0058679i,0.0078116+0.001487i,-3.5729e-05-0.00081986i,-0.00098704+0.0015401i,0.00013855-0.00036754i,-0.030479-0.0025354i,-0.001206-0.0057639i,0.0017608+0.0046114i,0.003829-0.00014551i,-0.00027512+0.00052496i,0.00046317-0.00056759i,-0.00030849-0.0026896i,-0.00158-0.0060805i,-0.0045494-0.0041665i,-0.0018416-0.0049785i,0.00231-0.00069671i,0.0024081-0.0028075i,0.0025214+0.026067i,0.0018587-0.0030762i,0.0027982+0.00078147i,0.0061926+0.0009359i,-0.010252-0.0033747i,-0.0032917+0.00056423i,0.0067359+0.0013251i,0.0056+0.00029205i,-0.0035055+0.0057329i,0.0016439-0.0083795i,-0.011375+0.017729i,0.035636-0.09096i,0.012059-0.070254i,-0.01582-0.060207i,-0.016813-0.055682i,0.038623-0.047143i,0.016758-0.062906i,0.034203-0.05613i,0.031406-0.060004i,0.015848-0.013717i,0.0044518+0.016966i,0.016702-0.026255i,-0.011153+0.0060936i,-0.00073544+0.0054383i,-0.0054822-0.00089962i,-0.0024991-0.029002i,-0.023557+0.031512i,0.010314-0.011214i,-0.013121-0.0028046i,-0.00025832-0.0051047i,-0.0010825-0.016111i,-0.0079128+0.0048309i,0.0050758+0.0061043i,-0.0084067+0.031021i,0.004922+0.0057618i,-0.0050679-0.00054969i,-0.0031044-0.0004188i,-0.01243-0.0073439i,-0.00084063-0.0044491i,-0.029702+0.0062416i,0.00022801-0.010075i,-0.0094451-0.0018942i,-0.0065779-0.0027203i,0.0067972+0.0029466i,-0.0076789+0.0014884i,7.3899e-05+0.00057715i,0.0057605+0.010936i,0.0038718+0.0013783i,-0.0093978-0.01004i,0.0031696+0.0082587i,-0.021376+0.0062086i,0.008538+4.9497e-05i,-0.029117-0.0035848i,-0.042308+0.0027581i,0.020264-0.097402i,-0.0017883-0.012235i,-0.053138-0.021603i,-0.022973+0.0013731i,0.018125+0.011041i,-0.024774+0.013007i,-0.018656-0.013245i
-0.013958-0.014128i,-0.011416-0.039731i,-0.024749-0.018698i,-0.018806-0.013722i,-0.03572-0.0012535i,-0.019533+0.012654i,-0.01586+0.0097605i,-0.026036+0.00061524i,-0.018859-0.010138i,-0.002199-0.0032015i,-0.0012322+0.00026519i,-0.0004566+0.00086896i,0.0022537+0.0013153i,0.00088822+0.00088131i,0.00066501-0.0013018i,-0.0019829-0.0016753i,0.0026639-0.0026548i,0.0010715-0.0016991i,0.00029845-0.0010395i,0.00029448-0.0013588i,-0.0019106-0.00049699i,-0.00075971+0.00090672i,-0.0013561-0.00059852i,-0.0015912-0.0018408i,-0.001045-0.0003428i,0.00085807+0.00015676i,0.00018625-0.00078884i,0.0005433-0.00065743i,-7.9648e-05+0.00011579i,0.0008888-0.00011774i,-0.00044486+0.0030264i,-0.00091488-9.3191e-06i,0.00049852-0.00027896i,7.4852e-06+0.00035054i,-0.0010622+0.00011547i,-0.0034214-0.0012943i,3.604e-05-0.00059892i,1.5269e-06-0.00060804i,-0.00010184-0.00071766i,0.00011808+0.0018467i,-0.00055+0.00019766i,8.0784e-05-0.000537i,0.00023296-0.00048819i,-0.0012575-0.00096858i,-0.0025532-0.022898i,0.025619-0.02886i,0.031993-0.02952i,0.018046-0.036263i,0.016497-0.018302i,-0.0088295-0.032237i,0.01143-0.041695i,-0.0070892-0.025994i,0.017747-0.023462i,0.0079274-0.013738i,-0.0046953+0.0058397i,0.0034345-0.0033454i,0.0038124+0.011564i,-0.0024251+0.0028442i,0.0036733-0.0019198i,0.0073216-0.003534i,-0.002134+0.00019721i,0.0081878+0.003764i,0.0024421-0.00099027i,-0.0032326-0.0037673i,-0.0018579-0.00090894i,0.0011559-0.002249i,-0.0044657+0.0038617i,0.0038635-0.00069293i,-0.003468+0.0041314i,0.0031727+0.00017875i,0.004191+0.0013741i,-0.0013684+0.00070225i,-0.0070008-0.0014878i,-0.0016992+0.0020187i,-0.0017267+0.0031206i,-0.0013215+0.0046796i,0.00019981+0.0018231i,-6.8248e-05+0.0031029i,-0.0015229+0.00082501i,-0.0097329+0.0052011i,-0.0010471-2.187e-06i,-0.00092805+0.0066268i,0.00051866+0.0027447i,0.0019834-0.0052139i,-0.00045578-0.0014549i,-0.0016532-0.0049736i,-0.0044549-0.0024471i,0.0050209+0.00024472i,0.0068592-0.0025007i,0.023091-0.029153i,-0.0058872+0.037589i,0.01492+0.024914i,-0.0053709+0.0081699i,0.0027513+8.6853e-05i,0.0009313-0.0032705i,-0.0076214+0.0086331i
-0.016507-0.011712i,-0.018118-0.037138i,-0.027064-0.014636i,-0.02075-0.011216i,-0.033532+0.0042641i,-0.016824+0.014824i,-0.014118+0.011487i,-0.025351+0.0043484i,-0.020733-0.0068311i,-0.003135-0.0027111i,-0.0013414+0.00028237i,-0.00015572+0.00046886i,0.0027557-2.1689e-06i,0.00064736+0.00036822i,0.00022503-0.0012138i,-0.0025755-0.0013412i,0.001383-0.0033906i,0.00051716-0.0017525i,-0.00014833-0.00097581i,-0.00020525-0.001635i,-0.0017083+0.00013091i,-0.00043236+0.00084594i,-0.0014813-0.00018219i,-0.0021969-0.0016358i,-0.0011309+0.00020885i,0.0007742-0.00025677i,-8.5219e-05-0.00061385i,0.00033793-0.0007856i,4.0845e-05+0.00016069i,0.00077114-0.00060649i,0.00081028+0.0029817i,-0.00078558+0.0001241i,0.00022936-0.0005031i,5.6694e-05+0.00024841i,-0.0011269+0.00052585i,-0.0034706-0.00056087i,-0.00025986-0.00066557i,-2.7406e-06-0.00070688i,-0.000347-0.00072462i,0.0005224+0.0013803i,-0.00033114+0.000204i,-9.5349e-05-0.00061083i,-5.4455e-05-0.00065622i,-0.0013955-0.0008972i,-0.006527-0.021914i,0.021137-0.032926i,0.027096-0.032469i,0.013765-0.035881i,0.015503-0.020823i,-0.010806-0.028146i,0.0039745-0.043615i,-0.012121-0.027626i,0.01283-0.026839i,0.005519-0.012875i,-0.0018951+0.006784i,0.00085254-0.0034649i,0.0066501+0.0092531i,-0.0019555+0.0043397i,0.0028719-0.0024344i,0.005827-0.0054917i,-0.0022705+0.0014715i,0.0088291+0.0012086i,0.0028347-0.0013268i,-0.0033267-0.0024605i,-0.0017127-2.1724e-05i,0.00065859-0.0024646i,-0.0022393+0.0046832i,0.0030056-0.0025373i,-0.0013097+0.0047662i,0.003421-0.0019672i,0.0040677-0.00055684i,-0.0011028+0.0011319i,-0.0069343+0.00188i,-0.0010565+0.0022527i,-0.00060709+0.0042646i,7.1607e-05+0.0044363i,0.00078642+0.0015848i,0.00074196+0.0032432i,-0.0013458+0.0016188i,-0.0071971+0.0076508i,-0.00099339+0.00096014i,0.001696+0.0062994i,0.0013935+0.0020368i,-0.00071147-0.0058984i,-0.0004802-0.0012424i,-0.003362-0.0047783i,-0.0047408-0.0007433i,0.0041254-0.0010195i,0.006021-0.0036929i,0.020784-0.031679i,0.0024377+0.036203i,0.016564+0.020007i,-0.0049759+0.0094567i,0.0044422+0.0017608i,0.00082614-0.002703i,-0.0067347+0.0097742i
-0.018452-0.0088868i,-0.02389-0.033016i,-0.028816-0.010539i,-0.022598-0.0082394i,-0.030894+0.0085387i,-0.01373+0.01648i,-0.012143+0.013128i,-0.024129+0.0078407i,-0.02166-0.0033708i,-0.0037877-0.0017898i,-0.0014572+0.00063068i,-0.00024365+0.00019874i,0.0025766-0.0013429i,0.00034845+0.00025796i,-4.8914e-05-0.0011048i,-0.0030764-0.00064319i,4.1549e-05-0.0033734i,7.1503e-05-0.0016387i,-0.00054093-0.00078011i,-0.00083656-0.0014325i,-0.0013146+0.00056287i,-0.00020209+0.00072402i,-0.0014794+0.00025226i,-0.0027758-0.0011965i,-0.00092352+0.00055369i,0.00049876-0.00051282i,-0.00018486-0.00040802i,5.4221e-05-0.0008447i,0.00012736+0.00016341i,0.00063109-0.00093324i,0.0019483+0.0022936i,-0.00074755+0.00028855i,-0.00019305-0.00050479i,0.00011288+0.00018552i,-0.00078789+0.00097794i,-0.0036129+0.00012496i,-0.0005274-0.00051612i,-0.00016321-0.00089764i,-0.00056676-0.00072733i,0.00057779+0.00089594i,-0.00024379+0.00011855i,-0.00038589-0.00054145i,-0.00035898-0.00057009i,-0.001539-0.00068078i,-0.01033-0.020483i,0.015776-0.036341i,0.022691-0.034316i,0.010606-0.036018i,0.01485-0.024641i,-0.011613-0.025161i,-0.0036652-0.043252i,-0.0182-0.027354i,0.008037-0.028249i,0.0044814-0.012514i,0.00043753+0.005982i,-0.0012215-0.0025578i,0.0076442+0.0066854i,-0.00074496+0.0057228i,0.0025117-0.0026203i,0.003629-0.0072425i,-0.0016701+0.0023776i,0.0080699-0.0016503i,0.0029388-0.0021458i,-0.0028248-0.0016239i,-0.0013512+0.00040547i,0.00017066-0.0027165i,-2.96e-05+0.0040752i,0.0015228-0.0035791i,0.00091887+0.0043799i,0.0020244-0.0034936i,0.003119-0.001918i,-0.00070022+0.0013177i,-0.0050337+0.0043875i,-0.00068592+0.0021778i,0.0013747+0.0045083i,0.00088172+0.0040826i,0.0012256+0.00091208i,0.002153+0.0030701i,-0.0006496+0.0020449i,-0.0045115+0.0086582i,-8.1056e-05+0.001411i,0.0040284+0.0047184i,0.00172+0.0010713i,-0.0035664-0.0053081i,-0.00051539-0.0013055i,-0.0048016-0.003679i,-0.0041145+0.00048891i,0.0029751-0.0016013i,0.0051877-0.004636i,0.017926-0.035074i,0.0096134+0.032678i,0.016678+0.015766i,-0.0045953+0.010343i,0.0064868+0.0021648i,0.0004412-0.0021018i,-0.0054287+0.010205i
-0.019884-0.0057515i,-0.028219-0.027894i,-0.030052-0.0059285i,-0.023813-0.004696i,-0.028004+0.011952i,-0.01052+0.017136i,-0.0098082+0.014222i,-0.02238+0.01122i,-0.021874+8.1559e-05i,-0.0040521-0.00063363i,-0.0013469+0.0011174i,-0.0003893+0.00029065i,0.0018263-0.0024969i,0.00015306+0.00023544i,-0.00029647-0.0010178i,-0.0032359+0.00037534i,-0.0011165-0.002826i,-0.00026679-0.0015373i,-0.00080868-0.00046543i,-0.0012647-0.00089916i,-0.00088705+0.00075947i,-6.0355e-05+0.00038478i,-0.0013577+0.000755i,-0.0033741-0.00033594i,-0.00061356+0.00093158i,0.00014778-0.0005677i,-5.5629e-05-0.00034016i,-0.00021894-0.00083461i,0.00026849+0.00019069i,0.00031541-0.0012845i,0.0025397+0.001187i,-0.00062868+0.00048074i,-0.00039626-0.00020754i,0.00013516+0.00014949i,-0.00022038+0.0011726i,-0.003804+0.00096714i,-0.00061764-0.00030509i,-0.00054507-0.0009057i,-0.00085878-0.00057691i,0.00038669+0.00055275i,-0.00027175+7.9621e-05i,-0.00072253-0.00034717i,-0.00059172-0.00039431i,-0.0016693-0.00021712i,-0.013863-0.018344i,0.0097455-0.038935i,0.019022-0.036145i,0.0077896-0.036852i,0.012382-0.029301i,-0.01161-0.023266i,-0.010524-0.041563i,-0.024696-0.025261i,0.0038766-0.028248i,0.0043972-0.012957i,0.0012135+0.0044578i,-0.0026359-0.00071726i,0.0081381+0.0048896i,0.0010772+0.0062592i,0.0019824-0.0033551i,0.00062868-0.0079139i,-0.00078664+0.0031044i,0.0058788-0.0039306i,0.0027021-0.0032556i,-0.002505-0.0012422i,-0.001119+0.00068728i,-0.00040485-0.002852i,0.001188+0.0029607i,-0.00029322-0.0039596i,0.0028873+0.0031644i,0.00080193-0.0041868i,0.0019947-0.0026563i,-0.00018162+0.0011133i,-0.0026306+0.0054605i,-0.00033612+0.0023383i,0.0031605+0.0035135i,0.0018974+0.0038454i,0.0011086+3.0462e-05i,0.0032895+0.001953i,-0.00014045+0.002055i,-0.0020995+0.0090538i,0.00048903+0.0010479i,0.0051482+0.0021474i,0.0017753+0.00045667i,-0.0059246-0.0033471i,-0.00088416-0.00095883i,-0.0055432-0.001665i,-0.0036451+0.0012277i,0.0019135-0.0014267i,0.0036912-0.0056326i,0.013964-0.038807i,0.015117+0.027618i,0.01609+0.012114i,-0.0042387+0.011337i,0.0088695+0.0012161i,0.00052079-0.0014342i,-0.0042684+0.009916i
-0.020632-0.0023876i,-0.030922-0.022766i,-0.030294-0.0012839i,-0.024431-0.0010598i,-0.025366+0.014404i,-0.0077731+0.017231i,-0.0075939+0.014714i,-0.019812+0.014132i,-0.021312+0.0035099i,-0.0037752+0.00044533i,-0.00095093+0.0015865i,-0.00023778+0.00034223i,0.00061138-0.0032008i,-7.8269e-05+0.00042285i,-0.00059563-0.00085904i,-0.0028144+0.0013502i,-0.0019459-0.0019994i,-0.00051035-0.0014055i,-0.00074132+9.6996e-05i,-0.0013449-0.00028977i,-0.0005582+0.00071024i,-0.00033123+9.0526e-05i,-0.00094081+0.0011327i,-0.0035409+0.0008649i,-1.4205e-05+0.0012919i,-7.1124e-05-0.00050162i,6.4417e-05-0.00042153i,-0.00040672-0.00065737i,0.00049657+6.3363e-05i,-0.00032-0.0014788i,0.0026053+0.00013623i,-0.00047411+0.00057861i,-0.00033201+2.6233e-05i,0.00013383+0.00014468i,0.00026646+0.0010241i,-0.0037709+0.0020461i,-0.00077638-0.00016746i,-0.00094408-0.00064616i,-0.00097599-0.00027185i,2.8624e-05+0.00051326i,-0.00031199+0.00013338i,-0.00074694-6.2925e-05i,-0.00065986+2.3973e-05i,-0.0015442+0.00032598i,-0.016626-0.01532i,0.0027565-0.040067i,0.014871-0.038101i,0.0041739-0.038421i,0.008528-0.033568i,-0.011359-0.023036i,-0.017027-0.038406i,-0.030449-0.020697i,-7.8859e-05-0.027845i,0.0042129-0.014645i,0.00036864+0.0034923i,-0.0028527+0.0018248i,0.0085726+0.0030956i,0.0028856+0.006011i,0.00058676-0.0035473i,-0.0024127-0.0074109i,0.0004365+0.003549i,0.0027183-0.0046541i,0.0016019-0.0045758i,-0.0024944-0.0007179i,-0.00086263+0.00092061i,-0.0011379-0.0027788i,0.0020166+0.002051i,-0.0020423-0.0035595i,0.0040205+0.00135i,-0.00060491-0.0048094i,0.0008847-0.0030334i,-0.00021222+0.0009157i,-0.00016284+0.0054143i,0.00025829+0.0023693i,0.0042233+0.0018263i,0.0030448+0.0031481i,0.00028666-0.00048946i,0.003643+0.00039985i,0.00013776+0.0019031i,0.00049259+0.009i,0.00029152+0.00069455i,0.0048867-0.00026374i,0.0018299-0.00027954i,-0.0070578-0.00056083i,-0.0009296-0.0003638i,-0.005361+2.1318e-05i,-0.0031996+0.0021913i,0.0011767-0.0012713i,0.0015099-0.0056782i,0.0093516-0.041573i,0.018779+0.022112i,0.015121+0.0093452i,-0.003702+0.012596i,0.011193-0.00073407i,0.00066662-0.0011342i,-0.0037511+0.0090726i
-0.020695+0.0010824i,-0.032925-0.018034i,-0.030047+0.0033492i,-0.024332+0.0027547i,-0.022936+0.016646i,-0.0052692+0.01712i,-0.0055169+0.015091i,-0.017176+0.016256i,-0.020038+0.0062921i,-0.0032761+0.0010796i,-0.00014373+0.0018594i,-7.9812e-05+9.1689e-05i,-0.0008013-0.0032262i,-0.00012807+0.00091941i,-0.00076685-0.00042383i,-0.0021047+0.0019938i,-0.0022826-0.00089104i,-0.00088059-0.0012791i,-0.00027209+0.00030973i,-0.001211+2.4645e-05i,-0.00045594+0.00060987i,-0.00074359+0.00031056i,-0.00047073+0.0012647i,-0.0032384+0.0021865i,0.00079248+0.0011383i,-0.00016954-0.00041623i,-1.2311e-05-0.00066962i,-0.00051562-0.00055879i,0.00056407-0.00028027i,-0.00089004-0.0012387i,0.0023212-0.0007317i,-0.00032439+0.00064581i,-0.00020552+0.00010219i,0.00025931+0.00019305i,0.0006378+0.00064914i,-0.0033201+0.0031119i,-0.00088437+0.00017577i,-0.0011255-0.00012829i,-0.0011569-2.9975e-05i,-0.00010173+0.00091586i,-0.00033541+0.00015026i,-0.00085859+3.5706e-05i,-0.00051238+0.00028629i,-0.0011179+0.00076421i,-0.018533-0.012322i,-0.0037122-0.039041i,0.010568-0.039251i,-0.00034206-0.039405i,0.0029978-0.037186i,-0.01284-0.023732i,-0.022003-0.033867i,-0.034196-0.014434i,-0.0026263-0.026308i,0.0028594-0.017163i,-0.00045416+0.0045322i,-0.0015948+0.0038222i,0.0083184+0.0010692i,0.0044066+0.0051959i,-0.00055537-0.002564i,-0.0050642-0.0057811i,0.0020604+0.0030649i,-0.00021605-0.0034113i,-0.00014982-0.0046597i,-0.002066+9.8233e-05i,-0.00061829+0.0010758i,-0.001778-0.0025065i,0.0029055+0.00064817i,-0.003594-0.0022339i,0.0043235-0.00068965i,-0.0027272-0.0043818i,-0.00031274-0.0031071i,-0.00011481+0.00084369i,0.0018116+0.0041424i,0.00075669+0.0020015i,0.0042433-0.00049714i,0.0037621+0.0021182i,-0.00072123-1.1228e-05i,0.0032031-0.00068612i,0.00028039+0.0018899i,0.0030474+0.007769i,0.00011378+0.00053729i,0.0033632-0.0022226i,0.0011266-0.0011417i,-0.0065673+0.002286i,-0.00047406-0.00019514i,-0.004296+0.0011842i,-0.0021284+0.0028406i,0.0004912-0.00031474i,0.00023354-0.0045094i,0.0038733-0.044651i,0.020963+0.015387i,0.013862+0.006953i,-0.0026345+0.013753i,0.011683-0.0044617i,0.00058465-0.00079121i,-0.0042545+0.0086551i
-0.019908+0.0043693i,-0.034458-0.013533i,-0.028763+0.008044i,-0.023453+0.0065105i,-0.020641+0.019049i,-0.0028979+0.016601i,-0.0033387+0.015111i,-0.014288+0.01826i,-0.018809+0.00845i,-0.0026738+0.0015824i,0.00070454+0.0014631i,-0.00043316-0.00020663i,-0.001914-0.0025452i,0.00029211+0.0013826i,-0.00068294-0.00010742i,-0.0012434+0.0023237i,-0.0021123+0.00010484i,-0.001157-0.0010743i,-5.3569e-05-1.8235e-05i,-0.001204+0.0001456i,-0.00041046+0.00071264i,-0.00081689+0.0008307i,-5.3993e-06+0.0011903i,-0.0023615+0.0033627i,0.0013106+0.00038878i,-0.00030754-0.00045119i,-0.0002953-0.00084212i,-0.00060468-0.00043315i,0.00038088-0.0004861i,-0.0012985-0.00074968i,0.0018328-0.0013603i,-8.6464e-05+0.00073152i,-0.00011813+9.73e-05i,0.00043667+8.4803e-05i,0.00069354+0.0001798i,-0.0023494+0.0040833i,-0.00079717+0.00058039i,-0.0010359+0.00029376i,-0.0011753+0.00045697i,0.00034074+0.0013333i,-0.00041123+0.00023408i,-0.0011188+0.00044523i,-0.00034545+0.00045586i,-0.00062949+0.00078715i,-0.019736-0.0092984i,-0.0086011-0.037225i,0.0065108-0.039874i,-0.0051829-0.039635i,-0.0031784-0.039177i,-0.015553-0.023699i,-0.025371-0.028841i,-0.035349-0.0070475i,-0.0036248-0.02528i,-0.00047687-0.019218i,-5.7095e-06+0.0060698i,0.00039377+0.0046333i,0.0076606-0.00022989i,0.0054819+0.0039608i,-0.00032605-0.0017353i,-0.0071213-0.0032542i,0.0029095+0.0019478i,-0.0014424-0.00095799i,-0.0010637-0.0038714i,-0.0010218+0.00018934i,-0.00026102+0.0011537i,-0.0021449-0.0019302i,0.0026792-0.0011914i,-0.0040501-0.00021774i,0.0038553-0.0029317i,-0.003717-0.0027446i,-0.0015287-0.0027579i,-0.00010613+0.00083618i,0.0023859+0.0023162i,0.0010028+0.0016113i,0.0030144-0.0024928i,0.004208+0.0011785i,-0.00090795+0.00079425i,0.002603-0.0020491i,0.00066993+0.0018592i,0.0045747+0.0058329i,8.3393e-05+0.00054083i,0.0015645-0.0029635i,0.00034215-0.0012143i,-0.0051087+0.0044388i,-0.00052894-0.00025967i,-0.0034414+0.0017638i,-0.0010513+0.0027181i,0.00081455+0.00088229i,-0.00033763-0.0034369i,-0.0035067-0.046293i,0.020859+0.0089118i,0.012914+0.0052797i,-0.0014543+0.014895i,0.0097296-0.0076428i,0.00083121-0.00013726i,-0.0046395+0.0092507i
-0.018617+0.0073103i,-0.035992-0.0090856i,-0.026453+0.012245i,-0.021756+0.0099744i,-0.017969+0.021423i,-0.00085297+0.015723i,-0.0013643+0.014674i,-0.010766+0.019693i,-0.017518+0.010372i,-0.002016+0.001921i,0.0010058+0.00064705i,-0.00092711+7.8691e-05i,-0.0025919-0.0016195i,0.00098146+0.0014959i,-0.00063873+0.00024257i,-0.00042263+0.0022404i,-0.0016033+0.00080724i,-0.0015309-0.00086757i,-0.00025011-0.00014984i,-0.001393+0.00040874i,-0.00028136+0.0007676i,-0.00047357+0.0012619i,0.00027952+0.00088812i,-0.0010702+0.0039194i,0.0011696-0.0003119i,-0.00058574-0.00036224i,-0.00066003-0.00077995i,-0.00064995-0.00023874i,0.00018503-0.00057987i,-0.0014741-0.00015487i,0.0012047-0.001692i,0.00019008+0.00058911i,4.7115e-05+3.5319e-05i,0.0005206-0.00015642i,0.00059245-0.00013077i,-0.00097638+0.0044784i,-0.00043897+0.00091925i,-0.00080585+0.0006291i,-0.00091548+0.0009211i,0.0010836+0.0013584i,-0.0003739+0.00038216i,-0.00089977+0.0010123i,-0.00016977+0.0006349i,-0.00038778+0.0007025i,-0.020321-0.0065417i,-0.01281-0.035869i,0.0029065-0.040903i,-0.010005-0.039354i,-0.0098062-0.039548i,-0.018394-0.022686i,-0.027639-0.024306i,-0.033932-0.0008397i,-0.0049718-0.02554i,-0.004243-0.019581i,0.0012865+0.0075355i,0.0021214+0.0045421i,0.0071412-0.0013919i,0.0060946+0.0025134i,-0.00025533-0.0015238i,-0.0080371+0.00020388i,0.0031821+0.0008554i,-0.0011386+0.0009898i,-0.0014143-0.0034561i,-0.0006008-0.00017112i,0.00010052+0.0012281i,-0.002196-0.0013658i,0.0016843-0.0025208i,-0.0032719+0.0015157i,0.0022092-0.0048116i,-0.0038855-0.0017611i,-0.0025709-0.0019861i,-2.1244e-05+0.00093876i,0.0019701+0.0010106i,0.0010137+0.0012662i,0.00097887-0.003601i,0.0047331-9.5249e-05i,-0.00068884+0.0013469i,0.00069367-0.0030337i,0.0011478+0.0015116i,0.0052213+0.003902i,-0.00025682+0.00050214i,-0.00019221-0.0027713i,-0.00065941-0.00081427i,-0.0029406+0.005898i,-0.00016519-0.00042865i,-0.0032783+0.0023368i,-0.00066964+0.0024842i,0.0019085+0.0014357i,-0.00064562-0.0029723i,-0.010858-0.045616i,0.019088+0.0035846i,0.011938+0.003142i,0.00051715+0.016239i,0.0075135-0.0093702i,0.001796+0.0001728i,-0.0043628+0.010108i
-0.016757+0.009769i,-0.037457-0.0039796i,-0.023724+0.015549i,-0.01958+0.012836i,-0.014584+0.023808i,0.00083829+0.014782i,0.00033508+0.014264i,-0.007127+0.020014i,-0.016234+0.012272i,-0.0014555+0.001991i,0.00095384+6.8637e-06i,-0.00098731+0.00052173i,-0.0027985-0.00056103i,0.0015419+0.0013137i,-0.00036098+0.0005445i,0.0001609+0.0019445i,-0.00099504+0.001238i,-0.0018257-0.00042098i,-0.00028778-4.8425e-05i,-0.0014732+0.00089459i,-0.0001446+0.00072056i,4.7522e-05+0.0014248i,0.00034017+0.0006148i,2.7018e-05+0.0038306i,0.00077439-0.00072597i,-0.00072572-7.776e-05i,-0.0010207-0.000496i,-0.00065876-0.00011343i,-4.2953e-05-0.00057864i,-0.0013631+0.00051903i,0.0006436-0.0016801i,0.0002577+0.00032686i,-4.8274e-06-0.00022094i,0.00054212-0.00046751i,0.00034468-0.00024935i,0.00034706+0.0043078i,-2.3911e-05+0.00090738i,-0.0004722+0.00083545i,-0.00053906+0.0011643i,0.0017655+0.00084236i,-0.0002392+0.00048171i,-0.00029471+0.0012225i,0.00010318+0.00075791i,-6.3835e-05+0.00063147i,-0.020571-0.0040724i,-0.01729-0.033829i,-0.0012337-0.041673i,-0.015498-0.038324i,-0.015862-0.038791i,-0.021135-0.020963i,-0.029264-0.019503i,-0.03127+0.0036044i,-0.0072444-0.025671i,-0.0070097-0.018495i,0.0038476+0.0086186i,0.0034746+0.0037521i,0.0061987-0.0024023i,0.0063635+0.001153i,-0.00033993-0.0012442i,-0.0072897+0.0035916i,0.0029512-9.6675e-05i,-0.00039333+0.0022663i,-0.0021007-0.0032244i,-0.00068568-0.0006342i,0.00047325+0.0011849i,-0.0021124-0.00099501i,0.00032899-0.0030265i,-0.001995+0.0025801i,-0.0002058-0.0055213i,-0.0042721-0.00092869i,-0.0033203-0.00085887i,-0.00012845+0.0011168i,0.0013927+0.00027898i,0.00089772+0.001149i,-0.0012853-0.00375i,0.0045265-0.0019041i,-0.00026928+0.0018118i,-0.0013106-0.002444i,0.0013848+0.0007982i,0.0051992+0.0024754i,-0.0004735+0.0010152i,-0.0014246-0.0017363i,-0.00077637-0.00016008i,-0.00027913+0.0061498i,-0.00029299-0.0010293i,-0.0026108+0.0031964i,-0.00030745+0.0025408i,0.0032231+0.0011921i,-0.00090651-0.0026153i,-0.017124-0.043206i,0.016278-0.0014447i,0.010395+0.0013829i,0.0036816+0.016661i,0.0050752-0.01014i,0.0025872-0.00020539i,-0.0039718+0.010883i
-0.014755+0.011487i,-0.037814+0.0021101i,-0.020519+0.018551i,-0.016799+0.015267i,-0.010255+0.025419i,0.0023406+0.013771i,0.0022342+0.013651i,-0.0040653+0.019772i,-0.014608+0.013948i,-0.0011252+0.0019615i,0.00070121-0.00057555i,-0.00095356+0.00099656i,-0.0026074+0.00045075i,0.0020115+0.0010979i,1.268e-05+0.00064684i,0.00043859+0.0016368i,-0.00035395+0.0015507i,-0.0019981+0.0001665i,-0.00039094-0.00015071i,-0.0012376+0.001435i,-8.3416e-05+0.0007252i,0.00051741+0.0013192i,0.0002546+0.00050331i,0.00071439+0.0035422i,0.00028197-0.00091984i,-0.00065856+0.00031859i,-0.0012415-2.8928e-05i,-0.00073458+2.4519e-05i,-0.00028662-0.00045006i,-0.00081894+0.0010081i,0.00030981-0.0016355i,0.00012099+0.0001582i,-0.00029036-0.00029888i,0.00038246-0.00078924i,0.00027639-0.0003654i,0.0014987+0.0038234i,0.00023431+0.00079567i,-0.00013918+0.00083545i,-0.00010291+0.0013017i,0.0020714+6.8678e-05i,-0.00019184+0.00048382i,7.7933e-05+0.001174i,0.00045922+0.00072944i,0.00026569+0.00032869i,-0.020848-0.0020781i,-0.020768-0.031483i,-0.0053863-0.041825i,-0.020463-0.03552i,-0.021554-0.036975i,-0.023595-0.018368i,-0.029525-0.015102i,-0.028618+0.006786i,-0.0087264-0.025149i,-0.0089076-0.017404i,0.0073147+0.0080153i,0.0040944+0.0025658i,0.0050124-0.002779i,0.0062499-0.00020499i,-0.00016721-0.0011868i,-0.0054925+0.00627i,0.0024585-0.00087263i,0.00065477+0.0034394i,-0.0025003-0.0024298i,-0.0011165-0.00074683i,0.00072058+0.0011147i,-0.0021145-0.00072921i,-0.00077364-0.0025743i,-0.00064847+0.0030918i,-0.0024328-0.0050811i,-0.0045174-6.5195e-05i,-0.0035725+0.00051762i,0.00020322+0.0013363i,0.00061835-0.00017938i,0.0010596+0.0012571i,-0.0034092-0.0027927i,0.0032486-0.0033185i,0.00039831+0.0020242i,-0.0024731-0.00079423i,0.0011305+0.00040732i,0.004989+0.0014168i,0.00016052+0.0015108i,-0.0019681-0.000605i,-0.00067618-4.0875e-05i,0.0019037+0.0051598i,-0.0011048-0.001006i,-0.0011001+0.003709i,0.00050285+0.0027436i,0.0039435+0.00071947i,-0.0011599-0.0019317i,-0.022445-0.04062i,0.011769-0.0056624i,0.0082156+4.2003e-07i,0.0071698+0.015434i,0.0024746-0.010316i,0.0029146-0.00082972i,-0.0032985+0.011843i
