-0.0015909-0.042192i,-0.00018788-0.046259i,-0.0081833-0.047778i,-0.030288-0.022458i,-0.023129+0.010895i,-0.03673-0.032915i,-0.062655-0.058436i,-0.02097-0.06901i,-0.022377-0.07821i,-0.0012868+0.016744i,-0.010365+0.012424i,-0.015308+0.013135i,0.0032948+0.015345i,-0.0026438-0.0019738i,0.0020714+0.0063139i,-0.00037969+0.035007i,0.028151+0.05133i,0.001231-0.0005684i,-0.0035561-0.0098043i,0.0063788+0.0041578i,0.0017349+0.0014066i,0.0012779+0.0037602i,-0.00038212-0.0004966i,-0.036485-0.011279i,-0.0027722-0.0073566i,-0.0010294+0.004785i,0.0039187-0.0065773i,-0.00033174+0.00018941i,0.0007168-0.0005522i,4.5618e-05-0.0024185i,-0.0018433-0.0055111i,-0.0035481-0.0063716i,-0.0015599-0.0067192i,0.0031741+0.00021026i,0.0030378-0.0016035i,-0.0026517+0.040837i,0.0067823-0.0045557i,0.0031461-0.00036246i,0.0052932-0.00041928i,-0.018009+0.0015948i,-0.00088982+6.4972e-05i,0.0074861-0.0017788i,0.0043425+0.0014374i,-0.0043747+0.0016224i,-3.6473e-05+0.0093374i,-0.0057457+0.017873i,0.027568-0.080587i,0.00016552-0.054835i,-0.023314-0.043486i,-0.018663-0.03762i,0.063021-0.016183i,0.030526-0.058918i,0.038771-0.043776i,0.033491-0.05272i,0.01974-0.015748i,0.0080668+0.012302i,0.022245-0.034034i,-0.0067094-0.0052114i,0.002862-0.0011772i,-0.0024341-0.0044521i,0.0053343-0.032128i,-0.025923+0.031321i,0.0091954-0.010258i,-0.012311-0.0027794i,-0.0046379-0.0013725i,0.00029996-0.014729i,-0.0099324+0.0055185i,0.003597+0.0061497i,-0.014133+0.030471i,0.0048469+0.0066306i,-0.0053446-0.0027769i,-0.0010275-0.0025078i,-0.013255-0.0083331i,0.00027989-0.0034583i,-0.043324+0.0081127i,0.0013199-0.012803i,-0.0092433-0.0028893i,-0.0071189-0.0033849i,0.0064501+0.0026571i,-0.0094726+0.0023906i,0.00019906+0.0017528i,0.0049739+0.010466i,0.0049721+0.0009081i,-0.0093188-0.0092927i,0.0015871+0.0083253i,-0.020273+0.0050963i,0.0064625+0.003243i,-0.028086-0.0089235i,-0.035989-0.0024123i,0.024004-0.077614i,0.014321-0.008961i,-0.042505-0.028411i,-0.025217-0.0075748i,0.017265+0.012517i,-0.027218+0.011191i,-0.012074-0.010014i
0.0086597-0.011684i,0.0013881-0.047304i,-0.028622-0.015953i,-0.01151+0.0023703i,-0.014997+0.014197i,-0.017134+0.013565i,-0.017589-0.0063223i,-0.012491-0.036873i,-0.01455-0.01081i,-0.011307-0.0058309i,0.00022521-8.7331e-05i,0.0018062-0.00041041i,0.0015988-0.00064745i,0.00032266-0.0010898i,-4.1906e-05-0.00088865i,-0.0040093-0.0014625i,0.00026996-0.0011387i,0.0034471-0.00052374i,-0.00050194-0.00072478i,-6.93e-05-0.00033052i,-0.0008005-0.00061151i,0.0016347-0.0012741i,-0.00086529-0.00099376i,-0.0022136-0.0023223i,-0.00092675-0.0013085i,0.00055277-0.00035864i,-0.00012936-0.00092568i,-1.8355e-05-0.00033721i,0.00044333-0.00038014i,0.0013777+9.3461e-05i,-0.00051047+0.00269i,-0.00079464+0.00052791i,-3.01e-05+0.00030853i,-0.00046171-0.00075235i,-0.0015026+0.0015597i,-0.0036043+1.919e-05i,-0.00092286-0.00072668i,0.000284+0.00067278i,-0.0009622+9.1613e-05i,0.0019545+0.0033558i,-0.00063241-0.00073846i,-0.00077793-0.0012172i,0.00081081+0.00071303i,-0.0003254-0.0039611i,0.0042438-0.0089502i,0.018104-0.011112i,0.017376-0.026777i,-0.010623-0.021974i,0.0025993-0.013931i,-0.017833-0.015298i,0.002707-0.040281i,-0.00026221-0.036098i,0.010557-0.019032i,0.0053983-0.011511i,-0.0041125+0.0067166i,0.0062073-0.0020384i,0.0044909+0.01228i,-0.0034561+0.0038863i,0.0061158-0.00028168i,0.005271-0.0063588i,-0.0037235-0.00060221i,0.010124+0.0049424i,0.0010523-0.00092083i,-0.0029316-0.0032867i,-0.0023997+0.00032945i,0.0011855-0.0023695i,-0.0041594+0.0048538i,0.0045416-0.00509i,-0.0051991+0.0063276i,0.0038451-0.00017139i,0.003917+7.1598e-05i,-0.00096078+0.00053065i,-0.0072109-0.0031236i,-0.0019356+0.0020675i,0.0016904+0.0036443i,0.00021325+0.0047551i,-0.00081711+0.0012466i,0.00033852+0.0026859i,-0.00142+0.00038406i,-0.010147+0.0037446i,-0.00011973-0.00033898i,-0.0030513+0.0035603i,0.00080639+0.001463i,0.0019906-0.0043819i,-0.00097329-0.0017785i,0.00013634-0.0037254i,-0.0044829-0.0015103i,0.0050733-0.00017655i,0.0036059-0.0010097i,0.010362-0.015587i,-0.0013623+0.033715i,0.01221+0.013776i,-0.011625+0.0068834i,0.00084322+0.0012039i,0.0012949-0.0017034i,-0.003913+0.0066842i
0.0062065-0.012917i,-0.0073445-0.046493i,-0.030291-0.011072i,-0.011337+0.0039821i,-0.011859+0.015778i,-0.014186+0.015176i,-0.018817-0.0036292i,-0.018297-0.034138i,-0.016728-0.0075892i,-0.0080464-0.0058045i,-0.00010655-0.00035787i,0.0013661-0.0010717i,0.0017785-0.0013505i,-0.00043992-0.001164i,-0.00037082-0.00065644i,-0.0042787-0.00047563i,-0.00016218-0.0016233i,0.0031289-0.0012982i,-0.0006939-0.00026594i,-0.00026359-0.0005841i,-0.00080905-0.00030849i,0.00076089-0.0016698i,-0.001112-0.00066427i,-0.0026691-0.0017569i,-0.0013036-0.00094134i,0.00032063-0.00054797i,-0.00027826-0.00077429i,-4.5393e-05-0.00044181i,0.00041239-0.00053593i,0.0013435-0.00070322i,0.00092825+0.0028847i,0.00059424-0.0001609i,-4.9601e-06+0.00011385i,-0.00082668-0.00059506i,-0.0010707+0.0021821i,-0.0035189+0.00056315i,-0.0011846-0.00018366i,0.00083485+0.00019165i,-0.00081705+0.00033721i,0.0023929+0.002696i,-0.00084003-0.00069322i,-0.001064-0.00098266i,0.001228+0.00021519i,-0.0012481-0.0039332i,0.0022768-0.0097998i,0.016237-0.013917i,0.013346-0.027267i,-0.01125-0.017837i,0.0023528-0.015542i,-0.015706-0.010104i,-0.0065821-0.041787i,-0.0087395-0.040098i,0.0065449-0.02129i,0.0030371-0.010397i,-0.001431+0.0077981i,0.0039148-0.0033523i,0.0073199+0.0095573i,-0.0022331+0.0052088i,0.0054225-0.0017708i,0.0040097-0.00589i,-0.0046104+0.0015697i,0.010748+0.0016407i,0.0015397-0.00090675i,-0.0032474-0.0022047i,-0.0016499+0.0012539i,0.00078278-0.0026202i,-0.0013699+0.0057396i,0.0013886-0.0066644i,-0.0020549+0.007476i,0.0036886-0.0026894i,0.003145-0.0013138i,-0.0008338+0.00091791i,-0.0079436+0.0014253i,-0.0015717+0.0022129i,0.00074133+0.0061858i,0.001076+0.0038431i,-0.0005177+0.001502i,0.0014877+0.002856i,-0.0014168+0.0010012i,-0.0078303+0.0070153i,-0.00019098+0.00047623i,-0.0009579+0.0039288i,0.0011326+0.00089037i,-0.00032518-0.0052535i,-0.0012505-0.0011528i,-0.00081562-0.0038935i,-0.0046413+0.00053273i,0.0043969-0.00088384i,0.0033617-0.001441i,0.0097244-0.01676i,0.0057821+0.03225i,0.012157+0.010282i,-0.01032+0.01036i,0.0032541+0.0031687i,0.0010889-0.0019917i,-0.0035593+0.006944i
0.0037107-0.013666i,-0.015255-0.043644i,-0.031244-0.0063279i,-0.010949+0.0057899i,-0.0087578+0.016462i,-0.011011+0.016127i,-0.019524-0.00047295i,-0.023314-0.030775i,-0.017484-0.0045486i,-0.0069999-0.0041336i,-0.00047129-0.00010509i,0.00069033-0.0013074i,0.0015083-0.0021451i,-0.00099718-0.00093966i,-0.00037934-0.00039481i,-0.0042023+0.00082878i,-0.00064458-0.0015651i,0.0025312-0.002001i,-0.00068813+0.00016055i,-0.00064579-0.00046227i,-0.00071438-2.0489e-05i,9.9461e-05-0.0016493i,-0.0011909-0.00028646i,-0.0031022-0.0011809i,-0.0016197-0.0005982i,8.0892e-05-0.00055729i,-0.00045195-0.00061198i,-0.00016828-0.00044564i,0.00029048-0.00064124i,0.0010698-0.0012219i,0.0023146+0.0019552i,-0.0015718+0.00013722i,-0.00021723+4.49e-05i,-0.0010504-0.0002404i,-0.00025378+0.0024314i,-0.0036409+0.0012265i,-0.0011682+0.00051082i,0.00075869-0.0004132i,-0.0006203+0.00041687i,0.0027529+0.0018378i,-0.0011901-0.00057443i,-0.0012362-0.00060376i,0.0013342-0.00034018i,-0.0020461-0.0034193i,-8.4228e-05-0.010409i,0.013722-0.016819i,0.010267-0.027221i,-0.010534-0.015402i,0.0019324-0.018431i,-0.012468-0.0074782i,-0.015978-0.03985i,-0.018573-0.040065i,0.0028823-0.022405i,0.0023097-0.0094191i,0.0013174+0.007251i,0.0017997-0.0033612i,0.0082598+0.0066997i,-0.00033918+0.005937i,0.0050074-0.00276i,0.0024293-0.006668i,-0.004128+0.0035258i,0.010024-0.001745i,0.0019557-0.0014009i,-0.0030382-0.0014686i,-0.00087887+0.0015038i,0.00033108-0.0029704i,0.0012385+0.0047107i,-0.0015806-0.0063989i,0.0022177+0.0070268i,0.0019678-0.0041802i,0.0019728-0.0020264i,-0.0005337+0.0011147i,-0.0058069+0.0046377i,-0.0012814+0.0023704i,0.0029654+0.0043036i,0.0012479+0.0034841i,0.00011755+0.0015148i,0.0030381+0.0023154i,-0.0010191+0.0014721i,-0.0048282+0.0083906i,0.00059766+0.00073486i,0.0011489+0.0037069i,0.0010909+0.00044308i,-0.0031297-0.0048795i,-0.0012671-0.0011622i,-0.0015657-0.003767i,-0.0035653+0.0016595i,0.0035625-0.0013879i,0.0033128-0.0018743i,0.0085617-0.019198i,0.012267+0.029312i,0.011056+0.007455i,-0.0080388+0.012265i,0.0057765+0.003444i,0.00054969-0.0019121i,-0.0030634+0.0069771i
0.001055-0.013993i,-0.021764-0.039122i,-0.031442-0.0012847i,-0.010049+0.0075113i,-0.0058596+0.016387i,-0.0079245+0.016213i,-0.019282+0.0027696i,-0.027996-0.026592i,-0.017794-0.0013995i,-0.0066264-0.0011091i,-0.00066143+0.0003442i,5.8401e-05-0.001182i,0.00085558-0.0028426i,-0.0015293-0.00053401i,-0.0003801-0.00036883i,-0.0037422+0.0020234i,-0.00094529-0.001097i,0.0017231-0.0024312i,-0.00059401+0.00060121i,-0.00078589-9.1594e-05i,-0.00047614+0.00011826i,-0.00050504-0.0016781i,-0.0012529+0.00019465i,-0.0034083-0.00030493i,-0.0017861+8.167e-05i,-0.0001684-0.00052037i,-0.00049563-0.00039585i,-0.00027694-0.00044206i,0.0001409-0.00056711i,0.00057755-0.0018169i,0.0027586+0.00045882i,-0.00093861+0.00076616i,-0.00028581+0.00031647i,-0.0010489+0.000139i,0.00066172+0.0023317i,-0.0035832+0.0020748i,-0.00083606+0.0009458i,0.00047036-0.0006752i,-0.00053844+0.00058294i,0.0027574+0.00069672i,-0.0014857-0.00017063i,-0.0013777-7.7347e-05i,0.0013867-0.00091264i,-0.0026698-0.0026209i,-0.002865-0.010276i,0.010412-0.019408i,0.0077645-0.027741i,-0.0095028-0.014329i,2.7501e-05-0.021439i,-0.0089308-0.0070512i,-0.023774-0.035598i,-0.02784-0.038046i,-0.0011009-0.022684i,0.0025547-0.0095063i,0.0025151+0.0056574i,0.00020162-0.0024802i,0.0086494+0.0043986i,0.0013282+0.0055184i,0.0041073-0.0044469i,-9.6423e-05-0.0065181i,-0.0028458+0.0054228i,0.0081505-0.00465i,0.0021107-0.0023992i,-0.0027806-0.0010086i,-0.00033236+0.0015811i,-0.00027119-0.0031851i,0.0022796+0.0031591i,-0.0040326-0.0052019i,0.0053471+0.0048304i,0.00041901-0.0046263i,0.0010237-0.0019927i,-0.00019291+0.00078348i,-0.0028697+0.0056481i,-0.00096154+0.0028337i,0.0038831+0.0028415i,0.0019437+0.0035492i,0.00061405+0.00097184i,0.0036721+0.00078662i,-0.00088539+0.0017202i,-0.0021505+0.0088696i,0.00068604-5.9679e-05i,0.0021849+0.0021006i,0.0010588+0.0002908i,-0.0053426-0.003189i,-0.0015565-0.00068144i,-0.002397-0.0034237i,-0.0027326+0.002136i,0.0025795-0.0015641i,0.0026108-0.0026665i,0.0063485-0.021654i,0.018246+0.024756i,0.0095346+0.0052349i,-0.0062177+0.013238i,0.0088289+0.0021508i,0.00012701-0.0013749i,-0.0028182+0.0064172i
-0.0013661-0.013798i,-0.026187-0.034075i,-0.030751+0.003453i,-0.0087733+0.0090461i,-0.003555+0.015559i,-0.0053935+0.015903i,-0.018558+0.0055326i,-0.031214-0.021416i,-0.017113+0.0010005i,-0.0055401+0.0012546i,-0.00043732+0.0010325i,-0.0002756-0.00094476i,-0.00023486-0.0032259i,-0.0018459+0.00025513i,-0.00053131-0.00033242i,-0.00263+0.0027245i,-0.001026-0.00058161i,0.0010521-0.0027649i,-9.7452e-05+0.0011381i,-0.00087584+0.00022289i,-0.00027555+2.795e-05i,-0.0014255-0.0013158i,-0.00094876+0.00058662i,-0.0034831+0.00069183i,-0.0014865+0.00089553i,-0.00033563-0.0003998i,-0.00047383-0.0003181i,-0.0004512-0.00036527i,0.00019537-0.00056936i,-0.00036819-0.0020481i,0.0024504-0.00077671i,-0.00047772+0.00089455i,-0.0001064+0.000462i,-0.0010164+0.00047211i,0.0014823+0.0017585i,-0.0033181+0.003103i,-0.00057368+0.0011307i,0.00010856-0.00078228i,-0.00031777+0.00074i,0.0022204-1.9598e-05i,-0.0015018+0.0003048i,-0.0012026+0.00035635i,0.0013754-0.001353i,-0.0028994-0.001561i,-0.0050205-0.0090611i,0.0062463-0.020734i,0.0045964-0.028322i,-0.0090762-0.014823i,-0.0027671-0.024135i,-0.0062751-0.0090588i,-0.030116-0.029501i,-0.037038-0.032334i,-0.004894-0.021021i,0.0029856-0.010636i,0.0017482+0.004319i,-0.00052455-0.0011088i,0.0085826+0.0024889i,0.0023683+0.0046804i,0.0017757-0.0051958i,-0.0023832-0.0055502i,-0.00081987+0.0068645i,0.0041203-0.0060281i,0.0011342-0.0038095i,-0.0027119-0.00050813i,0.00021785+0.0015482i,-0.0010955-0.0032853i,0.0032896+0.002012i,-0.0057045-0.0030166i,0.0073783+0.0018694i,-0.0011283-0.004954i,0.0005509-0.0024439i,-0.00057661+0.0006388i,-6.0107e-05+0.0056069i,-9.9068e-05+0.002963i,0.0013016-0.0021537i,0.0034212+0.0034856i,0.00034504+0.00039075i,0.0033419-0.00066483i,-0.00066967+0.0020944i,0.00050828+0.0087169i,-0.00025235-9.3812e-05i,0.0023957+0.00085874i,0.0011848-0.0001766i,-0.0064293-0.00056019i,-0.0013379+0.00013423i,-0.0030994-0.0029108i,-0.0020329+0.0025293i,0.0016904-0.0016033i,0.0013595-0.0027833i,0.0038223-0.023439i,0.022569+0.018783i,0.0081818+0.0042422i,-0.0047963+0.013965i,0.010911-0.001064i,-1.6408e-05-0.00079247i,-0.0032021+0.0055395i
-0.0036039-0.013167i,-0.029679-0.029664i,-0.029491+0.0081709i,-0.0071346+0.010305i,-0.0018642+0.014645i,-0.0030512+0.015299i,-0.017522+0.0080577i,-0.033474-0.016622i,-0.016375+0.002689i,-0.0045263+0.002467i,0.0005748+0.0014062i,-0.00054261-0.00080135i,-0.0014163-0.0031028i,-0.0015892+0.0012385i,-0.00060731-0.00010873i,-0.0017114+0.002711i,-0.0010107+7.7464e-06i,0.00014236-0.0031169i,0.00073824+0.0010074i,-0.00066391+0.00055843i,-0.00032467-0.00011754i,-0.0019252-0.00031784i,-0.00055276+0.00069848i,-0.0033739+0.0016913i,-0.00095481+0.0010576i,-0.00038197-0.00016931i,-0.00051612-0.00034879i,-0.00045745-0.00029271i,0.00010589-0.00084205i,-0.0012255-0.0016666i,0.0017435-0.001467i,-0.00015617+0.00096001i,9.6775e-05+0.00036991i,-0.00085316+0.00094385i,0.0018365+0.00074464i,-0.0026102+0.0041134i,-0.00012998+0.00143i,-0.00018653-0.00047498i,-0.00013031+0.00097221i,0.0018307-0.00027825i,-0.0013869+0.00062315i,-0.0011275+0.00059444i,0.00097428-0.0023345i,-0.0024838-0.00080765i,-0.0062884-0.0077508i,0.0025079-0.020335i,0.0016692-0.02819i,-0.0098122-0.015472i,-0.0071148-0.02635i,-0.0065117-0.012203i,-0.033862-0.021701i,-0.044067-0.02398i,-0.0064381-0.018174i,0.0024172-0.013046i,0.00057108+0.0043175i,-0.00032212+0.0002145i,0.00803+0.00071935i,0.003019+0.0036965i,-0.00015949-0.0039119i,-0.0043704-0.0039911i,0.0017254+0.0071382i,0.00014494-0.0047279i,-0.00035522-0.0039991i,-0.0023912+0.0004202i,0.00052019+0.0013113i,-0.0020513-0.0031493i,0.0042884-3.41e-05i,-0.0063109-0.00023896i,0.008004-0.0014705i,-0.0031737-0.0042458i,-0.000422-0.0024383i,-0.00054243+0.00094347i,0.0017752+0.0039368i,0.00050191+0.0024423i,0.002446-0.003203i,0.0038526+0.0014907i,-0.00021631+0.00049646i,0.002698-0.0011701i,-0.00014898+0.0026037i,0.0032565+0.0075442i,-0.00064287+0.00036194i,0.0015621-4.2324e-05i,0.0005812-0.00072964i,-0.0060025+0.0021233i,-0.00074392+0.00046012i,-0.0034362-0.0023972i,-0.00099603+0.0026543i,0.00055349-0.00084197i,0.00061341-0.0021789i,0.00063746-0.025905i,0.02508+0.011229i,0.007075+0.0030688i,-0.0033996+0.014498i,0.0077932-0.0091847i,8.5402e-05-0.00016684i,-0.0045887+0.0055145i
-0.005541-0.012342i,-0.032957-0.025271i,-0.027151+0.012667i,-0.0050114+0.011221i,-0.00070223+0.014124i,-0.00088991+0.014262i,-0.016012+0.010384i,-0.035467-0.011541i,-0.016016+0.0039056i,-0.0033992+0.0033622i,0.0014429+0.00081808i,-0.0010443-0.00055445i,-0.0023897-0.0023239i,-0.00083715+0.0019725i,-0.00059097-2.8496e-05i,-0.00096027+0.0024072i,-0.00059615+0.00059544i,-0.00063458-0.0031359i,0.00094743+0.00033795i,-0.00032059+0.00050057i,-0.00049772-5.1528e-05i,-0.0016717+0.00072623i,-0.0002573+0.00057761i,-0.0028477+0.002918i,-0.00099822+0.0011405i,-0.00041685-0.000161i,-0.00066206-0.00026082i,-0.00045363-0.00019282i,-0.00026238-0.00088245i,-0.0016764-0.0010147i,0.00085397-0.0017311i,0.00033008+0.0010354i,0.00026866+0.00031752i,-0.00033543+0.0013116i,0.0015958-5.173e-06i,-0.001411+0.0047224i,0.00052717+0.0014481i,-0.0002107-0.00029485i,0.00022004+0.001074i,0.0018378-0.00033672i,-0.0012491+0.0010232i,-0.0010706+0.0010025i,-0.00018682-0.0029096i,-0.0020796-0.00047847i,-0.0069155-0.0068174i,2.634e-05-0.019859i,-0.00099968-0.027847i,-0.011212-0.015735i,-0.011805-0.02697i,-0.008832-0.013809i,-0.034503-0.013813i,-0.045744-0.012028i,-0.005659-0.016855i,-3.5984e-05-0.015243i,0.0022208+0.0058356i,0.00049109+0.00073713i,0.007449-0.00055063i,0.0031727+0.002515i,-8.6087e-05-0.0025871i,-0.0065461-0.0015982i,0.0043954+0.0061335i,-5.9999e-05-0.0026832i,-0.0013081-0.0032722i,-0.0013979+0.0007548i,0.00078519+0.0012124i,-0.002623-0.0022708i,0.0035046-0.0026483i,-0.0052885+0.0022994i,0.004938-0.0081611i,-0.0039913-0.0026045i,-0.0015693-0.0021819i,-0.00042862+0.0010875i,0.0017574+0.002046i,0.00091509+0.0021843i,0.00048713-0.0044266i,0.0043775+0.00078497i,-0.00027535+0.00079469i,0.0022641-0.0022817i,0.00064529+0.0027324i,0.0047614+0.0055206i,-0.00093045+0.0011047i,0.00057542-0.00038179i,4.3868e-07-0.00087881i,-0.0046272+0.0041557i,-0.00050987+0.00014236i,-0.003995-0.0018465i,-0.00038975+0.002106i,0.00030338+0.00037319i,0.00027523-0.0016249i,-0.0042255-0.026997i,0.024865+0.0032899i,0.0060858+0.0022183i,-0.0022817+0.015254i,0.0081999-0.005889i,0.00058717+0.00050975i,-0.005532+0.0067929i
-0.007257-0.011323i,-0.03613-0.020606i,-0.02364+0.01643i,-0.0028189+0.011377i,0.00060812+0.01368i,0.00084696+0.012863i,-0.014296+0.012251i,-0.03633-0.0058503i,-0.015793+0.00555i,-0.0023592+0.0036889i,0.0017531-0.00034288i,-0.0014074+7.4536e-05i,-0.0029975-0.0012835i,0.00036523+0.0019624i,-0.0008154+0.00018136i,-0.00045362+0.001958i,1.0739e-05+0.00073256i,-0.0015072-0.0029919i,0.00092153+1.4174e-05i,-0.00035647+0.0003919i,-0.00061892+0.00010131i,-0.0006787+0.0014244i,-0.00020113+0.00031462i,-0.0016533+0.0038261i,-0.00095039+0.0018016i,-0.00062935-5.0249e-05i,-0.00071373-5.9516e-05i,-0.00043191-0.00020666i,-0.00055035-0.00072677i,-0.0019018-0.00037035i,0.00018748-0.0015695i,0.000782+0.00062356i,0.00054879+0.00015661i,0.00033057+0.0012389i,0.0013393-0.00057592i,4.4936e-05+0.0047991i,0.0011036+0.00093526i,-0.00016674-0.00028706i,0.00052253+0.0009493i,0.0021082-0.0007174i,-0.00086268+0.0013775i,-0.00071234+0.0014155i,-0.0014088-0.0023898i,-0.0019817-0.0003407i,-0.0073872-0.0062267i,-0.0021638-0.019804i,-0.0033703-0.027786i,-0.012962-0.015924i,-0.016188-0.025978i,-0.011044-0.013637i,-0.032945-0.0075466i,-0.043362-0.0030091i,-0.0054194-0.01699i,-0.0031649-0.015786i,0.0037812+0.0072078i,0.0010197+0.00068804i,0.0067055-0.001898i,0.0027095+0.0018173i,-5.8639e-05-0.0022169i,-0.0072181+0.0025657i,0.0074095+0.0054517i,-0.0010155-0.00093303i,-0.0013864-0.0028174i,-0.00085837+0.00045278i,0.0012179+0.00094224i,-0.002698-0.0015184i,0.0017131-0.004185i,-0.0032697+0.003831i,-0.01015+0.0013517i,-0.0042296-0.0013884i,-0.0024625-0.0012501i,-0.00013466+0.0011316i,0.0012251+0.0013159i,0.0011675+0.0019104i,-0.0025039-0.0044692i,0.0047037-0.00042509i,-0.00032473+0.0010106i,0.00059674-0.0031928i,0.0016139+0.0023375i,0.0052022+0.003489i,-0.001082+0.00054827i,-0.00035775-0.00042898i,-0.0006848-0.00062799i,-0.002429+0.0056357i,-7.9367e-05-5.4472e-05i,-0.0054038-0.00061604i,-0.00040109+0.0020192i,0.001142+0.0014844i,0.00021228-0.0013546i,-0.0089194-0.026065i,0.021669-0.003848i,0.00501+0.0012638i,-0.00050179+0.016393i,0.0058502-0.0087695i,0.0016218+0.00075848i,-0.005602+0.0081388i
-0.0084589-0.010256i,-0.039046-0.015155i,-0.019897+0.019009i,-0.00088329+0.011132i,0.0021158+0.013313i,0.0020786+0.011386i,-0.012614+0.01397i,-0.035799-0.00052501i,-0.015315+0.0071906i,-0.0014154+0.0037374i,0.0013992-0.0014302i,-0.0012792+0.00074737i,-0.0029225-0.00015179i,0.001184+0.0015528i,-0.00073854+0.00061941i,-0.00028184+0.0014466i,0.00053703+0.000682i,-0.0023232-0.0025331i,0.0010673-0.00044492i,-0.00056751+0.00045701i,-0.00059926+0.00035103i,-7.7473e-05+0.00094208i,-0.00030793+0.0001217i,-0.00043016+0.0039622i,-0.00026066+0.0023934i,-0.00075444+0.00023903i,-0.000695+6.4561e-05i,-0.00053685-0.00021624i,-0.00066505-0.00050202i,-0.00196+0.00043707i,-0.00015068-0.0011731i,0.00080125+1.6861e-05i,0.00060181-0.0003078i,0.00079124+0.00095171i,0.00081622-0.0010649i,0.00122+0.0043149i,0.001316+0.00045801i,-0.00023534-0.00032081i,0.00075179+0.00067071i,0.0022213-0.0012793i,-0.00040013+0.001507i,-0.00016816+0.0014426i,-0.0020682-0.0015533i,-0.001702-0.00010415i,-0.0079151-0.0062905i,-0.0045672-0.019292i,-0.0059873-0.027286i,-0.015506-0.015584i,-0.019672-0.02455i,-0.012494-0.012973i,-0.030457-0.0022901i,-0.038758+0.002717i,-0.0056587-0.017542i,-0.0052309-0.01486i,0.0064597+0.0078484i,0.0012823+0.00034727i,0.0053898-0.0027226i,0.0025763+0.0017994i,-0.00031897-0.001711i,-0.0053191+0.0063575i,0.0071231+0.0044145i,-0.00095397+0.00067957i,-0.0022793-0.0028353i,-0.00094401+9.6052e-06i,0.001522+0.00039764i,-0.0025042-0.0010638i,3.6115e-07-0.0042935i,-0.0010605+0.0042604i,-0.00025867-0.0053907i,-0.0044446-0.00056938i,-0.0027833+2.4982e-05i,-0.00013052+0.0013852i,0.0009087+0.0010075i,0.0014361+0.0016693i,-0.0053127-0.0025225i,0.0044755-0.0021249i,-0.00034051+0.001428i,-0.0014449-0.0025791i,0.0021858+0.0014215i,0.0049509+0.0021498i,-0.00070512+0.0012157i,-0.00088294+0.00021105i,-0.00077523-0.00014017i,0.00021042+0.0057857i,-0.00039522-0.00073186i,-0.0056219+0.0016062i,-1.2585e-05+0.0021674i,0.0026953+0.0020575i,0.00031034-0.0011568i,-0.012575-0.024223i,0.016155-0.0092849i,0.0037593+0.00079484i,0.0024779+0.017004i,0.0030141-0.0093927i,0.0025248+0.00036703i,-0.0053642+0.0096695i
-0.0097442-0.0095058i,-0.041014-0.0087074i,-0.015916+0.021183i,0.0011241+0.010582i,0.0038506+0.012627i,0.0028739+0.0098458i,-0.010488+0.015602i,-0.035089+0.004042i,-0.014613+0.0092656i,-0.00058131+0.0037646i,0.00054742-0.0021837i,-0.0010181+0.0014279i,-0.0025366+0.00085424i,0.0015837+0.0011698i,-0.00050233+0.00098351i,-0.00030922+0.0011655i,0.00087762+0.00054253i,-0.0031805-0.0018321i,0.00065903-0.0011858i,-0.00061277+0.00076296i,-0.00051439+0.00058617i,0.00015286+0.001184i,-0.00057714+0.00016212i,0.00029183+0.0038014i,0.00062951+0.0024897i,-0.00061831+0.00071036i,-0.00073644+0.0003106i,-0.0006738-0.00016137i,-0.00083327-0.00026556i,-0.0015423+0.0012333i,-0.00013173-0.00091808i,0.00043159-0.00034869i,0.00025335-0.00068306i,0.001155+0.00049785i,-7.3489e-06-0.001295i,0.002045+0.0035454i,0.0015363+3.4313e-05i,-0.00037834-0.00021981i,0.00084442+0.00037001i,0.002213-0.0022261i,-5.4948e-05+0.0014754i,0.00022359+0.0013277i,-0.0022799-0.00065419i,-0.0014643-7.4964e-05i,-0.0091758-0.0067423i,-0.0063133-0.018919i,-0.0080332-0.026305i,-0.017801-0.013857i,-0.022297-0.022943i,-0.013772-0.012077i,-0.026834+0.0013092i,-0.03542+0.0059658i,-0.0056896-0.018101i,-0.0062028-0.014061i,0.010188+0.0061942i,0.0011162+0.00011112i,0.0039675-0.002954i,0.0027959+0.0015642i,-8.0916e-05-0.0014527i,-0.0022021+0.0086857i,0.0054289+0.0016619i,4.2344e-06+0.0022086i,-0.0027835-0.0016972i,-0.0014+0.00010804i,0.0013582-3.9126e-05i,-0.0024227-0.00069877i,-0.0011558-0.0036037i,0.00095438+0.0038529i,-0.0029846-0.0054162i,-0.0045638-5.0562e-06i,-0.0025725+0.0011668i,0.00058638+0.0015052i,0.00038924+0.00050136i,0.0018768+0.0014061i,-0.0065638+0.00016589i,0.0030289-0.0037294i,2.8789e-05+0.0018227i,-0.0026296-0.00099551i,0.0020106+0.00061406i,0.0047178+0.0013836i,0.00033248+0.0017514i,-0.0013945+0.00093832i,-0.00058372-2.576e-05i,0.0022991+0.0046721i,-0.0011571-0.00050418i,-0.0041592+0.0032878i,0.00079368+0.0024205i,0.0036501+0.0018971i,0.00043657-0.0011053i,-0.015622-0.022534i,0.0089752-0.012314i,0.0022122+0.00031706i,0.0059519+0.015977i,0.00015928-0.00896i,0.0027813-0.00046043i,-0.0044929+0.011352i
