-0.0078371-0.039657i,-0.013148-0.043304i,0.0010453-0.045969i,-0.027296-0.027163i,-0.020416+0.014105i,-0.033389-0.03101i,-0.06075-0.059467i,-0.023026-0.071604i,-0.033915-0.050464i,0.0015946+0.014938i,-0.0067409+0.010722i,-0.014564+0.013657i,0.0018699+0.016066i,-0.0037126-0.0034232i,0.00079746+0.0063668i,0.00088996+0.037077i,0.020277+0.057929i,0.00080636-0.00020406i,-0.004767-0.0082303i,0.0081962+0.0045796i,0.0016821+0.0010041i,-0.0010588+0.0036133i,-7.5055e-05-0.0012066i,-0.036274-0.0091691i,-0.0024518-0.0070734i,-6.5179e-06+0.004498i,0.0049536+0.00023422i,0.00029048+0.0008507i,-0.00012331-0.0010893i,1.0084e-05-0.00271i,-0.0012362-0.0057096i,-0.0023888-0.0038635i,-0.00080496-0.0079668i,0.0031157-0.0013356i,0.0032494-0.0025241i,-0.0010416+0.034002i,0.0058701-0.0046132i,0.0034068-0.0021994i,0.0049482-0.00012108i,-0.0134-0.0040639i,-0.00014131+0.00036064i,0.0096136-0.00073169i,0.0061915-0.00044736i,-0.0033819+0.0037386i,0.0030147+0.0018539i,-0.0029874+0.0072833i,0.01312-0.088117i,-0.007599-0.047953i,-0.024726-0.039216i,-0.020905-0.041784i,0.06176-0.019381i,0.025721-0.06237i,0.038123-0.046641i,0.028629-0.057378i,0.018995-0.015817i,0.0087716+0.009549i,0.023829-0.031687i,-0.0074616-0.0047179i,0.0024379-0.0028309i,-0.0049539-0.0058781i,0.00034253-0.031994i,-0.024042+0.031525i,0.0078288-0.010399i,-0.011139-0.0013303i,-0.0053056-0.001153i,-0.0014848-0.013573i,-0.010231+0.0045554i,0.0038727+0.0080918i,-0.0098944+0.030972i,0.0055548+0.007394i,-0.0052455-0.0012643i,-0.0019726-0.0019256i,-0.011423-0.0073771i,0.00061482-0.0036256i,-0.034983+0.0049943i,0.0021709-0.012394i,-0.0090515-0.001878i,-0.0063471-0.0027687i,0.0063831+0.0013165i,-0.0095868+0.0018749i,0.0012596+0.00092214i,0.0053461+0.0091339i,0.0044333+0.00027577i,-0.009021-0.0093209i,0.0031631+0.0085553i,-0.019+0.0068727i,0.006432+0.0028531i,-0.029381-0.0080725i,-0.034015+0.0035182i,0.024628-0.078137i,0.012286-0.010421i,-0.043608-0.026499i,-0.023362-0.0029742i,0.018317+0.012502i,-0.026583+0.013078i,-0.011822-0.0085455i
0.0097236-0.0075812i,-0.0097862-0.03518i,-0.028771-0.018008i,-0.013634-0.00070144i,-0.014211+0.013644i,-0.018513+0.0073959i,-0.020888-0.0063188i,-0.017501-0.029468i,-0.018827-0.013574i,-0.0013828-0.0038221i,0.00070921-6.9947e-06i,0.0015812-0.00063999i,0.0020989-0.00034202i,0.00073812-0.00058029i,0.00089171-0.00027517i,-0.0036076-0.0020309i,0.002194-0.0030456i,0.0023683-0.0014556i,-3.642e-05-0.0013043i,0.0002725-0.00050432i,-0.0010657-0.00053559i,0.001788-0.0012195i,-0.00081014-0.0010338i,-0.0024095-0.0025974i,-0.0023389-0.00010931i,-0.00010498-0.0012197i,0.00018871-0.0013498i,-8.7254e-05-0.00021957i,0.0008268-0.00021143i,0.001009+0.00028802i,-0.00053644+0.0022058i,-0.00095066+0.00059741i,-0.00075607+0.00023652i,-0.00032739-0.00026309i,-0.001741+0.0012312i,-0.0030378-0.0017082i,-0.00089724-0.0018343i,0.00020741+0.00037011i,-0.00048552-0.00048284i,0.0017167+0.0039445i,-0.0006473-0.00053106i,-0.00060177-0.00071931i,-0.0009408-0.00028094i,-0.00051394-0.003629i,0.0025362-0.0114i,0.017102-0.018777i,0.01608-0.034233i,-0.0073351-0.018707i,0.0032152-0.016659i,-0.019971-0.021378i,0.0044928-0.038914i,-0.0038785-0.037003i,0.015582-0.013848i,0.0054113-0.013153i,-0.0048293+0.0083773i,0.0054128-0.0010912i,0.0048601+0.010928i,-0.0034634+0.0033262i,0.0052671-1.2357e-05i,0.0086683-0.0035609i,-0.0038583-0.00057075i,0.0095319+0.0046257i,0.0014623-0.00085547i,-0.0023951-0.0027915i,-0.0020896+0.0007503i,0.0014232-0.0021446i,-0.0038705+0.004749i,0.0040075-0.0035215i,-0.0032235+0.0052739i,0.0037589+0.00032883i,0.0038415+0.0017516i,-0.001286+0.00050858i,-0.006753-0.0026755i,-0.0016174+0.0016247i,-0.0012532+0.0021i,0.00039037+0.0050157i,-0.0016905+0.0018729i,0.0003873+0.0032344i,-0.0013846+3.7707e-05i,-0.010022+0.0032163i,-0.0011203-5.3894e-05i,-0.0038114+0.0033057i,0.00082976+0.0010425i,0.0015406-0.0042943i,-0.0013437-0.0018415i,0.0019277-0.0043529i,-0.0038934-0.0010025i,0.007645+0.00042588i,0.0020663+0.00054387i,0.013341-0.01735i,-0.0011231+0.030667i,0.010488+0.012909i,-0.010058+0.005481i,0.0015795+0.0012756i,0.00094662-0.0014907i,-0.0039825+0.0064023i
0.0080631-0.0089503i,-0.015582-0.032929i,-0.030786-0.013071i,-0.01419+0.00090275i,-0.010907+0.015213i,-0.016726+0.0095637i,-0.021816-0.0031463i,-0.022263-0.02604i,-0.021277-0.0096236i,-0.0024197-0.003612i,0.00034158-0.00051702i,0.0011124-0.0012987i,0.0022655-0.0012255i,1.5374e-05-0.0010047i,0.00067161-0.00035343i,-0.0040264-0.0013895i,0.00050642-0.0037157i,0.0016503-0.0019148i,-0.00047879-0.0010569i,4.9345e-05-0.00082127i,-0.00097457-9.1952e-05i,0.00098844-0.001643i,-0.00096023-0.00066787i,-0.0030334-0.0020816i,-0.0023252+0.00080153i,-0.00058072-0.0011347i,-0.00031058-0.0012228i,-4.0006e-06-0.00026461i,0.00089881-0.0004889i,0.0010812-0.00025648i,0.00030211+0.0023665i,-0.00061598+0.0007347i,-0.0007255+0.00041999i,-0.0004932-0.00019071i,-0.0013299+0.0019068i,-0.0033863-0.0011976i,-0.0016646-0.0014207i,0.00052185+0.00010241i,-0.00051965-0.00045056i,0.0025566+0.0029696i,-0.00071183-0.0005398i,-0.00081621-0.00055221i,-0.00093018-0.00022967i,-0.0014329-0.003533i,0.0003604-0.011763i,0.014719-0.021561i,0.011469-0.034745i,-0.0080738-0.016022i,0.0022471-0.018054i,-0.019041-0.015473i,-0.0043897-0.040708i,-0.01125-0.039877i,0.011719-0.017914i,0.0027899-0.011644i,-0.0015847+0.0095172i,0.0037405-0.0023384i,0.007222+0.0079327i,-0.0026981+0.0047705i,0.0045907-0.0012045i,0.0070867-0.0058406i,-0.0046665+0.001597i,0.010562+0.0015065i,0.0018165-0.0010513i,-0.0025325-0.0018951i,-0.0011538+0.0012826i,0.00093643-0.002462i,-0.0012741+0.0053808i,0.0020898-0.0051816i,-0.0007407+0.005509i,0.0037825-0.0021099i,0.0039632-5.6845e-05i,-0.0010947+0.00096009i,-0.0069727+0.00084751i,-0.0012246+0.00164i,-0.00012193+0.0036064i,0.0013846+0.0039573i,-0.00081331+0.0024334i,0.0012874+0.0031623i,-0.0015933+0.00082553i,-0.0080479+0.0063239i,-0.0010079+0.0010867i,-0.002238+0.0045625i,0.00090793+0.00037001i,-0.0007029-0.0049147i,-0.0015437-0.0012049i,0.00049196-0.0052527i,-0.0036527+0.00042237i,0.006541-0.001538i,0.0023387+0.00032023i,0.012403-0.018959i,0.0053169+0.029176i,0.010361+0.0098565i,-0.0095888+0.0077971i,0.0039434+0.0027062i,0.0011778-0.0014681i,-0.0036035+0.006951i
0.0062732-0.010004i,-0.02079-0.029408i,-0.03199-0.0082317i,-0.014608+0.0031115i,-0.0076956+0.015625i,-0.014532+0.011446i,-0.0222+0.00032983i,-0.026123-0.022023i,-0.022124-0.0057793i,-0.0033544-0.0028485i,-0.00014633-0.00052081i,0.00031584-0.0015326i,0.0020377-0.0021124i,-0.00059569-0.00081254i,0.00061859-0.00047301i,-0.0041986-0.00047799i,-0.0010756-0.0032379i,0.00094928-0.0020857i,-0.00083378-0.00069291i,-0.00030972-0.00079798i,-0.00074381+0.00022134i,0.00037196-0.001698i,-0.00098874-0.0003359i,-0.0036439-0.0013344i,-0.0019266+0.0013793i,-0.00097392-0.00084442i,-0.00066905-0.00092985i,-3.0828e-06-0.00034227i,0.00074295-0.00077047i,0.001091-0.00072254i,0.0013209+0.002038i,-0.00031825+0.00084008i,-0.00073508+0.00069592i,-0.00056635-3.2592e-05i,-0.00042566+0.0022289i,-0.0038946-0.00055968i,-0.0020906-0.00071447i,0.00056195-0.0003383i,-0.00062866-0.00042012i,0.0027753+0.0018891i,-0.00088915-0.00054451i,-0.00095596-0.00026532i,-0.00089034-0.00018625i,-0.0021743-0.0030286i,-0.002205-0.01187i,0.011711-0.024318i,0.0074815-0.034661i,-0.0081112-0.01433i,0.0014083-0.020516i,-0.016719-0.011829i,-0.013414-0.039024i,-0.020166-0.040176i,0.0072269-0.019721i,0.0021132-0.010677i,0.0012981+0.0088082i,0.002112-0.0027614i,0.0076308+0.0051155i,-0.0011864+0.0059638i,0.0043509-0.0018008i,0.0044573-0.0079021i,-0.0041722+0.0037235i,0.010094-0.0021169i,0.002033-0.0016099i,-0.0022447-0.0012192i,-0.00047927+0.0012241i,0.00047623-0.0028218i,0.0012808+0.004443i,-0.0002952-0.0057762i,0.0015404+0.0048198i,0.0022458-0.0035965i,0.0031429-0.0015171i,-0.00076928+0.0011782i,-0.0052461+0.0035143i,-0.001271+0.0017414i,0.0021379+0.0038506i,0.0016455+0.0034423i,0.00033881+0.0023362i,0.002579+0.0027665i,-0.0012772+0.0013794i,-0.005383+0.0079124i,4.6039e-05+0.0015353i,-0.00011701+0.0049318i,0.00075332-0.00019938i,-0.0031631-0.0044827i,-0.0018088-0.0010006i,-0.0011077-0.0054081i,-0.0027502+0.0011044i,0.0048918-0.0025846i,0.0026452+2.0954e-05i,0.011051-0.021691i,0.010901+0.02648i,0.0092507+0.0074735i,-0.0087339+0.00958i,0.0060849+0.0025638i,0.00081744-0.0014305i,-0.0029171+0.0071797i
0.0042916-0.010778i,-0.024767-0.024845i,-0.032532-0.0030557i,-0.014127+0.0054412i,-0.0048393+0.015152i,-0.012073+0.012631i,-0.021708+0.0037349i,-0.029422-0.017529i,-0.022237-0.0025213i,-0.0039536-0.0017186i,-0.00050877-0.00017287i,-0.00036402-0.0012297i,0.0014224-0.0029677i,-0.0010018-0.00046699i,0.00048754-0.00069593i,-0.0039908+0.00058212i,-0.0020615-0.0021949i,0.00037965-0.0021088i,-0.0010605-0.0001345i,-0.00056293-0.00057343i,-0.00049142+0.00036839i,-0.00021349-0.001838i,-0.00099732+5.4702e-05i,-0.0040755-0.00019556i,-0.0014268+0.0019894i,-0.0013137-0.00042448i,-0.00076253-0.00061753i,-0.00010017-0.00044345i,0.00065326-0.00082433i,0.00085809-0.0013271i,0.0019537+0.001221i,4.8837e-06+0.00084203i,-0.00044058+0.0010956i,-0.00061015+0.00021672i,0.00053634+0.0020917i,-0.0044441+0.0004284i,-0.0021784+6.5692e-05i,0.00032936-0.0006378i,-0.00089798-0.00024963i,0.0027041+0.0010212i,-0.0011517-0.00034714i,-0.001087+0.00012492i,-0.00079051-0.00012387i,-0.0028001-0.0021828i,-0.0049212-0.011257i,0.0078884-0.026882i,0.0040296-0.034885i,-0.0078638-0.013526i,-0.00081024-0.0232i,-0.013813-0.010283i,-0.020927-0.035195i,-0.029539-0.038019i,0.0033874-0.019606i,0.0024033-0.010861i,0.0026375+0.0071724i,0.00044866-0.002435i,0.0075151+0.0031659i,0.00073703+0.0061698i,0.0037926-0.0031168i,0.00079319-0.0084199i,-0.0028115+0.0056001i,0.0077396-0.0052215i,0.0020193-0.0024931i,-0.0019348-0.00079787i,-0.00013365+0.0010861i,-0.00018551-0.0030326i,0.0025244+0.0028402i,-0.0028567-0.0054811i,0.0035241+0.0033844i,0.0010023-0.0042675i,0.0020772-0.002256i,-0.00039012+0.00095721i,-0.0029963+0.0045683i,-0.0011405+0.0023656i,0.003989+0.0024528i,0.0023397+0.0031924i,0.0010037+0.00137i,0.0035143+0.001599i,-0.0010719+0.0017147i,-0.0028859+0.0086144i,0.00050214+0.00091746i,0.0019236+0.0040704i,0.00064762-0.00025348i,-0.0051611-0.0028032i,-0.0021425-0.00026295i,-0.0026674-0.0045981i,-0.0022051+0.0014916i,0.003205-0.0027448i,0.0023712-0.00082437i,0.0085127-0.024575i,0.015885+0.022508i,0.0078895+0.0057463i,-0.0078158+0.010892i,0.0080799+0.0013107i,0.00055093-0.0009982i,-0.0023312+0.0067653i
0.0022461-0.011092i,-0.027282-0.020018i,-0.032107+0.0018391i,-0.013252+0.0075104i,-0.0027475+0.014036i,-0.0098629+0.013339i,-0.020825+0.0065796i,-0.031461-0.012223i,-0.022086+0.00015167i,-0.0039963-0.00052658i,-0.00046053+0.00034248i,-0.00065952-0.00086427i,0.00041941-0.003586i,-0.0012681+1.1468e-05i,0.00020133-0.00084597i,-0.0033009+0.0013223i,-0.0024735-0.00096242i,-0.00012693-0.0020263i,-0.00078733+0.00056528i,-0.00064377-0.00028531i,-0.00025483+0.00032857i,-0.0011678-0.0016414i,-0.0007335+0.00033378i,-0.0041125+0.0011812i,-0.00061148+0.0025823i,-0.0013518+0.00011593i,-0.00072654-0.00035441i,-0.00014505-0.00041831i,0.00068807-0.0010837i,0.00021187-0.0017517i,0.0020909+0.00037378i,0.00025671+0.00069403i,0.00011218+0.0012435i,-0.0005906+0.00054071i,0.0013436+0.0015314i,-0.004661+0.0018377i,-0.0020921+0.00068757i,-1.7414e-05-0.00071378i,-0.00095807+0.00015963i,0.0023365+0.00050127i,-0.0013539-1.2846e-05i,-0.00077257+0.00046626i,-0.00068665+0.0001064i,-0.0031041-0.0011951i,-0.006994-0.0096334i,0.002954-0.028302i,1.8354e-05-0.03484i,-0.0079595-0.013573i,-0.0039927-0.025594i,-0.011263-0.010989i,-0.027099-0.029449i,-0.038298-0.03252i,0.00012911-0.018494i,0.0026931-0.012145i,0.0023855+0.0060397i,-0.00072828-0.001329i,0.0071324+0.0016366i,0.0024095+0.0056281i,0.0020726-0.0037659i,-0.0027801-0.0073998i,-0.00051179+0.0069345i,0.0040105-0.0068185i,0.0011797-0.0037891i,-0.001854-0.00042553i,0.00012339+0.00092161i,-0.0009959-0.0030675i,0.0032354+0.0014382i,-0.0049863-0.0039576i,0.0046689+0.0012567i,-0.0004226-0.0048591i,0.0010938-0.0026006i,-0.00061828+0.00084114i,-0.00071506+0.0046117i,-0.00047527+0.0027245i,0.0047469+0.00015002i,0.0032173+0.0024966i,0.00070771+0.00039496i,0.0038483+0.0001567i,-0.00080079+0.0020589i,-0.00025699+0.0086728i,0.00015926+0.0005745i,0.0031101+0.0023808i,0.0007714-0.00041762i,-0.0061558-0.0003704i,-0.0018723+0.00087371i,-0.0036371-0.0034836i,-0.0017617+0.001922i,0.0017421-0.0025966i,0.0014172-0.0011545i,0.0055712-0.026862i,0.01989+0.017453i,0.0066987+0.0049531i,-0.0069582+0.012184i,0.0099474-0.00083517i,0.00049068-0.00060059i,-0.0024205+0.0059322i
0.00050075-0.010997i,-0.02904-0.015562i,-0.031314+0.0068688i,-0.012007+0.0094213i,-0.0013087+0.012804i,-0.0076196+0.013781i,-0.019754+0.0093608i,-0.032494-0.0072421i,-0.021952+0.0023781i,-0.0036501+0.00025261i,0.0001024+0.0006613i,-0.0007595-0.000667i,-0.00086789-0.0036894i,-0.0012462+0.00077597i,-6.2391e-05-0.00077816i,-0.0025574+0.0016495i,-0.0023028+0.00034809i,-0.00067055-0.0019166i,-0.00011104+0.00078543i,-0.000611-0.00019112i,-0.00020261+0.00018702i,-0.001776-0.00073625i,-0.00050822+0.00039489i,-0.0036914+0.0026016i,0.0006044+0.0025862i,-0.0010887+0.00060448i,-0.00068303-0.00026653i,-0.00014413-0.00052384i,0.00029027-0.0015641i,-0.00043817-0.0017365i,0.0019552-0.00031644i,0.00047632+0.00049988i,0.00064844+0.0010226i,-0.00019603+0.00096127i,0.0017613+0.0005234i,-0.0042531+0.0032946i,-0.0018498+0.0014109i,-0.00032168-0.00050663i,-0.0010544+0.00040088i,0.0021974+0.00048151i,-0.0014337+0.00025194i,-0.00072014+0.00039258i,-0.00055504+3.5285e-06i,-0.0028074-0.00037859i,-0.0080335-0.0079887i,-0.0017514-0.027804i,-0.0037648-0.033831i,-0.0088073-0.013812i,-0.0082955-0.027118i,-0.011163-0.013033i,-0.030586-0.022177i,-0.044655-0.02456i,-0.0014294-0.016511i,0.0020439-0.014516i,0.0023599+0.006682i,-0.00094334+4.5247e-05i,0.0063903+0.00022266i,0.0035861+0.0045708i,0.00057421-0.0028484i,-0.0057326-0.0050085i,0.0022004+0.0066976i,9.4762e-05-0.0059335i,-0.00040036-0.0038994i,-0.0014775+9.7748e-05i,6.9908e-05+0.00077039i,-0.0018825-0.0028325i,0.0038746-0.00019494i,-0.0061808-0.0013887i,0.0049284-0.00097489i,-0.0024125-0.00439i,9.6462e-05-0.002696i,-0.000604+0.001055i,0.0008541+0.0034556i,0.00036406+0.0025095i,0.0039205-0.002567i,0.0037193+0.0016319i,-0.00015317+0.00026461i,0.0034396-0.0010263i,-0.00030026+0.0024704i,0.0024076+0.0076627i,-7.084e-05+0.00057189i,0.0030452+0.00026788i,0.00032227-0.00089002i,-0.0057934+0.0021262i,-0.00089675+0.0012113i,-0.0039233-0.0023712i,-0.00089974+0.0020607i,0.00054755-0.0012845i,0.00087564-0.00068522i,0.0016389-0.029442i,0.021964+0.010671i,0.0058917+0.004085i,-0.0058847+0.013486i,0.0099891-0.0044803i,0.00050304-0.00020602i,-0.0034565+0.0057258i
-0.0011366-0.01076i,-0.030265-0.01132i,-0.029176+0.011955i,-0.010268+0.011213i,-0.00056287+0.011977i,-0.0053409+0.013785i,-0.018168+0.011995i,-0.032966-0.002022i,-0.022309+0.0046454i,-0.0032097+0.00097047i,0.00074263+0.00028637i,-0.0012052-0.00053111i,-0.0020746-0.003142i,-0.00070397+0.0013489i,-0.00031165-0.00076917i,-0.0018945+0.0017236i,-0.0014491+0.0012274i,-0.0010753-0.0017799i,0.0003442+0.00048039i,-0.00068896-0.0002379i,-0.00030616+0.00027388i,-0.001798+0.00020498i,-0.00035741+0.00032212i,-0.0027193+0.003812i,0.0014415+0.001868i,-0.00073915+0.00079317i,-0.00074687-0.00017776i,-0.00024121-0.00058217i,-0.00041339-0.0015882i,-0.0010935-0.0014811i,0.0016276-0.0009376i,0.00062647+0.00027292i,0.00098773+0.00072419i,0.00039035+0.00094801i,0.0014514-0.00034605i,-0.0031439+0.0045626i,-0.0012689+0.0020859i,-0.00046982-0.00039197i,-0.0010173+0.0009848i,0.0026024+0.00037351i,-0.0014434+0.00057571i,-0.00090595+0.00065194i,-0.00062188-0.00014988i,-0.0024111+0.00010078i,-0.008277-0.0067332i,-0.0052616-0.026625i,-0.0070334-0.03234i,-0.01021-0.013798i,-0.012584-0.027226i,-0.012969-0.01421i,-0.031169-0.01498i,-0.047755-0.014704i,-0.00080743-0.015028i,-0.0004993-0.016985i,0.0033112+0.0073638i,-0.00043262+0.00094675i,0.0056217-0.00033781i,0.0041115+0.0032909i,0.00079188-0.0020287i,-0.0076609-0.0015443i,0.0041315+0.0051504i,-0.0021415-0.003319i,-0.0012758-0.0032372i,-0.00061678+0.00025383i,0.00018029+0.0010003i,-0.002309-0.0020426i,0.0032227-0.0023578i,-0.0057222+0.0015559i,0.004452-0.0034165i,-0.0032786-0.0029539i,-0.0010796-0.0024794i,-0.00051944+0.0012686i,0.0012771+0.0020382i,0.00092303+0.0021557i,0.0014885-0.0044172i,0.0042038+0.00082317i,-0.00061237+0.00061302i,0.0027144-0.0025618i,0.00039196+0.0024518i,0.0040271+0.0059029i,-0.00010936+0.00066375i,0.0020223-0.0011205i,-0.00015341-0.00094144i,-0.004531+0.0041158i,-0.00058789+0.0010825i,-0.0039092-0.0014604i,-0.0002603+0.0017339i,0.00074537+6.9629e-05i,0.00066998-4.0297e-05i,-0.0038363-0.030573i,0.021582+0.0041842i,0.0052999+0.0033387i,-0.0047612+0.014982i,0.0077246-0.0070956i,0.00077082+0.0003978i,-0.0041032+0.0065535i
-0.0026705-0.010305i,-0.031163-0.0072044i,-0.025788+0.016301i,-0.0079401+0.012556i,0.00013549+0.011468i,-0.0033054+0.013244i,-0.016233+0.014157i,-0.032111+0.0031949i,-0.022455+0.0075707i,-0.0027025+0.0015341i,0.00087459-0.00049431i,-0.0016516+0.00017802i,-0.0030113-0.0022337i,3.0473e-05+0.0014847i,-0.00073774-0.00052127i,-0.0014071+0.0015657i,-0.00051759+0.0014735i,-0.0016863-0.0016348i,0.00043918+0.00019531i,-0.0010333-0.00016176i,-0.00025135+0.00041464i,-0.0013782+0.00087503i,-0.00035275+0.00012578i,-0.0013034+0.004494i,0.0016989+0.001326i,-0.00050878+0.00089575i,-0.00080678-8.096e-06i,-0.00037291-0.00059294i,-0.00084871-0.0012601i,-0.0016468-0.00093531i,0.0010816-0.0012677i,0.0006867-0.00011875i,0.0013116+0.00020083i,0.00087728+0.00063181i,0.0010546-0.00072124i,-0.00157+0.0050953i,-0.00041649+0.0025331i,-0.00057944-0.00020718i,-0.00046013+0.0015168i,0.0031876-0.00029018i,-0.0012565+0.0010746i,-0.00071708+0.0012503i,-0.00090831-5.0495e-05i,-0.0022427+0.00040635i,-0.0083789-0.0061796i,-0.0081691-0.025699i,-0.0094794-0.031206i,-0.011718-0.01352i,-0.016613-0.026195i,-0.01503-0.013932i,-0.02984-0.0095373i,-0.047275-0.0060676i,-3.3826e-05-0.015464i,-0.0040255-0.017672i,0.0048056+0.008044i,0.00015653+0.0013608i,0.0052292-0.0009162i,0.0041099+0.0021147i,0.00068372-0.0019765i,-0.0077462+0.0027567i,0.0051007+0.0034453i,-0.002675-0.00057402i,-0.0016976-0.0029042i,-0.00022798-0.00010334i,0.00060692+0.0010352i,-0.0022581-0.0013412i,0.0016867-0.0036633i,-0.0038459+0.0035611i,0.0027061-0.005526i,-0.0036126-0.002128i,-0.0020354-0.001744i,-0.00025566+0.0014986i,0.00086303+0.0011386i,0.0012072+0.0017996i,-0.0015859-0.0046447i,0.0046606-0.00053447i,-0.00076778+0.00096469i,0.00054806-0.0034605i,0.0011302+0.0020513i,0.0046716+0.0040272i,-0.00043063+0.00071065i,0.00047835-0.0016591i,-0.00086638-0.00048176i,-0.0024962+0.005558i,0.00020731+0.00099556i,-0.0045211-0.0006308i,-0.00027556+0.0015889i,0.0018455+0.00065572i,0.0010202+0.00026963i,-0.0092416-0.029712i,0.019639-0.0014683i,0.0046777+0.0021867i,-0.0026586+0.016707i,0.0055693-0.0082793i,0.0016821+0.00066773i,-0.0040674+0.0075563i
-0.0038184-0.0097747i,-0.031869-0.0027651i,-0.022054+0.019405i,-0.0055535+0.01323i,0.0011821+0.011276i,-0.0016897+0.012526i,-0.01426+0.016168i,-0.030113+0.007586i,-0.022031+0.011142i,-0.0021462+0.0018737i,0.00055491-0.0011825i,-0.0014691+0.00092621i,-0.0034021-0.00093475i,0.00057766+0.0013683i,-0.00085305-5.446e-05i,-0.0011601+0.0013886i,0.00026562+0.0014335i,-0.0022913-0.0011856i,0.00060569-5.3333e-05i,-0.0014127+0.00016268i,-0.00010577+0.00041199i,-0.0008297+0.0012359i,-0.00050488+2.8378e-05i,-5.6904e-05+0.0044106i,0.0018546+0.00074403i,-0.00021941+0.0010036i,-0.00083305+0.00022167i,-0.00057447-0.00057671i,-0.0011761-0.00093426i,-0.0019044-8.1815e-05i,0.00061778-0.001196i,0.00045835-0.00052337i,0.0012489-0.0005396i,0.0012005-3.5556e-05i,0.00058411-0.00091137i,-0.00010202+0.0050216i,0.00052826+0.0024487i,-0.00051324+8.2853e-06i,0.0002297+0.0014885i,0.0034202-0.0013973i,-0.00085146+0.0014411i,-4.9918e-05+0.001456i,-0.0010215+0.000247i,-0.0019752+0.00084152i,-0.0085024-0.0061951i,-0.010998-0.024282i,-0.01202-0.029794i,-0.013739-0.012754i,-0.019943-0.024836i,-0.016729-0.012955i,-0.027995-0.0051006i,-0.045154+0.000678i,-0.00019253-0.016715i,-0.0065568-0.016671i,0.0074294+0.0083344i,0.00079825+0.0013952i,0.0045367-0.0014641i,0.0039633+0.0013536i,0.00039028-0.0016141i,-0.0057904+0.0062875i,0.005237+0.0017705i,-0.0020273+0.0014894i,-0.0024348-0.0025112i,-0.00031884-0.0006018i,0.00098785+0.00078915i,-0.0020223-0.0010311i,0.00018505-0.0038633i,-0.0014857+0.004504i,1.471e-05-0.0064245i,-0.0042425-0.0014079i,-0.0026348-0.00073043i,-4.8895e-05+0.0017528i,0.00052405+0.00082212i,0.0013594+0.0015485i,-0.004255-0.0033782i,0.0041891-0.0023063i,-0.00068446+0.0015509i,-0.0014836-0.0026802i,0.0015084+0.0012832i,0.0046384+0.0027291i,-0.00046457+0.0015032i,-0.001013-0.0011223i,-0.0008406+2.9403e-05i,4.6259e-05+0.0057974i,0.00046304+0.00023791i,-0.004621+0.00078752i,-0.00011758+0.0017372i,0.0029801+0.00039236i,0.0014637+0.00022607i,-0.013477-0.02752i,0.01629-0.0067349i,0.0035696+0.001328i,0.00060877+0.017566i,0.0034467-0.0086726i,0.0023366+0.00028596i,-0.0039562+0.0084019i
-0.0049178-0.0095165i,-0.031816+0.0021296i,-0.017784+0.022138i,-0.0029102+0.013363i,0.0025678+0.010718i,-0.00035759+0.011757i,-0.011746+0.018023i,-0.028098+0.01093i,-0.020274+0.014574i,-0.0016973+0.0020369i,-0.0001092-0.0016921i,-0.0011577+0.001569i,-0.0032687+0.00041061i,0.001019+0.0013284i,-0.0007959+0.00035801i,-0.0011294+0.0014371i,0.00086994+0.0012153i,-0.0027145-0.00053051i,0.00047676-0.00054435i,-0.0015579+0.00073382i,-5.918e-05+0.00044568i,-0.00030505+0.0013814i,-0.0007805+0.00023256i,0.00076949+0.0041527i,0.0018475+0.00019971i,0.00012008+0.0010758i,-0.00083165+0.00055098i,-0.00084977-0.00046366i,-0.0015081-0.0003759i,-0.0016036+0.00077691i,0.00043085-0.0010728i,5.5153e-05-0.00074266i,0.00077813-0.0010463i,0.001066-0.00075905i,0.00016322-0.0010606i,0.001188+0.0045856i,0.0013231+0.0020981i,-0.00042492+0.0001659i,0.00070857+0.0012299i,0.0030059-0.0027665i,-0.0004604+0.0015623i,0.00038968+0.0013099i,-0.0010098+0.00058741i,-0.0014945+0.0010487i,-0.0095872-0.0067279i,-0.012881-0.022873i,-0.014042-0.02801i,-0.015411-0.010933i,-0.02271-0.023084i,-0.018098-0.011332i,-0.025266-0.0019336i,-0.042785+0.0061793i,-0.00023391-0.017779i,-0.0081667-0.015661i,0.010627+0.0068183i,0.0011297+0.0011781i,0.0037181-0.0015423i,0.0037142+0.00064784i,0.00056022-0.0014453i,-0.00289+0.0085503i,0.0047947+0.00045707i,-0.00071506+0.003198i,-0.0027187-0.0015091i,-0.0008022-0.00070158i,0.0010733+0.00049022i,-0.0018961-0.00085255i,-0.00086587-0.003279i,0.00076919+0.004354i,-0.0026307-0.0060788i,-0.0046463-0.00060063i,-0.0028051+0.00038154i,0.00057771+0.0018462i,0.00012429+0.00055896i,0.0017931+0.0013718i,-0.0060828-0.00094132i,0.0026882-0.0035174i,-0.00020745+0.0019977i,-0.0027613-0.0010459i,0.0013625+0.00080485i,0.0046145+0.0019034i,0.00066754+0.0019765i,-0.001795-0.00013979i,-0.00086609-5.7385e-05i,0.0021618+0.0047428i,-2.7448e-05-0.00029212i,-0.0037966+0.0020936i,0.00055186+0.0020299i,0.0035924-3.5526e-05i,0.0017721+4.8174e-05i,-0.01694-0.025408i,0.011-0.010809i,0.0020589+0.00059494i,0.0043245+0.016789i,0.0011245-0.0084696i,0.0024956-0.00032437i,-0.0034991+0.0095446i
