-0.00061178-0.041367i,-0.00057719-0.046252i,-0.0072742-0.0479i,-0.030292-0.023731i,-0.022669+0.010473i,-0.036191-0.033811i,-0.062896-0.059041i,-0.018827-0.071274i,-0.024285-0.043726i,-0.00086437+0.016268i,-0.010545+0.013154i,-0.014384+0.013266i,0.0034899+0.013754i,-0.0028105-0.0021961i,0.001749+0.0058411i,-0.00016703+0.033818i,0.019474+0.056796i,0.0013196-0.00073584i,-0.0034477-0.0092848i,0.0075447+0.0042779i,0.0018012+0.0014229i,-0.0004806+0.003025i,1.0299e-06-0.00065062i,-0.037759-0.0094188i,-0.0023372-0.0076294i,-0.0012063+0.0044202i,0.0055441-0.0004057i,7.4855e-05+0.00024934i,0.00062273-0.00085273i,0.00050103-0.0022219i,-0.0013708-0.0059558i,-0.003189-0.0059784i,-0.00080181-0.007118i,0.0032925-0.00047247i,0.0033092-0.0017116i,-0.0022661+0.038622i,0.0066866-0.0037445i,0.0032506-0.00085564i,0.0054269-0.00034988i,-0.012451-0.0062435i,-0.0010552+0.00025527i,0.0097241-0.00028254i,0.0033404+0.0015327i,-0.0048295+0.0021007i,-8.9854e-05+0.010491i,-0.0056044+0.018358i,0.026747-0.081744i,0.00027964-0.054721i,-0.023026-0.043447i,-0.019394-0.037403i,0.063315-0.015732i,0.030848-0.057989i,0.038985-0.044252i,0.034234-0.051804i,0.019852-0.015886i,0.0076721+0.012146i,0.024283-0.033905i,-0.0083959-0.0054876i,0.0030424-0.0014219i,-0.0029465-0.0057983i,0.0054071-0.032125i,-0.025754+0.030429i,0.0088636-0.010212i,-0.012674-0.0026602i,-0.0046622-0.0016817i,0.00052141-0.01472i,-0.010632+0.0049749i,0.0032132+0.0069317i,-0.01489+0.030421i,0.0052464+0.0069377i,-0.0060346-0.0019429i,-0.0012116-0.0026015i,-0.011968-0.0078186i,0.00031615-0.0035435i,-0.036438+0.0057938i,0.0017649-0.012574i,-0.0093564-0.0029075i,-0.0071844-0.003341i,0.0063066+0.0021236i,-0.0091953+0.0020398i,-7.2584e-05+0.0017175i,0.0058394+0.010227i,0.0049741+0.00058263i,-0.0088311-0.010366i,0.0018056+0.0084455i,-0.020288+0.0052323i,0.0064872+0.0032107i,-0.027795-0.0089605i,-0.035986-0.0027316i,0.027322-0.077019i,0.014144-0.0093714i,-0.042319-0.028554i,-0.02443-0.0062694i,0.017091+0.012158i,-0.02704+0.010833i,-0.01159-0.010073i
0.0070446-0.0093229i,0.0017163-0.047528i,-0.028933-0.015917i,-0.011659+0.0026463i,-0.015015+0.014207i,-0.017662+0.013987i,-0.017999-0.0068247i,-0.012401-0.037407i,-0.014602-0.013835i,-0.0049224-0.004522i,0.0004328-0.00010787i,0.0017251-0.00052785i,0.0015479-0.00076026i,0.00045631-0.0012861i,4.8762e-05-0.00095748i,-0.0037273-0.0011725i,0.0029966-0.0023063i,0.0020921-0.0006754i,-0.00067632-0.0010246i,-2.8613e-05-0.0002661i,-0.00078269-0.00055201i,0.0016445-0.0011038i,-0.00083382-0.00091063i,-0.0025825-0.0026634i,-0.002097-0.00034271i,0.00053489-0.00023514i,0.00010533-0.00080363i,-0.00025752-0.00035711i,0.00032951-0.00025172i,0.0012562+0.00028629i,0.00050319+0.0026103i,-0.0017929+0.00015297i,3.1623e-05+0.00011383i,-0.00067463-0.00053523i,-0.0019216+0.00080392i,-0.0039214-0.00043919i,-0.0011189-0.00062435i,-3.3445e-05+0.00023949i,-0.00071447-0.00042927i,0.0019583+0.0035966i,-0.00060108-0.00081905i,-0.00076513-0.0015453i,0.00052723-0.00046756i,-0.00069701-0.005086i,0.0048649-0.0089077i,0.018316-0.011045i,0.017724-0.02685i,-0.011093-0.022034i,0.0033436-0.013512i,-0.018021-0.015202i,0.0025343-0.040289i,-0.00045394-0.036303i,0.013092-0.017524i,0.0040131-0.011431i,-0.0042816+0.0068913i,0.006216-0.0022137i,0.0044948+0.01251i,-0.0037483+0.0036701i,0.006302-0.00038923i,0.0064539-0.0034208i,-0.0040623-0.00055354i,0.0091552+0.0052166i,0.001055-0.00092055i,-0.002817-0.0036037i,-0.0023793+0.00058503i,0.0014994-0.0023012i,-0.0040698+0.005065i,0.0044668-0.004586i,-0.0039486+0.0065012i,0.0035272+0.0001186i,0.003968+0.00032316i,-0.0011579+0.00054064i,-0.0074565-0.002718i,-0.0018181+0.0018615i,-0.00059608+0.0022642i,0.00044283+0.0050764i,-0.0010687+0.0014127i,0.00056723+0.003275i,-0.0012942+0.00018183i,-0.0098357+0.0033172i,-0.00024814-0.00028742i,-0.0029349+0.0028667i,0.0010358+0.0019157i,0.0021253-0.0041811i,-0.00074436-0.0018973i,0.00064172-0.004036i,-0.0047235-0.001253i,0.0069507+0.00077749i,0.0033511-0.0010273i,0.010391-0.014997i,-0.0011799+0.033887i,0.012142+0.013342i,-0.010651+0.0072325i,0.00081273+0.0014516i,0.00091598-0.0018805i,-0.0040337+0.0061019i
0.0052691-0.01029i,-0.0069837-0.04678i,-0.030553-0.011072i,-0.011333+0.0042518i,-0.01191+0.015889i,-0.014588+0.015674i,-0.01923-0.0039419i,-0.018349-0.034792i,-0.017216-0.010489i,-0.0059084-0.0032209i,5.332e-05-0.00043692i,0.0012379-0.0010838i,0.0016225-0.0014481i,-0.00049143-0.001406i,-0.000311-0.00076725i,-0.0039004-0.00043378i,0.0014578-0.0032357i,0.0017135-0.0011877i,-0.00099938-0.00037315i,-0.00020548-0.0005291i,-0.00076167-0.00023431i,0.00087415-0.0015325i,-0.0010084-0.00059065i,-0.0032804-0.0019916i,-0.0020409+0.00024392i,0.00032648-0.00046973i,-0.00019687-0.00074871i,-0.00027586-0.00036824i,0.00036026-0.00042205i,0.0013185-0.00042541i,0.0015798+0.0022849i,-0.001536+0.0005902i,-6.1459e-05-1.1577e-05i,-0.00089433-0.00031607i,-0.001725+0.0015793i,-0.0039101+0.0003056i,-0.001456-0.00023598i,0.00026853+0.00011038i,-0.00080423-0.00026191i,0.0025966+0.0024368i,-0.00080378-0.00077822i,-0.0011901-0.0013008i,0.00041721-0.00080691i,-0.0017474-0.004903i,0.0026108-0.010045i,0.016363-0.013954i,0.013821-0.027446i,-0.011692-0.01788i,0.0032149-0.015376i,-0.015731-0.0099341i,-0.0067758-0.041893i,-0.0085359-0.039388i,0.0095163-0.021516i,0.0012797-0.0098327i,-0.0013082+0.0080552i,0.0039206-0.0034341i,0.0073873+0.0095779i,-0.0025446+0.0051681i,0.005492-0.0019796i,0.005695-0.0047147i,-0.0047531+0.0016388i,0.010523+0.0023614i,0.0015412-0.00094815i,-0.0032749-0.0025911i,-0.0014497+0.0013871i,0.0010283-0.0027346i,-0.0012785+0.0058383i,0.0018213-0.0062133i,-0.00072987+0.0068532i,0.0036335-0.0023111i,0.0034681-0.0013041i,-0.00093715+0.00099163i,-0.0076903+0.001337i,-0.0014441+0.0019965i,0.0006597+0.0033567i,0.0015205+0.0040244i,-0.00050729+0.0018668i,0.0014404+0.0031857i,-0.0015135+0.00088002i,-0.0079565+0.00634i,-0.00026943+0.00066261i,-0.0015722+0.0035958i,0.0014735+0.0011539i,-0.00014148-0.0051321i,-0.0011671-0.0014175i,-0.00052813-0.0045942i,-0.0044521+0.00052076i,0.0062945-0.0010444i,0.0031518-0.0014698i,0.0099636-0.016231i,0.0061674+0.032329i,0.011853+0.01i,-0.0094305+0.0099198i,0.0034596+0.0032039i,0.00099263-0.0017465i,-0.0039609+0.0065688i
0.003479-0.010998i,-0.014929-0.043908i,-0.031433-0.0063309i,-0.010863+0.0060275i,-0.008765+0.016582i,-0.011306+0.016748i,-0.019907-0.00066643i,-0.02354-0.031358i,-0.018377-0.0070915i,-0.0063689-0.0015326i,-0.00037451-0.00022788i,0.00057476-0.0012533i,0.0013466-0.0021774i,-0.0011395-0.00099519i,-0.00039866-0.00055456i,-0.0038031+0.00047909i,-7.593e-05-0.0031161i,0.0012937-0.0015569i,-0.0010039+0.00019115i,-0.00059518-0.00044128i,-0.00060837+2.1639e-05i,0.00023823-0.0015576i,-0.0010762-0.00029251i,-0.0039023-0.001079i,-0.0020201+0.00060081i,7.2102e-05-0.00049983i,-0.00038492-0.00053797i,-0.00030053-0.00030435i,0.00025095-0.00055691i,0.0011961-0.00092857i,0.002509+0.0012967i,-0.0012015+0.0010401i,-0.00034387+9.4726e-06i,-0.00097844-8.0633e-06i,-0.0010675+0.0020324i,-0.0039941+0.0010727i,-0.0014805+0.00032692i,0.00035334-0.00016308i,-0.0008033-0.00017628i,0.0025749+0.001394i,-0.0010926-0.00062195i,-0.0014529-0.00088328i,0.00017586-0.00092668i,-0.0026637-0.0042961i,-0.00014063-0.010795i,0.013835-0.016806i,0.010839-0.027535i,-0.010956-0.015235i,0.003004-0.018756i,-0.012446-0.0073685i,-0.016207-0.039866i,-0.017653-0.039305i,0.0051408-0.023712i,0.00082007-0.0082829i,0.0014091+0.0072424i,0.0018176-0.0035182i,0.0082421+0.0067445i,-0.00074442+0.0059628i,0.0049705-0.0030052i,0.003986-0.0065668i,-0.0041063+0.0035546i,0.010269-0.0011144i,0.0020097-0.001408i,-0.0031805-0.0016958i,-0.00065271+0.001521i,0.00051223-0.0031806i,0.0012693+0.0048159i,-0.00097098-0.0063615i,0.0021485+0.0059713i,0.0020428-0.0038743i,0.0022241-0.0023341i,-0.00054108+0.0011735i,-0.0057862+0.0043722i,-0.0011752+0.0020358i,0.0027332+0.0031866i,0.001805+0.0033812i,0.00034263+0.0017506i,0.002861+0.0026719i,-0.0011557+0.0014872i,-0.0054192+0.0081155i,0.00049689+0.00097569i,0.00011164+0.0037266i,0.0015113+0.00039664i,-0.0029-0.0049102i,-0.0014619-0.0013282i,-0.0019269-0.0045438i,-0.0035283+0.0014452i,0.0047921-0.0023086i,0.0031022-0.0020107i,0.0090476-0.018741i,0.012399+0.029223i,0.010724+0.0073861i,-0.0078181+0.011493i,0.0061342+0.0030785i,0.00070549-0.001673i,-0.0036264+0.0068589i
0.0014725-0.011479i,-0.021363-0.039376i,-0.031655-0.0012891i,-0.0098366+0.0076595i,-0.0058313+0.016565i,-0.0080554+0.016869i,-0.019609+0.0026175i,-0.028319-0.027166i,-0.018721-0.0041158i,-0.006349+0.00030814i,-0.00060545+0.00024814i,2.7273e-05-0.0011139i,0.00072002-0.0028086i,-0.0016031-0.0003872i,-0.00046739-0.00050216i,-0.003364+0.0014263i,-0.0011421-0.0022619i,0.0008346-0.0018172i,-0.00086997+0.00068415i,-0.00078303-2.6162e-05i,-0.00040038+8.1982e-05i,-0.00036005-0.0016458i,-0.0011305+0.00013696i,-0.0042016+0.00025015i,-0.0018941+0.0012805i,-0.00019356-0.00035916i,-0.00031519-0.00039122i,-0.00035375-0.00029935i,0.00019349-0.00046005i,0.00083805-0.0016266i,0.002756-2.7069e-05i,-0.00076453+0.0013874i,-0.00039312+0.00033949i,-0.00092877+0.00030149i,-0.0002085+0.0021576i,-0.0040101+0.0020606i,-0.0012382+0.00077655i,0.00026769-0.00038055i,-0.00091297+5.3209e-05i,0.0022926+0.00062649i,-0.0013592-0.00023767i,-0.0016818-0.00032725i,4.9898e-05-0.00087498i,-0.003436-0.0034497i,-0.0032295-0.010441i,0.010469-0.019394i,0.008345-0.028235i,-0.0097345-0.014137i,0.00085578-0.022372i,-0.0088947-0.0069729i,-0.023973-0.035536i,-0.026735-0.037013i,0.00045232-0.024242i,0.0015257-0.0079953i,0.0024981+0.0055125i,7.9585e-05-0.0026585i,0.0085321+0.0046529i,0.0010222+0.0056962i,0.0039529-0.0045486i,0.00098289-0.0071552i,-0.0027606+0.0051755i,0.0084354-0.0042253i,0.0021476-0.0023724i,-0.0030151-0.0010842i,-0.00010818+0.0014307i,-0.00030379-0.0035147i,0.002408+0.003347i,-0.0035819-0.0056403i,0.0046145+0.0041445i,0.00059173-0.0043975i,0.00099489-0.002571i,-0.0002037+0.0008535i,-0.0031531+0.0056583i,-0.0010823+0.0025724i,0.0042019+0.0016436i,0.002499+0.003107i,0.00083819+0.00092814i,0.0038096+0.0012307i,-0.0009958+0.0018295i,-0.0026588+0.0089463i,0.00062523+0.0003263i,0.0014965+0.0029194i,0.0013674+2.4491e-06i,-0.0051998-0.0032296i,-0.0018908-0.00090894i,-0.0032276-0.0036827i,-0.0028937+0.0019845i,0.0032189-0.0026669i,0.002339-0.002854i,0.0070613-0.021336i,0.018063+0.024645i,0.0092986+0.0053325i,-0.0064061+0.012494i,0.0087232+0.0014854i,0.00030161-0.00127i,-0.0032688+0.0065969i
-0.00046169-0.011544i,-0.02578-0.034439i,-0.030862+0.0034599i,-0.008611+0.0090956i,-0.0034509+0.015746i,-0.0053435+0.016486i,-0.018867+0.0053897i,-0.031777-0.021831i,-0.018512-0.0016281i,-0.0055967+0.0018569i,-0.00036148+0.00081097i,-0.00028571-0.00090883i,-0.00023899-0.0031716i,-0.0017219+0.00043099i,-0.00064777-0.00039712i,-0.0025156+0.0019891i,-0.0016748-0.0012418i,0.00036378-0.0020561i,-0.00031173+0.0012817i,-0.00069886+0.00038789i,-0.00026653-4.9804e-05i,-0.0012296-0.0013977i,-0.00086008+0.00047565i,-0.0040167+0.0017239i,-0.0012481+0.0020097i,-0.00028651-0.00020256i,-0.0002897-0.00039114i,-0.00039101-0.00024241i,0.00032877-0.00054771i,-1.3694e-05-0.0020292i,0.0023023-0.0011677i,-0.00020243+0.0014581i,-0.00016189+0.00053647i,-0.00090881+0.00064087i,0.00058515+0.0019143i,-0.0037124+0.003281i,-0.00099872+0.0010421i,7.1103e-05-0.00043893i,-0.0008763+0.00035518i,0.0017652+0.00030636i,-0.001412+0.00017709i,-0.0015079+0.00015162i,7.1111e-05-0.00075148i,-0.0038412-0.0022796i,-0.0054565-0.0088756i,0.0063951-0.020667i,0.0051605-0.029087i,-0.0090486-0.014555i,-0.0026044-0.025177i,-0.0061244-0.0089486i,-0.030428-0.029188i,-0.034975-0.031574i,-0.0038235-0.023145i,0.0024692-0.0089387i,0.0017326+0.0044574i,-0.00075389-0.0011496i,0.0086569+0.0028528i,0.0023224+0.0049797i,0.0016618-0.0050955i,-0.0019752-0.0065941i,-0.00072863+0.0063716i,0.0047961-0.0061574i,0.001269-0.0037227i,-0.0029783-0.00036049i,0.00027224+0.0012535i,-0.001368-0.0035506i,0.0034733+0.0019808i,-0.0056081-0.0037087i,0.0059274+0.0014047i,-0.00082513-0.0048594i,4.6337e-05-0.0025372i,-0.00043367+0.00074207i,-0.00034109+0.0057377i,-0.00034953+0.002912i,0.0046036-0.0006923i,0.0034546+0.0024659i,0.00046061+0.00020828i,0.0039166-0.00036961i,-0.00062519+0.0022333i,0.00020471+0.0089686i,4.2924e-05+0.00016128i,0.0022826+0.0015961i,0.0012801-0.00061467i,-0.006303-0.0005711i,-0.0018758+8.1634e-05i,-0.0038078-0.0025435i,-0.0022089+0.0025664i,0.0018432-0.0026202i,0.0008914-0.0029055i,0.0045981-0.023445i,0.022678+0.018802i,0.0080761+0.0044473i,-0.0053958+0.013256i,0.010799-0.0012987i,0.00013728-0.00074382i,-0.0035032+0.0059433i
-0.0022467-0.011304i,-0.029409-0.030099i,-0.029627+0.0081175i,-0.0070331+0.010322i,-0.0017191+0.014796i,-0.0028697+0.015775i,-0.017903+0.007968i,-0.0341-0.016726i,-0.018377+0.00027516i,-0.004542+0.0027546i,0.00041086+0.0010795i,-0.00050625-0.00075393i,-0.0013709-0.0030568i,-0.0013216+0.001302i,-0.00070179-6.6867e-05i,-0.0016447+0.0021406i,-0.0017114-3.8579e-05i,-0.00031643-0.0021472i,0.00060133+0.0012197i,-0.00044799+0.00049005i,-0.00038844-0.00018874i,-0.0017673-0.00053256i,-0.00053673+0.0005825i,-0.0032625+0.0030466i,-0.00035396+0.0020822i,-0.00019048-9.1092e-05i,-0.00036586-0.00054151i,-0.0003623-0.00025116i,0.00023217-0.00093394i,-0.00082472-0.0018854i,0.0015505-0.0017999i,0.0003081+0.0013387i,0.00010739+0.00047027i,-0.000602+0.0011014i,0.0010837+0.0012805i,-0.002906+0.0044123i,-0.00069386+0.0013673i,-0.00012174-0.00030949i,-0.00089269+0.00057109i,0.0015831+0.00043172i,-0.0012747+0.00047124i,-0.001491+0.00037494i,0.000195-0.00098874i,-0.0035674-0.0013403i,-0.0066287-0.0072564i,0.0027638-0.020488i,0.0019157-0.029017i,-0.0095866-0.015397i,-0.0073306-0.027124i,-0.006261-0.01215i,-0.033997-0.021145i,-0.040995-0.024051i,-0.0064713-0.020565i,0.0024364-0.011442i,0.0012185+0.0054237i,-0.00058112+0.00024366i,0.0082943+0.00089211i,0.0031648+0.0038926i,-0.00020586-0.0038451i,-0.0048041-0.0049455i,0.0017083+0.0062681i,0.00092967-0.0055874i,-0.00030233-0.0039664i,-0.0024551+0.00059357i,0.00033707+0.0010597i,-0.0023966-0.0031068i,0.0042931-0.00021923i,-0.0065391-0.0010486i,0.0059093-0.0013336i,-0.0027408-0.0043284i,-0.00087381-0.0023154i,-0.00036223+0.00087113i,0.0016261+0.0042228i,0.00041108+0.002616i,0.0033621-0.003285i,0.0039095+0.0015325i,-0.0002728+0.00028262i,0.0032768-0.001305i,-6.3324e-05+0.002629i,0.0030574+0.007875i,-0.00023455+0.00031922i,0.0019941+0.00013575i,0.00034139-0.0010067i,-0.0059871+0.002004i,-0.0011914+0.00053692i,-0.0038598-0.0015346i,-0.001209+0.0027076i,0.00035723-0.0014228i,3.0877e-05-0.0020006i,0.0012014-0.025968i,0.024937+0.011013i,0.0070725+0.0032951i,-0.0044123+0.014213i,0.010534-0.0054673i,0.00021657-0.00026637i,-0.004612+0.0059148i
-0.0039067-0.010889i,-0.032773-0.025803i,-0.02737+0.012742i,-0.0049735+0.011201i,-0.000489+0.014204i,-0.0006423+0.014624i,-0.016455+0.01036i,-0.035926-0.011266i,-0.018727+0.00198i,-0.003393+0.0034636i,0.0011951+0.00065628i,-0.00095871-0.0005281i,-0.0023217-0.0023814i,-0.00059541+0.001786i,-0.000641+8.0109e-05i,-0.00093109+0.0019563i,-0.001058+0.00081307i,-0.0009249-0.0020376i,0.0010384+0.00049948i,-0.00027684+0.00035904i,-0.00059978-4.4491e-05i,-0.0017131+0.00044733i,-0.000277+0.0004801i,-0.0020093+0.0040379i,0.00011841+0.0018552i,-0.00019678-0.00016471i,-0.0006296-0.00053648i,-0.00037816-0.00020994i,-0.00021018-0.0010496i,-0.0014464-0.0014537i,0.00065101-0.0020767i,0.00074702+0.0011146i,0.00029143+0.00038337i,-2.3024e-05+0.0012779i,0.001095+0.00067687i,-0.0014972+0.0051439i,-0.00020469+0.0016641i,-0.00014483-0.00030632i,-0.00074663+0.0010165i,0.0019519+0.00052059i,-0.0011554+0.00076593i,-0.0016715+0.00083308i,3.0883e-05-0.0012441i,-0.0032706-0.0007752i,-0.0069099-0.0063321i,0.00020761-0.020064i,-0.00099481-0.028484i,-0.010971-0.01591i,-0.012063-0.027486i,-0.0086177-0.01396i,-0.034256-0.013153i,-0.043727-0.014753i,-0.0067842-0.018235i,0.00053661-0.014017i,0.0019308+0.0067783i,0.00020274+0.00090877i,0.0077334-0.00058855i,0.003269+0.0026463i,-0.00017802-0.0025235i,-0.007225-0.001966i,0.0035803+0.0050887i,-0.0014509-0.0033067i,-0.001163-0.0033304i,-0.0013361+0.00089064i,0.00052602+0.0011564i,-0.0028795-0.002068i,0.0033804-0.0026675i,-0.0058069+0.0017772i,0.0049133-0.0040637i,-0.0036691-0.0027861i,-0.0018155-0.0017513i,-0.00039631+0.00096823i,0.0020218+0.002336i,0.0010541+0.0022816i,0.00073289-0.0046787i,0.0043451+0.00067373i,-0.00053676+0.00066346i,0.0025708-0.0027433i,0.00069964+0.0025842i,0.0048234+0.0058405i,-0.0004315+0.00058715i,0.0010982-0.00054444i,-0.00013474-0.00092019i,-0.0046546+0.004182i,-0.00086599+0.00048598i,-0.0038159-0.0007966i,-0.00050134+0.0023157i,0.00028192+0.00024548i,-0.00023573-0.0011598i,-0.0038242-0.027254i,0.024333+0.0036016i,0.0062557+0.0024095i,-0.0033039+0.015555i,0.0077808-0.008221i,0.00061807+0.00034644i,-0.0053769+0.0072086i
-0.0054634-0.010275i,-0.036111-0.021268i,-0.023894+0.016665i,-0.0027769+0.011401i,0.00084962+0.013717i,0.0010698+0.013113i,-0.014737+0.012299i,-0.03647-0.0054047i,-0.019139+0.0042586i,-0.002299+0.0038149i,0.0014882-0.00030523i,-0.0013068+0.00010605i,-0.0029662-0.0014099i,0.00031305+0.0018784i,-0.00074981+0.00033056i,-0.00046188+0.0016098i,-0.00025358+0.0010665i,-0.0015399-0.0018547i,0.0009203-2.2038e-05i,-0.00042827+0.00025776i,-0.00069822+0.00016768i,-0.0011679+0.0011315i,-0.00021866+0.00021473i,-0.00051827+0.004348i,0.00042642+0.0019665i,-0.00041216-0.00014947i,-0.00086986-0.0003297i,-0.00042386-0.00020198i,-0.0005782-0.00086569i,-0.0019496-0.00085229i,-0.00018712-0.0018731i,0.0010395+0.00059578i,0.00056157+0.00015562i,0.00055748+0.0010604i,0.0010627+0.00028515i,0.00011173+0.0051568i,0.00050429+0.0017949i,-0.00026955-0.00030611i,-0.00035212+0.0013444i,0.0025825+1.9331e-05i,-0.00093992+0.0010852i,-0.001432+0.0015876i,-0.00034355-0.0013822i,-0.0032901-0.00030849i,-0.0071534-0.005855i,-0.0020956-0.019987i,-0.0035004-0.028317i,-0.012792-0.016375i,-0.016434-0.026258i,-0.010928-0.013905i,-0.032396-0.0071146i,-0.043258-0.0067146i,-0.0068077-0.017566i,-0.0025427-0.015148i,0.0036382+0.0079182i,0.00081716+0.00096273i,0.0068508-0.0020917i,0.0029258+0.0018947i,-0.00011061-0.0021009i,-0.0077236+0.0024862i,0.0046971+0.0035092i,-0.0021308-0.00083483i,-0.0016118-0.0030126i,-0.00071607+0.00053039i,0.0010231+0.0010384i,-0.0027962-0.001264i,0.0015777-0.004036i,-0.0038761+0.0035572i,0.0026252-0.006231i,-0.003981-0.0016998i,-0.0022922-0.00080027i,-0.00029159+0.0011055i,0.0015122+0.0012118i,0.0012956+0.001874i,-0.0022819-0.0045509i,0.0047943-0.00071968i,-0.00062633+0.001074i,0.00045151-0.003601i,0.001562+0.002197i,0.0054144+0.0036472i,-0.0005845+0.00085691i,-5.491e-05-0.00072762i,-0.00074395-0.00056509i,-0.0024816+0.0056132i,-0.00019636+0.00042694i,-0.0044037+8.6531e-05i,-0.00043829+0.0022132i,0.0016863+0.0012594i,-6.43e-05-0.00068765i,-0.0087219-0.026402i,0.021877-0.0026278i,0.005245+0.0012832i,-0.0011345+0.017146i,0.005154-0.0093906i,0.0015177+0.00059667i,-0.0051848+0.0086076i
-0.006602-0.0096716i,-0.039291-0.015795i,-0.020128+0.019342i,-0.00086069+0.011207i,0.0023991+0.013265i,0.0022567+0.011589i,-0.013076+0.014164i,-0.035594-0.00015915i,-0.019308+0.0070929i,-0.0013083+0.0037767i,0.0012242-0.0012556i,-0.0011564+0.00073405i,-0.003061-0.00023213i,0.0010728+0.0015681i,-0.00060172+0.00072011i,-0.00032812+0.0012759i,0.00036797+0.0010349i,-0.002172-0.0014384i,0.00093621-0.00037378i,-0.00068781+0.00037959i,-0.00061865+0.00044882i,-0.0004204+0.0014313i,-0.0004+3.2296e-05i,0.00064167+0.0040111i,0.0009198+0.0020136i,-0.00055813+6.4031e-05i,-0.0010267+1.0474e-05i,-0.00050083-0.00015641i,-0.00080126-0.0006189i,-0.0022032+0.00012816i,-0.00072416-0.0013003i,0.00097496-2.9496e-05i,0.00056121-0.0003422i,0.00095367+0.00062066i,0.00087953-7.2427e-06i,0.0014321+0.0045709i,0.0011867+0.0014699i,-0.00039093-0.00015163i,0.00014352+0.0013577i,0.0029047-0.00092897i,-0.0006343+0.0012854i,-0.0006991+0.0019189i,-0.0007149-0.0013263i,-0.0029548+0.00036738i,-0.0076232-0.0061023i,-0.0045449-0.01943i,-0.0061904-0.027686i,-0.015566-0.016203i,-0.019763-0.024701i,-0.012572-0.0133i,-0.029746-0.0022307i,-0.041124-0.00049949i,-0.0070047-0.017406i,-0.0048544-0.014438i,0.0064435+0.0084788i,0.0012199+0.00068502i,0.0052923-0.0030056i,0.0028017+0.0016156i,-0.00027017-0.0016065i,-0.005751+0.0062542i,0.0047714+0.0017284i,-0.001763+0.0013013i,-0.0024086-0.0027249i,-0.00070975+2.8158e-05i,0.0013863+0.00058537i,-0.0024811-0.00083479i,-5.1157e-05-0.0041126i,-0.0017006+0.0042223i,-0.00037699-0.0068669i,-0.0043531-0.00086607i,-0.0023763+0.00015155i,-0.00029167+0.0014151i,0.0010135+0.00074987i,0.0016095+0.0015028i,-0.0048893-0.0030624i,0.0042715-0.0026241i,-0.00046256+0.0016711i,-0.0016446-0.0027817i,0.0021492+0.0013155i,0.0051155+0.0021925i,-0.00043027+0.001669i,-0.0010037-0.00013119i,-0.00084599+4.3205e-05i,0.00014393+0.005799i,-0.00020607-0.00018884i,-0.0042683+0.0014312i,1.8607e-05+0.0024529i,0.0031187+0.0011559i,0.00028627-0.00044413i,-0.012572-0.02439i,0.017994-0.0082354i,0.0038883+0.0006574i,0.0022305+0.017904i,0.0025445-0.0096811i,0.0023347+0.00023714i,-0.0046289+0.0097988i
-0.0079104-0.009362i,-0.041346-0.009171i,-0.016045+0.02157i,0.0011135+0.010695i,0.0041249+0.012469i,0.0030318+0.010077i,-0.010915+0.015868i,-0.034633+0.0041988i,-0.018472+0.010494i,-0.00060653+0.0036866i,0.000488-0.0019701i,-0.00088197+0.0013461i,-0.0026903+0.00088828i,0.0015388+0.0011938i,-0.00029675+0.0010252i,-0.00032674+0.0011581i,0.00087155+0.00084951i,-0.0026791-0.00070197i,0.00061472-0.00098894i,-0.00073875+0.00073193i,-0.0004642+0.00070106i,0.00019073+0.001303i,-0.00071739+0.00015697i,0.0012959+0.0036225i,0.0014932+0.0018054i,-0.00048783+0.00045517i,-0.0010233+0.00044037i,-0.00059964-6.1225e-05i,-0.001048-0.00027419i,-0.0017627+0.0011669i,-0.0007841-0.0007212i,0.0005763-0.00041471i,0.00016182-0.00063219i,0.0011894+8.5951e-05i,0.00078259-0.00028022i,0.0023972+0.0037419i,0.0016021+0.00095931i,-0.00041303+4.7578e-05i,0.0005939+0.0011793i,0.0025958-0.0021128i,-0.00036375+0.0014077i,-5.1192e-05+0.0019044i,-0.0011444-0.0012167i,-0.002436+0.00069249i,-0.0088628-0.006711i,-0.0063997-0.018975i,-0.0083016-0.026668i,-0.018248-0.014534i,-0.022435-0.023102i,-0.014019-0.012353i,-0.026165+0.00090528i,-0.03883+0.00453i,-0.0068552-0.017176i,-0.0061642-0.013674i,0.010064+0.0073517i,0.0011507+0.00034284i,0.0036098-0.0030604i,0.0027635+0.0011876i,-4.8426e-05-0.0014192i,-0.0028947+0.0085818i,0.0041363+0.00062214i,-0.00054776+0.0030576i,-0.0028481-0.0017816i,-0.0011378-1.6215e-05i,0.0013693+0.00017249i,-0.0022968-0.00054954i,-0.0011329-0.0033882i,0.00026871+0.0041101i,-0.0030659-0.0061147i,-0.0046775-0.00011862i,-0.0021909+0.0010462i,0.00026638+0.0017345i,0.00039699+0.00033278i,0.001924+0.0011753i,-0.0065175-0.00050072i,0.0026436-0.0038608i,0.00020742+0.0020758i,-0.0029816-0.00092472i,0.0018929+0.00050916i,0.0048094+0.0012874i,0.00064947+0.0020878i,-0.0013343+0.00082715i,-0.00053865+0.00022279i,0.0022264+0.0046032i,-0.00068159-0.00033622i,-0.0033289+0.0025634i,0.00091198+0.0025976i,0.0039639+0.00070586i,0.00064464-0.0004085i,-0.015623-0.022289i,0.01205-0.012494i,0.0023014+0.00014905i,0.0060543+0.01694i,-0.00013736-0.0090929i,0.0024985-0.00049476i,-0.0037875+0.010795i
