-0.008491-0.039508i,-0.013272-0.043722i,0.00082955-0.046233i,-0.027077-0.027827i,-0.01997+0.014366i,-0.032891-0.031166i,-0.061081-0.059199i,-0.023574-0.070961i,-0.044127-0.057627i,0.0022651+0.015143i,-0.0075608+0.010133i,-0.014147+0.012902i,0.0018794+0.016232i,-0.0037827-0.0032036i,0.00077599+0.0064545i,0.0017317+0.037619i,0.018673+0.059426i,0.0011052-0.0004384i,-0.0054292-0.0085893i,0.0070961+0.0044881i,0.0017864+0.00088955i,-0.001276+0.0035736i,2.5613e-06-0.0013371i,-0.033848-0.0083097i,-0.00233-0.0076336i,-2.4837e-05+0.0043838i,0.0045238+0.00023183i,0.00025503+0.00095439i,-4.8219e-05-0.00090422i,-0.00016662-0.0029602i,-0.00076011-0.0055115i,-0.0027567-0.0040105i,0.00010155-0.0078959i,0.0030479-0.001068i,0.0030086-0.0028651i,-0.0030135+0.035002i,0.0061858-0.0047442i,0.0030226-0.0020204i,0.0050726-0.00031822i,-0.010036+0.015707i,-0.00032292+0.00012929i,0.0080258+0.00020121i,0.0061363-0.00011731i,-0.0033428+0.0040188i,0.002935+0.0017599i,-0.0030534+0.0068825i,0.012783-0.088167i,-0.0077341-0.048872i,-0.025039-0.03935i,-0.020609-0.041235i,0.062189-0.018571i,0.026582-0.062344i,0.037693-0.04566i,0.02925-0.05762i,0.018584-0.015875i,0.0085227+0.0095405i,0.022408-0.032967i,-0.0069871-0.005561i,0.0020193-0.0034275i,-0.0043872-0.0059576i,0.00040671-0.031751i,-0.023739+0.030429i,0.0079738-0.01097i,-0.011338-0.0016471i,-0.0051764-0.001034i,-0.0014119-0.013807i,-0.010198+0.0044859i,0.0038014+0.0080462i,-0.0092739+0.029928i,0.0055673+0.0069611i,-0.0058833-0.0016079i,-0.0016859-0.0016312i,-0.012026-0.0062236i,0.00099858-0.0034425i,-0.041964+0.013212i,0.0019076-0.012244i,-0.0098345-0.0016368i,-0.0064818-0.00233i,0.0063579+0.0019272i,-0.0093137+0.0015605i,0.00086956+0.00072024i,0.0056799+0.0086942i,0.004461+0.00065946i,-0.008796-0.0093929i,0.0026434+0.0087655i,-0.017075+0.0075617i,0.006759+0.00312i,-0.029435-0.0084823i,-0.033939+0.0032912i,0.019564-0.081236i,0.011642-0.01006i,-0.044469-0.027702i,-0.023209-0.0035585i,0.018312+0.01232i,-0.026647+0.012169i,-0.012492-0.0087969i
0.011868-0.0086967i,-0.0097177-0.035339i,-0.028643-0.018063i,-0.013678-0.0007886i,-0.014105+0.013716i,-0.018514+0.0073876i,-0.020784-0.0062799i,-0.017462-0.029272i,-0.017887-0.012243i,-0.0014556-0.0037932i,0.00059902-4.9306e-05i,0.0015729-0.00086775i,0.0020427-0.00023365i,0.00076429-0.00058791i,0.00079455-0.00026438i,-0.0032148-0.0021001i,0.0022711-0.0021382i,0.002658-0.00076943i,0.00013847-0.0011698i,0.00021664-0.00055086i,-0.0010458-0.00050492i,0.0016971-0.0012505i,-0.00081443-0.0010081i,-0.0023757-0.0018245i,-0.0016166-0.0012772i,-9.8585e-05-0.0011647i,-5.38e-05-0.001229i,1.1597e-06-0.00020438i,0.00078478-0.00016448i,0.0010676+0.00022835i,-0.0013109+0.0015269i,-0.00098098+0.00049191i,-0.00062386+0.0002547i,-0.00033972-0.00029702i,-0.0014474+0.0023972i,-0.0031181-0.00096424i,-0.00041054-0.0022094i,0.00029907+0.00037872i,-0.0009202-0.00036484i,0.003234+0.0053932i,-0.00056177-0.00052864i,-0.00069415-0.00076172i,-0.0012408-0.0003146i,-0.00060974-0.0032947i,0.0025051-0.012143i,0.016988-0.019342i,0.015926-0.034286i,-0.0074629-0.018752i,0.0027119-0.016758i,-0.020335-0.02146i,0.0049115-0.038603i,-0.0034912-0.037488i,0.013992-0.013863i,0.0059684-0.012978i,-0.004261+0.0084546i,0.0053738-0.0008448i,0.0051895+0.011053i,-0.0033436+0.00333i,0.0053752+2.8585e-05i,0.0085331-0.0033962i,-0.003468-0.00037968i,0.009432+0.004997i,0.0014628-0.00092037i,-0.0023121-0.0027736i,-0.0022125+0.00076334i,0.0013929-0.0021458i,-0.0039386+0.0047312i,0.0041351-0.0035195i,-0.0028276+0.0046974i,0.0040136+0.0001932i,0.0039402+0.001798i,-0.0013028+0.00052464i,-0.0067502-0.0027683i,-0.0018048+0.0018923i,-0.0010479+0.0020948i,0.00023733+0.00496i,-0.0018152+0.0017477i,0.000599+0.0032243i,-0.0013929+3.2233e-05i,-0.0099283+0.0036246i,-0.0012384-0.00010755i,-0.0043933+0.0035373i,0.00071822+0.00089647i,0.0017038-0.0043734i,-0.0013995-0.0019432i,0.0022899-0.0043234i,-0.0036901-0.00083298i,0.0059463+0.00011782i,0.0025052+0.00077781i,0.01438-0.017663i,-0.0014387+0.030594i,0.010793+0.013203i,-0.0099249+0.0057342i,0.0012994+0.0010761i,0.0011954-0.0016641i,-0.0041226+0.0063326i
0.0098419-0.01056i,-0.015644-0.03301i,-0.030739-0.01333i,-0.014207+0.00089435i,-0.010806+0.015215i,-0.016702+0.0095465i,-0.021618-0.0031477i,-0.02222-0.025908i,-0.01989-0.0087433i,-0.0018646-0.0034066i,0.00024446-0.00050562i,0.00099412-0.0014497i,0.0023786-0.0012175i,4.3129e-06-0.0010995i,0.00057403-0.0002733i,-0.00364-0.0015051i,0.0015285-0.0033434i,0.002071-0.0013639i,-0.00035025-0.00097831i,-1.8752e-05-0.00082044i,-0.00095984-6.4083e-05i,0.00093494-0.0016564i,-0.00097171-0.00064593i,-0.0027106-0.001215i,-0.0019347-0.00040965i,-0.0005527-0.0010909i,-0.00046763-0.0011867i,0.00010022-0.00026476i,0.00086743-0.00042975i,0.0011189-0.00033253i,-0.00064991+0.0020408i,-0.00065749+0.00067338i,-0.00065132+0.00041218i,-0.00051394-0.00020738i,-0.00065677+0.0029955i,-0.0033421-0.00036968i,-0.0013449-0.0017517i,0.00053562+7.9237e-05i,-0.0010944-0.00024211i,0.0041417+0.0037747i,-0.00061219-0.00060142i,-0.00091255-0.0005173i,-0.0011347-0.00034185i,-0.0015452-0.0031154i,9.0706e-05-0.012316i,0.014566-0.022112i,0.01122-0.034844i,-0.0081137-0.016183i,0.0017961-0.018056i,-0.019335-0.015387i,-0.0039287-0.040559i,-0.01104-0.04052i,0.010178-0.017302i,0.0034867-0.011745i,-0.0010422+0.0092691i,0.0037705-0.0021555i,0.0074398+0.0079089i,-0.0025979+0.004796i,0.0047184-0.0012359i,0.0071767-0.0056899i,-0.004207+0.0015805i,0.010618+0.0019206i,0.0019104-0.00105i,-0.002509-0.0018898i,-0.0011524+0.0013648i,0.00095901-0.0024791i,-0.0013356+0.005321i,0.0022542-0.0052085i,-0.00081468+0.0053223i,0.0040458-0.0024141i,0.0041857-7.3049e-05i,-0.0011285+0.00093208i,-0.0067732+0.00090642i,-0.0013936+0.0019395i,0.00016524+0.0037032i,0.0012931+0.0039768i,-0.0010114+0.0022868i,0.0015719+0.0030636i,-0.0016124+0.0008175i,-0.0078655+0.0067148i,-0.0010913+0.00095169i,-0.0025602+0.0055889i,0.00076763+0.00034924i,-0.00053701-0.0049597i,-0.0015967-0.0010672i,0.00099263-0.0052846i,-0.0034939+0.00053966i,0.0049457-0.0013849i,0.0028469+0.00038746i,0.013201-0.019448i,0.0051105+0.029239i,0.010574+0.0099461i,-0.0094749+0.0079186i,0.0036591+0.0027703i,0.0012349-0.0015755i,-0.0036747+0.0070452i
0.0075619-0.011929i,-0.020845-0.029426i,-0.032089-0.0085193i,-0.014541+0.0030908i,-0.0075608+0.015606i,-0.014564+0.01141i,-0.022001+0.00022133i,-0.026145-0.021899i,-0.020661-0.0056351i,-0.0026388-0.0024277i,-0.00020578-0.00042363i,0.00016731-0.0016077i,0.002104-0.0020613i,-0.00068513-0.0008561i,0.00058343-0.00035462i,-0.0038323-0.00068017i,-0.00016964-0.0037264i,0.0014776-0.0016028i,-0.00070485-0.00069067i,-0.00039424-0.00079051i,-0.00070964+0.00021743i,0.00027148-0.0016919i,-0.00099508-0.00033969i,-0.002936-0.00049985i,-0.0019087+8.5047e-05i,-0.00092688-0.00080797i,-0.00071209-0.00067234i,0.00016347-0.00040869i,0.00076096-0.00067595i,0.001093-0.00080498i,0.00037839+0.0021062i,-0.00035247+0.00078792i,-0.00068082+0.00071246i,-0.00061635-4.7292e-05i,0.00061774+0.0029869i,-0.0036699+0.0004546i,-0.001837-0.0010413i,0.00057317-0.00045242i,-0.0010575-0.00016113i,0.0044055+0.0022304i,-0.00087573-0.00062147i,-0.0010018-0.00018973i,-0.0011546-0.00025159i,-0.0021157-0.0024874i,-0.0026223-0.012127i,0.011335-0.024931i,0.0073036-0.034643i,-0.0082237-0.014469i,0.0010149-0.020429i,-0.016931-0.011794i,-0.012994-0.038978i,-0.020208-0.040703i,0.0062388-0.018863i,0.00262-0.010856i,0.0015962+0.0085423i,0.0021261-0.0026i,0.0075055+0.0050754i,-0.0011253+0.0059988i,0.0044306-0.0019124i,0.0045496-0.0079069i,-0.0037274+0.0035315i,0.010395-0.0015468i,0.0022515-0.0017224i,-0.0021678-0.0011271i,-0.00046887+0.0012711i,0.00046465-0.0029049i,0.0012148+0.0043662i,-3.5515e-05-0.0059573i,0.0020399+0.0051998i,0.0022078-0.0041762i,0.00326-0.0015656i,-0.00075136+0.0012079i,-0.0052518+0.0032099i,-0.0013236+0.0019781i,0.0023938+0.0038093i,0.0015165+0.0033488i,0.00012721+0.002355i,0.0026149+0.0025451i,-0.0012692+0.0014516i,-0.0052709+0.0082753i,-4.7539e-05+0.0014878i,-0.00025887+0.0066532i,0.00063421-0.00011261i,-0.0028284-0.0045925i,-0.0016496-0.00087679i,-0.0005897-0.0058551i,-0.0024793+0.0013149i,0.0035759-0.0022372i,0.0031206-5.9297e-05i,0.011671-0.022025i,0.010554+0.026603i,0.009411+0.0074832i,-0.0085755+0.0095642i,0.0061828+0.0026234i,0.00084556-0.0014788i,-0.0029407+0.0071844i
0.0050231-0.012962i,-0.024747-0.024832i,-0.032702-0.0031889i,-0.014072+0.0053371i,-0.0047197+0.01513i,-0.012093+0.012555i,-0.021555+0.0035518i,-0.029469-0.017334i,-0.02117-0.0028944i,-0.0031766-0.0012403i,-0.00049496-9.0732e-05i,-0.00048089-0.0012392i,0.001499-0.0028357i,-0.001087-0.00042034i,0.0005139-0.00060797i,-0.0036652+0.00030682i,-0.0017288-0.0033643i,0.00095569-0.0016104i,-0.0010391-0.00022328i,-0.00064625-0.00051359i,-0.0004849+0.00035341i,-0.00034764-0.0016837i,-0.0010145+4.1526e-05i,-0.0029448+0.0004377i,-0.0019227+0.00076281i,-0.0012161-0.00037543i,-0.00070255-0.00051376i,-1.7265e-06-0.00060291i,0.00069386-0.00073746i,0.00084518-0.001404i,0.0010853+0.0016025i,-6.8801e-05+0.00077509i,-0.00043749+0.0010743i,-0.00068235+0.0002035i,0.0019309+0.0024317i,-0.0038301+0.0015037i,-0.0021046-0.00029074i,0.00035254-0.00078851i,-0.0011465+0.00015964i,0.0043231+0.00094498i,-0.001189-0.00047989i,-0.0010911+0.00029531i,-0.0010331-0.00012132i,-0.0024963-0.0017288i,-0.0052213-0.011172i,0.0072711-0.02729i,0.0039431-0.034772i,-0.0079241-0.013595i,-0.0011196-0.023052i,-0.013967-0.010264i,-0.020622-0.035244i,-0.029521-0.038193i,0.0027404-0.018799i,0.0027944-0.010981i,0.002798+0.0069708i,0.00047219-0.0022606i,0.0073979+0.0033447i,0.00079312+0.0061682i,0.0037766-0.0032587i,0.00066424-0.0083432i,-0.0025596+0.0053956i,0.0084588-0.0049442i,0.0024037-0.0028815i,-0.0016157-0.00070811i,-0.00012693+0.0011835i,-0.00017857-0.0031004i,0.0025548+0.0028688i,-0.0024942-0.0055616i,0.0041219+0.0031389i,0.00068361-0.0046016i,0.0020928-0.002434i,-0.00034857+0.00093061i,-0.0031639+0.0045139i,-0.0012147+0.0026543i,0.0039113+0.0024545i,0.0022475+0.0030787i,0.00089571+0.0015261i,0.0033578+0.0013725i,-0.0010319+0.0017955i,-0.0026945+0.0088529i,0.00054248+0.00090759i,0.0024791+0.0048282i,0.0005188-0.0001738i,-0.0050292-0.0031399i,-0.0020717-0.00034114i,-0.0024002-0.0054277i,-0.0017814+0.00162i,0.002143-0.0021953i,0.0029474-0.001026i,0.0090983-0.024827i,0.015771+0.022999i,0.0079393+0.0056175i,-0.0077683+0.010828i,0.008309+0.001353i,0.00058415-0.001029i,-0.0023293+0.0067715i
0.0024516-0.01336i,-0.027232-0.020028i,-0.032196+0.0018495i,-0.013218+0.0074689i,-0.0026159+0.013935i,-0.0099066+0.013276i,-0.020764+0.0063542i,-0.031485-0.011964i,-0.021504-0.0005636i,-0.0035478-0.00016166i,-0.00037965+0.00041792i,-0.00072089-0.00085518i,0.00049979-0.0035308i,-0.0013371+0.00012237i,0.00025943-0.00079599i,-0.0031197+0.0010705i,-0.0031965-0.0025515i,0.00065313-0.0017647i,-0.0008587+0.0005498i,-0.00070749-0.00024339i,-0.00022867+0.00031761i,-0.0011332-0.0014598i,-0.00074405+0.00033881i,-0.0024704+0.0013074i,-0.0014408+0.0016933i,-0.0012282+6.9963e-05i,-0.0007162-0.00028748i,-0.00014588-0.00053014i,0.00073024-0.0010173i,0.000192-0.0018138i,0.0014138+0.0010927i,0.00021128+0.00065613i,7.0143e-05+0.0011784i,-0.00066214+0.00056725i,0.0027923+0.0011957i,-0.0036539+0.0027373i,-0.0021643+0.00048284i,-3.262e-05-0.00082947i,-0.0010469+0.00059044i,0.0038206+7.9371e-05i,-0.0014132-0.00021699i,-0.00067758+0.0006082i,-0.00079684+0.00011485i,-0.0025692-0.00087144i,-0.0070704-0.0092818i,0.0023156-0.028465i,-0.00012735-0.034694i,-0.008002-0.013655i,-0.0042562-0.02539i,-0.011345-0.011023i,-0.026881-0.029497i,-0.038038-0.032447i,-0.00036223-0.017891i,0.0030951-0.012254i,0.0019248+0.0058674i,-0.00067551-0.001134i,0.0071473+0.0017433i,0.0024379+0.0056052i,0.0020343-0.003857i,-0.0028309-0.0072561i,-0.00038192+0.0066868i,0.0048109-0.0069039i,0.0013879-0.0043475i,-0.0015109-0.00049863i,0.00018171+0.0010437i,-0.0009437-0.0031486i,0.0033724+0.001393i,-0.0045962-0.004174i,0.0051125+0.0010703i,-0.00081259-0.0050464i,0.0009007-0.0027188i,-0.00063092+0.00078592i,-0.00070938+0.004687i,-0.00045174+0.0029896i,0.0049822+0.00058067i,0.0031401+0.0022091i,0.00071693+0.00056953i,0.0036017+3.7145e-05i,-0.00068015+0.0020861i,-0.00013522+0.0089095i,0.00023077+0.00051118i,0.0036691+0.0017518i,0.00068081-0.00029387i,-0.0060358-0.00051836i,-0.0017623+0.0007906i,-0.0036692-0.0043469i,-0.0012746+0.0018674i,0.0010468-0.0018762i,0.0019088-0.0016026i,0.0061215-0.027172i,0.020171+0.017765i,0.0067214+0.0048632i,-0.0069582+0.01206i,0.010463-0.0010061i,0.00048627-0.00062369i,-0.0024139+0.0059282i
0.00014314-0.013184i,-0.029008-0.015606i,-0.031237+0.0069156i,-0.011919+0.0094371i,-0.0012387+0.012732i,-0.0076259+0.013752i,-0.019756+0.0090908i,-0.032451-0.0069336i,-0.022069+0.0015927i,-0.0034069+0.00048613i,0.00022306+0.00066732i,-0.00078917-0.00064263i,-0.00079443-0.0037013i,-0.0011818+0.00099105i,3.4053e-05-0.00072413i,-0.0024722+0.0013746i,-0.0045003+0.00038571i,0.00016615-0.0020006i,-0.00018936+0.00087676i,-0.00068118-0.00010005i,-0.00018558+0.00017497i,-0.0016466-0.00070446i,-0.0005088+0.00037923i,-0.0019466+0.0017511i,-0.00041692+0.0020698i,-0.0010088+0.00047798i,-0.00069647-0.0002209i,-0.00015398-0.0005916i,0.00037061-0.0014904i,-0.00049543-0.0018156i,0.0015349+0.00064852i,0.00043594+0.00045966i,0.0005682+0.0010133i,-0.00027117+0.00096487i,0.002826-0.00060128i,-0.0030874+0.0038438i,-0.0018464+0.0012706i,-0.00034515-0.0005936i,-0.001048+0.0010663i,0.0034552-0.00040222i,-0.0016259+0.00016631i,-0.00058814+0.00053885i,-0.0007046-4.8065e-05i,-0.0021771-0.00016488i,-0.0077722-0.007413i,-0.0023409-0.027878i,-0.0039193-0.033514i,-0.0089195-0.013849i,-0.008578-0.026959i,-0.011201-0.013088i,-0.030455-0.022154i,-0.044207-0.024325i,-0.0017177-0.015934i,0.0023931-0.014714i,0.0011616+0.005735i,-0.00080663+0.00026966i,0.0062534+0.00039311i,0.0035483+0.0045815i,0.00059332-0.0029688i,-0.0057203-0.0048427i,0.0023221+0.0064827i,0.001144-0.0063854i,-0.00014452-0.0047048i,-0.0011822+1.5824e-05i,0.00015284+0.00086471i,-0.0017944-0.0029054i,0.003929-0.00029939i,-0.005945-0.0017457i,0.0054828-0.00075696i,-0.0029738-0.0044246i,-5.9997e-05-0.0027208i,-0.0006571+0.0010359i,0.00089864+0.0035206i,0.00029068+0.0026764i,0.0039568-0.0036705i,0.0027718+0.0014885i,-2.8473e-05+0.0003766i,0.0032315-0.0011109i,-0.00022923+0.0023832i,0.0025252+0.0077128i,-0.00012708+0.00049702i,0.0033721-0.00011527i,0.0002598-0.00063221i,-0.0057359+0.0019336i,-0.0008134+0.0012138i,-0.0042484-0.0033968i,-0.00042458+0.0018508i,0.00020512-0.00068952i,0.0013414-0.0011174i,0.0023812-0.029822i,0.022214+0.010476i,0.0058416+0.0040224i,-0.0060102+0.013268i,0.0099232-0.005216i,0.00048127-0.00022254i,-0.0034054+0.0057268i
-0.0020651-0.01271i,-0.030273-0.011471i,-0.02912+0.012013i,-0.010175+0.011181i,-0.00048279+0.011917i,-0.0053541+0.013693i,-0.018235+0.011767i,-0.032884-0.0016774i,-0.022867+0.0040741i,-0.0029345+0.0011217i,0.00088064+0.00027646i,-0.0012279-0.00049211i,-0.0020472-0.0031209i,-0.00053975+0.0014456i,-0.00018968-0.00077057i,-0.0018788+0.0015385i,-0.0022315+0.0026446i,-0.00030706-0.0021741i,0.00033216+0.00056319i,-0.00071097-0.0001421i,-0.00030754+0.00022219i,-0.0017472+0.00020122i,-0.00037135+0.00027053i,-0.0015846+0.0021779i,0.00025903+0.0017089i,-0.00070468+0.00066666i,-0.00072161-0.00010995i,-0.00026172-0.00063819i,-0.00028288-0.001534i,-0.0011688-0.0015402i,0.0016023+0.00018875i,0.00056475+0.00022373i,0.00096351+0.00074671i,0.00023448+0.0009468i,0.0016905-0.0017163i,-0.0019095+0.0047409i,-0.0012795+0.0019065i,-0.00048521-0.00047817i,-0.00047853+0.0019611i,0.0036015-0.00092544i,-0.0016783+0.00071926i,-0.00071659+0.00078329i,-0.00093992-0.00018119i,-0.0017383+0.0001274i,-0.007807-0.0062059i,-0.0059002-0.02665i,-0.0069071-0.031929i,-0.010335-0.013738i,-0.012764-0.027i,-0.013026-0.01432i,-0.031098-0.014844i,-0.047126-0.01469i,-0.0010757-0.0145i,-0.00023912-0.017166i,0.0027009+0.0058046i,-0.00018896+0.0011151i,0.0055814-4.4857e-05i,0.004099+0.0033635i,0.00073819-0.0021443i,-0.0074627-0.0013602i,0.0043526+0.0047909i,-0.0026784-0.0033341i,-0.0016559-0.0057182i,-0.00040535+5.711e-05i,0.00025866+0.0010276i,-0.0022656-0.0021575i,0.0032664-0.0023944i,-0.0057235+0.0010906i,0.0054315-0.0042557i,-0.0039082-0.0028333i,-0.0010372-0.002475i,-0.00051654+0.0013426i,0.0011891+0.0021093i,0.00089698+0.0024048i,0.00058594-0.0039901i,0.0042588+0.0012107i,-0.00045987+0.00064198i,0.002433-0.0025841i,0.00045627+0.0023359i,0.0041649+0.0058436i,-0.00028942+0.00084043i,0.0020843-0.001422i,-0.00012563-0.00073397i,-0.00436+0.0037573i,-0.00043287+0.00095468i,-0.0047886-0.0027981i,8.1967e-05+0.0013026i,0.00022736+0.00013912i,0.0011059-0.00063622i,-0.0029338-0.031094i,0.021536+0.0039623i,0.0052771+0.0033476i,-0.0050687+0.014936i,0.0082382-0.0064605i,0.00072782+0.00032719i,-0.0040515+0.006541i
-0.0040551-0.011978i,-0.031235-0.0073326i,-0.025761+0.016346i,-0.0079167+0.012493i,0.00020641+0.011405i,-0.003295+0.01314i,-0.016307+0.014021i,-0.031924+0.003461i,-0.023313+0.0075804i,-0.0024655+0.0016369i,0.0010422-0.00056747i,-0.0016346+0.00024982i,-0.0028603-0.0022867i,0.0001708+0.0015604i,-0.00058906-0.00059298i,-0.0014628+0.0015331i,-0.00020627+0.0027132i,-0.0010594-0.0022322i,0.00050191+0.00027881i,-0.0009597-7.2864e-05i,-0.00029493+0.00035938i,-0.0014179+0.00090334i,-0.00037462+8.6361e-05i,-0.0010308+0.0027141i,0.00053594+0.0016144i,-0.000508+0.00078208i,-0.00077434+4.723e-06i,-0.00043849-0.00060947i,-0.00072963-0.0012889i,-0.0017173-0.00098903i,0.0014407-0.00020616i,0.00062041-0.00011225i,0.0013131+0.00020249i,0.00068015+0.00064887i,0.00059281-0.0020523i,-0.0003281+0.0048492i,-0.00037524+0.0023965i,-0.00059981-0.00027868i,0.00069214+0.001953i,0.0038009-0.0018855i,-0.0014097+0.0012609i,-0.00044934+0.0012371i,-0.0012131+9.0425e-05i,-0.0015807+0.00017214i,-0.0077045-0.0057125i,-0.0087823-0.025493i,-0.0091662-0.030946i,-0.011783-0.013416i,-0.016821-0.026066i,-0.015095-0.013984i,-0.029721-0.0092875i,-0.046669-0.0062753i,-0.00028693-0.014844i,-0.0037311-0.018009i,0.0038408+0.0063895i,0.00047192+0.0013502i,0.0054539-0.00066075i,0.0041726+0.0021022i,0.00066378-0.002048i,-0.0074286+0.0028329i,0.0054437+0.002884i,-0.0022917-0.00063918i,-0.0043793-0.0015317i,-0.00010411-0.00037872i,0.0006772+0.0010006i,-0.002295-0.0014133i,0.0017373-0.0036436i,-0.0041212+0.0032664i,0.0032211-0.0067745i,-0.0041338-0.0016706i,-0.0019929-0.0018416i,-0.00015629+0.0014857i,0.0008977+0.0013098i,0.0011313+0.0020201i,-0.001491-0.0038207i,0.0049016-0.00052715i,-0.00069999+0.00090598i,0.00044202-0.0034865i,0.0011704+0.0018875i,0.0048661+0.0039048i,-0.00047954+0.00097875i,0.00063931-0.0020495i,-0.0007051-0.00035381i,-0.0027253+0.0049668i,0.00023152+0.0007511i,-0.0063112-0.00074953i,-0.00014361+0.0010749i,0.00059771+0.0013183i,0.0012824-0.00043923i,-0.00817-0.030661i,0.019768-0.0016539i,0.0046049+0.0021966i,-0.002947+0.016788i,0.0058756-0.0078473i,0.0015971+0.00063947i,-0.0040311+0.007452i
-0.0054906-0.01107i,-0.03192-0.0028401i,-0.022128+0.019418i,-0.0055889+0.013233i,0.0012704+0.011186i,-0.0017096+0.012434i,-0.014305+0.016106i,-0.029855+0.0077273i,-0.022596+0.011784i,-0.0018542+0.0019382i,0.00067368-0.0012977i,-0.0014589+0.00099444i,-0.0032915-0.0011276i,0.00070543+0.0014183i,-0.00076398-0.00019346i,-0.0011583+0.0014063i,0.0012064+0.0020848i,-0.001614-0.0018865i,0.00076553-2.8848e-05i,-0.0012432+0.00026664i,-0.00018415+0.00038692i,-0.00083011+0.0014518i,-0.00051525-1.77e-05i,-0.00033005+0.0029014i,0.00088234+0.0014103i,-0.00029564+0.000911i,-0.00077136+0.00020023i,-0.00066312-0.00054514i,-0.0010729-0.00094943i,-0.0020299-0.00014294i,0.0012814-0.00035841i,0.00044364-0.00048381i,0.0013035-0.00052974i,0.00096406+0.00012231i,-0.00051253-0.0016694i,0.00098382+0.0044008i,0.00066927+0.002444i,-0.00056645-5.6421e-05i,0.001368+0.0013361i,0.0034696-0.0030601i,-0.0008944+0.001689i,0.00017803+0.0013029i,-0.0013185+0.00046197i,-0.0014008+0.00047173i,-0.0077127-0.0057464i,-0.011385-0.024015i,-0.011544-0.029652i,-0.013825-0.012626i,-0.020223-0.024844i,-0.016733-0.012954i,-0.027748-0.0048239i,-0.044923+0.00020474i,-0.00041122-0.015933i,-0.0063553-0.017109i,0.0057779+0.0067918i,0.0010701+0.0012413i,0.0048384-0.0014293i,0.0037992+0.001359i,0.00035799-0.0017107i,-0.0055472+0.0060837i,0.005796+0.0013045i,-0.0017478+0.0011829i,-0.0028756-0.0013419i,-0.00038627-0.00094117i,0.001064+0.00066347i,-0.0020485-0.0010535i,0.00021541-0.0038908i,-0.0018518+0.0043723i,0.0008953-0.0079031i,-0.0045827-0.00077083i,-0.0026083-0.00085189i,-8.1332e-05+0.0016812i,0.00061129+0.00084553i,0.0013322+0.0017516i,-0.0039932-0.0029232i,0.004355-0.0023618i,-0.00068339+0.0015135i,-0.0015043-0.00279i,0.0015143+0.0011569i,0.0047772+0.0026302i,-0.00055587+0.0018233i,-0.0012756-0.0012487i,-0.00060123+4.1735e-05i,-0.00051339+0.0054341i,0.00033566+8.7198e-05i,-0.0059737+0.0014936i,-0.00012684+0.0011971i,0.0019906+0.0018207i,0.0015406-0.00052076i,-0.012606-0.028983i,0.015955-0.0069163i,0.0035498+0.0014173i,0.00037768+0.017731i,0.0034922-0.0084192i,0.0022476+0.00035534i,-0.003942+0.008313i
-0.0068535-0.010346i,-0.031938+0.002092i,-0.017941+0.022119i,-0.0028982+0.013349i,0.0025922+0.010649i,-0.00037994+0.011653i,-0.011701+0.017975i,-0.027798+0.010944i,-0.020241+0.015456i,-0.001431+0.002134i,-5.5757e-05-0.0018072i,-0.0011509+0.001647i,-0.0032292+0.0002628i,0.0011288+0.0013651i,-0.00079778+0.00021732i,-0.001019+0.0014547i,0.0018328+0.0011508i,-0.0024026-0.0013306i,0.00067668-0.00061702i,-0.0013289+0.00070913i,-0.00015179+0.00045983i,-0.00014564+0.0014813i,-0.0007858+0.00016529i,0.00024071+0.0028747i,0.0011054+0.0012036i,1.0024e-05+0.001062i,-0.00077427+0.00045424i,-0.00091791-0.00036351i,-0.0014013-0.0003915i,-0.0017781+0.00075903i,0.0012981-0.00048123i,3.2798e-05-0.00070962i,0.0007698-0.0010488i,0.00093891-0.00043812i,-0.0010509-0.00097107i,0.0019593+0.0037312i,0.0014694+0.0019607i,-0.00049245+0.00013382i,0.0016054+0.0006516i,0.0025998-0.0044933i,-0.0004621+0.0018367i,0.00051783+0.0010536i,-0.0014161+0.00093403i,-0.0010824+0.00057426i,-0.0084852-0.0064249i,-0.013184-0.022827i,-0.01348-0.028205i,-0.015338-0.010773i,-0.022959-0.023101i,-0.018143-0.011363i,-0.024991-0.0017637i,-0.042896+0.0056066i,-0.00018555-0.016982i,-0.0080613-0.016045i,0.0078143+0.0063301i,0.0013209+0.00084334i,0.0039559-0.0015636i,0.003634+0.00082231i,0.00047336-0.0015462i,-0.002872+0.00828i,0.0049886+0.0003608i,-0.00066944+0.0028715i,-0.0025972-0.00062591i,-0.0010616-0.0009897i,0.0010423+0.00029355i,-0.0019858-0.00087557i,-0.0007726-0.0032412i,0.00040793+0.0045125i,-0.00040531-0.0038409i,-0.0047117+0.00012471i,-0.0028723+0.00025169i,0.00052701+0.0017032i,0.00010966+0.00053519i,0.0017717+0.0015462i,-0.0058326-0.0005051i,0.0029158-0.0034081i,-0.0001542+0.001977i,-0.0029292-0.00112i,0.0013124+0.0007266i,0.0047537+0.0017842i,0.00053853+0.0021663i,-0.0017968+0.00042042i,-0.00064817-9.2082e-05i,0.0013162+0.0046843i,-8.5506e-05-0.00022157i,-0.0049588+0.0027954i,0.00038225+0.0014129i,0.0029847+0.0014079i,0.0017424-0.0006659i,-0.016438-0.026944i,0.010074-0.010353i,0.0021136+0.00064778i,0.004237+0.017045i,0.0013556-0.0080333i,0.0025054-0.0002348i,-0.0035112+0.009356i
