-0.022161-0.038256i,-0.010187-0.05037i,-0.017548-0.045306i,-0.03051-0.03556i,-0.029802-0.016977i,-0.050751-0.028477i,-0.057663-0.026517i,-0.043783-0.038183i,-0.029286-0.027977i,0.0073148+0.011513i,-0.006657+0.016292i,-0.0050022+0.014519i,0.010424+0.020423i,0.00021584+0.0045974i,0.0032999+0.0034802i,0.006953+0.018264i,0.016174+0.038031i,-0.0027451-0.0016851i,-0.0052298-0.0062155i,0.0054525+0.0023957i,-0.00034063-0.00086441i,-0.0019944+0.0021447i,0.00013053-0.000354i,-0.029034-0.001534i,-0.0023002-0.005938i,0.0014007+0.0046232i,0.002775-8.6959e-05i,-0.00019704+0.00098626i,0.00067158-0.00034124i,-0.00091149-0.0027446i,-0.0015259-0.0058899i,-0.0045206-0.0046499i,-0.0029113-0.0044347i,0.0026123-0.00046975i,0.0019389-0.002767i,-0.001642+0.02815i,0.00095682-0.0034101i,0.0029767+0.00093409i,0.0056421+0.0011163i,-0.0084662-0.00039571i,-0.003951+0.00012641i,0.0046159-3.7716e-05i,0.006814+0.00014513i,-0.0036676+0.0049941i,0.0024656-0.0097577i,-0.011865+0.017562i,0.035285-0.090475i,0.01305-0.070695i,-0.015214-0.059448i,-0.015969-0.056253i,0.038744-0.046456i,0.017262-0.062502i,0.033475-0.056756i,0.031105-0.059909i,0.014537-0.013024i,0.0036264+0.017057i,0.017415-0.025309i,-0.010776+0.0059598i,-0.00061995+0.005712i,-0.005216-0.0010593i,-0.0027532-0.028665i,-0.025147+0.032119i,0.010282-0.011494i,-0.013039-0.0023281i,-0.00019984-0.00501i,-0.0010379-0.01614i,-0.0080548+0.0045755i,0.0054676+0.0061267i,-0.0088158+0.030245i,0.0053602+0.0058601i,-0.0050695-0.00088027i,-0.0029937-0.00030558i,-0.011589-0.0077439i,-0.00079047-0.0044183i,-0.031012-0.017616i,0.00011322-0.0099073i,-0.009289-0.0021309i,-0.0065056-0.0023925i,0.0068165+0.0030704i,-0.007782+0.0013452i,0.0003148+0.0004158i,0.0070478+0.010738i,0.0040334+0.0015175i,-0.0086578-0.0095069i,0.0032326+0.0083523i,-0.020914+0.0038307i,0.0086495+0.00051147i,-0.029489-0.004i,-0.04339+0.0027268i,0.021687-0.098299i,-0.0023637-0.012008i,-0.052561-0.021585i,-0.023537+0.00072121i,0.018079+0.010954i,-0.025068+0.01317i,-0.018029-0.014285i
-0.014484-0.013462i,-0.011294-0.039675i,-0.024633-0.019015i,-0.018673-0.013934i,-0.035778-0.0017617i,-0.019568+0.012441i,-0.015752+0.0094915i,-0.025889+0.00021857i,-0.018146-0.010854i,-0.0020857-0.0035054i,-0.001159+0.00023329i,-0.00038611+0.00088829i,0.0023091+0.0014117i,0.00083524+0.00086719i,0.00067766-0.0013358i,-0.0020234-0.0017056i,0.0012788-0.002076i,0.00094738-0.0016551i,0.00031398-0.00096745i,0.00028308-0.0014525i,-0.001871-0.00042387i,-0.00077836+0.00090971i,-0.0013799-0.00067534i,-0.0019553-0.0018958i,-0.00069366-0.00058924i,0.00093883+1.1666e-05i,0.00020018-0.00079354i,0.00056524-0.00039421i,-4.8433e-05+8.601e-05i,0.0010893-0.00014487i,-0.00095842+0.0029466i,-0.001085+0.00021544i,0.00037169-0.00013756i,-4.6841e-05+0.00043986i,-0.00064107+0.00028537i,-0.00502-0.001403i,-4.7814e-05-0.00038468i,1.204e-05-0.00053073i,-8.0938e-05-0.00065485i,-0.00018435+0.0015236i,-0.0013625+4.5585e-05i,-0.00035039-0.00035658i,-7.4052e-05-0.0010111i,-0.00086799-0.00089524i,-0.00070639-0.022949i,0.025389-0.028629i,0.031856-0.029326i,0.018513-0.035892i,0.016099-0.018246i,-0.0086353-0.032337i,0.011557-0.041352i,-0.0069888-0.025874i,0.017049-0.023799i,0.0082318-0.014202i,-0.0051796+0.0058791i,0.0032488-0.0033517i,0.0041736+0.011637i,-0.0024308+0.0029851i,0.0037622-0.0018368i,0.0076104-0.0035879i,-0.0020195+0.00011806i,0.0090373+0.0040113i,0.0025792-0.00088686i,-0.0032208-0.0035807i,-0.0018782-0.0010006i,0.0011657-0.0022638i,-0.0045642+0.0041581i,0.0038458-0.00061541i,-0.0018996+0.0085783i,0.0029144-0.00018388i,0.0042524+0.0013945i,-0.0013967+0.0007218i,-0.0067101-0.0012862i,-0.0014603+0.0020219i,-0.0014848+0.0028719i,-0.0015721+0.0043099i,0.00025285+0.0017807i,-2.7048e-05+0.0031953i,-0.0013444+0.00077479i,-0.0089374+0.0061914i,-0.0010395+2.2565e-05i,-0.00075722+0.0066554i,0.00031156+0.0026667i,0.0019252-0.0065114i,-0.00029044-0.00096224i,-0.0017873-0.0049133i,-0.0046954-0.0026958i,0.0051699+0.00030433i,0.0068698-0.0020622i,0.021219-0.029005i,-0.0055414+0.038236i,0.014727+0.025385i,-0.0058056+0.007645i,0.0022787-3.9984e-05i,0.00086566-0.0039475i,-0.0072484+0.0093734i
-0.016736-0.010946i,-0.018027-0.037062i,-0.027052-0.014894i,-0.020639-0.011469i,-0.033714+0.0037905i,-0.016881+0.014624i,-0.014061+0.01123i,-0.025353+0.004014i,-0.020241-0.0076713i,-0.0031173-0.0030574i,-0.0012836+0.00016332i,-7.9854e-05+0.00046246i,0.0028335-4.0154e-05i,0.00058726+0.00038603i,0.00021167-0.0012225i,-0.0026547-0.0013911i,0.00028023-0.0025577i,0.00048862-0.0016539i,-0.00013548-0.00092122i,-0.00025185-0.0017266i,-0.0015842+0.00011357i,-0.00042839+0.00087738i,-0.0015424-0.00026634i,-0.0027338-0.0016619i,-0.0009149-0.00016451i,0.00075771-0.0004232i,-4.6956e-05-0.00060775i,0.00043206-0.00069599i,5.0655e-05+0.00011357i,0.0010025-0.00072631i,0.00020085+0.0032734i,-0.00085813+0.0003599i,0.00024046-0.00029955i,7.0455e-05+0.0003296i,-0.00062066+0.00054743i,-0.0048301-0.0004994i,-0.00026143-0.00045139i,1.282e-05-0.00067432i,-0.00036404-0.00061731i,0.00013037+0.0012342i,-0.00083628+0.00036273i,-0.00048692-0.00033835i,-0.00047658-0.00083714i,-0.001077-0.00095948i,-0.0048281-0.022477i,0.020953-0.032557i,0.026821-0.032269i,0.014282-0.03547i,0.015123-0.020661i,-0.010729-0.028241i,0.0041468-0.043362i,-0.012159-0.027684i,0.011975-0.02682i,0.0057956-0.013185i,-0.0025468+0.0071427i,0.0006303-0.0033667i,0.0068993+0.0091312i,-0.001768+0.0045328i,0.0029486-0.0023866i,0.0060908-0.0056533i,-0.0022333+0.0013157i,0.0093056+0.00093697i,0.0030207-0.0012532i,-0.003232-0.0021922i,-0.0017668-0.00012549i,0.00061978-0.0025136i,-0.00227+0.0050052i,0.0030385-0.0024494i,0.0027+0.0067498i,0.0030497-0.0022309i,0.0041144-0.00047287i,-0.0010905+0.0011648i,-0.0065256+0.0018111i,-0.00086573+0.0023081i,-0.00034157+0.0040889i,-0.00034036+0.0042261i,0.00076531+0.0014931i,0.00076343+0.0032882i,-0.0011966+0.0015171i,-0.0059284+0.0081941i,-0.00096698+0.00092511i,0.0019455+0.0064538i,0.0012267+0.0019971i,-0.0010949-0.0069561i,-0.00027218-0.000827i,-0.0034654-0.0046418i,-0.0050637-0.00083259i,0.0042733-0.0012064i,0.0060958-0.0030589i,0.019009-0.031396i,0.0028427+0.036754i,0.016611+0.020241i,-0.0054856+0.0091504i,0.0041896+0.0017464i,0.0007326-0.0028096i,-0.0061053+0.010287i
-0.018359-0.0080773i,-0.023824-0.032933i,-0.028892-0.010753i,-0.022474-0.0085617i,-0.031206+0.0081351i,-0.013809+0.016258i,-0.012165+0.012881i,-0.024208+0.007519i,-0.021338-0.0041664i,-0.0038416-0.0019912i,-0.0016439+0.00059168i,-0.00017023+0.0001656i,0.0023986-0.0013705i,0.00033288+0.00030063i,-1.9324e-05-0.0010797i,-0.0032253-0.00068917i,-0.00062239-0.0023955i,7.2437e-05-0.0015276i,-0.00044448-0.00074106i,-0.00090088-0.0015201i,-0.0013548+0.00047368i,-0.00011118+0.00071741i,-0.0015351+0.00020495i,-0.0036733-0.0010054i,-0.00083495+0.00011922i,0.00043569-0.00066885i,-0.00012744-0.00043097i,0.00013251-0.00083478i,0.00010709+0.00013487i,0.00081779-0.0010975i,0.0016386+0.0029954i,-0.00068664+0.00043082i,-4.3262e-05-0.00036593i,0.00016007+0.00026796i,-0.00030657+0.00078695i,-0.0048241+0.00058222i,-0.00043115-0.00036946i,-0.00014355-0.00090686i,-0.00055945-0.00055846i,0.00021004+0.00091507i,-0.0004916+0.00027399i,-0.00068295-0.00012963i,-0.00074316-0.00057146i,-0.0013442-0.00080918i,-0.0089681-0.021453i,0.015758-0.035882i,0.022416-0.034024i,0.011162-0.035815i,0.014511-0.024284i,-0.011575-0.02519i,-0.0034696-0.043121i,-0.01842-0.027406i,0.0070777-0.027838i,0.0047012-0.012881i,-0.0001454+0.0065283i,-0.0013703-0.0022987i,0.0077261+0.0066367i,-0.00050161+0.0057397i,0.0025605-0.0026368i,0.0038266-0.0075384i,-0.0016642+0.0022208i,0.00798-0.0022068i,0.0032473-0.0020875i,-0.0026539-0.0014439i,-0.0014029+0.00035795i,2.6978e-05-0.0027853i,3.9144e-05+0.0043059i,0.0015492-0.0035475i,0.0041941+0.0035697i,0.0015746-0.0036633i,0.0031722-0.0019293i,-0.00067415+0.0013277i,-0.0047904+0.0041546i,-0.00051739+0.0022556i,0.0018753+0.0045315i,0.00041349+0.0040695i,0.0011825+0.00085702i,0.0022095+0.0031339i,-0.00057437+0.001887i,-0.0031577+0.0084765i,-6.3967e-05+0.0013656i,0.0042077+0.0047604i,0.0016491+0.0010498i,-0.0041882-0.0061403i,-0.00029767-0.0010094i,-0.0048341-0.0035324i,-0.0043408+0.00055887i,0.0030936-0.0015684i,0.0053761-0.0041021i,0.016193-0.03469i,0.0099847+0.032948i,0.01657+0.015958i,-0.0050522+0.010185i,0.0063315+0.0024314i,0.00041493-0.0021618i,-0.004719+0.010458i
-0.019522-0.0050186i,-0.028149-0.02783i,-0.030158-0.0060993i,-0.023802-0.0050753i,-0.028314+0.011614i,-0.010654+0.016937i,-0.0098753+0.013964i,-0.022496+0.011053i,-0.021683-0.00065217i,-0.0040276-0.00082129i,-0.0013028+0.0011527i,-0.00035623+0.00022531i,0.0015632-0.0020573i,0.0001434+0.00030263i,-0.00025362-0.0010015i,-0.0033917+0.00038314i,-0.0014735-0.0019343i,-0.0001483-0.0014166i,-0.00071513-0.00046218i,-0.0013451-0.00093406i,-0.00099601+0.00072135i,-6.7461e-06+0.00033524i,-0.0014034+0.00074099i,-0.0045428+0.00089973i,-0.00076993+0.00043625i,8.8299e-05-0.00067329i,-1.8012e-05-0.00038539i,-9.5899e-05-0.00083371i,0.00023243+0.00017683i,0.00041399-0.0015473i,0.0026499+0.0018987i,-0.00051762+0.00055988i,-0.00018452-0.00022969i,0.00023529+0.00018746i,0.00011222+0.00078397i,-0.0050802+0.0017103i,-0.00048727-0.00018474i,-0.00051986-0.00094012i,-0.00076111-0.00035456i,0.00021298+0.00064236i,-0.00042519+0.0001673i,-0.00080303+0.00024215i,-0.0008684-0.00025743i,-0.0016337-0.00036181i,-0.012999-0.019591i,0.009775-0.038524i,0.01878-0.03576i,0.0083645-0.036784i,0.012284-0.028786i,-0.011562-0.023171i,-0.010407-0.041636i,-0.024898-0.025137i,0.0033035-0.027722i,0.004456-0.013533i,0.00090841+0.0047037i,-0.0026126-0.00044634i,0.0081987+0.004888i,0.0013785+0.0061532i,0.0020475-0.0033929i,0.00073599-0.0081278i,-0.00073848+0.0029254i,0.0056039-0.0043011i,0.0031125-0.0032073i,-0.0024493-0.0012116i,-0.0011337+0.00061548i,-0.00054452-0.0028482i,0.0012788+0.0030865i,-0.00036071-0.0041131i,0.0057779+0.00076278i,0.0002431-0.0041954i,0.0020647-0.002567i,-0.00016097+0.0011506i,-0.0026184+0.0052768i,-0.00012699+0.0023858i,0.0037669+0.003387i,0.0015005+0.0040828i,0.0010102+4.3563e-05i,0.0033928+0.0020389i,-0.0001041+0.0018229i,-0.00097029+0.0083566i,0.00041843+0.00093556i,0.0052806+0.0022544i,0.0017033+0.00049753i,-0.0066956-0.0038249i,-0.00057019-0.00078445i,-0.0055337-0.0014767i,-0.0037939+0.0013553i,0.002056-0.0013436i,0.0042503-0.0051768i,0.012123-0.038131i,0.015409+0.027778i,0.016223+0.012214i,-0.0048183+0.011053i,0.0087782+0.0015834i,0.0004608-0.001574i,-0.0035112+0.010072i
-0.020014-0.0018002i,-0.030864-0.022633i,-0.03037-0.0014657i,-0.024509-0.0014291i,-0.025677+0.014137i,-0.0080438+0.017073i,-0.007691+0.01449i,-0.019922+0.014008i,-0.021241+0.0028062i,-0.0037924+0.0002101i,-0.00079723+0.0014775i,-0.00025172+0.00029438i,0.00072952-0.0030144i,-0.00011077+0.00048601i,-0.00055822-0.00085461i,-0.0029334+0.0014975i,-0.0019347-0.0012573i,-0.00021149-0.0013418i,-0.00069346+7.3559e-05i,-0.0014425-0.00028403i,-0.00057429+0.00063428i,-0.0003084+8.1216e-05i,-0.00097914+0.0011641i,-0.0019468+0.0029873i,-0.0005588+0.00093484i,-0.00016493-0.00057381i,6.5847e-05-0.00046027i,-0.00029381-0.00073019i,0.00044415+8.7222e-05i,-0.00031574-0.0017708i,0.0030548+0.00072663i,-0.00038062+0.00059067i,-0.0002187-8.7522e-05i,0.00022924+0.0001258i,0.00037903+0.00056073i,-0.0044629+0.0031664i,-0.00060841-0.00011822i,-0.00088262-0.00062773i,-0.0008991-0.00010545i,-0.00017872+0.00049169i,-0.00042182+0.00021406i,-0.00056774+0.00052591i,-0.00083022+0.00022921i,-0.0016243+0.0001797i,-0.016279-0.016653i,0.003039-0.039555i,0.01461-0.037638i,0.0047518-0.038507i,0.0086657-0.033083i,-0.011339-0.022865i,-0.016935-0.038509i,-0.030621-0.02038i,-0.00040573-0.027544i,0.004167-0.015167i,0.00020042+0.0035105i,-0.0027433+0.002036i,0.0086641+0.003036i,0.0030575+0.0058552i,0.00060541-0.0036221i,-0.0023742-0.0075151i,0.00059964+0.0031175i,0.0028266-0.0048076i,0.0023066-0.0048342i,-0.0024648-0.0005505i,-0.00091187+0.00085896i,-0.0012129-0.0027464i,0.0021418+0.0021681i,-0.0022039-0.0037395i,0.0074415-0.0036402i,-0.0011204-0.004615i,0.0011299-0.0029152i,-0.0001806+0.00095576i,-0.00036679+0.005348i,0.00058338+0.0023353i,0.0045512+0.00084763i,0.0027319+0.0038146i,0.00020966-0.00044857i,0.0037238+0.00047293i,0.0001472+0.0017379i,0.0012968+0.0078655i,0.00021361+0.00061695i,0.0051213-0.00017262i,0.0017808-0.0001958i,-0.0077171-0.00057541i,-0.00049096-0.00029013i,-0.0053483+0.00022914i,-0.0032838+0.0023788i,0.0013458-0.0013541i,0.0021213-0.0054468i,0.0074226-0.040684i,0.01917+0.022258i,0.015198+0.0094691i,-0.004422+0.01239i,0.011187-0.00037723i,0.00058653-0.0012301i,-0.0029677+0.0091025i
-0.019922+0.0013458i,-0.032949-0.017897i,-0.030168+0.0031814i,-0.024459+0.0024345i,-0.023231+0.016425i,-0.0055812+0.017033i,-0.0056123+0.014861i,-0.017306+0.016069i,-0.020193+0.0055833i,-0.00348+0.00093593i,-0.00038276+0.0011942i,-0.00010351+6.5641e-05i,-0.00075118-0.0031913i,-0.00017888+0.0010257i,-0.00072696-0.00043518i,-0.0021873+0.0021556i,-0.0022852-0.0001895i,-0.00058002-0.0015193i,-0.00024144+0.00027338i,-0.0013292+5.2739e-05i,-0.00046716+0.00056569i,-0.00072146+0.00032862i,-0.00049195+0.0013214i,-0.0016232+0.0023633i,0.0001189+0.0013513i,-0.00025866-0.00047636i,-1.5095e-05-0.00069536i,-0.0004412-0.00063284i,0.0005105-0.00020257i,-0.001015-0.0015001i,0.0031768-0.00042545i,-0.0002482+0.0005896i,-0.00015853+4.1372e-05i,0.00028439+0.00019i,0.00050448+0.0002654i,-0.0034674+0.0042472i,-0.0007254+0.00011884i,-0.0010645-0.00017397i,-0.0010692+0.00015636i,-0.0004433+0.0010512i,-0.00040185+0.00020458i,-0.00056674+0.00049032i,-0.0005537+0.0005477i,-0.001195+0.00058303i,-0.018521-0.013495i,-0.0033633-0.03848i,0.010512-0.038782i,0.00013951-0.039671i,0.0032777-0.036803i,-0.012742-0.023509i,-0.022073-0.033932i,-0.034279-0.013859i,-0.0029552-0.02609i,0.0028121-0.01784i,-0.00057348+0.0044857i,-0.0014268+0.004027i,0.0083705+0.00092863i,0.0046004+0.0051539i,-0.00059628-0.002622i,-0.0050672-0.0058102i,0.0021394+0.0023826i,0.00011064-0.0033196i,0.0003764-0.0055099i,-0.0019193+0.00020352i,-0.00066363+0.0011012i,-0.0017962-0.0024962i,0.0030436+0.00070763i,-0.0037765-0.0023499i,-0.0079006-0.0062517i,-0.003184-0.0040825i,-9.5724e-05-0.0032556i,-8.9189e-05+0.00086287i,0.0015052+0.004136i,0.0010342+0.0018722i,0.0033635-0.0017869i,0.0033281+0.0029231i,-0.0007571+8.4942e-05i,0.0032591-0.00063777i,0.00029114+0.0017563i,0.0033757+0.0065267i,-2.0097e-05+0.00044933i,0.0034472-0.0022027i,0.0011573-0.0010556i,-0.0068636+0.0024174i,-1.8321e-06-0.00029414i,-0.0043262+0.0013117i,-0.0021945+0.0029093i,0.0006385-0.00042185i,0.00073641-0.0045158i,0.0019469-0.043622i,0.021346+0.015391i,0.014085+0.0070028i,-0.0034367+0.013844i,0.011448-0.0043628i,0.00056678-0.00080979i,-0.0034758+0.008498i
-0.019158+0.0043892i,-0.034527-0.013378i,-0.028902+0.0078873i,-0.023588+0.00626i,-0.020922+0.018831i,-0.0032129+0.016577i,-0.0034263+0.014843i,-0.01454+0.018125i,-0.01916+0.0079052i,-0.0029692+0.0016736i,0.00045982+0.0015156i,-0.0004557-0.00021341i,-0.00187-0.0025474i,0.00023991+0.0015392i,-0.00064815-0.0001076i,-0.0013205+0.0024418i,-0.00186+0.00093789i,-0.0038361-0.00038026i,-4.7879e-05-8.1047e-06i,-0.0012865+0.00021352i,-0.00043237+0.0006761i,-0.00076774+0.00083451i,1.2203e-05+0.0012389i,-0.0012434+0.003124i,0.0010521+0.00091956i,-0.00038256-0.00052505i,-0.00030075-0.00087113i,-0.00058214-0.00048609i,0.00035986-0.00037264i,-0.0015132-0.00096154i,0.0026495-0.0015243i,-0.00018078+0.0006358i,-8.5777e-05+4.3135e-05i,0.00046408+0.00010847i,0.00046447+3.8866e-06i,-0.0020568+0.0051643i,-0.0006515+0.00044869i,-0.0010679+0.00025225i,-0.00097156+0.00067667i,0.00020734+0.0016599i,-0.00050238+0.00023169i,-0.00060246+0.00071864i,-0.00026178+0.00061158i,-0.00076921+0.00061688i,-0.01997-0.010241i,-0.008203-0.036675i,0.0066788-0.03946i,-0.0048441-0.039975i,-0.0028504-0.03895i,-0.01534-0.023387i,-0.025482-0.028923i,-0.035094-0.006399i,-0.0039406-0.024963i,-0.00068375-0.02004i,-6.3827e-05+0.0058999i,0.00062818+0.0047537i,0.0076521-0.00027876i,0.005565+0.0038155i,-0.00035098-0.0017508i,-0.0070648-0.0032744i,0.0031481+0.00062626i,-0.001128-0.0012274i,-0.00151-0.0054686i,-0.00095759+0.00017983i,-0.00028687+0.0012164i,-0.002249-0.0018449i,0.0027583-0.0012785i,-0.0042796-0.00025269i,-0.0040486-0.0020823i,-0.0040149-0.0023878i,-0.0014973-0.0029486i,-0.00012567+0.0008442i,0.0022235+0.0025331i,0.0012397+0.0013607i,0.0016085-0.0026294i,0.0040743+0.0019926i,-0.0008562+0.00091499i,0.0026447-0.0019289i,0.00067322+0.0017663i,0.0043762+0.0047512i,-0.00015711+0.0005292i,0.0015475-0.0030459i,0.00037766-0.0012013i,-0.005134+0.004532i,-0.00011561-0.00056078i,-0.0034257+0.0018326i,-0.0010515+0.0028008i,0.00089549+0.00073678i,3.7961e-05-0.0037934i,-0.0051787-0.044684i,0.021203+0.0089232i,0.013024+0.005238i,-0.0023088+0.015098i,0.0099927-0.0070139i,0.00081222-0.00014222i,-0.0038484+0.0089711i
-0.017965+0.0071182i,-0.036035-0.0089006i,-0.026528+0.012107i,-0.021988+0.0098235i,-0.018211+0.021207i,-0.0011938+0.015742i,-0.0014901+0.014424i,-0.011074+0.019698i,-0.018001+0.010024i,-0.0022513+0.0022252i,0.00089327+0.00074625i,-0.00095105+8.2982e-05i,-0.0025786-0.0016252i,0.0008953+0.0016466i,-0.00063047+0.00022152i,-0.0005002+0.0023711i,-0.0010989+0.001466i,-0.001461-0.00060715i,-0.00024082-9.4203e-05i,-0.0014536+0.00051447i,-0.00029612+0.00072345i,-0.000429+0.0012063i,0.00032122+0.00093138i,-0.00026354+0.0035975i,0.0012484+0.00014984i,-0.0006816-0.00042961i,-0.00069053-0.00078853i,-0.00064908-0.00026746i,0.0002207-0.00045386i,-0.0017788-0.0002718i,0.0018921-0.0020687i,3.0191e-05-7.1853e-05i,4.444e-05+1.0532e-05i,0.00053906-0.00011055i,0.00035889-0.00013772i,-0.00055851+0.0051888i,-0.00039404+0.00078676i,-0.00087601+0.00062341i,-0.00059818+0.0010608i,0.00097666+0.0016566i,-0.00049637+0.00042241i,-0.00038322+0.0010719i,3.0327e-06+0.0006979i,-0.00054623+0.00058282i,-0.020705-0.0073097i,-0.012344-0.035478i,0.0031204-0.040545i,-0.0097942-0.039686i,-0.0094805-0.039379i,-0.018096-0.022413i,-0.027827-0.024315i,-0.033395-0.00038084i,-0.0051861-0.025271i,-0.0045725-0.020332i,0.0012285+0.007228i,0.0024319+0.0045353i,0.0070417-0.0013566i,0.0061939+0.0024825i,-0.00025023-0.0015375i,-0.0078943+0.00024012i,0.00498+6.8377e-05i,-0.00085405+0.00071423i,-0.0035557-0.0036206i,-0.00062774-0.00023633i,7.7059e-05+0.0012675i,-0.0022671-0.0012864i,0.001687-0.0026125i,-0.0034531+0.0015601i,0.00018791+0.0010117i,-0.0040511-0.0012931i,-0.0025232-0.0021342i,-5.7945e-05+0.00096128i,0.001936+0.0011442i,0.0011949+0.0010502i,0.0008778-0.0022679i,0.0048431+0.00066882i,-0.00064373+0.0014481i,0.00072648-0.0029241i,0.0011171+0.0014775i,0.0048691+0.0032064i,-0.00046436+0.00058645i,-0.00015492-0.0029772i,-0.00064083-0.00076137i,-0.0029844+0.0057847i,0.00012418-0.00079891i,-0.0031954+0.0025099i,-0.00058976+0.0025251i,0.001824+0.0010447i,-0.00029751-0.003181i,-0.012055-0.04371i,0.019653+0.0035291i,0.011908+0.0032153i,-0.00035987+0.016643i,0.0076609-0.0092347i,0.0017544+0.00018033i,-0.0035439+0.0095964i
-0.016209+0.0093698i,-0.037386-0.003713i,-0.023772+0.01543i,-0.019828+0.012712i,-0.014949+0.023602i,0.00051553+0.014845i,0.0001724+0.014052i,-0.0073906+0.020052i,-0.016837+0.012121i,-0.0015741+0.0025198i,0.00094461+0.00012736i,-0.0010105+0.00054174i,-0.0028475-0.00055215i,0.0014758+0.0014962i,-0.00038091+0.00050262i,0.00015062+0.0021336i,-0.00036311+0.001554i,-0.0020116+5.3418e-05i,-0.00022164-1.8404e-05i,-0.0015009+0.00095824i,-0.00017329+0.00068337i,7.7177e-05+0.0013359i,0.00037704+0.00062934i,0.00067376+0.0034697i,0.0010354-0.00047309i,-0.00083485-0.00013259i,-0.0010388-0.00051667i,-0.00067405-0.00014229i,2.5557e-05-0.00049566i,-0.0016727+0.00050485i,0.0014728-0.0021237i,0.00026687+0.00013467i,9.2899e-06-0.00022092i,0.00051167-0.00030998i,0.00022117-0.00017818i,0.00097019+0.0048967i,-7.3234e-06+0.00079186i,-0.0005595+0.00083945i,-0.00014521+0.0011756i,0.0016696+0.0011631i,-0.0003428+0.00056524i,0.00010599+0.0011091i,0.00043321+0.00073586i,-0.00024558+0.00054877i,-0.020891-0.0046844i,-0.016717-0.033457i,-0.00093979-0.0414i,-0.015482-0.03867i,-0.01557-0.038699i,-0.020757-0.020838i,-0.029429-0.019392i,-0.030735+0.0038457i,-0.0071938-0.025481i,-0.0075135-0.019083i,0.0035345+0.0083053i,0.0037213+0.0035957i,0.0060739-0.0022908i,0.0062776+0.0010939i,-0.00036598-0.0013054i,-0.0071303+0.0035135i,0.0036804-0.00031723i,-0.00014258+0.0020526i,-0.0032525-0.0022822i,-0.00071192-0.00063862i,0.00043482+0.0012732i,-0.0021453-0.00093306i,0.00024513-0.0030904i,-0.0020667+0.0026906i,0.00053889-0.0020321i,-0.0043245-0.00042847i,-0.0033162-0.00093948i,-0.00016927+0.0011903i,0.0013586+0.00031457i,0.0010973+0.0010281i,-0.00085406-0.0032267i,0.0048873-0.0012978i,-0.00017781+0.0018817i,-0.0013011-0.0024331i,0.0013331+0.00087188i,0.0048373+0.001926i,-0.00064167+0.001165i,-0.0014737-0.0018972i,-0.00072337-0.00015551i,-0.00056285+0.0060442i,-0.00015051-0.0014383i,-0.0025183+0.0032059i,-0.00020998+0.0025182i,0.0028266+0.00080099i,-0.0006315-0.0027726i,-0.01783-0.041503i,0.017048-0.0017608i,0.010326+0.001553i,0.0030928+0.017482i,0.005023-0.0099885i,0.0025753-0.00016642i,-0.0032246+0.0099385i
-0.014403+0.010976i,-0.037578+0.0023051i,-0.020562+0.018486i,-0.017084+0.015135i,-0.010727+0.025275i,0.0021469+0.013889i,0.0019961+0.013471i,-0.0042481+0.01989i,-0.015163+0.014i,-0.0012159+0.0027704i,0.00074419-0.00051315i,-0.00097421+0.0010112i,-0.0026575+0.00046429i,0.0019672+0.0013174i,-1.5199e-05+0.00063253i,0.00048505+0.0017084i,0.00016012+0.0016834i,-0.0015496+0.00013976i,-0.00030859-0.00016104i,-0.0012833+0.0014882i,-0.00012723+0.00069939i,0.00046408+0.0012183i,0.00028026+0.00050359i,0.0012138+0.0031242i,0.00051182-0.00084825i,-0.00077013+0.00028406i,-0.0012715-4.6371e-05i,-0.00077385+1.4738e-05i,-0.00020898-0.00042135i,-0.0011209+0.0010727i,0.001794-0.0044606i,3.6733e-05+3.348e-05i,-0.00026858-0.00031152i,0.00041942-0.00062375i,0.00019106-0.00020583i,0.002253+0.0041602i,0.00024883+0.00068095i,-0.0002471+0.00089443i,0.00031364+0.0012258i,0.0023+0.00048087i,-0.00026253+0.0005486i,0.0004477+0.00096205i,0.0011218+0.0005296i,6.1067e-05+0.00034216i,-0.021265-0.0025798i,-0.020341-0.031348i,-0.0049651-0.041712i,-0.020646-0.035726i,-0.021214-0.036903i,-0.023109-0.018383i,-0.029652-0.015023i,-0.028198+0.0067958i,-0.0087852-0.02489i,-0.0094709-0.018005i,0.0067635+0.0078622i,0.0042123+0.0023129i,0.00486-0.0026339i,0.0062755-0.0003735i,-0.00019579-0.0012071i,-0.005472+0.0061153i,0.0027014-0.001219i,0.00082049+0.0031575i,-0.0028789-0.0014143i,-0.0010718-0.00072422i,0.00078166+0.0011989i,-0.0021669-0.00067761i,-0.00084993-0.0025753i,-0.00063332+0.0032423i,-0.0015436-0.0023741i,-0.0044792+0.00049373i,-0.0035125+0.00048548i,0.00010889+0.0015151i,0.00057847-0.00020019i,0.0012921+0.0012177i,-0.002855-0.0024353i,0.0038674-0.0030028i,0.00055621+0.0020225i,-0.0024475-0.00069308i,0.0010909+0.00047872i,0.0045761+0.00094305i,-5.7349e-06+0.0017478i,-0.0020161-0.00069227i,-0.00056292-4.5192e-05i,0.0015584+0.0051405i,-0.0011035-0.001509i,-0.0009931+0.0036203i,0.00045688+0.002644i,0.0031287+0.00018068i,-0.0009154-0.0023304i,-0.022769-0.039043i,0.012272-0.0062357i,0.008248+0.00015586i,0.0069736+0.0163i,0.0024731-0.010261i,0.0029537-0.00079872i,-0.0028441+0.010536i
