-0.0052492-0.040504i,-0.0095832-0.043989i,0.0047501-0.045689i,-0.0265-0.028949i,-0.021255+0.013164i,-0.031364-0.035719i,-0.059565-0.066271i,-0.019652-0.075199i,-0.03369-0.053048i,0.00021277+0.015173i,-0.00736+0.010996i,-0.016692+0.014427i,0.0012046+0.017429i,-0.0037971-0.0032671i,0.00021739+0.0070465i,-0.0012557+0.041915i,0.017501+0.062899i,0.00056374-0.00023753i,-0.0046721-0.0087506i,0.0095893+0.0058645i,0.0014444+0.0011471i,-0.0010673+0.0037327i,0.00050941-0.0013413i,-0.037192-0.010548i,-0.0023238-0.0074983i,-0.00013088+0.0050288i,0.0054291+0.00022278i,0.00058543+0.00075872i,-0.00023448-0.0012063i,-7.0828e-06-0.0022762i,-0.001522-0.0062228i,-0.0022839-0.0042687i,9.0726e-06-0.0083592i,0.0033898-0.0012607i,0.0032798-0.0022589i,-0.0034518+0.035149i,0.0063074-0.0038333i,0.0042448-0.0021014i,0.005096+0.00067187i,-0.014163-0.00507i,-6.5928e-05+0.0010152i,0.010045+0.00053393i,0.0062409-0.0015423i,-0.0049482+0.003463i,0.0030649+0.0022194i,-0.0038826+0.010972i,0.019285-0.086426i,-0.0044939-0.049266i,-0.023416-0.041242i,-0.018041-0.042331i,0.0665-0.01458i,0.03023-0.060325i,0.039584-0.04428i,0.030571-0.055904i,0.020251-0.01545i,0.0086418+0.010232i,0.025771-0.031485i,-0.0073774-0.0053239i,0.0027713-0.0021277i,-0.0044199-0.0057962i,0.0019537-0.033016i,-0.025649+0.03033i,0.0088801-0.01031i,-0.011398-0.0018632i,-0.0052336-0.00129i,-0.00049831-0.014956i,-0.0099111+0.0042248i,0.0032049+0.0083999i,-0.011821+0.031101i,0.0047559+0.0081445i,-0.0053416-0.0017379i,-0.0018432-0.0024062i,-0.011692-0.0079116i,0.00059277-0.0038762i,-0.035786+0.0034576i,0.0026527-0.012421i,-0.0090318-0.0026275i,-0.0066173-0.0029054i,0.0067631+0.0018085i,-0.0090857+0.0016123i,0.0011013+0.001043i,0.0054053+0.0096792i,0.0048936+0.00029773i,-0.0092905-0.0099084i,0.0021205+0.0088391i,-0.019331+0.0064675i,0.0068006+0.003655i,-0.028835-0.0094103i,-0.035354+0.0016994i,0.026873-0.077129i,0.013346-0.0098569i,-0.041857-0.028199i,-0.022204-0.0041373i,0.017839+0.013109i,-0.027205+0.011422i,-0.011138-0.0091078i
0.00084134-0.011525i,-0.030829-0.013311i,-0.029544+0.012478i,-0.010652+0.011669i,-0.0010419+0.012338i,-0.0065944+0.014648i,-0.020058+0.010485i,-0.034123-0.004177i,-0.023125+0.004747i,-0.0033002+0.0015595i,0.00097094+0.0003616i,-0.0013982-0.00056294i,-0.0021363-0.0032851i,-0.00082344+0.0013349i,-4.1308e-06-0.00096859i,-0.0018627+0.0015404i,-0.0013479+0.00094448i,-0.00054423-0.0011317i,0.00043143+0.00031176i,-0.00074403-0.00038769i,-0.00029324+0.00018899i,-0.0017727+7.5392e-05i,-0.00022802+4.0573e-05i,-0.0025783+0.0037009i,0.0018569+0.00061126i,-0.00093715+0.00081654i,-0.00087612-0.00027101i,-0.00028491-0.00056182i,-0.00030206-0.0017i,-0.0010433-0.0012762i,0.00087898-0.00082347i,0.00063776+0.00039905i,0.0011422+0.001008i,0.00043568+0.0011061i,0.0012697+4.7593e-05i,-0.0032486+0.0049383i,-0.001292+0.0018303i,-0.00046889-0.0002973i,-0.0011167+0.00075443i,0.0027828+0.0014215i,-0.0011963+0.00066075i,-0.0010332+0.00054977i,-0.0011918-0.00024377i,-0.0027731+0.00076908i,-0.0076869-0.0059842i,-0.0044172-0.026433i,-0.0049774-0.031883i,-0.010227-0.014327i,-0.012051-0.028505i,-0.01229-0.014826i,-0.031147-0.01418i,-0.047541-0.016427i,-0.0012349-0.01439i,-0.00017326-0.016503i,0.0030653+0.00736i,-0.00025722+0.00081428i,0.0057248-0.00024268i,0.0044537+0.0033142i,0.00048872-0.0021469i,-0.0083363-0.0014609i,0.0036127+0.0049867i,-0.0021254-0.0029723i,-0.0017555-0.0036497i,-0.00097792+7.8144e-05i,0.00034237+0.0010323i,-0.0025568-0.0022732i,0.0034778-0.0024711i,-0.0062361+0.0013775i,0.0046678-0.0036846i,-0.003562-0.0027769i,-0.0013482-0.0024711i,-0.00051729+0.0012898i,0.0014304+0.0020602i,0.00093803+0.0023727i,0.0014208-0.004516i,0.0043579+0.0010529i,-0.00070982+0.00054766i,0.0025141-0.002533i,0.00051602+0.0025929i,0.004188+0.0058893i,-0.00018254+0.00068539i,0.0021316-0.0013348i,-0.00034625-0.0011973i,-0.004754+0.0043457i,-0.00071665+0.0011652i,-0.0040266-0.00094174i,1.5204e-05+0.0020328i,0.00064234-0.00017442i,0.00086302-0.0004109i,-0.0023879-0.030233i,0.022805+0.0038365i,0.0053984+0.0029607i,-0.0049421+0.015245i,0.0079045-0.0072661i,0.00063448+0.00046573i,-0.0042739+0.0069578i
-0.0010342-0.011388i,-0.032091-0.009053i,-0.025909+0.016829i,-0.0082403+0.012987i,-0.00031655+0.011942i,-0.0042833+0.014268i,-0.018287+0.013139i,-0.033488+0.0013755i,-0.02326+0.0077379i,-0.0027122+0.0020798i,0.0011522-0.00056681i,-0.0017888+0.00021092i,-0.0030602-0.0023541i,-0.00010507+0.0015087i,-0.0005755-0.000844i,-0.0015136+0.0014021i,-0.00054089+0.0011351i,-0.00091791-0.0013002i,0.00044108-1.8943e-05i,-0.0011574-0.00030328i,-0.00029191+0.00031817i,-0.0013623+0.00074328i,-0.00033534-0.00019125i,-0.0011806+0.0042672i,0.0015853-6.3198e-06i,-0.00070459+0.00095814i,-0.00096693-7.0907e-05i,-0.00040552-0.00055113i,-0.0008135-0.0014022i,-0.0015308-0.00078756i,0.00044589-0.00085702i,0.00072115+8.192e-06i,0.0015179+0.00033458i,0.0010038+0.00071293i,0.0010217-0.00036636i,-0.0015844+0.0054991i,-0.00054883+0.0022807i,-0.00058277-0.00010343i,-0.0006219+0.001321i,0.0036837+0.00065979i,-0.001051+0.0010823i,-0.00082772+0.0011881i,-0.001508+0.00010206i,-0.0023503+0.0011394i,-0.0075977-0.0054999i,-0.0071576-0.025491i,-0.0074904-0.031167i,-0.011887-0.014079i,-0.016405-0.027658i,-0.01457-0.014591i,-0.029235-0.0085863i,-0.04729-0.0077425i,-0.00050427-0.01468i,-0.0036463-0.017415i,0.0045171+0.0082253i,0.00023588+0.0010922i,0.0054414-0.00079933i,0.0043586+0.002041i,0.00045566-0.002049i,-0.0083951+0.0032695i,0.0045428+0.0036181i,-0.0025807-0.00030009i,-0.0022952-0.002992i,-0.00061118-0.00012398i,0.00069528+0.0010096i,-0.0025037-0.0014104i,0.0019593-0.0038207i,-0.0044612+0.0035805i,0.0027781-0.0059407i,-0.0036795-0.0017994i,-0.0022616-0.001615i,-0.00022346+0.001587i,0.00097889+0.001154i,0.0012408+0.0019889i,-0.0017217-0.0047014i,0.0050132-0.00043236i,-0.00091838+0.0010005i,0.0003597-0.0033967i,0.0013602+0.0020804i,0.0049066+0.0039761i,-0.00047117+0.00077536i,0.0005558-0.0019669i,-0.0010626-0.00068161i,-0.0025674+0.0058198i,2.3134e-05+0.0010046i,-0.0043782-0.00019943i,2.9286e-05+0.0017487i,0.0017521+0.00063621i,0.0011855-0.00014289i,-0.0077912-0.029551i,0.020708-0.0020263i,0.0047441+0.0017961i,-0.0027512+0.017077i,0.0056065-0.0083855i,0.0016+0.00080908i,-0.0041308+0.0079936i
-0.0024437-0.011087i,-0.03308-0.0043527i,-0.021981+0.019923i,-0.0057867+0.013636i,0.00085713+0.011882i,-0.0024564+0.013617i,-0.016356+0.015569i,-0.031646+0.0059973i,-0.022864+0.011366i,-0.0020577+0.0023452i,0.00075217-0.0013219i,-0.0016224+0.00097418i,-0.0034816-0.0010637i,0.00047488+0.001435i,-0.0008329-0.00037001i,-0.001371+0.0013036i,0.00018936+0.0011277i,-0.0014102-0.0011594i,0.00053763-0.00019066i,-0.0015731+9.902e-05i,-0.00020785+0.00038161i,-0.00078684+0.0010914i,-0.00060959-0.00025906i,-7.1716e-05+0.0041369i,0.0012707-0.00038153i,-0.00046803+0.0011328i,-0.0010102+0.0002522i,-0.00060021-0.00052073i,-0.0012165-0.0010711i,-0.0017634+6.7232e-06i,0.00017836-0.0006094i,0.00054263-0.00040219i,0.0014025-0.0005362i,0.001334+4.4053e-07i,0.00065893-0.00061831i,3.0406e-05+0.0054197i,0.00031124+0.0022884i,-0.00050831+0.00011602i,5.2548e-05+0.0013782i,0.0042181-0.00072107i,-0.00068933+0.0013923i,-0.00015704+0.0014797i,-0.0014789+0.00061959i,-0.0018142+0.0015554i,-0.0077308-0.0056474i,-0.009815-0.024086i,-0.010104-0.030216i,-0.013985-0.013251i,-0.020037-0.026407i,-0.01643-0.013525i,-0.02685-0.0043348i,-0.04543-0.00090463i,-0.00068305-0.015689i,-0.0062958-0.016478i,0.0071402+0.0086496i,0.00069083+0.0010857i,0.0048772-0.0014597i,0.0040689+0.0012327i,0.00015692-0.001668i,-0.0061631+0.0070858i,0.0047847+0.0021283i,-0.0018321+0.0018369i,-0.002903-0.002396i,-0.00076273-0.00054641i,0.0011173+0.00068144i,-0.0022221-0.0010063i,0.00033719-0.0041249i,-0.0021486+0.0047114i,-9.7771e-05-0.0069275i,-0.0040849-0.0011417i,-0.0027752-0.00048287i,4.4442e-07+0.0018582i,0.00059165+0.00074024i,0.0014202+0.0016345i,-0.0044759-0.0033453i,0.0045114-0.0024708i,-0.00080038+0.0016748i,-0.0016998-0.0026015i,0.001789+0.0012503i,0.0047057+0.0026152i,-0.0005022+0.0015803i,-0.0010425-0.0015132i,-0.0010039-5.6236e-05i,0.0001162+0.0059823i,0.00026551+0.000313i,-0.0044181+0.00096941i,0.00026248+0.0018212i,0.0028433+0.00060028i,0.00159-0.00027712i,-0.01211-0.027754i,0.017241-0.0074589i,0.0036415+0.00090101i,0.00077257+0.018035i,0.0034277-0.0086533i,0.0023631+0.00040969i,-0.003885+0.0088192i
-0.0038455-0.010999i,-0.033144+0.00089102i,-0.017557+0.022551i,-0.0030576+0.013776i,0.002375+0.011355i,-0.00086907+0.012919i,-0.013775+0.017781i,-0.029821+0.009641i,-0.021201+0.014967i,-0.0015514+0.0024847i,6.6295e-05-0.001887i,-0.0012783+0.0017004i,-0.0033927+0.00031971i,0.00091631+0.0014226i,-0.00088815+5.7738e-05i,-0.0014348+0.0014064i,0.00081509+0.00097307i,-0.0018757-0.00079851i,0.00044178-0.00069984i,-0.0017035+0.00071089i,-0.00017758+0.00046768i,-0.00031423+0.0012106i,-0.00095685+1.8094e-05i,0.00062254+0.0039097i,0.00087512-0.00065913i,-8.7183e-05+0.0013557i,-0.00093271+0.00062223i,-0.00083499-0.00039143i,-0.0015877-0.00046172i,-0.0014153+0.00080295i,0.00023431-0.00034673i,0.00014058-0.00064542i,0.00089522-0.0010843i,0.0012159-0.00081666i,0.00036424-0.00078322i,0.0014272+0.0049203i,0.0010958+0.0020041i,-0.00039644+0.00027178i,0.00051721+0.0012084i,0.0039431-0.0023745i,-0.00034928+0.0015179i,0.00037432+0.0013349i,-0.0012933+0.0010408i,-0.0010884+0.0016855i,-0.008692-0.0064484i,-0.011489-0.023079i,-0.01233-0.028868i,-0.015566-0.011338i,-0.023196-0.024714i,-0.017842-0.011891i,-0.023796-0.0015862i,-0.043349+0.0047872i,-0.00050324-0.016469i,-0.0079522-0.015362i,0.010489+0.0072991i,0.00082026+0.0008571i,0.0039873-0.00172i,0.0037506+0.00050915i,0.00034479-0.0014751i,-0.002935+0.0095278i,0.0045616+0.00083619i,-0.00051326+0.0034717i,-0.0031248-0.0012885i,-0.0012871-0.00043259i,0.0011122+0.00025909i,-0.0020532-0.0008425i,-0.00083021-0.0035056i,0.00017386+0.0048849i,-0.002851-0.0065429i,-0.0044416-0.00047152i,-0.0028395+0.00069138i,0.00071352+0.0020022i,2.9389e-05+0.00043932i,0.0018319+0.0014941i,-0.0062606-0.0008894i,0.0028536-0.0038548i,-0.00020764+0.0021961i,-0.0028893-0.000883i,0.0015598+0.00073358i,0.0045553+0.0018179i,0.00067099+0.0020709i,-0.0020585-0.00055176i,-0.00094824-5.9952e-06i,0.0022589+0.0047766i,-8.0315e-05-3.9282e-06i,-0.0035514+0.0022847i,0.00089006+0.0019357i,0.0035251+0.0002293i,0.0018492-0.00048863i,-0.015737-0.025847i,0.011723-0.011648i,0.0019258+0.00012373i,0.0046256+0.017167i,0.0012045-0.0083546i,0.0025537-0.00024407i,-0.0033813+0.0098684i
-0.0056682-0.010934i,-0.032154+0.0060955i,-0.012456+0.023768i,-0.00044848+0.01306i,0.0035875+0.010251i,0.00047239+0.012047i,-0.010965+0.019272i,-0.027604+0.013361i,-0.018193+0.018076i,-0.0011277+0.0028501i,-0.0011284-0.0018629i,-0.00051884+0.0024033i,-0.002682+0.0015108i,0.0016654+0.0012813i,-0.00075074+0.0004744i,-0.001302+0.0018136i,0.0012723+0.00067984i,-0.0021742-0.00018374i,-3.3558e-05-0.0010169i,-0.0014905+0.0014647i,-8.9419e-05+0.00052124i,0.00021362+0.0011401i,-0.001045+0.00055166i,0.0011802+0.0039132i,0.00061278-0.00051002i,0.00050977+0.0013087i,-0.00066595+0.00099847i,-0.0010829+7.4187e-07i,-0.0014465+0.00029943i,-0.00083471+0.0011304i,0.00038989-0.00043403i,-0.00034735-0.00057922i,0.00031673-0.0011435i,0.00061124-0.001437i,3.299e-05-0.00071992i,0.0027339+0.0041909i,0.0017325+0.00147i,-0.00035328+0.00030922i,0.0010368+0.0010381i,0.0028662-0.0036611i,0.00010735+0.0017193i,0.00085754+0.0011168i,-0.00088163+0.0015433i,-0.00079197+0.001569i,-0.010731-0.0065739i,-0.013857-0.023182i,-0.013984-0.028186i,-0.016093-0.0096899i,-0.026385-0.023351i,-0.01822-0.010238i,-0.020812-0.00019444i,-0.040073+0.010156i,-0.0005019-0.01824i,-0.0086564-0.014636i,0.01271+0.0040063i,0.00069145+0.00085529i,0.0033978-0.0012968i,0.0034544+4.5411e-06i,0.00031145-0.0018508i,0.00054432+0.010923i,0.0040901+2.9049e-05i,0.0014091+0.004282i,-0.0028466-0.00076886i,-0.0017411+0.00011045i,0.0010168+0.00015817i,-0.0019877-0.00076611i,-0.0011104-0.0028108i,0.0023793+0.003821i,-0.0049943-0.0049763i,-0.00495+0.00031018i,-0.0024506+0.0019476i,0.0013339+0.0014756i,-0.00043687+0.00074595i,0.0019439+0.0010437i,-0.006492+0.0023233i,0.001129-0.0042403i,0.00052768+0.0022399i,-0.0028991+0.00096587i,0.0014223+0.00054893i,0.004626+0.0011332i,0.0014592+0.0013295i,-0.0020758+0.00073886i,-0.0010143+0.0001311i,0.003179+0.0028242i,-0.00025334+9.0216e-05i,-0.0023516+0.0029889i,0.0015604+0.0018393i,0.0041101-0.00078057i,0.0018478-0.0010687i,-0.018946-0.023349i,0.0052901-0.013236i,-1.4139e-05+8.0117e-06i,0.0075929+0.014776i,-0.00016919-0.0072507i,0.002536-0.00086573i,-0.0022673+0.01038i
-0.0077344-0.010345i,-0.029947+0.011032i,-0.0078117+0.023505i,0.0018299+0.011535i,0.0043592+0.0089417i,0.0015546+0.011109i,-0.0079395+0.020225i,-0.024904+0.016233i,-0.014924+0.019915i,-0.0004711+0.0031674i,-0.0019936-0.0010547i,0.00078998+0.0025273i,-0.00176+0.0020688i,0.0024149+0.0005043i,-0.0003137+0.00077929i,-0.00088277+0.002154i,0.0017438+0.00046422i,-0.0022571+0.00061307i,-0.00060997-0.00085361i,-0.00082657+0.0019777i,-5.485e-05+0.00053017i,0.0006141+0.00087044i,-0.00084328+0.001041i,0.0019807+0.0038662i,0.00068757-0.00035783i,0.0010016+0.0010026i,-0.00016181+0.0012464i,-0.0010078+0.00045783i,-0.001035+0.00062893i,-0.00033831+0.0011645i,0.00039538-0.00068237i,-0.00064881-0.00017082i,-7.8184e-05-0.0011293i,-0.00018075-0.0015329i,-0.00016996-0.00056712i,0.0038154+0.0032171i,0.0021299+0.00066924i,-0.00021443+0.00043739i,0.0013992+0.00036091i,0.0014459-0.0043613i,0.00080539+0.0017153i,0.0011994+0.00055751i,-0.00028348+0.0016604i,-0.00049977+0.0017511i,-0.013053-0.0055633i,-0.017389-0.022528i,-0.016449-0.02829i,-0.016874-0.0085987i,-0.030032-0.02109i,-0.018297-0.0093267i,-0.01811-0.00018i,-0.036259+0.013641i,-0.0018123-0.020881i,-0.0090891-0.015077i,0.012969+0.00025225i,0.00088314+0.0011795i,0.0035005-0.00071852i,0.0030921-0.00054132i,-0.00059129-0.0021806i,0.0047668+0.011432i,0.0033908-0.00043221i,0.0032333+0.0038204i,-0.0028706-0.00055446i,-0.0019194+0.0011193i,0.0012299-2.1132e-05i,-0.0021825-0.0007997i,-0.0011668-0.0028978i,0.0034994+0.0015884i,-0.006172-0.0025385i,-0.0055324+0.0019536i,-0.0013534+0.0029495i,0.0013091+0.00089848i,-0.00038477+0.0011292i,0.001613+0.00039697i,-0.0048516+0.004966i,-0.00052138-0.0042183i,0.00097891+0.0018349i,-0.0018325+0.0024657i,0.0013682+0.00044931i,0.0048686+5.9674e-05i,0.0011349+0.00059408i,-0.0017584+0.0017215i,-0.0012821+0.00051703i,0.0028862+0.0010618i,-0.00040894-0.00015409i,-0.0012599+0.0031673i,0.0023342+0.0013455i,0.0040221-0.002147i,0.0016784-0.0017428i,-0.021327-0.020424i,-0.00093586-0.01264i,-0.0022052+0.00022324i,0.0093748+0.011397i,-0.0011688-0.0065872i,0.002276-0.0013337i,-0.0016839+0.010499i
-0.0096275-0.0091375i,-0.026604+0.015087i,-0.0040012+0.022427i,0.003208+0.0093136i,0.0047911+0.0076964i,0.002374+0.01028i,-0.0048379+0.020581i,-0.022454+0.018744i,-0.01164+0.021035i,0.00044857+0.0032183i,-0.0021602+6.0604e-05i,0.0018981+0.0017492i,-0.00078228+0.002283i,0.0024294-0.00055496i,0.00025093+0.00071008i,-0.00024222+0.0023682i,0.0024449+2.7773e-05i,-0.0018925+0.0015072i,-0.00072354-0.00047747i,-6.033e-06+0.0020265i,-3.0646e-05+0.00068334i,0.00080302+0.00056344i,-0.00041347+0.0014531i,0.0029676+0.0034115i,0.0008366-0.00062284i,0.0013266+0.00051701i,0.00042537+0.0011651i,-0.00075424+0.00080707i,-0.00077575+0.00067776i,7.3656e-05+0.0010472i,0.00014199-0.00090752i,-0.00060571+0.0002423i,-0.00055463-0.0010066i,-0.00085419-0.001268i,-0.00038321-0.00042399i,0.004566+0.0022187i,0.0021422-0.00015954i,6.0822e-05+0.00045382i,0.0012057-0.00029465i,2.0018e-05-0.0042296i,0.0013167+0.0013379i,0.0010499-0.00010198i,0.00018047+0.0015363i,0.00017704+0.0018038i,-0.014984-0.0038616i,-0.020994-0.020476i,-0.020284-0.027407i,-0.017722-0.0069423i,-0.033618-0.017742i,-0.018947-0.0090981i,-0.016306-0.0010856i,-0.032766+0.015978i,-0.0044181-0.022652i,-0.010375-0.015735i,0.011707-0.0027691i,0.0015035+0.0012966i,0.0041683-0.00082455i,0.0023699-0.0011395i,-0.001763-0.001483i,0.0092363+0.010089i,0.0028386-0.00035179i,0.0044042+0.0024621i,-0.0032023-0.00011379i,-0.0011418+0.0021612i,0.0010144-0.00045401i,-0.0027756-0.00061456i,-0.0016902-0.0033011i,0.0028743-0.00034852i,-0.005989-0.00024159i,-0.0047499+0.0041294i,0.000176+0.0031519i,0.00095283+0.00075006i,-0.00023221+0.0012301i,0.001353+0.00028532i,-0.0023959+0.0061298i,-0.0021662-0.0034331i,0.0011299+0.0017129i,-0.00034274+0.0031541i,0.0013914+0.00044068i,0.0043219-0.0011368i,0.00082446+0.0008857i,-0.0010843+0.002553i,-0.0011313+0.00098506i,0.0018843+0.00012743i,-0.00082376-5.5114e-05i,0.00012906+0.0028422i,0.0029792+0.00046164i,0.0032761-0.0030007i,0.00079299-0.0021278i,-0.023027-0.01751i,-0.0063951-0.0099363i,-0.0045634+0.001531i,0.0094879+0.0076598i,-0.0022617-0.0054411i,0.0017417-0.0013958i,-0.0012754+0.010975i
-0.011315-0.0075399i,-0.022805+0.017723i,-0.00078451+0.020782i,0.0034848+0.007185i,0.0049093+0.0064258i,0.0032331+0.0095996i,-0.0019079+0.020216i,-0.019634+0.021291i,-0.0083752+0.021304i,0.0013718+0.0028644i,-0.0017317+0.00096649i,0.0022335+0.00074006i,0.00010227+0.0021085i,0.0020428-0.0012778i,0.00056648+0.00047484i,0.00051894+0.0023243i,0.0028018-0.00096947i,-0.0012316+0.0020897i,-0.00082231-0.00055374i,0.00063227+0.0016989i,0.00022814+0.00097784i,0.00075828+0.00039803i,0.0002064+0.0016312i,0.0038574+0.0026255i,0.00068304-0.0010192i,0.0014341-0.00011202i,0.00081212+0.00084977i,-0.00037942+0.0010822i,-0.00054982+0.00067888i,0.00042033+0.00080516i,-0.00023136-0.00099442i,-0.00039685+0.00051336i,-0.00086089-0.00062637i,-0.0012991-0.00069621i,-0.00039962-0.00019077i,0.0051524+0.001134i,0.0018747-0.00077949i,0.00019875+0.00033635i,0.00092112-0.00056606i,-0.0010188-0.0036136i,0.0015474+0.00085559i,0.0006936-0.00047371i,0.00047419+0.0012964i,0.00076183+0.0013776i,-0.016527-0.0015739i,-0.023679-0.017397i,-0.024308-0.025043i,-0.017984-0.0051274i,-0.036037-0.013374i,-0.020321-0.0083685i,-0.015543-0.0027806i,-0.029465+0.017596i,-0.0072575-0.023473i,-0.012788-0.016078i,0.0097327-0.0047568i,0.0021928+0.0009914i,0.0047378-0.0017152i,0.0013476-0.0011205i,-0.0020553-0.00012011i,0.012983+0.0069558i,0.0028424-0.00028613i,0.0047373+0.00092776i,-0.0032896+0.00072075i,0.0002604+0.0024479i,0.00065281-0.00042785i,-0.0032206-2.1979e-06i,-0.0027891-0.0034965i,0.0018132-0.0013031i,-0.005178+0.0013452i,-0.002808+0.0054375i,0.0014263+0.0024616i,0.001012+0.0010258i,-0.00021427+0.0016464i,0.0013244+2.538e-05i,0.00019724+0.0059441i,-0.0030932-0.0017083i,0.0015892+0.001645i,0.0011268+0.0028787i,0.0012436+0.0002217i,0.0035639-0.0022534i,0.0013646+0.0011146i,-0.00010298+0.0030227i,-0.00103+0.0010814i,0.00092609-0.00011568i,-0.00081842+0.00048008i,0.00091603+0.0018723i,0.0032352-0.00068029i,0.0024136-0.0036943i,-0.00023026-0.0019456i,-0.024167-0.01464i,-0.0099492-0.0055483i,-0.0061466+0.0037226i,0.0078019+0.0047203i,-0.0026838-0.0041406i,0.0015521-0.0011959i,-0.0003287+0.011754i
-0.012551-0.0055802i,-0.019429+0.019295i,0.0015206+0.018939i,0.0029942+0.0055496i,0.0047975+0.0052803i,0.0042712+0.0086589i,0.00051692+0.01951i,-0.016118+0.023392i,-0.0056423+0.021004i,0.0021099+0.0023052i,-0.0010307+0.0015979i,0.0021809-6.7159e-06i,0.00081474+0.0016129i,0.0015137-0.0018503i,0.0008228+0.00016784i,0.0012206+0.0018506i,0.0026371-0.0022052i,-0.00044868+0.0023381i,-0.0012755-0.00042095i,0.00094924+0.0012624i,0.00078211+0.0010189i,0.00085408+0.00022299i,0.00079235+0.0014527i,0.0044927+0.0014849i,0.00032388-0.0013033i,0.0011318-0.00083691i,0.00099526+0.00045415i,3.3005e-05+0.0010305i,-0.0003219+0.00059508i,0.00048193+0.00041008i,-0.00066677-0.00091544i,-9.9773e-05+0.00056567i,-0.00094794-0.0002585i,-0.0014382+7.795e-07i,-0.00029594-3.7217e-05i,0.0056019-8.4634e-06i,0.0015336-0.0012807i,0.00026155+0.00015197i,0.00073916-0.00079574i,-0.0014745-0.0028901i,0.0017198+0.00037067i,0.00025661-0.00047329i,0.00069225+0.0010571i,0.00089543+0.00088655i,-0.017542+0.0011909i,-0.025343-0.013872i,-0.027175-0.021576i,-0.017874-0.0038219i,-0.037509-0.0087836i,-0.021651-0.0068219i,-0.016392-0.0042059i,-0.026596+0.018528i,-0.0099747-0.023699i,-0.015-0.015895i,0.0080362-0.0057155i,0.0026395+0.00039884i,0.0048743-0.0033837i,0.00060668-0.0006451i,-0.0018195+0.0012232i,0.015304+0.0025221i,0.0029074-0.00036052i,0.0042511-0.00067772i,-0.0030283+0.0014487i,0.001415+0.0018764i,0.00082812-0.0001658i,-0.0034471+0.00085198i,-0.0040055-0.0033477i,0.00089384-0.0018073i,-0.004272+0.0024614i,-0.00096184+0.0058409i,0.0022262+0.00153i,0.0016889+0.0010924i,0.00036221+0.0019006i,0.00076404-0.00034035i,0.0021999+0.0049893i,-0.002744+4.7632e-06i,0.0020914+0.0013307i,0.0020348+0.0020387i,0.0011594+0.00016169i,0.0024598-0.002983i,0.0018734+0.00052026i,0.0010884+0.0029991i,-0.00087863+0.0015798i,0.00024595+0.00024562i,-0.00069557+0.00071203i,0.00081585+0.00090377i,0.0031448-0.0019934i,0.0011699-0.004158i,-0.00094293-0.001428i,-0.02483-0.01198i,-0.011503-0.0011644i,-0.0066241+0.0062805i,0.005338+0.0033043i,-0.002588-0.0029388i,0.0016127-0.0010357i,0.0011619+0.012227i
-0.013059-0.0034495i,-0.016366+0.02049i,0.0033118+0.01691i,0.0022058+0.0046624i,0.0043921+0.0043263i,0.0050823+0.0074433i,0.0028169+0.018656i,-0.01243+0.024637i,-0.0034856+0.020643i,0.0026482+0.0014541i,-0.00012033+0.0016168i,0.0019887-0.00058919i,0.0012228+0.00090503i,0.00069973-0.0021697i,0.0008895-0.0002359i,0.0016793+0.0011856i,0.0019933-0.0034242i,0.00028278+0.002313i,-0.001509+0.00020262i,0.0011764+0.00095888i,0.0012342+0.00066413i,0.0007769+0.00014228i,0.0012543+0.0010235i,0.0046365-4.8858e-05i,-0.00019174-0.0015276i,0.00049789-0.0010618i,0.0010393+1.436e-05i,0.00036391+0.00096914i,-0.00026967+0.00047605i,0.00026769+0.00012749i,-0.0010298-0.00064201i,7.1472e-05+0.0005184i,-0.00098476+6.7457e-06i,-0.001256+0.00055676i,-0.00020401-7.0964e-05i,0.0057214-0.0013786i,0.0012335-0.0017517i,0.00026636+1.5936e-05i,0.0005035-0.001036i,-0.0017461-0.0025129i,0.0016423-0.00015289i,0.00014141-0.00025196i,0.00080333+0.00084296i,0.00094175+0.00076718i,-0.01779+0.004062i,-0.025941-0.010619i,-0.028833-0.017411i,-0.018139-0.0026665i,-0.037968-0.0040226i,-0.022197-0.0049242i,-0.018189-0.0046581i,-0.024715+0.019223i,-0.012886-0.02369i,-0.017415-0.014829i,0.006715-0.0062492i,0.0026835-0.00039378i,0.0036328-0.0053215i,5.2823e-05+0.00010059i,-0.0010433+0.0023817i,0.015833-0.0027661i,0.0031193-0.00059933i,0.0028025-0.0016866i,-0.0024041+0.0021249i,0.0023204+0.0010115i,0.001456-0.0005064i,-0.0032897+0.0019341i,-0.0055059-0.0025448i,-8.4648e-05-0.0020614i,-0.0032756+0.0033196i,0.00065286+0.0056494i,0.0024357+0.00013633i,0.0022013+0.00054402i,0.00091809+0.00185i,0.00013857-0.00016956i,0.0035031+0.0034078i,-0.0018152+0.0010844i,0.0023954+0.00086583i,0.0024328+0.001202i,0.0011133+2.9919e-05i,0.00099665-0.0031664i,0.0020624-0.0001722i,0.0018726+0.0024863i,-0.00027178+0.0018947i,5.6343e-05+0.00085488i,-0.0004159+0.0010096i,0.00046801+0.0002896i,0.0022821-0.003392i,1.3979e-05-0.0038336i,-0.001405-0.00084446i,-0.025187-0.0093348i,-0.01192+0.0029262i,-0.006108+0.0090986i,0.0029348+0.0033217i,-0.0019834-0.0019116i,0.0018883-0.0010344i,0.0028345+0.012226i
