-0.0070424-0.039864i,-0.013168-0.043875i,0.0020964-0.044975i,-0.027204-0.027487i,-0.020448+0.014205i,-0.032171-0.032689i,-0.06002-0.06276i,-0.021488-0.07141i,-0.039921-0.050522i,0.0014059+0.014753i,-0.0072256+0.011058i,-0.015112+0.014344i,0.0012173+0.016747i,-0.0036286-0.0031497i,0.00043062+0.0070283i,0.00014126+0.039239i,0.028267+0.051238i,0.00080631-0.00040279i,-0.0049616-0.0085071i,0.0082514+0.0047013i,0.0016779+0.0010679i,-0.0017548+0.0044027i,0.00013213-0.0013379i,-0.034769-0.011695i,-0.0026281-0.0065515i,-0.00051561+0.0051924i,0.0078802-0.0033777i,-0.00029642+0.00051954i,-0.00018251-0.00079032i,-0.00022369-0.0028526i,-0.0010089-0.0048983i,-0.0026727-0.0038511i,-0.00062922-0.0083673i,0.0031014-0.00093127i,0.0028931-0.002592i,-0.0027207+0.035941i,0.0065477-0.0044371i,0.0034219-0.0027295i,0.0051279+0.00020276i,-0.011945+0.0016774i,8.4465e-05+0.00023773i,0.01312+0.0043531i,0.0067137-0.0021073i,-0.0035019+0.0042621i,0.0023282+0.0016408i,-0.0037363+0.0086971i,0.015448-0.08717i,-0.0067695-0.048575i,-0.024199-0.039175i,-0.019569-0.041947i,0.063429-0.015206i,0.027819-0.060847i,0.039108-0.044242i,0.029557-0.056226i,0.019419-0.015271i,0.0083856+0.0098759i,0.025961-0.031881i,-0.0071521-0.0053696i,0.002758-0.0029479i,-0.0048131-0.0063307i,0.0012444-0.032093i,-0.024578+0.030306i,0.0074733-0.010096i,-0.01131-0.0024896i,-0.0053997-0.0011715i,-0.00081159-0.013704i,-0.010267+0.0037078i,0.0037503+0.0079779i,-0.011214+0.030605i,0.005782+0.0071617i,-0.0058063-0.0014448i,-0.0020255-0.002122i,-0.0099864-0.0057825i,0.00071582-0.0038384i,-0.03549+0.0036535i,0.002734-0.011702i,-0.0087292-0.0021969i,-0.0061921-0.0027732i,0.0063032+0.0010572i,-0.010176+0.0015301i,0.0012592+0.00078783i,0.0052975+0.0089671i,0.0050826+0.00037186i,-0.0083003-0.0094932i,0.0028898+0.0089196i,-0.019355+0.0052713i,0.0069856+0.0032565i,-0.029443-0.0090463i,-0.034305+0.0033571i,0.019645-0.075431i,0.013355-0.010819i,-0.042615-0.027431i,-0.023024-0.003624i,0.017581+0.013728i,-0.026178+0.013225i,-0.010635-0.0078469i
-0.0083973-0.009484i,-0.031089+0.0067471i,-0.012494+0.023722i,-0.00045646+0.012744i,0.0035744+0.0097758i,0.00045753+0.011214i,-0.0095226+0.018988i,-0.026346+0.013524i,-0.016177+0.019496i,-0.0010162+0.0027012i,-0.0010409-0.0016731i,-0.00048859+0.0023193i,-0.0026888+0.0013885i,0.0016891+0.0012608i,-0.00060801+0.00057095i,-0.0011395+0.0013759i,0.0019222+0.0010797i,-0.0032771-0.00045733i,0.00023732-0.0010568i,-0.0010757+0.0014919i,-4.4318e-05+0.00048429i,0.00033056+0.0012892i,-0.00088859+0.00058811i,-0.00032082+0.002922i,0.0012604+0.0013026i,0.0004366+0.00092965i,-0.00056037+0.00077839i,-0.0011718+2.1275e-05i,-0.0012097+0.00026003i,-0.0013922+0.0012682i,0.0017361-0.00070062i,-0.00043876-0.00054639i,0.00012547-0.0011026i,0.0006113-0.0009914i,-0.00079971-0.0002197i,0.0031946+0.0024587i,0.0021268+0.0016209i,-0.00041982+0.00017585i,0.0015932-0.00062764i,0.00089053-0.0060352i,-9.2904e-06+0.002187i,0.00089763+0.00057461i,-0.0012041+0.0018855i,-0.00091432+0.00059834i,-0.010604-0.0061432i,-0.01464-0.02229i,-0.014139-0.02758i,-0.015887-0.0092807i,-0.025076-0.022414i,-0.018185-0.0099876i,-0.021461-8.0299e-05i,-0.039207+0.010916i,-0.00015044-0.018268i,-0.0082357-0.014743i,0.011901+0.0050586i,0.00091282+0.00058525i,0.0036122-0.00096222i,0.0034046+0.00010758i,0.00031651-0.0020009i,0.00031971+0.010743i,0.0041647-0.00051673i,0.0012929+0.0034953i,-0.0026767-0.00035237i,-0.0013881-0.00049713i,0.0011354+0.00018518i,-0.0019761-0.00072539i,-0.001063-0.00255i,0.0020916+0.0035776i,-0.0002812-0.0029769i,-0.0047205+0.00082735i,-0.0026224+0.001569i,0.0010161+0.0018736i,-0.00024456+0.00081126i,0.0019082+0.00097949i,-0.006665+0.0020953i,0.0014082-0.0035594i,0.00044175+0.0020549i,-0.0032327+0.00068849i,0.00142+0.00045066i,0.0047936+0.00077003i,0.0012183+0.00165i,-0.0016173+0.0017234i,-0.0008442+7.5762e-05i,0.0026917+0.0035879i,-0.00043221-0.00026311i,-0.002964+0.0035422i,0.00080647+0.0018111i,0.0079203-0.00049234i,0.0015442-0.0011611i,-0.019768-0.024049i,0.0054355-0.0052928i,0.00010658+0.00021652i,0.007275+0.014853i,0.00086786-0.0075666i,0.0025981-0.00086326i,-0.0025606+0.010411i
-0.0099654-0.0082939i,-0.029108+0.01164i,-0.0077648+0.023408i,0.0018536+0.01132i,0.0043027+0.0084827i,0.0014598+0.01038i,-0.0066392+0.019634i,-0.023703+0.016256i,-0.012718+0.020354i,-0.00034161+0.0029414i,-0.0019305-0.00091948i,0.00075215+0.0024621i,-0.001745+0.001936i,0.0024894+0.00052955i,-0.00014001+0.00080122i,-0.00092906+0.0018174i,0.0025248+0.00060704i,-0.003461+0.00086575i,-0.00037747-0.00098455i,-0.00043022+0.0019079i,-3.3126e-05+0.00044684i,0.00081966+0.00097022i,-0.00071527+0.0010044i,0.00019623+0.0031219i,0.0018765+0.0010989i,0.00077284+0.00072305i,-0.00020022+0.00097472i,-0.0011126+0.00049006i,-0.00079509+0.00052188i,-0.00075745+0.0015501i,0.0014955-0.001378i,-0.00069706-0.00018368i,-0.00025491-0.0010141i,8.6365e-05-0.0011441i,-0.0006845+2.5882e-05i,0.003694+0.0014802i,0.0026365+0.0007295i,-0.00033806+0.00036034i,0.00088585-0.0010533i,-0.0012866-0.0059731i,0.00081614+0.002233i,0.00098949+8.2662e-05i,-0.0003711+0.0020835i,-0.0008201+0.00089364i,-0.012785-0.0052132i,-0.017876-0.021395i,-0.016453-0.027954i,-0.016651-0.008i,-0.028556-0.020662i,-0.018243-0.0092104i,-0.018712+0.00026376i,-0.035584+0.014043i,-0.0016275-0.021068i,-0.0088479-0.015213i,0.01327+0.00099771i,0.00095799+0.00087508i,0.0038611-0.00064316i,0.003034-0.00045699i,-0.00061558-0.0022123i,0.0050572+0.010785i,0.0032957-0.0007111i,0.002876+0.0031602i,-0.0026488-0.00027983i,-0.0021236+0.00040438i,0.0013283-5.5315e-05i,-0.0022564-0.00074604i,-0.00096252-0.0026559i,0.0031891+0.0016193i,-0.0025676-0.0028122i,-0.0052359+0.0021026i,-0.0016054+0.0029394i,0.0013437+0.0010946i,-0.00023+0.0010219i,0.0016368+0.00038532i,-0.0052726+0.0050868i,0.00032394-0.0039501i,0.00092585+0.0017095i,-0.0022806+0.0023956i,0.0012782+0.00034419i,0.0047928-0.00041093i,0.0010135+0.00089639i,-0.00077193+0.0021986i,-0.0010799+0.00055525i,0.0029764+0.001671i,-0.00063782-0.00030486i,-0.0017029+0.0038334i,0.0018094+0.0016209i,0.0073933-0.0034435i,0.0013008-0.0017228i,-0.022254-0.020779i,-0.001876-0.012841i,-0.0020888+0.00032979i,0.0091612+0.011639i,-0.00061754-0.0072068i,0.0022256-0.0014037i,-0.001893+0.010449i
-0.011219-0.0067106i,-0.025781+0.015785i,-0.0038445+0.022279i,0.0032224+0.0090817i,0.0046817+0.00728i,0.0022166+0.0096225i,-0.0036878+0.019875i,-0.021176+0.018689i,-0.0098053+0.02063i,0.00052632+0.0029471i,-0.002039+0.00016116i,0.0018834+0.0017781i,-0.00076386+0.0021562i,0.0024441-0.00053931i,0.00044219+0.00067654i,-0.00032041+0.0021388i,0.0033347-0.00011508i,-0.002956+0.0020929i,-0.00059136-0.00069849i,0.00018894+0.0017776i,-5.0405e-05+0.00059126i,0.00097875+0.00054525i,-0.00034002+0.0013893i,0.00084875+0.0030254i,0.0023708+0.00034084i,0.0010547+0.00034689i,0.00025612+0.00094484i,-0.00075659+0.00085411i,-0.00054138+0.00054718i,-0.00012038+0.0015887i,0.00088132-0.0018695i,-0.00066992+0.00020177i,-0.00063194-0.00085976i,-0.00042856-0.00090095i,-0.00065854+0.0002737i,0.0039821+0.00054426i,0.0026901-0.00028505i,-8.0391e-05+0.00044905i,0.00038423-0.0011428i,-0.0032808-0.0046734i,0.0014256+0.0020311i,0.00074168-0.00036781i,0.00020617+0.0021612i,-0.00037689+0.0010868i,-0.014585-0.0036218i,-0.020863-0.019349i,-0.020422-0.027332i,-0.01721-0.0062736i,-0.032361-0.017659i,-0.01901-0.008977i,-0.016788-0.00047066i,-0.032343+0.01615i,-0.0044808-0.022892i,-0.010136-0.015955i,0.011873-0.0021882i,0.001426+0.0010622i,0.0045371-0.001036i,0.0023354-0.0010727i,-0.0017091-0.0015909i,0.0089077+0.0089454i,0.00281-0.00043031i,0.0039816+0.0019374i,-0.0029331+0.00015753i,-0.0016994+0.0019758i,0.0011086-0.00046936i,-0.0027122-0.00055596i,-0.001488-0.0031245i,0.0026756-0.00010861i,-0.0036671-0.00050589i,-0.0044674+0.0041091i,9.4166e-05+0.0031126i,0.0010595+0.00098614i,-0.00017507+0.0010241i,0.0013467+0.00025538i,-0.0015507+0.0065869i,-0.001614-0.0037661i,0.0010548+0.0015878i,-0.00051107+0.0030013i,0.0012898+0.00034804i,0.0041024-0.0014483i,0.00069469+0.0011961i,9.5763e-05+0.0023735i,-0.00076907+0.00093652i,0.002131+0.00059779i,-0.0010811-0.00011486i,-0.00015224+0.0034077i,0.0027037+0.00060035i,0.0061108-0.0050372i,0.00052304-0.0021053i,-0.024054-0.017428i,-0.0071771-0.0090584i,-0.0044092+0.0016388i,0.009628+0.008001i,-0.0023013-0.0060168i,0.0016824-0.0013664i,-0.0015242+0.010845i
-0.012256-0.0049434i,-0.021792+0.018474i,-0.00052387+0.020476i,0.0034511+0.0070347i,0.004825+0.0060603i,0.0030303+0.0090239i,-0.00087642+0.019406i,-0.018293+0.021066i,-0.0072821+0.020644i,0.0013674+0.0025683i,-0.001653+0.0010219i,0.0022459+0.00075341i,6.9213e-05+0.0020003i,0.0020485-0.0011818i,0.00074318+0.0003802i,0.00041579+0.0021815i,0.0033837-0.0016436i,-0.0021133+0.002996i,-0.00080957-0.00076116i,0.00061434+0.0015081i,0.00012598+0.00090637i,0.00091997+0.00021728i,0.00023543+0.0015471i,0.0014475+0.0027743i,0.002405-0.00059459i,0.0010886-0.00018481i,0.00062645+0.0007692i,-0.00036532+0.0010277i,-0.00030514+0.00055732i,0.00050117+0.0013075i,-2.1232e-06-0.0020312i,-0.00055016+0.00049419i,-0.00091404-0.00048491i,-0.00076801-0.00047597i,-0.00043196+0.00050242i,0.0040784-0.00033778i,0.002358-0.0013539i,8.5124e-05+0.00038218i,9.8297e-06-0.001145i,-0.0042713-0.0027634i,0.0017248+0.0016359i,0.00038744-0.00053869i,0.00083271+0.0019838i,1.0318e-05+0.00095934i,-0.015995-0.0015193i,-0.023212-0.016723i,-0.024474-0.024939i,-0.017313-0.0046632i,-0.03493-0.01335i,-0.020283-0.0079735i,-0.015943-0.0019493i,-0.02898+0.017969i,-0.0076363-0.023664i,-0.012552-0.016523i,0.0099321-0.0040851i,0.0019458+0.00079355i,0.0050385-0.002123i,0.0012993-0.001104i,-0.0021389-0.00035811i,0.01258+0.0066297i,0.0027607-0.00025764i,0.0041549+0.00060429i,-0.0028413+0.0009568i,-0.00018628+0.0028867i,0.00074797-0.00049011i,-0.0031039-2.3184e-05i,-0.0027416-0.0034033i,0.001868-0.00097876i,-0.0029925+0.00050879i,-0.0025569+0.0051794i,0.0010846+0.0025379i,0.0011938+0.0013052i,-0.00016467+0.0013092i,0.0013352-8.3253e-05i,0.00080867+0.0055137i,-0.0029957-0.0020449i,0.001432+0.0015496i,0.00098456+0.0026894i,0.0011827+0.00017676i,0.0034277-0.0023555i,0.0013599+0.0015727i,0.00084734+0.0023522i,-0.00055142+0.0009676i,0.001244+0.00013515i,-0.0011229+0.00046688i,0.00096805+0.0024158i,0.0028853-0.00051316i,0.0055567-0.0061713i,-0.00043554-0.0018359i,-0.025045-0.014119i,-0.010286-0.0048123i,-0.0058167+0.0036503i,0.0082168+0.0048051i,-0.0030553-0.0044179i,0.0014359-0.0011224i,-0.00051994+0.011593i
-0.01279-0.0029276i,-0.018217+0.020077i,0.0016275+0.018422i,0.0030212+0.0054169i,0.0047084+0.0049299i,0.0040576+0.008138i,0.001391+0.018515i,-0.014894+0.022974i,-0.0050282+0.020591i,0.0020263+0.0019528i,-0.00096507+0.0016344i,0.0021453-1.8481e-05i,0.00071629+0.0015562i,0.0015818-0.0016444i,0.0009487-1.6088e-05i,0.001147+0.0017828i,0.002766-0.0032688i,-0.00088508+0.00339i,-0.0014006-0.00060798i,0.00086139+0.0011493i,0.00065237+0.00096314i,0.00095913-2.6529e-05i,0.00078651+0.001369i,0.0019378+0.0024193i,0.0020429-0.0013947i,0.0008015-0.00075335i,0.00083558+0.00044273i,-3.2775e-05+0.000977i,-6.3861e-05+0.00044657i,0.00077365+0.0007955i,-0.00085659-0.0018597i,-0.00029706+0.00065783i,-0.00093479-7.5714e-05i,-0.0008836+7.6568e-07i,-0.00018405+0.00055298i,0.004138-0.0011148i,0.0020331-0.0022331i,0.00022146+0.00022936i,-0.00026849-0.001131i,-0.0041758-0.0010527i,0.0023143+0.0016709i,4.0073e-05-0.00037823i,0.0016433+0.001521i,8.6833e-05+0.0007707i,-0.016949+0.0008556i,-0.024966-0.013581i,-0.02763-0.021261i,-0.017168-0.0035614i,-0.036619-0.0088575i,-0.02131-0.0065101i,-0.016666-0.0032323i,-0.026+0.018858i,-0.010623-0.023618i,-0.015063-0.016324i,0.0082665-0.0051638i,0.0023557+0.00034734i,0.0048381-0.0044026i,0.00055708-0.00061549i,-0.001933+0.0010299i,0.01508+0.0023574i,0.0028275-0.00040467i,0.0035444-0.00067427i,-0.0024065+0.0014532i,0.0013322+0.002466i,0.00088947-0.00026469i,-0.0032892+0.00078338i,-0.0039971-0.0033425i,0.001135-0.0015569i,-0.0028506+0.00086692i,-0.00096565+0.0051171i,0.0019712+0.0018425i,0.0020095+0.0012639i,0.00018239+0.0014563i,0.00078036-0.00033579i,0.0024237+0.0042311i,-0.0028351-0.0002904i,0.0019277+0.0013064i,0.0016443+0.0018827i,0.0010839+8.62e-05i,0.0023024-0.0030788i,0.002142+0.00087707i,0.001549+0.0022714i,-0.00044703+0.00078489i,0.00056484+0.00035611i,-0.00089696+0.0010106i,0.00086888+0.0011489i,0.002837-0.001816i,0.0036766-0.0074291i,-0.001011-0.0013052i,-0.0253-0.011286i,-0.011452-0.0004468i,-0.0064755+0.0060176i,0.0056814+0.0031309i,-0.0028571-0.0027206i,0.0015194-0.00088622i,0.00086739+0.012141i
-0.012667-0.00096637i,-0.014921+0.021204i,0.0030713+0.016467i,0.0022808+0.0044701i,0.0042562+0.0039812i,0.0048582+0.0069509i,0.0034936+0.017525i,-0.011231+0.023992i,-0.0030234+0.020468i,0.002444+0.0010718i,-5.116e-05+0.0017537i,0.0019559-0.00053829i,0.0011063+0.00092128i,0.00085267-0.0020378i,0.00095245-0.00037978i,0.0016602+0.0011463i,0.0013593-0.0045621i,0.00015761+0.0034211i,-0.0016663+0.0001626i,0.0010583+0.00087295i,0.0011038+0.00065103i,0.00079855-0.00014109i,0.0012113+0.00098865i,0.0024753+0.0019312i,0.0014515-0.0019134i,0.0002264-0.00089998i,0.00088673+9.6023e-05i,0.00027233+0.00089133i,8.9561e-06+0.00028456i,0.00065856+0.00031283i,-0.0015154-0.0015382i,-2.6763e-05+0.00070198i,-0.00085114+0.00017388i,-0.00061787+0.00040366i,-5.8068e-05+0.00045542i,0.004051-0.0019982i,0.0016107-0.0028357i,0.00027703+9.0722e-05i,-0.00062882-0.0010509i,-0.0037137+0.00011789i,0.0073507-0.0047486i,8.0414e-05-0.00010788i,0.001676+0.00082565i,0.00022506+0.00084127i,-0.017538+0.003335i,-0.02563-0.010479i,-0.02924-0.016797i,-0.017479-0.0025696i,-0.037157-0.0040103i,-0.021877-0.0048055i,-0.018153-0.003614i,-0.024035+0.019509i,-0.013525-0.023173i,-0.017711-0.015067i,0.0070974-0.0057015i,0.0024273-0.00037959i,0.001387-0.0018127i,5.5836e-05+0.00011179i,-0.0011574+0.0022579i,0.015402-0.0024865i,0.0029064-0.00065879i,0.0022788-0.0013817i,-0.0018658+0.0018548i,0.0026185+0.0014204i,0.0013925-0.00053718i,-0.0032186+0.0018075i,-0.0051788-0.0025654i,0.00015939-0.0019862i,-0.0030528+0.0017594i,0.00011131+0.0049085i,0.0024126+0.00046064i,0.0024431+0.00050119i,-0.00022317+0.0012584i,0.00012754-0.00012951i,0.0032272+0.0025575i,-0.0019886+0.00083945i,0.0022032+0.00097404i,0.0019488+0.00112i,0.000936-2.3531e-06i,0.00074063-0.0031979i,0.0024648-1.8797e-06i,0.0020947+0.0018729i,-0.00078366+0.0013619i,0.00035112+0.00086257i,-0.00041326+0.0016055i,0.00044408+0.00058008i,0.0019433-0.0031853i,0.0012713-0.0075942i,-0.0012647-0.00070295i,-0.025385-0.0087624i,-0.01145+0.0035878i,-0.0063867+0.0089426i,0.0030833+0.0030335i,-0.001798-0.0018214i,0.0017816-0.00075848i,0.0023987+0.012234i
-0.012385+0.00047189i,-0.011755+0.021899i,0.0038312+0.014991i,0.0015733+0.0041457i,0.0036894+0.0034651i,0.0053406+0.0057179i,0.0052657+0.016505i,-0.0074651+0.02443i,-0.00054424+0.020449i,0.0024824+0.00026106i,0.0006199+0.001421i,0.0017168-0.00089034i,0.0013249+0.00039884i,4.6792e-06-0.0019082i,0.00083916-0.00066125i,0.001853+0.00041746i,-0.00065409-0.0044295i,0.0010833+0.0031323i,-0.0013961+0.00083484i,0.0013122+0.0006062i,0.0013608+0.00021303i,0.00074846-0.00011606i,0.0014015+0.00046179i,0.0031677+0.0013173i,0.00089638-0.0021518i,-0.00011236-0.00070152i,0.00078634-0.00023685i,0.00056208+0.00080933i,-1.3393e-05+0.00013034i,0.00040085+0.00011154i,-0.0020327-0.00094817i,0.00018641+0.00064653i,-0.00082169+0.00047009i,-0.00030711+0.00049521i,1.3916e-05+0.00037799i,0.0037937-0.0029221i,0.00086889-0.0037941i,0.0002529-6.9813e-05i,-0.0010265-0.00091614i,-0.0031504+0.0007809i,0.00077898-0.0016018i,0.00027647-6.3743e-05i,0.0016618+0.00049644i,0.00044567+0.00083881i,-0.017543+0.005915i,-0.025878-0.0081902i,-0.029141-0.012582i,-0.017795-0.001121i,-0.03671+0.00070028i,-0.022173-0.0032719i,-0.020212-0.0029414i,-0.022337+0.02086i,-0.015639-0.022234i,-0.019637-0.013243i,0.0059707-0.0062081i,0.0018982-0.0010803i,0.0012302-0.0057567i,0.00011209+0.00097803i,0.00035228+0.0032684i,0.014393-0.0074174i,0.0028374-0.0012108i,0.00074756-0.0010514i,-0.0013312+0.0019485i,0.0030608-0.00061559i,0.0014133-0.0013124i,-0.0025443+0.002886i,-0.0062327-0.0010218i,-0.0010079-0.0017332i,-0.002271+0.0028388i,0.0010481+0.004747i,0.0017354-0.00071261i,0.0025837-0.00033768i,0.001665+0.0022128i,-4.1392e-05+0.0003419i,0.0032448+0.0014252i,-0.00093475+0.001366i,0.0025975+0.00064196i,0.0021962+0.0005627i,0.00089969-5.6571e-05i,-0.00024814-0.0023798i,0.0024297-0.0010467i,0.0024893+0.0014653i,0.00021229+0.0015112i,0.00067537+0.0013148i,0.00077371+0.0021259i,7.4435e-05+0.00035911i,0.00031045-0.0035113i,-0.00039143-0.0056171i,-0.0015214-7.3312e-05i,-0.025393-0.0067644i,-0.010405+0.007113i,-0.0042529+0.01122i,0.0013355+0.0046253i,-0.0010091-0.0017704i,0.0022185-0.0010184i,0.0039665+0.012028i
-0.012297+0.001739i,-0.0088116+0.022321i,0.0048067+0.014102i,0.0013062+0.0041523i,0.0033744+0.0033373i,0.0057049+0.0044208i,0.0069234+0.015378i,-0.0038424+0.023822i,0.0021758+0.019992i,0.0022737-0.00048313i,0.00087647+0.0010791i,0.0014978-0.0011525i,0.001497-0.00030549i,-0.00029834-0.0013379i,0.00068755-0.00087923i,0.0016553-0.00032661i,-0.0017279-0.0038072i,0.0018031+0.0027063i,-0.00098527+0.0011594i,0.0015907+0.00022387i,0.0014286-0.00041851i,0.00083276-0.00019442i,0.0012944+8.5818e-06i,0.0035633+0.00012987i,0.0012125-0.0025356i,-0.00013629-0.00041079i,0.00056841-0.0004902i,0.00075308+0.00047141i,-0.00042365-6.6546e-05i,0.00020337+0.00012844i,-0.0023217-0.00017821i,0.00034389+0.00056242i,-0.00068644+0.00081137i,-3.8633e-05+0.00053319i,0.00016958+0.00030135i,0.0031344-0.0039721i,-0.00051474-0.0042366i,0.00014581-0.00015997i,-0.0014624-0.00038498i,-0.002876+0.0011931i,0.00046864-0.0013206i,0.00033991-0.00021567i,0.0020542+8.0487e-05i,0.00060963+0.00073045i,-0.016999+0.0086584i,-0.026475-0.0061125i,-0.027887-0.0097252i,-0.017498+0.00050679i,-0.034991+0.0045145i,-0.022035-0.0015239i,-0.021868-0.00079574i,-0.019917+0.022508i,-0.017739-0.021473i,-0.021066-0.011848i,0.005299-0.0068921i,0.0010193-0.0012692i,-0.0013588-0.0051329i,0.00060574+0.0016742i,0.0024761+0.0030903i,0.010123-0.011536i,0.0021002-0.0039006i,-0.00013868+0.0003998i,-0.00091281+0.0017636i,0.0021871-0.0020827i,0.0010274-0.0019424i,-0.0013681+0.0034129i,-0.0066415+0.0012479i,-0.0014405-0.00095641i,-0.00092095+0.0034059i,0.0019164+0.0043294i,0.00080165-0.0011054i,0.0025682-0.0012696i,0.0023805+0.0010173i,-3.9218e-05+0.00069837i,0.0031231+0.0006139i,9.7939e-05+0.0014i,0.0029719-0.00022007i,0.0025128+0.00023607i,0.0005963-0.00023514i,-0.00053855-0.0015726i,0.0017802-0.0022327i,0.0022896+0.00096052i,0.00070791+0.0008116i,0.0013503+0.0013613i,0.0011029+0.00062036i,-6.4485e-05+0.00064531i,-0.00072388-0.0028626i,-0.0015444-0.0039602i,-0.0016075+0.00064309i,-0.025416-0.0049093i,-0.0086717+0.0092923i,-0.0019778+0.011777i,0.0011538+0.0066453i,-0.0012209-0.0022979i,0.0021429-0.0015803i,0.0057521+0.011373i
-0.012164+0.0032552i,-0.0058532+0.022697i,0.0060597+0.01299i,0.0013945+0.0039746i,0.0033742+0.0030865i,0.0058448+0.002866i,0.0086267+0.014174i,-0.00080032+0.022623i,0.0049568+0.018514i,0.001772-0.0010562i,0.0010263+0.00077447i,0.0012379-0.0014008i,0.0012887-0.0011467i,-0.00033169-0.0010656i,0.00043296-0.001088i,0.001268-0.00076288i,-0.0023278-0.0030546i,0.0025118+0.00199i,-0.00062258+0.0014861i,0.0017453-0.00033286i,0.0010219-0.0010697i,0.00084685-0.00036535i,0.0010963-0.0002754i,0.0030933-0.000939i,-0.00036005-0.0045402i,4.9081e-05-0.00037445i,0.00026339-0.00065261i,0.00068595+3.8049e-05i,-0.00030483+0.00061048i,0.00021877+0.0002868i,-0.0022061+0.00055309i,0.00054346+0.00042037i,-0.00029749+0.001109i,0.00030787+0.0003911i,0.00024643+0.0001403i,0.0019609-0.004882i,-0.0022527-0.0034473i,6.1495e-05-0.00019375i,-0.001351+0.00039342i,-0.0025824+0.0019426i,0.0002417-0.0012085i,0.00022656-0.00033159i,0.0025601-0.00046848i,0.00078941+0.00050078i,-0.01601+0.011065i,-0.027321-0.0037862i,-0.026948-0.0080307i,-0.016861+0.0018512i,-0.033036+0.0074603i,-0.021316-0.00048318i,-0.022488+0.0021186i,-0.017058+0.023838i,-0.019568-0.020441i,-0.022964-0.010133i,0.0055112-0.0077421i,0.00018837-0.00086464i,-0.0029763-0.003366i,0.001273+0.0018157i,0.0040445+0.0019675i,0.0045621-0.013009i,0.001372-0.0035514i,0.00021338+0.0018716i,-0.00087337+0.0015033i,0.0010765-0.002694i,0.00042343-0.0024955i,-0.00024546+0.0033963i,-0.0057078+0.0033247i,-0.0014237-0.00025048i,0.00052696+0.0030757i,0.002649+0.0040486i,8.7048e-05-0.0010337i,0.001998-0.0023466i,0.0019443-4.2241e-05i,0.00032374+0.0014739i,0.0029009+7.2435e-05i,0.0010626+0.00064584i,0.002862-0.0012738i,0.0030093-0.00074072i,0.000282-0.00011266i,-0.00056918-0.00088487i,5.6564e-05-0.0028077i,0.0019476+0.001492i,0.00025114+0.00022921i,0.0019071+0.00097453i,0.00093217-0.00048714i,-0.00010838+0.00059487i,-0.0012187-0.0024852i,-0.0023698-0.0019326i,-0.0013196+0.001331i,-0.025553-0.0031887i,-0.0075118+0.010602i,-0.0005388+0.011748i,0.0020254+0.0078299i,-0.0020547-0.0022471i,0.0016466-0.0019101i,0.0073562+0.0097198i
-0.011648+0.0049648i,-0.0026482+0.022675i,0.0070892+0.011632i,0.0015207+0.0037293i,0.0033256+0.0026283i,0.0054477+0.0012508i,0.010417+0.012635i,0.0016205+0.021226i,0.0070402+0.016505i,0.0011597-0.0011542i,0.0009738+0.00054496i,0.0010023-0.001564i,0.00063315-0.0018185i,-0.0003017-0.00084646i,0.00011345-0.001176i,0.00093432-0.00079233i,-0.0025853-0.0022843i,0.0027603+0.0012684i,-4.879e-05+0.0016998i,0.0016606-0.00089205i,0.00030869-0.0012361i,0.00080719-0.00049922i,0.000965-0.00046996i,0.0026495-0.0014545i,-0.0029006-0.0037412i,0.00013493-0.00042417i,1.3159e-05-0.00058355i,0.0004383-0.00014393i,9.73e-05+0.00056726i,0.00040018+0.00032823i,-0.0019129+0.0012328i,0.00068445+0.00027076i,0.00013121+0.0012006i,0.00026555+3.9398e-05i,0.00022684+5.2231e-05i,0.00028706-0.0054311i,-0.0029476-0.0025139i,-3.383e-05-0.00017886i,-0.00095141+0.00085055i,-0.0021247+0.0027411i,-4.6403e-05-0.0010311i,0.00010241-0.00036732i,0.0025125-0.001425i,0.00082496+0.0003636i,-0.014297+0.013365i,-0.027874-0.00092524i,-0.026189-0.0067747i,-0.016184+0.0031813i,-0.031136+0.0097355i,-0.020801-3.3413e-05i,-0.021844+0.0050659i,-0.01361+0.024502i,-0.021406-0.019578i,-0.024563-0.0076002i,0.0051148-0.0052119i,-0.00039363-9.8769e-05i,-0.0035223-0.0011874i,0.0017556+0.0016664i,0.0051138+0.00056401i,-1.283e-06-0.012059i,0.00024794-0.0025404i,0.001378+0.0028737i,-0.00099276+0.0014574i,0.0003367-0.0029311i,-0.00041966-0.0029218i,0.00082252+0.0030402i,-0.0053516+0.0047699i,-0.0015056+0.00010353i,0.001506+0.0023666i,0.0037396+0.0031775i,-0.00059913-0.00086587i,0.00060971-0.0030375i,0.0011967-0.00045958i,0.0014741+0.0017751i,0.0024365-0.00038622i,0.00086157-0.00039851i,0.0019214-0.0021231i,0.0022287-0.002101i,3.3005e-05+0.00078333i,-0.0002336-0.00043171i,-0.0014028-0.0019411i,0.0031047-0.0016969i,-0.00035004+0.00028346i,0.0020982+0.00040154i,-0.00067685-0.0022327i,0.00013949+0.0003833i,-0.0018142-0.0021872i,-0.0017738-7.7817e-05i,-0.00096245+0.0019281i,-0.025793-0.0010024i,-0.0064822+0.012546i,0.00025914+0.011704i,0.0032212+0.0083574i,-0.0027685-0.00143i,0.0011252-0.0019821i,0.007907+0.0077396i
