-0.023923-0.042333i,-0.010295-0.047686i,-0.017139-0.046588i,-0.030971-0.035855i,-0.029741-0.017474i,-0.050812-0.0293i,-0.059787-0.02645i,-0.045211-0.0404i,-0.029457-0.036503i,0.0064034+0.014487i,-0.0044812+0.015994i,-0.005276+0.014635i,0.0098624+0.02175i,0.00024917+0.004633i,0.0037981+0.0030958i,0.0067379+0.018316i,0.028072+0.039548i,-0.0020587-0.00043011i,-0.0041516-0.0062356i,0.0080704+0.0017312i,0.00028226-0.00098034i,-0.00069026+0.0013023i,4.0585e-05-0.00040713i,-0.030908-0.002615i,-0.0012428-0.0056609i,0.001923+0.0050157i,0.0038483+7.0423e-05i,-6.5718e-05+0.00076564i,0.00026162-0.00062698i,8.8969e-05-0.0024393i,-0.0017804-0.0061442i,-0.0042749-0.0041245i,-0.0021288-0.0051666i,0.0019668-0.00089133i,0.0027077-0.002892i,0.0027541+0.026339i,0.0022979-0.0027707i,0.0030141+0.00019428i,0.0062371+0.0013119i,-0.0099361-0.0030323i,-0.002382+0.0011184i,0.0069775+0.0021018i,0.004419+0.0010303i,-0.0049287+0.0063941i,0.0016656-0.0086467i,-0.011001+0.016327i,0.036702-0.091576i,0.012196-0.070625i,-0.015413-0.060055i,-0.01668-0.056095i,0.039218-0.047292i,0.017533-0.062828i,0.034927-0.056041i,0.031254-0.060724i,0.014969-0.012747i,0.004334+0.016614i,0.016367-0.026338i,-0.011419+0.0060897i,-0.00093736+0.0055684i,-0.0053597-0.0006239i,-0.002404-0.028625i,-0.023991+0.031827i,0.010482-0.010902i,-0.013014-0.0024889i,-0.00011265-0.0051404i,-0.0014274-0.016264i,-0.0076299+0.0048834i,0.0051955+0.0060046i,-0.0082346+0.030887i,0.0047559+0.0058711i,-0.0051629-0.00048371i,-0.0031061-0.00037209i,-0.012374-0.0076791i,-0.00051699-0.0045787i,-0.029847+0.0064579i,-3.1063e-05-0.0096888i,-0.0096224-0.0021383i,-0.0065003-0.0026951i,0.0072174+0.0029234i,-0.0080477+0.0016516i,0.00010576+0.00035925i,0.0056732+0.010764i,0.0041745+0.0012035i,-0.0096667-0.010397i,0.002765+0.0083518i,-0.021297+0.0068219i,0.0078993+0.0011015i,-0.029789-0.0048534i,-0.043125+0.00102i,0.021503-0.095234i,-0.0026703-0.011744i,-0.05342-0.021753i,-0.023345+0.0011406i,0.018089+0.010586i,-0.024621+0.012803i,-0.019417-0.013622i
0.012102-0.0082359i,0.044001-0.012013i,0.023392-0.027307i,0.011562-0.021796i,0.014884-0.041022i,-0.018861-0.023652i,-0.0083408-0.015689i,-0.0014014-0.029147i,0.0072476-0.017928i,0.0048542-0.0035257i,0.0022209-0.0048936i,2.8737e-06-0.0052508i,-0.0010404-0.0057994i,-0.00090168-0.0029707i,-0.0012647+0.0010229i,0.0013967-0.003023i,-0.0035655+0.0016235i,-0.00047824+0.0017867i,0.00016581+0.00019367i,0.0005117+0.0021407i,0.0014301+0.001819i,0.0010803-0.00097119i,0.0020537+0.00057789i,-0.00086293+0.0028093i,-0.00068766+0.00036424i,-0.00061501+5.8161e-05i,-0.0014017+0.00012449i,-0.00060535+0.00037964i,0.000137+0.00012881i,-9.7929e-05-0.00043405i,0.0015054-0.0016421i,0.0014208-0.00017558i,0.00030502-0.00085003i,0.00045231-0.0010724i,0.00081729+0.0007019i,0.0046092-0.0017648i,0.00012566+0.00012644i,-2.5689e-06+0.0011803i,0.00030723-0.00034203i,0.00022597+0.00034802i,0.00083051+0.00054534i,0.00010736+0.0011454i,9.8376e-05-0.0030252i,0.001093-0.0028935i,0.018328+0.0047085i,0.02972+0.040381i,0.036322+0.040468i,0.047883+0.02903i,0.016041-0.00053059i,0.036525-0.00026145i,0.03877+0.012474i,0.01536+0.0063719i,0.029486+0.022508i,-0.003527+0.033804i,0.0066271-0.0048156i,0.0047882-0.0033504i,0.0070042-0.0037695i,0.007894+0.0038036i,0.0038073+0.0063966i,-0.0060533+0.0040399i,-0.0037875-0.0060969i,0.0045088+0.013516i,-0.0035761+0.00061395i,1.0902e-05+0.0051341i,-0.00052389+0.0014965i,0.0026756-0.0032016i,0.00651-0.00079547i,-0.002907-0.00059057i,0.0044317-0.0025318i,-0.0067227-0.00033559i,-0.0014602+0.00049511i,0.0003348+5.2578e-05i,-0.004565-0.0026906i,-0.0043374-0.0021409i,-0.0080724-0.0091047i,0.0026285-0.0016559i,-0.00485+0.0018908i,-0.0016614+0.0012837i,-0.0040756+0.0027911i,0.0065652+0.0012738i,-0.0072195-0.0016241i,-0.0045705-0.0075704i,-0.0028808-0.0013031i,-0.0055928-0.00041405i,0.0049836-0.0030913i,0.006164+0.00054731i,0.0029712-0.0017472i,0.0050046+0.0083518i,0.0060549+0.0056811i,0.040656+0.029495i,-0.031566-0.0046929i,-0.036817+0.018254i,-0.009947+0.020505i,0.0019714+0.0024633i,0.0093215-0.0061817i,-0.010718-0.00037075i
0.010071-0.0097566i,0.040821-0.019181i,0.018031-0.030522i,0.0075904-0.02248i,0.0063591-0.042967i,-0.02142-0.019811i,-0.011528-0.014849i,-0.0062183-0.027988i,0.0038986-0.018632i,0.0038051-0.0045661i,0.00082256-0.0056458i,-0.0011201-0.0045928i,-0.0027143-0.0047187i,-0.0015251-0.0023626i,-0.00075587+0.0012624i,0.0010406-0.0031978i,-0.0022627+0.0027003i,-0.00020275+0.0017951i,7.7891e-06+0.00023493i,0.0011552+0.0019117i,0.0020621+0.001518i,0.00088489-0.0011102i,0.0020711-0.00014018i,0.0010013+0.0023805i,-0.00036746+0.00054742i,-0.0003713+0.00011652i,-0.0011881+0.00092723i,-0.0004278+0.00059329i,0.0001664+0.00016103i,3.3051e-05-0.00019879i,0.00073592-0.0022275i,0.0014044-0.00062278i,5.7893e-05-0.00082307i,-3.5495e-05-0.0010017i,0.0014322+0.00047046i,0.0040865-0.0026151i,8.9408e-05+0.00022982i,0.00036144+0.0010748i,0.00048794-0.00015425i,0.00014208-0.00021504i,0.00087408+0.00033708i,0.00045075+0.00093987i,-0.00059934-0.0023091i,0.0013006-0.0028051i,0.0187+0.0024142i,0.035343+0.035418i,0.041291+0.033587i,0.051166+0.020106i,0.013287-5.19e-06i,0.036934-0.0064378i,0.040714+0.0053171i,0.016391+0.00017755i,0.030097+0.01243i,0.0040471+0.030466i,0.0046385-0.0058174i,0.0008243-0.0036217i,0.0046542-0.0065393i,0.007052+0.00099573i,0.0052315+0.0048449i,-0.0034166+0.0063815i,-0.0044788-0.0029917i,0.0063542+0.011232i,-0.0036207+0.0014658i,0.0027524+0.0057939i,0.00038379+0.0017083i,0.00050942-0.0035419i,0.0071848-0.0043915i,-0.0030718-4.7376e-05i,0.0037504-0.0042142i,-0.0062158+0.0028741i,-0.0013996-0.00026391i,4.5658e-05-0.00053742i,-0.0045068+0.00029306i,-0.0042453-0.00076946i,-0.0096411-0.0053876i,0.0013027-0.0024039i,-0.0034981+0.0029373i,-0.0016456+0.00078262i,-0.0026223+0.0038102i,0.0077227-0.0014391i,-0.0070269+0.0013911i,-0.0068562-0.0055125i,-0.0024701-0.00075871i,-0.0049251+0.0014264i,0.0025403-0.0037675i,0.0061928-0.0021577i,0.00284-0.0020766i,0.00686+0.0062658i,0.0055663+0.0049244i,0.041941+0.019924i,-0.030828+0.0019379i,-0.034694+0.026223i,-0.0062659+0.018712i,0.0033857+0.0049756i,0.006765-0.0063383i,-0.012496+0.0017061i
0.0085315-0.011015i,0.036155-0.025682i,0.012138-0.032302i,0.0041007-0.022326i,-0.0023645-0.043152i,-0.023403-0.01595i,-0.014445-0.013202i,-0.010374-0.02642i,0.00040177-0.018839i,0.0025139-0.0051361i,-0.0010969-0.0056804i,-0.0019072-0.0037667i,-0.0037885-0.0031574i,-0.0018663-0.0016952i,-0.00044337+0.0012385i,0.00060972-0.0033181i,-0.00072086+0.0028332i,-4.6718e-05+0.0019463i,1.7814e-05+0.00048499i,0.001652+0.0012613i,0.002658+0.00068167i,0.00059806-0.0014111i,0.0018107-0.00083422i,0.0022123+0.0012078i,0.00012983+0.00054235i,-0.00024317+2.0017e-05i,-0.0005619+0.0013588i,-0.00032172+0.00075323i,0.00026047+0.00018387i,0.00011798-0.00016055i,-0.00023914-0.0024394i,0.0011375-0.001109i,-0.00030809-0.00077815i,-0.00035009-0.00075535i,0.0018572-0.00036499i,0.0034229-0.0035694i,0.0003504+0.00031801i,0.00073343+0.00092275i,0.00067152-0.00040086i,-0.0001799-0.00045797i,0.001057+4.0322e-05i,0.00073936+0.0006026i,-0.00080048-0.0016495i,0.001219-0.0032728i,0.019113-0.00037015i,0.041863+0.028712i,0.045382+0.026054i,0.052605+0.01118i,0.012178+0.00092076i,0.036632-0.012873i,0.040807-0.0016368i,0.016229-0.0049097i,0.027789+0.0050939i,0.0095053+0.027348i,0.0023219-0.0059699i,-0.0020593-0.0017749i,0.00068986-0.008091i,0.0052771-0.00075753i,0.0056589+0.0030339i,-0.00094331+0.0071213i,-0.0038724-0.00080775i,0.0071583+0.0084938i,-0.0035205+0.0034779i,0.0054382+0.0048107i,0.0010777+0.0012897i,-0.001117-0.0027061i,0.0059878-0.0071118i,-0.0027202+0.0005795i,0.0025312-0.0052943i,-0.0032487+0.0048695i,-0.0019852-0.00040734i,-0.00038242-0.00053309i,-0.0032349+0.0019947i,-0.0036147+0.00056471i,-0.010113-0.0018802i,0.00045461-0.0028106i,-0.0020651+0.0032386i,-0.001872+0.0010862i,-0.00059845+0.0037307i,0.0073289-0.0048293i,-0.0054378+0.0038131i,-0.0080292-0.0026817i,-0.0024466-0.00061648i,-0.0039312+0.0024458i,0.0014162-0.0034528i,0.0047313-0.004232i,0.0028934-0.0025213i,0.0066527+0.0029121i,0.0053531+0.0046532i,0.042432+0.012654i,-0.027893+0.0071273i,-0.028995+0.033387i,-0.0042967+0.016834i,0.00633+0.0056556i,0.0043346-0.0053094i,-0.012508+0.0045063i
0.0069089-0.012647i,0.030535-0.030627i,0.0067437-0.03333i,0.001311-0.022333i,-0.010809-0.040957i,-0.024764-0.012032i,-0.017181-0.010794i,-0.014344-0.024236i,-0.0026093-0.018129i,0.0011691-0.0053421i,-0.0028003-0.0044744i,-0.0022463-0.0030966i,-0.0039796-0.0015073i,-0.0020916-0.001185i,-0.00010556+0.0014523i,6.2115e-05-0.0033651i,0.00028222+0.0023521i,0.00049837+0.0023421i,0.00032688+0.00082562i,0.0018119+0.00046339i,0.0027313-0.00042073i,2.7778e-05-0.0016382i,0.0012803-0.0012747i,0.002581-0.0006414i,0.00057878+0.00037141i,-0.00034768-1.2133e-05i,7.0454e-06+0.0014192i,3.9969e-05+0.00088003i,0.00038373+6.3369e-05i,0.00017198-0.00017015i,-0.0012082-0.002199i,0.0007046-0.001367i,-0.00049212-0.00053671i,-0.0005217-0.00057385i,0.0016003-0.0015202i,0.0025265-0.0044142i,0.00061192+0.00011697i,0.0010868+0.00064683i,0.00059864-0.00064953i,-0.00066188-0.00063807i,0.00099175-0.00035746i,0.00065907+0.0004486i,-0.00092677-0.0011567i,0.0006621-0.0035013i,0.019239-0.0034921i,0.046592+0.018906i,0.048429+0.01785i,0.052914+0.0029039i,0.012856+0.0022752i,0.034756-0.020221i,0.040007-0.0084931i,0.015172-0.010183i,0.025489+0.00019197i,0.015402+0.023121i,0.00069331-0.005235i,-0.0032948+0.00088971i,-0.0038711-0.007995i,0.003669-0.0015729i,0.0054663+0.0017934i,0.0011407+0.0072872i,-0.0028419+0.00058909i,0.0070208+0.0055052i,-0.0011861+0.0054316i,0.0077717+0.0024712i,0.0017431+0.00097659i,-0.0019704-0.0013743i,0.0038519-0.009517i,-0.0022783+0.00076844i,0.0010311-0.0062051i,-0.00089578+0.004388i,-0.0028184-7.256e-05i,-0.00044731-0.00052672i,-0.0017236+0.0031775i,-0.0026478+0.0012731i,-0.0091686+0.0016337i,-0.00067688-0.0032998i,-0.00069322+0.0028541i,-0.001619+0.001192i,0.00068082+0.0027573i,0.0054717-0.008175i,-0.0028973+0.0051565i,-0.0072635+0.00020376i,-0.0026846-0.0003173i,-0.0031202+0.0034363i,0.00055698-0.003198i,0.0029513-0.0047551i,0.0026828-0.0035893i,0.0049927+0.0014532i,0.0058291+0.0044636i,0.042065+0.0054774i,-0.024673+0.0088702i,-0.021063+0.037798i,-0.0021808+0.016089i,0.0082917+0.005098i,0.0035107-0.0035789i,-0.011329+0.0064709i
0.0046771-0.014241i,0.024567-0.034015i,0.0010938-0.033697i,-0.0018259-0.022512i,-0.017536-0.037427i,-0.025693-0.0082036i,-0.019162-0.0075421i,-0.017685-0.021503i,-0.0049738-0.017147i,-0.00028242-0.0049656i,-0.0033888-0.0029399i,-0.0027151-0.0025598i,-0.0036724-0.00023685i,-0.0024722-0.00046133i,0.00055842+0.0015901i,-0.00069798-0.0032144i,0.00077038+0.0021726i,0.0015302+0.002316i,0.00077802+0.00069017i,0.0015326-0.00022642i,0.0023414-0.0013909i,-0.00049892-0.0016224i,0.00080173-0.0014919i,0.0015457-0.0019697i,0.00069859-0.00017416i,-0.00047525+4.9635e-05i,0.00056469+0.0013671i,0.00046222+0.00079451i,0.0003732-0.00015218i,0.0001753-0.00027765i,-0.0018894-0.0015432i,0.0003069-0.0014872i,-0.00065855-0.00032029i,-0.00068077-0.00029029i,0.00042078-0.002139i,0.0014212-0.0050442i,0.00060237-0.00018231i,0.0012656+8.5782e-05i,0.00051863-0.00080116i,-0.0012049-0.00048306i,0.00069932-0.00074715i,0.00068526+0.00044736i,-0.0008758-0.00073835i,7.9895e-05-0.0034316i,0.019218-0.0072524i,0.047813+0.0083126i,0.049736+0.009239i,0.052919-0.0060765i,0.015542+0.0030385i,0.030821-0.027306i,0.037933-0.014824i,0.01215-0.014733i,0.022534-0.0032122i,0.020023+0.017099i,-0.00015383-0.0050042i,-0.0028405+0.0041346i,-0.0085691-0.0053813i,0.0020694-0.0019589i,0.0052387+0.000825i,0.0032524+0.0069029i,-0.0016572+0.0010571i,0.0058407+0.003782i,0.0019797+0.0045273i,0.0090929-0.0012486i,0.0023004+0.00017276i,-0.001866+0.00034024i,0.00027925-0.011657i,-0.0025117+0.0012696i,-0.00078484-0.006753i,-0.00024634+0.0039321i,-0.0033971+0.00091566i,-0.00066013-0.00057536i,0.0011021+0.0034538i,-0.0020017+0.00092347i,-0.006665+0.0043062i,-0.0024461-0.003188i,0.00017554+0.0020069i,-0.0013827+0.0013217i,0.0011404+0.0015864i,0.0021396-0.010728i,-0.0004128+0.0048786i,-0.005781+0.0014625i,-0.0026433+0.00010533i,-0.0015641+0.0045979i,-0.00033062-0.0026507i,0.0013325-0.0048004i,0.0016824-0.0044995i,0.0038491+0.0010004i,0.0065802+0.0036552i,0.040572-0.001245i,-0.025004+0.0092136i,-0.013433+0.038399i,0.00042224+0.014216i,0.010181+0.0035394i,0.0039119-0.002508i,-0.009608+0.007837i
0.0023611-0.015406i,0.018897-0.036479i,-0.0043859-0.032915i,-0.0052167-0.022042i,-0.023821-0.03336i,-0.026035-0.0044402i,-0.020055-0.0040985i,-0.02052-0.018586i,-0.0069224-0.016351i,-0.0010165-0.0041645i,-0.0033913-0.0016696i,-0.0030746-0.0016188i,-0.0032232+0.00088656i,-0.0023213+0.00060664i,0.0012245+0.0011678i,-0.0012589-0.0026447i,0.0014859+0.0019653i,0.002315+0.0015228i,0.00096873+0.00047994i,0.0011543-0.00053966i,0.0017246-0.0021197i,-0.0010614-0.0014623i,0.00023789-0.001699i,0.00031984-0.0025349i,0.00028689-0.00055203i,-0.00057054+0.00036816i,0.0011836+0.0010272i,0.00071709+0.00052572i,0.00025959-0.00028936i,-6.906e-05-0.00025685i,-0.0022937-0.00078178i,-0.00018842-0.0015192i,-0.00072124+0.00018074i,-0.0005772+4.4257e-06i,-0.00029953-0.0018196i,0.00011452-0.0053252i,0.00052342-0.00018548i,0.0010564-0.0003758i,0.00026056-0.00097665i,-0.001624+4.5518e-05i,0.00033193-0.00092382i,0.00084959+0.00032532i,-0.00070428-0.00034354i,-0.00050426-0.0033975i,0.018145-0.011984i,0.046642-0.0019751i,0.049461+0.00086936i,0.050319-0.015933i,0.019684+0.00050435i,0.024648-0.032957i,0.035053-0.020413i,0.0089485-0.017463i,0.020835-0.0042988i,0.02213+0.0097752i,-0.0017156-0.0048451i,5.4868e-06+0.0062289i,-0.011172-0.00058287i,0.00060029-0.0018958i,0.0047475-1.8782e-05i,0.004689+0.0057168i,-0.00077039+0.00066343i,0.0046815+0.0026324i,0.002591+0.0028103i,0.0076564-0.0051774i,0.002351-0.00111i,-0.00021735+0.0014327i,-0.0050486-0.010498i,-0.0022727+0.0026359i,-0.0035151-0.0064002i,0.0015861+0.0039405i,-0.0034259+0.0024989i,-0.00082395-0.00043369i,0.0037008+0.00055051i,-0.0018705+0.00063777i,-0.0032944+0.0048323i,-0.0041623-0.0018926i,0.00029957+0.0010125i,-0.0014739+0.0013304i,0.0012891+0.00048511i,-0.0027459-0.011893i,0.0015597+0.0035135i,-0.0050085+0.0020257i,-0.0028063+0.00060529i,0.00089233+0.0048479i,-0.00037415-0.0018537i,2.2584e-05-0.0041856i,0.00045125-0.0049089i,0.0027829+0.0010928i,0.0067747+0.0026684i,0.038233-0.0064477i,-0.026889+0.012354i,-0.007274+0.03794i,0.0018087+0.01103i,0.011302+0.0010016i,0.0043765-0.0027679i,-0.0076262+0.0079254i
-0.00042968-0.016542i,0.013343-0.038225i,-0.0095342-0.031432i,-0.0082427-0.021035i,-0.029129-0.027806i,-0.025971-0.00071328i,-0.020253-0.00093962i,-0.023026-0.015298i,-0.0089975-0.015796i,-0.0012707-0.0035513i,-0.0031043-0.00067304i,-0.0030485-0.00052753i,-0.0023373+0.0018254i,-0.001693+0.0013225i,0.0015437+0.00060734i,-0.0014738-0.0020497i,0.0021266+0.001379i,0.002583+0.00060727i,0.0011401+0.00031341i,0.00093763-0.00063909i,0.00080804-0.0026109i,-0.001644-0.00095423i,-0.00031063-0.0014814i,-0.00059408-0.0023014i,2.1795e-05-0.00056092i,-0.00034979+0.00074621i,0.0014483+0.0003807i,0.00086399+0.00022965i,0.00011625-0.00037423i,-0.00012417+6.785e-05i,-0.0024094+2.6986e-05i,-0.0006684-0.0012268i,-0.00038386+0.00055165i,-0.00041846+0.00014379i,-0.00064302-0.001619i,-0.001223-0.0050606i,0.00062806-0.0003637i,0.00078589-0.00062096i,-9.2035e-05-0.00086701i,-0.0017425+0.00073426i,7.3677e-06-0.0010519i,0.00085176+2.8197e-05i,-0.00049311-0.00015219i,-0.0012669-0.0031257i,0.01495-0.016177i,0.043105-0.010883i,0.047795-0.0071081i,0.044881-0.024297i,0.021743-0.0045912i,0.017769-0.036612i,0.031844-0.025498i,0.0060986-0.019938i,0.021491-0.0057019i,0.022697+0.0030824i,-0.0037127-0.0042864i,0.0032457+0.0058941i,-0.011045+0.0051225i,-0.00070759-0.0014737i,0.0043055-0.000547i,0.0057546+0.0047544i,-0.00048128+0.00011824i,0.0031036+0.0025583i,0.0030399+0.0022069i,0.0043082-0.0075613i,0.0014592-0.0021784i,0.0012081+0.00090953i,-0.0081007-0.0064776i,-0.0006816+0.0035184i,-0.0055123-0.0043695i,0.002979+0.0023448i,-0.0023838+0.0041915i,-0.00092261-0.00041497i,0.0031418-0.0029111i,-0.0020399+0.00079748i,-0.0012389+0.0035333i,-0.0045733-0.00016968i,-0.00021519+0.0003147i,-0.0014968+0.0017436i,0.00070081-0.00061918i,-0.0080477-0.0098904i,0.0021558+0.0014782i,-0.0047095+0.0026565i,-0.0027975+0.0017228i,0.003003+0.0038927i,-0.00019657-0.0019026i,-0.00020162-0.0031416i,-0.00071721-0.0049743i,0.0019103+0.0018987i,0.0068695+0.0016614i,0.036818-0.011056i,-0.027276+0.017613i,-0.0016478+0.036603i,0.0013399+0.0078123i,0.010838-0.0022621i,0.004016-0.0028252i,-0.0065403+0.0070055i
-0.0039739-0.017016i,0.0078146-0.039384i,-0.014366-0.029187i,-0.011144-0.020001i,-0.032722-0.021517i,-0.025414+0.0028826i,-0.020048+0.0020401i,-0.024926-0.011561i,-0.011319-0.015046i,-0.0015675-0.0032496i,-0.0025125+9.9274e-05i,-0.0025696+0.00027725i,-0.001216+0.0023674i,-0.00098336+0.0016597i,0.0017255+3.8896e-05i,-0.0014286-0.0016497i,0.0025279+0.00085148i,0.0026706-0.00032103i,0.0012535-8.0793e-05i,0.00081617-0.00088024i,-0.000347-0.0025635i,-0.0018214-0.00024236i,-0.0006346-0.0012091i,-0.001146-0.0018634i,-0.00017871-0.00049368i,2.5743e-05+0.00086362i,0.0012732-0.00021158i,0.0009647-0.00010795i,-8.2006e-05-0.00031892i,-3.9083e-05+0.00021222i,-0.0022317+0.00092353i,-0.00083199-0.00080672i,0.00014995+0.0006102i,-0.00033015+0.00014942i,-0.0012142-0.0012157i,-0.0022824-0.004259i,0.00040922-0.00063256i,0.00045925-0.00074713i,-0.00024966-0.00041472i,-0.0016201+0.0013757i,-0.00057161-0.0009397i,0.00061405-0.00025171i,-0.00026262-0.00011232i,-0.0018325-0.0024469i,0.010858-0.019001i,0.037561-0.01754i,0.044654-0.014136i,0.038054-0.030395i,0.021355-0.0093492i,0.010404-0.038767i,0.028107-0.030546i,0.0025408-0.022088i,0.022649-0.0089972i,0.021617-0.0040059i,-0.0056925-0.0027898i,0.0054979+0.0039352i,-0.0080324+0.009629i,-0.0015545-0.00074319i,0.0037371-0.00095748i,0.0070656+0.0034401i,-0.00061409-0.00013278i,0.0025113+0.0037121i,0.0038764+0.000988i,0.00097975-0.0075704i,0.00041891-0.0024825i,0.0018065-9.0352e-05i,-0.0087609-0.0023169i,0.0010182+0.0033304i,-0.0064143-0.0019537i,0.0027268+0.00077262i,-0.00034291+0.0050418i,-0.0012406-0.00033223i,0.00063665-0.0049468i,-0.0019906+0.0011087i,-0.00059186+0.002018i,-0.0043591+0.0014986i,-0.0010742+0.00043594i,-0.0011294+0.0019577i,-0.00055547-0.00079039i,-0.010848-0.0056964i,0.001587+0.0001268i,-0.0043114+0.0032788i,-0.0018515+0.0024624i,0.0045706+0.0018571i,-0.00083471-0.001705i,0.00038933-0.00287i,-0.0017588-0.0044438i,0.0028023+0.0033813i,0.0067564+0.00090625i,0.033992-0.016738i,-0.026043+0.023659i,0.0031245+0.034462i,-0.00058522+0.0057314i,0.0078368-0.0045081i,0.0042199-0.0032169i,-0.0069132+0.0062669i
-0.0074398-0.016257i,0.0023089-0.040079i,-0.018461-0.025922i,-0.014-0.018428i,-0.035042-0.015493i,-0.024459+0.0065466i,-0.019259+0.0049943i,-0.025991-0.0077868i,-0.01379-0.013858i,-0.0017944-0.002832i,-0.0018281+0.00033309i,-0.0019527+0.00084896i,-3.8169e-05+0.0025755i,-0.00033344+0.0018287i,0.0016073-0.00059884i,-0.0013542-0.0015688i,0.0031436+4.7629e-05i,0.0022677-0.0012298i,0.0011304-0.00058708i,0.00061403-0.0010015i,-0.0011969-0.0021052i,-0.0015373+0.00040732i,-0.00078376-0.0010516i,-0.0011601-0.0015501i,-0.00043194-0.00054676i,0.00036055+0.00077673i,0.0010004-0.000508i,0.00083626-0.0003421i,-0.00018636-0.00019331i,0.00012114+0.00033241i,-0.0017083+0.0016497i,-0.00088307-0.00055671i,0.00039472+0.00036138i,-0.00030336+0.00027906i,-0.0014363-0.00051919i,-0.0028676-0.0032052i,9.0307e-05-0.00066286i,0.00011143-0.00072693i,-2.8947e-05-0.00024278i,-0.001127+0.0020764i,-0.0008142-0.00051801i,0.00054177-0.0003261i,-4.5984e-05-0.00019417i,-0.0019153-0.0017127i,0.0066957-0.02069i,0.032715-0.021382i,0.04088-0.01992i,0.030922-0.034343i,0.019461-0.013316i,0.0028737-0.03878i,0.023349-0.034973i,-0.00091138-0.023227i,0.022662-0.013407i,0.017723-0.010016i,-0.0071707-0.00020992i,0.0062052+0.0011729i,-0.0037823+0.012063i,-0.0023303+0.00028582i,0.0034045-0.00099446i,0.0079127+0.0015354i,-0.00079474-0.00044391i,0.0034717+0.005179i,0.0036276-0.00057102i,-0.0011233-0.0064069i,-0.00071395-0.0024101i,0.0018113-0.00094921i,-0.0074754+0.00095021i,0.0024609+0.0025429i,-0.0061996+0.00059402i,0.0021259+0.00037107i,0.0019624+0.0045492i,-0.001413+0.00014196i,-0.0021305-0.0053161i,-0.0018802+0.0012284i,-0.0012444+0.0013664i,-0.0036346+0.0029371i,-0.0012959+0.0012932i,-0.0011606+0.0021039i,-0.0012662-0.00022162i,-0.011379-0.0014943i,0.00073012-0.00056912i,-0.0039463+0.004102i,-0.00096824+0.0025657i,0.0049479-0.00060133i,-0.00099325-0.001349i,0.0005342-0.0037975i,-0.0025643-0.0042457i,0.0042678+0.0030624i,0.006976+0.0001698i,0.03052-0.020861i,-0.022446+0.031014i,0.0070445+0.032139i,-0.003039+0.0055552i,0.0046502-0.0040115i,0.0035258-0.0041491i,-0.007486+0.0063572i
-0.010247-0.014893i,-0.0036829-0.040835i,-0.021756-0.02269i,-0.016609-0.01645i,-0.036577-0.0088282i,-0.02249+0.010051i,-0.01792+0.0076835i,-0.026749-0.0040349i,-0.01628-0.012224i,-0.0018061-0.0027029i,-0.0014868+0.00038085i,-0.0011283+0.0011448i,0.0012133+0.0022699i,0.00049474+0.0016673i,0.0012366-0.0010904i,-0.0015158-0.0016455i,0.0033435-0.0014031i,0.0015091-0.001773i,0.00076106-0.00093371i,0.00052843-0.0011405i,-0.0017702-0.0013911i,-0.0011715+0.00076463i,-0.0010823-0.00092365i,-0.001129-0.0017169i,-0.00072233-0.00037824i,0.00061699+0.00065835i,0.0006425-0.00078364i,0.00066058-0.00051063i,-0.00020837-3.0344e-05i,0.00048849+0.00040135i,-0.0010237+0.0021267i,-0.00097302-0.0003098i,0.00056757+0.00010256i,-0.00010302+0.00033753i,-0.0011222+2.3122e-05i,-0.0031219-0.0022732i,-1.9228e-05-0.00050996i,-1.6055e-05-0.00053183i,1.8455e-06-0.00045331i,-0.00029951+0.0023588i,-0.00076846-0.00011399i,0.0004797-0.00070629i,-3.9353e-05-0.0004655i,-0.0017671-0.0012151i,0.0024062-0.021584i,0.029231-0.025089i,0.036889-0.02515i,0.023955-0.036248i,0.017798-0.016006i,-0.0041628-0.036549i,0.017971-0.038851i,-0.0036752-0.024386i,0.021543-0.018362i,0.012586-0.013211i,-0.0070394+0.0033243i,0.0055412-0.0015023i,0.0002853+0.012312i,-0.0025709+0.0016i,0.0036423-0.0011309i,0.0081626-0.00096401i,-0.0013024-0.00054176i,0.0057707+0.0052631i,0.0026849-0.00090774i,-0.0023831-0.0050638i,-0.0015421-0.0018009i,0.0017441-0.0016537i,-0.0060133+0.0027127i,0.0034611+0.0011702i,-0.0052002+0.002644i,0.0024578+0.00055791i,0.0034341+0.0031918i,-0.0012359+0.00037255i,-0.0049221-0.0043134i,-0.0018886+0.0015403i,-0.0016259+0.0018355i,-0.0023956+0.0039585i,-0.0006645+0.0019381i,-0.0010695+0.0028547i,-0.0013385+0.00035108i,-0.010698+0.0019207i,-5.1417e-05-0.00069486i,-0.0029657+0.0054356i,-0.00048555+0.0026438i,0.004238-0.0031415i,-0.00096891-0.0014746i,-0.00014628-0.0046827i,-0.0037214-0.0036212i,0.0053091+0.0020351i,0.0073974-0.00096084i,0.026868-0.024237i,-0.014487+0.03616i,0.011358+0.029146i,-0.0045676+0.006507i,0.0029076-0.0023045i,0.0020554-0.0041616i,-0.0079707+0.007005i
