-0.0073636-0.038582i,-0.011977-0.044224i,0.0014361-0.045723i,-0.026771-0.027162i,-0.02071+0.014095i,-0.032576-0.032483i,-0.059521-0.062324i,-0.021196-0.072932i,-0.033463-0.050638i,0.0023774+0.01668i,-0.0066481+0.01052i,-0.014993+0.01442i,0.0017581+0.016596i,-0.0036836-0.0035872i,0.000425+0.006602i,0.00075692+0.039285i,0.019643+0.059712i,0.00116-0.00010631i,-0.0045302-0.0080781i,0.0091415+0.005058i,0.0015567+0.0010473i,-0.0011995+0.0035971i,0.00028788-0.0016656i,-0.036141-0.0099629i,-0.0025169-0.0076762i,2.4773e-05+0.0044414i,0.0054483+0.00038732i,0.00027411+0.0010431i,-0.00020715-0.00091277i,0.00014349-0.0022336i,-0.0012907-0.0058127i,-0.0022321-0.003527i,-0.00074848-0.0076522i,0.0032356-0.0010597i,0.002856-0.0024531i,-0.0019506+0.034172i,0.0064289-0.0041478i,0.0035243-0.0025435i,0.0052494-0.00015758i,-0.013485-0.0053424i,0.00014828+0.00012244i,0.011102-0.00062108i,0.0054953-0.0016994i,-0.0031161+0.0049719i,0.0026471+0.0015084i,-0.0029775+0.0084571i,0.015609-0.086915i,-0.0061453-0.048062i,-0.02501-0.039294i,-0.01925-0.042044i,0.063578-0.015804i,0.027866-0.060876i,0.038764-0.044634i,0.030533-0.056083i,0.019331-0.015819i,0.0082897+0.0096975i,0.024839-0.032151i,-0.0073463-0.0051312i,0.0028257-0.0027724i,-0.0049061-0.0066425i,0.0015662-0.032009i,-0.024213+0.031007i,0.0082255-0.010148i,-0.010755-0.0015646i,-0.0053837-0.001454i,-0.00080834-0.013893i,-0.0099726+0.0040393i,0.0036192+0.0083239i,-0.011516+0.03078i,0.0058334+0.0081525i,-0.005021-0.0015807i,-0.0022467-0.0020347i,-0.011169-0.00726i,0.00048591-0.0033885i,-0.035236+0.0050126i,0.0025488-0.012719i,-0.0089078-0.0023952i,-0.0063261-0.0030377i,0.0060742+0.0011814i,-0.0091343+0.0017246i,0.0012318+0.0008412i,0.0056193+0.0092453i,0.0044805+0.00041822i,-0.0097444-0.0095895i,0.0026985+0.008734i,-0.019421+0.0066293i,0.0067589+0.0033902i,-0.028553-0.0088167i,-0.035105+0.0022784i,0.025414-0.077629i,0.012489-0.010145i,-0.042331-0.027814i,-0.022743-0.0036843i,0.01792+0.012607i,-0.027285+0.012115i,-0.011603-0.0083398i
-0.0069341-0.008893i,-0.030748+0.0071634i,-0.012442+0.023456i,-0.00044529+0.012739i,0.0035593+0.0098687i,0.00048674+0.011188i,-0.0096519+0.019062i,-0.025988+0.013829i,-0.017653+0.017622i,-0.00085227+0.0024499i,-0.0011058-0.0016378i,-0.00050951+0.002272i,-0.0026148+0.0015103i,0.001674+0.0013068i,-0.00062347+0.00055807i,-0.0011811+0.0017791i,0.0011714+0.00095444i,-0.0027723+0.00053871i,0.00016434-0.0010642i,-0.001465+0.0013591i,1.7053e-05+0.00047095i,0.00036487+0.0012418i,-0.00095409+0.00052242i,0.0011859+0.0039783i,0.002008-0.00067002i,0.00032521+0.00099859i,-0.00064878+0.00088535i,-0.0010069+1.577e-05i,-0.0013868+0.00031011i,-0.00094228+0.0011i,7.1985e-05-0.0013259i,-0.00038352-0.00073303i,0.00013842-0.0010429i,0.00054988-0.0013028i,-0.0001979-0.00083639i,0.0021086+0.0043327i,0.0023147+0.0012061i,-0.00033523+0.00028431i,0.0010565+0.0010124i,0.0021129-0.003333i,0.00014416+0.001938i,0.00093797+0.0011768i,-0.00087752+0.0015301i,-0.0016181+0.00098502i,-0.013084-0.0053983i,-0.014418-0.022746i,-0.014544-0.027121i,-0.015707-0.009614i,-0.025626-0.022422i,-0.018087-0.009949i,-0.021461-6.9256e-05i,-0.039689+0.010388i,-0.00045308-0.018904i,-0.0084343-0.014675i,0.012711+0.0040265i,0.00086349+0.00080792i,0.0031758-0.0011767i,0.0034903+0.00015066i,0.00034697-0.0019593i,0.00039534+0.01033i,0.0040663-0.00019674i,0.0015955+0.0038903i,-0.0026044-0.001103i,-0.0016076-0.00017251i,0.00096641+0.0002608i,-0.0019115-0.00073427i,-0.0011058-0.0026467i,0.0022953+0.0036439i,-0.004737-0.0045418i,-0.0051982+0.00011824i,-0.0024415+0.0017278i,0.0011507+0.0014749i,-0.00044397+0.00081985i,0.0019303+0.00087388i,-0.0063492+0.0021099i,0.00092548-0.0041147i,0.00044184+0.0019871i,-0.0029612+0.00061708i,0.0013633+0.0005662i,0.0048856+0.0011448i,0.0013884+0.0013832i,-0.0019574+0.00084952i,-0.0010735+0.0002117i,0.0030962+0.0027614i,-4.8401e-05-0.0002132i,-0.0025542+0.0029825i,0.0013894+0.0018906i,0.0040893-0.00084921i,0.0028855-0.0017981i,-0.018591-0.022835i,0.0050411-0.012917i,1.2789e-06+0.000133i,0.0073923+0.014639i,-0.00025386-0.0073032i,0.0028114-0.00048767i,-0.0024841+0.010393i
-0.0086142-0.008128i,-0.028519+0.011847i,-0.0078941+0.02319i,0.0018978+0.011262i,0.0043306+0.0085962i,0.001461+0.01033i,-0.006718+0.019825i,-0.023325+0.016346i,-0.014356+0.019372i,-0.00021884+0.0026764i,-0.0018814-0.00084847i,0.00072222+0.0024696i,-0.0016681+0.0020361i,0.0024352+0.00054018i,-0.00016649+0.00082408i,-0.00081485+0.0020876i,0.0017138+0.00080724i,-0.0025116+0.0015468i,-0.0004532-0.00096779i,-0.00085272+0.0019384i,3.5775e-05+0.00044841i,0.0007789+0.00088991i,-0.00084088+0.0010019i,0.0019876+0.0038639i,0.0018697-0.0011249i,0.0006894+0.00078341i,-0.00024206+0.0011585i,-0.00093882+0.00039433i,-0.00095265+0.00061953i,-0.00042415+0.0011737i,-0.00020813-0.0014118i,-0.00077884-0.00031553i,-0.00018026-0.00096056i,-0.0001653-0.0014051i,-0.00043265-0.0005804i,0.0033247+0.0035721i,0.0025791+0.00023353i,-0.00020747+0.0004552i,0.0013244+0.00034859i,0.00083553-0.0038853i,0.00088544+0.001861i,0.0013119+0.00059331i,-0.0001511+0.001711i,-0.0014651+0.0014791i,-0.01479-0.0039879i,-0.01777-0.021947i,-0.016763-0.027181i,-0.01659-0.00843i,-0.029146-0.020352i,-0.01815-0.0091304i,-0.018758+0.00014657i,-0.036059+0.013881i,-0.0022151-0.021583i,-0.0088666-0.015155i,0.013015+0.00016296i,0.0010713+0.0010855i,0.0033794-0.00060821i,0.0031414-0.00049608i,-0.00053187-0.0022548i,0.0043669+0.01084i,0.0031142-0.00067727i,0.0034183+0.0033855i,-0.0029235-0.00096181i,-0.0018304+0.00089699i,0.0012851+0.00015015i,-0.0022007-0.00084115i,-0.0011351-0.0028437i,0.0032991+0.0014837i,-0.0057384-0.0023445i,-0.0058495+0.0019781i,-0.0015226+0.0027641i,0.0012009+0.0009673i,-0.00030218+0.0011714i,0.0016306+0.00029456i,-0.0047715+0.0047245i,-0.00058965-0.0038888i,0.00082259+0.0017856i,-0.0021087+0.0022104i,0.0012683+0.00047645i,0.0050695-7.3894e-05i,0.0011115+0.00075716i,-0.0016651+0.001783i,-0.0011297+0.00077004i,0.002879+0.00097929i,-0.00022016-0.0003433i,-0.001427+0.0032892i,0.0022261+0.0013942i,0.0038792-0.0022197i,0.0023568-0.0027009i,-0.021017-0.020191i,-0.001193-0.012196i,-0.0022026+0.00042117i,0.0092745+0.011456i,-0.0012676-0.0065235i,0.0025711-0.0012619i,-0.0018835+0.010486i
-0.010002-0.006843i,-0.025174+0.015675i,-0.0041497+0.022203i,0.0032378+0.0089876i,0.0047756+0.0073502i,0.0022041+0.0095527i,-0.003721+0.020049i,-0.020917+0.018589i,-0.011184+0.020384i,0.00060069+0.0026612i,-0.0019634+0.00020283i,0.0018276+0.0017883i,-0.00069256+0.0022211i,0.0024297-0.00054867i,0.00042611+0.00070702i,-0.00019671+0.0022923i,0.0024536+0.00035304i,-0.0017678+0.0024271i,-0.00063076-0.00067598i,-3.0981e-05+0.0020041i,2.3895e-05+0.00060135i,0.00087628+0.00051797i,-0.00044314+0.0014209i,0.0029181+0.0034259i,0.0016253-0.001781i,0.00097164+0.00042958i,0.00031982+0.0011279i,-0.0006973+0.00072738i,-0.00063647+0.00063316i,1.1277e-05+0.0011046i,-0.00065535-0.0013712i,-0.00077381+0.00018637i,-0.00051062-0.00081429i,-0.00080795-0.0011939i,-0.00057082-0.00031998i,0.0043114+0.0026415i,0.0023824-0.00070622i,6.772e-05+0.00046739i,0.0012015-0.00027084i,-0.00047858-0.0036115i,0.0014055+0.0014246i,0.0012528-7.5713e-05i,0.00041599+0.001639i,-0.00086814+0.001888i,-0.01617-0.0021346i,-0.021171-0.019766i,-0.020248-0.026505i,-0.017352-0.0066396i,-0.032644-0.017187i,-0.018825-0.0089609i,-0.016903-0.00053259i,-0.032732+0.016329i,-0.0050989-0.023026i,-0.010162-0.016031i,0.011809-0.003049i,0.0015718+0.0011682i,0.0040884-0.00079397i,0.0024306-0.0011488i,-0.0017339-0.0016761i,0.008487+0.009697i,0.0025431-0.00045052i,0.0044491+0.0020258i,-0.003515-0.00025006i,-0.001111+0.0019423i,0.0012198-0.00038761i,-0.0028049-0.00062878i,-0.0015683-0.0032381i,0.0026917-0.00034041i,-0.0054395-0.00036847i,-0.0049574+0.0042886i,-7.6511e-05+0.0030395i,0.00098027+0.00082999i,-0.00019579+0.0012135i,0.0012778+0.00023069i,-0.0023179+0.0058174i,-0.0020005-0.0030978i,0.0010709+0.0017574i,-0.00059142+0.0030101i,0.0011831+0.00040034i,0.004546-0.0013972i,0.00095413+0.00095259i,-0.00089705+0.002552i,-0.0007678+0.0010639i,0.0018919+9.2081e-05i,-0.00062459-0.00019188i,-5.4373e-06+0.0030411i,0.0028791+0.00054136i,0.0031241-0.0030255i,0.0011826-0.0033901i,-0.022827-0.017345i,-0.0065104-0.0094616i,-0.0043529+0.0018344i,0.0095441+0.0077365i,-0.0022438-0.0052831i,0.0019427-0.0014632i,-0.0014224+0.01109i
-0.011206-0.0053068i,-0.021398+0.018108i,-0.00090764+0.020703i,0.0034707+0.0068921i,0.004891+0.0060957i,0.003002+0.0089281i,-0.00088778+0.019547i,-0.018246+0.020962i,-0.0080904+0.020603i,0.0013518+0.0022862i,-0.0015329+0.0010368i,0.0021931+0.00081515i,0.00013953+0.0020487i,0.0020583-0.0012882i,0.00070777+0.00041354i,0.00054206+0.0022805i,0.0028959-0.00064468i,-0.00078305+0.0028826i,-0.00084522-0.00074574i,0.00062981+0.0017349i,0.00021663+0.00090103i,0.00082505+0.00028995i,0.00020873+0.0016126i,0.0037827+0.0026346i,0.001025-0.0023586i,0.0010563-6.7195e-05i,0.00074157+0.00084443i,-0.00034879+0.0010127i,-0.00040986+0.00057364i,0.0004386+0.00086054i,-0.0011012-0.0011124i,-0.00057375+0.00054153i,-0.0007989-0.00049905i,-0.0012633-0.0006506i,-0.0005631+2.7557e-05i,0.0050856+0.0015672i,0.0018792-0.0013799i,0.00024603+0.00034835i,0.00094627-0.00061968i,-0.0013348-0.0028971i,0.0016857+0.00087908i,0.00089683-0.00043849i,0.00087294+0.0012969i,-0.00011262+0.001784i,-0.017295+8.8827e-05i,-0.023744-0.016719i,-0.023948-0.024375i,-0.017503-0.0048516i,-0.035028-0.013039i,-0.020172-0.008198i,-0.015961-0.0018705i,-0.029452+0.018143i,-0.0081317-0.023467i,-0.012643-0.016542i,0.0097005-0.0050036i,0.002073+0.00085261i,0.0046815-0.0016755i,0.0013588-0.001201i,-0.0021751-0.00035683i,0.012186+0.0069275i,0.0027263-0.00013511i,0.0044802+0.00035624i,-0.0034811+0.00080228i,0.00013698+0.0023151i,0.00085791-0.00053935i,-0.003235-2.614e-05i,-0.0026294-0.0035798i,0.001718-0.0012138i,-0.0049008+0.0010974i,-0.0029587+0.005648i,0.0011148+0.0024764i,0.0010488+0.0011496i,-0.00020733+0.0015675i,0.0012367-0.00010126i,4.0215e-05+0.0056134i,-0.002889-0.0015401i,0.0015692+0.0016896i,0.00081389+0.0028113i,0.0010762+0.00020781i,0.0037109-0.002548i,0.0014731+0.001126i,0.00016464+0.002925i,-0.00066699+0.0010874i,0.00096721-0.00013513i,-0.00065935+0.00014759i,0.00082779+0.0020321i,0.0032382-0.00065052i,0.0023474-0.0036651i,-0.00010377-0.0032507i,-0.024123-0.014496i,-0.0099351-0.0051177i,-0.0058164+0.0038446i,0.0079903+0.0047037i,-0.0025765-0.0039896i,0.001584-0.0013202i,-0.00032688+0.011916i
-0.011957-0.0034683i,-0.018019+0.019589i,0.0014479+0.018875i,0.0029853+0.0052524i,0.0047824+0.0049759i,0.0039558+0.0080647i,0.0014386+0.018664i,-0.014865+0.022885i,-0.0055852+0.020471i,0.0019335+0.0016678i,-0.00082543+0.0015855i,0.0021211+8.2473e-05i,0.00079742+0.0015651i,0.00155-0.0018449i,0.00090931+5.1207e-05i,0.0012151+0.0017969i,0.0029724-0.0019025i,0.00025169+0.0029231i,-0.0013525-0.00054559i,0.0010389+0.0013153i,0.0007003+0.00096813i,0.00087641+4.1813e-05i,0.00080222+0.001437i,0.0043988+0.0015076i,0.00021812-0.0026942i,0.00082679-0.00061313i,0.00094702+0.00044717i,6.2004e-05+0.00098786i,-0.0002119+0.00047995i,0.00057026+0.00043838i,-0.0014965-0.00072207i,-0.00024364+0.00070849i,-0.0008667-0.00014602i,-0.0013571-4.1185e-06i,-0.00041017+0.00025623i,0.0057007+0.00031391i,0.0013645-0.0017659i,0.00036181+0.00015879i,0.00073531-0.0008477i,-0.0016541-0.0021178i,0.0018346+0.00032493i,0.00046947-0.00052715i,0.001215+0.00080673i,0.00021607+0.0015957i,-0.017965+0.0026635i,-0.025232-0.013363i,-0.026791-0.02103i,-0.017401-0.0035028i,-0.036588-0.0086995i,-0.021454-0.0066968i,-0.016575-0.0031831i,-0.026374+0.019262i,-0.010611-0.023397i,-0.01518-0.01617i,0.0078967-0.0059021i,0.0024602+0.00031085i,0.0048363-0.0033291i,0.00055554-0.00073122i,-0.0019224+0.0010553i,0.014738+0.0028078i,0.0029736-0.00037634i,0.003617-0.00094936i,-0.0030709+0.0015128i,0.0012392+0.0018314i,0.00098766-0.00031287i,-0.0034524+0.00083709i,-0.0039075-0.003509i,0.000936-0.0016598i,-0.004117+0.0022603i,-0.0010683+0.0060544i,0.0018305+0.0016581i,0.0017687+0.0012031i,0.00024655+0.0017678i,0.00070319-0.00033164i,0.0018732+0.00471i,-0.0025773-1.3418e-06i,0.0021237+0.0012955i,0.0017248+0.0022045i,0.00093937+0.0001703i,0.0024076-0.0032554i,0.0019823+0.00051224i,0.0012902+0.0027982i,-0.00049497+0.0015079i,0.00027505+0.00020117i,-0.00067367+0.00039563i,0.00076694+0.0010239i,0.003134-0.001981i,0.0011754-0.0039987i,-0.0011401-0.0026989i,-0.024999-0.011816i,-0.011372-0.00087177i,-0.0063768+0.0063052i,0.0054887+0.0031839i,-0.0023234-0.0028078i,0.0015202-0.0011473i,0.0012243+0.012264i
-0.012085-0.0016453i,-0.01498+0.020656i,0.0033264+0.01689i,0.0021313+0.0043968i,0.0043721+0.0039542i,0.0046898+0.0069426i,0.0035949+0.017607i,-0.011253+0.024034i,-0.0034523+0.020316i,0.0022456+0.00090492i,3.8325e-05+0.0015994i,0.0019721-0.00046086i,0.0011737+0.00089579i,0.00075924-0.0021787i,0.00093762-0.00032562i,0.0016502+0.0011773i,0.0024933-0.0033189i,0.0011341+0.0026426i,-0.001573+0.00010724i,0.0013074+0.00093714i,0.0011297+0.00066905i,0.00073317-9.2756e-05i,0.001251+0.001013i,0.004653+2.9206e-05i,-0.00082266-0.0027192i,0.00032551-0.00072513i,0.0010081+4.2093e-05i,0.00035834+0.00089683i,-0.00014338+0.00033516i,0.00041987+7.449e-05i,-0.0017444-0.00014987i,2.175e-05+0.0007141i,-0.00084657+8.4409e-05i,-0.0012132+0.00053677i,-0.00018489+0.00025636i,0.0058478-0.0011602i,0.00085522-0.0021634i,0.00035509+6.2458e-06i,0.00047787-0.0011414i,-0.0017491-0.0016206i,0.0017349-0.00025818i,0.00031078-0.00034624i,0.0012419+0.00033892i,0.00056573+0.0015927i,-0.018058+0.005348i,-0.025696-0.010411i,-0.02848-0.016944i,-0.01757-0.0023419i,-0.037213-0.0040887i,-0.022026-0.0048065i,-0.018086-0.003628i,-0.024213+0.01998i,-0.013311-0.023093i,-0.017726-0.014942i,0.0064474-0.006551i,0.0024767-0.00042294i,0.003546-0.0052801i,1.6078e-05+4.2208e-05i,-0.0011283+0.0022314i,0.015524-0.0024012i,0.003197-0.00069059i,0.0020876-0.0014702i,-0.0023543+0.0021325i,0.0020982+0.00097952i,0.0015495-0.00068779i,-0.003276+0.0019148i,-0.005452-0.0027731i,1.909e-05-0.0018421i,-0.0031687+0.0032938i,0.00074243+0.0058019i,0.0021824+0.00053548i,0.002259+0.00059911i,0.00073456+0.0017489i,9.0889e-05-3.9841e-05i,0.0030569+0.0032736i,-0.0016774+0.00097927i,0.0023438+0.00082349i,0.0022604+0.0015224i,0.00081341+9.637e-05i,0.00080024-0.0032348i,0.0020794-0.00021115i,0.0020747+0.002298i,1.5464e-05+0.0016667i,-5.6126e-05+0.00079347i,-0.00065452+0.00092984i,0.00042416+0.00053853i,0.0024335-0.003386i,6.8089e-05-0.0037221i,-0.0019086-0.0019735i,-0.025417-0.0089595i,-0.01166+0.0031251i,-0.0058432+0.0091135i,0.003009+0.0031642i,-0.0016134-0.0020428i,0.0016609-0.00093488i,0.0026976+0.012164i
-0.011919-0.0002954i,-0.012067+0.021578i,0.0043693+0.01503i,0.0013988+0.0042017i,0.0037533+0.0033923i,0.0051879+0.0057744i,0.0053425+0.016496i,-0.0073748+0.024536i,-0.0010551+0.020278i,0.0021683+0.0001348i,0.00056907+0.0013016i,0.0017006-0.00086681i,0.0013527+0.00037074i,-0.00012008-0.0019765i,0.00082553-0.0006213i,0.0018694+0.00048977i,0.001198-0.0044557i,0.0017751+0.002079i,-0.001419+0.00069494i,0.0015332+0.00052603i,0.0014561+0.00019835i,0.00065636-6.0246e-05i,0.0014634+0.00045358i,0.0042814-0.0014653i,-0.0017752-0.0022755i,8.8541e-05-0.0005394i,0.00091462-0.0003768i,0.00059173+0.00071695i,-0.00024636+0.00034353i,0.00010643-6.1326e-06i,-0.0017252+0.00057146i,0.00019656+0.00064175i,-0.0008805+0.00039985i,-0.00092267+0.0010352i,-8.6732e-05+0.00017222i,0.005593-0.0026216i,0.00014346-0.0024646i,0.00032608-0.00015489i,1.0365e-05-0.0014094i,-0.0018815-0.0014185i,0.0014031-0.00071902i,0.00039039-0.00024636i,0.0010733+0.00013827i,0.0011362+0.0014195i,-0.01761+0.0080892i,-0.026081-0.0080981i,-0.028513-0.013089i,-0.017715-0.00080449i,-0.036861+0.00045042i,-0.022287-0.0031962i,-0.020212-0.0029507i,-0.022314+0.0212i,-0.015481-0.022326i,-0.019527-0.013246i,0.0049562-0.0068729i,0.0019178-0.0010723i,0.0011293-0.006075i,5.5117e-05+0.00092481i,0.0003353+0.0033093i,0.013654-0.0077114i,0.0035737-0.0013293i,0.0005644-0.00096768i,-0.0015621+0.0021111i,0.0025528-0.00051922i,0.001375-0.0016001i,-0.0025921+0.0029638i,-0.0066584-0.0011355i,-0.00098629-0.0014568i,-0.0017955+0.0040183i,0.0021721+0.0050444i,0.0017133-0.00050751i,0.0025412-0.00012043i,0.0012905+0.0014855i,-3.0348e-05+0.00047513i,0.0033713+0.0019424i,-0.00071615+0.0012758i,0.0025153+0.0003555i,0.0026143+0.00087879i,0.00088268+9.9814e-05i,-0.00038313-0.0023461i,0.0020586-0.00090964i,0.0028494+0.001588i,0.00065346+0.0011782i,0.00011182+0.0014635i,-0.00012576+0.0013816i,0.00014268+0.00039593i,0.00079579-0.0041645i,-0.00066058-0.0031502i,-0.0024158-0.00093374i,-0.02541-0.0066643i,-0.01093+0.0068669i,-0.0040564+0.011151i,0.0013374+0.0046343i,-0.00086969-0.0020829i,0.0018749-0.0011602i,0.004209+0.011755i
-0.012047+0.00087178i,-0.0091291+0.02233i,0.0051363+0.013643i,0.001258+0.004334i,0.0033535+0.0032994i,0.0055963+0.0045262i,0.0069647+0.015382i,-0.0036666+0.023959i,0.0016359+0.019798i,0.0018184-0.00045313i,0.00081177+0.0010189i,0.001462-0.0011427i,0.0015038-0.00029348i,-0.00042447-0.0013677i,0.00065148-0.00083754i,0.0017533-0.00021346i,-0.00052472-0.0045944i,0.0020819+0.0013932i,-0.0011564+0.001075i,0.0017128+3.8597e-05i,0.0014549-0.00052819i,0.00076622-9.0457e-05i,0.0013368-2.5062e-05i,0.0032299-0.0024915i,-0.002454-0.0013972i,0.00016764-0.00037094i,0.00063129-0.00071613i,0.00065377+0.00038592i,-0.00015205+0.00050775i,-9.4448e-05+0.00014308i,-0.001329+0.0011883i,0.00034715+0.00057846i,-0.00078439+0.00079007i,-0.00039801+0.0012871i,2.7973e-06+0.0001687i,0.00484-0.004132i,-0.00078845-0.0024536i,0.00019782-0.00026239i,-0.00068217-0.0013i,-0.0023586-0.0012177i,0.0010274-0.0010146i,0.00037627-0.00037131i,0.001214+8.7301e-05i,0.0015895+0.001i,-0.016424+0.010675i,-0.026609-0.0059568i,-0.02764-0.010303i,-0.01724+0.00076505i,-0.035365+0.0042595i,-0.022012-0.0013689i,-0.021965-0.00088507i,-0.019734+0.022777i,-0.017528-0.021754i,-0.020989-0.011857i,0.0038085-0.0070546i,0.0011084-0.0012487i,-0.0012564-0.0052245i,0.00056523+0.0016531i,0.002514+0.0031088i,0.0095136-0.011396i,0.0031211-0.0026356i,4.4141e-05+0.00047948i,-0.0010871+0.0017702i,0.0019768-0.0019386i,0.0008426-0.0020512i,-0.0013779+0.0035184i,-0.0072608+0.0011034i,-0.0013195-0.00071347i,-0.00032171+0.0039338i,0.003058+0.0040382i,0.00093191-0.00097228i,0.0026678-0.0010125i,0.0017603+0.0010513i,0.00019983+0.00084504i,0.0033428+0.0011577i,0.00020994+0.001221i,0.0027387-0.00032999i,0.0028149+0.00014948i,0.0008577-1.4957e-05i,-0.0006539-0.0011978i,0.0015718-0.0018906i,0.0032352+0.00050514i,0.00056075+0.00049843i,0.00083859+0.0019027i,0.00062236+0.001487i,0.00011835+0.00034373i,-0.00075827-0.0038731i,-0.0013898-0.0025377i,-0.0026396+0.0002506i,-0.025361-0.0046851i,-0.0090821+0.0094534i,-0.0019641+0.011854i,0.0011281+0.0065721i,-0.0012367-0.0026338i,0.0018421-0.0015054i,0.005763+0.011004i
-0.01215+0.0023049i,-0.0060164+0.022889i,0.0059751+0.012526i,0.0014741+0.0041326i,0.0033584+0.0030698i,0.005785+0.002994i,0.0087193+0.014218i,-0.00067215+0.022631i,0.0043461+0.018478i,0.0013655-0.00075163i,0.00098282+0.00071316i,0.0011983-0.0013869i,0.001351-0.0011298i,-0.00045321-0.0010138i,0.00045502-0.0010542i,0.0013934-0.00072162i,-0.0018871-0.0039228i,0.0022007+0.00074897i,-0.00077864+0.0015633i,0.0017344-0.00053971i,0.00096922-0.0011353i,0.00086007-0.00026674i,0.0010876-0.0003017i,0.0022218-0.0027436i,-0.0025398-0.00039346i,0.00037107-0.00049547i,0.00023332-0.0009243i,0.00051266+3.9687e-05i,0.00011036+0.00054594i,-4.9875e-05+0.00040515i,-0.00073861+0.0014954i,0.00053884+0.00044868i,-0.00039925+0.0011119i,0.00012365+0.0012912i,0.00010975+8.8115e-05i,0.0035255-0.0054917i,-0.0016271-0.0019673i,5.2075e-05-0.00030117i,-0.0011593-0.00079877i,-0.0029524-0.00051142i,0.00058111-0.0010615i,0.00023684-0.00050503i,0.0015806-7.7232e-05i,0.0017918+0.00040244i,-0.014849+0.012832i,-0.027317-0.0037698i,-0.026929-0.0085295i,-0.016556+0.0020191i,-0.033516+0.0073759i,-0.021185-0.00033816i,-0.022643+0.0020474i,-0.016752+0.024062i,-0.019537-0.020919i,-0.02283-0.010369i,0.0027863-0.0074375i,0.00036247-0.00092264i,-0.0027589-0.0036178i,0.0012807+0.0017587i,0.0040821+0.0019484i,0.0046031-0.01262i,0.0016542-0.0032748i,0.0005527+0.0019856i,-0.0011125+0.0015414i,0.00097562-0.0026503i,0.00026015-0.0023835i,-0.0001856+0.0034981i,-0.0066065+0.0034309i,-0.0012337-0.00010978i,0.00094147+0.0033734i,0.0036187+0.0031852i,0.00029616-0.0010296i,0.0021452-0.0021846i,0.0018542+0.0001607i,0.00070923+0.001345i,0.0033807+0.00055818i,0.0011075+0.0005003i,0.0026478-0.0011783i,0.002744-0.00073637i,0.0010344-1.1588e-05i,-0.00027253-0.00025638i,0.00012687-0.00246i,0.0028514-0.0005671i,7.8701e-05+0.00024131i,0.0016538+0.0017028i,0.0014323+0.0010551i,0.0001634+0.00017772i,-0.0017563-0.0031939i,-0.0018825-0.001217i,-0.0022905+0.0014673i,-0.025316-0.0027135i,-0.0075411+0.011036i,-0.00056354+0.011692i,0.002037+0.0078398i,-0.0021107-0.0024059i,0.0015278-0.0018478i,0.0070213+0.0095905i
-0.011932+0.004012i,-0.0026853+0.022923i,0.0068708+0.01128i,0.0016385+0.0038327i,0.0033224+0.0026164i,0.0054547+0.0013631i,0.01048+0.0126i,0.0016173+0.021315i,0.0064888+0.016503i,0.00090902-0.00073064i,0.00089639+0.00050349i,0.00097457-0.0015309i,0.00075276-0.0017901i,-0.00041574-0.00075676i,0.00015892-0.0011477i,0.0010821-0.00084264i,-0.0025937-0.003018i,0.0020387+0.00020106i,-0.00015818+0.0018761i,0.0015278-0.0010578i,0.00027369-0.0012616i,0.00085062-0.00043785i,0.00092811-0.00046774i,0.0016859-0.0028649i,-0.0022504+0.00040624i,0.00039151-0.00071509i,-0.00021147-0.00091334i,0.00026755-4.1556e-05i,0.00030215+0.00042546i,0.00019489+0.00052291i,-0.00020895+0.0015371i,0.00069022+0.00030732i,5.5273e-05+0.0012344i,0.00054564+0.0011107i,7.1848e-05-6.6572e-07i,0.0016076-0.0064996i,-0.0021286-0.0012686i,-7.0614e-05-0.00026653i,-0.0012877-0.00029914i,-0.0031754+0.00051855i,0.00022391-0.0010414i,6.1863e-05-0.00052236i,0.0017575-0.0004935i,0.0018101-0.00010875i,-0.012758+0.014705i,-0.028047-0.00094093i,-0.026441-0.0070835i,-0.015786+0.0031306i,-0.031649+0.009838i,-0.020606+8.748e-05i,-0.022034+0.0050259i,-0.013273+0.024489i,-0.021732-0.019881i,-0.024788-0.0081631i,0.0012093-0.007947i,-0.00019982-0.00026831i,-0.0035144-0.0014109i,0.0017822+0.0016403i,0.0051133+0.00052272i,0.00035517-0.011695i,0.00039387-0.0026026i,0.0019037+0.0027797i,-0.0012142+0.0016675i,0.00029284-0.0027574i,-0.00051276-0.0027769i,0.00093269+0.0030562i,-0.005607+0.0049585i,-0.0014237+0.00015278i,0.0018793+0.0025283i,0.0042532+0.0021711i,-0.00045045-0.00099449i,0.000697-0.0028266i,0.0012912-0.00043231i,0.0016328+0.0013424i,0.0031444-0.00014662i,0.00077631-0.00055081i,0.001943-0.0019192i,0.0020626-0.0016551i,0.0011822-0.00026843i,0.00039682-5.4838e-05i,-0.001192-0.0016357i,0.0023129-0.0011225i,-0.00029518+0.00045904i,0.0021326+0.0011822i,0.0019509+0.00030852i,0.00027249-0.00017869i,-0.0024331-0.0025698i,-0.001402-1.4478e-05i,-0.0016152+0.002336i,-0.025008-0.00059776i,-0.0061653+0.01294i,0.0001899+0.011587i,0.003292+0.0083837i,-0.0028875-0.0015195i,0.0010599-0.0018988i,0.0075699+0.0079134i
