-0.0098732-0.039153i,-0.012812-0.043058i,0.0011358-0.045218i,-0.02673-0.0271i,-0.020339+0.01453i,-0.03303-0.03055i,-0.06002-0.059711i,-0.023232-0.070489i,-0.042575-0.047208i,0.0013092+0.015882i,-0.0063639+0.010065i,-0.014418+0.014189i,0.00093+0.016123i,-0.0034072-0.0032282i,0.00054681+0.0065051i,0.00053672+0.037269i,0.017042+0.055291i,0.00067022-2.4651e-05i,-0.0053959-0.0082586i,0.0094382+0.0051127i,0.0013915+0.00082597i,-0.0021869+0.0030251i,-0.00017105-0.0011338i,-0.035057-0.010354i,-0.0028834-0.0066208i,-0.00051559+0.0044653i,0.0051356+0.00097712i,-1.0094e-05+0.00063758i,-1.7523e-05-0.00088803i,-0.00036663-0.0027089i,-0.0016361-0.0054106i,-0.0020194-0.0037592i,-0.0010205-0.0083122i,0.0029903-0.0010355i,0.0030914-0.0026894i,-0.0026869+0.032207i,0.0062102-0.003953i,0.0035394-0.0021565i,0.0049426+1.3257e-05i,-0.11676-0.080213i,-3.2303e-05+3.2105e-05i,0.011084-0.013049i,0.0070058-2.8519e-05i,-0.0031109+0.0035812i,0.0023729+0.0005945i,-0.002518+0.0071074i,0.01307-0.088172i,-0.0078417-0.049596i,-0.025467-0.040621i,-0.020297-0.041865i,0.061931-0.017693i,0.026183-0.061744i,0.03859-0.04656i,0.027615-0.056703i,0.019275-0.016144i,0.0083884+0.010084i,0.024432-0.031515i,-0.0082049-0.0059428i,0.0026584-0.0028089i,-0.00511-0.0061371i,0.00077501-0.03202i,-0.023325+0.03157i,0.0083828-0.010737i,-0.010535-0.0012881i,-0.0051471-0.00099065i,-0.00073903-0.013936i,-0.010287+0.0041896i,0.0035972+0.0076896i,-0.011838+0.032887i,0.0052864+0.0076022i,-0.0046863-0.00079059i,-0.0019794-0.0023061i,-0.011622-0.0069447i,0.00037079-0.0034909i,-0.034489+0.0070702i,0.002115-0.012889i,-0.0085318-0.00205i,-0.0061716-0.0025326i,0.0063133+0.0018541i,-0.0097211+0.0018225i,0.001419+0.00060527i,0.0052472+0.0090491i,0.0045851+0.00012901i,-0.0094759-0.0097111i,0.0028987+0.0086493i,-0.020913+0.0069431i,0.0063992+0.0026507i,-0.029804-0.0070926i,-0.032854+0.0034932i,0.030769-0.080361i,0.012235-0.010885i,-0.042783-0.026227i,-0.022969-0.0023318i,0.018094+0.011931i,-0.026867+0.012373i,-0.011996-0.0078003i
0.011683-0.0090054i,-0.01036-0.034445i,-0.028922-0.017593i,-0.013583-0.00077586i,-0.013895+0.013419i,-0.018014+0.0072574i,-0.020787-0.0062191i,-0.017442-0.029095i,-0.016271-0.014496i,-0.0010559-0.003493i,0.00070569+3.3891e-05i,0.0015815-0.00083248i,0.0021573-0.0003031i,0.00085482-0.00055767i,0.00071873-0.00025352i,-0.0035291-0.0022059i,0.0035959-0.001801i,0.0029904-0.00054188i,0.00010181-0.0013695i,0.00023946-0.00050084i,-0.0010361-0.00057273i,0.0016972-0.0011242i,-0.00086445-0.00099321i,-0.0013627-0.0021367i,-0.001703-0.0011719i,-5.8106e-05-0.0011639i,5.9417e-05-0.0015144i,1.1481e-06-0.00024902i,0.00061397-0.0002147i,0.0010207+0.00034072i,-0.0013963+0.0015306i,-0.00099769+0.00046982i,-0.00058389+0.00030745i,-0.0002344-0.00024535i,-0.00075601+0.0019351i,-0.0026714-0.0012148i,-0.00053436-0.0019904i,0.00031382+0.00023308i,-0.00068012-0.00018981i,0.0034517+0.004887i,-0.0004493-0.00059547i,-0.00057185-0.00065255i,-0.0013264-4.4472e-05i,-0.00097592-0.0033802i,0.0041513-0.013233i,0.016848-0.018941i,0.015642-0.034261i,-0.008-0.018869i,0.0032866-0.017088i,-0.019903-0.021295i,0.0050329-0.038928i,-0.0041475-0.036843i,0.015216-0.01231i,0.005897-0.01311i,-0.0044734+0.0088908i,0.0053601-0.00087572i,0.0049032+0.011017i,-0.0035375+0.0036303i,0.0053184+0.00013942i,0.0082316-0.0028147i,-0.0030348-0.00038676i,0.0087598+0.0049949i,0.0014079-0.0010559i,-0.0022701-0.0027355i,-0.002318+0.00075107i,0.0014729-0.0021507i,-0.0039102+0.004507i,0.0039511-0.0039606i,-0.0035365+0.0047391i,0.0035887+0.00035812i,0.0036301+0.0018591i,-0.001281+0.0004605i,-0.0073501-0.0028174i,-0.0018756+0.0014105i,-0.0011845+0.0021117i,4.4659e-05+0.0049734i,-0.0018303+0.0017095i,0.0005083+0.0034316i,-0.0013515+3.1596e-05i,-0.0096861+0.0031215i,-0.0010318+1.9008e-05i,-0.0041603+0.0038244i,0.00063622+0.00097777i,0.0011909-0.0050747i,-0.0011462-0.0017949i,0.0021559-0.0043061i,-0.0042114-0.0011021i,0.0062778+0.0013713i,0.0024326+0.00087812i,0.013229-0.017745i,-0.0013117+0.030159i,0.010497+0.012918i,-0.01009+0.0055885i,0.0012057+0.0015067i,0.0011849-0.0014792i,-0.0039175+0.0062545i
0.0096457-0.010797i,-0.016111-0.032128i,-0.030722-0.012475i,-0.014142+0.00079702i,-0.010669+0.014963i,-0.016313+0.0093266i,-0.021652-0.0030491i,-0.022129-0.025512i,-0.01899-0.011156i,-0.0014098-0.0030664i,0.00038759-0.00047277i,0.0009987-0.0014612i,0.0023081-0.0011423i,1.7268e-05-0.0011594i,0.00054672-0.0002948i,-0.0037898-0.0015823i,0.0027877-0.0039143i,0.0026566-0.0012362i,-0.00042991-0.0010666i,6.4413e-05-0.00079755i,-0.0010211-0.00010355i,0.00091167-0.0015765i,-0.0010218-0.00065506i,-0.0017122-0.0018418i,-0.0020553-0.0003722i,-0.00048488-0.0010826i,-0.00033112-0.0012485i,5.6761e-05-0.00032003i,0.00069085-0.00043279i,0.0011781-0.0001671i,-0.00075356+0.0021582i,-0.00059401+0.00072351i,-0.00061849+0.00033538i,-0.00044931-0.00018912i,-0.00020893+0.0024141i,-0.0029221-0.00071445i,-0.0013624-0.0016074i,0.00049142+3.9057e-06i,-0.00080291+1.6885e-05i,0.0039656+0.0031147i,-0.00054893-0.00064438i,-0.00074913-0.00043012i,-0.0012077+8.2617e-06i,-0.0019112-0.0030806i,0.0012508-0.014046i,0.01441-0.02178i,0.010912-0.034669i,-0.0085883-0.016095i,0.0022644-0.018462i,-0.019051-0.015271i,-0.0039513-0.040881i,-0.012108-0.039593i,0.011899-0.016723i,0.0035079-0.011779i,-0.0011403+0.0099348i,0.0037744-0.002144i,0.0073042+0.0077833i,-0.0026649+0.0050935i,0.0046236-0.0010757i,0.0072943-0.0049758i,-0.0039366+0.0012998i,0.010146+0.0022099i,0.0016733-0.0011395i,-0.0025178-0.0019614i,-0.0012513+0.0013947i,0.0010948-0.002487i,-0.0012161+0.0053257i,0.0018437-0.0053335i,-0.0010868+0.0054982i,0.0037278-0.0020131i,0.0037666+0.00013335i,-0.0011092+0.00092339i,-0.0075551+0.00090069i,-0.001572+0.0016735i,1.489e-05+0.0033493i,0.0011455+0.0040717i,-0.0010249+0.0022792i,0.001242+0.0032599i,-0.0015974+0.00083039i,-0.0076801+0.0060265i,-0.00091009+0.0010577i,-0.0026288+0.0056094i,0.0007695+0.00047249i,-0.0011571-0.0055055i,-0.0014666-0.001267i,0.00076302-0.0051965i,-0.0042176+0.001023i,0.0059698-0.0001398i,0.0027605+0.00047018i,0.012208-0.019347i,0.0051699+0.028846i,0.010406+0.0098708i,-0.0095075+0.0077577i,0.0036786+0.0034609i,0.0012159-0.0014577i,-0.0036805+0.0068888i
0.0073263-0.012129i,-0.021113-0.028531i,-0.031728-0.0078284i,-0.014568+0.0029362i,-0.0074364+0.015346i,-0.014254+0.011182i,-0.021988+0.00033098i,-0.025806-0.021513i,-0.020305-0.0077672i,-0.0016379-0.0023017i,-7.6196e-05-0.00047147i,0.00013346-0.0016027i,0.0020011-0.0019518i,-0.00073365-0.00088404i,0.00054375-0.00034846i,-0.0039863-0.00076661i,0.00075955-0.0048956i,0.0019542-0.00163i,-0.00078165-0.00069217i,-0.00033702-0.0007918i,-0.00077934+0.00027144i,0.00026701-0.0016076i,-0.0010624-0.00034479i,-0.0019781-0.0015744i,-0.0020594+0.00017622i,-0.00082451-0.00081152i,-0.00072948-0.00097343i,8.0283e-05-0.00039023i,0.00070133-0.00066529i,0.0012512-0.00067412i,0.00021464+0.0022382i,-0.00025294+0.00078908i,-0.00070825+0.00065746i,-0.00055474-3.1373e-05i,0.00084891+0.0024749i,-0.0032735-0.00015604i,-0.0020144-0.0010259i,0.00051514-0.00035599i,-0.00073139+0.00013971i,0.0041034+0.0018103i,-0.00079684-0.00060883i,-0.00080025-0.00012105i,-0.0010959+8.3098e-05i,-0.0024918-0.0023536i,-0.0020703-0.014395i,0.01119-0.024706i,0.0069056-0.034711i,-0.0085305-0.014399i,0.0014929-0.020936i,-0.016707-0.011738i,-0.013162-0.039255i,-0.021106-0.039845i,0.0079975-0.01849i,0.0026857-0.011149i,0.0019737+0.0089833i,0.0021727-0.0025684i,0.0076428+0.0050055i,-0.0010373+0.0060149i,0.004446-0.0016957i,0.0052582-0.0073566i,-0.0036782+0.003079i,0.0097277-0.0012842i,0.0018599-0.0015616i,-0.0022686-0.0012452i,-0.0005483+0.0013541i,0.00065742-0.002901i,0.0011906+0.0043186i,-0.00051624-0.005827i,0.0015717+0.0051268i,0.0023265-0.0036321i,0.0029727-0.0013663i,-0.00077421+0.0011981i,-0.0056283+0.0036769i,-0.0016049+0.0018466i,0.0022632+0.0036121i,0.0015275+0.0035771i,5.3083e-05+0.0022579i,0.0024783+0.0027685i,-0.0012506+0.0015166i,-0.005044+0.0074082i,-4.2655e-06+0.0014368i,-0.00040265+0.0065012i,0.00073487-3.0196e-05i,-0.0040226-0.0049481i,-0.0018846-0.001084i,-0.00073108-0.0056702i,-0.0026281+0.0018479i,0.0050139-0.0018966i,0.0030428+2.6219e-05i,0.010609-0.021835i,0.010522+0.02619i,0.009434+0.0074289i,-0.008564+0.0094845i,0.0063034+0.0031387i,0.00081239-0.0014126i,-0.0030268+0.0071074i
0.0047332-0.013036i,-0.024998-0.023966i,-0.032133-0.0027321i,-0.014153+0.005293i,-0.0046044+0.01484i,-0.011855+0.012328i,-0.021473+0.0036283i,-0.028986-0.017104i,-0.021079-0.0049391i,-0.0019023-0.0010492i,-0.00040399-0.00021276i,-0.0005383-0.0012501i,0.0014714-0.0028115i,-0.0011506-0.00042287i,0.00048261-0.00056089i,-0.0037881+0.00030374i,-0.0013804-0.0053093i,0.0014597-0.0018053i,-0.00099048-0.00016457i,-0.0006267-0.00057928i,-0.0004659+0.00041252i,-0.00032613-0.0016469i,-0.001072+6.0324e-05i,-0.0023567-0.001141i,-0.0019935+0.00091091i,-0.0011906-0.00047509i,-0.00089554-0.00047781i,2.375e-06-0.00048392i,0.00060277-0.00076404i,0.001075-0.0013877i,0.0010449+0.0017379i,4.767e-05+0.00076305i,-0.0004649+0.001084i,-0.00057027+0.00014779i,0.0019094+0.0018657i,-0.0036663+0.00068485i,-0.0023017-0.00013367i,0.00034956-0.00064411i,-0.00076777+0.00031926i,0.0039536+0.00067428i,-0.0011287-0.00044845i,-0.00077115+0.00022878i,-0.00088719+0.00012686i,-0.0026822-0.0015043i,-0.0055483-0.013529i,0.0070698-0.027079i,0.0034202-0.034777i,-0.0082022-0.013542i,-0.00076573-0.023817i,-0.013799-0.010184i,-0.020725-0.035461i,-0.030628-0.037598i,0.0042211-0.018956i,0.002543-0.011373i,0.0034634+0.0067294i,0.0006198-0.0023346i,0.0075824+0.0030827i,0.00074265+0.0061448i,0.0039526-0.003035i,0.0015632-0.0082731i,-0.0027505+0.0049225i,0.0082375-0.0044798i,0.0020247-0.0023733i,-0.0019853-0.00076946i,-0.00011772+0.0011962i,-6.231e-05-0.0032858i,0.0023601+0.002887i,-0.0027615-0.0052609i,0.0038522+0.0033809i,0.0011092-0.0044807i,0.0018243-0.0021227i,-0.00036989+0.00098719i,-0.0033128+0.0047769i,-0.0015646+0.0024614i,0.0039326+0.0020271i,0.00221+0.0033347i,0.00077437+0.0014437i,0.0035408+0.0015236i,-0.00097115+0.0017723i,-0.0027125+0.0083017i,0.00038707+0.00088329i,0.0033549+0.0058569i,0.00052064-0.00010351i,-0.0060514-0.0026015i,-0.0022806-0.00051806i,-0.0025643-0.0053325i,-0.0017778+0.0017988i,0.0034226-0.0025748i,0.002875-0.00093619i,0.0081404-0.024473i,0.015575+0.022352i,0.0080157+0.0055677i,-0.0075097+0.010785i,0.0084888+0.0015879i,0.00043202-0.0010069i,-0.002463+0.0066995i
0.0022126-0.013299i,-0.027335-0.019096i,-0.031623+0.0019836i,-0.013343+0.0075332i,-0.0026039+0.013702i,-0.0096945+0.012998i,-0.020609+0.0065449i,-0.030877-0.011865i,-0.021606-0.0026236i,-0.0024922+0.00074977i,-0.00044809+0.00024113i,-0.00075793-0.00084262i,0.00065656-0.0034901i,-0.0013713+0.00014474i,0.00026069-0.00078407i,-0.0030415+0.0010298i,-0.0031611-0.0045308i,0.00098615-0.0018062i,-0.00083214+0.00058002i,-0.00072263-0.00027576i,-0.00021709+0.00034543i,-0.0011693-0.0014008i,-0.00080705+0.00035312i,-0.0026375-0.00059188i,-0.0015019+0.0018299i,-0.0012541+8.2186e-05i,-0.00064117-0.00018736i,-9.2582e-05-0.00046799i,0.00056437-0.00097517i,0.00042165-0.0019629i,0.0014977+0.001172i,0.00027591+0.00064213i,2.0771e-05+0.0012018i,-0.00061821+0.00046674i,0.0025214+0.00066061i,-0.0037408+0.0018309i,-0.0023473+0.00073624i,3.5737e-05-0.00067114i,-0.00066737+0.000632i,0.003396-0.00022852i,-0.0012065-0.00024174i,-0.00049763+0.00041009i,-0.00066427+0.00033302i,-0.002773-0.00060709i,-0.0080635-0.011191i,0.0021058-0.028157i,-0.00065196-0.034675i,-0.0083093-0.013707i,-0.0040326-0.026239i,-0.011198-0.010934i,-0.027096-0.029621i,-0.038812-0.031853i,0.00057628-0.018346i,0.0026583-0.012393i,0.0031567+0.004988i,-0.00059111-0.0013579i,0.007258+0.0015194i,0.002413+0.0056435i,0.0022723-0.0037252i,-0.0020582-0.0076009i,-0.00071829+0.0064526i,0.0045746-0.0066137i,0.0012836-0.0033485i,-0.0017878-0.00030084i,0.00026028+0.0010077i,-0.0010195-0.0034427i,0.0032851+0.0015567i,-0.0046507-0.0036765i,0.0051607+0.0011089i,-0.00053256-0.0050893i,0.0010806-0.0022995i,-0.00059225+0.00092676i,-0.00099383+0.0049694i,-0.00076851+0.0030511i,0.0042308-0.00053101i,0.0033128+0.0027099i,0.00067585+0.00054631i,0.0036595-3.7578e-05i,-0.00066596+0.0020456i,-0.00041676+0.0082812i,0.00010356+0.00056962i,0.0051315+0.0024263i,0.00063965-0.00025201i,-0.0065522+0.00012718i,-0.0020121+0.00064574i,-0.00395-0.0040877i,-0.0012894+0.0019397i,0.0018869-0.002231i,0.0019408-0.0015516i,0.005117-0.026679i,0.019749+0.017441i,0.0066869+0.0047667i,-0.0066946+0.011911i,0.011031-0.0021445i,0.00037736-0.00048084i,-0.002522+0.0058375i
-0.0001241-0.013136i,-0.028782-0.014658i,-0.030902+0.0067171i,-0.012002+0.0095742i,-0.0012722+0.012511i,-0.0074676+0.013468i,-0.019472+0.0092531i,-0.031894-0.0070549i,-0.022288-0.00044705i,-0.0025646+0.0016791i,5.7025e-05+0.0006419i,-0.00082373-0.00061802i,-0.00075024-0.0036986i,-0.0011837+0.0010225i,-8.1771e-06-0.00075131i,-0.0023894+0.0011871i,-0.007397-0.0015397i,0.00047972-0.0018762i,-0.00013757+0.00094593i,-0.00066694-0.00021666i,-0.00016462+0.00019387i,-0.0016439-0.00052867i,-0.00055044+0.00040965i,-0.0031274-9.5477e-05i,-0.00047943+0.0021909i,-0.0010198+0.00046343i,-0.00054144-0.00022322i,-0.00011938-0.00058139i,0.00035635-0.0013851i,-0.0004283-0.0020032i,0.0016906+0.0007495i,0.00047886+0.00043079i,0.00051551+0.0010588i,-0.00031012+0.00088624i,0.0021659-0.00082018i,-0.0032945+0.0030547i,-0.0020837+0.0015847i,-0.00021819-0.00053194i,-0.00047996+0.001047i,0.0029434-0.00051567i,-0.0014107+7.3902e-05i,-0.00047358+0.00032512i,-0.00047321+0.00015382i,-0.00233+0.00013965i,-0.0091112-0.0088617i,-0.0024522-0.027541i,-0.0045201-0.033452i,-0.0091972-0.014038i,-0.0085643-0.027788i,-0.010985-0.012982i,-0.030875-0.022182i,-0.044971-0.024263i,-0.0016187-0.016602i,0.0020961-0.014777i,0.0039364+0.0064202i,-0.00093208-2.3237e-05i,0.006387+0.00014974i,0.0034876+0.004507i,0.0006958-0.0030099i,-0.0052183-0.0054881i,0.0019439+0.0062843i,0.00053186-0.0057892i,0.00010523-0.0034976i,-0.0012984+0.00019341i,0.00020842+0.00072385i,-0.001904-0.0031213i,0.0039999-0.00031066i,-0.0057819-0.0013583i,0.0051122-0.0012624i,-0.002597-0.0045679i,3.6484e-05-0.0026545i,-0.00054731+0.0011657i,0.00071139+0.0036959i,0.00017372+0.0030445i,0.0034297-0.0032077i,0.0032385+0.0015375i,-1.3835e-05+0.00029523i,0.0031956-0.0010647i,-0.00024501+0.0024078i,0.0019514+0.0074891i,-0.00013958+0.00049946i,0.004277+0.0007277i,0.00015274-0.00067023i,-0.0059856+0.0026738i,-0.0012006+0.0011362i,-0.0044364-0.0029045i,-0.00048441+0.0019202i,0.00065845-0.0011663i,0.0012079-0.0011628i,0.0011817-0.0291i,0.022073+0.010987i,0.0057721+0.0039129i,-0.0057094+0.013256i,0.0081768-0.00532i,0.00052809-0.00012758i,-0.0035578+0.0055151i
-0.0022607-0.012676i,-0.029855-0.010478i,-0.02887+0.011646i,-0.010214+0.011401i,-0.00053583+0.011694i,-0.0052246+0.013448i,-0.017891+0.011775i,-0.032404-0.002157i,-0.023781+0.0020476i,-0.0024823+0.0023509i,0.00071307+0.00035374i,-0.0012467-0.00044926i,-0.0019618-0.003168i,-0.00052029+0.0015434i,-0.00024596-0.00077722i,-0.0019453+0.0011522i,-0.0027512+0.0047606i,0.0001915-0.0020289i,0.00044395+0.00058165i,-0.00070246-0.00022395i,-0.00028969+0.00022895i,-0.0016152+0.00026267i,-0.00036918+0.0003226i,-0.0036023+0.0012243i,0.0002719+0.0018782i,-0.00074992+0.0006939i,-0.00059807-0.00017454i,-0.00024844-0.00064034i,-0.00025168-0.0015201i,-0.0011477-0.0017459i,0.0017127+0.00011343i,0.00060414+0.00020936i,0.00089859+0.00079141i,0.00026955+0.00090054i,0.0011093-0.0015938i,-0.002227+0.0040212i,-0.0014512+0.0022286i,-0.00034148-0.00047684i,0.0002455+0.0013791i,0.0031456-0.00076427i,-0.0015964+0.00054724i,-0.00061823+0.00044362i,-0.00066599-0.00011897i,-0.0017445+0.00035616i,-0.0091473-0.0072167i,-0.0058439-0.02633i,-0.0076839-0.03165i,-0.010553-0.014044i,-0.013204-0.027952i,-0.012694-0.014208i,-0.031496-0.014694i,-0.047989-0.014277i,-0.0014176-0.015047i,-0.00057185-0.016947i,0.0043777+0.0082129i,-0.00043203+0.00094293i,0.0055094-0.00029258i,0.0040435+0.0033564i,0.00079289-0.0021504i,-0.0074494-0.0022186i,0.0038153+0.0048384i,-0.0019704-0.0037931i,-1.0877e-05-0.0028153i,-0.00052775+0.0003127i,0.00019213+0.00087335i,-0.0023918-0.0023436i,0.0031422-0.0025319i,-0.0054314+0.0012358i,0.0044112-0.0041547i,-0.0034541-0.003095i,-0.0011282-0.0024886i,-0.00041925+0.0013505i,0.0012526+0.0022799i,0.00084015+0.0026464i,0.00039887-0.0042472i,0.0038329+0.001095i,-0.00048137+0.00057285i,0.0026582-0.0025703i,0.00047052+0.0023878i,0.0036714+0.0059343i,-0.00025751+0.00068718i,0.0030274-0.0014086i,-0.0002073-0.0006747i,-0.0044509+0.0046702i,-0.00072958+0.0011269i,-0.0044861-0.0020653i,6.7524e-05+0.0014925i,0.00057696+3.5288e-05i,0.00097542-0.00056267i,-0.0041168-0.029948i,0.021952+0.0044015i,0.0051282+0.0032198i,-0.00473+0.014848i,0.0066422-0.0058561i,0.00087833+0.00035686i,-0.004221+0.0063789i
-0.0041679-0.011977i,-0.03061-0.0064137i,-0.025644+0.016001i,-0.0078575+0.012692i,0.00010728+0.011207i,-0.0032593+0.012922i,-0.016013+0.013906i,-0.031693+0.0029095i,-0.025032+0.0057303i,-0.0023548+0.0026206i,0.0008414-0.00046897i,-0.0015895+0.00022596i,-0.0028346-0.0022819i,0.00023219+0.0015718i,-0.0006941-0.00061909i,-0.0015971+0.0011297i,0.00026167+0.0028957i,-0.00064003-0.0022961i,0.00052864+0.00023222i,-0.00096582-0.00011434i,-0.00028695+0.00033009i,-0.001343+0.00078718i,-0.00035128+0.00013541i,-0.0029746+0.002727i,0.00065459+0.0018068i,-0.00049254+0.00082455i,-0.00066631-6.4376e-05i,-0.0004642-0.00067569i,-0.00078761-0.0012899i,-0.0017967-0.0012272i,0.0016145-0.00017321i,0.00063996-0.00016104i,0.0012141+0.00025728i,0.00075856+0.00060858i,0.00011684-0.0016153i,-0.00080993+0.0044245i,-0.00051279+0.0027162i,-0.00052958-0.0003356i,0.00086731+0.00097793i,0.003376-0.0015305i,-0.001413+0.0010531i,-0.00055+0.00085105i,-0.0011286+0.00013997i,-0.0016215+0.0003868i,-0.0090406-0.0062708i,-0.0086564-0.025151i,-0.0097914-0.030208i,-0.012142-0.013873i,-0.017464-0.026802i,-0.014756-0.013914i,-0.02998-0.0091759i,-0.046918-0.0052773i,-0.0011764-0.015304i,-0.0038451-0.017398i,0.0064717+0.0079703i,0.00013456+0.00139i,0.0051494-0.0008481i,0.0040959+0.0024317i,0.00061344-0.0021034i,-0.007848+0.0023214i,0.0046057+0.0031187i,-0.0024965-0.00088711i,1.4253e-05-0.0071028i,-0.00021408-4.2651e-05i,0.00056324+0.00090586i,-0.0024183-0.0015818i,0.001616-0.0037163i,-0.0039817+0.003261i,0.0020315-0.0064308i,-0.0037619-0.0022063i,-0.001952-0.0016628i,-0.00011815+0.0015035i,0.00096187+0.0013847i,0.0012287+0.0021672i,-0.0021598-0.0038879i,0.0047143-0.00037386i,-0.00072129+0.00093193i,0.00065712-0.0036873i,0.0012666+0.001936i,0.0044355+0.0042098i,-0.00049885+0.0010245i,0.00093544-0.0020072i,-0.0007089-0.00027297i,-0.0021106+0.0057197i,0.00010041+0.00093637i,-0.00548-0.00085958i,2.4816e-05+0.0012754i,0.0014909+0.0013156i,0.001206-0.00031582i,-0.0090221-0.028997i,0.019838-0.0013365i,0.0044681+0.0022693i,-0.0027324+0.016659i,0.005357-0.0075871i,0.0016445+0.00056612i,-0.0041941+0.0074505i
-0.005594-0.011052i,-0.031233-0.0020864i,-0.021944+0.019117i,-0.0054913+0.013316i,0.001059+0.011069i,-0.001718+0.012237i,-0.014111+0.015948i,-0.029723+0.0071578i,-0.024914+0.010825i,-0.0017986+0.0026059i,0.00054484-0.0011212i,-0.0014379+0.00093661i,-0.0032687-0.0011201i,0.00074975+0.0013815i,-0.00089744-0.00015432i,-0.0014199+0.0010366i,0.0013455+0.0019558i,-0.0013583-0.0021036i,0.00069648-9.178e-05i,-0.0011884+0.00016705i,-0.00018307+0.00039841i,-0.0008569+0.0013726i,-0.00050554+4.2636e-05i,-0.0019716+0.0034138i,0.0011282+0.0015761i,-0.00021751+0.00090495i,-0.00072339+0.00011571i,-0.00073088-0.00063668i,-0.0011378-0.00095318i,-0.0022141-0.00029078i,0.0013848-0.00030107i,0.00041674-0.00054047i,0.0011854-0.00047676i,0.0010308+4.1246e-05i,-0.00064398-0.0011259i,0.00050584+0.0041941i,0.00064918+0.0027501i,-0.00059205-7.9933e-05i,0.0010507+0.00051522i,0.0032025-0.0025757i,-0.000998+0.00147i,-0.00010618+0.001051i,-0.0012006+0.00068348i,-0.0014087+0.00064996i,-0.0090373-0.0060817i,-0.011184-0.023744i,-0.012132-0.028681i,-0.014365-0.013171i,-0.020897-0.025263i,-0.01647-0.012942i,-0.027962-0.0047115i,-0.044288+0.00054056i,-0.0012062-0.016015i,-0.0061728-0.01659i,0.0089204+0.0070236i,0.0008389+0.001481i,0.0044289-0.0013929i,0.0042011+0.0016382i,0.00033515-0.0017141i,-0.0057237+0.0060337i,0.0050121+0.0015103i,-0.001912+0.0011145i,-0.0043917-0.0032546i,-0.00031417-0.00048899i,0.00090148+0.00071249i,-0.0022435-0.0010909i,0.00013832-0.0038707i,-0.0019374+0.0042241i,-0.00014107-0.008988i,-0.0044496-0.001429i,-0.0024527-0.00074316i,0.00012133+0.0016403i,0.00065428+0.00097701i,0.0014222+0.0017023i,-0.0044688-0.0028321i,0.0042064-0.0022902i,-0.00068311+0.0015005i,-0.0016098-0.0029715i,0.0015935+0.0012182i,0.0045328+0.0029139i,-0.00085231+0.0017475i,-0.001309-0.0015173i,-0.00059384+3.875e-05i,0.00033429+0.0055808i,0.00022205+0.00024714i,-0.0054394+0.0012941i,6.4216e-05+0.0014374i,0.0028172+0.0017147i,0.0014908-0.00044002i,-0.012825-0.027162i,0.016956-0.0066213i,0.003425+0.0015084i,0.00045806+0.017367i,0.0033511-0.008062i,0.0022272+0.00019528i,-0.0039907+0.0084877i
-0.0069626-0.01032i,-0.031145+0.0026897i,-0.017711+0.02189i,-0.0028476+0.013368i,0.0024145+0.010558i,-0.00044305+0.011507i,-0.011603+0.017775i,-0.027826+0.010437i,-0.022337+0.015689i,-0.0014191+0.0027286i,-9.0543e-05-0.0015729i,-0.0011228+0.0016047i,-0.0032709+0.0002212i,0.0012448+0.0012713i,-0.00084497+0.00027827i,-0.0014104+0.0010618i,0.0019807+0.0011217i,-0.0020561-0.0014658i,0.00055708-0.00073221i,-0.001274+0.00065709i,-0.00016379+0.00048269i,-0.00023633+0.0014959i,-0.00077423+0.00020658i,-0.0012267+0.0036644i,0.0013478+0.0011675i,7.0766e-05+0.0009898i,-0.00075486+0.00035441i,-0.0010425-0.00046469i,-0.0013868-0.00041076i,-0.0020294+0.00081639i,0.0012568-0.00047347i,3.6859e-06-0.00072814i,0.00078137-0.0010493i,0.00094088-0.00057139i,-0.00078441-0.00056549i,0.0015553+0.0036933i,0.0016822+0.0022605i,-0.00053764+0.00012279i,0.00095973+4.5658e-05i,0.0025832-0.0036843i,-0.00060989+0.0017087i,0.0002397+0.00098145i,-0.00096514+0.0011809i,-0.0010417+0.00067801i,-0.0099024-0.0067855i,-0.012945-0.022641i,-0.013801-0.026891i,-0.016087-0.011224i,-0.023927-0.02329i,-0.017832-0.011381i,-0.0251-0.0015941i,-0.042275+0.0058144i,-0.00090434-0.016867i,-0.0076348-0.015611i,0.011246+0.0040717i,0.0012469+0.0012305i,0.0035261-0.0014659i,0.0040253+0.00084855i,0.00048479-0.0016091i,-0.0031575+0.0081988i,0.0046184+0.00031065i,-0.00088223+0.0027886i,-0.0039301-0.0013617i,-0.0006625-0.00058064i,0.00099291+0.000458i,-0.0021346-0.00067825i,-0.0008543-0.003321i,0.00016291+0.0041848i,0.0017472-0.0015683i,-0.0049555-0.00040291i,-0.0026768+0.00027866i,0.00035616+0.0014907i,0.00024665+0.00064539i,0.0017407+0.0013115i,-0.005943-0.00058215i,0.002635-0.0034432i,-0.00027299+0.0019698i,-0.0029209-0.0012416i,0.0014369+0.00075114i,0.0046689+0.0020477i,0.00017468+0.0022348i,-0.0022892+0.00048774i,-0.00063324-8.8871e-05i,0.0020956+0.0044519i,-0.00015362-8.5329e-05i,-0.0040863+0.0024246i,0.00074215+0.0016982i,0.0041898+0.001167i,0.0016283-0.00063887i,-0.016048-0.025408i,0.011949-0.011063i,0.0019906+0.00071276i,0.0039437+0.016669i,0.0012622-0.0077611i,0.0023637-0.00029382i,-0.0033988+0.0096104i
