-0.0072125-0.039881i,-0.011314-0.044041i,0.0028593-0.046173i,-0.026978-0.027708i,-0.020793+0.014141i,-0.032644-0.03332i,-0.061464-0.061817i,-0.022037-0.072902i,-0.033987-0.052412i,0.0012202+0.01548i,-0.0069832+0.010769i,-0.015634+0.014186i,0.0014927+0.016856i,-0.003863-0.0032277i,0.00040698+0.0065932i,0.00085679+0.039743i,0.019613+0.060674i,0.00078991-0.00024557i,-0.0046135-0.0085577i,0.0087759+0.0051819i,0.0017031+0.0010283i,-0.00089025+0.0033927i,0.00010135-0.001224i,-0.036834-0.0092834i,-0.0023928-0.0072291i,-2.0893e-05+0.0045344i,0.0050315+1.9812e-05i,0.00028758+0.0010508i,-0.00045514-0.00079883i,-8.0349e-05-0.0029248i,-0.0012334-0.0058982i,-0.0023889-0.0042438i,-0.00061566-0.0079927i,0.0031561-0.0012871i,0.0031577-0.0026045i,-0.0015925+0.03438i,0.0061778-0.0043271i,0.0036448-0.0023475i,0.0049642+0.00019525i,-0.013748-0.0041833i,1.6562e-06+0.00036461i,0.010154-0.00053942i,0.0061319-0.0013709i,-0.0036699+0.0038118i,0.0025482+0.0023042i,-0.0031186+0.0091852i,0.016456-0.086887i,-0.0060052-0.048324i,-0.023968-0.040078i,-0.018859-0.042027i,0.064641-0.014958i,0.028752-0.061253i,0.038872-0.044237i,0.030273-0.055777i,0.019955-0.015548i,0.0084113+0.01005i,0.025289-0.032225i,-0.0072586-0.005119i,0.0024857-0.0022214i,-0.0046422-0.0061304i,0.0015521-0.032129i,-0.024557+0.030881i,0.0085036-0.010275i,-0.011089-0.0016607i,-0.0051783-0.0012657i,-0.00087485-0.01422i,-0.0099426+0.0041954i,0.0033413+0.007962i,-0.011741+0.031457i,0.0053245+0.0077021i,-0.0054112-0.0016097i,-0.0020603-0.0022813i,-0.011763-0.0076718i,0.00049655-0.0036643i,-0.035293+0.0047957i,0.0023423-0.012537i,-0.0091306-0.0022368i,-0.006327-0.0029256i,0.0065174+0.0017917i,-0.0093374+0.0018233i,0.0012201+0.00095538i,0.0052943+0.0094416i,0.0046118+0.0003394i,-0.0093123-0.0098174i,0.0024834+0.0084899i,-0.019196+0.0062333i,0.0068017+0.0031557i,-0.028652-0.0087138i,-0.034719+0.0023175i,0.026266-0.07759i,0.012603-0.0093723i,-0.042386-0.02786i,-0.022996-0.0039894i,0.017683+0.012829i,-0.026678+0.011484i,-0.011299-0.0090063i
0.011556-0.0071188i,-0.009125-0.03653i,-0.029067-0.018592i,-0.013789-0.00090733i,-0.014573+0.013757i,-0.019389+0.0068434i,-0.020614-0.0077793i,-0.016452-0.030768i,-0.019322-0.013918i,-0.0019968-0.0037927i,0.00070469+4.2181e-05i,0.001608-0.00072611i,0.0021706-0.00029551i,0.00069348-0.00064179i,0.00083431-2.6995e-05i,-0.0037228-0.001862i,0.0021629-0.003057i,0.0023105-0.0011149i,-0.00011151-0.0013954i,0.00030467-0.00054142i,-0.0010815-0.00052727i,0.0017978-0.0012269i,-0.00080814-0.00099439i,-0.0023214-0.0025204i,-0.0021492-9.6234e-05i,5.1299e-05-0.0012934i,0.00019496-0.0013035i,-2.9541e-05-0.0002401i,0.00088033-0.00016127i,0.001045+0.00011478i,-0.00079778+0.0022733i,-0.00098444+0.00049008i,-0.00073538+6.4325e-05i,-0.00033358-0.0002836i,-0.00177+0.0010979i,-0.0031392-0.0015638i,-0.00092628-0.0019205i,0.00019415+0.0003789i,-0.00050263-0.00054175i,0.0020067+0.0040849i,-0.00067744-0.00055764i,-0.00032056-0.00071831i,-0.001149-0.00064005i,-0.0010582-0.0038318i,0.0031159-0.01208i,0.017576-0.018426i,0.016429-0.033445i,-0.007552-0.018338i,0.0036446-0.016484i,-0.020259-0.0214i,0.0057018-0.039022i,-0.0028123-0.038063i,0.014558-0.012364i,0.0048206-0.013086i,-0.0050532+0.0085266i,0.005605-0.0010998i,0.00528+0.011185i,-0.0035587+0.0035454i,0.0056033-5.9493e-05i,0.0082211-0.0029005i,-0.0037526-0.00058154i,0.0095016+0.0045266i,0.0015476-0.00086251i,-0.0025568-0.0030368i,-0.0023017+0.00072943i,0.0015136-0.0022197i,-0.0039996+0.0048798i,0.0042714-0.0040078i,-0.0033583+0.005464i,0.0039274+0.00034681i,0.0039218+0.0017323i,-0.0012923+0.00047299i,-0.0070058-0.0028161i,-0.0017327+0.0015817i,-0.0010749+0.0022149i,0.00037315+0.0051725i,-0.0017835+0.001872i,0.00057002+0.0031647i,-0.0013739+7.1053e-05i,-0.010182+0.0032868i,-0.0011296-7.2081e-05i,-0.0035942+0.0031935i,0.00077201+0.0011885i,0.001509-0.0046214i,-0.0013868-0.001893i,0.0017553-0.00427i,-0.0038985-0.0010004i,0.007859+0.00078601i,0.0021654+0.00052489i,0.01363-0.016352i,-0.0013621+0.031762i,0.011393+0.012984i,-0.010492+0.0056685i,0.0013975+0.0014613i,0.00085075-0.0016362i,-0.0041257+0.0062565i
0.0099655-0.0089688i,-0.015275-0.034287i,-0.031179-0.013552i,-0.014394+0.00069741i,-0.0112+0.015354i,-0.017616+0.0091971i,-0.021783-0.0045489i,-0.021588-0.027537i,-0.021758-0.0097423i,-0.0029771-0.0034128i,0.00032155-0.00050541i,0.0011-0.0014078i,0.0023339-0.0012274i,-3.707e-05-0.0010715i,0.00071663-0.00011484i,-0.0040157-0.0012077i,0.0004934-0.0036513i,0.0016931-0.0015653i,-0.00059508-0.0010537i,6.9731e-05-0.00086863i,-0.00096682-3.9487e-05i,0.00097814-0.0016721i,-0.00094331-0.00062542i,-0.0029731-0.002026i,-0.0021125+0.00080389i,-0.00045852-0.0012524i,-0.0002855-0.0012041i,4.1007e-05-0.0003238i,0.0009459-0.0004843i,0.00098594-0.00043249i,6.2638e-05+0.0025121i,-0.00068426+0.00066138i,-0.00081171+0.00027937i,-0.00050892-0.00017405i,-0.0014187+0.0017966i,-0.0034547-0.0010649i,-0.001702-0.0014901i,0.00046548+0.00010137i,-0.00059843-0.00046301i,0.0028358+0.0030244i,-0.00075714-0.00056933i,-0.00060732-0.00061811i,-0.0012864-0.00059336i,-0.0020475-0.0035803i,0.00075403-0.012623i,0.015127-0.021223i,0.011752-0.033948i,-0.0081332-0.015571i,0.0027154-0.017912i,-0.019199-0.015206i,-0.0034039-0.041119i,-0.010793-0.040902i,0.01142-0.016354i,0.0021535-0.011421i,-0.0017012+0.0097786i,0.0038468-0.0024634i,0.0076994+0.0079092i,-0.0027412+0.0050027i,0.0049062-0.001358i,0.007273-0.0050475i,-0.0045203+0.0014297i,0.0106+0.0015762i,0.0018808-0.0010186i,-0.0027225-0.0020347i,-0.0013112+0.0013921i,0.0010392-0.0025014i,-0.0012754+0.0055381i,0.0020324-0.0055398i,-0.00064851+0.0057328i,0.0040209-0.0021525i,0.0039879-0.00010345i,-0.001115+0.00094217i,-0.0072279+0.00092208i,-0.0012852+0.0017558i,6.1491e-05+0.0036872i,0.0014905+0.0040912i,-0.0009116+0.0025261i,0.0013845+0.002998i,-0.0016829+0.00082752i,-0.0081541+0.0064624i,-0.0010518+0.0010413i,-0.002175+0.0043148i,0.00095757+0.00061909i,-0.00085449-0.0052315i,-0.0016575-0.0013155i,0.00051637-0.0050842i,-0.0036826+0.0004118i,0.0068626-0.0013496i,0.0024557+0.00030582i,0.012867-0.018064i,0.0054964+0.030204i,0.011061+0.0096256i,-0.00986+0.0080374i,0.0038212+0.0030364i,0.0010826-0.0014953i,-0.0038457+0.0068553i
0.0081581-0.010451i,-0.020703-0.030698i,-0.032499-0.0085382i,-0.014833+0.0029847i,-0.0079345+0.015748i,-0.015482+0.011246i,-0.022415-0.0010013i,-0.025848-0.023529i,-0.022444-0.0058179i,-0.0037989-0.0025378i,-0.00020351-0.0004228i,0.00027271-0.0016045i,0.002072-0.002148i,-0.0006862-0.00087636i,0.00076665-0.00026871i,-0.0040684-0.00033364i,-0.00096412-0.0032241i,0.0010912-0.0017118i,-0.00090119-0.00062431i,-0.0003088-0.00082723i,-0.0006965+0.00026108i,0.00035753-0.0017266i,-0.00095354-0.0002974i,-0.0035249-0.0013191i,-0.0017256+0.0013194i,-0.00090463-0.00098032i,-0.00065586-0.00091469i,7.0312e-06-0.00039365i,0.0007874-0.00076208i,0.00095622-0.00082032i,0.0011449+0.00225i,-0.00036955+0.00080172i,-0.00088155+0.00065004i,-0.00058727-7.0218e-06i,-0.00047344+0.0021551i,-0.0039595-0.00039652i,-0.0021244-0.0007811i,0.0004727-0.00034584i,-0.00063428-0.0004275i,0.0030524+0.0018551i,-0.00095159-0.00050132i,-0.00080037-0.0003482i,-0.0013668-0.0004475i,-0.0028122-0.0029312i,-0.0020827-0.01286i,0.012073-0.024138i,0.0078539-0.033827i,-0.0079855-0.013901i,0.0019609-0.020456i,-0.016609-0.011547i,-0.012854-0.039601i,-0.0199-0.040984i,0.0073956-0.018523i,0.0012628-0.01014i,0.0013023+0.0090296i,0.0021063-0.0029014i,0.0079375+0.0048876i,-0.0011418+0.0062114i,0.0045941-0.0020698i,0.0049986-0.0074789i,-0.0041611+0.0034645i,0.010225-0.0019429i,0.0021743-0.0016267i,-0.002409-0.0012914i,-0.00054118+0.0013323i,0.00058188-0.0029703i,0.0012195+0.004505i,-0.00046834-0.0059944i,0.0017888+0.0048839i,0.0024559-0.0037405i,0.0031794-0.0016192i,-0.00082406+0.0012116i,-0.0054179+0.0037049i,-0.0012434+0.0018138i,0.002335+0.0038787i,0.0017482+0.0034542i,0.0003367+0.0024537i,0.0026406+0.0025658i,-0.0013724+0.0014757i,-0.005498+0.0080939i,-3.6149e-05+0.0015394i,-0.00025778+0.0047866i,0.00093782+1.8552e-05i,-0.0034582-0.0047702i,-0.0020165-0.0011078i,-0.0010288-0.0052874i,-0.0027581+0.0010813i,0.0052785-0.0025936i,0.002665-8.091e-05i,0.011622-0.020834i,0.011255+0.027224i,0.0096712+0.0070659i,-0.0088778+0.0098245i,0.0062241+0.0029051i,0.00070319-0.0014704i,-0.0032717+0.0070356i
0.0059825-0.011686i,-0.024856-0.026057i,-0.033055-0.0032009i,-0.014428+0.0053848i,-0.0050656+0.015293i,-0.013016+0.012568i,-0.02213+0.0024589i,-0.029503-0.018995i,-0.022423-0.002593i,-0.0043016-0.0012911i,-0.00047183-8.0159e-05i,-0.00038881-0.001269i,0.0014326-0.002994i,-0.001118-0.00050108i,0.00068789-0.00059264i,-0.0037803+0.00058977i,-0.0020229-0.0021571i,0.00061911-0.0018099i,-0.0010685-8.1782e-05i,-0.0005393-0.00058633i,-0.00042274+0.00036226i,-0.00027477-0.0018615i,-0.00094011+6.1195e-05i,-0.0040238-0.00023892i,-0.0013025+0.0018391i,-0.0012997-0.00054816i,-0.00073982-0.00061242i,-9.4508e-05-0.00050973i,0.00069504-0.00083882i,0.00070394-0.0013502i,0.0018449+0.0014905i,-6.9962e-05+0.0008474i,-0.00057453+0.001155i,-0.00061081+0.00019365i,0.00046779+0.0020753i,-0.0044793+0.0006404i,-0.0022255-9.3665e-06i,0.00024665-0.00060227i,-0.00088809-0.00031769i,0.002942+0.0009135i,-0.001165-0.00025273i,-0.00094797-2.3642e-05i,-0.001363-0.00021687i,-0.0033827-0.0019267i,-0.0050024-0.012157i,0.0080731-0.026699i,0.0045001-0.034012i,-0.0075793-0.01326i,-0.00029859-0.023406i,-0.013512-0.010118i,-0.020724-0.035667i,-0.029172-0.038751i,0.0036025-0.018934i,0.0017366-0.0099292i,0.0026922+0.0073145i,0.00046597-0.0025148i,0.0076227+0.0030014i,0.00082685+0.0063527i,0.0039333-0.0034455i,0.0013801-0.0083494i,-0.0029203+0.0054236i,0.0080395-0.005077i,0.0022254-0.0025651i,-0.0020178-0.00079565i,-0.00012277+0.0012327i,-0.00011106-0.0033177i,0.0024859+0.0030846i,-0.0030382-0.0055094i,0.0038287+0.0032391i,0.0010955-0.0044362i,0.0020744-0.0024145i,-0.00039203+0.0010215i,-0.0030299+0.0048227i,-0.0011391+0.002397i,0.0041186+0.0024426i,0.00249+0.0032031i,0.0010356+0.0015217i,0.0034926+0.0013973i,-0.0011678+0.0019065i,-0.0029101+0.0088651i,0.00047882+0.00098144i,0.0017178+0.0040994i,0.00085718-0.00012378i,-0.0055505-0.0029016i,-0.0024001-0.00036663i,-0.0026313-0.0045286i,-0.0022263+0.0013889i,0.0035335-0.002939i,0.0025008-0.00092111i,0.0092682-0.023723i,0.016424+0.023179i,0.0081126+0.0052572i,-0.0078686+0.011189i,0.008404+0.0013981i,0.00036838-0.0010489i,-0.0027002+0.0068264i
0.0037187-0.012356i,-0.027521-0.021213i,-0.032632+0.0018388i,-0.013557+0.0075346i,-0.0029339+0.014167i,-0.01076+0.013415i,-0.021461+0.0054338i,-0.031823-0.013559i,-0.022193-5.2652e-06i,-0.0041528-6.5206e-05i,-0.00042875+0.00041632i,-0.00066945-0.00092515i,0.00043255-0.0035984i,-0.0013726+3.2865e-05i,0.00043977-0.00085429i,-0.003133+0.0012403i,-0.0024822-0.00091263i,0.00020802-0.0018068i,-0.00079125+0.00062771i,-0.00059586-0.00031469i,-0.00022901+0.00030045i,-0.0012199-0.0016407i,-0.00064549+0.00030114i,-0.0040443+0.0010907i,-0.00053783+0.0024076i,-0.0013785+1.3722e-05i,-0.00070597-0.00039419i,-0.0002037-0.00042825i,0.00070558-0.0011427i,6.4526e-05-0.0016879i,0.0020525+0.00066302i,0.00022156+0.00074233i,1.5178e-08+0.0013104i,-0.00062752+0.00051189i,0.0012061+0.0016016i,-0.0046035+0.0020577i,-0.0021935+0.00069919i,-6.8187e-05-0.00065577i,-0.0010029+8.8253e-05i,0.0025711+0.00034443i,-0.0012775+6.2147e-05i,-0.00072216+0.00030595i,-0.0012104+0.00011743i,-0.0035461-0.00078983i,-0.0072452-0.010389i,0.0031554-0.028059i,0.00062695-0.034092i,-0.0075877-0.013497i,-0.0035902-0.025831i,-0.010813-0.011004i,-0.027166-0.029678i,-0.037797-0.033301i,0.00013521-0.018258i,0.002354-0.01104i,0.0023719+0.0061513i,-0.00070386-0.0013408i,0.0072559+0.0014986i,0.0024725+0.0057762i,0.0020902-0.0040955i,-0.0022886-0.0076262i,-0.00068312+0.0068443i,0.0044313-0.0067739i,0.0012554-0.0039432i,-0.0018143-0.00048158i,0.00021144+0.00097574i,-0.0010846-0.0033939i,0.0034186+0.0016911i,-0.0050955-0.0038279i,0.0049202+0.00090084i,-0.00044284-0.0050256i,0.001063-0.0027521i,-0.00060948+0.00089812i,-0.00064979+0.0047946i,-0.00046524+0.0027765i,0.0047704+0.00015328i,0.0033964+0.0025317i,0.0008502+0.0005072i,0.0036593+6.3428e-05i,-0.0008154+0.0022053i,-0.00016131+0.0088641i,0.00018175+0.00063407i,0.0030234+0.0024809i,0.00091314-0.00048877i,-0.0064893-0.00031696i,-0.0021358+0.00070989i,-0.0036019-0.0034464i,-0.0017295+0.0018492i,0.0020039-0.0028518i,0.0015054-0.0013214i,0.0065653-0.02618i,0.020683+0.017909i,0.0067487+0.0045032i,-0.0068733+0.012312i,0.010246-0.00095071i,0.00033497-0.00065083i,-0.0027459+0.0060974i
0.0015303-0.012603i,-0.029401-0.016669i,-0.031832+0.0070264i,-0.01227+0.0095446i,-0.0015371+0.01294i,-0.0084292+0.014044i,-0.020537+0.0083674i,-0.033146-0.0084478i,-0.022029+0.0020044i,-0.0037054+0.00070942i,0.00014749+0.00075097i,-0.00079978-0.00075687i,-0.00085941-0.003731i,-0.0013321+0.00082412i,0.00014265-0.0008785i,-0.0024623+0.0014394i,-0.0022875+0.00036756i,-0.00030806-0.0018334i,-2.1756e-05+0.00086987i,-0.00058155-0.00028914i,-0.00019389+0.00017131i,-0.0017902-0.00067815i,-0.00040028+0.00028459i,-0.0036571+0.0025198i,0.00061079+0.0023995i,-0.0011607+0.00053157i,-0.00070282-0.00033951i,-0.00023509-0.00049484i,0.0002954-0.0015711i,-0.00051462-0.0015826i,0.0020472-3.4941e-05i,0.0004674+0.00056913i,0.00054192+0.0011773i,-0.00026861+0.00096202i,0.0017072+0.00069353i,-0.004129+0.0035008i,-0.001935+0.0014852i,-0.00031267-0.00044841i,-0.0011485+0.00034481i,0.0023749+0.00025969i,-0.0013258+0.00025382i,-0.00072619+0.00025813i,-0.0011119+0.00012796i,-0.003055+0.00018451i,-0.0083116-0.0085006i,-0.0014676-0.027536i,-0.0030378-0.033194i,-0.0084434-0.013921i,-0.0079567-0.027375i,-0.010655-0.013222i,-0.030876-0.022051i,-0.044182-0.02557i,-0.0016547-0.016325i,0.0019364-0.013551i,0.002219+0.0067536i,-0.00089583+4.7509e-05i,0.0063684+0.00014413i,0.0036588+0.0047406i,0.00047301-0.0031479i,-0.0056158-0.0054339i,0.0021471+0.0066337i,0.00049564-0.0059699i,-0.00035539-0.0040976i,-0.0014762+5.6641e-05i,0.00010041+0.00074716i,-0.0020242-0.0030499i,0.0041305-0.0001353i,-0.0062348-0.0012542i,0.0049124-0.0014268i,-0.0025529-0.0046127i,1.7518e-06-0.002862i,-0.00055719+0.0011225i,0.00099612+0.003508i,0.00030113+0.0026301i,0.0039066-0.0025731i,0.0038277+0.0015894i,4.0295e-05+0.00023109i,0.0033674-0.00098039i,-0.00031071+0.0026036i,0.0025352+0.0077096i,-0.00011103+0.00054769i,0.0029897+0.0004753i,0.00031917-0.00095926i,-0.0060031+0.0022751i,-0.001274+0.0011338i,-0.0039302-0.002306i,-0.00090988+0.0019841i,0.00064866-0.0016063i,0.00087984-0.00078769i,0.0027516-0.029044i,0.022849+0.010825i,0.0058473+0.0037265i,-0.0058153+0.013496i,0.010189-0.0045958i,0.00038143-0.00014069i,-0.0038419+0.0059013i
-0.00054416-0.012487i,-0.030741-0.012354i,-0.029621+0.012259i,-0.010519+0.011377i,-0.00079469+0.012136i,-0.0060301+0.01412i,-0.019097+0.011188i,-0.033757-0.0029583i,-0.022493+0.0041874i,-0.003141+0.0014201i,0.00083796+0.00043751i,-0.0013004-0.0005726i,-0.0020428-0.0031961i,-0.00075478+0.0014221i,-0.00016318-0.00092998i,-0.0019285+0.0015282i,-0.0014348+0.0012373i,-0.00070722-0.0017603i,0.00048589+0.00045168i,-0.00070553-0.00034567i,-0.0003112+0.00022602i,-0.0017517+0.00026102i,-0.00027774+0.0001515i,-0.0026926+0.0036883i,0.001367+0.0016376i,-0.00082615+0.00079116i,-0.00080758-0.00024175i,-0.00031509-0.00054029i,-0.00037479-0.0015887i,-0.0010204-0.0013749i,0.0018223-0.00070605i,0.00067062+0.00036321i,0.00098673+0.00087823i,0.00036443+0.00095819i,0.0014468-0.00016449i,-0.0029474+0.0046999i,-0.0013552+0.0021644i,-0.00043347-0.00032653i,-0.0011076+0.0009766i,0.0027025+0.00016868i,-0.0013234+0.00058599i,-0.00092977+0.00048697i,-0.0011303+0.0001916i,-0.0024817+0.00066889i,-0.0085342-0.0070856i,-0.004979-0.026444i,-0.0061195-0.031876i,-0.0098825-0.014053i,-0.012286-0.027651i,-0.012497-0.014548i,-0.031338-0.014375i,-0.047268-0.015866i,-0.0014097-0.014876i,-0.00046244-0.015902i,0.0031868+0.0075552i,-0.0003428+0.00094616i,0.0055571-0.00031984i,0.0042032+0.003392i,0.00060271-0.0022413i,-0.0079239-0.0018154i,0.0040488+0.0051885i,-0.0019059-0.0036125i,-0.0012528-0.0034341i,-0.00070952+0.00012619i,0.00020762+0.0010227i,-0.0024889-0.0022332i,0.0034567-0.0023941i,-0.0057331+0.0014949i,0.0042802-0.0038042i,-0.003543-0.0030146i,-0.0012576-0.0026018i,-0.00048776+0.0013417i,0.0012666+0.0020646i,0.00085073+0.00232i,0.0014245-0.0043552i,0.0042874+0.00083305i,-0.00049204+0.00046344i,0.0026812-0.002502i,0.00054364+0.0026203i,0.0040935+0.0058722i,-0.00019296+0.00078042i,0.0021336-0.00084495i,-0.00016819-0.00092575i,-0.0046582+0.0044039i,-0.00082801+0.0011378i,-0.0039181-0.0014326i,-0.00031961+0.0015693i,0.00076412-3.0648e-05i,0.00070697-0.0002134i,-0.0027497-0.030428i,0.022504+0.0040898i,0.0052836+0.0030792i,-0.0047998+0.01492i,0.007842-0.0072752i,0.00072439+0.00047099i,-0.0044061+0.0070027i
-0.0025252-0.012103i,-0.031805-0.0081307i,-0.026123+0.016688i,-0.0081712+0.012765i,-8.3713e-05+0.01166i,-0.0038468+0.013651i,-0.017212+0.013566i,-0.032956+0.0024754i,-0.022945+0.0069982i,-0.0025564+0.0019245i,0.0010684-0.00043319i,-0.0017081+0.00016226i,-0.0029865-0.0022818i,4.8182e-06+0.0015288i,-0.00065154-0.00075729i,-0.0015832+0.0014228i,-0.00053751+0.0015041i,-0.0012631-0.001781i,0.00054536+0.0001101i,-0.0010893-0.00026067i,-0.00031005+0.00036491i,-0.0013063+0.00087935i,-0.0003207-5.2125e-05i,-0.0013346+0.0043235i,0.0015467+0.0011215i,-0.00059341+0.00091564i,-0.00088409-4.9035e-05i,-0.000482-0.00054003i,-0.00082631-0.0013025i,-0.001563-0.00092407i,0.001351-0.0011102i,0.00074108-5.4121e-05i,0.0013665+0.00030202i,0.0008712+0.0006249i,0.0010593-0.00060426i,-0.0013369+0.0051696i,-0.00048363+0.002615i,-0.00053161-0.00016438i,-0.000561+0.0015366i,0.0032964-0.00045046i,-0.0011938+0.0010175i,-0.0007993+0.00106i,-0.0012167+0.00051587i,-0.0021589+0.00099308i,-0.008493-0.0064702i,-0.0078965-0.025345i,-0.0085196-0.030883i,-0.011566-0.013961i,-0.016467-0.0267i,-0.014666-0.01436i,-0.029564-0.0086468i,-0.047032-0.0073115i,-0.00090287-0.014911i,-0.0036728-0.016777i,0.0048138+0.0082397i,0.00023014+0.0012746i,0.0052295-0.00077786i,0.0042274+0.0022046i,0.00048173-0.002113i,-0.0081122+0.002826i,0.0051345+0.0035002i,-0.0027112-0.0010114i,-0.0017791-0.0030414i,-0.00036578-0.00019365i,0.00062091+0.0010485i,-0.0024534-0.0014554i,0.0018714-0.0037257i,-0.004029+0.0033965i,0.0023605-0.005777i,-0.003845-0.0020729i,-0.0022416-0.001749i,-0.0001454+0.0015475i,0.00084419+0.0012325i,0.0011514+0.0019187i,-0.0016337-0.0045992i,0.0047663-0.00051758i,-0.0008288+0.00084947i,0.00045288-0.0035029i,0.0013857+0.0020683i,0.0048128+0.0040714i,-0.00039583+0.0008123i,0.0007057-0.0016337i,-0.00087686-0.00047776i,-0.002508+0.0058397i,1.4151e-05+0.00093789i,-0.0044608-0.00062502i,-0.00047305+0.0015032i,0.0018393+0.00067095i,0.0010376+0.00010264i,-0.008092-0.029688i,0.020607-0.0017376i,0.0047298+0.0018994i,-0.0028001+0.016682i,0.0055959-0.0084423i,0.0016495+0.00075106i,-0.0041274+0.0080195i
-0.0040665-0.011487i,-0.03266-0.0036092i,-0.022267+0.019852i,-0.0056781+0.013444i,0.00099505+0.011522i,-0.0021385+0.012968i,-0.015306+0.015822i,-0.030928+0.0070372i,-0.022845+0.010633i,-0.0018906+0.0021813i,0.00073454-0.0011941i,-0.0015619+0.00093547i,-0.0034062-0.00101i,0.00054881+0.0014156i,-0.00085206-0.00026924i,-0.0014076+0.0013721i,0.00027326+0.0014277i,-0.0018947-0.0014692i,0.00067555-0.00017419i,-0.0015098+0.00011967i,-0.00018869+0.0004326i,-0.00070581+0.0012271i,-0.00054381-0.00011925i,-0.00015823+0.0042558i,0.0016831+0.00063185i,-0.00033328+0.0010522i,-0.00093571+0.00021135i,-0.00067425-0.00048597i,-0.0011989-0.00097651i,-0.0018428-0.00011701i,0.00091045-0.0011853i,0.00053698-0.00048034i,0.0012889-0.00049034i,0.0011922+3.0068e-06i,0.0006246-0.0008125i,0.00014289+0.004969i,0.0005219+0.0025977i,-0.00051874+3.2099e-05i,0.00015225+0.0015777i,0.0035095-0.0016381i,-0.00086731+0.0013533i,-0.00026217+0.001345i,-0.0010365+0.00083778i,-0.0017058+0.0013479i,-0.0087394-0.0064908i,-0.010562-0.023848i,-0.011009-0.029673i,-0.013752-0.013147i,-0.019864-0.025402i,-0.016462-0.013347i,-0.027227-0.0042555i,-0.045178-0.00049789i,-0.0009018-0.015693i,-0.0061067-0.016019i,0.0073096+0.0084506i,0.000787+0.0012658i,0.004636-0.0013451i,0.0040859+0.0013956i,0.00021039-0.0016913i,-0.0059728+0.0065951i,0.0051737+0.0017337i,-0.0022978+0.0011793i,-0.0025644-0.0027097i,-0.00046861-0.00067325i,0.0010519+0.00077047i,-0.0022184-0.0010307i,0.00023187-0.003917i,-0.0018299+0.0043478i,-0.00034153-0.0065065i,-0.0042977-0.0013278i,-0.0027905-0.00063796i,4.0412e-05+0.0017605i,0.00047721+0.00089281i,0.00135+0.0016813i,-0.0043561-0.0032897i,0.0042438-0.0024358i,-0.0008022+0.0015045i,-0.0016605-0.0027345i,0.00178+0.0012173i,0.0047732+0.0027332i,-0.00040081+0.001524i,-0.00081039-0.0013128i,-0.00083148+7.1205e-05i,0.00017714+0.0060233i,0.00025337+0.00031012i,-0.0045026+0.00064428i,-0.00027006+0.0017909i,0.003036+0.00050444i,0.0014506+0.00014119i,-0.012347-0.027844i,0.017143-0.0072654i,0.0035808+0.0010246i,0.00049278+0.017701i,0.003339-0.0087533i,0.0024076+0.00037678i,-0.0037815+0.0088418i
-0.0055827-0.011103i,-0.032701+0.0014898i,-0.017862+0.022607i,-0.0029427+0.013564i,0.0024222+0.010961i,-0.00070348+0.012259i,-0.012737+0.017824i,-0.028925+0.010583i,-0.021416+0.014426i,-0.001438+0.0022846i,6.8505e-05-0.00175i,-0.0012124+0.001651i,-0.0033058+0.00034568i,0.00098133+0.0013951i,-0.00084034+0.00021601i,-0.0014038+0.0015495i,0.00089787+0.0012088i,-0.0024515-0.00090271i,0.00054225-0.0007272i,-0.0016703+0.00073318i,-0.00013216+0.00049597i,-0.00020818+0.0012649i,-0.00086176+0.00012099i,0.00059973+0.0040594i,0.0016136+0.00014994i,1.7356e-05+0.001198i,-0.00091266+0.00056798i,-0.00086283-0.00034757i,-0.0015395-0.00037661i,-0.0015433+0.00072037i,0.00068933-0.0011673i,0.00012176-0.0007288i,0.00081796-0.00097914i,0.001111-0.00074141i,0.00021441-0.00097211i,0.0013827+0.0044543i,0.001387+0.0022045i,-0.00042874+0.00022895i,0.00068661+0.0013375i,0.0030275-0.0030517i,-0.00052638+0.0015342i,0.00021523+0.0012819i,-0.0008774+0.0011078i,-0.0011293+0.0014371i,-0.0097953-0.0070511i,-0.012245-0.022633i,-0.01299-0.028122i,-0.015438-0.011272i,-0.022701-0.023707i,-0.017866-0.011752i,-0.024101-0.0013891i,-0.043006+0.0050523i,-0.00049906-0.0165i,-0.007695-0.015106i,0.010533+0.0070586i,0.0010492+0.00098011i,0.0038267-0.0014601i,0.0038606+0.00061073i,0.00039036-0.0015049i,-0.0029266+0.008954i,0.0046329+0.00039624i,-0.0012071+0.0030206i,-0.0029258-0.0015882i,-0.001083-0.00078037i,0.0010917+0.00045451i,-0.0020063-0.00078325i,-0.0008344-0.003291i,0.00027533+0.0043843i,-0.0029221-0.0060329i,-0.0046971-0.00056816i,-0.0029097+0.00055112i,0.00067888+0.0019207i,2.7503e-05+0.0006859i,0.0018071+0.001485i,-0.0060962-0.00087804i,0.0026344-0.0036803i,-0.0003348+0.0020605i,-0.0029321-0.0010407i,0.0015703+0.00066698i,0.0046968+0.0018981i,0.00064718+0.0019671i,-0.001689-0.00038448i,-0.00072727-1.8447e-05i,0.0023028+0.0048216i,-0.0001001+7.0487e-05i,-0.0036958+0.0019328i,0.00033013+0.0021005i,0.0036853+7.2853e-05i,0.0018387-7.1463e-05i,-0.01593-0.025852i,0.01155-0.011452i,0.0019696+0.00030697i,0.0042384+0.017033i,0.0010527-0.0083725i,0.0025688-0.00032454i,-0.0032324+0.0097984i
