-0.0076753-0.039638i,-0.01134-0.044898i,0.0021266-0.046637i,-0.026995-0.028759i,-0.020977+0.013762i,-0.032718-0.033563i,-0.060599-0.063093i,-0.022281-0.072861i,-0.029004-0.075724i,0.0018532+0.015457i,-0.0077528+0.010607i,-0.015299+0.013817i,0.0017134+0.017103i,-0.0037237-0.0031358i,0.00037506+0.0068107i,0.00035818+0.039858i,0.019499+0.065034i,0.00079886-0.00047893i,-0.0055009-0.0084972i,0.0092453+0.0043847i,0.0017419+0.00093843i,-0.0012956+0.0036475i,0.0001051-0.0013555i,-0.035594-0.009409i,-0.0028447-0.0073443i,-0.00037102+0.0045011i,0.0049874-0.00036679i,0.00035194+0.00072386i,-7.5851e-05-0.0012931i,-0.00029888-0.002696i,-0.0010813-0.0056292i,-0.0023996-0.0043329i,-0.0011546-0.0080042i,0.0035579-0.00090368i,0.0031007-0.0026999i,-0.0037612+0.03579i,0.0063062-0.0045404i,0.0037661-0.0021261i,0.0047128-0.00021003i,-0.026748+0.0052215i,-8.4093e-05+0.00020681i,0.0090709+0.0030345i,0.0064357-0.0010669i,-0.0035341+0.0037515i,0.0022066+0.0021228i,-0.0027027+0.008472i,0.015159-0.087896i,-0.0064567-0.046999i,-0.023369-0.038007i,-0.018962-0.042559i,0.063741-0.016463i,0.02841-0.060966i,0.038514-0.044538i,0.030244-0.056598i,0.019141-0.015045i,0.0082563+0.0094041i,0.024395-0.032258i,-0.0077548-0.004711i,0.0024141-0.0022558i,-0.0045653-0.0061333i,0.0011025-0.03231i,-0.024803+0.030277i,0.0080162-0.010557i,-0.010925-0.0017204i,-0.0053051-0.0013048i,-0.0012691-0.013695i,-0.0099365+0.0040404i,0.0037309+0.0081443i,-0.010281+0.031242i,0.0054229+0.0076043i,-0.00556-0.0017024i,-0.0020499-0.002062i,-0.011866-0.006701i,0.00070165-0.0037551i,-0.033526-0.0028012i,0.0023335-0.012868i,-0.0091995-0.0020897i,-0.0063978-0.0025906i,0.0063399+0.0015478i,-0.0090913+0.0015019i,0.0013781+0.00081186i,0.005738+0.0095126i,0.0045484+0.00036871i,-0.0088826-0.0090936i,0.0024331+0.008727i,-0.018389+0.0054026i,0.0068226+0.0031041i,-0.028805-0.0087615i,-0.035266+0.0032409i,0.028266-0.080235i,0.012672-0.01008i,-0.042617-0.027479i,-0.022193-0.0042706i,0.018035+0.012583i,-0.026741+0.011934i,-0.01173-0.0086918i
0.012441-0.0084693i,-0.0090336-0.036648i,-0.029566-0.019085i,-0.014118-0.0010171i,-0.01469+0.013722i,-0.019606+0.0070174i,-0.020795-0.0080112i,-0.016902-0.030057i,-0.017502-0.012598i,-0.0022065-0.0027602i,0.00057207+0.00017651i,0.0017181-0.00076916i,0.002238-0.00037794i,0.00080111-0.00061499i,0.00077661-0.00013i,-0.0037148-0.001911i,0.0029494-0.0035097i,0.0023275-0.00071686i,3.3375e-05-0.001198i,0.00025378-0.00062421i,-0.00097512-0.00050209i,0.0018494-0.0011854i,-0.0008209-0.00099175i,-0.0019469-0.0022725i,-0.0013391-0.0013887i,-8.8816e-05-0.0011649i,-0.00010775-0.0015593i,1.6434e-05-0.00016832i,0.00081449-0.00010021i,0.0011687+0.00019496i,-0.0014865+0.001384i,-0.0010559+0.00049319i,-0.00063937+0.00037967i,-0.00026462-0.00032706i,-0.0013885+0.0023984i,-0.0034022-0.00080749i,-0.00014244-0.0021896i,0.00032692+0.00047047i,-0.00083771-0.00031572i,0.0033358+0.0058297i,-0.00057814-0.00057208i,-0.00057828-0.00087847i,-0.0012577-0.00047099i,-0.00041863-0.0033761i,0.0027923-0.012371i,0.017469-0.018886i,0.016345-0.033768i,-0.0069804-0.018475i,0.0038939-0.015922i,-0.020069-0.021758i,0.0056296-0.039157i,-0.0027709-0.037267i,0.013385-0.013355i,0.0058517-0.013202i,-0.0047884+0.0084495i,0.0053555-0.00084402i,0.0049167+0.01127i,-0.0035139+0.0033331i,0.0054151-0.00012331i,0.0089064-0.0034207i,-0.0038614-0.00037056i,0.009434+0.0052593i,0.0013936-0.0010343i,-0.0024799-0.0028737i,-0.0022917+0.00077524i,0.0014636-0.0021457i,-0.0042163+0.0049866i,0.0041101-0.0036806i,-0.0031703+0.00512i,0.0036934+2.8165e-05i,0.0039861+0.0017616i,-0.001258+0.00051691i,-0.0065501-0.0024735i,-0.0019618+0.0016542i,-0.0011967+0.0020085i,0.00029552+0.0051842i,-0.0018079+0.0018524i,0.00060253+0.0032024i,-0.0014332+4.1791e-05i,-0.010029+0.003359i,-0.001153-3.2295e-05i,-0.0040765+0.0039069i,0.00080389+0.00098683i,0.0023494-0.0044184i,-0.0013857-0.0020129i,0.0022341-0.0041347i,-0.0035362-0.00098024i,0.0063641-0.00022716i,0.0025526+0.00054775i,0.01429-0.017148i,-0.0012673+0.031278i,0.01101+0.013051i,-0.010294+0.0052644i,0.0011956+0.0012859i,0.0010557-0.0016434i,-0.0041226+0.0065531i
0.010426-0.01044i,-0.015027-0.034419i,-0.031788-0.014119i,-0.014713+0.00070171i,-0.011336+0.015329i,-0.017774+0.0094324i,-0.021983-0.0048129i,-0.021906-0.026726i,-0.019606-0.0091554i,-0.0035783-0.0023948i,0.00029224-0.0003224i,0.0011368-0.0014609i,0.0024161-0.0013128i,2.7486e-05-0.001214i,0.00059854-0.00016936i,-0.0039712-0.0012928i,0.0010911-0.0047622i,0.0017627-0.0013097i,-0.00041707-0.0010109i,-2.8009e-06-0.00089887i,-0.0008801-0.00011133i,0.0010228-0.0016887i,-0.00094703-0.00062152i,-0.0024481-0.0018517i,-0.0018333-0.00070874i,-0.00051824-0.0010733i,-0.0005596-0.00093632i,0.00013977-0.00024917i,0.00087225-0.00039879i,0.0011689-0.00039065i,-0.00093722+0.0020146i,-0.00073183+0.00072072i,-0.00067564+0.00051059i,-0.00048642-0.00027288i,-0.00057845+0.0028174i,-0.003602-0.00015349i,-0.0011257-0.001752i,0.00070073+8.5774e-05i,-0.00089848-0.0002039i,0.0042512+0.0041435i,-0.00071199-0.00060481i,-0.00081701-0.00062888i,-0.0012542-0.00041506i,-0.0014176-0.0032201i,0.00029581-0.0126i,0.015042-0.021577i,0.011675-0.03409i,-0.0077935-0.015824i,0.0029976-0.017463i,-0.019108-0.015621i,-0.0034649-0.041271i,-0.010523-0.040316i,0.009418-0.016636i,0.0032258-0.011804i,-0.0014679+0.0096658i,0.00375-0.0021301i,0.0073792+0.0081499i,-0.002786+0.0048374i,0.0046648-0.0013079i,0.0075121-0.0058526i,-0.0045651+0.0016375i,0.010799+0.0021834i,0.0017681-0.0011418i,-0.0025731-0.0019331i,-0.0012998+0.0014535i,0.00095767-0.0024111i,-0.0014171+0.0057598i,0.0021385-0.0051844i,-0.00082828+0.005534i,0.0036119-0.002364i,0.0039889-0.00022874i,-0.0010947+0.00094018i,-0.0066685+0.00095119i,-0.0015261+0.0018272i,-6.7309e-05+0.0035255i,0.0014085+0.0040497i,-0.0009879+0.0024456i,0.0015839+0.0029478i,-0.0016865+0.00075625i,-0.0079788+0.0064195i,-0.00097994+0.001061i,-0.0019698+0.0051575i,0.00089274+0.00045379i,-0.00012696-0.005306i,-0.001635-0.0013278i,0.0010418-0.0051505i,-0.003458+0.00046126i,0.0053684-0.001625i,0.0028066+0.0002203i,0.013331-0.018952i,0.0053903+0.029717i,0.010682+0.0099025i,-0.0099062+0.0076916i,0.0035272+0.0029665i,0.0012193-0.0015214i,-0.0037109+0.0071492i
0.0080887-0.011936i,-0.020355-0.030963i,-0.03328-0.0088961i,-0.015126+0.0030119i,-0.0080968+0.015709i,-0.015544+0.011532i,-0.022658-0.0013038i,-0.025881-0.022788i,-0.020593-0.0058707i,-0.005762-0.0016396i,-9.8408e-05-0.0002585i,0.00026894-0.0016538i,0.0021257-0.0021926i,-0.00078968-0.0010168i,0.00063061-0.00026337i,-0.0041397-0.00047008i,-0.0013131-0.0044575i,0.0011065-0.0014399i,-0.00079375-0.00070991i,-0.00037674-0.00082493i,-0.00067418+0.00017259i,0.00029199-0.0017959i,-0.00096334-0.00029116i,-0.0028542-0.001228i,-0.0019749-0.00019986i,-0.00086177-0.00077907i,-0.00068931-0.00070539i,0.00015276-0.00037888i,0.0007676-0.00067514i,0.0011329-0.00085118i,-2.183e-05+0.0022152i,-0.00033579+0.00088347i,-0.00074645+0.00080663i,-0.00059797-0.00012158i,0.00063872+0.0028073i,-0.0038436+0.00071165i,-0.0017725-0.0010206i,0.00066458-0.00051722i,-0.00094582-0.00011536i,0.004599+0.0026416i,-0.00090042-0.00060198i,-0.00095611-0.00024383i,-0.0012583-0.00034615i,-0.0021066-0.0026333i,-0.0024546-0.012481i,0.012021-0.024477i,0.0078126-0.033838i,-0.0078464-0.014189i,0.0022777-0.019849i,-0.016726-0.011931i,-0.012818-0.039703i,-0.020052-0.040695i,0.0053104-0.017759i,0.0022812-0.010809i,0.0014332+0.0091171i,0.0021469-0.0026084i,0.0077686+0.0052263i,-0.0012087+0.0060542i,0.0043982-0.0018987i,0.004559-0.0082382i,-0.0041059+0.003606i,0.010461-0.0015413i,0.0019977-0.0017303i,-0.0022306-0.0013337i,-0.00048004+0.0013853i,0.00050705-0.0028391i,0.0012924+0.0046456i,-0.00019414-0.0057954i,0.0017773+0.0053949i,0.0019154-0.0037447i,0.002995-0.0017216i,-0.00079961+0.0011793i,-0.0050558+0.0034932i,-0.0014869+0.001895i,0.0018629+0.0038822i,0.0015376+0.0033807i,0.00023188+0.0024733i,0.0026702+0.0024398i,-0.0014081+0.0014317i,-0.0052298+0.0081545i,0.00017777+0.0014804i,0.00051587+0.0056653i,0.00076933-3.4171e-05i,-0.0027072-0.0051669i,-0.001752-0.0010224i,-0.00032409-0.0054855i,-0.002443+0.0012158i,0.0038999-0.0024014i,0.0029955-0.00026108i,0.011848-0.021583i,0.01093+0.026936i,0.0094913+0.0074398i,-0.0090795+0.0095432i,0.0058477+0.0030359i,0.00076449-0.0015044i,-0.003054+0.0072882i
0.0054979-0.01298i,-0.024577-0.026492i,-0.033941-0.0033332i,-0.0147+0.005423i,-0.0052036+0.015265i,-0.013032+0.012876i,-0.022467+0.002212i,-0.029383-0.018413i,-0.021271-0.00313i,-0.0067002-0.0020173i,-0.00027018+4.0953e-06i,-0.00042741-0.0013025i,0.0015809-0.0030681i,-0.0012112-0.00053621i,0.00059779-0.00054388i,-0.0038458+0.00063762i,-0.0029897-0.0028476i,0.00074829-0.0015416i,-0.0010467-0.0001768i,-0.00058509-0.00052989i,-0.00043704+0.00033134i,-0.00030312-0.0018375i,-0.00095897+0.00012059i,-0.0031364-0.00040121i,-0.002072+0.00051773i,-0.0011416-0.00040563i,-0.00077059-0.00044657i,3.4616e-05-0.00054293i,0.00067161-0.0007733i,0.00087303-0.0014727i,0.00075521+0.0018711i,-5.5645e-06+0.00087196i,-0.00044817+0.0012335i,-0.00066557+0.00013657i,0.0018922+0.002321i,-0.0039479+0.0017925i,-0.002087-0.00029252i,0.00036731-0.00082653i,-0.0011483+0.00015728i,0.0046057+0.0013126i,-0.0011645-0.00044773i,-0.0010499+0.00022081i,-0.0012047-0.00026363i,-0.0025485-0.0017715i,-0.005114-0.011412i,0.0079819-0.026902i,0.0047372-0.034037i,-0.0076673-0.013435i,0.00024516-0.022531i,-0.013737-0.010387i,-0.020667-0.035872i,-0.029663-0.038135i,0.0025246-0.01746i,0.0025003-0.010752i,0.0029592+0.0074304i,0.00057795-0.0023256i,0.0076373+0.0033328i,0.00078401+0.0061792i,0.0038678-0.0032044i,0.00076495-0.0087394i,-0.0027523+0.0054579i,0.0084112-0.0047987i,0.0018245-0.0027607i,-0.0018757-0.00097655i,-9.2153e-05+0.001261i,-0.00012114-0.0030982i,0.0026578+0.0030768i,-0.0027386-0.0054484i,0.0042454+0.0035052i,0.00068974-0.0042249i,0.0017319-0.0024886i,-0.00040545+0.00096863i,-0.0028125+0.0044784i,-0.0013637+0.0025907i,0.0039571+0.0027119i,0.0022782+0.0031797i,0.00096039+0.0015308i,0.0035543+0.0013587i,-0.0011363+0.0017879i,-0.0026626+0.0086389i,0.00063836+0.00081546i,0.003087+0.0044249i,0.00066259-0.00013601i,-0.0049727-0.0036651i,-0.0021289-0.00035048i,-0.001895-0.0051934i,-0.0017928+0.0014605i,0.0024292-0.0025632i,0.0027814-0.0011317i,0.0095418-0.02439i,0.016355+0.023002i,0.0080109+0.0055521i,-0.0082447+0.010928i,0.0084957+0.0016704i,0.00039724-0.0010877i,-0.0024066+0.0069384i
0.0029046-0.013341i,-0.027354-0.021679i,-0.033284+0.0017453i,-0.013833+0.0076351i,-0.0030596+0.014173i,-0.010728+0.013721i,-0.021905+0.0052698i,-0.031648-0.013006i,-0.021587-0.00053814i,-0.0051185-0.0011433i,-0.00020978+0.0003747i,-0.00072174-0.00091864i,0.00057683-0.0037518i,-0.0014484+5.7135e-05i,0.00037404-0.00079381i,-0.0031307+0.0013364i,-0.0035501-0.0015519i,0.00033797-0.0016953i,-0.00085068+0.00056677i,-0.00060561-0.00025463i,-0.00022031+0.00028469i,-0.0011797-0.001657i,-0.00064424+0.00038614i,-0.0031439+0.00047022i,-0.0017053+0.001481i,-0.00122+5.1474e-05i,-0.00069471-0.00025271i,-0.00010022-0.00048827i,0.00069834-0.00098591i,0.00014946-0.0019074i,0.0011669+0.0014118i,0.00029943+0.00072244i,0.00015674+0.0012984i,-0.00070453+0.00045701i,0.002675+0.0011294i,-0.0035964+0.0030284i,-0.0022485+0.00057254i,2.5172e-05-0.00083762i,-0.0010841+0.00065801i,0.0041272+0.00019601i,-0.0014229-0.00020565i,-0.00066322+0.00053576i,-0.0010364+8.0161e-05i,-0.0026897-0.00091769i,-0.0069382-0.0095902i,0.0031584-0.028257i,0.00098804-0.034209i,-0.0077782-0.013462i,-0.0027213-0.025105i,-0.011088-0.011147i,-0.027049-0.029924i,-0.038368-0.032159i,-0.0001876-0.016934i,0.0028848-0.011847i,0.0024505+0.0061901i,-0.00052543-0.0012883i,0.0073812+0.0017724i,0.0023755+0.0056073i,0.0020916-0.0038577i,-0.0029932-0.0077188i,-0.0003411+0.0067251i,0.004891-0.0066471i,0.00068488-0.0036785i,-0.0018432-0.00069589i,0.00023886+0.0010419i,-0.00090313-0.0031617i,0.0035847+0.0015314i,-0.0047313-0.0039996i,0.005386+0.0011515i,-0.00067271-0.004642i,0.000723-0.0026658i,-0.00066795+0.00085567i,-0.0006874+0.0044972i,-0.00054325+0.0029853i,0.0048291+2.2035e-05i,0.0033153+0.0025157i,0.00072866+0.00050589i,0.0037874-0.00019246i,-0.00077279+0.0020237i,1.1156e-05+0.0086583i,0.00020815+0.00046337i,0.0038019+0.0019126i,0.00078797-0.00038269i,-0.0064592-0.0012493i,-0.0018739+0.00081327i,-0.0030632-0.0044642i,-0.0013105+0.001779i,0.0010071-0.0022111i,0.001821-0.0016291i,0.0068097-0.026897i,0.020424+0.017429i,0.0068218+0.004828i,-0.0072938+0.012295i,0.0097703-0.00040216i,0.00037199-0.00067331i,-0.0024733+0.0061217i
0.00055704-0.013272i,-0.029344-0.017184i,-0.032425+0.0069398i,-0.012535+0.0096795i,-0.0016217+0.012981i,-0.0083278+0.014339i,-0.020975+0.0082602i,-0.032724-0.0079992i,-0.021766+0.0017051i,-0.0041548-0.0002871i,0.00029+0.00060971i,-0.00082026-0.00071319i,-0.00080872-0.0037998i,-0.0014032+0.00099897i,0.00012247-0.00075456i,-0.0024159+0.001533i,-0.003782+0.00062424i,-0.0002897-0.0019801i,-0.00018344+0.00087421i,-0.00062226-0.00021542i,-0.0001895+0.0001442i,-0.0017471-0.00072571i,-0.00042432+0.00035535i,-0.0030307+0.0013686i,-0.00083195+0.0019378i,-0.0010307+0.00051712i,-0.00067195-0.00017645i,-0.00013283-0.00060706i,0.00038454-0.0014021i,-0.00056887-0.0018548i,0.0015195+0.0010872i,0.00051844+0.00050886i,0.00065734+0.0010819i,-0.00036576+0.00089693i,0.0026024-0.00051523i,-0.0028958+0.0041448i,-0.0020353+0.0015557i,-0.00029569-0.00059042i,-0.0011788+0.001043i,0.0038847-0.00021523i,-0.0015976+8.441e-05i,-0.00060252+0.00050718i,-0.00090832-5.7354e-05i,-0.0022285-0.00023426i,-0.0077248-0.00791i,-0.0014157-0.027692i,-0.0026657-0.033521i,-0.0085268-0.013646i,-0.0070116-0.026861i,-0.011012-0.013296i,-0.030693-0.022433i,-0.04438-0.023852i,-0.0016461-0.015307i,0.0023636-0.014386i,0.00164+0.0070037i,-0.00072299-1.4881e-05i,0.0066396+0.0003603i,0.0036097+0.0045351i,0.00061005-0.0029782i,-0.0061048-0.0051365i,0.0024155+0.0063082i,0.0010388-0.0061833i,-0.00071992-0.0035898i,-0.0015703-0.00017864i,0.00022108+0.00081033i,-0.0018294-0.0028317i,0.0041889-0.00028577i,-0.0060674-0.0015965i,0.0055886-0.0009479i,-0.0024594-0.0040501i,-7.6444e-05-0.0026408i,-0.00060115+0.0011687i,0.00083845+0.0034337i,0.00030959+0.0027827i,0.0032564-0.0026675i,0.0032213+0.0019179i,-6.521e-05+0.00026442i,0.0033404-0.0011131i,-0.00031387+0.0023975i,0.0027557+0.0075581i,-0.00014975+0.00044921i,0.0032737+3.1959e-05i,0.00023802-0.0007866i,-0.0064709+0.0016135i,-0.00096027+0.0011242i,-0.0035318-0.0035469i,-0.00052012+0.0018184i,0.00019595-0.00088615i,0.0011132-0.0012159i,0.002862-0.029872i,0.022416+0.010358i,0.0060146+0.0039978i,-0.0061934+0.01373i,0.01187-0.0038635i,0.00036745-0.00021923i,-0.0035059+0.0058588i
-0.0015897-0.012836i,-0.030915-0.012842i,-0.030267+0.012334i,-0.010727+0.011583i,-0.00086012+0.012193i,-0.0058888+0.014396i,-0.019535+0.011187i,-0.033269-0.0028188i,-0.022419+0.0041266i,-0.003561+0.00067972i,0.00088224+0.00027617i,-0.0012969-0.00053377i,-0.00199-0.0031816i,-0.00067735+0.0015813i,-9.3393e-05-0.000847i,-0.001903+0.0016147i,-0.0017575+0.0023264i,-0.0011005-0.0021547i,0.00033395+0.00058492i,-0.00072698-0.00022732i,-0.00030214+0.00019954i,-0.0016618+9.1794e-05i,-0.00031189+0.00021639i,-0.0026794+0.0023783i,-0.00013541+0.0017713i,-0.00076132+0.00071962i,-0.00070309-0.00011901i,-0.00028791-0.00065323i,-0.00022078-0.0015082i,-0.0012386-0.0015824i,0.001712+0.00055617i,0.00066963+0.00027612i,0.0010347+0.00077863i,0.00018352+0.00095982i,0.0015665-0.0014104i,-0.001585+0.0049664i,-0.0014173+0.0022919i,-0.00044908-0.00047222i,-0.00071098+0.0018675i,0.0040551-0.00081083i,-0.0016755+0.00052595i,-0.0007106+0.00075145i,-0.0011323-0.00028152i,-0.0017814+2.4533e-05i,-0.0078752-0.0067054i,-0.0048183-0.026707i,-0.0057248-0.032507i,-0.0097513-0.01358i,-0.011196-0.027188i,-0.012936-0.014479i,-0.031199-0.014855i,-0.047077-0.013945i,-0.0011207-0.014071i,-0.00024609-0.016752i,0.002025+0.0072795i,-0.00022671+0.00076759i,0.0059665-0.00032029i,0.0040889+0.0031112i,0.00073002-0.0021714i,-0.0080913-0.0014413i,0.0044543+0.0048707i,-0.0019843-0.0035616i,-0.0017946-0.0027784i,-0.00090537+2.3869e-05i,0.00033686+0.000926i,-0.0022743-0.0020907i,0.0034861-0.0025119i,-0.0057777+0.0012289i,0.0053774-0.0040261i,-0.0031372-0.0025563i,-0.0011984-0.0025377i,-0.00048474+0.0013705i,0.0012112+0.0020708i,0.00088726+0.002412i,0.00099109-0.0037587i,0.0043573+0.0012262i,-0.00052394+0.0005499i,0.0026203-0.0025782i,0.00045554+0.0023984i,0.0042235+0.0056777i,-0.00029251+0.0008007i,0.0019042-0.0010057i,-0.00024108-0.00080226i,-0.0053466+0.0040491i,-0.00061535+0.0010774i,-0.0035092-0.0029615i,4.9388e-05+0.0013175i,0.00018124+6.1171e-05i,0.00081466-0.00063623i,-0.0028123-0.031163i,0.021794+0.0038031i,0.0055062+0.0032443i,-0.0049468+0.015198i,0.0082224-0.0069614i,0.0007503+0.00047552i,-0.0041924+0.006804i
-0.003491-0.012168i,-0.032203-0.008494i,-0.026655+0.016757i,-0.0083152+0.012975i,-8.8359e-05+0.011783i,-0.0036649+0.013884i,-0.017684+0.013698i,-0.032576+0.0025329i,-0.022881+0.0072523i,-0.0029914+0.0014228i,0.0010121-0.00056593i,-0.0017082+0.0002121i,-0.0029154-0.0022372i,9.4397e-05+0.0016189i,-0.00058756-0.00073843i,-0.0015684+0.0016133i,-0.00043667+0.0019999i,-0.0019209-0.0018797i,0.00054164+0.00025032i,-0.0010879-0.00014647i,-0.00029659+0.00031172i,-0.0015456+0.00079011i,-0.00036083+9.1666e-06i,-0.0018211+0.0032087i,0.00019617+0.0017788i,-0.00053827+0.00085741i,-0.00071335-7.5008e-06i,-0.00047597-0.00066188i,-0.00070272-0.0012706i,-0.0018485-0.001011i,0.0015903+0.00022503i,0.00070391-0.00015484i,0.0013956+0.0002274i,0.00066013+0.00071025i,0.00066021-0.0016348i,-8.0846e-05+0.0049909i,-0.00044492+0.0027221i,-0.00059916-0.00030575i,0.0003922+0.0020781i,0.0041907-0.0018913i,-0.0015159+0.0010943i,-0.00045998+0.0012034i,-0.0015729+0.0001759i,-0.0016479+0.00014703i,-0.0078011-0.0061592i,-0.0077352-0.025798i,-0.0083316-0.031907i,-0.01122-0.013331i,-0.01531-0.026562i,-0.015034-0.014087i,-0.029641-0.0092327i,-0.046059-0.0058893i,-0.00046318-0.014508i,-0.0037405-0.017601i,0.0030504+0.0086392i,0.00022499+0.0010096i,0.005576-0.0010108i,0.0039483+0.0020138i,0.00057193-0.0021037i,-0.0079146+0.003002i,0.0056959+0.0032491i,-0.0022529-0.00071819i,-0.001825-0.0015724i,-0.00057228-0.00025758i,0.00065567+0.00090613i,-0.0022993-0.0013992i,0.0018898-0.003731i,-0.0041782+0.0032885i,0.0028256-0.0067619i,-0.0032617-0.00189i,-0.0021887-0.0017418i,-0.00013542+0.0015152i,0.0008753+0.0012328i,0.0011703+0.0019649i,-0.0016444-0.0038996i,0.0051027-0.00026007i,-0.00075002+0.00091338i,0.00037022-0.0036276i,0.0011838+0.0018618i,0.0048246+0.003874i,-0.00062322+0.00094114i,0.00037061-0.0016018i,-0.00084656-0.0003708i,-0.0033243+0.0059147i,9.5915e-05+0.00090014i,-0.0054458-0.0026463i,-0.0002218+0.0010491i,0.00045489+0.0012322i,0.0010638-0.00035414i,-0.0082519-0.030386i,0.019733-0.0019958i,0.0048055+0.0020246i,-0.0028111+0.016873i,0.0060819-0.0080098i,0.0017384+0.00074871i,-0.0040959+0.007828i
-0.0049357-0.011363i,-0.033074-0.0038044i,-0.022804+0.019952i,-0.0058008+0.013652i,0.0010357+0.011644i,-0.0019176+0.013206i,-0.01566+0.016037i,-0.030586+0.0070014i,-0.022028+0.011093i,-0.0024193+0.0018969i,0.00059689-0.0012455i,-0.0015194+0.00099268i,-0.0033751-0.0010219i,0.00067134+0.0014562i,-0.00081154-0.00030366i,-0.0012587+0.0014762i,0.00033296+0.0019327i,-0.0024858-0.0016532i,0.00072018-8.1563e-05i,-0.0015109+0.0002098i,-0.00018974+0.00034696i,-0.00077705+0.0013131i,-0.00058846-6.2847e-05i,-0.00089362+0.0034838i,0.00066537+0.0017297i,-0.00030306+0.00097041i,-0.00076444+0.00017489i,-0.0006792-0.00057497i,-0.0010729-0.00092091i,-0.0021715-0.00010925i,0.0014327+6.9198e-05i,0.00048589-0.00056431i,0.0012423-0.00058747i,0.00097472+0.00020391i,-0.00020152-0.0014338i,0.0012109+0.0045233i,0.00056974+0.0028199i,-0.0005819-6.4381e-05i,0.0011936+0.0015203i,0.0039969-0.0033368i,-0.0010796+0.0015175i,0.00011696+0.0012908i,-0.0014753+0.00088012i,-0.0014851+0.00040273i,-0.0080102-0.0063263i,-0.010504-0.024394i,-0.011268-0.030858i,-0.013069-0.012558i,-0.018808-0.025488i,-0.01666-0.01298i,-0.027555-0.0048188i,-0.043891+0.00020021i,-0.00061085-0.015511i,-0.0063499-0.016605i,0.0059553+0.0099621i,0.0006241+0.0010019i,0.0049055-0.0017563i,0.0038383+0.0013495i,0.00026127-0.0016787i,-0.0059519+0.0066204i,0.0057352+0.001941i,-0.0016048+0.0013022i,-0.0015865-0.0019243i,-0.00070625-0.00064984i,0.0010078+0.00062755i,-0.0020678-0.0010702i,0.00025719-0.003971i,-0.0019687+0.004373i,-0.0010145-0.0085758i,-0.0037761-0.0013532i,-0.0026785-0.00060199i,-1.7778e-05+0.0017486i,0.0004575+0.00082561i,0.0013885+0.0016283i,-0.0039527-0.0028198i,0.0045392-0.0023563i,-0.00069464+0.00157i,-0.0017438-0.0027731i,0.0015579+0.0011239i,0.0047384+0.0025968i,-0.00074795+0.00172i,-0.0012445-0.0010377i,-0.00073353+0.00015916i,-0.00044491+0.0065914i,0.00026177+0.00022075i,-0.0063612-4.5503e-05i,-0.00029178+0.0012321i,0.0018889+0.0019706i,0.0013912-0.00044378i,-0.012771-0.028663i,0.016071-0.0069564i,0.0037278+0.0011769i,0.00057229+0.017751i,0.0040483-0.0085559i,0.0024566+0.00030529i,-0.0039398+0.0087629i
-0.0062673-0.010783i,-0.033113+0.0014101i,-0.018399+0.022885i,-0.0030474+0.01381i,0.0024645+0.011076i,-0.00046132+0.012473i,-0.013045+0.018078i,-0.028637+0.010437i,-0.02026+0.014216i,-0.0019136+0.0021915i,-9.4637e-05-0.0017101i,-0.0011667+0.0016756i,-0.0032569+0.0003566i,0.0011074+0.0014481i,-0.00084928+0.00017744i,-0.0012875+0.0014996i,0.0013466+0.0016469i,-0.0030964-0.0011383i,0.00060265-0.00069535i,-0.0015163+0.00083468i,-0.00017927+0.00042644i,-0.00019465+0.001409i,-0.00086693+0.00016337i,-0.00014755+0.0035173i,0.00098429+0.0014631i,4.6601e-05+0.0011118i,-0.00076853+0.00045753i,-0.00089781-0.00042247i,-0.0013638-0.00039781i,-0.0018345+0.00086373i,0.0014691-0.00011682i,4.825e-05-0.00078078i,0.00071551-0.0010445i,0.0010038-0.00040388i,-0.00064589-0.0010108i,0.0021784+0.0037586i,0.0015438+0.0023583i,-0.00053373+0.0001237i,0.0016207+0.00082581i,0.0029951-0.0048667i,-0.00066336+0.0017234i,0.00051528+0.0010849i,-0.0012434+0.001432i,-0.001159+0.00052761i,-0.0090125-0.0069028i,-0.01232-0.023281i,-0.013701-0.029295i,-0.014522-0.010947i,-0.021702-0.023799i,-0.01793-0.011404i,-0.024704-0.0018364i,-0.041991+0.0052466i,-0.00029015-0.016387i,-0.007955-0.015486i,0.010171+0.0094441i,0.00074036+0.00081584i,0.0038854-0.0019589i,0.0036141+0.00055653i,0.00043458-0.0015056i,-0.0030128+0.0089318i,0.0049908+0.00074264i,-0.00050639+0.00287i,-0.0021442-0.0014111i,-0.0012472-0.00063193i,0.0009478+0.00033287i,-0.0019217-0.0008675i,-0.00090313-0.0033137i,0.00020084+0.0044841i,-0.0011436-0.0055779i,-0.004202-0.00076561i,-0.0028064+0.00055263i,0.00068391+0.0018531i,-1.7267e-05+0.00059458i,0.0018277+0.0014978i,-0.0058833-0.00051472i,0.0028627-0.0035718i,-0.00014143+0.0020858i,-0.0029956-0.0010325i,0.001393+0.00069076i,0.0045955+0.0017503i,0.00031322+0.0021625i,-0.0020042+0.00030104i,-0.00070437+5.1415e-05i,0.0021452+0.0055352i,-0.00013796-0.00015247i,-0.0052493+0.0024412i,6.2182e-05+0.0015794i,0.003056+0.0016884i,0.0016217-0.00061991i,-0.01674-0.02643i,0.010752-0.010587i,0.0020992+0.00035002i,0.0043102+0.017023i,0.0016603-0.0084739i,0.0025446-0.00042133i,-0.0034862+0.0098567i
