-0.0099236-0.038988i,-0.01423-0.042554i,0.0011828-0.045391i,-0.026658-0.027325i,-0.020174+0.014191i,-0.033044-0.030502i,-0.060385-0.059852i,-0.022351-0.071269i,-0.03355-0.051069i,0.001412+0.014946i,-0.0068931+0.010496i,-0.014226+0.013881i,0.0018961+0.016015i,-0.0033469-0.0035353i,0.00057875+0.0062257i,0.00062302+0.037213i,0.019488+0.059832i,0.00083307-0.00083985i,-0.0050686-0.0083182i,0.0084635+0.0043462i,0.0015794+0.0010935i,-0.00094465+0.0035067i,0.00015708-0.0011544i,-0.035538-0.0097928i,-0.0022634-0.0072928i,-5.775e-05+0.0044757i,0.0050866+0.00024828i,-0.00013876+0.00061623i,-0.0001403-0.0011737i,-0.00021522-0.0024637i,-0.001247-0.0055328i,-0.0024276-0.0038112i,-0.00031858-0.007395i,0.0030955-0.001519i,0.0031365-0.0024861i,-0.0011091+0.032551i,0.005871-0.0037049i,0.0034101-0.0021326i,0.0049678+4.6593e-05i,-0.013961-0.0045682i,-0.0003267+0.00024814i,0.0093612-0.00052794i,0.0055154-0.00055543i,-0.0042279+0.0038255i,0.0025301+0.0002624i,-0.003105+0.0071684i,0.012672-0.087688i,-0.0071156-0.049949i,-0.025668-0.040599i,-0.020549-0.041852i,0.061599-0.017791i,0.026149-0.061671i,0.038651-0.046787i,0.028586-0.057708i,0.019022-0.015962i,0.0084337+0.010049i,0.024024-0.031299i,-0.0078498-0.0049724i,0.0030672-0.0030345i,-0.0048968-0.0061085i,0.00088048-0.032196i,-0.023569+0.031108i,0.0081016-0.01103i,-0.011272-0.001366i,-0.0048514-0.0010337i,-0.0012588-0.014211i,-0.010011+0.0040286i,0.0035198+0.0079127i,-0.01101+0.031477i,0.0057144+0.007346i,-0.0052904-0.0013698i,-0.001899-0.0019579i,-0.011356-0.0072633i,0.00030594-0.0034841i,-0.033784+0.0057851i,0.0019334-0.012939i,-0.0087245-0.002219i,-0.0064573-0.0027854i,0.0065097+0.0013574i,-0.0089725+0.0010889i,0.0014702+0.00057823i,0.005811+0.0085727i,0.0045965+0.00054554i,-0.0093096-0.0093975i,0.0027924+0.0091703i,-0.018935+0.0071294i,0.0066164+0.0030846i,-0.029742-0.0076371i,-0.033396+0.0039561i,0.023427-0.077853i,0.012783-0.010964i,-0.043247-0.02671i,-0.022892-0.002619i,0.018074+0.012496i,-0.026226+0.012782i,-0.011787-0.0071091i
0.012164-0.0080771i,-0.010253-0.034239i,-0.028753-0.017754i,-0.013619-0.00063863i,-0.013979+0.013413i,-0.01807+0.0072243i,-0.020702-0.006147i,-0.017201-0.029524i,-0.018806-0.013674i,-0.0021713-0.0036928i,0.0007079+9.6667e-05i,0.0015534-0.00058584i,0.0021715-0.0003219i,0.00073588-0.0005253i,0.00086663-0.00026519i,-0.0035287-0.0018347i,0.0025917-0.0031322i,0.0020474-0.0013594i,4.5286e-05-0.0014342i,0.00033593-0.00048592i,-0.0010741-0.00058851i,0.0017415-0.0011454i,-0.00073478-0.001024i,-0.00231-0.0023749i,-0.001773+0.00026805i,-8.4497e-05-0.0012882i,0.00017997-0.0013221i,-6.5335e-05-0.00028382i,0.00078099-0.00015166i,0.00091171+0.00018667i,-0.00035955+0.0019856i,-0.00092125+0.0005843i,-0.00074165+0.00018198i,-0.00025946-0.00018606i,-0.0016689+0.0010669i,-0.0026654-0.0019387i,-0.00076774-0.001836i,0.0002591+0.00030424i,-0.00040187-0.00045472i,0.0011426+0.0042022i,-0.00070897-0.00053914i,-0.00032198-0.00077662i,-0.00089075-0.00052821i,-0.0010029-0.0038541i,0.0041051-0.012454i,0.016446-0.018767i,0.015599-0.034133i,-0.007891-0.019249i,0.00307-0.016996i,-0.019861-0.021299i,0.0049044-0.038951i,-0.0045381-0.037971i,0.015621-0.011889i,0.0058887-0.013526i,-0.0044113+0.0084359i,0.0056195-0.0011274i,0.0045559+0.010836i,-0.0035049+0.0036806i,0.005297+7.4828e-05i,0.0081892-0.0024004i,-0.0032559-0.00024388i,0.0082255+0.0048727i,0.0017447-0.0011294i,-0.0022396-0.0027576i,-0.0021975+0.00074559i,0.0015435-0.0022175i,-0.0039668+0.0044961i,0.0039587-0.0038991i,-0.0033982+0.0055842i,0.0038368-0.00014974i,0.0037063+0.001854i,-0.0012855+0.00042157i,-0.0070384-0.0028091i,-0.0017933+0.0014828i,-0.0010051+0.0020852i,0.00022075+0.0050249i,-0.00173+0.0017658i,0.00027047+0.0031861i,-0.0014437+1.5584e-05i,-0.0098674+0.0031407i,-0.001095-0.00012993i,-0.0034739+0.0031283i,0.00090838+0.0012183i,0.0016236-0.0043156i,-0.00082361-0.0017075i,0.0018105-0.0041497i,-0.0039717-0.00077961i,0.0075406+0.00063864i,0.0019855+0.0010653i,0.01259-0.016947i,-0.0011478+0.030579i,0.010335+0.012725i,-0.010147+0.0054981i,0.0013093+0.0014401i,0.0012671-0.0013925i,-0.0039009+0.0062756i
0.010248-0.010135i,-0.015924-0.031966i,-0.030732-0.012858i,-0.014071+0.0010179i,-0.010744+0.014928i,-0.016341+0.009312i,-0.021603-0.0030724i,-0.022015-0.026127i,-0.021191-0.0096645i,-0.003091-0.0032255i,0.0004087-0.00034988i,0.0010851-0.0012504i,0.0023295-0.0012152i,3.8564e-05-0.0009814i,0.0006553-0.00036879i,-0.0038382-0.0012044i,0.00083478-0.0039901i,0.0013385-0.0016982i,-0.00041583-0.0012216i,0.0001301-0.00082105i,-0.0010203-0.00010845i,0.0010301-0.0016225i,-0.00092754-0.00069662i,-0.0028243-0.0019108i,-0.0016056+0.00096535i,-0.00060117-0.001171i,-0.00030236-0.0012316i,4.7206e-05-0.00033335i,0.00087447-0.00047608i,0.00097077-0.00027747i,0.00036129+0.0021296i,-0.00058273+0.00071816i,-0.00077931+0.00037757i,-0.0004353-0.00014688i,-0.0013088+0.0018161i,-0.0030807-0.0015769i,-0.0014952-0.0014387i,0.00049496+2.6442e-05i,-0.00052066-0.00042144i,0.002004+0.0033546i,-0.0007725-0.00050478i,-0.00055074-0.00067134i,-0.00097154-0.0005562i,-0.0020463-0.0035746i,0.0014797-0.013238i,0.014107-0.021568i,0.010893-0.034591i,-0.0086191-0.016431i,0.0020543-0.018361i,-0.018921-0.015305i,-0.0040607-0.040856i,-0.012416-0.04025i,0.01276-0.016394i,0.0031138-0.012313i,-0.0013624+0.0095181i,0.0038336-0.002463i,0.0069899+0.0079755i,-0.0026016+0.0050684i,0.004574-0.001143i,0.0073905-0.0047005i,-0.0040686+0.0015185i,0.0095822+0.0022587i,0.0020325-0.0015008i,-0.002444-0.0018667i,-0.0012411+0.0013491i,0.0010932-0.0026034i,-0.0014111+0.0053384i,0.0017735-0.0054398i,-0.00059753+0.0058333i,0.0037222-0.0024707i,0.0039171+0.00018294i,-0.0011059+0.00088581i,-0.0072407+0.0010302i,-0.001509+0.0016711i,3.1347e-05+0.0034855i,0.0013337+0.0040088i,-0.00098026+0.0023136i,0.0011148+0.0031691i,-0.0016381+0.00076663i,-0.0079154+0.0061923i,-0.0010092+0.00097745i,-0.0020112+0.0041979i,0.0011346+0.00060111i,-0.00067148-0.0049076i,-0.0012146-0.0013354i,0.00056397-0.0050118i,-0.0036337+0.00071636i,0.0065911-0.0013364i,0.0024039+0.00088168i,0.01173-0.01825i,0.0052513+0.029204i,0.01022+0.0098155i,-0.009609+0.0079089i,0.0037751+0.0029049i,0.0014358-0.0014105i,-0.0036191+0.0067952i
0.0079919-0.011777i,-0.020892-0.028416i,-0.031883-0.0080205i,-0.014431+0.0031133i,-0.0075923+0.01532i,-0.014244+0.011136i,-0.022008+0.00031597i,-0.025911-0.022133i,-0.021946-0.0058597i,-0.0038114-0.0023148i,2.5717e-05-0.00035049i,0.00029215-0.0014679i,0.0020769-0.0021323i,-0.00055293-0.00076851i,0.00061233-0.00045906i,-0.0039179-0.0003884i,-0.00092613-0.0037037i,0.00077852-0.0017229i,-0.00081207-0.00084261i,-0.00029119-0.00081414i,-0.00078016+0.0002633i,0.00039394-0.0016955i,-0.000996-0.00034995i,-0.0033302-0.0013508i,-0.0011445+0.0013167i,-0.00098032-0.00088255i,-0.00065447-0.00091895i,8.1616e-05-0.00042392i,0.00074344-0.00076103i,0.0010871-0.00065648i,0.0013397+0.0018357i,-0.00032399+0.00080203i,-0.00077445+0.00069315i,-0.000561+2.3932e-05i,-0.00048097+0.002232i,-0.0037661-0.0010554i,-0.0019264-0.00077458i,0.00050202-0.00034154i,-0.00062504-0.00039286i,0.0023034+0.002485i,-0.00094517-0.00042282i,-0.00077106-0.00039667i,-0.00099907-0.00048876i,-0.0028003-0.0029005i,-0.0014878-0.013653i,0.010953-0.024283i,0.0069068-0.034445i,-0.0087618-0.014771i,0.0012329-0.02076i,-0.016533-0.011818i,-0.013145-0.039279i,-0.021243-0.039953i,0.0089235-0.019099i,0.0022286-0.011286i,0.001569+0.0088621i,0.0020308-0.0028482i,0.0073251+0.0051886i,-0.001085+0.00616i,0.0043131-0.0017178i,0.0051993-0.0072201i,-0.0037729+0.0032889i,0.0095345-0.0010464i,0.0020096-0.0020308i,-0.0021443-0.0011474i,-0.00054641+0.0013307i,0.00057346-0.0030048i,0.0010485+0.0044686i,-0.00064675-0.0057522i,0.0018885+0.0051209i,0.0020858-0.0039642i,0.0032624-0.0014476i,-0.00075278+0.001159i,-0.0055156+0.0038453i,-0.0014624+0.0017789i,0.0022509+0.0037851i,0.0016176+0.0034447i,0.00016189+0.002304i,0.0024024+0.0028119i,-0.0012933+0.0013974i,-0.005246+0.0076736i,-9.4003e-05+0.0014542i,-0.00014919+0.0046762i,0.0010835-5.1749e-05i,-0.0031573-0.0045757i,-0.0016872-0.001293i,-0.0010497-0.0053222i,-0.0026244+0.0014503i,0.0048439-0.0025466i,0.0029425+0.00042041i,0.010576-0.020818i,0.010975+0.026387i,0.0092115+0.0074203i,-0.0087338+0.0096616i,0.0060568+0.0027712i,0.00090753-0.0014643i,-0.0029816+0.0069895i
0.0053946-0.01295i,-0.02469-0.023861i,-0.03239-0.0028221i,-0.013946+0.005416i,-0.0047851+0.014859i,-0.011841+0.012264i,-0.02152+0.0036989i,-0.029215-0.017627i,-0.022057-0.0028089i,-0.0041979-0.0011417i,-0.00022548-0.00013462i,-0.00032616-0.0012004i,0.0014438-0.0029773i,-0.00096525-0.00046967i,0.00047888-0.00068678i,-0.0036577+0.00054506i,-0.0021724-0.002571i,0.00036355-0.0016608i,-0.0010894-0.00031502i,-0.00057648-0.00057397i,-0.00048454+0.00042753i,-0.00022003-0.0017885i,-0.001001+2.9252e-05i,-0.0037618-0.0003838i,-0.00074457+0.001603i,-0.0013098-0.00041252i,-0.00077993-0.00059861i,-5.9738e-05-0.00049827i,0.00063879-0.00086349i,0.00090056-0.0012966i,0.0019289+0.0010027i,-7.7086e-06+0.00081344i,-0.00044986+0.0011252i,-0.00057268+0.00020992i,0.00042862+0.0021597i,-0.0045232-7.7416e-05i,-0.0020639-6.4023e-05i,0.00027392-0.00063395i,-0.00088416-0.00031791i,0.0024569+0.0017081i,-0.0011198-0.00018573i,-0.00097602-4.4275e-05i,-0.0010008-0.00043821i,-0.0033202-0.0020142i,-0.0047278-0.013144i,0.0069984-0.026653i,0.0033367-0.034573i,-0.0084931-0.013789i,-0.00089832-0.023515i,-0.013718-0.010275i,-0.020759-0.035472i,-0.030176-0.037485i,0.0047193-0.020044i,0.0022319-0.011306i,0.0030797+0.0071097i,0.00031103-0.0023784i,0.0072017+0.003506i,0.00088954+0.0063782i,0.0037947-0.0030071i,0.0016596-0.0081042i,-0.0026898+0.0051876i,0.0079761-0.0041071i,0.0020516-0.0028588i,-0.0017786-0.00078576i,-9.746e-05+0.0012216i,-9.9649e-05-0.0032327i,0.0024322+0.0030318i,-0.0029251-0.0052634i,0.0039139+0.0033467i,0.00063892-0.0043996i,0.0021854-0.002363i,-0.00030832+0.00094902i,-0.0031646+0.004963i,-0.0014175+0.0023502i,0.0039297+0.0024507i,0.0024131+0.0032603i,0.00087529+0.0014726i,0.0032436+0.0016265i,-0.001029+0.001724i,-0.0027431+0.0083736i,0.00037466+0.00088602i,0.0017054+0.0039499i,0.0008237-0.00029588i,-0.0052294-0.0029577i,-0.0021182-0.00069172i,-0.0027259-0.0047825i,-0.0019602+0.0017112i,0.0033793-0.0029453i,0.0028797-0.00064229i,0.0082538-0.023683i,0.015949+0.022311i,0.0078021+0.0055806i,-0.0077353+0.011043i,0.0081653+0.0013616i,0.00047126-0.0010418i,-0.0023969+0.0066114i
0.0027215-0.013313i,-0.02706-0.019117i,-0.031854+0.0021148i,-0.013119+0.0074758i,-0.0027084+0.013794i,-0.0096983+0.012918i,-0.020658+0.0065842i,-0.031254-0.012265i,-0.021844-0.00022677i,-0.0040745+4.2704e-05i,-0.0002115+0.00029683i,-0.00059667-0.00088411i,0.00043699-0.0035822i,-0.0012587-3.7923e-05i,0.00018922-0.00087727i,-0.0030231+0.0011972i,-0.0027284-0.0011948i,8.3786e-05-0.0015462i,-0.00093606+0.00050034i,-0.00064768-0.00028516i,-0.00022688+0.00037633i,-0.0011195-0.0016087i,-0.00073967+0.00031307i,-0.0039077+0.00085282i,-5.8993e-05+0.0019564i,-0.0013434+0.00016175i,-0.00072656-0.00030715i,-0.00011153-0.00039784i,0.00061539-0.0011041i,0.00023795-0.0017095i,0.0019757+9.7868e-05i,0.0002881+0.00070302i,8.3657e-05+0.0012804i,-0.00062544+0.00049458i,0.0012653+0.0016751i,-0.0049258+0.0013515i,-0.0020558+0.00058003i,-5.8437e-05-0.00067582i,-0.00096312+6.4709e-05i,0.0022402+0.0011489i,-0.0011921+8.4713e-05i,-0.00075421+0.00025432i,-0.00097621-0.00019418i,-0.0035642-0.00084592i,-0.0072249-0.011432i,0.002035-0.027829i,-0.00077749-0.034354i,-0.0085761-0.013862i,-0.0040447-0.026004i,-0.011138-0.010989i,-0.027159-0.029724i,-0.038528-0.031779i,0.00086031-0.01928i,0.0023828-0.01238i,0.0027073+0.0057861i,-0.00078324-0.0011261i,0.0070519+0.0019251i,0.0025549+0.0057629i,0.0021071-0.0036908i,-0.0018783-0.0076836i,-0.0004728+0.0065426i,0.0046804-0.0059958i,0.0010757-0.0041625i,-0.0016112-0.00053188i,0.00031358+0.00093573i,-0.00094018-0.0033032i,0.0034745+0.0016089i,-0.0048595-0.0037089i,0.0049609+0.0010029i,-0.00075149-0.0047289i,0.0010984-0.0027901i,-0.00055744+0.00081839i,-0.00071847+0.0050967i,-0.00073257+0.0029071i,0.0046223+0.00026693i,0.0032746+0.0026271i,0.00077501+0.00051802i,0.003534+0.00030223i,-0.00071851+0.0019641i,-0.00016562+0.0083574i,0.00014243+0.00053151i,0.0029824+0.0024012i,0.00086298-0.00065214i,-0.006199-0.0003917i,-0.0020495+0.00047009i,-0.0037446-0.0036656i,-0.0013321+0.0019922i,0.001888-0.0028175i,0.0019209-0.0011849i,0.0053842-0.025832i,0.019816+0.017083i,0.0066059+0.004829i,-0.0068408+0.012149i,0.009899-0.00098696i,0.00037348-0.00057999i,-0.0024929+0.0057836i
0.00028078-0.013209i,-0.028593-0.014768i,-0.030955+0.0070392i,-0.011884+0.0093665i,-0.001298+0.012603i,-0.0075448+0.013376i,-0.019533+0.0093517i,-0.032243-0.0073629i,-0.021835+0.0018682i,-0.0035876+0.00089674i,0.00033717+0.00046349i,-0.00072905-0.00071004i,-0.00086237-0.0037174i,-0.0012333+0.00077417i,-0.00012867-0.00078869i,-0.0023563+0.0014418i,-0.0025934+0.00023159i,-0.00019592-0.0016018i,-0.00024731+0.00083297i,-0.00061637-0.00019355i,-0.00018571+0.00021072i,-0.0017503-0.000756i,-0.00048801+0.0003477i,-0.0036355+0.0021783i,0.0009131+0.0017489i,-0.001084+0.00065308i,-0.00061228-0.00026058i,-4.4905e-05-0.00050731i,0.00025904-0.0015663i,-0.00039234-0.001712i,0.0017516-0.00056186i,0.00048064+0.00050133i,0.0006652+0.0010837i,-0.00033435+0.00093686i,0.0017511+0.0007065i,-0.0046665+0.0029491i,-0.0018373+0.0013271i,-0.00031283-0.0004918i,-0.0010751+0.00043689i,0.0022134+0.0011648i,-0.0012116+0.00030084i,-0.00071029+0.00028432i,-0.00098215-0.00013068i,-0.0031173+0.00010131i,-0.0085942-0.0094304i,-0.0025035-0.027188i,-0.004449-0.03318i,-0.009442-0.014056i,-0.0084994-0.027686i,-0.011004-0.013028i,-0.030807-0.02221i,-0.044558-0.023972i,-0.0013583-0.017426i,0.0015873-0.01482i,0.0024271+0.0064211i,-0.00095828+0.00024988i,0.0064181+0.00056203i,0.0036838+0.0046405i,0.00060926-0.0028673i,-0.0052934-0.0057229i,0.0021549+0.006284i,0.000946-0.0055295i,-0.00075625-0.0041617i,-0.0013305-0.00011224i,0.0002199+0.00060813i,-0.001861-0.0030206i,0.004185-0.00028676i,-0.0059088-0.0012324i,0.005104-0.0013267i,-0.0027807-0.0041136i,-6.111e-06-0.0029373i,-0.00052697+0.0010939i,0.0010321+0.003813i,0.00011163+0.0027962i,0.0038758-0.0023589i,0.0036529+0.0017854i,4.8149e-06+0.00026125i,0.0032885-0.00074288i,-0.00028476+0.0023886i,0.0023144+0.0073258i,-0.00010604+0.00053499i,0.0029742+0.00030775i,0.00026451-0.0010694i,-0.0057814+0.0021776i,-0.0012417+0.00092289i,-0.0042316-0.0023968i,-0.00056502+0.0020418i,0.00054997-0.0015817i,0.001144-0.00077902i,0.0018914-0.028457i,0.021694+0.010307i,0.0057743+0.0040533i,-0.0057919+0.013305i,0.0098081-0.0044924i,0.00045596-0.00018464i,-0.0035804+0.0055732i
-0.001865-0.012766i,-0.029721-0.010632i,-0.028829+0.012077i,-0.01022+0.011091i,-0.00053247+0.011803i,-0.0053126+0.013372i,-0.017916+0.01197i,-0.032684-0.0022563i,-0.022315+0.0039706i,-0.0029708+0.0015696i,0.00084767+3.3329e-05i,-0.001195-0.00052482i,-0.0020986-0.0031575i,-0.00069757+0.0013546i,-0.00037652-0.00077738i,-0.0018172+0.0014486i,-0.001676+0.0012843i,-0.00050263-0.0016586i,0.00022364+0.00058358i,-0.00070953-0.00023377i,-0.00029107+0.00025553i,-0.0018072+0.00023624i,-0.00034794+0.00025775i,-0.0027993+0.0034505i,0.0014306+0.00098681i,-0.00072241+0.00083752i,-0.00069652-0.00021296i,-0.0001752-0.00057607i,-0.00037456-0.0015879i,-0.001011-0.0015174i,0.0013776-0.0011084i,0.0006283+0.00027797i,0.0010452+0.00072907i,0.00031572+0.0010099i,0.0014415-0.00025787i,-0.0036164+0.0043764i,-0.0012977+0.0019865i,-0.00041647-0.00038i,-0.00097858+0.0010193i,0.0028845+0.0010967i,-0.0012532+0.0006038i,-0.00095578+0.00053895i,-0.0010988-5.5336e-05i,-0.0025807+0.00057694i,-0.0091496-0.0079874i,-0.0058557-0.025824i,-0.0074624-0.03148i,-0.010788-0.013853i,-0.012975-0.027962i,-0.012845-0.014221i,-0.031354-0.014804i,-0.047346-0.014416i,-0.0014056-0.015707i,-0.00095457-0.016955i,0.0032739+0.0070692i,-0.00034509+0.0010874i,0.005791-5.9848e-05i,0.0041375+0.0033407i,0.00077262-0.0020906i,-0.0076761-0.0022353i,0.004014+0.0049085i,-0.0013234-0.0034879i,-0.0017038-0.003266i,-0.00057429-7.9975e-06i,0.00024888+0.00074588i,-0.0023751-0.0021245i,0.0034021-0.0025318i,-0.0053621+0.0014516i,0.0044343-0.0037976i,-0.0035169-0.0025605i,-0.0012865-0.0027497i,-0.00045394+0.0012898i,0.0013981+0.0022287i,0.00081731+0.0024415i,0.0014796-0.0042174i,0.0041881+0.00097259i,-0.00045228+0.0005462i,0.0027761-0.0023796i,0.00041585+0.0024538i,0.0037401+0.0056202i,-0.00017315+0.0006826i,0.0020076-0.00096118i,-0.00038889-0.0011197i,-0.0044544+0.0041248i,-0.00079851+0.0010235i,-0.0042768-0.0014041i,-2.4427e-05+0.0016382i,0.0006839-0.00019076i,0.0010101-0.00025795i,-0.0034452-0.029822i,0.02129+0.0038575i,0.0051794+0.0033854i,-0.0046304+0.014739i,0.0075377-0.0068638i,0.00075771+0.00032214i,-0.0043396+0.0064969i
-0.0038328-0.01201i,-0.030601-0.0066152i,-0.025449+0.016299i,-0.007978+0.012447i,0.0001484+0.011275i,-0.0033486+0.012884i,-0.015991+0.014113i,-0.031861+0.002925i,-0.022867+0.0067973i,-0.0023032+0.0020006i,0.00082691-0.00076562i,-0.0015697+0.00017133i,-0.0030282-0.0021881i,2.8668e-05+0.0015019i,-0.00077487-0.00054781i,-0.001503+0.0013461i,-0.00058068+0.0015665i,-0.0011195-0.0017449i,0.00041397+0.00030778i,-0.0010235-0.00017086i,-0.00025875+0.00036336i,-0.0013433+0.00086118i,-0.00033718+7.975e-05i,-0.0015171+0.004117i,0.0013626+0.00044145i,-0.00048184+0.00095237i,-0.00081912-6.4875e-05i,-0.00038149-0.00059605i,-0.00082343-0.0013032i,-0.0016525-0.0010421i,0.00078351-0.0013457i,0.00071988-8.273e-05i,0.001363+0.00018899i,0.00085649+0.00067675i,0.0010066-0.00071561i,-0.0020468+0.0051078i,-0.00045574+0.0024658i,-0.00053585-0.000206i,-0.00045863+0.0015312i,0.0037627+0.00027003i,-0.0010996+0.00098518i,-0.00084196+0.0010775i,-0.0013051+0.00026214i,-0.0022683+0.00087621i,-0.0094987-0.0070492i,-0.0084218-0.024725i,-0.0097605-0.030163i,-0.012171-0.013529i,-0.01719-0.027029i,-0.014887-0.013825i,-0.029955-0.0092413i,-0.046947-0.0061304i,-0.0011251-0.015619i,-0.0043906-0.017479i,0.0045383+0.0076258i,0.00036587+0.0014013i,0.0055649-0.00076008i,0.004192+0.0021982i,0.00069704-0.0020711i,-0.0078416+0.0024159i,0.0049591+0.0034615i,-0.0022292-0.0010459i,-0.0020465-0.0027311i,-0.00032943-0.00040905i,0.00061398+0.0007903i,-0.0023534-0.0014396i,0.0017726-0.0037608i,-0.0037341+0.0033193i,0.0024957-0.0059183i,-0.0035885-0.001648i,-0.0022788-0.0018126i,-0.00017916+0.001442i,0.0010426+0.0012753i,0.0012005+0.0020532i,-0.0015292-0.0044589i,0.0047165-0.00048277i,-0.00072497+0.00097288i,0.00068995-0.0034813i,0.0012863+0.0020864i,0.0042984+0.004042i,-0.00033974+0.00082869i,0.00058197-0.0016931i,-0.001097-0.00055332i,-0.0024876+0.0055217i,9.0603e-05+0.0010079i,-0.0046846-0.00050839i,-1.6998e-05+0.0014206i,0.0018588+0.00056326i,0.0013149+9.2025e-05i,-0.0086893-0.02897i,0.019335-0.0016558i,0.004462+0.0023859i,-0.0025644+0.016444i,0.0054325-0.0079574i,0.0015767+0.00057055i,-0.0043545+0.0076474i
-0.0052611-0.011078i,-0.031278-0.002269i,-0.02174+0.019315i,-0.0056605+0.013136i,0.0011394+0.011121i,-0.0018214+0.012204i,-0.014032+0.016102i,-0.029874+0.007211i,-0.022769+0.01049i,-0.0016689+0.0021887i,0.00040343-0.001337i,-0.0014645+0.00089922i,-0.0033957-0.00092402i,0.00056988+0.0014279i,-0.0008955-9.3411e-05i,-0.0013951+0.0013202i,0.00024702+0.0014713i,-0.0018321-0.0014808i,0.00058707+5.624e-05i,-0.0013961+0.00012352i,-0.00014541+0.00040136i,-0.00078069+0.0012252i,-0.00051448+3.5932e-06i,-0.00040883+0.0041906i,0.0012968+0.00010696i,-0.00021038+0.0010503i,-0.00085222+0.00019266i,-0.00060897-0.0005731i,-0.0011942-0.00097094i,-0.0019741-0.00016261i,0.00030365-0.0012085i,0.00052215-0.00052399i,0.0012954-0.00055899i,0.0011688+4.1705e-05i,0.00051255-0.00095785i,-0.00047338+0.0051884i,0.00052453+0.002411i,-0.00055197+4.0997e-05i,0.00022857+0.0015821i,0.00416-0.0010729i,-0.00077029+0.0012449i,-0.00025568+0.0013843i,-0.0012104+0.00074452i,-0.0018783+0.0013045i,-0.0098879-0.0065282i,-0.010801-0.023369i,-0.011992-0.028733i,-0.014218-0.012773i,-0.0208-0.025687i,-0.016522-0.012818i,-0.027934-0.0047161i,-0.045052+0.00047784i,-0.00082244-0.016209i,-0.0068453-0.016513i,0.006835+0.0080112i,0.0010216+0.0012666i,0.0049087-0.00158i,0.0040228+0.0013682i,0.0003978-0.0017659i,-0.0058381+0.0060536i,0.0050829+0.0016917i,-0.0019798+0.0010714i,-0.0027413-0.0022724i,-0.00057242-0.00084439i,0.00093634+0.00057902i,-0.0022222-0.0010435i,0.00023687-0.0038412i,-0.0016926+0.0041894i,-0.00024988-0.0066551i,-0.0039084-0.00099584i,-0.0028526-0.00062734i,-2.064e-05+0.0016712i,0.00065215+0.00080725i,0.0014643+0.0017084i,-0.0041413-0.0032749i,0.0041974-0.0023798i,-0.00067091+0.0015994i,-0.0013823-0.0027525i,0.0017293+0.0013161i,0.0042803+0.0028621i,-0.00030686+0.0015372i,-0.00078849-0.0013712i,-0.0010185+1.1225e-05i,-1.2238e-06+0.0057275i,0.00026526+0.00039048i,-0.0045535+0.0009408i,0.00010947+0.0015742i,0.0028729+0.00047787i,0.0017391+2.2723e-05i,-0.012656-0.027118i,0.01609-0.0068114i,0.0035012+0.0016694i,0.00061632+0.017253i,0.003341-0.0082109i,0.0021921+0.00020832i,-0.0040996+0.0085552i
-0.0066177-0.010539i,-0.031129+0.0025488i,-0.017535+0.021989i,-0.0030053+0.013275i,0.0024885+0.010608i,-0.00052327+0.011465i,-0.011544+0.017862i,-0.027926+0.010532i,-0.021392+0.014471i,-0.0012028+0.0022072i,-0.00029854-0.0017732i,-0.0011402+0.0015573i,-0.0032736+0.00043247i,0.0010244+0.0014334i,-0.00082989+0.00037259i,-0.0013399+0.0014537i,0.00077681+0.0012114i,-0.0024175-0.00097702i,0.00052066-0.00047154i,-0.0015681+0.00069824i,-9.7961e-05+0.00045991i,-0.00028217+0.0013548i,-0.0008091+0.00017808i,0.00028761+0.0040817i,0.0010752-0.00020902i,0.00010747+0.0011248i,-0.00083613+0.00049151i,-0.00088866-0.00044089i,-0.0015021-0.0004113i,-0.0016549+0.0007399i,0.00014979-0.00095644i,5.2604e-05-0.00075758i,0.00075129-0.001077i,0.0011543-0.00067069i,5.9189e-05-0.0010526i,0.00096064+0.0048876i,0.0013346+0.0020698i,-0.00047137+0.00024378i,0.00070101+0.0012789i,0.0039041-0.0027135i,-0.00048341+0.0013981i,0.00022176+0.0013309i,-0.00098479+0.0010792i,-0.0012799+0.0014694i,-0.010825-0.0065632i,-0.012345-0.022334i,-0.013682-0.02723i,-0.015751-0.010829i,-0.023919-0.02374i,-0.017909-0.01122i,-0.02508-0.0016199i,-0.042808+0.0059957i,-0.00059993-0.017164i,-0.008227-0.015457i,0.0099658+0.0069163i,0.0012612+0.00086407i,0.0039082-0.001813i,0.0038018+0.00064437i,0.00053571-0.0016554i,-0.0030701+0.0084353i,0.0044913+0.00049819i,-0.00090663+0.002872i,-0.0029726-0.0010752i,-0.0011029-0.00083552i,0.00093724+0.00032173i,-0.0021322-0.00077921i,-0.00088738-0.0031853i,0.00033079+0.0041546i,-0.0028141-0.0060928i,-0.0041692-0.00033153i,-0.0029541+0.00064164i,0.00056552+0.0018511i,0.0001246+0.00048163i,0.001854+0.0013074i,-0.0059217-0.00097274i,0.002666-0.0036542i,-0.00014924+0.0020906i,-0.0026191-0.0011682i,0.0015096+0.00083443i,0.0043183+0.0021485i,0.0006798+0.0018792i,-0.0017927-0.00043268i,-0.00097814+3.9682e-05i,0.0020338+0.0046705i,2.0197e-05-6.0808e-05i,-0.0037539+0.0023222i,0.00059461+0.0017475i,0.0035953+0.00010041i,0.0020919-0.0003736i,-0.015975-0.025277i,0.010886-0.010802i,0.0020744+0.00083357i,0.0041193+0.016567i,0.0013227-0.0079576i,0.0023034-0.0002951i,-0.0034991+0.0096582i
