-0.0078471-0.038882i,-0.012956-0.042816i,0.0016168-0.045791i,-0.027417-0.027313i,-0.020169+0.014326i,-0.03297-0.031349i,-0.060916-0.059002i,-0.022758-0.072427i,-0.034268-0.049738i,0.0014945+0.014998i,-0.007469+0.010302i,-0.014686+0.013223i,0.001871+0.016175i,-0.0039869-0.0034691i,0.00077858+0.0061746i,0.00064812+0.037358i,0.019324+0.058256i,0.00093377-0.00058138i,-0.0051726-0.0082201i,0.0082004+0.0046092i,0.0019263+0.00076735i,-0.00086984+0.0036766i,1.8967e-06-0.00133i,-0.034908-0.008656i,-0.0023975-0.0073497i,-0.0001885+0.0043254i,0.0046137+0.00022072i,0.00014024+0.0010503i,-0.00026976-0.0010078i,-0.00012871-0.0026154i,-0.0011759-0.005946i,-0.0024774-0.0038168i,-0.00061581-0.0082411i,0.0032694-0.0015769i,0.0030889-0.0024101i,-0.00030749+0.034126i,0.0061579-0.0041621i,0.003633-0.002342i,0.0049601+0.00033112i,-0.013614-0.004278i,-0.00029494+0.00038735i,0.0098574-0.00084094i,0.0059577-0.00052555i,-0.0033389+0.0041054i,0.0031711+0.0027665i,-0.0041466+0.0079883i,0.013453-0.087078i,-0.007178-0.048877i,-0.024935-0.038913i,-0.020324-0.041306i,0.062558-0.018178i,0.026235-0.061898i,0.038222-0.045768i,0.02885-0.057579i,0.019063-0.015707i,0.0087695+0.0097767i,0.024141-0.033368i,-0.0076936-0.0049638i,0.0020417-0.0032673i,-0.0051922-0.0062198i,0.0011953-0.031894i,-0.024047+0.031106i,0.0077804-0.010391i,-0.011022-0.0014465i,-0.0051489-0.0011399i,-0.0011147-0.014087i,-0.010488+0.0044542i,0.0040194+0.0079745i,-0.010332+0.031198i,0.0059289+0.0074899i,-0.005414-0.0016488i,-0.0017416-0.0017494i,-0.010972-0.0074312i,0.0010545-0.0034624i,-0.034729+0.0053917i,0.0022245-0.012633i,-0.0090642-0.0022776i,-0.0060402-0.0029501i,0.0063429+0.0015655i,-0.0096711+0.0015544i,0.00086061+0.00011026i,0.0051486+0.0088474i,0.0044316+0.00060513i,-0.0091084-0.0098955i,0.0024227+0.0087283i,-0.018953+0.0066434i,0.0068185+0.0032824i,-0.028948-0.0080508i,-0.033723+0.0030136i,0.024196-0.077787i,0.011872-0.010166i,-0.044055-0.026537i,-0.022202-0.0028678i,0.017869+0.012406i,-0.026706+0.012718i,-0.011286-0.008056i
0.0083219-0.0078102i,-0.0098894-0.034389i,-0.02838-0.017951i,-0.013509-0.00080801i,-0.01418+0.013665i,-0.018315+0.0070544i,-0.02067-0.0062537i,-0.017089-0.029112i,-0.018107-0.013289i,-0.0012744-0.0037426i,0.00095056-1.5706e-05i,0.0015843-0.00070475i,0.0021053-0.00034973i,0.00070005-0.00056179i,0.00077171-0.0002423i,-0.0034795-0.0021888i,0.0020044-0.0032715i,0.0022646-0.0012262i,-0.00013107-0.0013657i,0.00027745-0.00052274i,-0.0010713-0.00054113i,0.001789-0.0011171i,-0.00079269-0.0010027i,-0.0025722-0.0026648i,-0.0024469-0.00030031i,-6.9866e-05-0.00117i,0.00016932-0.0012957i,-5.6297e-06-0.00020415i,0.00090083-0.00018495i,0.0011293+0.00031439i,-0.00085212+0.0023748i,-0.00090854+0.00058365i,-0.00078658+0.00018498i,-0.00026838-0.0002597i,-0.001649+0.0013091i,-0.0031781-0.0015701i,-0.00091722-0.0019288i,0.000276+0.00047447i,-0.00042313-0.00050917i,0.0027356+0.003992i,-0.00071986-0.00053318i,-0.00056688-0.00081491i,-0.0011357-0.00022503i,-0.00044767-0.0032553i,0.0012853-0.012772i,0.016482-0.01809i,0.015628-0.033433i,-0.0077751-0.018489i,0.003036-0.016663i,-0.020176-0.02143i,0.0048053-0.038453i,-0.0028537-0.037068i,0.014262-0.014897i,0.0051211-0.012745i,-0.0047794+0.008456i,0.0055533-0.0010415i,0.0049888+0.011121i,-0.0035707+0.0033192i,0.0053537-7.485e-05i,0.008537-0.0044762i,-0.003467-0.00010506i,0.0095477+0.0044075i,0.0014521-0.0010587i,-0.0022587-0.0028521i,-0.0020473+0.00073962i,0.0013882-0.0022797i,-0.0039553+0.0047505i,0.0045936-0.0034148i,-0.0033415+0.0049566i,0.0035581-4.2425e-05i,0.0039068+0.0016134i,-0.0011808+0.00057225i,-0.0068631-0.0027497i,-0.0017639+0.0016303i,-0.001501+0.002264i,0.00029141+0.0050239i,-0.0016512+0.0018868i,0.00047046+0.0032608i,-0.0015212+3.9453e-05i,-0.0099367+0.0032194i,-0.000977-0.00015221i,-0.0037798+0.0035657i,0.00081595+0.0010217i,0.00163-0.0044i,-0.0013549-0.001872i,0.0018396-0.0045151i,-0.0039215-0.00099332i,0.0075852+0.00041781i,0.002312+0.00059823i,0.01355-0.016745i,-0.001201+0.030748i,0.010553+0.013074i,-0.010125+0.0050366i,0.0013937+0.0011416i,0.0012341-0.0015154i,-0.0040528+0.0066519i
0.0065553-0.0089544i,-0.01561-0.032168i,-0.030411-0.013106i,-0.014072+0.00083075i,-0.010869+0.015177i,-0.01654+0.0091916i,-0.021524-0.0031229i,-0.021901-0.025756i,-0.020705-0.0096184i,-0.002296-0.0035424i,0.00054881-0.00058851i,0.0010671-0.0013543i,0.0022793-0.0012286i,8.878e-06-0.0010155i,0.00056362-0.00024793i,-0.0039881-0.0015478i,0.0002375-0.0037305i,0.0016326-0.0016809i,-0.00064152-0.0010473i,7.4435e-05-0.0008309i,-0.00099054-0.0001159i,0.0010068-0.0016191i,-0.00094471-0.00065291i,-0.0032104-0.0020068i,-0.002465+0.00067648i,-0.00049901-0.0010895i,-0.0002568-0.0012161i,0.00010276-0.00031019i,0.00095489-0.00050477i,0.0011903-0.00030668i,6.89e-05+0.0026649i,-0.00057182+0.00072211i,-0.00082531+0.00040282i,-0.00048335-0.00024655i,-0.0012899+0.0018637i,-0.0034535-0.0010117i,-0.0016534-0.0014476i,0.00060378+0.00011985i,-0.00056028-0.00048047i,0.0035211+0.0026292i,-0.00076603-0.0005776i,-0.0007368-0.00066187i,-0.0010941-0.00010699i,-0.0012561-0.0032157i,-0.0012662-0.012662i,0.01418-0.020817i,0.011107-0.033955i,-0.0083889-0.015721i,0.0021293-0.018092i,-0.019139-0.015335i,-0.0039841-0.040375i,-0.010387-0.040334i,0.009934-0.018174i,0.0028814-0.011397i,-0.001619+0.0095604i,0.0038468-0.0023064i,0.0073951+0.0080554i,-0.0028334+0.0049292i,0.0046531-0.0012546i,0.0064448-0.0064165i,-0.004099+0.0016978i,0.010399+0.0013234i,0.0018259-0.0011821i,-0.0024208-0.0019761i,-0.0011222+0.0012396i,0.00089151-0.0025753i,-0.001333+0.0054463i,0.0026301-0.0054451i,-0.00094833+0.0053789i,0.0034792-0.0022776i,0.003831-0.00017052i,-0.00099681+0.00094403i,-0.0071129+0.0009376i,-0.0014221+0.0016912i,-0.00020819+0.0038803i,0.0012912+0.0039797i,-0.00080773+0.0024076i,0.0013879+0.0030914i,-0.0016826+0.00092352i,-0.0079808+0.0063004i,-0.00078975+0.00087487i,-0.0020219+0.0047611i,0.00097708+0.00039757i,-0.00067432-0.0050561i,-0.0016098-0.0012818i,0.00040207-0.0052271i,-0.0036935+0.00047678i,0.0064647-0.0014815i,0.0024774+0.0002504i,0.0127-0.018458i,0.0052609+0.029189i,0.010419+0.0099812i,-0.0099075+0.0075547i,0.0036235+0.0027437i,0.0013629-0.0015396i,-0.0036217+0.0072137i
0.0047556-0.009683i,-0.020642-0.028687i,-0.031636-0.0082696i,-0.014476+0.0030058i,-0.0076098+0.015542i,-0.014421+0.011054i,-0.021858+0.00025948i,-0.025743-0.021768i,-0.021772-0.0059154i,-0.0031696-0.0027948i,1.9282e-06-0.00059294i,0.00026112-0.001536i,0.0020437-0.0021267i,-0.00060993-0.0008172i,0.00060522-0.00031076i,-0.0042215-0.00060576i,-0.0013032-0.0031316i,0.0010508-0.001887i,-0.00097715-0.00059136i,-0.0003262-0.00082357i,-0.00076541+0.00020682i,0.00036174-0.0017097i,-0.00097812-0.00030968i,-0.0037337-0.0011831i,-0.0021317+0.0013328i,-0.00084646-0.00082411i,-0.00060438-0.00092382i,0.00010014-0.0004338i,0.00076662-0.00079296i,0.0011494-0.00081846i,0.0012112+0.0023915i,-0.00027856+0.00080892i,-0.00077581+0.00074832i,-0.00063023-2.9115e-05i,-0.00042494+0.0022556i,-0.0039033-0.0003314i,-0.002046-0.00072198i,0.00060898-0.00034889i,-0.00069139-0.00042111i,0.0035936+0.001262i,-0.00096049-0.00058633i,-0.00091751-0.00039309i,-0.00097488+9.079e-05i,-0.0019633-0.0027913i,-0.0039336-0.012335i,0.01124-0.023609i,0.0072283-0.03381i,-0.0083263-0.014015i,0.0013024-0.020681i,-0.016723-0.011673i,-0.012924-0.038652i,-0.019616-0.04093i,0.0057114-0.019052i,0.0021991-0.010703i,0.0013384+0.0089074i,0.0021411-0.0027515i,0.0077427+0.0052967i,-0.001199+0.0062126i,0.0043743-0.0018352i,0.0036117-0.0079857i,-0.003757+0.0034549i,0.0097382-0.002298i,0.0020738-0.001681i,-0.0022397-0.0012503i,-0.00052038+0.0012206i,0.00037746-0.0028767i,0.0012756+0.0043867i,-7.9387e-05-0.0062869i,0.0013981+0.004861i,0.0019914-0.0036948i,0.0029694-0.0015845i,-0.00073676+0.0011356i,-0.0053759+0.0036342i,-0.0014154+0.0017784i,0.0022549+0.00407i,0.0015741+0.0034224i,0.00027735+0.0022783i,0.0026536+0.0026849i,-0.0012218+0.0014964i,-0.0054218+0.0077922i,0.00010553+0.0012726i,0.00014529+0.0049173i,0.00080182-0.00010354i,-0.0033077-0.0046467i,-0.001834-0.0010266i,-0.0012003-0.0052969i,-0.002759+0.0011352i,0.0048164-0.0026068i,0.0026655-0.00012143i,0.011325-0.021201i,0.010873+0.026384i,0.009332+0.0075587i,-0.0090901+0.009591i,0.0058901+0.00277i,0.00090272-0.0015462i,-0.0028921+0.0072667i
0.0028109-0.010155i,-0.024525-0.024185i,-0.032166-0.003135i,-0.01405+0.0052788i,-0.0047453+0.01503i,-0.012026+0.012184i,-0.021349+0.0035604i,-0.029019-0.017346i,-0.022184-0.0025809i,-0.0037844-0.001742i,-0.00034832-0.0003127i,-0.00037818-0.0012547i,0.0014173-0.0029643i,-0.0010169-0.00049659i,0.00054231-0.00058885i,-0.0040157+0.00047712i,-0.0023131-0.0018707i,0.00052653-0.0019724i,-0.0011801-1.3229e-05i,-0.0005911-0.00057812i,-0.00049814+0.00038429i,-0.00026123-0.0018171i,-0.00097047+6.4427e-05i,-0.0041446+9.0465e-06i,-0.0016409+0.0020047i,-0.0011719-0.00040756i,-0.00070247-0.00062259i,-7.0462e-05-0.00053556i,0.00065893-0.00089752i,0.00083773-0.0014231i,0.0019846+0.0015866i,1.368e-05+0.0007887i,-0.00044871+0.0011338i,-0.00064645+0.00025985i,0.00058896+0.0021322i,-0.0043708+0.00065094i,-0.0021494+1.2907e-05i,0.00036181-0.00065566i,-0.00095688-0.00022049i,0.0032974+0.00013039i,-0.0012332-0.00036973i,-0.0011232+1.3351e-05i,-0.00063328+0.00016021i,-0.0025077-0.0020648i,-0.0065843-0.011298i,0.0074027-0.02598i,0.0038748-0.033997i,-0.0079722-0.013165i,-0.00098064-0.023433i,-0.013732-0.010089i,-0.020368-0.03492i,-0.029398-0.03893i,0.0024422-0.018573i,0.0023176-0.010941i,0.0028075+0.0071731i,0.00045658-0.0023721i,0.0077188+0.0034229i,0.00087124+0.0063743i,0.0038406-0.003177i,2.0937e-05-0.0080548i,-0.0026189+0.0051631i,0.0072914-0.0051903i,0.0021164-0.002587i,-0.0018922-0.00087554i,-0.00018007+0.0011168i,-0.00025592-0.0030183i,0.0024527+0.0027514i,-0.0029021-0.0059274i,0.0034244+0.0035036i,0.00073696-0.004228i,0.0018914-0.0023049i,-0.00037667+0.00090143i,-0.0030517+0.0047183i,-0.0012014+0.0024587i,0.00419+0.0025858i,0.0022513+0.0032284i,0.00088205+0.0013597i,0.0035729+0.0014818i,-0.00096313+0.0017487i,-0.0029955+0.008605i,0.00042243+0.00067994i,0.0021124+0.0038725i,0.00053008-0.00013848i,-0.0053086-0.0028315i,-0.0020897-0.00032722i,-0.0026695-0.0045282i,-0.0021553+0.0014066i,0.0031921-0.0027256i,0.0024968-0.00096961i,0.0089019-0.024109i,0.015892+0.022403i,0.0079706+0.005716i,-0.0081692+0.011084i,0.0079618+0.0015259i,0.00049909-0.0011336i,-0.0022672+0.0067724i
0.00096683-0.01013i,-0.026962-0.019439i,-0.031737+0.0017862i,-0.013248+0.0073736i,-0.0026656+0.013871i,-0.0098967+0.0129i,-0.020491+0.0063356i,-0.031065-0.012095i,-0.022166+0.00040923i,-0.0038172-0.00054598i,-0.0003666+0.0001438i,-0.00065855-0.00092987i,0.00042502-0.0035715i,-0.0012951+9.5149e-06i,0.0002955-0.00080492i,-0.0033584+0.0012738i,-0.0025254-0.00049577i,6.3628e-05-0.0019835i,-0.00084901+0.00072861i,-0.00063093-0.0003061i,-0.00023856+0.00033912i,-0.0011954-0.0016105i,-0.00070143+0.00031371i,-0.0040408+0.0014035i,-0.00073078+0.0027417i,-0.0012116+9.0942e-05i,-0.0006683-0.00041279i,-0.00013564-0.00045945i,0.0005889-0.0012022i,0.0001525-0.0018488i,0.0022639+0.00067761i,0.00025309+0.00064695i,0.00011049+0.0012488i,-0.00057529+0.00058526i,0.0013661+0.0015391i,-0.0044725+0.0019778i,-0.0021302+0.00062562i,-2.567e-05-0.00072783i,-0.00097342+0.00018929i,0.0025776-0.00060634i,-0.001391-3.8046e-05i,-0.00085855+0.00033108i,-0.00030332+0.00017092i,-0.0027964-0.0011879i,-0.0085343-0.0093469i,0.0026853-0.027311i,-3.7746e-05-0.033966i,-0.0079269-0.013279i,-0.0042869-0.025772i,-0.011096-0.010939i,-0.026584-0.029292i,-0.038506-0.033205i,-0.00038196-0.017496i,0.0025331-0.012295i,0.0024237+0.0058928i,-0.0006524-0.0012626i,0.007494+0.0017223i,0.0025502+0.0057128i,0.00215-0.003837i,-0.0031572-0.0067103i,-0.00058634+0.0063453i,0.0036779-0.0065982i,0.0011919-0.0038481i,-0.0018504-0.0006725i,8.4274e-05+0.0010088i,-0.0009956-0.0030291i,0.0030912+0.0014167i,-0.0052405-0.0042886i,0.0045907+0.0014359i,-0.00068019-0.0046515i,0.00098615-0.0025276i,-0.00064075+0.00079996i,-0.00073795+0.0048454i,-0.00042407+0.002768i,0.00504+0.00024496i,0.0031007+0.0026367i,0.00059673+0.00049896i,0.00379-1.9412e-05i,-0.00070471+0.0019487i,-0.00025236+0.00874i,-6.5816e-05+0.00051655i,0.0031473+0.002064i,0.00069247-0.00028177i,-0.0063147-0.00032808i,-0.0017806+0.00071804i,-0.0035336-0.0034614i,-0.001665+0.0018324i,0.0018881-0.0025757i,0.0014755-0.001297i,0.0059846-0.026452i,0.019906+0.01731i,0.0068881+0.004933i,-0.0071542+0.012555i,0.0099408-0.0004715i,0.00035308-0.00067413i,-0.0023135+0.0057656i
-0.00056666-0.0098391i,-0.02859-0.015079i,-0.030927+0.0067564i,-0.012001+0.0093814i,-0.0012635+0.012644i,-0.0077159+0.013369i,-0.019403+0.0090601i,-0.03209-0.0071972i,-0.021853+0.0028628i,-0.0034753+0.00022623i,0.00011395+0.00043168i,-0.00079819-0.00073623i,-0.00085937-0.0036688i,-0.0012556+0.00079147i,4.5205e-05-0.00076194i,-0.0025958+0.0015836i,-0.0021244+0.00066564i,-0.00046544-0.0019979i,-7.2253e-05+0.00096118i,-0.00061921-0.00023766i,-0.00019975+0.00018188i,-0.0017907-0.00073516i,-0.00051186+0.00033353i,-0.0035062+0.0027147i,0.00059169+0.0027831i,-0.00098205+0.00052582i,-0.00066533-0.00033406i,-0.0001572-0.00052736i,0.0001679-0.0015971i,-0.00058917-0.001796i,0.0022506-0.00011245i,0.00044573+0.00047708i,0.00063342+0.0010168i,-0.00016752+0.00091696i,0.0017197+0.00056911i,-0.0040635+0.0033225i,-0.0018909+0.0013445i,-0.00034606-0.00050627i,-0.0010558+0.0004511i,0.0020247-0.00068906i,-0.0014512+0.00022996i,-0.00086569+0.00033249i,-0.00017981-0.00019962i,-0.0025463-0.00039143i,-0.0094744-0.0073585i,-0.0018346-0.026857i,-0.0036404-0.032975i,-0.008647-0.013567i,-0.00871-0.027248i,-0.011022-0.013086i,-0.030046-0.022114i,-0.04504-0.024981i,-0.0014792-0.015561i,0.0016376-0.014765i,0.0021395+0.0065333i,-0.00080184+6.5013e-05i,0.0067167+0.0001994i,0.0037376+0.0045913i,0.00059003-0.0029931i,-0.0056082-0.0042393i,0.001781+0.0061373i,2.4323e-05-0.0055999i,-0.0004698-0.0039206i,-0.0016616-0.00011832i,0.00010378+0.00083719i,-0.0018021-0.0027843i,0.0038145-0.00010886i,-0.0066454-0.0015001i,0.004971-0.00090474i,-0.0024888-0.0040516i,6.3643e-05-0.0026668i,-0.00064451+0.0010531i,0.00096018+0.0036594i,0.00031791+0.0026168i,0.004164-0.00264i,0.0037373+0.0018214i,-0.00012243+0.00045316i,0.0032369-0.0011326i,-0.00035993+0.0022925i,0.0023599+0.0076531i,-0.00019961+0.0006404i,0.0028013+7.9258e-05i,0.00030363-0.00071784i,-0.0058786+0.0021642i,-0.00092512+0.0011603i,-0.0037239-0.0023786i,-0.00082723+0.0020301i,0.00074681-0.0014633i,0.00087134-0.00073995i,0.0021559-0.029187i,0.021881+0.010489i,0.0060536+0.0038844i,-0.0057664+0.013882i,0.010137-0.0040726i,0.00032563-0.00020217i,-0.0034813+0.0054642i
-0.0018535-0.0094203i,-0.029735-0.010896i,-0.028847+0.011768i,-0.010253+0.011138i,-0.00056382+0.011808i,-0.0054891+0.013411i,-0.017897+0.011643i,-0.032488-0.0020718i,-0.021797+0.0051989i,-0.0030832+0.00094888i,0.00062281+0.00013312i,-0.0012544-0.00055057i,-0.0020482-0.0031286i,-0.00073307+0.0013894i,-0.00020408-0.00083001i,-0.0019428+0.0016656i,-0.0011267+0.0014207i,-0.0009526-0.0019241i,0.0004629+0.00058518i,-0.00075064-0.00029714i,-0.00030022+0.00026297i,-0.0018082+0.00022249i,-0.00036656+0.00027025i,-0.0025368+0.0037766i,0.001448+0.0020299i,-0.00068744+0.00071826i,-0.00079256-0.00020697i,-0.00027508-0.00056667i,-0.00045539-0.0015659i,-0.0012111-0.001443i,0.0019792-0.00088968i,0.0005843+0.00027299i,0.0010357+0.00072476i,0.0003781+0.00091236i,0.0014461-0.00021784i,-0.0030066+0.0045076i,-0.0013718+0.0020104i,-0.00047951-0.00031262i,-0.00094388+0.0010304i,0.0020364-0.00064995i,-0.0014755+0.00066405i,-0.0010595+0.00071582i,-0.00045899-0.00046985i,-0.0022128+1.4579e-05i,-0.0095749-0.0058033i,-0.0050999-0.02578i,-0.0066683-0.031538i,-0.0098635-0.013577i,-0.013092-0.02734i,-0.012876-0.014218i,-0.030704-0.014978i,-0.047904-0.014853i,-0.00053793-0.014334i,-0.0011394-0.016962i,0.0029014+0.0074166i,-0.0003064+0.00087157i,0.0059099-0.00048622i,0.0041997+0.0032109i,0.00067466-0.0021393i,-0.0071063-0.0011236i,0.0035379+0.0050075i,-0.0018974-0.0031993i,-0.0013916-0.0031323i,-0.00083358+0.00013052i,0.00020708+0.00097811i,-0.0022652-0.0020741i,0.003259-0.0022586i,-0.0061576+0.0017825i,0.0044187-0.003521i,-0.0030871-0.0026746i,-0.001016-0.0025343i,-0.00057306+0.0013017i,0.0013281+0.0021064i,0.0010211+0.0022636i,0.0015718-0.004567i,0.0043706+0.0009549i,-0.00041822+0.00074763i,0.0024707-0.0025799i,0.00030913+0.0023298i,0.0039028+0.0058321i,-0.0001838+0.00084858i,0.00178-0.0010961i,-0.00018986-0.00084684i,-0.0045828+0.0041602i,-0.00039424+0.0012318i,-0.0038498-0.001692i,-0.00019768+0.001686i,0.00085268-0.00017162i,0.00077155-0.0001595i,-0.0033195-0.030379i,0.021443+0.0040328i,0.0053585+0.0031687i,-0.0044483+0.015207i,0.0081253-0.0067171i,0.0006278+0.00046963i,-0.0043648+0.0064021i
-0.0031081-0.0089539i,-0.030643-0.0068116i,-0.025551+0.016001i,-0.0079419+0.012522i,8.8431e-05+0.01132i,-0.0035007+0.012928i,-0.016071+0.013809i,-0.031686+0.003002i,-0.021628+0.0079101i,-0.0026149+0.0014779i,0.00072973-0.00055997i,-0.0016602+0.00015466i,-0.0029711-0.0022284i,2.9617e-06+0.0015368i,-0.00069809-0.00063513i,-0.0014853+0.0015255i,-0.00017083+0.001506i,-0.0016337-0.0017942i,0.0005706+0.00024906i,-0.0010939-0.00018799i,-0.0002472+0.00037238i,-0.0013869+0.0008527i,-0.0003733+0.00012089i,-0.001192+0.0043546i,0.0017586+0.0014384i,-0.00048138+0.0008204i,-0.00087155-1.6084e-05i,-0.0003943-0.00053761i,-0.00084533-0.0012259i,-0.001731-0.00084944i,0.001435-0.0013561i,0.00064035-8.3915e-05i,0.0013108+0.00017708i,0.00091373+0.00058008i,0.0011057-0.00061727i,-0.0014595+0.0050362i,-0.00055117+0.0024867i,-0.00049941-0.00011446i,-0.00044604+0.0014354i,0.0023036-0.0011217i,-0.0012275+0.0011992i,-0.00077519+0.0013417i,-0.00087909-0.00037983i,-0.0019896+0.00030222i,-0.0094326-0.0049076i,-0.007758-0.024949i,-0.0090076-0.030522i,-0.011295-0.013531i,-0.017202-0.026186i,-0.014953-0.013858i,-0.029598-0.0097348i,-0.047341-0.0062437i,7.4401e-05-0.015157i,-0.004641-0.017369i,0.0044203+0.0082598i,0.0002475+0.0012075i,0.0054696-0.0012518i,0.0040919+0.002067i,0.00054415-0.0020456i,-0.0071729+0.0027972i,0.0046465+0.0036959i,-0.0022434-0.00068464i,-0.0017265-0.002699i,-0.00040827-0.00022304i,0.00061525+0.00095531i,-0.0022165-0.001446i,0.0018287-0.0035555i,-0.0040049+0.0040106i,0.00253-0.0057302i,-0.0032988-0.0020635i,-0.0019562-0.001811i,-0.00021383+0.0015743i,0.00089549+0.0011745i,0.0012858+0.0017531i,-0.001536-0.0047665i,0.0049253-0.00057897i,-0.00057941+0.0010115i,0.00039331-0.003378i,0.0010565+0.0019755i,0.0045928+0.0041014i,-0.00029342+0.00097957i,0.0002725-0.0015227i,-0.00096665-0.0004356i,-0.0024759+0.005507i,0.00039183+0.00094326i,-0.0045707-0.00092695i,-0.00022784+0.0014805i,0.0018895+0.00060486i,0.001099+0.00012281i,-0.0086612-0.029624i,0.019471-0.0014742i,0.0046502+0.0020264i,-0.0023093+0.016656i,0.0060569-0.008116i,0.0015942+0.00075162i,-0.0043968+0.0075619i
-0.0039564-0.0083742i,-0.031323-0.0024049i,-0.021919+0.019083i,-0.0055183+0.013236i,0.0010832+0.01117i,-0.0019306+0.012287i,-0.014187+0.015823i,-0.029761+0.0073313i,-0.021026+0.011044i,-0.0020522+0.0017978i,0.00040664-0.0011627i,-0.0015234+0.00092199i,-0.0033538-0.00098013i,0.00056506+0.0014643i,-0.00087777-0.00014827i,-0.0012952+0.0014468i,0.00064675+0.001276i,-0.0022953-0.001343i,0.00080406-4.1477e-05i,-0.0014635+0.00014775i,-0.00010746+0.00035459i,-0.00081732+0.0012211i,-0.00050951+4.6158e-05i,1.1113e-05+0.0042811i,0.0019548+0.00082977i,-0.00023772+0.00089898i,-0.00086958+0.00021625i,-0.0005345-0.00053887i,-0.0011576-0.00088451i,-0.0018962+6.856e-06i,0.00088313-0.0014301i,0.00044002-0.00046226i,0.0011753-0.00053539i,0.0011909-6.8578e-05i,0.00066053-0.00084508i,2.5935e-05+0.0048871i,0.00040064+0.0025227i,-0.00043244+4.6915e-05i,0.00014984+0.0014529i,0.0023021-0.0019984i,-0.00078249+0.0014779i,-9.6047e-06+0.0015325i,-0.0011136-1.8143e-05i,-0.0016793+0.00066648i,-0.0093859-0.0045662i,-0.010384-0.023878i,-0.0115-0.029357i,-0.013389-0.01295i,-0.02046-0.02481i,-0.016555-0.012848i,-0.027901-0.0052465i,-0.045217+0.00052792i,-0.00010988-0.016388i,-0.0070217-0.016171i,0.0070955+0.0086975i,0.00082125+0.0011876i,0.0046184-0.0018883i,0.0038815+0.0013324i,0.00027251-0.0016687i,-0.0053816+0.0061907i,0.0050606+0.0021414i,-0.0017651+0.0012478i,-0.0023188-0.0023469i,-0.00049933-0.00062092i,0.00098358+0.00069868i,-0.0020054-0.001149i,0.00026823-0.0038895i,-0.0014326+0.0048342i,-0.00028831-0.0066118i,-0.0038587-0.001584i,-0.0025974-0.00073708i,9.6226e-06+0.001821i,0.00045308+0.00079233i,0.0014563+0.0014982i,-0.0042677-0.0034969i,0.0043845-0.0025578i,-0.0005311+0.0015661i,-0.0015362-0.0026226i,0.0015009+0.0013234i,0.0045829+0.0028532i,-0.00017233+0.0016129i,-0.0010692-0.00089405i,-0.00083557+0.00011567i,2.7451e-05+0.0056731i,0.00046096+0.00015466i,-0.0047072+0.00060019i,-9.8445e-05+0.0017247i,0.0029262+0.00045433i,0.0014187+8.6193e-05i,-0.012895-0.027751i,0.016315-0.0067184i,0.0034778+0.0012125i,0.00095464+0.017316i,0.0039252-0.0086676i,0.0022661+0.00040071i,-0.0042366+0.0085451i
-0.00478-0.0081746i,-0.031181+0.0024554i,-0.017712+0.021822i,-0.0028225+0.013356i,0.0024381+0.010664i,-0.00060865+0.011553i,-0.011724+0.017637i,-0.027815+0.010683i,-0.019445+0.01405i,-0.0016859+0.001972i,-0.00018167-0.0015693i,-0.0012142+0.0016012i,-0.0032717+0.00036288i,0.0010158+0.0014214i,-0.00085064+0.00031733i,-0.0012251+0.0015527i,0.0011205+0.00090456i,-0.0027886-0.0006275i,0.000697-0.00066124i,-0.0016215+0.00073359i,-0.00011095+0.00041949i,-0.00030368+0.0013492i,-0.00079888+0.00019876i,0.00077045+0.0040578i,0.0019213+0.00018778i,4.2771e-05+0.0010073i,-0.00084134+0.00052939i,-0.00079557-0.00046763i,-0.0014521-0.00033824i,-0.0015176+0.0008105i,0.00057415-0.0013682i,3.6056e-05-0.00065415i,0.00069236-0.00098737i,0.0010402-0.00070893i,0.00023679-0.0010393i,0.0012459+0.0043921i,0.0012662+0.002258i,-0.00036503+0.00014727i,0.00062565+0.0013053i,0.0017525-0.0029548i,-0.00039681+0.0016002i,0.00043429+0.0013651i,-0.0012298+0.00045871i,-0.0013075+0.00079157i,-0.0099251-0.0048483i,-0.012348-0.022889i,-0.013537-0.027819i,-0.015121-0.011248i,-0.023198-0.02307i,-0.01787-0.011255i,-0.025188-0.0019949i,-0.042909+0.006032i,-2.9221e-05-0.017421i,-0.0082743-0.015095i,0.010503+0.0074357i,0.0010288+0.00092422i,0.0035831-0.0019234i,0.0036477+0.00069639i,0.00041572-0.001511i,-0.0027125+0.0084908i,0.0049168+0.00078954i,-0.00072457+0.0028969i,-0.0025864-0.0014666i,-0.00099752-0.00063133i,0.00095096+0.00038369i,-0.0019509-0.00098267i,-0.00087647-0.0033401i,0.00097142+0.0046358i,-0.0029088-0.0061094i,-0.0044123-0.00095102i,-0.0027981+0.00040887i,0.0007096+0.001964i,-5.5505e-05+0.00052841i,0.0018272+0.0013508i,-0.006114-0.0011579i,0.0027676-0.0038391i,-1.6498e-05+0.0019364i,-0.0027471-0.00099528i,0.0014293+0.00094804i,0.0045862+0.0019716i,0.00088243+0.0019091i,-0.0017526+0.00011046i,-0.00076783+4.8499e-05i,0.0021296+0.0045909i,-0.00010306-0.00019004i,-0.0038594+0.0020771i,0.00047643+0.0020446i,0.0035219+3.8385e-05i,0.0017352-0.00012681i,-0.01639-0.02566i,0.011029-0.010649i,0.0018029+0.0004257i,0.0044823+0.01638i,0.001596-0.0087484i,0.0025353-0.00020472i,-0.0037738+0.0098756i
