-0.023303+0.00077896i,-0.024148+0.00023559i,-0.014862-0.0117i,-0.034409-0.014551i,-0.030499+0.0007542i,-0.032887+0.0054434i,-0.056412-0.016475i,-0.032984-0.017818i,-0.029444+0.00095865i,0.0066199+0.003531i,-0.0033155+0.0068649i,-0.0068612+0.016334i,0.0062304+0.010402i,0.0020842+0.0034994i,0.0048853+0.0032662i,0.0050948+0.017282i,0.023273+0.02098i,0.001034-0.00084849i,0.000201-0.0056821i,0.0070914-0.00037467i,0.004128-0.0004205i,0.002162+0.0021004i,0.00068815-0.00028614i,-0.016192+0.0017469i,-0.0060444-0.0038948i,-0.0012187+0.002432i,0.0010559-0.0015346i,-0.0014314-0.00022161i,-0.0011943+0.0010814i,-0.0023439-0.0021729i,-0.0040471-8.9138e-05i,-0.0053007-0.0020246i,-0.00184-0.00024918i,-0.00016004-0.00039374i,0.00042989-0.0029998i,0.0010123+0.013118i,0.0015256-0.0029162i,0.00075187-0.003242i,0.0041859-0.0024279i,-0.0013652-0.0028847i,0.00059303-0.00042225i,0.0076205-0.00033514i,0.0046154-0.0027347i,0.00053292+0.0019213i,-0.014015+0.01427i,-0.027396+0.053767i,-0.0094505-0.035962i,-0.017152-0.018152i,-0.040824-0.01631i,-0.029074-0.01328i,0.037452-0.013336i,0.0055544-0.030708i,0.013681-0.038275i,-0.0097027-0.030429i,0.024637-0.022695i,0.014276+0.0061141i,0.02446-0.038163i,-0.0025067-0.004264i,0.0064764-0.0091023i,-0.00078009-0.0060743i,0.00092323-0.034165i,-0.013116+0.028732i,0.0089577-0.012342i,-0.00861-0.0051808i,-0.0029179-0.001902i,-0.00094264-0.015354i,-0.0098051+0.006108i,0.003069+0.0076795i,0.00072011+0.025803i,0.0027342+0.00030574i,-0.0075899-0.0043496i,-0.004421-0.0059546i,-0.014565-0.009957i,-0.0027801-0.0059612i,-0.036329+0.013158i,-0.0044764-0.0090153i,-0.013492-0.00095194i,-0.010992-0.0073401i,0.001026-0.0018344i,-0.014661+0.0013798i,-0.0013579-0.00069342i,0.0063779+0.0063218i,0.0033021-0.0050568i,-0.014743-0.014977i,0.007827+0.0086969i,-0.016089+0.0055328i,0.0052476-0.00088024i,-0.019654-0.0021119i,-0.015974-0.003984i,-0.017803-0.035065i,0.020479-0.010972i,-0.03257-0.031538i,-0.0088621+0.0035055i,0.018338+0.015117i,-0.021652+0.017183i,-0.0036417-0.0030728i
-0.0077826-0.0060842i,-0.0059073-0.0071657i,-0.0031624-0.0094687i,-0.00657-0.014453i,-0.0094465-0.024657i,-0.016247-0.010746i,-0.0066849-0.014383i,-0.0027279-0.0115i,-0.010262-0.0058961i,0.00424+0.0011609i,0.0029739+0.001105i,0.0023867-0.0011854i,0.0044921-0.00077288i,0.0035813-4.5692e-05i,0.0017607-0.0017592i,0.0055996+0.0015619i,-0.00022968+0.00088088i,-0.0029392+0.0023306i,-0.001509+0.0020146i,-0.00020427+0.0030214i,-0.002214+0.0030529i,-0.0016251+0.0023405i,0.00043076+0.0028691i,-0.001865+0.0028381i,0.0016278-0.00224i,0.0002163-0.0026315i,0.0011346-0.0035029i,0.0025878-0.0020661i,0.0025-0.0017703i,0.0012803-0.0032618i,0.00022657-0.00075086i,0.00083849-0.0009371i,0.00080324-0.0008729i,0.00052711-0.0012835i,0.00023618-0.00079307i,0.0044123-0.0026951i,0.0018412-0.0022913i,0.0017365-0.0014918i,0.0023191-0.0032751i,-0.00037351+0.00090011i,-0.00048456+0.0016709i,-0.00099168+0.0014517i,0.0029355-0.00034965i,0.00046936-0.00084469i,-0.014644-0.0085573i,-0.016271-0.006953i,0.0025643-0.016189i,-0.0028966-0.0062301i,-0.022049-0.034679i,-0.00092706-0.0079702i,-0.00015185-0.0019702i,-0.0078024+0.0090405i,0.013767-0.012205i,-0.013511-0.010247i,0.00044836-0.007787i,-0.00048947-0.0018153i,0.0021258-0.0025305i,0.005106+0.00066547i,0.0012267+0.0064613i,-0.0087619+0.0093255i,-0.0052089-0.0030703i,0.0046446+0.0083475i,-0.0048888+0.00072579i,-0.0002198+0.00423i,-0.0017235+0.0042578i,-0.00044562+0.00063599i,0.0048895-0.00093275i,-0.0069415+0.0058i,0.00038024+0.00020584i,-0.0022309+9.4604e-06i,0.0018608+0.00028113i,0.0039656-0.00051834i,-0.0016197-0.001941i,0.0011494-0.00080865i,-0.0073448-0.007873i,0.0060709-0.0076552i,0.00036622-0.0025471i,0.0020807-0.001246i,0.000608-0.0023865i,0.0067413-0.003891i,-0.0036713-0.0029417i,0.0023938-0.0068972i,0.0015628-0.0023573i,-7.0829e-05-0.0043254i,0.0026516-0.0031777i,0.0044617+0.0020353i,0.0014369-0.0021651i,0.0013339+0.0043226i,0.0015636+0.00041615i,-0.0079349-0.020145i,-0.027005+0.00072507i,-0.02809+0.019365i,-0.0068366+0.012423i,0.00059499+0.0030621i,0.0076427-0.0055626i,-0.013596+0.0065513i
-0.0083998-0.0049865i,-0.0065418-0.0065798i,-0.0045767-0.0088408i,-0.0087797-0.012505i,-0.013802-0.022661i,-0.017157-0.0076869i,-0.0087597-0.013578i,-0.0048477-0.010458i,-0.011254-0.0041338i,0.0044316-5.7154e-05i,0.0031851+0.00010348i,0.0020338-0.0015637i,0.0038395-0.0017274i,0.0032706-0.00087122i,0.0013484-0.0021012i,0.0052656-0.00028995i,0.00020301+0.001282i,-0.0018911+0.0029191i,-0.00079991+0.0023455i,0.00069881+0.0029183i,-0.001067+0.0037713i,-0.00062169+0.0028428i,0.0014289+0.0025336i,-0.0010778+0.002498i,0.00079097-0.0024854i,-0.00059201-0.0024712i,-0.00032777-0.0034489i,0.0015756-0.0027855i,0.0015889-0.0023498i,2.9247e-05-0.0032997i,-0.00011102-0.00098283i,0.00047572-0.0013166i,0.00041609-0.0011922i,5.7868e-05-0.0014418i,0.00026291-0.00095745i,0.003067-0.0036312i,0.00072298-0.0027268i,0.0010511-0.0021661i,0.0011189-0.0035642i,8.8531e-05+0.00053009i,-6.6633e-05+0.0016482i,-0.00048681+0.0015688i,0.002012-0.0007861i,0.00074528-0.00087959i,-0.015528-0.0058709i,-0.01639-0.0032421i,0.0008214-0.015724i,-0.0024038-0.0079095i,-0.027079-0.027956i,0.00032413-0.0087619i,0.00064057-0.0031993i,-0.0057841+0.0068115i,0.0097246-0.018133i,-0.012971-0.01113i,-0.0020343-0.0073176i,-0.002966-0.0010584i,0.00081687-0.0038513i,0.0040249-0.00081308i,0.0024945+0.0056408i,-0.0040358+0.011747i,-0.0051503-0.00030235i,0.0055933+0.0055317i,-0.0042731+0.0025952i,0.0017644+0.0047777i,0.00080268+0.0044517i,-0.00085429+0.00058102i,0.0050384-0.0038651i,-0.0048465+0.0044344i,0.00094179-0.00030966i,-0.0021059+0.0016151i,0.0017976-0.00084195i,0.0029935-0.002007i,-0.0012911-0.00051219i,0.00093999-0.0014009i,-0.0086975-0.0038783i,0.0023879-0.0087152i,-0.00026283-0.0028597i,0.00063135-0.0026993i,-0.0003783-0.0022802i,0.0058589-0.0059797i,-0.0042563-0.00088475i,-0.00049575-0.0068635i,0.0011058-0.0028609i,-0.0012235-0.0033574i,0.00063518-0.0030898i,0.0045448-0.00016725i,0.0013612-0.0018844i,0.0043118+0.01062i,-0.00024457+0.00037473i,-0.012527-0.020291i,-0.025737+0.0064654i,-0.023761+0.025556i,-0.0057385+0.010252i,0.0020804+0.0049172i,0.0047839-0.0056226i,-0.013338+0.0087762i
-0.0085867-0.003779i,-0.0072425-0.006041i,-0.0057294-0.008052i,-0.010137-0.010163i,-0.017779-0.02006i,-0.017446-0.0047119i,-0.010842-0.012313i,-0.006271-0.009013i,-0.011753-0.0021384i,0.0040537-0.0010732i,0.0029582-0.00094772i,0.0016379-0.0017819i,0.003041-0.0022531i,0.0027619-0.0014241i,0.00080299-0.0023719i,0.0050364-0.0016422i,0.00086502+0.0012933i,-0.00095502+0.0030523i,-0.00011092+0.0025297i,0.0015053+0.0024709i,0.00032569+0.0040055i,0.00042896+0.0028251i,0.002095+0.0018532i,-0.00077043+6.6049e-05i,0.00017747-0.0025418i,-0.001183-0.0020173i,-0.00156-0.0029073i,0.00046552-0.0031356i,0.00061908-0.0025061i,-0.0010818-0.0030285i,-0.00051409-0.00098985i,-9.7621e-05-0.0015581i,-0.00017581-0.0013547i,-0.00043918-0.0013654i,0.00011375-0.0013438i,0.0016318-0.0040944i,-0.00025535-0.0026611i,0.00015114-0.0024574i,-6.0928e-05-0.0035323i,0.00020187+0.00013747i,0.00042768+0.001545i,-5.9946e-05+0.0015677i,0.0018114-0.00072266i,0.00057225-0.0011465i,-0.015772-0.0034076i,-0.014393-0.00035453i,4.708e-05-0.015443i,-0.0030725-0.0092424i,-0.029237-0.020867i,0.0016918-0.010311i,0.00090264-0.0046219i,-0.0041715+0.0052426i,0.0043162-0.02073i,-0.013087-0.010651i,-0.0045598-0.005414i,-0.0047548+0.0011108i,-0.0016177-0.0045986i,0.0024346-0.0013994i,0.0031477+0.0048495i,-0.00038964+0.01151i,-0.0038745+0.0015722i,0.0049036+0.0030458i,-0.0030133+0.004689i,0.0036452+0.0042805i,0.0024056+0.0036883i,-0.0010365+0.0012304i,0.0041016-0.0055213i,-0.0032171+0.0042607i,0.0010879-0.00085353i,-0.00039382+0.0025022i,0.0011435-0.0016708i,0.0017293-0.0025217i,-0.00080171-3.6508e-05i,0.00074516-0.0018612i,-0.0086039-0.0001185i,-0.0006827-0.0085813i,-0.0010515-0.0030993i,-0.00079517-0.0027212i,-0.00084906-0.0020397i,0.0038198-0.0080649i,-0.0034532+0.00096688i,-0.0025847-0.0059318i,0.00014498-0.003437i,-0.0021317-0.0025737i,0.00012298-0.0024937i,0.0030324-0.0013875i,0.0017856-0.0021112i,0.0029951+0.0027014i,-0.0012651+0.0013914i,-0.015746-0.018183i,-0.02255+0.011141i,-0.017847+0.029496i,-0.0062275+0.0093089i,0.0038305+0.0050083i,0.0021596-0.0045284i,-0.011664+0.01073i
-0.0086848-0.0026574i,-0.0081042-0.0052848i,-0.0066995-0.0073923i,-0.01074-0.0081831i,-0.021332-0.016321i,-0.017287-0.0018672i,-0.012725-0.010675i,-0.0069375-0.0075856i,-0.011565+0.00011524i,0.0034354-0.0017666i,0.0021798-0.0015962i,0.0013001-0.0020904i,0.0023941-0.0024191i,0.0023782-0.001917i,0.00017355-0.0023732i,0.0044535-0.002912i,0.0013229+0.00085002i,-0.00024476+0.003203i,0.00066747+0.0025506i,0.0021251+0.0017279i,0.0016677+0.003679i,0.0012606+0.0023829i,0.0023886+0.00097125i,0.0059352-0.0015998i,-0.00041542-0.002568i,-0.0016577-0.001626i,-0.0024132-0.0019672i,-0.00072394-0.0030546i,-0.00020401-0.002462i,-0.0020974-0.0023849i,-0.00098909-0.00090084i,-0.00083495-0.0014591i,-0.00071193-0.0011415i,-0.00079208-0.0012733i,-0.00044251-0.0017656i,0.00034564-0.0041066i,-0.0010873-0.0022954i,-0.00073947-0.002409i,-0.0011338-0.0031427i,5.4167e-05-0.00023624i,0.0008139+0.0012566i,0.00034847+0.0015294i,0.0015835-0.00062055i,0.00023877-0.0011125i,-0.015392-0.001153i,-0.011372+0.00055305i,-5.2846e-05-0.015474i,-0.0039449-0.0097373i,-0.028449-0.01419i,0.0017098-0.013253i,0.00071334-0.0060899i,-0.0030034+0.0029159i,9.9863e-05-0.021256i,-0.012365-0.010391i,-0.0053405-0.0024365i,-0.0052197+0.0042765i,-0.004772-0.0043675i,0.0012973-0.0013422i,0.0037479+0.0044418i,0.0020462+0.010845i,-0.0025662+0.0026546i,0.0034142+0.0016456i,6.0741e-05+0.0059054i,0.0051806+0.0028295i,0.0038697+0.0024195i,-0.00059182+0.0018752i,0.0029054-0.0071005i,-0.0021458+0.0043963i,0.00082321-0.0016081i,0.0010656+0.0015464i,0.00026806-0.0021883i,0.00062778-0.0031446i,-0.00032897+0.00066375i,0.00032685-0.0024204i,-0.0060503+0.0031197i,-0.0035024-0.0081193i,-0.0017392-0.0030069i,-0.0018489-0.0027229i,-0.0015757-0.0022945i,0.00085781-0.0092428i,-0.0020712+0.0021364i,-0.0033652-0.0044116i,-0.00093831-0.0035176i,-0.0030502-0.0012638i,-0.00021477-0.0022961i,0.0021874-0.0012868i,0.0017294-0.0029347i,0.0010401+0.0021525i,-0.0014024+0.0027654i,-0.018204-0.016162i,-0.01911+0.012771i,-0.010643+0.02996i,-0.0059091+0.010254i,0.004037+0.0058295i,0.00094814-0.0022278i,-0.0094852+0.012016i
-0.0084616-0.0015514i,-0.0088423-0.0039793i,-0.0078023-0.006588i,-0.011248-0.0067316i,-0.023403-0.011959i,-0.016643+0.00081251i,-0.014185-0.0084994i,-0.00725-0.0065352i,-0.010416+0.0021177i,0.0028551-0.0021881i,0.0015252-0.0015342i,0.00079801-0.0023115i,0.0018877-0.0025956i,0.0016704-0.0023203i,-0.00030994-0.0020182i,0.0032734-0.0037921i,0.0015737+0.00044564i,0.00071782+0.0032117i,0.0014634+0.0022288i,0.0022628+0.0008969i,0.002708+0.0028131i,0.001998+0.0017037i,0.0023989+0.0002844i,0.0046414-0.00089271i,-0.0011422-0.0025752i,-0.0021823-0.0011122i,-0.0028387-0.0008032i,-0.0016672-0.0025246i,-0.0010167-0.0021495i,-0.0028062-0.0013822i,-0.0014924-0.00040752i,-0.0014968-0.00092758i,-0.0011517-0.00086915i,-0.0011974-0.00099925i,-0.0015079-0.0016563i,-0.00075714-0.0037355i,-0.0017848-0.0017698i,-0.0016399-0.0020544i,-0.0020272-0.0025813i,-0.0003541-0.00046168i,0.0010629+0.00083861i,0.00074138+0.00138i,0.0014212-0.0005442i,0.00011252-0.00098838i,-0.014452+0.00077628i,-0.0094746-0.00040567i,-0.00015613-0.016264i,-0.0039944-0.010913i,-0.025223-0.0089084i,0.00015246-0.016425i,-2.6274e-06-0.0072826i,-0.0032401+0.00083693i,-0.0038792-0.020513i,-0.011739-0.010944i,-0.0045924-0.00087836i,-0.0036073+0.0078196i,-0.0088336-0.002414i,0.00072048-0.0011216i,0.0045554+0.0037591i,0.0046894+0.010382i,-0.0011705+0.0030135i,0.0020581+0.0014272i,0.0029064+0.0043046i,0.0062581+0.00059849i,0.0045918+0.00060638i,0.00027778+0.0025092i,0.00049525-0.0091481i,-0.001037+0.0048862i,0.00033374-0.0021459i,0.0010012+0.00079329i,-0.00082555-0.0020987i,0.00023881-0.0031718i,0.0015493+0.00085057i,-0.00064787-0.0029197i,-0.0024888+0.0041208i,-0.0067099-0.0063792i,-0.0026023-0.0028555i,-0.00302-0.0020399i,-0.0025278-0.001913i,-0.0021747-0.0095545i,-0.00058823+0.0021236i,-0.003568-0.0035466i,-0.0017362-0.0032248i,-0.0031823+0.0003506i,-0.0014958-0.0018421i,0.0016912-0.0010388i,0.00076394-0.0038647i,-0.000238+0.0030304i,-0.0007708+0.00376i,-0.020098-0.013145i,-0.018699+0.013129i,-0.0055347+0.027294i,-0.0044012+0.010579i,0.0093184+0.0057211i,0.001604-0.00010662i,-0.0063782+0.01226i
-0.0077722-0.00056438i,-0.0091134-0.0025933i,-0.008723-0.0054702i,-0.011771-0.0050844i,-0.024707-0.0078284i,-0.015463+0.0030843i,-0.01502-0.0062935i,-0.0074248-0.0058482i,-0.0085973+0.0033662i,0.0024317-0.0025682i,0.0013583-0.0013103i,0.00029001-0.0023593i,0.0013519-0.0026849i,0.0010892-0.0022786i,-0.00045226-0.0017804i,0.0021731-0.0042509i,0.0016419+8.8323e-05i,0.0016326+0.0027484i,0.0020357+0.001701i,0.0021897+0.00031386i,0.0033082+0.0016906i,0.0022305+0.00069075i,0.0022491-0.00038271i,0.0037089-0.001596i,-0.0022334-0.0021783i,-0.0026114-0.00031951i,-0.0026989+0.00034947i,-0.002439-0.0017403i,-0.0016248-0.0015415i,-0.0030304-0.00024831i,-0.0016818+0.00031153i,-0.0018698-0.0001736i,-0.0015694-0.00024319i,-0.0014762-0.00056261i,-0.0021075-0.00087509i,-0.0016281-0.0031505i,-0.0022711-0.00085648i,-0.0024078-0.0012618i,-0.0027522-0.0017079i,-0.00092221-0.0002848i,0.0012322+0.0005535i,0.0012086+0.0010983i,0.0014564-0.00042436i,1.5784e-05-0.00092175i,-0.013236+0.0018989i,-0.0089007-0.0019136i,-0.0010191-0.017805i,-0.0056592-0.012762i,-0.020886-0.0074297i,-0.0031223-0.018349i,-0.00089398-0.0075683i,-0.00376+0.00012503i,-0.0067927-0.018103i,-0.012047-0.012045i,-0.0038264+0.00017286i,-8.0736e-06+0.0099592i,-0.010888+0.0027586i,9.513e-05-0.00096826i,0.0052052+0.0030777i,0.0066017+0.0090221i,0.00025202+0.0031235i,0.0011316+0.0017117i,0.0030956+0.0022624i,0.0058823-0.0021853i,0.0043566-0.001566i,0.0019496+0.0026019i,-0.0039519-0.0085571i,0.00038362+0.0057896i,-0.00098524-0.0023198i,0.001524+0.00044596i,-0.0015827-0.001409i,-0.00034394-0.0028883i,0.0029317-0.001892i,-0.0015851-0.0026328i,0.0005811+0.0029086i,-0.0083999-0.0030724i,-0.0036677-0.00239i,-0.0041204-0.0010136i,-0.0029749-0.0011524i,-0.0054586-0.0089224i,0.00072167+0.0013045i,-0.004379-0.0030243i,-0.0029126-0.0024408i,-0.0022131+0.0016497i,-0.001486-0.00017315i,0.0016561-0.00067681i,-0.00093408-0.0042455i,-0.00035073+0.0040925i,-8.4726e-05+0.0045147i,-0.020364-0.0098233i,-0.018284+0.016007i,-0.0024226+0.024965i,-0.0029992+0.0096441i,0.010311+0.002716i,0.0027713+0.0005329i,-0.0042957+0.010857i
-0.0069516-0.00012505i,-0.0088327-0.0012225i,-0.0093556-0.0042817i,-0.011857-0.0034802i,-0.025189-0.0034183i,-0.014189+0.0048962i,-0.015537-0.0041407i,-0.007751-0.0054611i,-0.0066621+0.0034271i,0.0020162-0.0028995i,0.0013532-0.0012548i,-0.00017586-0.0021977i,0.00089345-0.0026938i,0.00084098-0.0022061i,-0.00064015-0.0016782i,0.0012365-0.0041229i,0.0016079-0.0002095i,0.002277+0.0021893i,0.0022829+0.0010674i,0.0021644-0.00013229i,0.0033954+0.00057422i,0.0019432-4.2417e-05i,0.001798-0.00079066i,0.0027621-0.002153i,-0.0028872-0.0012383i,-0.0026669+0.00066357i,-0.0021658+0.0011869i,-0.0027952-0.0007717i,-0.0018978-0.0008126i,-0.0028237+0.00078086i,-0.0015031+0.0010031i,-0.0018164+0.0008404i,-0.0015156+0.00050096i,-0.001573-2.0522e-06i,-0.002249-0.00012043i,-0.0022334-0.0022428i,-0.0021341+9.557e-05i,-0.002744-0.00019705i,-0.0030927-0.00065653i,-0.0013375+0.00024637i,0.0014168+0.00014844i,0.0015022+0.00066419i,0.0018911-0.0003842i,-9.5277e-05-0.00085765i,-0.012462+0.0023075i,-0.0092114-0.0026506i,-0.0028081-0.01911i,-0.0084001-0.013294i,-0.018702-0.0087181i,-0.0065169-0.019108i,-0.0010754-0.0079656i,-0.0033381-0.00059555i,-0.0073539-0.015877i,-0.012188-0.01279i,-0.0036043+0.00034004i,0.0039789+0.0097714i,-0.0096866+0.008288i,-0.00039594-0.00063008i,0.0059101+0.0021935i,0.0081908+0.0073666i,0.0013389+0.0024924i,0.00048451+0.0026459i,0.0028092+0.0013513i,0.0037637-0.0041411i,0.0028212-0.0030675i,0.0032784+0.0013461i,-0.0064118-0.0054531i,0.0028419+0.0055478i,-0.0019092-0.0018381i,0.0016638-0.00060612i,-0.0019206-0.00053004i,-0.0010715-0.002645i,0.0016571-0.0044509i,-0.0022433-0.0016041i,0.0017163+0.00019215i,-0.0085066+1.1708e-05i,-0.0045738-0.0014641i,-0.0045811+0.00068957i,-0.0033411-0.00036888i,-0.0087686-0.0064825i,0.00085198-0.00013838i,-0.0050852-0.0019677i,-0.0035645-0.0010947i,-0.00066985+0.002151i,-0.00092635+2.1043e-05i,0.0019311-0.00024056i,-0.00249-0.0038115i,9.6018e-05+0.0056343i,0.0010721+0.0047385i,-0.019566-0.0080596i,-0.016639+0.018611i,-0.00062661+0.022666i,-0.0022583+0.0079642i,0.01046-0.00036196i,0.0035813+0.00072255i,-0.0035062+0.0093291i
-0.0064812-9.0218e-05i,-0.0082599-0.00025394i,-0.0098165-0.0029654i,-0.011711-0.0021355i,-0.024747+0.00080946i,-0.012906+0.0063622i,-0.015841-0.002051i,-0.0083808-0.0050771i,-0.0053382+0.0027407i,0.001524-0.0034623i,0.0014127-0.0014261i,-0.00042315-0.0020397i,0.00052753-0.0026769i,0.00063115-0.0023824i,-0.00089562-0.0015283i,0.00055358-0.0038947i,0.0016485-0.00056532i,0.0028321+0.0015281i,0.0024995+0.00048114i,0.0022044-0.00069281i,0.0032058-0.00026752i,0.001635-0.00043934i,0.0015409-0.0010047i,0.0020355-0.0024561i,-0.003163-0.0001313i,-0.0023706+0.0015034i,-0.0015531+0.001651i,-0.0027994+0.00030747i,-0.0019292-8.7758e-05i,-0.0023335+0.0015842i,-0.0011652+0.0016248i,-0.0012185+0.0016613i,-0.001008+0.0011883i,-0.0015279+0.00049371i,-0.0022885+0.000637i,-0.0024121-0.0011525i,-0.001878+0.00066441i,-0.0026423+0.00089557i,-0.0030452+0.00043362i,-0.0013412+0.00081281i,0.0013232-0.00032518i,0.0015342+0.00010703i,0.0021509-0.00084508i,-0.00014097-0.00076329i,-0.012147+0.0028664i,-0.010037-0.0027878i,-0.0050969-0.019873i,-0.011302-0.012634i,-0.018849-0.0094369i,-0.010486-0.019001i,-0.00098694-0.0087044i,-0.0031797-0.0019752i,-0.0073151-0.015299i,-0.013497-0.014258i,-0.0042031+0.0005915i,0.0074624+0.0078675i,-0.0061229+0.010792i,-0.00053709-0.00032015i,0.0061319+0.00091605i,0.010488+0.0055902i,0.0016698+0.0018641i,0.001139+0.0037656i,0.0030495+0.00067808i,0.0015893-0.0041897i,0.0012405-0.0036515i,0.003581-0.00025439i,-0.0071086-0.0022695i,0.0050128+0.003934i,-0.0028951-0.0004547i,0.00077727-0.0014889i,-0.0016177+0.00037308i,-0.001812-0.0023169i,-0.00073749-0.0056242i,-0.0030088-0.0006181i,0.0012268-0.0021469i,-0.0076173+0.0028547i,-0.0052188+2.634e-05i,-0.0042456+0.0021375i,-0.0035716+0.00067801i,-0.01003-0.0026953i,2.2893e-05-0.00096556i,-0.0054265-0.000931i,-0.0032001+0.0002448i,0.00097416+0.001665i,-0.00098789+0.00047797i,0.0025717-0.0002513i,-0.0037178-0.0025389i,0.0022114+0.0072533i,0.0020665+0.0047553i,-0.0197-0.006813i,-0.01518+0.02079i,0.00083382+0.020604i,-0.002765+0.0062374i,0.0077844-0.0026209i,0.0050481+0.00011817i,-0.0037311+0.0083655i
-0.0061552-9.6271e-06i,-0.0076102+0.00019039i,-0.010031-0.0016274i,-0.011508-0.0010434i,-0.023722+0.0044262i,-0.011645+0.0077381i,-0.01582+0.00031754i,-0.0093927-0.0043327i,-0.0046771+0.0016211i,0.00075305-0.003741i,0.0013961-0.0018632i,-0.000585-0.0018064i,0.00017773-0.0026061i,0.00012202-0.002533i,-0.0011427-0.0013481i,0.00030003-0.0039025i,0.0016894-0.00086936i,0.0032353+0.00060566i,0.0026016-0.00021344i,0.0020744-0.0012498i,0.0030197-0.0011122i,0.0014274-0.00066763i,0.0014986-0.0012258i,0.0015646-0.0025342i,-0.0030321+0.00094731i,-0.001782+0.0023402i,-0.00094283+0.0019291i,-0.0023663+0.0013125i,-0.0017343+0.00053995i,-0.0016494+0.0022378i,-0.00051038+0.0021944i,-0.00033663+0.0019961i,-0.00039471+0.0014206i,-0.0013873+0.001104i,-0.0019629+0.0015255i,-0.0021075-0.00014699i,-0.0016141+0.0012165i,-0.0022129+0.001862i,-0.0025078+0.0013403i,-0.0011344+0.001425i,0.0012353-0.00062709i,0.00152-0.00029639i,0.0020418-0.0016242i,-0.00016555-0.00075187i,-0.012134+0.0035967i,-0.010622-0.0015571i,-0.0075398-0.020051i,-0.013796-0.011073i,-0.020123-0.0092098i,-0.014562-0.017056i,-0.0012127-0.010377i,-0.0029765-0.0030825i,-0.0076428-0.014771i,-0.01626-0.014773i,-0.005041+0.0019226i,0.0096755+0.0046623i,-0.0018807+0.013446i,-0.00060755-4.1787e-05i,0.0061646+8.171e-06i,0.012052+0.0024587i,0.0020762+0.0008649i,0.0026089+0.0043751i,0.0029021-0.00010745i,0.00054742-0.0035446i,-0.00042513-0.0034695i,0.0029617-0.0014686i,-0.0063178-9.3611e-06i,0.0063153+0.0014951i,-0.0026679+0.0018053i,-0.00058642-0.00073123i,-0.00095436+0.00066839i,-0.0022978-0.0015852i,-0.0032551-0.0054324i,-0.0031523-0.00016873i,-0.00098738-0.0031451i,-0.0059198+0.0052165i,-0.0051821+0.0019718i,-0.0038785+0.0036341i,-0.0030204+0.0019102i,-0.0094538+0.00050481i,-0.00086729-0.0011468i,-0.0058597+0.0003482i,-0.0025755+0.0012352i,0.0018694+0.00059119i,-0.00028952+0.0011039i,0.003154-0.0008694i,-0.0041295-0.001213i,0.0050894+0.0067913i,0.003336+0.0045615i,-0.019653-0.0054366i,-0.013047+0.024651i,0.0022036+0.019746i,-0.0043902+0.0054651i,0.0056928-0.0022726i,0.0055315-0.0018303i,-0.0042511+0.0080292i
-0.0059905-3.6136e-05i,-0.007452+8.0339e-05i,-0.0099786-0.00041528i,-0.011428+8.3334e-05i,-0.022456+0.0081013i,-0.010074+0.0089372i,-0.015275+0.0025823i,-0.010043-0.0029609i,-0.0050421+0.00059851i,0.00016417-0.0039087i,0.0010093-0.0024453i,-0.00066671-0.0017458i,-0.0001019-0.0024314i,-0.00027642-0.0025897i,-0.001382-0.0011365i,-0.00025552-0.0041596i,0.0017253-0.0014335i,0.0032667-0.00039899i,0.0024995-0.00097131i,0.0018956-0.0018107i,0.0024984-0.0018276i,0.001232-0.0008948i,0.0012654-0.0017362i,0.0014899-0.0028541i,-0.0026004+0.0018688i,-0.00079261+0.0028641i,-0.00028991+0.0020456i,-0.0017001+0.0020157i,-0.0013726+0.0010231i,-0.00071694+0.0024855i,0.00040659+0.0023976i,0.00055951+0.0019174i,0.00029777+0.0014977i,-0.00092603+0.001684i,-0.0011589+0.002196i,-0.0014763+0.00049349i,-0.0010789+0.001723i,-0.0013174+0.0027046i,-0.0018042+0.0019427i,-0.00048875+0.0020169i,0.0010593-0.00089463i,0.0014926-0.00076435i,0.0013905-0.0024129i,-0.00021261-0.00079562i,-0.012091+0.0044892i,-0.0096911-0.0002535i,-0.010143-0.019771i,-0.015925-0.0082162i,-0.020901-0.007648i,-0.017618-0.013072i,-0.0025754-0.012714i,-0.0027543-0.0049906i,-0.0079352-0.014923i,-0.019031-0.013163i,-0.0047806+0.0043071i,0.010298+0.00084057i,0.0047909+0.014056i,-0.00062701+8.8105e-05i,0.0064214-0.0010558i,0.011741-0.001255i,0.0018699+0.00015916i,0.0046542+0.0039161i,0.0025708-0.00010305i,3.0905e-06-0.0031275i,-0.0015922-0.0027281i,0.0023725-0.0022259i,-0.0057467+0.0012332i,0.0060777-0.001356i,-0.0017065+0.0035388i,-1.2156e-05+0.00054097i,-0.00052232+0.0005258i,-0.0026188-0.0011322i,-0.005714-0.0042101i,-0.0031561+0.00057096i,-0.0030055-0.0020287i,-0.0034073+0.0065784i,-0.0038774+0.0037518i,-0.0025874+0.0053849i,-0.0021217+0.0023845i,-0.0083645+0.0031101i,-0.0017182-0.00077394i,-0.0060187+0.0023783i,-0.0023794+0.0020957i,0.0017344-0.0014957i,0.00058074+0.00069404i,0.0034085-0.0018224i,-0.0038968+0.00059465i,0.007378+0.004646i,0.0047998+0.0038009i,-0.019975-0.003761i,-0.0082433+0.027617i,0.0039343+0.017771i,-0.0060512+0.0057799i,0.0049012-0.0018264i,0.0044745-0.0033262i,-0.0047055+0.0084337i
