-0.0075794-0.039351i,-0.011166-0.04466i,0.0027915-0.045838i,-0.027084-0.0282i,-0.020535+0.014292i,-0.032585-0.033194i,-0.06111-0.061759i,-0.022118-0.073095i,-0.038628-0.063052i,0.0017224+0.015146i,-0.0077386+0.01066i,-0.015659+0.013914i,0.0013857+0.016782i,-0.0038847-0.0030338i,0.00040784+0.0068748i,0.00064333+0.03963i,0.025951+0.059974i,0.00089216-0.00039512i,-0.0052029-0.0084574i,0.0079202+0.0051098i,0.0018026+0.00087112i,-0.00086268+0.0032881i,0.00018041-0.0013334i,-0.035848-0.0092012i,-0.0028537-0.0072232i,-0.00037003+0.0046357i,0.0046607+4.9016e-05i,0.00045553+0.00085801i,-0.00018432-0.0011456i,-0.00045996-0.0026804i,-0.0011632-0.0057165i,-0.0025168-0.0040807i,-0.00082554-0.0082943i,0.0032778-0.00094701i,0.0030501-0.0027788i,-0.0030323+0.034639i,0.0063068-0.0043577i,0.0037333-0.0022488i,0.0047619-0.00024884i,-0.026319-0.00079598i,-5.7765e-05+0.00019228i,0.0086758+0.00080449i,0.006296-0.00055398i,-0.0033466+0.0038071i,0.0021936+0.0019182i,-0.0030052+0.0088344i,0.015928-0.086921i,-0.0055007-0.048446i,-0.024186-0.040016i,-0.018752-0.042329i,0.064012-0.015222i,0.028879-0.060832i,0.038649-0.044243i,0.03044-0.056084i,0.019021-0.015453i,0.0082459+0.010178i,0.024821-0.032247i,-0.0064926-0.0060022i,0.0021292-0.0026602i,-0.0044087-0.0063334i,0.001275-0.032094i,-0.02481+0.030256i,0.0083089-0.010462i,-0.010966-0.0015571i,-0.005233-0.001308i,-0.00085898-0.014226i,-0.0096315+0.0039381i,0.0035734+0.0083785i,-0.010709+0.029841i,0.0055162+0.0078948i,-0.0054292-0.0019004i,-0.0021144-0.002125i,-0.011657-0.0067204i,0.00074414-0.0037731i,-0.032119+0.0035534i,0.0023691-0.012929i,-0.0089371-0.0023175i,-0.0063574-0.0029767i,0.0066366+0.0014819i,-0.0091586+0.0014697i,0.0013719+0.00099751i,0.0056123+0.0097617i,0.004592+0.00047381i,-0.0089235-0.0092861i,0.0025582+0.0088503i,-0.01812+0.006117i,0.0070358+0.0035866i,-0.028944-0.0085917i,-0.035431+0.0020591i,0.027345-0.080941i,0.012577-0.0093877i,-0.043865-0.028532i,-0.022044-0.0041109i,0.017623+0.012918i,-0.026617+0.011614i,-0.011466-0.0090215i
0.012221-0.008496i,-0.0090435-0.036664i,-0.029206-0.018772i,-0.013686-0.0009101i,-0.014575+0.013814i,-0.019381+0.0069042i,-0.020604-0.0077558i,-0.017139-0.030539i,-0.016572-0.012636i,-0.0024201-0.0033543i,0.00061406+0.0001365i,0.001616-0.00081465i,0.0022056-0.00032901i,0.0008343-0.00055401i,0.00076568-0.00015787i,-0.0033752-0.0020331i,0.0033104-0.0030561i,0.0025928-0.0009609i,5.217e-05-0.0012185i,0.00027811-0.00065551i,-0.00097899-0.00046203i,0.0019871-0.0012948i,-0.00082271-0.00093526i,-0.0018843-0.0020084i,-0.0014359-0.0014168i,-5.2219e-05-0.001185i,2.4678e-05-0.0017185i,4.1834e-06-0.00018038i,0.00076624-0.00020989i,0.0011556+0.00021819i,-0.0013777+0.0013155i,-0.00095043+0.00036701i,-0.000823+0.0001911i,-0.00027076-0.00027875i,-0.0013278+0.0024751i,-0.0031328-0.00088099i,-0.00041224-0.0020469i,0.00027113+0.00046619i,-0.00076469-0.00012456i,0.0031879+0.0048968i,-0.00041119-0.00049818i,-0.00053354-0.00085586i,-0.0014541-0.00033862i,-0.00079287-0.0033621i,0.0038247-0.012326i,0.017529-0.018663i,0.01641-0.032943i,-0.0076805-0.018783i,0.0034769-0.01624i,-0.02033-0.021572i,0.0054119-0.039331i,-0.0014495-0.035895i,0.013365-0.013405i,0.0055755-0.012935i,-0.0047859+0.0085012i,0.005609-0.0010123i,0.0052232+0.011363i,-0.0035382+0.003517i,0.0052075+6.0336e-05i,0.0084135-0.0031355i,-0.0038203-0.00047792i,0.0097194+0.0052427i,0.0016296-0.0012415i,-0.0022377-0.003002i,-0.0022375+0.00077287i,0.0014994-0.0022941i,-0.0040331+0.0052716i,0.0043826-0.0037459i,-0.003155+0.0053919i,0.0036677-4.1659e-05i,0.0040212+0.0020402i,-0.0012091+0.00053303i,-0.006845-0.0027802i,-0.0017668+0.0020494i,-0.0012349+0.0017414i,0.00023529+0.0052039i,-0.0017455+0.0017787i,0.00075998+0.0030006i,-0.0014836+2.4562e-05i,-0.010109+0.0033366i,-0.0011459+2.785e-05i,-0.0041193+0.0029348i,0.00085375+0.0010222i,0.0024324-0.0046929i,-0.0013516-0.0018849i,0.0022102-0.0043643i,-0.003338-0.0010305i,0.0063179+0.00063328i,0.0027003+0.00056921i,0.014422-0.017031i,-0.0010352+0.031753i,0.011588+0.012962i,-0.010298+0.0052086i,0.0014852+0.0012949i,0.001022-0.0015934i,-0.0041901+0.00646i
0.010195-0.010451i,-0.015133-0.034415i,-0.031217-0.013726i,-0.014363+0.00070468i,-0.011177+0.015408i,-0.017578+0.0092888i,-0.021752-0.0046082i,-0.022292-0.026951i,-0.018987-0.0094801i,-0.0034575-0.0033543i,0.00031686-0.00038568i,0.0010688-0.00147i,0.0023696-0.0012718i,0.00013501-0.001246i,0.00057033-0.00019245i,-0.0037-0.0014428i,0.0013677-0.0045569i,0.0019009-0.0014809i,-0.00045152-0.0010465i,-1.5734e-05-0.00092531i,-0.00091423-3.4393e-05i,0.0011311-0.0017505i,-0.00093543-0.00055632i,-0.0023443-0.0015725i,-0.0019257-0.00065577i,-0.00053001-0.0010952i,-0.00066981-0.0013492i,0.00010133-0.00025242i,0.00076077-0.00049851i,0.0011699-0.00035725i,-0.00090232+0.0018775i,-0.0006601+0.00058733i,-0.0007916+0.00041841i,-0.00046733-0.00023801i,-0.00048498+0.0028724i,-0.0033283-0.00033472i,-0.00129-0.001635i,0.00063329+0.00016708i,-0.0007971-5.4506e-07i,0.0038602+0.0036431i,-0.0005599-0.00056555i,-0.00081072-0.00059222i,-0.0014884-0.00028344i,-0.0016448-0.0031321i,0.0013622-0.012929i,0.015071-0.021491i,0.011957-0.033405i,-0.0083409-0.015818i,0.0026536-0.017741i,-0.019296-0.015288i,-0.0038957-0.041171i,-0.0085309-0.039536i,0.0094267-0.016991i,0.0030109-0.011521i,-0.0013772+0.0098371i,0.0038516-0.0023526i,0.0075428+0.0080742i,-0.0027953+0.0050731i,0.0046631-0.0010402i,0.0071754-0.0055156i,-0.0045129+0.0015448i,0.011094+0.0021626i,0.0018784-0.0014877i,-0.0024215-0.0020929i,-0.0012724+0.0013584i,0.00097103-0.0025943i,-0.0010848+0.0057365i,0.002241-0.0054592i,-0.00083389+0.0056819i,0.0035996-0.0023009i,0.0042071-0.00015007i,-0.0010583+0.00091165i,-0.0071281+0.0010794i,-0.0013341+0.0019534i,-0.00041661+0.0035718i,0.0013603+0.0041056i,-0.00091978+0.00242i,0.0015116+0.0029849i,-0.0017207+0.00085949i,-0.0081691+0.0065246i,-0.00089864+0.0010961i,-0.002927+0.004635i,0.00089434+0.00041851i,9.6572e-06-0.0056809i,-0.0016165-0.0012297i,0.0010096-0.0052825i,-0.0034076+0.00023608i,0.0058321-0.001094i,0.0028415+0.00022977i,0.013401-0.018696i,0.0058417+0.029967i,0.011081+0.0095879i,-0.0099344+0.0074253i,0.0037635+0.0026859i,0.0012226-0.0015175i,-0.0037784+0.0071784i
0.0078742-0.011889i,-0.020561-0.030857i,-0.032574-0.0087459i,-0.014823+0.003i,-0.0079017+0.015772i,-0.015373+0.011345i,-0.022455-0.0010707i,-0.026173-0.022645i,-0.020146-0.0062801i,-0.0050434-0.002651i,-9.888e-05-0.00032309i,0.00022459-0.0016554i,0.0020478-0.0021474i,-0.00074591-0.0010769i,0.00061915-0.00026937i,-0.0037953-0.00061732i,-0.00066746-0.0044408i,0.001332-0.0016474i,-0.00078902-0.00067707i,-0.00040521-0.00085043i,-0.00064047+0.00023304i,0.00045689-0.0018958i,-0.00093935-0.00023238i,-0.002675-0.00092445i,-0.0020257-0.0001053i,-0.00089679-0.00081902i,-0.00091555-0.00070535i,0.00012257-0.00036214i,0.00067566-0.00072208i,0.0011322-0.00082946i,4.2667e-05+0.0020983i,-0.00034479+0.00075345i,-0.00079527+0.00072513i,-0.00056834-9.4204e-05i,0.00080572+0.0028228i,-0.0036124+0.00040884i,-0.0018925-0.00093541i,0.00063811-0.00038344i,-0.00082644+4.3996e-05i,0.0041339+0.0022443i,-0.00077843-0.00055957i,-0.00092754-0.00022289i,-0.0015344-0.00010394i,-0.0022451-0.0025109i,-0.0014552-0.013289i,0.011828-0.024308i,0.0083732-0.03333i,-0.0082853-0.01403i,0.0019978-0.020239i,-0.016774-0.011627i,-0.013209-0.039303i,-0.017689-0.040971i,0.005087-0.018016i,0.0020946-0.010521i,0.0018447+0.0090628i,0.0021264-0.0027973i,0.0077482+0.0051655i,-0.0011564+0.0063752i,0.0044707-0.0017137i,0.0046282-0.0079747i,-0.0041247+0.0034836i,0.010759-0.0014581i,0.0019779-0.002191i,-0.0021363-0.001372i,-0.00056602+0.0013317i,0.00047898-0.0029558i,0.0014546+0.0045629i,-0.00025103-0.0059924i,0.0019585+0.0051418i,0.0020165-0.0037801i,0.0033185-0.0017869i,-0.00076515+0.001134i,-0.0052846+0.0036245i,-0.0013314+0.0020033i,0.0018257+0.0041754i,0.0016419+0.0035562i,0.00026918+0.0023661i,0.0027379+0.0025042i,-0.0014073+0.0015081i,-0.0052309+0.0082314i,0.00014334+0.0014495i,-0.00031483+0.0060287i,0.00073072-1.9555e-05i,-0.0027435-0.0056208i,-0.0018232-0.0010868i,-0.00040451-0.0056612i,-0.0026038+0.0010295i,0.0045127-0.002161i,0.0030288-0.00023905i,0.012049-0.02153i,0.011517+0.026916i,0.0096885+0.0070654i,-0.0091267+0.009235i,0.0058461+0.0025561i,0.0007957-0.001564i,-0.003125+0.0073136i
0.0052834-0.012906i,-0.024709-0.02629i,-0.033295-0.0033519i,-0.014367+0.0053952i,-0.0050697+0.015298i,-0.012847+0.012615i,-0.022215+0.0023772i,-0.029437-0.017873i,-0.020803-0.0035446i,-0.0059476-0.0017007i,-0.00030729-6.9128e-05i,-0.00043667-0.0012978i,0.0014419-0.0029997i,-0.0012399-0.00059577i,0.00057927-0.00052436i,-0.0035185+0.00043026i,-0.0023679-0.0035838i,0.00085448-0.001774i,-0.0010025-0.00022967i,-0.00065367-0.00056213i,-0.00040469+0.00033231i,-0.00022819-0.0020079i,-0.00091712+0.0001215i,-0.0028214-0.00010405i,-0.0021027+0.00067785i,-0.0012066-0.00040231i,-0.00083074-0.00042422i,3.4597e-05-0.00052988i,0.00060083-0.0007808i,0.00086022-0.0014913i,0.00078995+0.0017475i,-4.4982e-05+0.00076865i,-0.00056859+0.0010698i,-0.0006365+0.00016132i,0.0020581+0.0022096i,-0.0037914+0.0013963i,-0.0021384-0.00023585i,0.00038064-0.00068i,-0.00097698+0.00027439i,0.0040847+0.0010044i,-0.0010309-0.00041566i,-0.00098134+0.00020034i,-0.0014237+0.00011566i,-0.0026495-0.0015802i,-0.0044501-0.012662i,0.0078058-0.026616i,0.0052832-0.033871i,-0.0079459-0.013228i,1.0468e-06-0.023176i,-0.013711-0.01009i,-0.020781-0.035249i,-0.027881-0.039855i,0.001929-0.017524i,0.0023774-0.010398i,0.0034498+0.0071572i,0.00055496-0.002386i,0.0075503+0.0033349i,0.00094325+0.0064452i,0.004-0.0030556i,0.00086219-0.0086467i,-0.0028533+0.0054329i,0.0084908-0.0048112i,0.0016026-0.0031048i,-0.0018681-0.0010387i,-0.00015278+0.0012528i,-0.00015437-0.0032257i,0.0026766+0.0029466i,-0.0028313-0.0056467i,0.003878+0.0035408i,0.00065073-0.0043384i,0.0019627-0.0026174i,-0.0004195+0.00093844i,-0.0029082+0.0045892i,-0.0012133+0.002708i,0.0037206+0.003178i,0.0024801+0.003388i,0.0009456+0.0014532i,0.0036624+0.0013149i,-0.0011883+0.0018997i,-0.0026748+0.0088386i,0.00056858+0.00085128i,0.0026243+0.0051939i,0.00063842-9.5616e-05i,-0.0054154-0.0040758i,-0.0022732-0.00028863i,-0.002085-0.0052853i,-0.001989+0.0013677i,0.0031067-0.0024071i,0.0028382-0.0012048i,0.0096185-0.024573i,0.016712+0.022817i,0.0080569+0.0052299i,-0.0083627+0.010715i,0.0076323+0.0015377i,0.00036382-0.0011607i,-0.0025036+0.0070372i
0.0027464-0.01329i,-0.027422-0.021508i,-0.032834+0.0019272i,-0.013525+0.0075181i,-0.0029624+0.014125i,-0.010601+0.013433i,-0.021603+0.0053303i,-0.031249-0.012471i,-0.021365-0.00096219i,-0.0053346-0.00069976i,-0.00028579+0.00030746i,-0.00073405-0.00093301i,0.00043176-0.0036897i,-0.0015103-5.3566e-06i,0.0003687-0.0007409i,-0.0029312+0.0011284i,-0.0034119-0.0021071i,0.00048305-0.0018304i,-0.00084821+0.00048009i,-0.00070263-0.00030413i,-0.00019993+0.00028422i,-0.0011677-0.0017687i,-0.00062384+0.00035197i,-0.0027138+0.0006865i,-0.0017127+0.001628i,-0.0012355+8.8227e-05i,-0.00075841-0.00017426i,-8.0922e-05-0.00048924i,0.00061289-0.0010519i,0.00015002-0.001916i,0.0010768+0.0013134i,0.00022507+0.00066014i,-3.3876e-05+0.0012514i,-0.00066646+0.00048529i,0.0027689+0.00088663i,-0.0036159+0.0026101i,-0.0022624+0.00052808i,3.0097e-05-0.00071441i,-0.00092539+0.00070781i,0.0036634+0.0001248i,-0.0012156-0.00011813i,-0.00064194+0.00046496i,-0.0011507+0.00044661i,-0.0026699-0.00067667i,-0.0066715-0.010913i,0.0030784-0.027846i,0.0014005-0.034292i,-0.0078914-0.013317i,-0.003257-0.0258i,-0.010976-0.01097i,-0.026972-0.029283i,-0.037646-0.034671i,-0.00072745-0.016648i,0.0029163-0.01152i,0.0032474+0.0059533i,-0.00053958-0.0012946i,0.0072705+0.0018331i,0.0026365+0.0058423i,0.0022613-0.003772i,-0.0028046-0.0077685i,-0.00056096+0.0068842i,0.0048312-0.0064982i,0.00031115-0.0039297i,-0.0017949-0.00070344i,0.00018373+0.0010445i,-0.0010574-0.0034197i,0.0034006+0.0013852i,-0.0049755-0.004005i,0.0055309+0.001451i,-0.00079932-0.004748i,0.00081514-0.0027156i,-0.00066923+0.00085048i,-0.00075609+0.004677i,-0.00039254+0.0030261i,0.0057038+0.0010768i,0.0036126+0.0028323i,0.00073152+0.00049686i,0.0038566-0.0001622i,-0.00079542+0.0021461i,6.1685e-05+0.0089218i,0.00020707+0.00048444i,0.0036487+0.0026006i,0.00077562-0.00041119i,-0.0069775-0.0012693i,-0.0018245+0.00076036i,-0.0033862-0.0044709i,-0.001428+0.0017069i,0.0016051-0.0022742i,0.0018577-0.0017604i,0.0065987-0.027113i,0.020553+0.017174i,0.0067256+0.0045631i,-0.0075258+0.012175i,0.0095688-0.00020771i,0.00030991-0.00072311i,-0.0025439+0.0062172i
0.0003723-0.013183i,-0.029488-0.017058i,-0.031831+0.007124i,-0.012292+0.0094963i,-0.0015432+0.012918i,-0.0082615+0.014035i,-0.020764+0.0082815i,-0.032069-0.0078051i,-0.021556+0.0012882i,-0.0044329-4.6882e-05i,0.00018696+0.00057943i,-0.00086146-0.00073627i,-0.00092061-0.0037976i,-0.0015465+0.00097555i,0.00014693-0.00069893i,-0.0022554+0.0013739i,-0.0040191+0.00029881i,-0.00014589-0.0020225i,-0.00022675+0.00081302i,-0.00068846-0.00027795i,-0.00015557+0.00016131i,-0.0018073-0.00084088i,-0.00038895+0.00032692i,-0.0025721+0.0013192i,-0.00073312+0.0021607i,-0.0010382+0.00052031i,-0.00070109-0.00015383i,-0.00014427-0.00056559i,0.00028435-0.0014027i,-0.00057838-0.0018667i,0.0013507+0.0010129i,0.00046592+0.00051204i,0.00053486+0.0011007i,-0.00035563+0.00089856i,0.0024783-0.00078901i,-0.0029703+0.0037398i,-0.0020626+0.001405i,-0.00025359-0.00056179i,-0.0008797+0.0010421i,0.0033916-0.00022077i,-0.0013229+5.5928e-05i,-0.00061186+0.00043695i,-0.0010254+0.00035177i,-0.0021319-6.8077e-05i,-0.0078561-0.0091337i,-0.0014796-0.027334i,-0.0022677-0.033665i,-0.0086664-0.013584i,-0.0076557-0.027533i,-0.01088-0.01317i,-0.030431-0.021922i,-0.045035-0.026567i,-0.0020157-0.014918i,0.0024235-0.014074i,0.0032054+0.008063i,-0.0006815+5.4857e-06i,0.0066352+0.00039302i,0.0037979+0.0046212i,0.0006861-0.0030647i,-0.0060405-0.0052784i,0.0023167+0.0066935i,0.0010522-0.0059995i,-0.0010851-0.0034313i,-0.001531-0.00026096i,0.00017551+0.00083093i,-0.0019532-0.0030641i,0.0039616-0.0003816i,-0.0062287-0.0013082i,0.0058611-0.0012945i,-0.0025975-0.0041542i,-0.00019902-0.0027156i,-0.00061715+0.001093i,0.00092298+0.0035773i,0.00038525+0.0027985i,0.0045412-0.0037165i,0.0036343+4.2844e-05i,-8.0723e-05+0.00026041i,0.0034696-0.0012284i,-0.000292+0.0024492i,0.0028112+0.0075215i,-0.00014496+0.00041119i,0.0032938+0.00045084i,0.00022132-0.00084125i,-0.0070375+0.001728i,-0.0010544+0.0010297i,-0.0040245-0.0032372i,-0.00072374+0.0017742i,0.00050751-0.0010769i,0.0010993-0.0012943i,0.0026038-0.029905i,0.0224+0.0105i,0.0058515+0.0037701i,-0.0065874+0.01382i,0.011986-0.0012633i,0.00029559-0.00023424i,-0.0035275+0.0059083i
-0.0017298-0.01272i,-0.031026-0.012657i,-0.029649+0.012198i,-0.010522+0.011394i,-0.00081457+0.012075i,-0.0058788+0.014095i,-0.019357+0.011231i,-0.032573-0.0030316i,-0.022073+0.0037253i,-0.0036165+0.00076371i,0.00079655+0.00028246i,-0.0013565-0.0005473i,-0.0021061-0.0031377i,-0.00074977+0.0016021i,-5.2592e-05-0.00082123i,-0.0017401+0.001499i,-0.002062+0.002255i,-0.00076006-0.0021712i,0.00033162+0.00054596i,-0.00079261-0.00030308i,-0.00026244+0.00020549i,-0.0018451+0.00013857i,-0.00027325+0.00017955i,-0.0023535+0.0021002i,5.9973e-05+0.0018649i,-0.0007572+0.00075681i,-0.00073186-0.00010806i,-0.00029263-0.00061625i,-0.00025368-0.0014369i,-0.001216-0.0016124i,0.0015755+0.00054896i,0.00063345+0.00029856i,0.0009832+0.0007441i,0.00017764+0.00094926i,0.0013773-0.0016028i,-0.0018101+0.0045925i,-0.0014392+0.0020205i,-0.00044264-0.0004739i,-0.00028586+0.0017069i,0.0035062-0.00066324i,-0.0014105+0.00043687i,-0.00070267+0.00065204i,-0.0011507+0.00031827i,-0.0017352+0.0001429i,-0.0081966-0.0077573i,-0.004885-0.026295i,-0.0055832-0.032667i,-0.0099228-0.013609i,-0.012009-0.027802i,-0.012785-0.014453i,-0.030864-0.014513i,-0.048923-0.015661i,-0.0014543-0.013642i,-7.2332e-05-0.016514i,0.0024115+0.0092593i,-0.00017279+0.00077214i,0.0058966-0.00018705i,0.0042998+0.0032257i,0.00073427-0.002202i,-0.0081242-0.0015538i,0.004291+0.0054538i,-0.0017954-0.0043706i,-0.0015732-0.0023369i,-0.0009362-3.1076e-05i,0.00029109+0.0010181i,-0.0024452-0.0022069i,0.0032418-0.0023872i,-0.005806+0.0015235i,0.0048673-0.0040471i,-0.0032933-0.0026509i,-0.0013065-0.002383i,-0.00055364+0.0013354i,0.0012522+0.0021178i,0.00089532+0.002439i,0.00049078-0.0046601i,0.0038958+0.0011554i,-0.00056121+0.00053005i,0.0025564-0.0028064i,0.00045527+0.002463i,0.0041728+0.0055635i,-0.00038866+0.0007251i,0.0020448-0.00075975i,-0.00028078-0.00084043i,-0.0058585+0.0045195i,-0.00073705+0.0010668i,-0.0039874-0.0026253i,-0.0001416+0.0014078i,0.00041161+0.00010166i,0.00083331-0.00072948i,-0.0031292-0.031239i,0.021953+0.0041242i,0.0053197+0.0031133i,-0.0050482+0.01556i,0.0079713-0.0080949i,0.00066106+0.00047373i,-0.0042181+0.0068599i
-0.0036278-0.012032i,-0.03223-0.0082755i,-0.026217+0.016563i,-0.0081304+0.01276i,-9.1033e-05+0.01161i,-0.0037534+0.0136i,-0.017425+0.01367i,-0.032152+0.0018469i,-0.022486+0.0065783i,-0.0030047+0.0013614i,0.00093362-0.00057292i,-0.0017654+0.00019911i,-0.00298-0.0022023i,1.7567e-05+0.0016021i,-0.00055721-0.00076181i,-0.0013451+0.0013414i,-0.00028878+0.0023715i,-0.0013287-0.0021859i,0.00054076+0.00021065i,-0.0011792-0.0001766i,-0.00026239+0.00030955i,-0.001461+0.00084137i,-0.00032967-2.3557e-05i,-0.0017523+0.0028581i,0.00036761+0.0017716i,-0.00052029+0.00087525i,-0.00076982+3.125e-05i,-0.00049311-0.00062909i,-0.00069154-0.0012304i,-0.0018197-0.0010362i,0.0014989+0.00014916i,0.00069111-9.823e-05i,0.0013406+0.00018782i,0.00063566+0.00067528i,0.00038954-0.0017583i,-0.00033228+0.0046996i,-0.00066686+0.002517i,-0.00059322-0.00028664i,0.0006958+0.0016446i,0.0038285-0.0015467i,-0.0012868+0.00094897i,-0.00049969+0.0010678i,-0.0013052+0.00074373i,-0.0015689+0.00020837i,-0.0082752-0.0070811i,-0.0076126-0.025313i,-0.0084184-0.031921i,-0.01133-0.013459i,-0.016218-0.027076i,-0.014975-0.014042i,-0.02931-0.0090039i,-0.04783-0.0059004i,-0.00067455-0.013949i,-0.0035328-0.017425i,0.004335+0.010004i,0.00024537+0.0010065i,0.0056644-0.00083854i,0.0042744+0.0019147i,0.00062134-0.0020843i,-0.0081343+0.0032307i,0.0055998+0.0042001i,-0.0026153-0.00082872i,-0.0010622-0.0018109i,-0.00058749-0.00029149i,0.00073871+0.0010009i,-0.0023764-0.0014191i,0.0017931-0.0035828i,-0.0041246+0.0034604i,0.0029199-0.005677i,-0.0034449-0.0018985i,-0.0021326-0.0014708i,-0.00031814+0.0015943i,0.00086386+0.0012278i,0.0011903+0.0020068i,-0.0018407-0.0035171i,0.0050488+8.834e-05i,-0.0007756+0.00092167i,0.00035394-0.0036882i,0.0012976+0.0019257i,0.0046653+0.0038175i,-0.00073756+0.00095785i,0.00055861-0.0015053i,-0.00088922-0.00036397i,-0.003313+0.0066963i,0.00011399+0.00091191i,-0.0063493-0.0021673i,-0.00029821+0.0011108i,0.0011203+0.0013177i,0.0010086-0.00046822i,-0.0087138-0.030257i,0.020368-0.0015204i,0.0046889+0.0018866i,-0.0027234+0.017181i,0.0055966-0.0085338i,0.0016332+0.00075305i,-0.0040888+0.0079669i
-0.0050438-0.011202i,-0.033075-0.0035719i,-0.022311+0.01968i,-0.0056933+0.013437i,0.0010133+0.011471i,-0.0020786+0.012975i,-0.015434+0.015933i,-0.030584+0.0062112i,-0.022285+0.010248i,-0.0024493+0.0018424i,0.00051058-0.0012364i,-0.0015752+0.0010046i,-0.0033704-0.00095976i,0.00057589+0.0014684i,-0.00081193-0.00030998i,-0.0011041+0.001194i,0.00085435+0.0019524i,-0.0021914-0.0019818i,0.00070882-0.00010224i,-0.0015695+0.00026136i,-0.00016621+0.00036681i,-0.00081009+0.0012835i,-0.00055331-9.0949e-05i,-0.00092858+0.0031606i,0.00079723+0.001637i,-0.00028831+0.00098827i,-0.00079455+0.00024805i,-0.00072302-0.00057625i,-0.0010568-0.00092858i,-0.0021188-0.00011893i,0.0013902-7.532e-05i,0.00049052-0.00047092i,0.0012932-0.00056129i,0.0009239+0.00018073i,-0.00044993-0.0013719i,0.00091404+0.0043096i,0.00037744+0.0027483i,-0.00057759-6.6697e-05i,0.001244+0.0010098i,0.0036998-0.0028211i,-0.00098057+0.0013147i,1.4315e-05+0.0011796i,-0.0010376+0.0012259i,-0.0013839+0.00038619i,-0.0085445-0.0071334i,-0.010211-0.024045i,-0.011297-0.030608i,-0.013244-0.012798i,-0.01995-0.025875i,-0.016585-0.012899i,-0.027184-0.0046362i,-0.044958+0.0010354i,-0.00050705-0.015025i,-0.00613-0.016487i,0.007614+0.010556i,0.00061945+0.0010099i,0.0050564-0.0017183i,0.0039606+0.0013462i,0.00021574-0.0016784i,-0.0059301+0.006802i,0.0056554+0.0027134i,-0.0019331+0.001388i,-0.0015908-0.0024384i,-0.00069796-0.00067672i,0.0011309+0.00062048i,-0.0020948-0.0010595i,0.00020809-0.0038044i,-0.001928+0.0044183i,0.0027545-0.0070281i,-0.0038397-0.0013504i,-0.0025858-0.00052627i,-0.00013257+0.0019724i,0.00045857+0.00084323i,0.0014342+0.0016725i,-0.0038596-0.0028951i,0.0047958-0.0020502i,-0.00070022+0.0015295i,-0.0018186-0.0028424i,0.0017091+0.0011146i,0.0045762+0.0025532i,-0.00076771+0.0016364i,-0.0011356-0.0012017i,-0.00071742+0.00011616i,-2.7859e-05+0.0070023i,0.00031641+0.00014377i,-0.0068604+0.00082566i,-0.00035121+0.0013138i,0.0024877+0.0016284i,0.0013502-0.00045668i,-0.013164-0.028109i,0.016703-0.0069039i,0.0036275+0.0010661i,0.00083316+0.017912i,0.0035777-0.0088062i,0.0023803+0.00032035i,-0.0038125+0.0088508i
-0.0064025-0.01063i,-0.033032+0.001654i,-0.017935+0.02238i,-0.0029425+0.01356i,0.0024202+0.010921i,-0.0006394+0.01229i,-0.012817+0.017967i,-0.029061+0.0097986i,-0.020774+0.013711i,-0.0019697+0.0022329i,-0.0001566-0.0016493i,-0.0011818+0.001699i,-0.0032629+0.00038657i,0.0010369+0.001403i,-0.00085484+0.0001689i,-0.0011393+0.0012796i,0.0015863+0.0013577i,-0.0028764-0.0012743i,0.00061915-0.00070736i,-0.0015573+0.00092007i,-0.00015165+0.00042805i,-0.0002072+0.0013973i,-0.00086343+0.00012474i,-0.00025341+0.0031944i,0.0011132+0.0013955i,3.254e-05+0.0011291i,-0.00074187+0.00053399i,-0.00095608-0.00044587i,-0.0013962-0.00035154i,-0.0017793+0.00081301i,0.0015218-0.00018935i,7.6801e-05-0.00068358i,0.00083448-0.001065i,0.00092552-0.00045929i,-0.00077658-0.00084951i,0.0018895+0.0036619i,0.001522+0.0023598i,-0.00050809+0.00012409i,0.0013636+0.00033482i,0.0029612-0.004296i,-0.0006113+0.0015446i,0.00037155+0.0010434i,-0.00066424+0.0016867i,-0.0010804+0.00045475i,-0.0097612-0.0077258i,-0.01206-0.023025i,-0.013613-0.028865i,-0.014813-0.011229i,-0.022981-0.024138i,-0.017783-0.011206i,-0.024241-0.0017393i,-0.042089+0.0060943i,-0.00018064-0.016113i,-0.0077144-0.015414i,0.012547+0.008865i,0.00073324+0.00084251i,0.0040279-0.0020208i,0.0036881+0.00076522i,0.00033907-0.0015036i,-0.0029205+0.0090525i,0.0049726+0.0011244i,-0.00066833+0.0030445i,-0.0023154-0.0016169i,-0.0013256-0.00074365i,0.0010312+0.00026695i,-0.0019273-0.00083586i,-0.00079912-0.0031729i,0.00026648+0.0044956i,-0.0033327+0.00066551i,-0.0042599-0.00080824i,-0.0027495+0.0005902i,0.00085123+0.0022531i,-1.6492e-05+0.00059575i,0.0018638+0.0015233i,-0.0057936-0.00060976i,0.0033989-0.0036507i,-0.00017081+0.0020057i,-0.0031238-0.00089153i,0.0014833+0.00068094i,0.004456+0.0017083i,0.00022179+0.0020507i,-0.0018089+0.00012462i,-0.00070418-3.4044e-05i,0.0025506+0.0055202i,-0.00018623-0.00015416i,-0.005341+0.0028249i,6.8604e-05+0.0017465i,0.0036535+0.001261i,0.0015603-0.00059407i,-0.016591-0.025758i,0.011986-0.010508i,0.0019942+0.00023399i,0.0046536+0.016905i,0.0014026-0.0087217i,0.0024415-0.00039451i,-0.0032888+0.0099329i
