-0.0081395-0.039584i,-0.012212-0.043483i,0.0015284-0.045945i,-0.026818-0.027954i,-0.02044+0.014432i,-0.03225-0.032463i,-0.059585-0.062487i,-0.022229-0.072787i,-0.038412-0.065299i,0.0020157+0.015584i,-0.0075303+0.010205i,-0.014967+0.013494i,0.0012819+0.017268i,-0.0038638-0.0033525i,0.00041176+0.0067406i,-0.00019671+0.039312i,0.025793+0.056087i,0.0010189-0.00031664i,-0.0058105-0.0085135i,0.0072261+0.0044663i,0.0016288+0.0010095i,-0.0015487+0.0037274i,3.7964e-05-0.001331i,-0.035593-0.0094475i,-0.0027617-0.0082269i,-0.00030973+0.0043617i,0.0048754-0.0017258i,0.00025885+0.00076798i,-8.141e-05-0.0010337i,-3.2895e-05-0.0027617i,-0.0011168-0.0055491i,-0.0023137-0.0039579i,-0.0010091-0.0077879i,0.0032471-0.00081269i,0.0030659-0.003i,-0.0042007+0.032968i,0.0063591-0.004708i,0.0038321-0.0021577i,0.0048935-0.00029177i,-0.068719-0.028302i,-1.8334e-05+0.00013327i,0.0048615-0.0016866i,0.0060058+1.5039e-05i,-0.0034774+0.0036113i,0.0029515+0.0019877i,-0.0038723+0.0087411i,0.016256-0.090169i,-0.00634-0.047498i,-0.023686-0.037002i,-0.019245-0.041758i,0.064006-0.015641i,0.028073-0.06113i,0.038593-0.044604i,0.030166-0.05666i,0.020745-0.016335i,0.0083247+0.0091533i,0.025822-0.034113i,-0.0070099-0.0047513i,0.002418-0.0025229i,-0.0045635-0.0060305i,0.0011928-0.032503i,-0.024649+0.03042i,0.0077978-0.010315i,-0.010819-0.0011784i,-0.005551-0.001417i,-0.0010273-0.013199i,-0.010189+0.0041531i,0.0034738+0.0083518i,-0.0098368+0.030434i,0.0055365+0.0072466i,-0.005273-0.0016107i,-0.0021949-0.0021985i,-0.010773-0.0073996i,0.00096892-0.003723i,-0.040875+0.0043894i,0.0024721-0.012597i,-0.0098694-0.0022936i,-0.0063608-0.0030677i,0.0064525+0.0016261i,-0.0089526+0.0013006i,0.0010134+0.00068741i,0.0057014+0.0094963i,0.0044785+0.00041193i,-0.00891-0.0092498i,0.0025088+0.0088599i,-0.019386+0.0082318i,0.0062944+0.0035787i,-0.028858-0.0090333i,-0.033558+0.0024254i,0.024538-0.080662i,0.012587-0.010289i,-0.043587-0.027902i,-0.02187-0.004734i,0.018005+0.012348i,-0.027359+0.011623i,-0.011334-0.0085411i
0.0118-0.0085953i,-0.0097057-0.03525i,-0.028889-0.018082i,-0.01362-0.00087689i,-0.014415+0.01373i,-0.018812+0.0068248i,-0.02033-0.0071258i,-0.016772-0.030113i,-0.015432-0.011213i,-0.00218-0.0034908i,0.00067337+8.0358e-05i,0.0015443-0.00085383i,0.0020304-0.00021858i,0.00068698-0.00063796i,0.00075781-0.00013932i,-0.0033984-0.0023998i,0.0039372-0.003043i,0.0026366-0.0008864i,0.00013357-0.0012858i,0.00027781-0.00058568i,-0.0010206-0.00054924i,0.0018413-0.0012341i,-0.00078424-0.00099817i,-0.0015925-0.0018338i,-0.0015814-0.0012465i,-8.9953e-05-0.0011996i,-0.00010927-0.0012554i,3.656e-06-0.00020906i,0.00066519-0.0001543i,0.0011011+0.00030109i,-0.0013749+0.0014146i,-0.0011052+0.00047628i,-0.0006428+0.00024828i,-0.00023692-0.00036971i,-0.00053654+0.0023525i,-0.0029092-0.0012555i,-0.00027702-0.0021335i,0.00025089+0.00044014i,-0.00093193+3.9096e-05i,0.0036266+0.0048223i,-0.00047301-0.00043191i,-0.00068078-0.00068837i,-0.0013762-0.0003965i,-0.00055064-0.0035215i,0.002315-0.0098981i,0.0169-0.018749i,0.015438-0.034221i,-0.0074639-0.018405i,0.0035-0.015432i,-0.020141-0.02149i,0.0055811-0.038719i,-0.0026674-0.037752i,0.014006-0.013271i,0.0056627-0.012887i,-0.0041901+0.0088227i,0.0054471-0.00085736i,0.0057052+0.011513i,-0.003508+0.0031384i,0.0054154-0.00013576i,0.0090058-0.0032957i,-0.0036403-0.00024101i,0.0097303+0.0050216i,0.0015779-0.000895i,-0.0023152-0.0028472i,-0.0023918+0.0008269i,0.0014628-0.0021264i,-0.004137+0.0047976i,0.0042932-0.0035708i,-0.0034126+0.0056661i,0.004021+3.7027e-05i,0.0042117+0.0019051i,-0.0012386+0.00054006i,-0.0066886-0.0029108i,-0.0017338+0.0018187i,-0.0010356+0.0018878i,0.00021009+0.0049833i,-0.0019132+0.001799i,0.00067017+0.0033671i,-0.0013747+1.632e-05i,-0.010208+0.0037183i,-0.0011552-9.467e-05i,-0.0041889+0.0037112i,0.00072901+0.0011015i,0.002094-0.0041273i,-0.0014755-0.0018107i,0.0025505-0.0045516i,-0.0036901-0.00088661i,0.0064974+0.0019291i,0.0028936+0.00080837i,0.014266-0.016813i,-0.0012483+0.03153i,0.011174+0.012943i,-0.010265+0.0055681i,0.001405+0.0013006i,0.00095718-0.0017454i,-0.0043079+0.00632i
0.0098449-0.010455i,-0.015525-0.032927i,-0.031001-0.013273i,-0.01426+0.0008072i,-0.011032+0.015229i,-0.017066+0.0090663i,-0.021348-0.0040551i,-0.021919-0.026881i,-0.017513-0.0083325i,-0.0033586-0.0034513i,0.00033631-0.00042194i,0.00099002-0.001453i,0.0022838-0.001117i,-2.3566e-05-0.0010851i,0.00058607-0.00018832i,-0.0038311-0.0017943i,0.0015143-0.0049425i,0.0019415-0.001419i,-0.00038349-0.0010883i,2.5517e-05-0.00086456i,-0.00095616-0.00010317i,0.0010665-0.00174i,-0.00093802-0.00064363i,-0.0018795-0.0014542i,-0.0020446-0.00046401i,-0.00052672-0.0010864i,-0.00032804-0.0011252i,5.2517e-05-0.00026455i,0.00075963-0.00036336i,0.0011886-0.00030729i,-0.00082041+0.0019808i,-0.00078012+0.00071212i,-0.00072472+0.00041253i,-0.00043855-0.00029796i,0.00017929+0.0025209i,-0.0030996-0.00063178i,-0.0013637-0.0017116i,0.00054767+0.00013318i,-0.001008+0.00012656i,0.0037508+0.0031976i,-0.00063867-0.00046176i,-0.00089006-0.00041113i,-0.0012656-0.00046117i,-0.0015796-0.0032394i,0.00026044-0.010146i,0.01436-0.021465i,0.011055-0.034596i,-0.0082403-0.015657i,0.002626-0.016756i,-0.019113-0.015326i,-0.0034561-0.040746i,-0.010488-0.040946i,0.010184-0.017052i,0.0030847-0.011635i,-0.00060711+0.009653i,0.0038498-0.0021254i,0.0081999+0.0080867i,-0.0028238+0.0046044i,0.0046563-0.0013371i,0.0076133-0.0057935i,-0.0042705+0.0017181i,0.010799+0.0020221i,0.0019031-0.0012004i,-0.0023333-0.002107i,-0.0012912+0.0014542i,0.0010505-0.0024682i,-0.0014389+0.0054312i,0.0024213-0.0051784i,-0.00078489+0.0060216i,0.0038934-0.002497i,0.0041989-0.00010369i,-0.0010711+0.0009522i,-0.0069314+0.0007412i,-0.0013972+0.0018612i,8.0277e-05+0.0034878i,0.0012712+0.0039072i,-0.001102+0.0024403i,0.0015333+0.0031079i,-0.0016184+0.00076111i,-0.0078035+0.0068882i,-0.00095657+0.00099506i,-0.0023398+0.0054752i,0.00088+0.00052612i,-6.6135e-05-0.0050844i,-0.0016918-0.001045i,0.0013374-0.00581i,-0.0035389+0.00043405i,0.0063031-0.00035024i,0.0031232+0.00037092i,0.013379-0.018494i,0.0056584+0.029998i,0.010787+0.0096973i,-0.0097598+0.0077979i,0.003342+0.0028973i,0.001145-0.0017317i,-0.0038798+0.0070166i
0.0075603-0.011921i,-0.020648-0.029384i,-0.032282-0.0083184i,-0.014668+0.0031355i,-0.0078283+0.015578i,-0.01493+0.011007i,-0.021922-0.00066484i,-0.026011-0.022697i,-0.018512-0.0055778i,-0.0048188-0.0030733i,-8.5101e-05-0.0003664i,0.00013785-0.0015976i,0.0021012-0.0019563i,-0.00073368-0.00087437i,0.00061255-0.00025417i,-0.0039327-0.00098599i,-0.0013393-0.0045222i,0.0014075-0.0015887i,-0.0007674-0.00071857i,-0.00039581-0.00080048i,-0.00073622+0.00018697i,0.0003483-0.001831i,-0.00096427-0.00029637i,-0.0020984-0.0010685i,-0.0020633+0.00014127i,-0.00089904-0.00080447i,-0.00059684-0.00080201i,6.098e-05-0.00036871i,0.00070866-0.00060345i,0.001179-0.00082564i,0.00020933+0.0020856i,-0.00037871+0.0008486i,-0.00085852+0.0007494i,-0.00054463-0.00014041i,0.0012137+0.002261i,-0.0034088-1.1233e-05i,-0.0019485-0.0010271i,0.00065605-0.0003109i,-0.00095492+0.00027769i,0.0039059+0.0021311i,-0.0008314-0.00045456i,-0.00091972-3.0935e-05i,-0.0013093-0.00041252i,-0.002184-0.002531i,-0.0018712-0.010217i,0.011275-0.024087i,0.0071888-0.034315i,-0.0080983-0.014042i,0.0019673-0.01918i,-0.016674-0.011629i,-0.012747-0.039095i,-0.019713-0.04157i,0.005949-0.018459i,0.0021362-0.01079i,0.0023465+0.0084734i,0.002137-0.0026426i,0.0082308+0.0050727i,-0.0014363+0.0058475i,0.004352-0.0019677i,0.0048297-0.0080403i,-0.0037627+0.0036462i,0.010477-0.001626i,0.0020514-0.0018235i,-0.0021036-0.0014169i,-0.00052758+0.0013466i,0.00064966-0.0028353i,0.0011902+0.0045528i,2.6387e-05-0.00597i,0.0018054+0.0056154i,0.0021014-0.0040518i,0.0032796-0.0016328i,-0.00076755+0.0012139i,-0.0054486+0.0032369i,-0.0013341+0.0019245i,0.0024539+0.0039253i,0.001487+0.0033067i,0.00012391+0.0025102i,0.0026363+0.0027993i,-0.0013186+0.0014203i,-0.005122+0.0082891i,0.00011099+0.0014231i,0.0010481+0.0065452i,0.00073909+5.1589e-05i,-0.0024799-0.0050898i,-0.0017883-0.00082894i,-0.00051949-0.0066434i,-0.0025958+0.0012463i,0.0050326-0.0017489i,0.0033718-0.00018278i,0.012037-0.021325i,0.011284+0.027006i,0.0095152+0.0072625i,-0.008953+0.009651i,0.0057208+0.0030892i,0.00072031-0.0015973i,-0.0032248+0.0072257i
0.0049912-0.012921i,-0.024581-0.024911i,-0.032813-0.0030576i,-0.014166+0.0054715i,-0.0050315+0.015073i,-0.012479+0.012256i,-0.021638+0.0027176i,-0.02951-0.018087i,-0.019334-0.0030521i,-0.0047786-0.0023644i,-0.00037281-7.9178e-05i,-0.00047937-0.0012421i,0.0015216-0.0028661i,-0.0011234-0.00045992i,0.00058815-0.00050529i,-0.0037684-6.6255e-05i,-0.0025747-0.0028854i,0.001058-0.0016792i,-0.0010651-0.00021774i,-0.00061476-0.00052214i,-0.00046057+0.00033952i,-0.00028297-0.0018214i,-0.00096793+0.00010778i,-0.0022772-0.00057774i,-0.0019716+0.00087808i,-0.0012146-0.00040141i,-0.00067344-0.00051166i,-1.2784e-05-0.00054108i,0.00065689-0.00067443i,0.00091675-0.0015132i,0.00095643+0.0016661i,-7.0944e-05+0.00081292i,-0.00054536+0.0012407i,-0.00061787+8.0337e-05i,0.0020963+0.0014247i,-0.003725+0.00093868i,-0.002222-0.00034262i,0.00043754-0.00066519i,-0.0009587+0.00056354i,0.0040942+0.0010259i,-0.0011271-0.00029979i,-0.00084418+0.00036478i,-0.0012503-0.00021303i,-0.0025714-0.0016769i,-0.0040964-0.0095778i,0.0074027-0.026385i,0.004071-0.034445i,-0.0077892-0.013237i,2.0888e-05-0.021982i,-0.013616-0.010078i,-0.020484-0.035255i,-0.029261-0.039331i,0.0024503-0.018385i,0.0023087-0.01072i,0.0036966+0.0066665i,0.00048704-0.002298i,0.0079345+0.0031737i,0.00053525+0.0060059i,0.0038059-0.0033016i,0.00098215-0.0085838i,-0.0024775+0.0054387i,0.0083401-0.0049289i,0.0019559-0.0027554i,-0.0017779-0.00097219i,-0.00014708+0.0012222i,-4.0976e-05-0.0030992i,0.0025922+0.0030108i,-0.0025172-0.0056789i,0.0042521+0.0036675i,0.00060639-0.0046126i,0.0020723-0.0024446i,-0.00036809+0.0010054i,-0.0030418+0.0045889i,-0.0012904+0.0025697i,0.0040353+0.002667i,0.0021844+0.0031408i,0.00094859+0.0015643i,0.0036768+0.0014969i,-0.001084+0.0017953i,-0.0026271+0.0088105i,0.00066333+0.0008325i,0.0036531+0.0042067i,0.00065301-4.917e-05i,-0.0049365-0.0036197i,-0.0020721-0.00016998i,-0.002592-0.0061439i,-0.0019405+0.0015693i,0.0033939-0.0021838i,0.0030528-0.0011129i,0.0096379-0.02439i,0.016314+0.023243i,0.0080412+0.0053519i,-0.0079387+0.011026i,0.0075435+0.001511i,0.00047107-0.0011565i,-0.0025406+0.0069495i
0.0024258-0.013266i,-0.027106-0.020201i,-0.032381+0.0020738i,-0.013279+0.0075391i,-0.002899+0.013953i,-0.010339+0.013021i,-0.020966+0.0055845i,-0.03157-0.012648i,-0.019944-0.00078636i,-0.0042231-0.0012586i,-0.00034776+0.00039186i,-0.0007328-0.00088192i,0.00047515-0.0035045i,-0.0013621+4.3667e-05i,0.00034139-0.00073941i,-0.0032225+0.00064446i,-0.003059-0.0016741i,0.00073099-0.0017906i,-0.00087573+0.00053674i,-0.00071961-0.0002621i,-0.00022418+0.00027961i,-0.001148-0.0016093i,-0.00067345+0.00039063i,-0.0023343-9.6488e-05i,-0.0014364+0.0018168i,-0.0012997+7.9246e-05i,-0.00062225-0.00026982i,-0.00012226-0.00052878i,0.00067046-0.00092003i,0.00021043-0.0019719i,0.0013835+0.0011586i,0.00016061+0.00067824i,7.888e-05+0.0013098i,-0.0006906+0.00043495i,0.002402+0.00017752i,-0.0036959+0.0021132i,-0.0022888+0.00050697i,8.7226e-05-0.00073453i,-0.00081311+0.00093098i,0.0036103+0.00021636i,-0.0013408+3.942e-05i,-0.00050725+0.00053868i,-0.0010322+0.00012586i,-0.002617-0.00072629i,-0.005699-0.0081446i,0.0026182-0.02751i,0.00038801-0.034842i,-0.0077399-0.013195i,-0.0030046-0.0245i,-0.010935-0.010899i,-0.026848-0.029363i,-0.0383-0.033619i,-0.00065622-0.017393i,0.0026331-0.011853i,0.0035478+0.0056301i,-0.0006071-0.0011171i,0.007614+0.0016592i,0.0021793+0.0055111i,0.0020612-0.0038842i,-0.002672-0.0075699i,-0.00020937+0.0065605i,0.0043698-0.0069076i,0.00097698-0.0039592i,-0.0016621-0.00060115i,0.00015916+0.0010794i,-0.00093479-0.0030742i,0.0033959+0.0015435i,-0.0046177-0.0043492i,0.0053524+0.0011239i,-0.00094168-0.0049452i,0.00094085-0.0026817i,-0.00060573+0.00086333i,-0.00072364+0.00465i,-0.00047427+0.0030342i,0.0055367+0.00039086i,0.0029879+0.0023829i,0.00076769+0.00050491i,0.0038284-0.00016837i,-0.00071334+0.00209i,2.5614e-05+0.008739i,0.00030786+0.00050962i,0.0041197+0.0017805i,0.0007568-0.00028596i,-0.0063611-0.0011964i,-0.0017365+0.00086789i,-0.0039496-0.0049539i,-0.0014097+0.0018978i,0.0020807-0.0020061i,0.0020952-0.0017041i,0.0066584-0.026914i,0.021017+0.017367i,0.006674+0.0047255i,-0.0069085+0.012365i,0.0092469-0.00041525i,0.00039532-0.00072173i,-0.0025147+0.0060844i
0.0001504-0.01309i,-0.028884-0.015795i,-0.031398+0.0070973i,-0.012038+0.0095319i,-0.0014783+0.012715i,-0.0080877+0.0136i,-0.020081+0.0084145i,-0.03261-0.0076012i,-0.020547+0.0013916i,-0.0033288-4.952e-05i,0.00022182+0.00065752i,-0.00084681-0.00067733i,-0.00076842-0.0036835i,-0.0012542+0.00083007i,0.00010466-0.00071126i,-0.0025637+0.0011045i,-0.0033667+0.00033178i,0.00036489-0.0018538i,-0.00016711+0.00086727i,-0.00075032-8.0292e-05i,-0.00020319+0.00014241i,-0.0018339-0.00085943i,-0.00041223+0.00038355i,-0.0025913+0.00038708i,-0.0004309+0.002131i,-0.0010543+0.00055213i,-0.0006381-0.00025909i,-0.00015981-0.00059248i,0.00037571-0.0013668i,-0.00052638-0.0019357i,0.0014901+0.00078269i,0.00040741+0.00053544i,0.00059971+0.0010438i,-0.00037207+0.00091644i,0.0017931-0.0011116i,-0.0032973+0.0032454i,-0.0020349+0.0013586i,-0.0002571-0.00054824i,-0.00074359+0.0013655i,0.0034211-0.0001573i,-0.0013852+0.00030696i,-0.00045565+0.00049535i,-0.00093698-8.2251e-05i,-0.0020678-0.00011777i,-0.0064225-0.0067574i,-0.001919-0.027048i,-0.0036007-0.034132i,-0.0083861-0.013355i,-0.0069827-0.026221i,-0.010852-0.013097i,-0.030432-0.021944i,-0.044656-0.025272i,-0.0020887-0.015283i,0.0022295-0.014207i,0.0036667+0.0077444i,-0.00067191+0.00017718i,0.0068294+0.00028036i,0.0034452+0.0043486i,0.00055096-0.0029535i,-0.0058693-0.0051855i,0.0023488+0.0062234i,0.00012524-0.0059234i,-0.00098909-0.0043456i,-0.0012805-0.00027807i,0.00018741+0.00088566i,-0.001794-0.0028792i,0.0040231-0.00026122i,-0.006153-0.0020324i,0.0054123-0.0013684i,-0.0029611-0.0042434i,5.5468e-05-0.0026317i,-0.00062985+0.0010974i,0.00088939+0.0035346i,0.00039011+0.0026923i,0.0034502-0.0038937i,0.0029881+0.0024134i,-5.7033e-05+0.00027359i,0.0033307-0.0011615i,-0.00026079+0.0024165i,0.0026472+0.0074261i,-4.3176e-05+0.0005112i,0.0034934-0.000231i,0.00030516-0.00070153i,-0.0063247+0.0015401i,-0.00083906+0.0011083i,-0.004726-0.0039483i,-0.00056983+0.0018615i,0.00094361-0.001051i,0.001365-0.0013282i,0.0027774-0.029813i,0.022546+0.010313i,0.005883+0.003844i,-0.0058809+0.013414i,0.0091112-0.002832i,0.0004097-0.00024999i,-0.0035168+0.005873i
-0.0020294-0.012671i,-0.030244-0.011612i,-0.029178+0.012263i,-0.010256+0.011232i,-0.00078476+0.011923i,-0.0057664+0.013664i,-0.018688+0.011172i,-0.032976-0.0024373i,-0.021326+0.0038436i,-0.0029845+0.00074755i,0.00088953+0.00022129i,-0.0013038-0.00050984i,-0.0020229-0.0031946i,-0.00065451+0.001361i,-0.00010536-0.00079621i,-0.0019203+0.0011385i,-0.0020148+0.0018805i,-0.00012612-0.0018606i,0.00038018+0.00058231i,-0.00073829-0.00017981i,-0.00029336+0.00022491i,-0.0018771+0.00014019i,-0.00028859+0.00026545i,-0.0028303+0.001312i,0.00033128+0.0018069i,-0.00076292+0.00076201i,-0.00069879-0.00020139i,-0.00026675-0.00065061i,-0.00021651-0.00145i,-0.0012447-0.0016376i,0.0016073+0.00031827i,0.00059494+0.00031532i,0.0010043+0.00075189i,0.00015489+0.00097838i,0.00068537-0.0015621i,-0.0022315+0.0041636i,-0.0014289+0.0021224i,-0.00040303-0.00044637i,0.00011289+0.0019757i,0.0037128-0.00067793i,-0.0013903+0.00064217i,-0.00047582+0.00072052i,-0.0012292-0.00024533i,-0.001628+9.7422e-05i,-0.0065202-0.0058354i,-0.0053204-0.025891i,-0.0070428-0.032721i,-0.0094941-0.0133i,-0.011088-0.026923i,-0.0127-0.014368i,-0.030971-0.014492i,-0.047644-0.015116i,-0.0011782-0.013826i,-0.00022773-0.016745i,0.003423+0.0085482i,-0.00011695+0.00090338i,0.0061073-0.000308i,0.0038708+0.0030775i,0.0007263-0.0021094i,-0.0079289-0.0015351i,0.0041227+0.0045404i,-0.0019686-0.0033459i,-0.0024556-0.0026439i,-0.00068797-0.00024877i,0.00033649+0.00097383i,-0.0022912-0.0022216i,0.0033215-0.0024326i,-0.006051+0.00092056i,0.0049851-0.0039741i,-0.0036995-0.0024533i,-0.00096948-0.0025355i,-0.00051537+0.0013641i,0.001169+0.0021597i,0.00094734+0.0023713i,0.00067107-0.0045435i,0.0045934+0.001341i,-0.00051506+0.00057099i,0.0026233-0.0027333i,0.00046458+0.0023921i,0.0040656+0.005565i,-0.00017105+0.00079247i,0.00224-0.0013474i,-0.00017736-0.00077687i,-0.0052749+0.0036971i,-0.00049838+0.00093893i,-0.00537-0.003103i,-7.1826e-05+0.0014557i,0.00059269+0.00033488i,0.0010512-0.00087717i,-0.002965-0.031273i,0.022164+0.0039029i,0.0052841+0.0031747i,-0.0048855+0.015038i,0.0074859-0.0067143i,0.00073015+0.00045321i,-0.0042119+0.0067381i
-0.0039878-0.011909i,-0.031281-0.0074811i,-0.025642+0.016544i,-0.0080577+0.012461i,-6.4603e-05+0.011448i,-0.0036823+0.013188i,-0.016874+0.01351i,-0.032245+0.0026091i,-0.02179+0.0070429i,-0.0026332+0.0013525i,0.00094331-0.00066003i,-0.0017068+0.00020013i,-0.002903-0.0022988i,9.9166e-05+0.0014708i,-0.0005787-0.00070252i,-0.0014476+0.00093896i,-0.00065167+0.0021125i,-0.00065177-0.0018823i,0.00057494+0.0002099i,-0.00099997-0.00017408i,-0.00029051+0.00035521i,-0.0015161+0.00075851i,-0.00032947+6.8323e-05i,-0.0023981+0.0024442i,0.00066702+0.0016387i,-0.0005144+0.0008698i,-0.00078247-6.2653e-05i,-0.00043038-0.00067514i,-0.00066369-0.001219i,-0.0018673-0.0010418i,0.0014768+6.9365e-06i,0.00064995-9.1789e-05i,0.0013941+0.0001903i,0.00062813+0.00077409i,-0.00013617-0.0013647i,-0.00083104+0.0044927i,-0.00048549+0.0026648i,-0.00055104-0.00026377i,0.0011198+0.0015708i,0.0040171-0.0017806i,-0.0012008+0.0011221i,-0.00024993+0.0010657i,-0.0016395+0.00024464i,-0.0014871+0.0001082i,-0.0065626-0.0054792i,-0.0080655-0.024756i,-0.0096256-0.031703i,-0.010895-0.013115i,-0.015207-0.026183i,-0.014843-0.014135i,-0.029382-0.0089615i,-0.047119-0.0061759i,-0.0003045-0.014401i,-0.0037424-0.017546i,0.0044488+0.009062i,0.00037597+0.0010877i,0.0058622-0.00099085i,0.0039171+0.0019902i,0.00060023-0.002078i,-0.0079749+0.002928i,0.0051137+0.0026779i,-0.0025161-0.00062766i,-0.0016275-0.0022122i,-0.00042742-0.00059569i,0.00070905+0.00096043i,-0.0023244-0.0015795i,0.0017371-0.0038502i,-0.0044524+0.0032162i,0.0036331-0.0071565i,-0.0036838-0.0015414i,-0.0020048-0.0018503i,-0.00024851+0.0015583i,0.00087978+0.0012965i,0.0011537+0.0020444i,-0.0020921-0.0036371i,0.0054311-0.00026725i,-0.00072939+0.00089702i,0.00041803-0.0036906i,0.0012755+0.0018975i,0.0046529+0.0037675i,-0.00047658+0.0010447i,0.00057367-0.0017332i,-0.00080525-0.00038486i,-0.0034997+0.0056754i,0.0002212+0.00075059i,-0.0072807-0.0012901i,-0.00017301+0.001217i,0.001744+0.0016847i,0.0011321-0.00057133i,-0.0085742-0.03041i,0.020256-0.0019797i,0.0046492+0.0020368i,-0.0028106+0.016762i,0.0051195-0.0077679i,0.0016431+0.00075116i,-0.0041472+0.0077561i
-0.0054132-0.01098i,-0.032098-0.0029201i,-0.02182+0.019455i,-0.0057105+0.013233i,0.0010221+0.011305i,-0.0021166+0.012507i,-0.014961+0.015744i,-0.030322+0.0069421i,-0.021169+0.010765i,-0.0021458+0.00179i,0.00049405-0.001332i,-0.0015611+0.0010025i,-0.0032785-0.0011121i,0.00061388+0.0013579i,-0.00082227-0.00027235i,-0.0012245+0.00084536i,0.00049156+0.0021224i,-0.0014309-0.0017512i,0.00077044-0.00012766i,-0.0013471+8.6211e-05i,-0.00019296+0.00038763i,-0.00087581+0.0013318i,-0.00050541-3.3982e-05i,-0.0015592+0.0030624i,0.00090414+0.0014372i,-0.00026654+0.00097093i,-0.000832+0.00011283i,-0.00066083-0.00058871i,-0.001028-0.00093594i,-0.0021937-9.8297e-05i,0.0013227-0.00012507i,0.00047412-0.00049712i,0.0012784-0.00058749i,0.00098946+0.00029454i,-0.00059741-0.00075514i,0.00041806+0.0042397i,0.00064433+0.0028414i,-0.00052853-7.2703e-05i,0.0014883+0.00074804i,0.0037554-0.0030887i,-0.00080015+0.0015091i,0.00020867+0.0011036i,-0.0015516+0.00079887i,-0.0013126+0.00031016i,-0.0067567-0.0056674i,-0.010613-0.023352i,-0.012117-0.030272i,-0.012848-0.012475i,-0.018764-0.025183i,-0.016516-0.013056i,-0.027206-0.0046108i,-0.044808+0.00055445i,-0.00036624-0.015703i,-0.0064009-0.016652i,0.0071648+0.0092879i,0.00080219+0.0010539i,0.0051552-0.0017058i,0.0038713+0.0014001i,0.00024382-0.001633i,-0.0059895+0.0064886i,0.0056181+0.0010077i,-0.0019264+0.0013219i,-0.0022685-0.0022755i,-0.00070752-0.0010038i,0.0010464+0.00067083i,-0.0021182-0.0010891i,0.0001287-0.0040735i,-0.0022067+0.0044361i,0.0022188-0.0090272i,-0.0039876-0.00090399i,-0.0027167-0.00079927i,-0.00014694+0.0017837i,0.00051147+0.00084376i,0.0013987+0.001834i,-0.0041108-0.0027813i,0.0047398-0.0024607i,-0.0007085+0.0014866i,-0.0018579-0.0029061i,0.0015842+0.001111i,0.0044975+0.0025247i,-0.00057046+0.0019553i,-0.0011192-0.0012616i,-0.0006703+7.4675e-05i,-0.00054729+0.0063821i,0.00035129+4.1725e-05i,-0.0072483+0.0019432i,-0.00017755+0.0013861i,0.0036374+0.0015982i,0.0013715-0.00057377i,-0.013152-0.028306i,0.016399-0.0069163i,0.0035757+0.0011796i,0.00053626+0.017656i,0.0032442-0.0082343i,0.0023516+0.00035456i,-0.0040375+0.0085923i
-0.0066777-0.010253i,-0.032012+0.0020879i,-0.01766+0.021986i,-0.0030055+0.013357i,0.0024051+0.010784i,-0.00075187+0.011835i,-0.012388+0.017697i,-0.028479+0.010298i,-0.019294+0.013872i,-0.0017104+0.0020795i,-0.00018203-0.0017698i,-0.0011939+0.0016997i,-0.0032748+0.00020494i,0.0010219+0.0013551i,-0.00083271+0.00017857i,-0.001222+0.00098778i,0.0014718+0.0016471i,-0.0023444-0.0013642i,0.00063144-0.0006995i,-0.0014169+0.0006108i,-0.00018756+0.00047587i,-0.00023269+0.001392i,-0.00081735+0.00016209i,-0.00081085+0.0032267i,0.0011162+0.0011911i,6.1945e-05+0.001091i,-0.00085644+0.00041634i,-0.00092768-0.00039523i,-0.0013262-0.00040958i,-0.0018816+0.00086286i,0.0014208-0.00034037i,8.2101e-05-0.00073824i,0.00076944-0.001045i,0.0010271-0.00032037i,-0.00056945-0.00034249i,0.0014509+0.003721i,0.0014542+0.0024144i,-0.00049278+0.00010168i,0.0014399-2.9064e-05i,0.0028314-0.0045636i,-0.00035745+0.0016657i,0.00049415+0.00091253i,-0.001468+0.0014472i,-0.001035+0.00036476i,-0.0076665-0.0063669i,-0.012237-0.02223i,-0.014143-0.028469i,-0.014444-0.010919i,-0.021734-0.023565i,-0.017815-0.011504i,-0.024243-0.0016617i,-0.04238+0.0058281i,-0.00026076-0.016693i,-0.0080627-0.015533i,0.01037+0.0079065i,0.00099421+0.00083599i,0.0041739-0.0019204i,0.0036001+0.0006738i,0.00040043-0.0015008i,-0.0029649+0.0087967i,0.0051446+3.3846e-05i,-0.00073665+0.0029789i,-0.0027283-0.0012357i,-0.0013805-0.0010252i,0.0010716+0.00027907i,-0.0019652-0.00088535i,-0.00092174-0.0033499i,3.6519e-05+0.0046053i,-0.00059097-0.0053063i,-0.0041965-0.00032058i,-0.0029122+0.00044402i,0.00057534+0.0020745i,2.8596e-05+0.00057929i,0.0018264+0.0016054i,-0.0058876-0.00059891i,0.0030658-0.0037572i,-0.00015097+0.0020191i,-0.0031279-0.0010183i,0.0013528+0.00066709i,0.004342+0.0017614i,0.00053154+0.0022699i,-0.0020894+0.00038382i,-0.00063559-7.5638e-05i,0.0020549+0.0053137i,-9.1536e-05-0.00029415i,-0.0056147+0.0038096i,0.000381+0.0016859i,0.0044943+0.00089917i,0.0015715-0.000702i,-0.016806-0.025988i,0.0118-0.0098127i,0.0020689+0.00027151i,0.0042244+0.01686i,0.0012731-0.0080708i,0.0024905-0.00032409i,-0.003641+0.0096717i
