-0.0079358-0.039278i,-0.013689-0.042948i,0.0010109-0.045491i,-0.026948-0.027362i,-0.020543+0.014073i,-0.032737-0.03047i,-0.059984-0.0594i,-0.022138-0.071127i,-0.033417-0.050228i,0.0013497+0.015193i,-0.0066518+0.010646i,-0.014567+0.013759i,0.0016948+0.015962i,-0.0035119-0.0036641i,0.0010268+0.0062102i,0.00025825+0.036962i,0.01909+0.059284i,0.00077443-0.00016171i,-0.0046592-0.0078679i,0.0082346+0.0044833i,0.0016432+0.0011111i,-0.0010593+0.0036034i,0.0001643-0.0013593i,-0.035263-0.00966i,-0.0026079-0.0071542i,-0.00010137+0.0045857i,0.0052289-0.00018438i,0.00023094+0.00050053i,-0.00029154-0.0011433i,3.823e-05-0.0024957i,-0.0015272-0.0054377i,-0.0022468-0.0038196i,-0.00059849-0.0074204i,0.0032362-0.0014709i,0.0031225-0.0023633i,-0.00096412+0.033355i,0.0060694-0.0041123i,0.0033523-0.0023257i,0.0048605+0.00023137i,-0.013428-0.0040385i,-6.844e-05+0.00031799i,0.0094941-0.000832i,0.0059095-0.00060999i,-0.0035651+0.0034939i,0.0025141+0.0016686i,-0.0032167+0.0073569i,0.012748-0.087451i,-0.0074676-0.04881i,-0.024974-0.040289i,-0.020511-0.041885i,0.061528-0.017889i,0.026229-0.06162i,0.038549-0.046064i,0.029054-0.057244i,0.019127-0.015897i,0.0084063+0.010066i,0.024188-0.031216i,-0.0075497-0.0048291i,0.0024188-0.0027276i,-0.0051311-0.0062396i,0.00093723-0.032151i,-0.023764+0.031554i,0.0076684-0.010119i,-0.010832-0.0012165i,-0.0049814-0.0010431i,-0.0012872-0.013894i,-0.01035+0.0040674i,0.003777+0.0078764i,-0.010431+0.031559i,0.005447+0.0079251i,-0.0052075-0.0013036i,-0.0019681-0.0022961i,-0.011518-0.0074794i,0.00054468-0.0036401i,-0.034723+0.0049572i,0.0021959-0.01236i,-0.008695-0.0021086i,-0.006588-0.0027691i,0.0066268+0.0013448i,-0.0096042+0.0019543i,0.0013266+0.000857i,0.0052755+0.0085527i,0.0047259+0.0002283i,-0.0092343-0.0094462i,0.0022938+0.0084633i,-0.01891+0.0067112i,0.0064745+0.0025522i,-0.029338-0.0079268i,-0.033641+0.0031723i,0.023793-0.078881i,0.012768-0.01076i,-0.042913-0.026199i,-0.023259-0.0030424i,0.017972+0.012229i,-0.026299+0.012552i,-0.011749-0.0079965i
0.0098911-0.0070695i,-0.010173-0.034447i,-0.0286-0.017797i,-0.013518-0.00078253i,-0.014077+0.013384i,-0.018226+0.0071911i,-0.020624-0.0060019i,-0.017171-0.029095i,-0.018586-0.013205i,-0.0017125-0.0039173i,0.00076911+8.8855e-05i,0.0014995-0.00064164i,0.0021865-0.00029064i,0.0007316-0.00048799i,0.00083209-0.00032016i,-0.0035361-0.0018805i,0.002418-0.0034619i,0.0021613-0.0014746i,1.3428e-05-0.001275i,0.00032734-0.00043344i,-0.0010848-0.0005624i,0.0017877-0.0010997i,-0.00078251-0.0010514i,-0.0021987-0.0025693i,-0.0022195+0.00014426i,-3.4871e-05-0.0014047i,0.00018016-0.0013181i,-9.3963e-05-0.00019406i,0.00082902-0.00017587i,0.0010024+0.00031385i,-0.00047634+0.0021292i,-0.0010257+0.00060411i,-0.00081338+0.00019235i,-0.0002785-0.00021327i,-0.0017413+0.0011426i,-0.00292-0.0018628i,-0.00089277-0.0017239i,0.00019137+0.00034626i,-0.00045516-0.00042355i,0.0016977+0.0042919i,-0.0007418-0.00050635i,-0.00047899-0.00069286i,-0.0010071-0.00059109i,-0.00043777-0.0038672i,0.0031605-0.011209i,0.016614-0.018615i,0.015257-0.033807i,-0.0077119-0.018863i,0.0031477-0.016867i,-0.019852-0.021197i,0.0046824-0.038743i,-0.0040809-0.037145i,0.015448-0.013024i,0.0052993-0.013614i,-0.004714+0.0084383i,0.0055133-0.00099553i,0.0047349+0.010946i,-0.0035583+0.0035041i,0.0052902-0.00011742i,0.0082575-0.0030839i,-0.0032957-0.00022775i,0.008907+0.0049381i,0.001494-0.00095047i,-0.0021896-0.0027336i,-0.0020879+0.0007747i,0.0015207-0.0022305i,-0.0038438+0.0046499i,0.004128-0.0036079i,-0.0031127+0.0054026i,0.0036345+0.0001675i,0.0037446+0.0018184i,-0.0012548+0.0005268i,-0.0069458-0.0027726i,-0.0018766+0.0015146i,-0.001153+0.001938i,0.00028105+0.0051815i,-0.0016884+0.0018249i,0.00027762+0.0031178i,-0.0015043+1.4815e-05i,-0.0098894+0.0031542i,-0.0010844-2.7052e-06i,-0.0036666+0.0033167i,0.0010178+0.0012479i,0.0016783-0.0044476i,-0.0012154-0.0018661i,0.0017405-0.0044687i,-0.0039531-0.00090336i,0.0075302+0.00084626i,0.0023342+0.00089352i,0.012794-0.017161i,-0.0010667+0.030589i,0.010449+0.012849i,-0.010218+0.0055519i,0.0013067+0.0013549i,0.0010619-0.0015291i,-0.0039752+0.0063945i
0.0083696-0.0085338i,-0.015921-0.032163i,-0.030592-0.012937i,-0.014102+0.00081531i,-0.010841+0.014944i,-0.016455+0.0092971i,-0.021478-0.0028869i,-0.021993-0.025742i,-0.020974-0.0093387i,-0.0026838-0.0035601i,0.00043155-0.0004265i,0.0010405-0.0012596i,0.0023789-0.0012217i,7.5167e-06-0.00096186i,0.00056231-0.00035908i,-0.0038581-0.001295i,0.00055677-0.0041155i,0.001422-0.0018692i,-0.00043854-0.00099034i,0.00011548-0.00076769i,-0.001012-8.6823e-05i,0.0010637-0.0015374i,-0.0009564-0.00070121i,-0.0027948-0.0020821i,-0.0020876+0.0010714i,-0.00060451-0.0012862i,-0.0002995-0.0012184i,2.7096e-05-0.00026283i,0.0008785-0.00046317i,0.0011109-0.00021909i,0.00031291+0.0023179i,-0.00065845+0.00076255i,-0.00078777+0.00041028i,-0.00044819-0.00018996i,-0.0013664+0.0018289i,-0.0033102-0.001369i,-0.0016051-0.0012828i,0.00046187+8.2442e-05i,-0.00051887-0.00041371i,0.0026272+0.0032836i,-0.00082369-0.00049874i,-0.00066884-0.00055855i,-0.0011203-0.00056578i,-0.0014138-0.0037858i,0.00089109-0.011803i,0.014315-0.02135i,0.010698-0.034093i,-0.008462-0.016078i,0.0021292-0.018239i,-0.018905-0.015235i,-0.004222-0.040545i,-0.011504-0.039708i,0.011911-0.017426i,0.0026132-0.012011i,-0.0015007+0.0096308i,0.003815-0.0022673i,0.0071164+0.0079403i,-0.002722+0.0050284i,0.0045088-0.0012592i,0.0069989-0.0053886i,-0.004026+0.0015484i,0.010148+0.0021929i,0.0019159-0.0011002i,-0.0023002-0.0018685i,-0.0011252+0.0012824i,0.0010634-0.002556i,-0.001226+0.0052034i,0.0021555-0.0051613i,-0.00053083+0.0056533i,0.0036825-0.0022164i,0.0039329+0.00010362i,-0.0011271+0.00094846i,-0.0071067+0.00094636i,-0.0014866+0.0016617i,-0.00014034+0.0034335i,0.0014025+0.0040976i,-0.00090185+0.0023594i,0.0011244+0.0031536i,-0.0017353+0.00082226i,-0.0079045+0.0062243i,-0.00087334+0.0010824i,-0.002141+0.0044785i,0.0011946+0.00048051i,-0.00071496-0.0050669i,-0.0014781-0.0012881i,0.00042214-0.0052957i,-0.0036653+0.00051149i,0.0066246-0.0012098i,0.0025779+0.00055596i,0.01193-0.018747i,0.0054187+0.029121i,0.010276+0.0098292i,-0.009729+0.0078828i,0.0037477+0.0028984i,0.0012516-0.001398i,-0.0036026+0.0069689i
0.0066681-0.0097041i,-0.020994-0.028575i,-0.031754-0.008099i,-0.014494+0.0030284i,-0.0076413+0.015375i,-0.014352+0.011126i,-0.021814+0.00049961i,-0.025841-0.021721i,-0.02169-0.0055981i,-0.0035109-0.002782i,-1.6597e-05-0.00041624i,0.00026721-0.0014527i,0.0021155-0.002134i,-0.00060765-0.00076171i,0.00055051-0.00041278i,-0.0039712-0.00044807i,-0.0012415-0.0036879i,0.00076555-0.0019096i,-0.00075054-0.00064875i,-0.00026108-0.00080075i,-0.00075535+0.00027535i,0.00041687-0.0016607i,-0.001016-0.00035143i,-0.0033741-0.0014348i,-0.0015672+0.0015652i,-0.0010297-0.00094403i,-0.00065117-0.00090017i,5.52e-05-0.00036835i,0.00076338-0.00071727i,0.0011932-0.00064942i,0.0013233+0.0019848i,-0.00031999+0.0008634i,-0.00079364+0.00074363i,-0.00056094-4.1189e-05i,-0.0004781+0.0021911i,-0.0039184-0.0007187i,-0.0019815-0.00055258i,0.00049706-0.00031723i,-0.00057924-0.00037346i,0.0029337+0.0021598i,-0.0010065-0.0004323i,-0.00083224-0.00035428i,-0.001199-0.00037583i,-0.0022207-0.0032814i,-0.0017364-0.012092i,0.011213-0.024172i,0.0069153-0.033906i,-0.0084209-0.014327i,0.0013604-0.020707i,-0.016531-0.011692i,-0.013268-0.038855i,-0.020265-0.039771i,0.0076378-0.019405i,0.0016372-0.011012i,0.0014686+0.0089889i,0.0021253-0.002685i,0.0075185+0.0051512i,-0.001056+0.006147i,0.0043357-0.0017962i,0.0046394-0.0076454i,-0.0036966+0.0032872i,0.010065-0.0014373i,0.0021417-0.0017551i,-0.0019987-0.0012543i,-0.00044593+0.0012742i,0.00055145-0.002897i,0.0011451+0.0043253i,-0.00021731-0.0057438i,0.0018159+0.004829i,0.0021381-0.0036419i,0.0031873-0.0014789i,-0.00079098+0.0012027i,-0.0053512+0.0036475i,-0.0014483+0.0017268i,0.0020536+0.0037084i,0.0016599+0.0035183i,0.00021329+0.0022832i,0.0025051+0.0028807i,-0.0013774+0.0015131i,-0.0053315+0.0077235i,0.00010894+0.0014602i,-4.2921e-05+0.0048974i,0.0010155-0.00019503i,-0.0032687-0.0046183i,-0.0017992-0.0011263i,-0.0011825-0.0054392i,-0.0027264+0.0012274i,0.0050628-0.0025169i,0.002901+0.00013198i,0.010496-0.02125i,0.010881+0.026242i,0.0092228+0.0074444i,-0.0088401+0.0096388i,0.0061027+0.0028345i,0.00090676-0.0014163i,-0.0030411+0.0071342i
0.0046598-0.010629i,-0.02484-0.023979i,-0.032252-0.0029299i,-0.014004+0.0053183i,-0.0048158+0.014932i,-0.011943+0.012247i,-0.02133+0.0037862i,-0.029093-0.017244i,-0.021845-0.0024716i,-0.0040683-0.0016135i,-0.00032413-0.00015407i,-0.00038585-0.0011726i,0.0014809-0.0029979i,-0.0010013-0.000448i,0.00046818-0.00065306i,-0.0037061+0.00049162i,-0.0024791-0.0025103i,0.00025418-0.0018741i,-0.001015-0.0001901i,-0.0005578-0.00057201i,-0.00046272+0.00041829i,-0.0002471-0.0017854i,-0.0010304+3.369e-05i,-0.0038759-0.00043037i,-0.0010633+0.0019982i,-0.0013728-0.00046647i,-0.00071893-0.0005877i,-7.8267e-07-0.00047501i,0.00067731-0.00082147i,0.0010088-0.0013094i,0.001931+0.001177i,1.6523e-05+0.00086527i,-0.00048742+0.0011735i,-0.00062903+0.0001863i,0.00047149+0.0021216i,-0.0045251+0.00030885i,-0.0020393+0.00018992i,0.00029845-0.00061768i,-0.00082971-0.00026184i,0.0029456+0.0011566i,-0.0012061-0.00019328i,-0.0010358+1.5526e-05i,-0.0011366-0.00011664i,-0.0029136-0.0024236i,-0.0045544-0.011586i,0.0072848-0.026494i,0.0036008-0.03408i,-0.0081082-0.013528i,-0.00075197-0.023436i,-0.013609-0.010244i,-0.020838-0.03508i,-0.029399-0.037564i,0.003639-0.019659i,0.0017668-0.010868i,0.0030434+0.0072907i,0.00051365-0.0023365i,0.0073969+0.0032461i,0.00086363+0.0062142i,0.0038101-0.0031099i,0.0010602-0.0083607i,-0.0026359+0.0049813i,0.0080165-0.0047404i,0.001997-0.0027257i,-0.0017587-0.00091831i,-3.965e-05+0.0011671i,-0.00011083-0.0031838i,0.0024242+0.002904i,-0.0027041-0.0054541i,0.0037655+0.0032145i,0.00093695-0.0042258i,0.0020792-0.0023281i,-0.00034128+0.00098538i,-0.0031016+0.0048222i,-0.0013442+0.0024432i,0.0038403+0.0024293i,0.0024024+0.0032501i,0.00092861+0.0013986i,0.0034638+0.001655i,-0.0010018+0.0018373i,-0.0029075+0.0084714i,0.00051415+0.00082028i,0.0019488+0.0041255i,0.0007619-0.00029615i,-0.0053117-0.0028959i,-0.0022022-0.00034913i,-0.0028014-0.0046864i,-0.0021401+0.0015398i,0.0035263-0.0028986i,0.0026315-0.00078825i,0.0082237-0.023787i,0.015787+0.022294i,0.0078255+0.0055256i,-0.0078366+0.011041i,0.0082547+0.0013975i,0.00055314-0.001071i,-0.0024712+0.0067434i
0.0026457-0.011011i,-0.027235-0.019155i,-0.031735+0.0020216i,-0.013167+0.00742i,-0.0027176+0.013863i,-0.0098146+0.012948i,-0.020454+0.0065915i,-0.031107-0.011956i,-0.021685+8.4265e-05i,-0.0040593-0.00041084i,-0.00031583+0.00026626i,-0.00063655-0.00081608i,0.00043281-0.0036212i,-0.0012714+1.5303e-05i,0.00017764-0.00085155i,-0.0030802+0.0011323i,-0.0029278-0.0010236i,-0.00011147-0.0017911i,-0.00085253+0.00057653i,-0.00063966-0.00029774i,-0.00021473+0.00036591i,-0.0011871-0.001594i,-0.00077191+0.00032216i,-0.0039686+0.00094943i,-0.00025368+0.0025381i,-0.0014047+0.00013831i,-0.00069272-0.00032458i,-6.1419e-05-0.00047338i,0.00066721-0.0010938i,0.00039286-0.00173i,0.0020382+0.00033978i,0.00029318+0.00072236i,0.00010373+0.0013289i,-0.00062554+0.0005382i,0.0012647+0.0016707i,-0.0047423+0.001748i,-0.0019534+0.00077601i,-2.3267e-05-0.00068058i,-0.00091557+0.00013398i,0.0025896+0.00047276i,-0.0013123+0.00012197i,-0.00080836+0.00034323i,-0.00089047+0.00021287i,-0.0032977-0.0014107i,-0.0067041-0.010021i,0.0026038-0.027657i,-0.00027614-0.033943i,-0.0082069-0.013622i,-0.003932-0.025882i,-0.011044-0.011015i,-0.027045-0.029292i,-0.037914-0.032111i,9.1965e-05-0.01869i,0.0022696-0.011932i,0.0027994+0.0058469i,-0.00056813-0.0012733i,0.0070769+0.0017565i,0.0024559+0.0056601i,0.0020618-0.0037653i,-0.0024954-0.0075496i,-0.00062815+0.0061697i,0.0043209-0.0063639i,0.0010025-0.0039399i,-0.001816-0.0005695i,0.00030424+0.00092933i,-0.00099858-0.0032281i,0.0033492+0.0014433i,-0.0047673-0.0039602i,0.0048157+0.00099241i,-0.00044248-0.0047014i,0.0011055-0.0026654i,-0.00053763+0.00081949i,-0.00066983+0.0049022i,-0.00059192+0.0028389i,0.0045919+0.00027054i,0.0033346+0.0025256i,0.00068725+0.00039303i,0.0037014+0.00020539i,-0.00066623+0.0020817i,-0.00027254+0.0085516i,0.00013671+0.00053953i,0.003258+0.0023758i,0.00076025-0.00050529i,-0.0062781-0.00040674i,-0.0019275+0.00077301i,-0.0038512-0.0035245i,-0.0016284+0.0018981i,0.0020419-0.002862i,0.0016625-0.001149i,0.0055285-0.026145i,0.019754+0.017236i,0.0065128+0.0048618i,-0.0069517+0.012281i,0.010008-0.00084515i,0.00044082-0.0005985i,-0.002543+0.0058849i
0.00085128-0.011031i,-0.028803-0.014695i,-0.030848+0.0069155i,-0.011887+0.0093598i,-0.0012904+0.012679i,-0.0076245+0.013409i,-0.019363+0.0092959i,-0.032141-0.0070377i,-0.021595+0.0022367i,-0.003639+0.00036559i,0.00018445+0.00052436i,-0.00071926-0.00062836i,-0.00086891-0.0036874i,-0.0012211+0.00077916i,-9.4832e-05-0.00074641i,-0.0024236+0.0013786i,-0.0027209+0.00042269i,-0.00055926-0.0017277i,-0.00014626+0.00088806i,-0.00062221-0.00022402i,-0.0001688+0.00021769i,-0.0018251-0.00073923i,-0.00053722+0.00037124i,-0.0035725+0.0023081i,0.00091752+0.0024457i,-0.0011572+0.00065338i,-0.00063666-0.00026247i,-7.9381e-05-0.0006008i,0.00032148-0.0015598i,-0.00029446-0.0017644i,0.0019171-0.00031397i,0.00051221+0.00050349i,0.00065733+0.0010897i,-0.00022733+0.0009922i,0.0017848+0.00070531i,-0.0043571+0.0032464i,-0.0016992+0.0014275i,-0.00032528-0.00048132i,-0.0010291+0.00042382i,0.0023916+0.00034049i,-0.0013115+0.00034413i,-0.0007438+0.00032154i,-0.00063239+7.85e-05i,-0.0030438-0.00055576i,-0.0078013-0.0082948i,-0.0018546-0.027161i,-0.0037855-0.032994i,-0.0090599-0.013871i,-0.0082343-0.027502i,-0.010898-0.013119i,-0.030559-0.021933i,-0.044111-0.024414i,-0.001765-0.016596i,0.0016876-0.014403i,0.0024221+0.0063067i,-0.00075866+7.0316e-06i,0.0063675+0.0004117i,0.0036627+0.0046159i,0.00051857-0.0028298i,-0.0055921-0.0052283i,0.0018241+0.0060657i,0.00063446-0.0056998i,-0.00069445-0.0040434i,-0.0015703-4.7719e-06i,0.00018826+0.00067214i,-0.001908-0.0029251i,0.0038857-0.00032027i,-0.0060118-0.0015708i,0.0048954-0.0012785i,-0.0024425-0.0042613i,7.2676e-05-0.0028038i,-0.00057927+0.00099231i,0.0010083+0.0035882i,0.00033202+0.002715i,0.0038204-0.0023561i,0.003776+0.0016255i,-0.00012962+0.00019749i,0.0033626-0.0007502i,-0.00022311+0.002439i,0.002357+0.0075805i,-0.00012406+0.00047869i,0.0031114+0.00026945i,0.00018961-0.00095532i,-0.0059461+0.0021741i,-0.0011147+0.0011396i,-0.004172-0.0022661i,-0.00079762+0.0019639i,0.00065605-0.0016077i,0.0011503-0.00060421i,0.0017506-0.028879i,0.021767+0.010562i,0.0057372+0.0040618i,-0.0058308+0.013515i,0.0099908-0.004414i,0.00047212-0.00011741i,-0.0036143+0.0056899i
-0.00086097-0.010899i,-0.029855-0.010473i,-0.028763+0.011904i,-0.01015+0.011115i,-0.00054514+0.011882i,-0.0054214+0.013419i,-0.017775+0.011803i,-0.032512-0.0018846i,-0.021989+0.004368i,-0.0031993+0.0011016i,0.00075456+0.000193i,-0.0011667-0.00049284i,-0.0020817-0.0031306i,-0.00070356+0.0013212i,-0.00030971-0.00072523i,-0.0018852+0.0014599i,-0.001758+0.0013838i,-0.00090352-0.0016157i,0.00036+0.00053463i,-0.00070117-0.00028629i,-0.00026796+0.00026489i,-0.0018565+0.00022472i,-0.00040165+0.0002953i,-0.0026789+0.0034501i,0.0016329+0.0016037i,-0.00079799+0.0008752i,-0.00070317-0.00020773i,-0.00019319-0.00061928i,-0.00036741-0.0016239i,-0.00097022-0.001573i,0.0016158-0.00093471i,0.00066025+0.00027734i,0.0010086+0.00076515i,0.00041446+0.00098703i,0.0014857-0.00023578i,-0.0032548+0.0045428i,-0.0011483+0.0020235i,-0.00045794-0.00035415i,-0.00093168+0.00099889i,0.0027226+0.0002219i,-0.0013241+0.00065633i,-0.000958+0.00057102i,-0.00068438-8.3219e-05i,-0.0027331+7.9298e-06i,-0.0081258-0.007019i,-0.0051869-0.026107i,-0.0068404-0.031683i,-0.010371-0.013743i,-0.012622-0.02781i,-0.012765-0.014343i,-0.031078-0.014698i,-0.047286-0.014855i,-0.0011911-0.014841i,-0.00088704-0.016823i,0.0031196+0.0071645i,-0.00030371+0.00076906i,0.0057197-0.00021487i,0.0041937+0.0032617i,0.00077857-0.0020115i,-0.0076236-0.0017204i,0.0035649+0.0048283i,-0.0017546-0.0034613i,-0.0016585-0.0031929i,-0.00079317+0.0001395i,0.00017919+0.0008973i,-0.0023753-0.0020648i,0.0032195-0.0024262i,-0.0057783+0.0011929i,0.0042668-0.0036895i,-0.0032549-0.0027622i,-0.0011745-0.0026218i,-0.00053599+0.0012312i,0.0013003+0.0020654i,0.00098309+0.0023444i,0.0015174-0.0041802i,0.0042642+0.00084794i,-0.00056403+0.00055161i,0.0027874-0.0023706i,0.00051361+0.0024334i,0.0039884+0.0058225i,-0.00026478+0.00069881i,0.0021177-0.0010923i,-0.00032561-0.00095831i,-0.0045461+0.0041942i,-0.00083744+0.0010523i,-0.0040795-0.0013406i,-0.00019115+0.0016721i,0.00067787-0.00016123i,0.0010197-7.8995e-05i,-0.0036536-0.030088i,0.021436+0.0041158i,0.0051749+0.0033456i,-0.004714+0.014929i,0.0078224-0.0069415i,0.0008255+0.00044494i,-0.0042831+0.0066375i
-0.0024637-0.010568i,-0.030645-0.0064335i,-0.02544+0.016182i,-0.0079244+0.01243i,0.00014428+0.011357i,-0.0034281+0.012932i,-0.015898+0.01391i,-0.031572+0.0032171i,-0.022406+0.0072643i,-0.0026558+0.0016859i,0.00081149-0.00058266i,-0.0015842+0.00015569i,-0.0030088-0.0022168i,7.5956e-06+0.0014637i,-0.00071917-0.00054025i,-0.0015149+0.0013189i,-0.00072561+0.0017187i,-0.0014327-0.0015758i,0.00047357+0.00019964i,-0.0010507-0.0002072i,-0.00024612+0.00036592i,-0.0014038+0.00087246i,-0.00040617+0.00011494i,-0.0014633+0.0040998i,0.0017458+0.0009937i,-0.00053501+0.00097667i,-0.0008029-7.2071e-05i,-0.00036041-0.00062218i,-0.00086298-0.0013397i,-0.0016109-0.0010633i,0.0010802-0.0012506i,0.00071263-0.00012467i,0.0013037+0.00021126i,0.00094946+0.00063684i,0.0011139-0.00067107i,-0.0016491+0.0051136i,-0.00035552+0.0024082i,-0.00057626-0.00016506i,-0.00041705+0.0014851i,0.0032733-0.00048517i,-0.0011626+0.0010837i,-0.00082895+0.0011993i,-0.00094355+1.2101e-05i,-0.0026064+0.00044805i,-0.0082871-0.0064596i,-0.0079708-0.025221i,-0.0092885-0.030591i,-0.011769-0.013536i,-0.016877-0.026889i,-0.014893-0.013969i,-0.029682-0.0092559i,-0.046978-0.0063748i,-0.00061937-0.015106i,-0.0042393-0.017494i,0.0045705+0.0080272i,0.000184+0.0011037i,0.0053978-0.00092053i,0.0041423+0.0021347i,0.00061321-0.0020598i,-0.0077592+0.0026023i,0.0045627+0.0034841i,-0.0024954-0.00080474i,-0.0019406-0.0026248i,-0.00045515-0.00015765i,0.00055412+0.00093592i,-0.0023084-0.001389i,0.0017497-0.0037463i,-0.004165+0.0033259i,0.0023326-0.0057597i,-0.0033935-0.002013i,-0.0021681-0.0017861i,-0.00020523+0.0015083i,0.00085424+0.0011668i,0.0012731+0.0019515i,-0.0014765-0.0044541i,0.0047786-0.00058286i,-0.00075795+0.00096382i,0.00061504-0.0034662i,0.0013216+0.0019776i,0.0046641+0.0040357i,-0.00050914+0.00082652i,0.00054919-0.0017568i,-0.0010024-0.00052776i,-0.0025766+0.0055357i,2.0697e-06+0.0010645i,-0.0046392-0.00044493i,-0.00022276+0.0015016i,0.0017437+0.00060553i,0.0013904+0.00016211i,-0.0089999-0.029275i,0.019546-0.001455i,0.0044624+0.0022438i,-0.002648+0.016578i,0.0056979-0.0081386i,0.0016938+0.00068206i,-0.0041884+0.007643i
-0.0036594-0.010081i,-0.031236-0.0020622i,-0.021713+0.019229i,-0.0056335+0.013149i,0.001135+0.011166i,-0.0018658+0.012282i,-0.013947+0.015898i,-0.029502+0.0074384i,-0.022132+0.01086i,-0.0020463+0.0019394i,0.00047413-0.0012159i,-0.0014518+0.00088602i,-0.0034149-0.00092094i,0.00055622+0.0013931i,-0.00086595-9.0798e-05i,-0.0014051+0.0012846i,0.00023081+0.0016582i,-0.0020103-0.0012521i,0.00065084-7.2549e-05i,-0.0014182+0.00012307i,-0.0001402+0.0003852i,-0.00082583+0.0012311i,-0.000535+3.4383e-05i,-0.00039114+0.0041283i,0.00183+0.00046301i,-0.00025374+0.0010692i,-0.00086446+0.00015899i,-0.00059387-0.00062446i,-0.0012219-0.00098819i,-0.0019295-0.00015309i,0.0006217-0.001204i,0.00047197-0.00055044i,0.001232-0.00054099i,0.0012797-1.0705e-05i,0.00062864-0.00089488i,-0.00012333+0.0050221i,0.0005552+0.002336i,-0.00054243+6.0896e-05i,0.00027609+0.0014858i,0.0034221-0.0016451i,-0.00081451+0.0013918i,-0.00017236+0.0014821i,-0.00099093+0.00025124i,-0.0022591+0.00098106i,-0.0086426-0.0064363i,-0.010679-0.023952i,-0.011792-0.029271i,-0.013819-0.012862i,-0.020477-0.025577i,-0.016553-0.012914i,-0.027663-0.0048599i,-0.04504+0.00033219i,-0.00057006-0.016202i,-0.0067087-0.016517i,0.0072399+0.0084206i,0.00063581+0.0011517i,0.0046615-0.0016356i,0.0039351+0.0014323i,0.00031657-0.0016989i,-0.0058572+0.0061576i,0.0047948+0.001968i,-0.0020161+0.0013591i,-0.0024549-0.0022479i,-0.00049095-0.00057731i,0.00088779+0.00070583i,-0.0021476-0.0010215i,0.00017025-0.0039417i,-0.0019607+0.0043871i,-0.00035121-0.006465i,-0.0038705-0.0014419i,-0.0026843-0.00063405i,-2.8598e-05+0.0017302i,0.00049246+0.00076732i,0.00142+0.0015199i,-0.0040962-0.0032495i,0.0042352-0.0024918i,-0.00068521+0.0015847i,-0.0014478-0.0027306i,0.0016851+0.0011983i,0.0046158+0.0027326i,-0.00047691+0.0016099i,-0.00098286-0.0012993i,-0.001+1.3303e-05i,-4.0741e-05+0.0057976i,0.00036776+0.00034674i,-0.0046433+0.00097797i,-8.521e-05+0.0017106i,0.0028666+0.00048496i,0.001852-9.9844e-07i,-0.013197-0.027303i,0.01628-0.0066673i,0.0034484+0.0015253i,0.00059517+0.017394i,0.0035824-0.0084881i,0.0022985+0.00031363i,-0.0040038+0.0085702i
-0.0049024-0.0098744i,-0.031067+0.002748i,-0.017477+0.021873i,-0.0030334+0.01334i,0.0024593+0.010654i,-0.00053886+0.011551i,-0.011473+0.017693i,-0.027582+0.010683i,-0.020524+0.014558i,-0.0016048+0.0020734i,-0.0001858-0.0016614i,-0.0011723+0.0015318i,-0.0032592+0.00045389i,0.0010133+0.0013664i,-0.00080632+0.00034988i,-0.0013846+0.0014665i,0.00096588+0.0013564i,-0.0025146-0.00070893i,0.00054396-0.0006219i,-0.0015789+0.00069128i,-0.00013408+0.00044992i,-0.0003167+0.0013624i,-0.00079962+0.00022569i,0.00032876+0.0040493i,0.0017303-9.8373e-05i,8.7686e-05+0.0011609i,-0.00084071+0.00046132i,-0.00090024-0.0004772i,-0.001547-0.0004054i,-0.0016339+0.00070836i,0.00042452-0.0011025i,4.2923e-05-0.00078351i,0.00076268-0.0010554i,0.0011363-0.0007722i,0.00021384-0.0010465i,0.0011591+0.0045495i,0.0013521+0.001973i,-0.00044979+0.00024542i,0.00074372+0.0012683i,0.0028955-0.003039i,-0.0004445+0.001513i,0.00030775+0.0013547i,-0.0010656+0.00052353i,-0.0017286+0.0012842i,-0.0097291-0.0068219i,-0.012608-0.022814i,-0.013749-0.02768i,-0.015446-0.011065i,-0.023481-0.023595i,-0.017854-0.01127i,-0.024932-0.0018433i,-0.042856+0.0058754i,-0.00032689-0.017131i,-0.0082399-0.015411i,0.01061+0.0070936i,0.00083279+0.0010236i,0.0036073-0.001828i,0.0037439+0.00077562i,0.00047214-0.0015763i,-0.0030259+0.0084797i,0.0044809+0.00076787i,-0.00080083+0.0030083i,-0.0026389-0.0012455i,-0.0008821-0.00069264i,0.00088992+0.00045068i,-0.0020142-0.00076771i,-0.0008717-0.0032507i,0.00019157+0.0045188i,-0.0029432-0.0059922i,-0.0043518-0.0008693i,-0.0027696+0.00052678i,0.00055391+0.001861i,1.268e-05+0.00048707i,0.0017818+0.001338i,-0.0058756-0.00097083i,0.0026363-0.0037267i,-0.00015543+0.0020764i,-0.0027102-0.0011245i,0.001482+0.0007322i,0.0046043+0.0019349i,0.00061819+0.0020532i,-0.0018893-0.00024702i,-0.00094433+4.2999e-05i,0.002039+0.0047018i,1.3613e-05-8.1484e-05i,-0.003698+0.0023736i,0.00055535+0.0020289i,0.0035322+5.1521e-05i,0.002112-0.00033226i,-0.016638-0.025228i,0.01107-0.01067i,0.0019981+0.0006531i,0.0042219+0.01668i,0.0014258-0.0083279i,0.0024764-0.00022521i,-0.0034958+0.0096932i
