-0.0065359-0.039577i,-0.012401-0.043204i,0.0019393-0.045851i,-0.027318-0.027457i,-0.020544+0.014361i,-0.032339-0.03252i,-0.05932-0.061969i,-0.021433-0.073177i,-0.034686-0.050748i,0.00091199+0.014599i,-0.0071156+0.010861i,-0.015072+0.013781i,0.0016364+0.016413i,-0.003878-0.003719i,0.0005084+0.0065126i,5.4917e-05+0.039078i,0.019307+0.059072i,0.00050088-0.0003152i,-0.0048549-0.0080804i,0.0086688+0.0049489i,0.0013775+0.00095737i,-0.00089221+0.0036983i,0.00014346-0.0013908i,-0.0362-0.0099771i,-0.0024834-0.0075029i,-0.00019978+0.004739i,0.0051894+2.1972e-05i,0.00040967+0.00059951i,-0.00021292-0.0012086i,0.00012699-0.0025912i,-0.0011035-0.0059366i,-0.0023963-0.0038993i,-0.00053329-0.0076439i,0.0031936-0.0014454i,0.0031424-0.0023715i,-0.0016063+0.034404i,0.0060843-0.0041398i,0.003717-0.0023349i,0.0051062+0.00023683i,-0.013814-0.0050117i,-0.00010076+0.00068298i,0.0096435-0.00042578i,0.0059493-0.0011821i,-0.0039698+0.0035219i,0.0036138+0.0025949i,-0.0038239+0.0091191i,0.015315-0.086891i,-0.0065866-0.047483i,-0.024222-0.038468i,-0.019456-0.041492i,0.064225-0.015816i,0.028308-0.060974i,0.03883-0.044565i,0.029819-0.056522i,0.019199-0.015523i,0.0084824+0.0098766i,0.024669-0.032625i,-0.0074763-0.0048802i,0.002412-0.0024418i,-0.0046446-0.0060349i,0.0015413-0.032318i,-0.024554+0.031106i,0.0077326-0.0097023i,-0.011282-0.0015517i,-0.0052391-0.0011178i,-0.00095898-0.013479i,-0.010297+0.0040716i,0.0035135+0.0082319i,-0.010953+0.031364i,0.0057116+0.0078062i,-0.0052658-0.0014928i,-0.002056-0.0020269i,-0.011367-0.0074945i,0.00099319-0.0037266i,-0.035242+0.004549i,0.0024072-0.012308i,-0.0089123-0.0023122i,-0.0066667-0.003267i,0.0063931+0.0014358i,-0.0097357+0.0014684i,0.0011253+0.00084916i,0.0054642+0.0090637i,0.0047689+0.00033978i,-0.0084941-0.0090628i,0.0026706+0.0085891i,-0.019224+0.0064429i,0.0070869+0.0031543i,-0.028888-0.0087327i,-0.034001+0.0022222i,0.025816-0.077643i,0.012575-0.010131i,-0.042528-0.027522i,-0.022843-0.0040326i,0.017889+0.01275i,-0.026978+0.012041i,-0.011017-0.0087675i
0.0091279-0.0063792i,-0.0094291-0.035322i,-0.028731-0.018061i,-0.013645-0.00078359i,-0.014431+0.01369i,-0.018818+0.006884i,-0.020395-0.0071154i,-0.016361-0.030155i,-0.018917-0.013533i,-0.0016442-0.004245i,0.00075514-1.9053e-05i,0.0015697-0.00070027i,0.0021313-0.00029633i,0.00066613-0.00059176i,0.00079606-0.00014351i,-0.0034692-0.0019106i,0.0023736-0.0031093i,0.0020415-0.0014582i,2.9768e-05-0.0013692i,0.0003199-0.00056502i,-0.0010214-0.00054647i,0.0018954-0.0011575i,-0.00081053-0.00099654i,-0.0022902-0.0024268i,-0.0023441+0.00051124i,-5.7524e-05-0.001329i,0.00018818-0.001338i,-5.5293e-05-0.00019165i,0.00081022-0.00016229i,0.00092577+0.00024338i,-0.00015566+0.0020623i,-0.00099695+0.00055642i,-0.00083677+0.00012643i,-0.00028899-0.00029352i,-0.0017932+0.0011196i,-0.003121-0.0017229i,-0.00064274-0.0019213i,0.00020891+0.00041131i,-0.00043115-0.00056344i,0.0013992+0.0038372i,-0.00074856-0.00052086i,-0.00043709-0.00061376i,-0.0012076-0.00066828i,-0.00051239-0.0038837i,0.0022425-0.010745i,0.017439-0.018254i,0.015854-0.033277i,-0.0072359-0.018086i,0.0033878-0.016149i,-0.020301-0.021283i,0.0055038-0.038811i,-0.0026408-0.037649i,0.014981-0.013554i,0.0052002-0.012828i,-0.0049125+0.0087877i,0.0053965-0.0011012i,0.0052933+0.011126i,-0.0035585+0.0033974i,0.0056061-7.5279e-05i,0.0084154-0.0032444i,-0.0038815-0.00033311i,0.0094048+0.0047813i,0.0015911-0.00077064i,-0.0023853-0.0028795i,-0.0022751+0.00075685i,0.0015115-0.0021699i,-0.0040335+0.0047925i,0.0043199-0.003607i,-0.0032415+0.0052623i,0.0039508+0.00030631i,0.003894+0.0017425i,-0.0013404+0.00054272i,-0.006731-0.0028817i,-0.0017027+0.0016498i,-0.0011401+0.0021374i,0.00039214+0.0051152i,-0.0017884+0.0018624i,0.00051749+0.00319i,-0.0014657+1.265e-07i,-0.010194+0.0032751i,-0.0011091-0.00010325i,-0.0036491+0.0031618i,0.00095734+0.0012413i,0.0017985-0.0041639i,-0.0013992-0.001945i,0.0016712-0.0045172i,-0.0043079-0.0011609i,0.0077311+0.00053015i,0.002252+0.00118i,0.013538-0.016507i,-0.0012516+0.031413i,0.011115+0.012983i,-0.010375+0.0055526i,0.0015689+0.0012652i,0.0010194-0.0015917i,-0.0042292+0.0063411i
0.0077157-0.0077816i,-0.015345-0.033147i,-0.030743-0.013148i,-0.01427+0.00083389i,-0.01106+0.015271i,-0.017073+0.009094i,-0.02141-0.0040111i,-0.021378-0.026905i,-0.021462-0.0095566i,-0.0027654-0.0038578i,0.00032443-0.00054679i,0.0010781-0.0013635i,0.0023327-0.0012318i,-2.3304e-05-0.0010442i,0.00062677-0.00018843i,-0.0038359-0.0013265i,0.00065172-0.0038068i,0.0013157-0.0018196i,-0.00047147-0.0010774i,6.9658e-05-0.00086928i,-0.00095465-9.3547e-05i,0.0010958-0.0016749i,-0.00095262-0.00064852i,-0.0028438-0.0019411i,-0.0020735+0.0013778i,-0.00060655-0.0012508i,-0.0002809-0.0012294i,2.3192e-05-0.0002644i,0.00085772-0.00041452i,0.00099102-0.0002601i,0.0005811+0.0020631i,-0.00068685+0.00072232i,-0.00089455+0.00035029i,-0.00049302-0.0002403i,-0.0013913+0.0017708i,-0.0034518-0.0011914i,-0.0014219-0.0015338i,0.000522+9.2349e-05i,-0.00052767-0.00049174i,0.0021708+0.0029464i,-0.00075261-0.00049295i,-0.00067978-0.00049481i,-0.0012305-0.00058364i,-0.0015327-0.0037835i,0.00012488-0.011063i,0.0151-0.021148i,0.011283-0.033695i,-0.0078711-0.015507i,0.002382-0.017529i,-0.019199-0.015094i,-0.0036246-0.040823i,-0.010347-0.040688i,0.011224-0.017746i,0.0025919-0.011352i,-0.0015408+0.0098562i,0.0036757-0.0023849i,0.0076344+0.0078878i,-0.0027696+0.0049365i,0.0048176-0.0013646i,0.0071284-0.0055469i,-0.0045621+0.0017055i,0.010543+0.001751i,0.0020257-0.00095688i,-0.0025268-0.0019075i,-0.0013481+0.0013521i,0.0010518-0.0024841i,-0.0014281+0.0054342i,0.0023801-0.0053461i,-0.0007257+0.0055011i,0.0040536-0.0021886i,0.0039754-9.9386e-05i,-0.0011435+0.00095855i,-0.0070285+0.00084013i,-0.0013111+0.0017231i,-3.1578e-05+0.0036806i,0.0014457+0.0039688i,-0.00089184+0.0024335i,0.0013248+0.0030759i,-0.001697+0.0007895i,-0.0081026+0.0064303i,-0.00097594+0.0010285i,-0.0021628+0.0043766i,0.0011674+0.00054442i,-0.00043275-0.0048911i,-0.0016816-0.0012496i,0.00032994-0.0052524i,-0.0041113+0.00047229i,0.0067242-0.0015061i,0.0026835+0.00077942i,0.012814-0.01821i,0.0055278+0.029983i,0.010744+0.0097289i,-0.0097733+0.0079553i,0.0038885+0.002812i,0.0011919-0.0014976i,-0.0038629+0.006965i
0.0061752-0.008854i,-0.020639-0.02958i,-0.031998-0.0083318i,-0.014699+0.0031114i,-0.0077546+0.015652i,-0.014975+0.011032i,-0.021917-0.00059454i,-0.025479-0.022983i,-0.022223-0.0057044i,-0.0036713-0.0029575i,-0.00017777-0.00049425i,0.00026002-0.0015525i,0.0020793-0.00216i,-0.00062571-0.0008385i,0.00065967-0.00029259i,-0.003983-0.00048103i,-0.00093607-0.0033573i,0.00065841-0.0018523i,-0.00079072-0.00067685i,-0.00031794-0.00084309i,-0.00070517+0.00025392i,0.00048122-0.0017889i,-0.00098332-0.0002878i,-0.003393-0.0013018i,-0.0014705+0.0018456i,-0.0010298-0.00087903i,-0.00065188-0.00093107i,2.41e-05-0.00034454i,0.00076035-0.00067637i,0.0010332-0.00068484i,0.0014338+0.0016208i,-0.00035255+0.00083741i,-0.00091185+0.00072821i,-0.00063634-7.8069e-05i,-0.00051628+0.0021164i,-0.003992-0.00052673i,-0.001871-0.00090396i,0.00053619-0.00035189i,-0.000621-0.00049723i,0.0023669+0.0020262i,-0.00089876-0.00048625i,-0.00081993-0.00025269i,-0.0012972-0.000372i,-0.0023268-0.0031883i,-0.0022768-0.011263i,0.011964-0.024135i,0.0075909-0.033515i,-0.0078042-0.013917i,0.0016785-0.019975i,-0.016657-0.011443i,-0.012982-0.039169i,-0.019501-0.040954i,0.0067433-0.019552i,0.0017964-0.010361i,0.0014908+0.0090013i,0.0019261-0.0027505i,0.0078138+0.0048716i,-0.0011913+0.0061292i,0.0045125-0.0019856i,0.0045794-0.0078076i,-0.0040026+0.0036536i,0.010166-0.0018976i,0.0022968-0.0015948i,-0.002206-0.001159i,-0.00060095+0.0013328i,0.00058165-0.0028841i,0.0010462+0.0045013i,-9.7468e-05-0.0060976i,0.001622+0.0048693i,0.0024995-0.003867i,0.0031298-0.0015801i,-0.00082033+0.0012206i,-0.005331+0.0035315i,-0.0012959+0.001757i,0.0023065+0.0039601i,0.0016259+0.0034447i,0.00026123+0.002336i,0.00266+0.0027299i,-0.0014207+0.0013895i,-0.0055351+0.0080393i,6.6817e-05+0.0015736i,-6.2147e-05+0.0048317i,0.0010332-0.0001507i,-0.0029511-0.0045487i,-0.0019397-0.0011211i,-0.0012377-0.0052878i,-0.003181+0.0014077i,0.0050916-0.0027147i,0.0030426+0.00033978i,0.011565-0.02105i,0.011355+0.027111i,0.0094699+0.0073114i,-0.0088517+0.0096703i,0.0061947+0.0026855i,0.00082353-0.0014728i,-0.0032411+0.0072221i
0.0043735-0.0097282i,-0.024619-0.024966i,-0.032587-0.0031171i,-0.01421+0.0054408i,-0.0049106+0.015149i,-0.012568+0.012247i,-0.021602+0.0027724i,-0.029083-0.018537i,-0.022434-0.0025128i,-0.0042519-0.0017162i,-0.00048116-0.00014099i,-0.00039286-0.0012467i,0.0014765-0.0030069i,-0.0010433-0.00051144i,0.00059049-0.00055747i,-0.0037678+0.00047135i,-0.0019619-0.0023206i,0.00014135-0.0017698i,-0.0010329-0.00020728i,-0.00057352-0.00059712i,-0.00042396+0.00037243i,-0.00019498-0.001909i,-0.00093103+9.8563e-05i,-0.0038717-0.00026257i,-0.00082728+0.0022541i,-0.001349-0.00039079i,-0.00075793-0.00060888i,-4.518e-05-0.00047874i,0.00069271-0.00078883i,0.00082224-0.0012556i,0.001853+0.00079062i,-4.1876e-05+0.0008437i,-0.00057213+0.0011836i,-0.00068526+0.00018805i,0.00039419+0.0020763i,-0.0045678+0.00050897i,-0.0020765-0.00018423i,0.00032593-0.00064537i,-0.00085872-0.00037131i,0.0023302+0.0013247i,-0.0011489-0.0003221i,-0.0009712+9.5619e-05i,-0.0011334-0.0001739i,-0.0029491-0.0022783i,-0.0048892-0.010692i,0.0079707-0.02668i,0.0043988-0.033738i,-0.0074643-0.013203i,-0.00044114-0.022726i,-0.013571-0.0099792i,-0.020701-0.035231i,-0.028966-0.038858i,0.0027366-0.019448i,0.0021218-0.010329i,0.0028254+0.0072411i,0.00029207-0.0022978i,0.0075494+0.0029882i,0.00078549+0.0063004i,0.0038502-0.0033593i,0.00094772-0.0084254i,-0.0026795+0.0054209i,0.0078931-0.0050984i,0.0024053-0.0026353i,-0.0017966-0.00079789i,-0.00017371+0.0012194i,-8.3037e-05-0.0031665i,0.0024423+0.003i,-0.0027922-0.0058125i,0.0036743+0.0033377i,0.0010197-0.0046621i,0.0020053-0.002346i,-0.00036569+0.0010201i,-0.0030675+0.0046336i,-0.0011658+0.0024003i,0.0041628+0.0025062i,0.002373+0.0031787i,0.00094061+0.0014578i,0.0035654+0.0014812i,-0.0011708+0.0018312i,-0.0029057+0.0088103i,0.00061057+0.00098523i,0.0019756+0.0040402i,0.00077845-0.00030936i,-0.0049896-0.0029317i,-0.002293-0.00032213i,-0.0027507-0.0044614i,-0.0024144+0.0018572i,0.0033837-0.0029725i,0.0029033-0.00058299i,0.0091679-0.023962i,0.016569+0.023036i,0.0080374+0.0054942i,-0.0078784+0.010979i,0.0082744+0.0012762i,0.00048057-0.0010426i,-0.0025408+0.0069355i
0.0025162-0.010145i,-0.027096-0.020184i,-0.032157+0.00191i,-0.013343+0.0075412i,-0.0027869+0.014017i,-0.010395+0.013034i,-0.020919+0.0056214i,-0.031392-0.013167i,-0.022342+0.00013041i,-0.0041949-0.00043002i,-0.00046806+0.00035977i,-0.00067581-0.00092512i,0.00044805-0.0036531i,-0.0013048-5.3238e-06i,0.00032486-0.00077955i,-0.0031483+0.001173i,-0.0024001-0.0011272i,-0.00021616-0.0016389i,-0.00086382+0.00050894i,-0.00065674-0.00030039i,-0.00022064+0.0003185i,-0.0011745-0.0017025i,-0.00065028+0.00033712i,-0.0039237+0.0011267i,6.4142e-05+0.0026294i,-0.0013582+0.00018677i,-0.00073093-0.00037379i,-0.00013226-0.00044164i,0.00069509-0.0011041i,0.00023456-0.0016504i,0.0018112+3.1745e-05i,0.00024549+0.00072597i,1.5263e-05+0.001357i,-0.0006633+0.00054442i,0.0012098+0.0016005i,-0.0047385+0.0019542i,-0.0021169+0.00045874i,-2.0428e-05-0.00070385i,-0.00098415+3.5704e-05i,0.0020501+0.00091052i,-0.0013165-2.1829e-05i,-0.00074117+0.00037577i,-0.00093074+3.828e-05i,-0.0032766-0.0012367i,-0.0068508-0.0091745i,0.0030519-0.028025i,0.00054744-0.033875i,-0.0075246-0.013454i,-0.0035714-0.024992i,-0.010856-0.01086i,-0.026985-0.029325i,-0.037804-0.03332i,-0.00065611-0.018137i,0.0024783-0.011579i,0.002494+0.0061126i,-0.00075559-0.0010985i,0.0071354+0.001521i,0.0024819+0.0057458i,0.0020378-0.0039681i,-0.002608-0.0074903i,-0.00043739+0.0066446i,0.0040598-0.0066828i,0.0014905-0.0040676i,-0.0016372-0.0004937i,0.00016694+0.0010646i,-0.00095005-0.0032032i,0.0032179+0.0015i,-0.0050143-0.0043002i,0.0047659+0.0011898i,-0.00056865-0.0052293i,0.0010031-0.0026542i,-0.00054767+0.00085916i,-0.00080246+0.0047404i,-0.00043258+0.0027637i,0.004944+0.0001274i,0.0032563+0.0024837i,0.00072317+0.00043309i,0.0038421+5.2279e-05i,-0.00069772+0.0021079i,-0.00011857+0.0088189i,0.00029296+0.00066101i,0.0032584+0.0023342i,0.00077912-0.00056168i,-0.0059907-0.00047946i,-0.0019676+0.00081458i,-0.0037464-0.0033196i,-0.0018419+0.002244i,0.0018791-0.0028013i,0.0020199-0.0011246i,0.0062218-0.026333i,0.020828+0.017638i,0.0068205+0.0046502i,-0.0070073+0.012192i,0.01008-0.00098711i,0.00039571-0.00063948i,-0.0024677+0.0060795i
0.00082662-0.010166i,-0.028831-0.015778i,-0.031332+0.006958i,-0.012072+0.0094867i,-0.0013607+0.012775i,-0.0081505+0.013592i,-0.020016+0.0084845i,-0.032607-0.008171i,-0.022279+0.0024728i,-0.0037218+0.0003849i,0.00014342+0.00063897i,-0.00078733-0.00074888i,-0.00087612-0.0037175i,-0.0012716+0.00076081i,7.169e-05-0.00073498i,-0.0024714+0.0014482i,-0.0023757+0.00012508i,-0.00063836-0.0015453i,-0.00019592+0.00079193i,-0.00062205-0.00024371i,-0.00019288+0.00021194i,-0.0018469-0.00078919i,-0.00043546+0.00034389i,-0.0035247+0.0024746i,0.0012038+0.0024163i,-0.001059+0.00067215i,-0.000683-0.00029708i,-0.00015483-0.00055495i,0.00031792-0.0015831i,-0.00039145-0.0016438i,0.0015958-0.00051967i,0.00044744+0.00053392i,0.00060258+0.0011825i,-0.00026419+0.0009672i,0.0017119+0.00064379i,-0.0043366+0.0033953i,-0.0019824+0.0012086i,-0.0003184-0.00047654i,-0.0010859+0.00034591i,0.0020359+0.00093164i,-0.0013943+0.0002562i,-0.00069715+0.00032231i,-0.00083243-5.5909e-05i,-0.0029461-0.00033235i,-0.0078706-0.007629i,-0.0016444-0.02756i,-0.0030921-0.033054i,-0.0084423-0.013775i,-0.0077301-0.026474i,-0.010643-0.013098i,-0.03057-0.021853i,-0.044302-0.02546i,-0.0020956-0.015749i,0.0020124-0.013984i,0.002417+0.0067566i,-0.00085375+0.00026796i,0.0063072+0.00022458i,0.0036624+0.0046448i,0.00043074-0.0029875i,-0.0057446-0.0051748i,0.0022014+0.0063717i,0.0002106-0.00572i,-0.00028877-0.0043161i,-0.0013971-1.3116e-06i,9.0584e-05+0.00089153i,-0.0018281-0.0028898i,0.0039122-0.00021805i,-0.0063794-0.00175i,0.0050345-0.001091i,-0.0027813-0.0046816i,-7.0252e-06-0.002762i,-0.00056801+0.0010163i,0.00083118+0.003544i,0.00035492+0.0025278i,0.0040248-0.0026837i,0.0037076+0.001642i,-0.00010326+0.00023291i,0.0033916-0.0010661i,-0.00025638+0.0024233i,0.0025799+0.0076978i,5.3343e-05+0.00057241i,0.0031004+0.00025177i,0.00020755-0.0009163i,-0.0056711+0.0019895i,-0.0010082+0.0011351i,-0.0039524-0.0021464i,-0.00095955+0.0023979i,0.00057269-0.0014205i,0.0015106-0.00079193i,0.0024084-0.029047i,0.02275+0.010446i,0.0058648+0.0037775i,-0.0059322+0.013499i,0.0099706-0.0045456i,0.00038138-0.00017121i,-0.0035106+0.0058054i
-0.0007117-0.010051i,-0.030078-0.011541i,-0.029194+0.012131i,-0.010316+0.011261i,-0.00065442+0.01195i,-0.0058625+0.013654i,-0.01859+0.011231i,-0.033184-0.0028746i,-0.022587+0.0048457i,-0.00321+0.0010603i,0.00080735+0.00030546i,-0.0012737-0.00056169i,-0.002083-0.0031749i,-0.00075006+0.0013621i,-0.00016697-0.00078977i,-0.0019071+0.0015039i,-0.001551+0.0010528i,-0.00096209-0.0014047i,0.00030005+0.00048269i,-0.00071985-0.00031114i,-0.0002693+0.00026855i,-0.0018629+0.00021498i,-0.00030441+0.00023215i,-0.0026064+0.0036526i,0.0019156+0.001497i,-0.00069054+0.00086814i,-0.00078604-0.00022864i,-0.00023667-0.00061109i,-0.00037451-0.0016377i,-0.00099209-0.0014039i,0.0012095-0.0010037i,0.00063073+0.00031835i,0.0010419+0.00087995i,0.0003584+0.00099869i,0.0014444-0.00017742i,-0.0032488+0.0046721i,-0.0014787+0.0018999i,-0.00044829-0.00033758i,-0.0009886+0.00094476i,0.0025573+0.0009106i,-0.001426+0.00063289i,-0.00088437+0.00059011i,-0.0010049-0.00013872i,-0.002543+0.0001792i,-0.0081726-0.0064243i,-0.005237-0.026343i,-0.0062515-0.031769i,-0.0098508-0.013728i,-0.011721-0.026815i,-0.012502-0.014508i,-0.031013-0.014432i,-0.047488-0.015585i,-0.0012237-0.014161i,-0.00039049-0.016508i,0.0033645+0.0075204i,-0.00023155+0.0010994i,0.0055451-0.00029459i,0.0042014+0.0032778i,0.00065606-0.0021112i,-0.0078062-0.0016357i,0.0040127+0.0049437i,-0.0020416-0.003095i,-0.0014302-0.0036238i,-0.00061621+4.8878e-05i,0.00026438+0.0011489i,-0.0022818-0.0020998i,0.0033602-0.0023402i,-0.0060853+0.0012735i,0.0045059-0.0035934i,-0.003707-0.003039i,-0.0011698-0.002498i,-0.00052657+0.0012618i,0.0012136+0.0021041i,0.00087805+0.0022532i,0.0015377-0.0045375i,0.0042178+0.00091677i,-0.00056378+0.00058521i,0.0026477-0.0026203i,0.0004618+0.0024574i,0.004194+0.0058123i,-0.00011437+0.00075993i,0.0020685-0.0011154i,-0.0003111-0.00096484i,-0.0043991+0.0039512i,-0.00068089+0.00099698i,-0.0038973-0.0013299i,-0.00028675+0.0020668i,0.00069103+3.9975e-05i,0.0012431-0.00031921i,-0.0030865-0.030312i,0.022216+0.0037958i,0.005284+0.0031948i,-0.0047971+0.015026i,0.0076927-0.0071249i,0.00069313+0.00044573i,-0.0042587+0.0067018i
-0.0022149-0.0097569i,-0.031052-0.0074871i,-0.025687+0.016513i,-0.0080275+0.012561i,-5.7595e-06+0.011454i,-0.0037755+0.013181i,-0.016775+0.013519i,-0.032437+0.0024644i,-0.022808+0.0078395i,-0.0027014+0.0015805i,0.00097919-0.00051523i,-0.0016899+0.00014694i,-0.0030018-0.0022623i,-1.3652e-05+0.0014995i,-0.00063481-0.00063394i,-0.0015475+0.0014075i,-0.0006688+0.0013118i,-0.0014325-0.0013351i,0.00040733+0.00020276i,-0.0010969-0.00020412i,-0.00026321+0.00035033i,-0.001445+0.00090252i,-0.00033526+1.6025e-05i,-0.0012903+0.0042822i,0.0019701+0.00077873i,-0.00045089+0.00091256i,-0.00087286-4.2122e-05i,-0.00040664-0.00062952i,-0.00085448-0.0013482i,-0.0015314-0.00090488i,0.00067703-0.0011605i,0.00068295-6.4075e-05i,0.0014092+0.00027432i,0.0009108+0.00065993i,0.0011211-0.00056125i,-0.0016453+0.0052613i,-0.0006933+0.0024441i,-0.00053993-0.00013956i,-0.00048818+0.001476i,0.0033818+0.00025582i,-0.0012495+0.0011018i,-0.00071277+0.0011991i,-0.0012479+9.2075e-05i,-0.0023428+0.00050739i,-0.0083164-0.0058455i,-0.0080794-0.025171i,-0.0087453-0.030747i,-0.011421-0.013534i,-0.015685-0.026004i,-0.014732-0.014274i,-0.029363-0.0089021i,-0.047111-0.0069742i,-0.00039169-0.01467i,-0.003852-0.017326i,0.0049005+0.008156i,0.00034444+0.0013269i,0.0052674-0.00075703i,0.0041705+0.0020907i,0.00053438-0.0020745i,-0.0079104+0.0028777i,0.0049478+0.0034106i,-0.0024683-0.00034413i,-0.0020152-0.0031606i,-0.00032278-0.00039441i,0.00072751+0.0011387i,-0.0022725-0.0013906i,0.0019018-0.0038013i,-0.0043651+0.0034869i,0.0026308-0.00581i,-0.0039785-0.0020729i,-0.002111-0.0017356i,-0.00024401+0.0015023i,0.00083534+0.0012807i,0.0011474+0.0019083i,-0.0016185-0.0047623i,0.0047714-0.00047671i,-0.00080182+0.00097927i,0.00046481-0.0035157i,0.001265+0.0020045i,0.0048709+0.0039414i,-0.00032179+0.0008112i,0.00046395-0.001764i,-0.00099118-0.00049536i,-0.002468+0.0053257i,0.00016459+0.0010051i,-0.0044703-0.00060735i,-0.00016339+0.0018621i,0.0017846+0.00070097i,0.0015266-0.00011414i,-0.0084661-0.029472i,0.020134-0.0019126i,0.0047077+0.0020302i,-0.0027467+0.01679i,0.005545-0.0082538i,0.0015435+0.00068955i,-0.0041821+0.0076901i
-0.0033331-0.0093101i,-0.031812-0.0030472i,-0.02184+0.019593i,-0.0056582+0.013248i,0.0010379+0.011325i,-0.002144+0.01253i,-0.014885+0.015671i,-0.030445+0.0069546i,-0.022281+0.011484i,-0.0021606+0.0018463i,0.00062898-0.0012605i,-0.0015485+0.00091305i,-0.0034332-0.00099542i,0.00051944+0.0014131i,-0.00081806-0.00019966i,-0.0013808+0.0013399i,6.5187e-05+0.0012894i,-0.001947-0.0010197i,0.00061269-3.66e-05i,-0.0014595+0.00016623i,-0.00017304+0.00036883i,-0.00083722+0.0012663i,-0.00052931-8.0254e-05i,-0.00011773+0.0041941i,0.0019272+0.00019635i,-0.00022488+0.00097563i,-0.00089272+0.00020213i,-0.00059246-0.00059803i,-0.0012228-0.00099249i,-0.0017928-0.00010258i,0.00028803-0.00096546i,0.00050709-0.00046753i,0.0013319-0.00054313i,0.0012315-1.834e-05i,0.00067893-0.0007838i,-6.8816e-05+0.0051883i,0.00026585+0.0024841i,-0.00051705+4.6257e-05i,0.0001252+0.0014979i,0.0038771-0.00099663i,-0.00087502+0.0014447i,-6.8929e-05+0.0014343i,-0.0013308+0.00047546i,-0.001969+0.00096518i,-0.0086119-0.0057686i,-0.010706-0.02366i,-0.011284-0.02951i,-0.013481-0.012757i,-0.019041-0.024902i,-0.016535-0.013243i,-0.027162-0.0045464i,-0.045118-0.00020711i,-0.00038523-0.015863i,-0.0065433-0.016476i,0.0074273+0.0083754i,0.00089357+0.0012661i,0.004728-0.0013285i,0.0039602+0.0013022i,0.00023561-0.001675i,-0.0059004+0.0064938i,0.0050283+0.0017724i,-0.0018099+0.0017219i,-0.0028795-0.0026256i,-0.00052764-0.00086295i,0.0011547+0.00080236i,-0.0020419-0.00099671i,0.0001726-0.0040646i,-0.0019995+0.0045713i,-0.00016315-0.0066799i,-0.0044731-0.0011793i,-0.0027137-0.00067701i,-5.8534e-05+0.0017568i,0.00046488+0.0008982i,0.0013281+0.0016385i,-0.0043562-0.0034118i,0.004302-0.0023521i,-0.0007292+0.0016025i,-0.0015666-0.0027182i,0.0017114+0.0011816i,0.0046847+0.0026341i,-0.00037557+0.0015326i,-0.0011221-0.0012642i,-0.00087049+3.7348e-05i,-6.2883e-05+0.0055764i,0.00045242+0.00022066i,-0.0046097+0.00071746i,9.3862e-05+0.0020262i,0.0029428+0.00057809i,0.0018742-0.00027523i,-0.012754-0.027495i,0.01672-0.0071858i,0.0034963+0.0011809i,0.00055665+0.017723i,0.0033459-0.0086041i,0.0022531+0.0003496i,-0.0040196+0.008538i
-0.004379-0.0091182i,-0.031798+0.0018634i,-0.017514+0.022212i,-0.0030418+0.013384i,0.0024183+0.010777i,-0.000785+0.011814i,-0.012374+0.017674i,-0.02844+0.010372i,-0.020403+0.014958i,-0.001758+0.0020151i,-4.4489e-05-0.0017923i,-0.0012429+0.001605i,-0.0033143+0.00036984i,0.00095356+0.0014277i,-0.00081102+0.000224i,-0.001372+0.0014191i,0.00067334+0.0011667i,-0.0023477-0.00047651i,0.00058028-0.00057765i,-0.0015951+0.0007459i,-0.00014412+0.00042936i,-0.00030729+0.0013902i,-0.00083117+0.00011577i,0.00059437+0.0039378i,0.0017088-0.00032987i,8.1143e-05+0.0010679i,-0.00086969+0.00054381i,-0.00084365-0.00046837i,-0.0015554-0.00037374i,-0.0014921+0.0006962i,0.00019791-0.00075231i,8.8096e-05-0.00073504i,0.0008322-0.0010554i,0.001095-0.00073394i,0.00028826-0.000943i,0.0012643+0.0047403i,0.0011034+0.0022034i,-0.00043877+0.00020228i,0.00060651+0.0012726i,0.0036014-0.002587i,-0.00047954+0.0016232i,0.00042407+0.0012728i,-0.001308+0.00096682i,-0.0014327+0.0011319i,-0.0095578-0.0061816i,-0.012362-0.022367i,-0.013253-0.027927i,-0.015096-0.010893i,-0.02189-0.023408i,-0.017931-0.011599i,-0.024227-0.0016544i,-0.04289+0.0052466i,-0.00024411-0.016892i,-0.0081233-0.015321i,0.010606+0.0069078i,0.0010998+0.00095168i,0.0039882-0.0015248i,0.0036605+0.00060609i,0.00036912-0.001524i,-0.0029754+0.0088527i,0.004537+0.0005i,-0.00051912+0.0033706i,-0.0031604-0.0013548i,-0.0011883-0.00090087i,0.0011897+0.00037312i,-0.0019049-0.00083744i,-0.00092993-0.0033727i,0.00029269+0.0046213i,-0.0027856-0.0062387i,-0.0047313-0.0002711i,-0.0028724+0.00045069i,0.00058677+0.0019165i,1.6656e-05+0.00061063i,0.0017633+0.0014935i,-0.006182-0.00093376i,0.0027734-0.0035786i,-0.00016809+0.0021328i,-0.0028346-0.0010286i,0.0014289+0.00068687i,0.004572+0.0018448i,0.00068193+0.0019477i,-0.002036-0.00020888i,-0.00079587+1.6213e-05i,0.0019525+0.0045025i,2.0617e-05-0.00025022i,-0.0037109+0.0020919i,0.00083937+0.0022596i,0.0036038+0.00013915i,0.0020763-0.00049702i,-0.016227-0.025436i,0.011265-0.011158i,0.0019552+0.00044779i,0.004352+0.017007i,0.0011238-0.0082486i,0.0024503-0.00026704i,-0.0036037+0.0096526i
