-0.0084107-0.040004i,-0.014095-0.04273i,0.00037537-0.046013i,-0.027441-0.02724i,-0.020265+0.014037i,-0.033566-0.030018i,-0.060863-0.059853i,-0.022361-0.071486i,-0.034599-0.050984i,0.0012126+0.014706i,-0.0069417+0.010536i,-0.01391+0.013321i,0.0023308+0.01553i,-0.0034916-0.0034943i,0.00078613+0.0062466i,0.0014024+0.037125i,0.020191+0.059024i,0.00088769-0.00056762i,-0.0050495-0.0079625i,0.0078764+0.0041723i,0.001696+0.001175i,-0.00096226+0.0034682i,6.7363e-05-0.0013542i,-0.035808-0.0098092i,-0.0025946-0.0072262i,-0.00016407+0.0044961i,0.0047923+0.00012387i,1.7303e-05+0.00087152i,1.5372e-05-0.0010213i,-3.6642e-05-0.0026892i,-0.0013242-0.005775i,-0.002472-0.0038014i,-0.00042355-0.0076892i,0.0032474-0.0012328i,0.0031468-0.0025948i,-0.00038464+0.033568i,0.0062104-0.0039883i,0.0035826-0.0022022i,0.0050032+9.855e-05i,-0.014147-0.0048221i,-2.7519e-05+0.0001886i,0.0095352-0.00084722i,0.0051251-0.00058693i,-0.0038592+0.003831i,0.0036035+0.001666i,-0.0027131+0.0055976i,0.010959-0.088932i,-0.0084736-0.049758i,-0.025965-0.040378i,-0.021384-0.041643i,0.061466-0.01953i,0.025714-0.062418i,0.038139-0.047088i,0.028481-0.058312i,0.018286-0.016023i,0.0084538+0.0098643i,0.023513-0.031969i,-0.0076597-0.004861i,0.0023786-0.0029551i,-0.0049314-0.0059475i,0.00027082-0.03184i,-0.023289+0.031148i,0.0074606-0.010922i,-0.010774-0.00093397i,-0.0049026-0.0011292i,-0.0011553-0.014302i,-0.0096306+0.0039351i,0.0037327+0.0074422i,-0.010861+0.031341i,0.0061436+0.0073545i,-0.005164-0.0012437i,-0.0019414-0.002002i,-0.011039-0.007663i,0.00032378-0.0035096i,-0.034512+0.0057326i,0.0018438-0.012539i,-0.0088527-0.0019738i,-0.0065305-0.0026247i,0.0063985+0.0014753i,-0.0092184+0.001317i,0.00099912+0.00054104i,0.0054949+0.0084808i,0.0044789+0.00054801i,-0.0092852-0.0097378i,0.0031135+0.008767i,-0.018801+0.0070282i,0.006537+0.0023561i,-0.029765-0.0073362i,-0.03384+0.0038052i,0.023906-0.079974i,0.011486-0.010363i,-0.044111-0.026754i,-0.023194-0.0031102i,0.018012+0.011976i,-0.026088+0.013205i,-0.011656-0.0075334i
0.011291-0.007432i,-0.010032-0.034758i,-0.028748-0.017737i,-0.013548-0.000606i,-0.014061+0.013448i,-0.018128+0.0074297i,-0.020897-0.006282i,-0.017154-0.030166i,-0.018798-0.013859i,-0.0017946-0.0035648i,0.00090794-2.5641e-05i,0.001599-0.00063948i,0.0020725-0.00032951i,0.00073744-0.00047147i,0.00088067-0.00024584i,-0.0036858-0.0018171i,0.0022826-0.0030677i,0.002119-0.0012448i,-0.00014307-0.0013748i,0.00027316-0.00049499i,-0.0010599-0.00056141i,0.0017442-0.0012174i,-0.00076408-0.0010234i,-0.0024234-0.0023786i,-0.0020854-2.7431e-05i,-6.557e-05-0.0011927i,0.00016821-0.0013426i,-2.9158e-05-0.00027576i,0.00075061-0.00017873i,0.0009898+0.00024744i,-0.0006013+0.0022123i,-0.00090435+0.00060497i,-0.0006716+0.00032203i,-0.00029635-0.00018763i,-0.0016867+0.0012363i,-0.002981-0.0017068i,-0.00086168-0.0019769i,0.00024946+0.000292i,-0.0003706-0.00049748i,0.0019957+0.0040113i,-0.00067656-0.00053565i,-0.00048296-0.00069887i,-0.00067824-0.00033222i,-0.00082066-0.0038096i,0.0033736-0.01225i,0.016983-0.019282i,0.015676-0.034769i,-0.0077972-0.01937i,0.002924-0.017424i,-0.019968-0.021518i,0.0045418-0.039069i,-0.0048289-0.03797i,0.015784-0.012194i,0.0063917-0.013935i,-0.0044786+0.0084381i,0.0054943-0.0011086i,0.0046449+0.010911i,-0.0034256+0.0034714i,0.0052034+0.00014717i,0.0080683-0.0024273i,-0.0033715-0.00010021i,0.0084586+0.0048087i,0.0013106-0.00094844i,-0.0022171-0.0028106i,-0.0021274+0.00067738i,0.0014417-0.0021915i,-0.0039714+0.0046515i,0.0038939-0.0039299i,-0.0034001+0.0054115i,0.0034019+0.00018867i,0.0035691+0.0020192i,-0.0012475+0.00041133i,-0.0069707-0.0027646i,-0.0017761+0.0013888i,-0.0010319+0.002246i,0.0002081+0.004979i,-0.0018151+0.0018611i,0.00030288+0.0032764i,-0.0012698+6.6246e-05i,-0.0097584+0.0030477i,-0.0010352-2.7038e-05i,-0.0034907+0.0029i,0.00072351+0.0011222i,0.001598-0.004359i,-0.0010772-0.0017046i,0.0018241-0.0040663i,-0.0036538-0.00071861i,0.0072708+0.00041263i,0.0015358+0.0007912i,0.013735-0.018382i,-0.0011874+0.030107i,0.010262+0.01291i,-0.010036+0.0056211i,0.0013618+0.0014174i,0.0012647-0.0014585i,-0.0035765+0.0060654i
0.0096132-0.0092132i,-0.015798-0.032546i,-0.030704-0.012846i,-0.014003+0.00094111i,-0.010811+0.015033i,-0.016327+0.0095252i,-0.021802-0.0031673i,-0.022113-0.026826i,-0.021262-0.0098424i,-0.0026973-0.0031918i,0.00053071-0.00060033i,0.0010993-0.0012807i,0.0022352-0.0011866i,6.3708e-05-0.00095289i,0.00067008-0.00033126i,-0.0039889-0.0011425i,0.00052225-0.0037594i,0.0014364-0.0016579i,-0.00063515-0.001034i,7.7992e-05-0.00078483i,-0.00099941-8.5186e-05i,0.00096349-0.0016476i,-0.00093493-0.00067802i,-0.0029085-0.0018651i,-0.0020639+0.00083119i,-0.00054275-0.0011227i,-0.00034805-0.0012503i,4.8083e-05-0.00034152i,0.00083487-0.00045761i,0.0010628-0.00026749i,0.00025681+0.0024177i,-0.00056444+0.00074492i,-0.00064182+0.00044276i,-0.00047759-0.00014676i,-0.0012796+0.0019716i,-0.003312-0.0012087i,-0.001664-0.0015644i,0.00049231+2.0011e-06i,-0.00050264-0.00039593i,0.0028221+0.0028821i,-0.00076783-0.00055454i,-0.00069501-0.00051499i,-0.00074951-0.00050863i,-0.0017664-0.0036097i,0.00106-0.012807i,0.014495-0.022173i,0.010966-0.03517i,-0.008582-0.016588i,0.0018041-0.018833i,-0.019042-0.015571i,-0.0044136-0.040943i,-0.012721-0.040238i,0.012886-0.016542i,0.0034708-0.012792i,-0.0012973+0.0095003i,0.0037475-0.0023984i,0.0071073+0.0079577i,-0.0026207+0.0049382i,0.0045914-0.0010214i,0.0071937-0.0046455i,-0.0039927+0.0017669i,0.0099467+0.0021263i,0.0016731-0.0010466i,-0.0023868-0.001984i,-0.0011909+0.0012631i,0.00098058-0.0025011i,-0.0012463+0.0052792i,0.0016567-0.0054044i,-0.000653+0.0056818i,0.0035019-0.0020482i,0.0037992+0.00024576i,-0.0011164+0.00088249i,-0.0071265+0.00095167i,-0.0014697+0.0015595i,0.00013887+0.0034626i,0.0012719+0.0039718i,-0.0010062+0.0024546i,0.0011401+0.0032139i,-0.0015528+0.00081033i,-0.0077978+0.0060451i,-0.00085537+0.0010284i,-0.0021792+0.0040491i,0.00094562+0.00053163i,-0.00075084-0.0049772i,-0.0014177-0.0012232i,0.0006514-0.0048408i,-0.0033048+0.00060656i,0.0063442-0.0013638i,0.0018424+0.00072922i,0.012734-0.019906i,0.0051287+0.028589i,0.010213+0.0099743i,-0.0094516+0.0080481i,0.0037808+0.0029464i,0.0014059-0.0014093i,-0.0034413+0.0065878i
0.007696-0.010685i,-0.020974-0.029037i,-0.03188-0.0080259i,-0.014384+0.0030494i,-0.0075894+0.015459i,-0.014171+0.011351i,-0.022208+0.00026183i,-0.026191-0.022783i,-0.021996-0.0059193i,-0.0034925-0.0024469i,3.34e-05-0.00060697i,0.00033487-0.0014939i,0.0020183-0.0020815i,-0.0005106-0.00077206i,0.00063976-0.00041359i,-0.0040314-0.00027238i,-0.0010826-0.0033652i,0.00084054-0.001744i,-0.0009293-0.00057088i,-0.00030669-0.00078318i,-0.00073832+0.00028279i,0.00034758-0.0017131i,-0.0009934-0.00032546i,-0.00337-0.0012453i,-0.0016405+0.0013602i,-0.000947-0.00084981i,-0.00071248-0.00090245i,4.4352e-05-0.0003755i,0.00073274-0.00076472i,0.001082-0.00071573i,0.0013228+0.0020873i,-0.00025527+0.00081842i,-0.00066312+0.00071813i,-0.00055686-7.1638e-06i,-0.00042119+0.0022973i,-0.003825-0.00059189i,-0.0021311-0.00082465i,0.00047699-0.00035547i,-0.00058427-0.00033273i,0.0030463+0.0016764i,-0.00098485-0.00052858i,-0.00083292-0.00023197i,-0.00093477-0.00049862i,-0.0025228-0.0030122i,-0.0016756-0.013184i,0.011314-0.024972i,0.0069114-0.034985i,-0.0086814-0.014767i,0.00088639-0.021262i,-0.016755-0.012022i,-0.013427-0.039303i,-0.021507-0.039892i,0.0089253-0.019313i,0.0023673-0.01191i,0.001647+0.0087327i,0.0020238-0.0027943i,0.0074846+0.0051796i,-0.0011157+0.006053i,0.0044479-0.0016584i,0.0050996-0.0070158i,-0.0035679+0.0034798i,0.0097886-0.001506i,0.0019534-0.0015713i,-0.0022393-0.0012869i,-0.00054781+0.0012612i,0.00055604-0.0028721i,0.0010094+0.0043877i,-0.00071775-0.0057237i,0.0017769+0.0050048i,0.0020624-0.0034509i,0.0031355-0.0013295i,-0.00077015+0.0011497i,-0.0054291+0.0037123i,-0.0015097+0.0016701i,0.002278+0.0036663i,0.0016136+0.0034785i,0.00018535+0.002441i,0.0024058+0.0028883i,-0.0013502+0.0013752i,-0.0053298+0.0075292i,2.8172e-05+0.001436i,-0.00034827+0.0045994i,0.00086107-7.2884e-05i,-0.0032752-0.0045945i,-0.0017361-0.0011772i,-0.00082389-0.0051906i,-0.0024021+0.0011415i,0.0047767-0.002475i,0.0023055+0.00050687i,0.011154-0.022626i,0.010643+0.025846i,0.0091778+0.0074952i,-0.0084615+0.0096934i,0.0061024+0.0028408i,0.00099831-0.0014771i,-0.002911+0.0067692i
0.0054572-0.011824i,-0.02492-0.024443i,-0.032396-0.0029051i,-0.013947+0.0053231i,-0.0047734+0.015047i,-0.011741+0.01247i,-0.021706+0.0036835i,-0.02962-0.018208i,-0.022091-0.00285i,-0.0039973-0.0013191i,-0.00035813-0.00032508i,-0.00034829-0.0012342i,0.00142-0.0029251i,-0.00095389-0.00046248i,0.00053241-0.00067596i,-0.0037159+0.00065735i,-0.0022082-0.0022656i,0.00038959-0.0017317i,-0.0010916-1.4296e-05i,-0.00057432-0.00054743i,-0.00042325+0.0004333i,-0.00024564-0.0018375i,-0.0010158+4.3567e-05i,-0.0037322-0.00025002i,-0.0012+0.0018348i,-0.0012822-0.00040422i,-0.00078494-0.00057423i,-4.058e-05-0.00044301i,0.00064532-0.00086108i,0.00091085-0.0013515i,0.0019809+0.0012631i,5.4997e-05+0.00078946i,-0.00036057+0.0011106i,-0.00062124+0.00018825i,0.00051454+0.0021435i,-0.0043872+0.0003761i,-0.0022334-5.0209e-05i,0.00028294-0.00061146i,-0.00087556-0.0002218i,0.0028876+0.00063782i,-0.0011431-0.00024712i,-0.0009957+9.4883e-05i,-0.0010045-0.00034585i,-0.0030538-0.0021822i,-0.0047375-0.012655i,0.007308-0.027347i,0.0034496-0.035037i,-0.0084288-0.013804i,-0.001358-0.023859i,-0.01391-0.010438i,-0.020983-0.035483i,-0.030391-0.037388i,0.0046154-0.020293i,0.0021469-0.01189i,0.0030056+0.0069297i,0.00033368-0.002406i,0.0074476+0.0033599i,0.00074782+0.0062249i,0.0039408-0.0030088i,0.0016765-0.0079018i,-0.0024614+0.0053907i,0.0079526-0.0046653i,0.0020545-0.0023872i,-0.0019582-0.00084344i,-0.00017569+0.0011284i,-8.8104e-05-0.0031589i,0.0022478+0.0029572i,-0.0029228-0.0052441i,0.0037453+0.0033971i,0.00096662-0.0040103i,0.0021285-0.0021459i,-0.00037289+0.00096531i,-0.0030986+0.0048317i,-0.0014757+0.002328i,0.0039383+0.0023574i,0.0024348+0.0032548i,0.00095066+0.0015957i,0.0033516+0.0017054i,-0.0011954+0.0016794i,-0.0029179+0.0083705i,0.00038883+0.00086531i,0.0015615+0.0039321i,0.00065326-0.00025373i,-0.0053638-0.0028157i,-0.0022669-0.00059218i,-0.0024016-0.0046537i,-0.0018336+0.0013947i,0.0032665-0.0027474i,0.0022895-0.0002529i,0.0086489-0.02529i,0.01545+0.022i,0.0077307+0.0056476i,-0.0074851+0.01095i,0.0082298+0.0014174i,0.0005545-0.0011219i,-0.0024456+0.0064353i
0.0031394-0.012361i,-0.0274-0.019564i,-0.03192+0.0019677i,-0.01314+0.0074223i,-0.0026767+0.013923i,-0.0095873+0.013137i,-0.020831+0.006583i,-0.031771-0.012806i,-0.021911-0.00027932i,-0.003932-0.00012879i,-0.0004221+0.00014855i,-0.00066447-0.00087866i,0.00043399-0.0035637i,-0.0012282+1.1057e-05i,0.00023452-0.00087699i,-0.0030395+0.0013068i,-0.0026098-0.0009651i,4.0877e-05-0.0016984i,-0.00086733+0.00072092i,-0.00066834-0.00027784i,-0.00020888+0.00035573i,-0.0011744-0.0016579i,-0.00075474+0.00032695i,-0.0038511+0.001024i,-0.00047828+0.0023538i,-0.0013145+0.00015249i,-0.00074652-0.00030844i,-0.00010553-0.00043364i,0.00062091-0.0011176i,0.00022994-0.0018128i,0.0021281+0.00035675i,0.00029127+0.00065135i,0.00015957+0.0012176i,-0.00064609+0.00050673i,0.0013209+0.0016473i,-0.0045921+0.0017581i,-0.0022052+0.0006755i,-5.6171e-05-0.0006867i,-0.00095001+0.00014428i,0.0023171+1.0136e-05i,-0.0012189+6.4073e-06i,-0.00075283+0.00041722i,-0.00095208+2.4963e-05i,-0.0032764-0.0011295i,-0.0070635-0.011018i,0.002414-0.028601i,-0.00055961-0.034935i,-0.0084809-0.01383i,-0.0046696-0.026112i,-0.011393-0.011081i,-0.027322-0.029732i,-0.0386-0.031715i,0.00073603-0.019478i,0.0022402-0.012727i,0.0025786+0.0056856i,-0.00080598-0.001275i,0.0072438+0.0016615i,0.00234+0.0057317i,0.0021982-0.0037366i,-0.0018457-0.007471i,-0.00018197+0.0066863i,0.0044339-0.0064407i,0.0012941-0.0036315i,-0.001792-0.0004476i,0.00015856+0.00093805i,-0.00091044-0.0032172i,0.0032088+0.0015557i,-0.004839-0.003657i,0.0048064+0.0010837i,-0.00031526-0.0046518i,0.0011784-0.002601i,-0.00054746+0.0008518i,-0.00066607+0.0048723i,-0.00071454+0.0029418i,0.0046399+0.00016471i,0.0033686+0.0025591i,0.00081168+0.00058383i,0.0036942+0.00026393i,-0.00091972+0.0019649i,-0.0003582+0.0085162i,0.00015144+0.00055712i,0.0027848+0.0024265i,0.00068777-0.00061467i,-0.0062323-0.00029846i,-0.0021137+0.00065935i,-0.0034504-0.0036511i,-0.0013278+0.0017648i,0.0020303-0.0026998i,0.0015257-0.00059811i,0.0056655-0.027618i,0.019336+0.0171i,0.0066606+0.0048776i,-0.0066159+0.012084i,0.010042-0.00079549i,0.00048016-0.00066808i,-0.0025663+0.0057642i
0.00097782-0.012464i,-0.029046-0.015087i,-0.031095+0.0068899i,-0.011868+0.0093584i,-0.0012341+0.012734i,-0.0073912+0.013565i,-0.019725+0.0093554i,-0.032911-0.0077518i,-0.02188+0.0017991i,-0.0034752+0.0005942i,7.9498e-05+0.00043922i,-0.00077189-0.00065134i,-0.00085455-0.0036836i,-0.0011762+0.00076593i,-6.139e-05-0.00078829i,-0.0023724+0.0015149i,-0.0023996+0.00039061i,-0.00034102-0.0017504i,-0.00011528+0.00097739i,-0.000636-0.00017176i,-0.00016333+0.00021168i,-0.0017728-0.00074754i,-0.00052494+0.00036318i,-0.0035141+0.0023569i,0.00070742+0.0022567i,-0.0010312+0.0006387i,-0.0006352-0.00021746i,-9.5881e-05-0.00053001i,0.00027555-0.0015959i,-0.00045101-0.0017819i,0.002019-0.0003609i,0.00048769+0.00046456i,0.00067424+0.00099875i,-0.00031282+0.00092241i,0.0018162+0.0006552i,-0.0041946+0.0032052i,-0.0019439+0.0014432i,-0.0003384-0.00048628i,-0.001076+0.00047099i,0.001949+4.1595e-06i,-0.0012847+0.00022757i,-0.00066653+0.00039482i,-0.00073704+0.00011036i,-0.0029376-0.00031311i,-0.0082959-0.0091135i,-0.0022839-0.027968i,-0.0042453-0.03383i,-0.0093541-0.014052i,-0.0090572-0.02751i,-0.01127-0.01302i,-0.030988-0.022323i,-0.044592-0.02388i,-0.0014306-0.017549i,0.0015131-0.014972i,0.0023186+0.0063678i,-0.0010313+0.00017843i,0.0064576+0.00019492i,0.0035764+0.0046924i,0.00066411-0.0029413i,-0.0051373-0.0055415i,0.0024613+0.0063387i,0.00063732-0.0058682i,-0.00031075-0.0038719i,-0.0015061+6.8821e-05i,8.9298e-05+0.00065051i,-0.0017833-0.0029233i,0.003874-0.00026344i,-0.0058815-0.0012362i,0.004952-0.0011372i,-0.0022344-0.0042451i,2.69e-05-0.0028407i,-0.00053021+0.0010444i,0.0010131+0.0035992i,0.00016502+0.0029397i,0.0037627-0.0024548i,0.0038253+0.0016172i,4.6056e-05+0.00035407i,0.0033857-0.00084446i,-0.0004291+0.002431i,0.0022234+0.0076038i,-6.2948e-05+0.00054305i,0.0027708+0.00045456i,6.8663e-05-0.0010009i,-0.0057906+0.0021605i,-0.0011706+0.0011514i,-0.0039142-0.002527i,-0.00062826+0.0018409i,0.00079718-0.0016616i,0.0010036-0.00013067i,0.0015828-0.030261i,0.021429+0.010499i,0.0057454+0.0039695i,-0.0055795+0.013203i,0.010084-0.00432i,0.00058329-0.00026276i,-0.0034675+0.0057072i
-0.0010354-0.012258i,-0.030186-0.010799i,-0.029024+0.011923i,-0.010142+0.011174i,-0.00044134+0.011892i,-0.0051527+0.013538i,-0.018089+0.011991i,-0.033448-0.0024594i,-0.02244+0.0038705i,-0.0030177+0.0012102i,0.00061435+0.00016866i,-0.0012154-0.00048454i,-0.0020397-0.0031647i,-0.00065538+0.0013308i,-0.00031892-0.0007905i,-0.0018057+0.0015653i,-0.0013859+0.0013799i,-0.00069986-0.0017508i,0.00037638+0.00060638i,-0.00071533-0.00022332i,-0.00023529+0.00027049i,-0.0017724+0.00023307i,-0.00036534+0.0002752i,-0.0026521+0.0036028i,0.0013964+0.0014731i,-0.00067131+0.00082017i,-0.00067172-0.00014509i,-0.00021347-0.00056644i,-0.00039626-0.0016456i,-0.0011063-0.0015626i,0.0016843-0.0010318i,0.00062553+0.00022629i,0.0010165+0.00070884i,0.00028746+0.00099558i,0.0014655-0.00032526i,-0.0030706+0.0044462i,-0.0013477+0.002133i,-0.0004432-0.00036725i,-0.0009856+0.0010266i,0.002167+3.7175e-05i,-0.0013418+0.00060121i,-0.00088204+0.00056503i,-0.0007195+7.5541e-05i,-0.0025697+0.00013715i,-0.0087899-0.0077069i,-0.0056539-0.026742i,-0.0074158-0.032368i,-0.010688-0.013935i,-0.013373-0.027512i,-0.013023-0.014183i,-0.031558-0.014871i,-0.047294-0.014374i,-0.0012518-0.015759i,-0.00091446-0.01705i,0.0031334+0.0072226i,-0.00042968+0.001037i,0.0056663-0.00042667i,0.0040517+0.0033957i,0.00082522-0.0020923i,-0.0075179-0.0021266i,0.0042586+0.0047823i,-0.0017527-0.0036717i,-0.0012142-0.0031711i,-0.00068268+0.00028582i,5.7233e-05+0.00080541i,-0.0022684-0.0021892i,0.003106-0.0023911i,-0.0053231+0.0014797i,0.0043599-0.0035171i,-0.0030368-0.0029662i,-0.0012282-0.0025906i,-0.0004903+0.0012295i,0.0013489+0.0020874i,0.00092138+0.0025599i,0.0013786-0.0041025i,0.0043009+0.0007396i,-0.00039658+0.00060938i,0.0028011-0.0024939i,0.00039951+0.0025545i,0.0037493+0.0058972i,-0.00019442+0.00064696i,0.0019491-0.00079528i,-0.00040027-0.00094225i,-0.0045237+0.0040834i,-0.00062108+0.0011963i,-0.0040204-0.0017101i,-0.00011089+0.0014317i,0.00078079-0.00035611i,0.0010722+0.00043943i,-0.004059-0.031357i,0.021041+0.0040544i,0.0051217+0.0033633i,-0.0045048+0.014528i,0.0078817-0.0069551i,0.00091353+0.00020927i,-0.0040584+0.006542i
-0.0029225-0.011739i,-0.031013-0.0066717i,-0.025657+0.016182i,-0.0078734+0.012525i,0.00024506+0.011381i,-0.0031521+0.013026i,-0.01615+0.014152i,-0.032606+0.0028915i,-0.023072+0.0067619i,-0.0024627+0.0017262i,0.0006887-0.0005484i,-0.001607+0.00019976i,-0.0029538-0.0022539i,2.7845e-05+0.0015066i,-0.00075611-0.00056246i,-0.0014074+0.0014294i,-0.00033752+0.0015299i,-0.0012863-0.0017409i,0.00048107+0.00029298i,-0.0010248-0.00015188i,-0.00020671+0.00035089i,-0.0013312+0.00089259i,-0.0003586+6.9331e-05i,-0.0013306+0.0042631i,0.0015075+0.00093605i,-0.00040156+0.00086458i,-0.00073903-2.8259e-05i,-0.00039951-0.00059119i,-0.00089386-0.001307i,-0.0017167-0.0010258i,0.001115-0.0013593i,0.00066789-0.00013761i,0.001343+0.00015975i,0.00083838+0.000734i,0.00098024-0.00081666i,-0.0015241+0.0049488i,-0.00045624+0.0026188i,-0.00054821-0.00018355i,-0.00048174+0.0014801i,0.0026799-0.00046853i,-0.0011734+0.0010618i,-0.00075024+0.0011249i,-0.00082378+0.00019865i,-0.0024441+0.00048392i,-0.0089805-0.0068407i,-0.0084961-0.025974i,-0.0099555-0.031199i,-0.012205-0.013666i,-0.017424-0.026393i,-0.015054-0.01384i,-0.030167-0.0092605i,-0.046944-0.0060614i,-0.00080386-0.015847i,-0.004312-0.017594i,0.0045895+0.0079846i,0.00017893+0.0013654i,0.0052533-0.0010716i,0.0041457+0.0023031i,0.00070155-0.0020438i,-0.0077392+0.0023601i,0.0050919+0.0032128i,-0.002536-0.00096475i,-0.0016394-0.0027513i,-0.00021988-7.0171e-05i,0.00043853+0.0009305i,-0.0023505-0.0015106i,0.0016691-0.003633i,-0.003656+0.0032902i,0.0025125-0.0056826i,-0.0033405-0.0023143i,-0.0021783-0.0017248i,-0.00022104+0.0014373i,0.00097153+0.0012173i,0.001247+0.0020777i,-0.0014968-0.0043577i,0.0046729-0.00072466i,-0.00066557+0.00096985i,0.00070482-0.0035502i,0.0013523+0.0021082i,0.0044492+0.0041863i,-0.00038959+0.00079803i,0.00054354-0.0015257i,-0.0010213-0.000503i,-0.0025324+0.0054754i,0.00018835+0.0010935i,-0.0045888-0.00082424i,-0.00014341+0.0012541i,0.0018437+0.00049458i,0.001514+0.00067585i,-0.0094308-0.030437i,0.019099-0.0013655i,0.0045426+0.0023343i,-0.0026015+0.016228i,0.0057044-0.008206i,0.001669+0.00040917i,-0.0040444+0.0075801i
-0.004369-0.011067i,-0.03167-0.0022386i,-0.021957+0.0193i,-0.0054997+0.01319i,0.001259+0.011177i,-0.0016066+0.012329i,-0.014206+0.016163i,-0.030571+0.0073026i,-0.023035+0.010531i,-0.0018939+0.0019804i,0.00040455-0.0011092i,-0.0014687+0.00090365i,-0.0033664-0.00099552i,0.00058889+0.001422i,-0.00090337-8.122e-05i,-0.0013412+0.0013467i,0.00047356+0.0013733i,-0.0019051-0.0014365i,0.00067244-2.5947e-06i,-0.0013864+0.00014062i,-0.00013862+0.00039443i,-0.00072989+0.001309i,-0.00053279-1.1439e-05i,-0.00016551+0.0042451i,0.0015796+0.00050734i,-0.00016498+0.00091451i,-0.00079172+0.00016507i,-0.00061756-0.00054915i,-0.0012434-0.00094763i,-0.0020368-0.00014249i,0.00060958-0.0013441i,0.00042847-0.00052229i,0.0012556-0.00059578i,0.0012199+8.9347e-05i,0.00047297-0.0010527i,-8.0719e-05+0.0048524i,0.00056743+0.002582i,-0.00055755+3.2417e-05i,0.00023606+0.0015213i,0.0029254-0.0014287i,-0.00085729+0.0013976i,-0.00012957+0.0013958i,-0.00078328+0.00040702i,-0.0021408+0.001044i,-0.0093021-0.0065928i,-0.011295-0.024764i,-0.012558-0.029771i,-0.014302-0.012846i,-0.020806-0.025037i,-0.016687-0.012836i,-0.02813-0.0047713i,-0.045024+0.00046912i,-0.0006142-0.016633i,-0.0067-0.016726i,0.0072191+0.0083431i,0.00080812+0.001353i,0.004451-0.001677i,0.0040798+0.0014787i,0.0004163-0.0016472i,-0.0057895+0.006027i,0.0051755+0.0015291i,-0.0020589+0.0013038i,-0.0022806-0.002489i,-0.0002811-0.00052813i,0.00087528+0.00074657i,-0.0022218-0.0010319i,0.00019809-0.0037941i,-0.0016715+0.0041213i,-0.00025289-0.0064943i,-0.004047-0.0017931i,-0.0026949-0.00062237i,-3.7237e-05+0.0016486i,0.00060349+0.00081108i,0.0014613+0.0017691i,-0.0040678-0.0032241i,0.0040322-0.0025373i,-0.00061212+0.00155i,-0.0013474-0.00284i,0.0018069+0.0013182i,0.0044385+0.0029057i,-0.00031321+0.0015254i,-0.00090714-0.0011016i,-0.0009232+2.2467e-06i,-3.2926e-05+0.0057027i,0.00041885+0.00039852i,-0.0046793+0.00065723i,-0.00011652+0.0014216i,0.0028427+0.00038256i,0.0020141+0.00051878i,-0.013717-0.028452i,0.015934-0.0064063i,0.0034946+0.001464i,0.00053509+0.017123i,0.0034531-0.0086348i,0.0022978+9.1684e-05i,-0.003789+0.0084369i
-0.0057528-0.010708i,-0.031506+0.0026635i,-0.017673+0.022006i,-0.0028394+0.013285i,0.0026045+0.010625i,-0.00026846+0.011555i,-0.011694+0.017971i,-0.02858+0.010779i,-0.021586+0.01462i,-0.0014647+0.0020909i,-0.00018156-0.0015583i,-0.0011511+0.001559i,-0.0032547+0.00035606i,0.001045+0.0013842i,-0.00085784+0.00038348i,-0.0013389+0.0015187i,0.00093742+0.0010008i,-0.0024326-0.00089199i,0.00059217-0.00052755i,-0.0015288+0.00070072i,-7.1568e-05+0.00048219i,-0.00020608+0.001425i,-0.00079416+0.00016951i,0.00051844+0.0040579i,0.001526+6.6427e-05i,0.00010181+0.0009761i,-0.00080668+0.0004628i,-0.00089674-0.0003733i,-0.0015546-0.00039647i,-0.0017121+0.00078477i,0.00037099-0.001221i,4.4414e-06-0.00071174i,0.00070039-0.0010981i,0.0011299-0.00067557i,2.2943e-05-0.0011511i,0.0011523+0.0044252i,0.001428+0.0022228i,-0.00045827+0.0002387i,0.00071036+0.0012059i,0.0025801-0.0026456i,-0.00050036+0.0015647i,0.00034138+0.0012606i,-0.00073331+0.00055679i,-0.0015827+0.0012652i,-0.010256-0.006813i,-0.013404-0.023598i,-0.014635-0.027997i,-0.015978-0.010899i,-0.023636-0.023224i,-0.018055-0.011293i,-0.025285-0.001672i,-0.04295+0.0059833i,-0.00053914-0.017482i,-0.0081307-0.015737i,0.010537+0.0069857i,0.00113+0.0011366i,0.0034742-0.0016507i,0.003924+0.00070698i,0.00059849-0.0015197i,-0.0029978+0.0084338i,0.0045614+0.00030493i,-0.00089092+0.0030494i,-0.0026646-0.0015507i,-0.00072615-0.00064357i,0.0009436+0.0004876i,-0.0021297-0.00078292i,-0.00091375-0.003138i,0.00034077+0.0041162i,-0.0028324-0.0058569i,-0.004663-0.00095478i,-0.0027588+0.0004913i,0.00056592+0.0018532i,8.0096e-05+0.00049402i,0.0017831+0.001395i,-0.0058618-0.0010127i,0.0024304-0.0036227i,-9.9945e-05+0.0020891i,-0.0026823-0.0012273i,0.0015985+0.00076149i,0.0044613+0.0020385i,0.00059189+0.0019397i,-0.0017976-8.3307e-05i,-0.00084202+5.7405e-05i,0.0020619+0.0046118i,7.3019e-05-9.5201e-05i,-0.0039161+0.0020769i,0.00037648+0.0017468i,0.0034235-1.4134e-05i,0.0024112+0.0001014i,-0.017359-0.02624i,0.010906-0.010446i,0.0019109+0.00079469i,0.0040502+0.016434i,0.0011119-0.0084591i,0.0024234-0.00039923i,-0.003314+0.0094258i
