-0.00078688-0.041383i,-0.0011389-0.046124i,-0.007783-0.047554i,-0.030714-0.023403i,-0.022738+0.01084i,-0.036649-0.033417i,-0.063192-0.058131i,-0.019209-0.07078i,-0.024422-0.043564i,-0.00081438+0.015878i,-0.010557+0.013055i,-0.014161+0.012948i,0.0036495+0.013337i,-0.0027595-0.0021866i,0.0019125+0.0057211i,0.00027769+0.03347i,0.019702+0.056601i,0.00095485-0.00061808i,-0.0034551-0.0090973i,0.0074293+0.0042461i,0.0016648+0.0013296i,-0.00046391+0.003197i,-2.6865e-05-0.00062127i,-0.037409-0.0091452i,-0.0023832-0.0075553i,-0.0014193+0.0045114i,0.0053499-0.00025926i,1.0927e-05+0.00023749i,0.00056533-0.0008748i,0.00038298-0.0021738i,-0.001355-0.0059471i,-0.0032853-0.0060128i,-0.00075079-0.0072537i,0.0032198-0.0006444i,0.0033802-0.0016643i,-0.001459+0.03887i,0.0066733-0.0036763i,0.0032511-0.00077293i,0.0052377-0.00021536i,-0.01253-0.0060904i,-0.0011042+0.00037632i,0.0095546-0.00044974i,0.0031425+0.0016086i,-0.0046972+0.0021331i,1.6807e-05+0.010277i,-0.0057947+0.018282i,0.026172-0.08172i,-0.00023581-0.05514i,-0.023366-0.043235i,-0.019657-0.037157i,0.063003-0.016345i,0.030383-0.058119i,0.038736-0.044698i,0.033867-0.052573i,0.01935-0.015587i,0.0077976+0.012077i,0.023977-0.034892i,-0.0086709-0.0054709i,0.0030208-0.0016164i,-0.0024387-0.0056227i,0.0048198-0.031769i,-0.025653+0.030786i,0.0087911-0.010372i,-0.012606-0.0026925i,-0.004611-0.0017214i,0.0001418-0.014752i,-0.010774+0.0053786i,0.003371+0.0067307i,-0.014019+0.029851i,0.0054509+0.006935i,-0.0059562-0.0020858i,-0.0011914-0.0024311i,-0.01184-0.0080741i,0.00031718-0.0035796i,-0.036089+0.0064578i,0.0017114-0.012547i,-0.0093361-0.0029191i,-0.0070639-0.0034096i,0.006493+0.0020736i,-0.0092355+0.0021165i,-2.0877e-05+0.0017018i,0.0057933+0.010032i,0.005008+0.00053643i,-0.0093422-0.010322i,0.001957+0.0084516i,-0.020226+0.0053629i,0.006979+0.0031398i,-0.027868-0.0088119i,-0.036041-0.0024861i,0.026586-0.077353i,0.013757-0.0094238i,-0.043098-0.028342i,-0.024619-0.0061101i,0.017337+0.011526i,-0.026968+0.011319i,-0.012116-0.0095544i
0.0067566-0.0095962i,0.0016749-0.047328i,-0.02875-0.015759i,-0.011569+0.0027028i,-0.014872+0.014319i,-0.017425+0.013976i,-0.018018-0.0066127i,-0.012549-0.037201i,-0.014672-0.01386i,-0.0047781-0.0042912i,0.00045027-0.00015502i,0.0017882-0.00052582i,0.0015245-0.00070249i,0.00043004-0.0012846i,2.862e-05-0.00092615i,-0.0036908-0.0011518i,0.0029186-0.0023958i,0.0020608-0.00063377i,-0.00064195-0.00096404i,-6.9235e-05-0.00024638i,-0.00077994-0.00056559i,0.0015931-0.001062i,-0.00080818-0.00089835i,-0.0026345-0.0026346i,-0.0020642-7.4598e-05i,0.00054752-0.00024826i,0.0001066-0.00080993i,-0.0002698-0.00037195i,0.00030791-0.00024708i,0.0012249+0.00029027i,0.00061659+0.0025056i,-0.0017881+0.00010838i,3.847e-05+8.457e-05i,-0.00069084-0.00053219i,-0.0019463+0.00079031i,-0.0038461-0.00040594i,-0.0010773-0.00059741i,2.4406e-05+0.00022041i,-0.0007018-0.00046308i,0.0019161+0.0035237i,-0.00063299-0.00069983i,-0.00072236-0.0014568i,0.00051237-0.00052567i,-0.00069177-0.005176i,0.0048288-0.0090815i,0.018134-0.010901i,0.017675-0.026927i,-0.011305-0.021938i,0.0028925-0.013879i,-0.018017-0.015289i,0.0023497-0.040088i,-0.00060459-0.036226i,0.013054-0.017836i,0.0044157-0.011705i,-0.0043039+0.007066i,0.0062283-0.0022008i,0.0046683+0.012481i,-0.0037207+0.0035959i,0.0063283-0.00033319i,0.0063866-0.0034111i,-0.0039689-0.0005767i,0.0090219+0.0052371i,0.0011269-0.00085496i,-0.0028689-0.0035275i,-0.0023899+0.00062532i,0.001488-0.0022977i,-0.0040473+0.0050046i,0.0043701-0.0045509i,-0.0038723+0.006414i,0.0036396+0.00016758i,0.0040416+0.00039818i,-0.0011798+0.00059311i,-0.0074132-0.0026814i,-0.0017628+0.0018642i,-0.00052904+0.002266i,0.00051361+0.0050572i,-0.0010599+0.0013491i,0.00057798+0.003217i,-0.0013249+0.00011577i,-0.0097643+0.0033117i,-0.00030569-0.00024427i,-0.0029172+0.0030181i,0.00094033+0.0019348i,0.0022121-0.0042025i,-0.00079894-0.0018433i,0.00060225-0.0041251i,-0.0047665-0.001046i,0.006994+0.00083943i,0.0031584-0.0010148i,0.01023-0.015i,-0.0012761+0.033796i,0.012014+0.013388i,-0.010523+0.007269i,0.00079564+0.0014722i,0.00093787-0.0017841i,-0.0039581+0.0061799i
0.0049403-0.010554i,-0.0069908-0.046566i,-0.030367-0.011001i,-0.011292+0.0042576i,-0.01176+0.01594i,-0.014375+0.015617i,-0.019184-0.0037625i,-0.018447-0.03456i,-0.017305-0.010528i,-0.0056912-0.0029909i,4.1362e-05-0.00050331i,0.0013102-0.0011019i,0.0016109-0.0014053i,-0.00052148-0.0014048i,-0.00032265-0.00073712i,-0.003861-0.00043876i,0.0013879-0.0032558i,0.0017047-0.0011246i,-0.00093262-0.0003554i,-0.00023633-0.00049623i,-0.00075708-0.00024355i,0.00084229-0.0014933i,-0.00099136-0.000587i,-0.0033251-0.0019743i,-0.0019215+0.0004555i,0.00030062-0.00049105i,-0.00018137-0.00074815i,-0.00028333-0.00038163i,0.00034684-0.00040321i,0.0013203-0.00042876i,0.0016385+0.0021253i,-0.0015553+0.00056805i,-4.7537e-05-2.9899e-05i,-0.00089615-0.00030014i,-0.0017164+0.0015724i,-0.0038567+0.00033075i,-0.0014047-0.00024438i,0.00031756+6.8614e-05i,-0.0008072-0.00024418i,0.0025532+0.0024i,-0.00080334-0.00067657i,-0.0011439-0.0012569i,0.0004003-0.00075944i,-0.0017939-0.0049892i,0.0025672-0.010265i,0.016195-0.013698i,0.013798-0.027473i,-0.011887-0.017796i,0.0027236-0.015687i,-0.015832-0.010036i,-0.0068579-0.041719i,-0.0086745-0.039242i,0.0094176-0.021776i,0.0017236-0.010243i,-0.0012715+0.0081664i,0.0039234-0.0034918i,0.0075415+0.0095197i,-0.002554+0.0051384i,0.0055522-0.0019385i,0.0056582-0.004671i,-0.0047407+0.0016498i,0.010365+0.0024162i,0.0015957-0.00096245i,-0.0032528-0.0025391i,-0.0014454+0.0014151i,0.0010161-0.0026994i,-0.0012337+0.0057388i,0.0017248-0.0061352i,-0.00069347+0.0067194i,0.0037421-0.0023153i,0.0035692-0.0013026i,-0.00091219+0.0010382i,-0.0076172+0.0013429i,-0.0014362+0.0020035i,0.00069356+0.0033257i,0.0015846+0.00402i,-0.00048577+0.0018314i,0.0014366+0.0031512i,-0.0015746+0.00082668i,-0.0079092+0.0063219i,-0.00034387+0.00063095i,-0.0015615+0.0037219i,0.0014498+0.0012114i,-9.628e-05-0.0051231i,-0.001151-0.0013566i,-0.00060577-0.004631i,-0.0043785+0.0006914i,0.0062663-0.00099872i,0.0030215-0.0013389i,0.0097548-0.016161i,0.0060823+0.032334i,0.011774+0.010038i,-0.0092894+0.0098809i,0.0034979+0.0031967i,0.00099272-0.0016965i,-0.0038897+0.006618i
0.0030896-0.011239i,-0.014873-0.043692i,-0.031246-0.006283i,-0.010824+0.0060521i,-0.0086069+0.016625i,-0.011112+0.016663i,-0.019803-0.00052874i,-0.023626-0.031139i,-0.018525-0.0070897i,-0.0061169-0.001366i,-0.00039565-0.00031255i,0.00061272-0.0012926i,0.0013372-0.0021353i,-0.001156-0.00096829i,-0.00039606-0.00052383i,-0.0037772+0.00045943i,-0.00011289-0.0030978i,0.0013307-0.0014752i,-0.00094814+0.00015326i,-0.00057648-0.00039592i,-0.00059412+1.5651e-05i,0.0002244-0.0015231i,-0.0010669-0.0002861i,-0.0039463-0.0010494i,-0.0018432+0.00076576i,4.8114e-05-0.00052018i,-0.00036947-0.00055457i,-0.00030096-0.00033628i,0.0002497-0.00053064i,0.0012216-0.00090434i,0.0025117+0.0011022i,-0.0012272+0.0010473i,-0.00031618-5.6308e-05i,-0.00095886-2.0816e-06i,-0.0010834+0.0020398i,-0.0039443+0.001095i,-0.0014783+0.00031923i,0.00036357-0.00022029i,-0.00078062-0.00015605i,0.0025166+0.0013736i,-0.0010568-0.00057691i,-0.0014255-0.00084779i,0.00018681-0.00085285i,-0.0027065-0.0043621i,-0.00019655-0.011035i,0.013737-0.016509i,0.010882-0.027607i,-0.011102-0.015215i,0.0024209-0.018913i,-0.012613-0.0074652i,-0.016247-0.039733i,-0.017788-0.03918i,0.005058-0.02392i,0.0010824-0.0087919i,0.0014415+0.0073571i,0.0018109-0.0035064i,0.0083701+0.0067121i,-0.00079852+0.0059392i,0.0050342-0.0029538i,0.0039519-0.0064799i,-0.0041123+0.0035391i,0.010219-0.0010225i,0.0019957-0.0014609i,-0.0031821-0.0016376i,-0.00069068+0.0015061i,0.00052342-0.0031466i,0.0012158+0.004709i,-0.0010373-0.0062295i,0.0021225+0.0058312i,0.0021432-0.0039207i,0.0023094-0.0023469i,-0.00051471+0.0012049i,-0.0057493+0.0043307i,-0.0011762+0.0020763i,0.0027297+0.0031877i,0.0018349+0.0033359i,0.00038054+0.0016868i,0.0027981+0.002634i,-0.0011808+0.0014553i,-0.0053241+0.0081229i,0.00041573+0.00096608i,0.0001668+0.0038786i,0.0015285+0.00046093i,-0.002859-0.0048996i,-0.0014845-0.0013148i,-0.0019983-0.0045836i,-0.0034607+0.001552i,0.0047833-0.0022748i,0.0030312-0.0018891i,0.0088099-0.018623i,0.012402+0.029175i,0.010611+0.0074593i,-0.0076812+0.011449i,0.0061825+0.0030127i,0.00073631-0.0016704i,-0.0035373+0.0069573i
0.0010162-0.011652i,-0.021287-0.039174i,-0.03146-0.001237i,-0.009784+0.0076988i,-0.0056643+0.016576i,-0.0078763+0.016744i,-0.019495+0.0027514i,-0.02838-0.026944i,-0.018837-0.004033i,-0.0060652+0.00040899i,-0.00061543+0.00018392i,4.4577e-05-0.0011536i,0.00072932-0.0027621i,-0.0016106-0.00036562i,-0.00045905-0.00048252i,-0.003369+0.0014197i,-0.0011545-0.0022555i,0.00089306-0.0017572i,-0.00082301+0.00065643i,-0.00076027-1.346e-05i,-0.00039536+8.5679e-05i,-0.00035402-0.0015809i,-0.0011384+0.00012978i,-0.0042399+0.00029712i,-0.0016696+0.0013675i,-0.00020876-0.00039141i,-0.00033353-0.00039141i,-0.00035214-0.00031192i,0.00020729-0.00044387i,0.00090319-0.0015801i,0.0026782-0.00019272i,-0.00079008+0.0013856i,-0.00040872+0.00027614i,-0.00093215+0.00029728i,-0.00023817+0.002186i,-0.0039727+0.0020812i,-0.0012433+0.00080144i,0.00025811-0.00041407i,-0.00093801+1.413e-05i,0.002226+0.00062844i,-0.0013327-0.00022506i,-0.0016409-0.00029526i,0.00012024-0.00085434i,-0.0034762-0.0035244i,-0.0033767-0.010721i,0.010414-0.019122i,0.008324-0.028282i,-0.0098521-0.014138i,0.00026-0.022376i,-0.0090802-0.0070464i,-0.024013-0.035455i,-0.026858-0.036836i,0.0003295-0.024391i,0.0016469-0.0085384i,0.0025916+0.0056144i,0.00012116-0.0025973i,0.0086526+0.0045516i,0.00098895+0.0057236i,0.0039958-0.0044806i,0.0010291-0.0070352i,-0.0028101+0.0052198i,0.0084387-0.0041224i,0.0022377-0.0024242i,-0.0029601-0.0010211i,-0.00013417+0.0014379i,-0.00031104-0.003487i,0.0022832+0.003297i,-0.0036339-0.0055003i,0.0045232+0.0040554i,0.00064407-0.0045269i,0.0010938-0.0026323i,-0.00018068+0.00089365i,-0.0031524+0.0056136i,-0.0010034+0.0025826i,0.0042062+0.0016387i,0.0024856+0.0030756i,0.00083347+0.00090817i,0.0036973+0.0012244i,-0.00098079+0.001787i,-0.0025649+0.0088936i,0.00062802+0.00035441i,0.001575+0.0030431i,0.0014156+1.3095e-05i,-0.005157-0.003272i,-0.0019626-0.00087893i,-0.0033745-0.0037837i,-0.0027881+0.0020813i,0.0031842-0.002722i,0.0022658-0.0027441i,0.0068189-0.021117i,0.018073+0.024619i,0.0092197+0.0054177i,-0.0062985+0.012385i,0.0086639+0.0013872i,0.00034276-0.0012905i,-0.0031973+0.0066646i
-0.00095802-0.011636i,-0.025699-0.03429i,-0.030645+0.0035166i,-0.0085589+0.0091002i,-0.0032943+0.015729i,-0.0051853+0.016346i,-0.018716+0.0054989i,-0.031782-0.021584i,-0.018516-0.0014494i,-0.0052717+0.0019086i,-0.00038874+0.00077686i,-0.00026666-0.00093156i,-0.0002123-0.0031419i,-0.0017251+0.00046797i,-0.00064252-0.00039304i,-0.0025045+0.0019761i,-0.0016592-0.0012167i,0.00041278-0.0019945i,-0.00024689+0.0012351i,-0.00069011+0.00038546i,-0.00026246-3.5631e-05i,-0.0012151-0.001348i,-0.00086585+0.00047089i,-0.0040267+0.0017894i,-0.0010228+0.0020274i,-0.0002993-0.00021415i,-0.00028795-0.00038683i,-0.00037931-0.00024i,0.0003518-0.00052781i,5.907e-05-0.001996i,0.0021791-0.0012844i,-0.0002766+0.001464i,-0.0001871+0.00048165i,-0.00089974+0.00064831i,0.00056106+0.0019562i,-0.003674+0.0032807i,-0.0010077+0.0010483i,6.2509e-05-0.0004753i,-0.00090324+0.00035263i,0.0017068+0.00032548i,-0.0013776+0.00020379i,-0.0014476+0.00013022i,0.00017988-0.00076129i,-0.0038938-0.0023459i,-0.0057079-0.0091465i,0.0063004-0.020426i,0.0051257-0.029089i,-0.0091572-0.01466i,-0.0031688-0.025104i,-0.0063704-0.008966i,-0.030437-0.029157i,-0.035055-0.031396i,-0.0040226-0.023173i,0.0024585-0.0093933i,0.001828+0.0045144i,-0.00069072-0.0010912i,0.0086857+0.0027028i,0.0023047+0.0050116i,0.0016843-0.0050084i,-0.0018882-0.0064999i,-0.00073177+0.006412i,0.0048939-0.0061284i,0.0013201-0.0038761i,-0.0028759-0.00037332i,0.00027433+0.0012514i,-0.0013858-0.0035174i,0.0033835+0.001949i,-0.0055844-0.0035583i,0.0057854+0.0013613i,-0.00091546-0.0049439i,0.00012822-0.0026345i,-0.00040847+0.00076151i,-0.00031023+0.0057068i,-0.00027085+0.0028178i,0.0045936-0.00070758i,0.0034497+0.0024328i,0.00046156+0.00022518i,0.0038042-0.00036752i,-0.00062361+0.0021753i,0.00024497+0.0089184i,7.857e-05+0.00019711i,0.0023708+0.001709i,0.0013045-0.00054847i,-0.0062638-0.00062277i,-0.001888+0.00010244i,-0.0039503-0.00255i,-0.0021394+0.0026241i,0.0017703-0.0026264i,0.00083595-0.0027202i,0.0043878-0.023146i,0.022678+0.018682i,0.0080136+0.0045126i,-0.0053467+0.013146i,0.010791-0.0013317i,0.00021658-0.00079672i,-0.0034508+0.0059781i
-0.0027505-0.011331i,-0.029272-0.029967i,-0.029409+0.0081613i,-0.0070164+0.010336i,-0.0015654+0.01476i,-0.002712+0.015594i,-0.017724+0.0080345i,-0.034081-0.016493i,-0.018336+0.00037964i,-0.0042185+0.0027033i,0.00042524+0.0010541i,-0.0004884-0.00078951i,-0.0013448-0.0030433i,-0.0013141+0.0013467i,-0.00071964-6.8012e-05i,-0.0016478+0.0021209i,-0.0016647-3.1764e-05i,-0.00026871-0.0021035i,0.00063966+0.0011678i,-0.00039377+0.00048427i,-0.00037952-0.0001596i,-0.0017562-0.00049929i,-0.00056001+0.00057271i,-0.0032353+0.0031327i,-0.00015228+0.0020176i,-0.0002418-6.2362e-05i,-0.00037157-0.00055997i,-0.00036894-0.00025621i,0.00023493-0.00091246i,-0.00075353-0.0018508i,0.0013871-0.0018547i,0.00022695+0.001378i,8.051e-05+0.00041977i,-0.00057633+0.0010995i,0.0010617+0.0012873i,-0.0028661+0.0043922i,-0.00072599+0.0013802i,-0.00015057-0.00035944i,-0.00086593+0.00058645i,0.0015269+0.00043344i,-0.0012283+0.00049444i,-0.0014605+0.00034898i,0.00027998-0.0010736i,-0.0035802-0.0013977i,-0.0070006-0.0074815i,0.0026368-0.02023i,0.0018745-0.029105i,-0.009742-0.015551i,-0.0078241-0.026889i,-0.0065125-0.012092i,-0.034021-0.021199i,-0.041057-0.023831i,-0.0065323-0.020583i,0.0023581-0.011821i,0.0012577+0.005494i,-0.00049251+0.00026476i,0.0082559+0.00077676i,0.0031494+0.0039219i,-0.0002072-0.0037607i,-0.0046993-0.0048981i,0.0017187+0.0063178i,0.00098475-0.0055514i,-0.00033157-0.0040503i,-0.002382+0.00052552i,0.00034015+0.0010774i,-0.0023991-0.0030423i,0.0042099-0.0002799i,-0.0064722-0.00089844i,0.0058041-0.0013186i,-0.0028563-0.0043896i,-0.00085988-0.002398i,-0.00034018+0.00085272i,0.00165+0.0041882i,0.00039896+0.002554i,0.0033057-0.0032584i,0.0038982+0.0015047i,-0.00022031+0.00029762i,0.0031742-0.0012438i,-3.3607e-05+0.0025929i,0.0030347+0.0078391i,-0.00020714+0.00029492i,0.0021147+0.00016037i,0.00040983-0.00092549i,-0.0059724+0.0019449i,-0.001206+0.00056261i,-0.003938-0.0015904i,-0.001105+0.0027413i,0.00036924-0.0013756i,8.8125e-05-0.0018424i,0.0010813-0.025659i,0.024818+0.010865i,0.0070142+0.0034231i,-0.0044189+0.014128i,0.010503-0.0055025i,0.00028451-0.00032812i,-0.0045727+0.0059629i
-0.0044102-0.010842i,-0.032674-0.025663i,-0.027158+0.012753i,-0.0049111+0.011234i,-0.00034001+0.01416i,-0.0005363+0.014441i,-0.016259+0.01037i,-0.035889-0.011003i,-0.018684+0.002007i,-0.0030931+0.0033003i,0.0011994+0.00062407i,-0.00098335-0.00056354i,-0.0023051-0.0023455i,-0.00057958+0.001823i,-0.0006546+8.9304e-05i,-0.00094908+0.0019519i,-0.0010556+0.00080979i,-0.00084108-0.0019988i,0.0010451+0.00047701i,-0.00022886+0.00034627i,-0.00060164-1.3978e-05i,-0.0016947+0.00048644i,-0.00031088+0.000466i,-0.0019416+0.0041563i,0.00027125+0.0017295i,-0.00023489-0.00013028i,-0.00065365-0.00052954i,-0.00038836-0.00019567i,-0.00020126-0.0010302i,-0.0013777-0.0014019i,0.00047732-0.0020689i,0.00069154+0.0011558i,0.00025827+0.00033721i,7.7273e-06+0.0012754i,0.0010526+0.00067353i,-0.0014735+0.0051119i,-0.00024744+0.0016853i,-0.00019211-0.00032716i,-0.00076634+0.00098353i,0.0018864+0.00050485i,-0.0011214+0.00074456i,-0.0016428+0.00083038i,7.4618e-06-0.0013975i,-0.0032654-0.0007977i,-0.0073779-0.0064349i,0.00012626-0.019868i,-0.0010803-0.02858i,-0.01111-0.016042i,-0.012431-0.027151i,-0.0088005-0.013859i,-0.034314-0.013218i,-0.043765-0.014619i,-0.0067327-0.018298i,0.00038769-0.014336i,0.0020442+0.0068477i,0.00030535+0.00093367i,0.007638-0.00068752i,0.0032815+0.0026605i,-0.00015926-0.0024622i,-0.0071275-0.0019908i,0.003685+0.0050845i,-0.0013743-0.0032559i,-0.0012106-0.0033715i,-0.0013008+0.00079815i,0.00057343+0.0011979i,-0.0028462-0.0020103i,0.0033219-0.002697i,-0.005662+0.0019092i,0.0048493-0.003988i,-0.0038116-0.0028797i,-0.0018334-0.0018071i,-0.00040981+0.00094566i,0.0020235+0.0022759i,0.0010292+0.0022424i,0.00071265-0.0046314i,0.0042841+0.00066515i,-0.00046035+0.00064404i,0.0024878-0.0026765i,0.0007286+0.0025526i,0.0048107+0.0058152i,-0.00040746+0.00059561i,0.0012474-0.00058381i,-0.00010225-0.00087692i,-0.0046867+0.0041395i,-0.00087948+0.00054827i,-0.0039503-0.00081454i,-0.00043838+0.0023003i,0.00035488+0.00028043i,-0.00017093-0.0010912i,-0.0038615-0.026928i,0.024167+0.0035266i,0.0062209+0.0025582i,-0.0033292+0.015466i,0.0077086-0.0082263i,0.00070907+0.00026873i,-0.00532+0.007257i
-0.0059207-0.010111i,-0.036006-0.021087i,-0.023727+0.016628i,-0.0027434+0.011398i,0.00096381+0.013645i,0.0011681+0.01293i,-0.014572+0.01228i,-0.036388-0.0051466i,-0.019086+0.0042937i,-0.0020466+0.003587i,0.0015002-0.00032298i,-0.001329+8.9834e-05i,-0.0029385-0.001372i,0.00033139+0.0018934i,-0.00075549+0.00032186i,-0.00048479+0.0016166i,-0.00024704+0.0010609i,-0.0014771-0.0018739i,0.00094743-2.0358e-05i,-0.00040121+0.00024768i,-0.00069909+0.00020492i,-0.0011611+0.0011301i,-0.00024807+0.00020081i,-0.00045113+0.0044406i,0.00055267+0.00177i,-0.00043294-0.000128i,-0.00087294-0.00032432i,-0.00042845-0.00016905i,-0.00055505-0.00084378i,-0.0018874-0.00082041i,-0.00034221-0.0018029i,0.00099125+0.00065792i,0.00054546+0.0001449i,0.00058678+0.001075i,0.0010362+0.00028564i,0.00012688+0.0051134i,0.00048936+0.0017914i,-0.00030218-0.00029356i,-0.00038052+0.0013547i,0.0025196+2.1938e-05i,-0.00093917+0.0010525i,-0.001369+0.0015721i,-0.00045436-0.0014911i,-0.0032607-0.00029888i,-0.0076722-0.0058329i,-0.0022438-0.019832i,-0.0036269-0.028343i,-0.012963-0.016458i,-0.016654-0.025967i,-0.011085-0.013812i,-0.032479-0.0071439i,-0.043265-0.0066176i,-0.0067843-0.017736i,-0.0026691-0.015418i,0.0038058+0.0078822i,0.00091425+0.00090773i,0.0067067-0.0021523i,0.002968+0.0019082i,-9.8954e-05-0.0021161i,-0.0076215+0.0024336i,0.0047625+0.0034888i,-0.0021199-0.00079152i,-0.0016648-0.0031105i,-0.00069943+0.00041628i,0.0011301+0.0010527i,-0.0027618-0.001232i,0.0015827-0.0040548i,-0.0037038+0.0036176i,0.0025842-0.0061163i,-0.00418-0.0017356i,-0.0023076-0.00087024i,-0.00029685+0.0010768i,0.0014888+0.0011903i,0.0012806+0.0018302i,-0.0022779-0.0045577i,0.0047203-0.00065695i,-0.0005756+0.0010359i,0.00044616-0.0035107i,0.0015632+0.0021453i,0.0053781+0.0036359i,-0.00047298+0.00083945i,6.2472e-05-0.00081514i,-0.00077086-0.00054084i,-0.0025125+0.0056033i,-0.00018096+0.00046711i,-0.0045027+0.00010446i,-0.00034257+0.0021858i,0.0017567+0.0012532i,-3.1892e-05-0.00060122i,-0.0086857-0.026019i,0.021744-0.002681i,0.0052712+0.0013747i,-0.0011938+0.017046i,0.0050643-0.0093529i,0.0015385+0.00055031i,-0.0051644+0.0085771i
-0.007042-0.0093736i,-0.039156-0.015687i,-0.019971+0.019239i,-0.00085325+0.011201i,0.0024689+0.01317i,0.0022899+0.011382i,-0.012878+0.014106i,-0.035461+9.8891e-05i,-0.019184+0.0070936i,-0.0011447+0.0035061i,0.0012133-0.0012673i,-0.0011721+0.00073558i,-0.003043-0.00020429i,0.0010798+0.0015674i,-0.00062232+0.00071559i,-0.00034308+0.0012915i,0.00038227+0.0010968i,-0.0021531-0.001473i,0.000946-0.00038567i,-0.00067445+0.00039135i,-0.00061692+0.00047413i,-0.00042013+0.0014248i,-0.00040191+3.8469e-05i,0.00073545+0.0040909i,0.00098996+0.0017694i,-0.0006034+9.871e-05i,-0.0010334-1.7952e-05i,-0.00049002-0.0001208i,-0.000758-0.00062627i,-0.0021855+0.00016308i,-0.00082522-0.0012246i,0.00096364+4.1449e-05i,0.00053599-0.00034338i,0.00099339+0.00063909i,0.0008749-4.7551e-06i,0.0014376+0.0045158i,0.0011912+0.0014546i,-0.00040218-0.00014135i,0.00017207+0.0014146i,0.0028539-0.00092803i,-0.0006401+0.0012835i,-0.00063448+0.0018921i,-0.00083387-0.0013956i,-0.0028967+0.00039279i,-0.0081361-0.0059483i,-0.0047133-0.019235i,-0.0062823-0.027715i,-0.015709-0.01624i,-0.019913-0.024538i,-0.012729-0.013207i,-0.02983-0.0022263i,-0.041112-0.00042642i,-0.0070351-0.017651i,-0.0049797-0.014711i,0.0065366+0.0083126i,0.0013035+0.00062464i,0.0051898-0.002985i,0.0028521+0.0015837i,-0.00025398-0.001642i,-0.0056781+0.0061399i,0.0048596+0.0016643i,-0.001792+0.0012999i,-0.0026118-0.0028086i,-0.00072738-9.8724e-05i,0.0014895+0.00056736i,-0.0024413-0.00078398i,-3.5168e-05-0.0041118i,-0.0015447+0.0042287i,-0.00032262-0.0067603i,-0.0045376-0.00084514i,-0.0024072+0.00012233i,-0.00031285+0.0013844i,0.001052+0.00072872i,0.0015199+0.001495i,-0.0049018-0.0030812i,0.0042503-0.0025343i,-0.00043379+0.0016226i,-0.001604-0.0027362i,0.0021229+0.0012919i,0.0050748+0.0021847i,-0.0004083+0.0016323i,-0.00093361-0.00024648i,-0.00088236+0.00012451i,8.8561e-05+0.0057579i,-0.00017577-0.00015051i,-0.0042845+0.0015402i,0.00010767+0.0024368i,0.0031802+0.0011535i,0.00033716-0.00033924i,-0.012464-0.024034i,0.017879-0.0082411i,0.0038468+0.00072918i,0.0021331+0.017789i,0.0025119-0.0095997i,0.0023225+0.00016876i,-0.0046014+0.0097435i
-0.0082701-0.0089774i,-0.041289-0.0091013i,-0.015924+0.021423i,0.0011409+0.010657i,0.0041617+0.012345i,0.0030339+0.0098749i,-0.01073+0.015812i,-0.034479+0.0044568i,-0.018327+0.010419i,-0.00055079+0.0033663i,0.00050044-0.0019753i,-0.00093356+0.0013629i,-0.002695+0.00090403i,0.0015394+0.0011823i,-0.00030724+0.0010362i,-0.00034266+0.0011941i,0.00090316+0.00091782i,-0.0026891-0.00075287i,0.00059805-0.00099779i,-0.00073123+0.0007615i,-0.00046247+0.00069779i,0.00018474+0.0012853i,-0.00070479+0.00016974i,0.0013998+0.0036596i,0.0015083+0.0015472i,-0.0005474+0.00049214i,-0.0010568+0.00042861i,-0.00056864-2.0372e-05i,-0.0010391-0.00033073i,-0.0017424+0.0012171i,-0.00086134-0.0006462i,0.00060182-0.00034509i,0.00013706-0.0005947i,0.0012241+9.0774e-05i,0.00079423-0.0003076i,0.0024014+0.0036862i,0.0015981+0.00094046i,-0.00041322+5.7371e-05i,0.00060714+0.001234i,0.0025478-0.0021014i,-0.00034149+0.0014018i,-1.4818e-05+0.0019222i,-0.001289-0.0012776i,-0.0023804+0.00072277i,-0.009373-0.0064588i,-0.0064577-0.018777i,-0.0083367-0.026668i,-0.018333-0.014453i,-0.022621-0.022987i,-0.01416-0.012236i,-0.026275+0.00094166i,-0.03884+0.0045644i,-0.0068707-0.017493i,-0.0062553-0.013992i,0.010068+0.0071501i,0.0012388+0.00026349i,0.0036157-0.0029981i,0.002793+0.0011423i,-1.7624e-05-0.0014667i,-0.0028523+0.0084373i,0.0041755+0.00053161i,-0.00059226+0.0031155i,-0.0030241-0.0017341i,-0.0012144-0.00010407i,0.0014621+0.00015076i,-0.0022461-0.00053144i,-0.0011362-0.003344i,0.00037788+0.0040386i,-0.0029833-0.0060352i,-0.0047622-9.495e-05i,-0.0022173+0.0010457i,0.00023365+0.0017279i,0.00043603+0.00031475i,0.0018815+0.0012287i,-0.0065221-0.00053699i,0.0026354-0.0038247i,0.0002247+0.0020376i,-0.0029295-0.00088651i,0.0018799+0.00052442i,0.004793+0.0012713i,0.0006463+0.0020422i,-0.0012874+0.00068712i,-0.00055654+0.00029097i,0.0021104+0.0046194i,-0.00059796-0.00020472i,-0.0032779+0.0026116i,0.0010709+0.0025726i,0.0040178+0.00064014i,0.00070854-0.00034209i,-0.015441-0.021932i,0.011868-0.012372i,0.0022733+0.0002668i,0.0059118+0.016821i,-0.00022056-0.009016i,0.0024325-0.00050424i,-0.0037893+0.010762i
