-0.00070723-0.041906i,-0.00049171-0.046272i,-0.0078567-0.047672i,-0.03044-0.02329i,-0.022782+0.010842i,-0.036547-0.033707i,-0.064119-0.058361i,-0.019449-0.071151i,-0.024066-0.04399i,-0.00091498+0.016568i,-0.010022+0.012518i,-0.014432+0.013501i,0.003417+0.0138i,-0.0029905-0.0019888i,0.0017882+0.0058623i,0.00026334+0.033412i,0.019239+0.057099i,0.0014717-0.00039808i,-0.0030871-0.0094877i,0.0075973+0.0043035i,0.0015737+0.0014633i,-0.00046742+0.0032233i,2.6817e-06-0.00063382i,-0.037988-0.0098418i,-0.0025181-0.0075735i,-0.00096487+0.0044879i,0.0055284-0.00016395i,-8.7837e-05+0.0002729i,0.00062268-0.00084784i,0.00031663-0.002223i,-0.0015161-0.0058671i,-0.003161-0.006078i,-0.001002-0.007133i,0.0032703-0.00032219i,0.0032311-0.0014362i,-0.0021007+0.038989i,0.0066754-0.0039981i,0.0031972-0.00082726i,0.0052328-0.00038372i,-0.012554-0.0062624i,-0.00084705+0.00017258i,0.0098186-0.00041995i,0.0032581+0.0015614i,-0.0043838+0.0019597i,-0.00028867+0.0098983i,-0.0051459+0.017866i,0.026016-0.081951i,-0.00066318-0.052788i,-0.02313-0.041639i,-0.019813-0.037202i,0.063093-0.016423i,0.030715-0.058424i,0.039005-0.044604i,0.034008-0.052383i,0.019822-0.015847i,0.0074879+0.011446i,0.023905-0.034405i,-0.0081115-0.0049939i,0.0031788-0.0012128i,-0.0026803-0.0053704i,0.0050076-0.031908i,-0.025439+0.03069i,0.0083362-0.0099588i,-0.012668-0.0026457i,-0.0044731-0.0018063i,0.00016321-0.013914i,-0.010786+0.0053882i,0.0031538+0.006725i,-0.01425+0.030495i,0.0055075+0.0066918i,-0.005949-0.0018149i,-0.0012907-0.0025135i,-0.011828-0.0072201i,5.6175e-05-0.0035025i,-0.036447+0.0062009i,0.0017981-0.012444i,-0.0092874-0.0027479i,-0.0068807-0.0033698i,0.0060842+0.0017982i,-0.0090506+0.0022729i,-0.00014957+0.0017148i,0.0058152+0.010244i,0.0048926+0.00055645i,-0.0091824-0.009764i,0.0017886+0.0085249i,-0.020474+0.0053225i,0.0059477+0.0033589i,-0.028058-0.0086647i,-0.036007-0.0018843i,0.026388-0.077879i,0.014342-0.0090231i,-0.043023-0.028278i,-0.024891-0.0059623i,0.017335+0.012208i,-0.027263+0.010875i,-0.012024-0.0099052i
0.007074-0.010418i,0.0016005-0.047399i,-0.028891-0.015773i,-0.011679+0.0026329i,-0.014954+0.014345i,-0.017608+0.014155i,-0.01809-0.0068295i,-0.012223-0.037411i,-0.014514-0.013978i,-0.0052059-0.0040258i,0.00033254-0.00014922i,0.0017632-0.00054633i,0.0015204-0.00073786i,0.00043307-0.0012756i,3.4345e-05-0.00093438i,-0.0037355-0.0011292i,0.0028821-0.0022127i,0.002712-0.00068161i,-0.000643-0.00093713i,-3.7005e-05-0.000268i,-0.00079425-0.00054543i,0.0015803-0.001152i,-0.00086378-0.00090854i,-0.0025758-0.0026357i,-0.0018983-0.00095251i,0.00058743-0.00033884i,8.6747e-05-0.00084396i,-0.00017962-0.00037633i,0.00035607-0.00031129i,0.0013513+0.0002375i,9.6171e-05+0.0027353i,-0.0016973+0.00015891i,5.2082e-05+0.00014673i,-0.00060554-0.00052075i,-0.0018298+0.00099721i,-0.0040095-0.00027531i,-0.0012699-0.00053701i,-1.3023e-05+0.00030277i,-0.00075075-0.00037606i,0.0027375+0.0036118i,-0.00077401-0.00085633i,-0.00077548-0.0016699i,0.00081964-0.00031714i,-0.00037615-0.0046542i,0.0046703-0.009635i,0.018069-0.011205i,0.017577-0.027188i,-0.01046-0.021505i,0.0030735-0.013197i,-0.01793-0.015205i,0.0022507-0.040325i,-0.00084372-0.036363i,0.01292-0.017867i,0.0041329-0.011774i,-0.0041356+0.0069362i,0.0059385-0.0019828i,0.0046323+0.012329i,-0.003604+0.003472i,0.0062876-0.00042683i,0.0064751-0.0033774i,-0.0040422-0.00050576i,0.0092253+0.0052846i,0.0010494-0.0009078i,-0.0028688-0.0034121i,-0.0023658+0.00061484i,0.0015203-0.0022105i,-0.004047+0.0050093i,0.0042604-0.0045305i,-0.0038998+0.0063734i,0.0037074+0.00014045i,0.0039419+0.00039669i,-0.0011801+0.00060083i,-0.0071593-0.0026756i,-0.0018764+0.0018237i,-0.00061682+0.0023081i,0.00035026+0.0051046i,-0.0010509+0.0014112i,0.00058744+0.0032252i,-0.0012398+5.7885e-05i,-0.0097995+0.0033998i,-0.00024777-0.00025472i,-0.0029784+0.0028104i,0.00097294+0.0017143i,0.0020069-0.0040579i,-0.00071027-0.0017569i,0.00073243-0.0039192i,-0.0047631-0.0010976i,0.0069562+0.00071814i,0.0034436-0.0010159i,0.010058-0.01507i,-0.0011726+0.033607i,0.012094+0.013237i,-0.010598+0.0072504i,0.00081422+0.001392i,0.00093621-0.0017769i,-0.004011+0.0061261i
0.004939-0.011299i,-0.0070583-0.046575i,-0.030497-0.010988i,-0.011385+0.0042454i,-0.011816+0.015959i,-0.014518+0.015836i,-0.019311-0.0039531i,-0.018191-0.034807i,-0.017171-0.010614i,-0.0060205-0.0026924i,-8.7069e-05-0.00039182i,0.0012604-0.0011176i,0.0016038-0.0014093i,-0.00051479-0.0014284i,-0.00031193-0.00074268i,-0.003906-0.00041327i,0.0013845-0.0031552i,0.0023121-0.0014112i,-0.00090416-0.00031797i,-0.00022688-0.0005249i,-0.00076993-0.00023551i,0.00081041-0.0015556i,-0.0010298-0.00059506i,-0.0032872-0.0019767i,-0.0021089-0.00033436i,0.00032951-0.00059252i,-0.00023201-0.00077778i,-0.00020069-0.00041627i,0.000357-0.00048273i,0.0013999-0.00051558i,0.0012824+0.0025629i,-0.0014468+0.00058526i,-3.0425e-05+7.5947e-06i,-0.0008164-0.00032126i,-0.0015551+0.0017535i,-0.0039059+0.00049403i,-0.0015552-0.00010711i,0.00028946+0.00015123i,-0.00083039-0.0002015i,0.0033381+0.0021914i,-0.00098558-0.0007529i,-0.001229-0.0014063i,0.00068739-0.00068667i,-0.0013356-0.0046751i,0.0021321-0.010671i,0.01615-0.014007i,0.013683-0.02775i,-0.011106-0.017523i,0.0030026-0.014921i,-0.015727-0.0099875i,-0.0069784-0.041893i,-0.0089267-0.039355i,0.0092774-0.021623i,0.001376-0.010261i,-0.0011854+0.0080038i,0.0037493-0.0031714i,0.0073527+0.0093753i,-0.0025198+0.0049168i,0.0054348-0.0020455i,0.0056296-0.0046763i,-0.0046908+0.0016279i,0.010597+0.0023244i,0.0014811-0.00090742i,-0.0032028-0.0024279i,-0.0014317+0.0014138i,0.0010754-0.0025953i,-0.001291+0.0057578i,0.0016793-0.0060668i,-0.00074509+0.006788i,0.0037302-0.0023845i,0.0034967-0.0012107i,-0.0009298+0.001038i,-0.0074219+0.0011997i,-0.001465+0.0019611i,0.00063248+0.0033917i,0.0014627+0.0040104i,-0.00051808+0.0018175i,0.0014697+0.0031394i,-0.0014965+0.00074482i,-0.0079033+0.0063681i,-0.00027522+0.00064359i,-0.0016667+0.0035226i,0.0013456+0.0010324i,-0.00015384-0.0049147i,-0.001065-0.0013178i,-0.00037577-0.0045066i,-0.0043868+0.00065329i,0.0062108-0.0011222i,0.0032112-0.0014646i,0.0096078-0.016244i,0.0062063+0.032101i,0.011836+0.009971i,-0.009399+0.009853i,0.0034677+0.0030535i,0.0010113-0.001701i,-0.0040035+0.0066458i
0.0028947-0.011796i,-0.014945-0.043682i,-0.031416-0.006251i,-0.010917+0.0060634i,-0.0086683+0.016658i,-0.011226+0.0169i,-0.019971-0.00067168i,-0.023406-0.031401i,-0.018453-0.0071591i,-0.0063731-0.0010302i,-0.00046699-0.00012944i,0.00057914-0.0012874i,0.0013442-0.002135i,-0.001164-0.00098919i,-0.00038148-0.00051868i,-0.0038257+0.00049479i,-0.00011701-0.0030773i,0.0017998-0.0019254i,-0.00090542+0.00017417i,-0.00061978-0.00042842i,-0.00060306+9.9087e-06i,0.0001872-0.0015649i,-0.0010893-0.000275i,-0.0038564-0.0010728i,-0.0022956+0.00010088i,2.1314e-05-0.00059336i,-0.00041378-0.00056681i,-0.0002458-0.00037927i,0.00022643-0.00061183i,0.0012545-0.0010357i,0.0023654+0.0016561i,-0.0011317+0.0010018i,-0.00031968-6.755e-08i,-0.00090019-4.3055e-05i,-0.00087064+0.0021411i,-0.0038931+0.0012554i,-0.0015134+0.00051948i,0.00037952-0.00013405i,-0.00079103-4.8637e-05i,0.0031875+0.00089932i,-0.0012367-0.00053993i,-0.0015279-0.00094916i,0.00042527-0.00088706i,-0.0022119-0.0042151i,-0.00076806-0.011227i,0.01364-0.016932i,0.01067-0.027837i,-0.010499-0.015031i,0.0027836-0.018094i,-0.012524-0.0074709i,-0.016337-0.039866i,-0.017991-0.039238i,0.0047574-0.023752i,0.00075589-0.0086645i,0.0015093+0.0072273i,0.0017744-0.0032583i,0.008096+0.0066165i,-0.00081661+0.0057199i,0.0049135-0.0030099i,0.003923-0.0065256i,-0.0040169+0.003463i,0.010388-0.0011515i,0.0019097-0.0013398i,-0.003053-0.0015596i,-0.00068978+0.0015217i,0.00056774-0.0030669i,0.0012013+0.0047181i,-0.00099392-0.0062263i,0.0021287+0.0059819i,0.002063-0.0039926i,0.002335-0.0022437i,-0.00048604+0.0011858i,-0.0056675+0.0041075i,-0.0012406+0.0020284i,0.0026918+0.0032044i,0.0017468+0.0033959i,0.00032626+0.0017146i,0.0028849+0.002599i,-0.0011533+0.001403i,-0.0053282+0.0080966i,0.00045302+0.00097124i,-5.6331e-05+0.0037085i,0.0013631+0.00033568i,-0.002776-0.0047098i,-0.0013125-0.0012651i,-0.0017634-0.0045666i,-0.0034229+0.0015616i,0.00475-0.002302i,0.0031677-0.0020428i,0.0086482-0.018583i,0.012484+0.029008i,0.010653+0.0074502i,-0.0077924+0.011413i,0.0060869+0.0029113i,0.00066921-0.0016399i,-0.0035857+0.0068794i
0.0007199-0.012067i,-0.021286-0.039181i,-0.031645-0.0011761i,-0.0098801+0.0077264i,-0.0057443+0.016629i,-0.0079468+0.016976i,-0.019696+0.00262i,-0.028203-0.027246i,-0.018796-0.0041662i,-0.0062468+0.00079325i,-0.0006303+0.00037437i,3.6398e-05-0.0011429i,0.00073423-0.0027699i,-0.0016223-0.00035712i,-0.00043081-0.0004711i,-0.003371+0.0014706i,-0.0011404-0.0021933i,0.0012083-0.002313i,-0.00078631+0.00064198i,-0.00079619-2.9841e-06i,-0.00038651+5.6259e-05i,-0.00042138-0.0016354i,-0.0011429+0.00015452i,-0.0041262+0.00023831i,-0.0023376+0.00089489i,-0.00028744-0.00044101i,-0.0003593-0.00041251i,-0.00032861-0.00036333i,0.0001679-0.00051169i,0.00083889-0.0017313i,0.002759+0.00034102i,-0.00073098+0.0013315i,-0.00037746+0.00029172i,-0.00088439+0.00024791i,7.3196e-08+0.0021758i,-0.0038568+0.0021999i,-0.0011743+0.0010119i,0.00028816-0.00035345i,-0.00085864+0.00015201i,0.0026954-4.0966e-05i,-0.0014241-0.00012914i,-0.0017531-0.00033084i,0.00034213-0.00090779i,-0.0030281-0.003496i,-0.0038777-0.010626i,0.010225-0.019524i,0.0080706-0.028567i,-0.0094348-0.013922i,0.00079574-0.021526i,-0.0090246-0.0070428i,-0.024053-0.035534i,-0.026966-0.036874i,0.00026124-0.024248i,0.0013968-0.0083891i,0.0026535+0.0055187i,0.00012963-0.0024436i,0.0083483+0.0045683i,0.00087797+0.0055251i,0.0038914-0.0045142i,0.00092861-0.0071313i,-0.00276+0.0050346i,0.0085547-0.0042459i,0.0021314-0.0022767i,-0.0028253-0.0009559i,-0.0001293+0.0014775i,-0.00025936-0.0033732i,0.0023061+0.0032714i,-0.0035256-0.0054485i,0.0045631+0.0042196i,0.00053087-0.004604i,0.0011436-0.002554i,-0.000151+0.00082275i,-0.0031274+0.0054231i,-0.0011164+0.0025462i,0.0041481+0.001692i,0.0024384+0.0031593i,0.0008345+0.00093472i,0.0037419+0.0011605i,-0.0009301+0.0016907i,-0.0025656+0.0088596i,0.000669+0.00034673i,0.0013521+0.0029966i,0.001289-6.7663e-05i,-0.0050285-0.0030984i,-0.0017378-0.00081344i,-0.0031727-0.0037483i,-0.0027843+0.0020287i,0.0031281-0.0026119i,0.0024701-0.0028923i,0.0066494-0.02105i,0.018196+0.024461i,0.0091996+0.0054081i,-0.0063855+0.012372i,0.0085898+0.0012325i,0.00034922-0.0012958i,-0.0031747+0.0066714i
-0.001293-0.011905i,-0.025658-0.034309i,-0.030833+0.0035784i,-0.0086446+0.0091831i,-0.0033664+0.015775i,-0.0052118+0.016553i,-0.018957+0.0054079i,-0.031687-0.021898i,-0.018565-0.0016499i,-0.0053691+0.002309i,-0.00035304+0.00095101i,-0.00027495-0.00092563i,-0.00020935-0.0031566i,-0.001729+0.00046182i,-0.0006117-0.0004028i,-0.0024843+0.0020356i,-0.0016259-0.0011849i,0.0005658-0.0025996i,-0.00021827+0.0012354i,-0.00070646+0.00042318i,-0.00027073-6.4755e-05i,-0.0012873-0.0013627i,-0.0008675+0.00050235i,-0.0039535+0.0016806i,-0.0018319+0.0018365i,-0.00039453-0.00024307i,-0.00032437-0.00039255i,-0.00039793-0.00029226i,0.00030039-0.00059486i,-6.4614e-05-0.0021207i,0.0024565-0.00082076i,-0.00021373+0.0013903i,-0.00017628+0.00047598i,-0.00086544+0.00060401i,0.00078027+0.0018124i,-0.0034973+0.0033845i,-0.0008744+0.0012262i,0.00010119-0.00044061i,-0.00074817+0.00043332i,0.0019294-0.00045991i,-0.0014232+0.00029908i,-0.0015811+0.0001846i,0.00037603-0.00084976i,-0.0034997-0.002428i,-0.0060948-0.0087754i,0.0059721-0.020737i,0.0048118-0.029327i,-0.0088451-0.0143i,-0.0023963-0.024311i,-0.00634-0.0090101i,-0.030543-0.029247i,-0.035069-0.03143i,-0.0039768-0.023016i,0.0022679-0.0092441i,0.0019812+0.0043565i,-0.000615-0.001015i,0.0084526+0.0028637i,0.0021587+0.0048502i,0.0016257-0.0050233i,-0.0019918-0.006583i,-0.00076914+0.0062679i,0.0049494-0.0061921i,0.0013322-0.003656i,-0.0027636-0.00033258i,0.00025818+0.0012771i,-0.0012851-0.0034045i,0.0034179+0.0019215i,-0.0054753-0.003568i,0.005906+0.0015025i,-0.0010959-0.0050186i,0.00021089-0.0025916i,-0.00042215+0.0007368i,-0.00040378+0.0055703i,-0.00032727+0.0028681i,0.0045098-0.00061067i,0.0034084+0.0025411i,0.0005069+0.00024614i,0.0037983-0.00037943i,-0.00063734+0.0021286i,0.00023871+0.0088505i,2.6139e-05+8.936e-05i,0.0021497+0.001722i,0.0012517-0.00059816i,-0.0061186-0.0005597i,-0.0016522+9.5242e-05i,-0.0038802-0.0026287i,-0.0021082+0.0025691i,0.0016961-0.0025834i,0.0010685-0.0029902i,0.004303-0.02302i,0.022706+0.018527i,0.0079191+0.0045952i,-0.005379+0.013175i,0.010599-0.0014734i,0.00022643-0.000809i,-0.0034146+0.0060458i
-0.0030863-0.011466i,-0.029225-0.030062i,-0.029582+0.0082372i,-0.0070636+0.010395i,-0.0016409+0.014804i,-0.0027218+0.015829i,-0.017971+0.0080109i,-0.03402-0.016824i,-0.018415+0.00025212i,-0.0042376+0.003171i,0.00050992+0.0012364i,-0.00050893-0.00077224i,-0.001349-0.0030726i,-0.0013176+0.0013348i,-0.00068569-7.251e-05i,-0.0016326+0.0021549i,-0.001653-4.5836e-05i,-0.00028146-0.0026969i,0.00066685+0.0011394i,-0.00044399+0.00051639i,-0.00039417-0.00017228i,-0.0017885-0.00047624i,-0.00054672+0.00058395i,-0.0032267+0.0030034i,-0.00092415+0.0021656i,-0.00032417-5.369e-05i,-0.0003948-0.0005404i,-0.00041231-0.00028323i,0.00018218-0.00095088i,-0.00091696-0.0019466i,0.0018397-0.0015356i,0.00026596+0.0013119i,8.7057e-05+0.0004211i,-0.00057655+0.0010579i,0.0012221+0.0010938i,-0.0026602+0.004436i,-0.0005486+0.001528i,-9.3333e-05-0.00031907i,-0.0007436+0.00063226i,0.0014748-0.00034527i,-0.0012584+0.00063277i,-0.0015481+0.00042658i,0.00047375-0.0012092i,-0.0032947-0.0016034i,-0.0071891-0.00685i,0.0022176-0.02037i,0.0015509-0.029158i,-0.0094154-0.015053i,-0.0069067-0.026237i,-0.0065036-0.012159i,-0.034116-0.02124i,-0.041068-0.023923i,-0.0064987-0.020331i,0.0022163-0.011811i,0.0014886+0.005219i,-0.00043383+0.00029563i,0.0081077+0.0010308i,0.0029749+0.0038033i,-0.0002197-0.0037324i,-0.0047714-0.0049277i,0.0016677+0.0061567i,0.001125-0.0056819i,-0.00024164-0.0039513i,-0.0023154+0.00046759i,0.00033353+0.0011217i,-0.0022607-0.0029898i,0.0042511-0.00026498i,-0.0063968-0.00095275i,0.0058745-0.0012564i,-0.0031283-0.0043661i,-0.00076387-0.002391i,-0.00033506+0.00089587i,0.0015614+0.004125i,0.00043668+0.0025199i,0.0033103-0.0031435i,0.0038515+0.0016325i,-0.00022546+0.00030683i,0.0031599-0.0012388i,-6.3261e-05+0.0025211i,0.0030372+0.0077259i,-0.00032559+0.00023573i,0.0019001+0.00025797i,0.00036157-0.0009876i,-0.0057945+0.0019616i,-0.0010237+0.00051095i,-0.0040428-0.0016306i,-0.0011013+0.0026889i,0.00029062-0.0013428i,0.00020645-0.002198i,0.00097551-0.0254i,0.024821+0.010793i,0.0069878+0.0035138i,-0.004421+0.014119i,0.010258-0.005519i,0.00032426-0.00034318i,-0.0045378+0.0060255i
-0.0046736-0.010864i,-0.032598-0.025879i,-0.02725+0.012879i,-0.0050046+0.011287i,-0.00043303+0.014227i,-0.00046876+0.014649i,-0.016531+0.010412i,-0.035876-0.011352i,-0.018767+0.0018865i,-0.0030202+0.0037657i,0.0013585+0.00069364i,-0.00096587-0.00054699i,-0.0023087-0.0023953i,-0.00058113+0.0018358i,-0.00061133+7.3866e-05i,-0.00092833+0.0019825i,-0.00099602+0.0008335i,-0.0010408-0.0025721i,0.0010654+0.00044531i,-0.00027371+0.00036438i,-0.00059719-3.4514e-05i,-0.0017218+0.00051479i,-0.00028329+0.00047753i,-0.001989+0.0040301i,-0.00037793+0.0021292i,-0.00030067-7.902e-05i,-0.00064951-0.00053416i,-0.00043956-0.0002373i,-0.00024865-0.0010143i,-0.0015743-0.001465i,0.00098924-0.0019535i,0.0007224+0.0011119i,0.00027699+0.00033731i,-1.2319e-05+0.0012391i,0.0011536+0.0004833i,-0.0012552+0.005052i,-2.3617e-05+0.0017813i,-0.00011494-0.00030574i,-0.00059228+0.001051i,0.0016089-0.00016435i,-0.0011011+0.00091042i,-0.0017205+0.00089903i,0.00022354-0.0015895i,-0.0030707-0.0010699i,-0.0072247-0.0057491i,-0.00028195-0.019795i,-0.0013272-0.028511i,-0.010803-0.015469i,-0.011392-0.026641i,-0.0088522-0.01391i,-0.03443-0.01329i,-0.04378-0.014674i,-0.0067585-0.018133i,0.00024287-0.014344i,0.0021561+0.0063708i,0.00034967+0.00088261i,0.0076543-0.00035952i,0.0031432+0.0025973i,-0.00014707-0.0024167i,-0.0071359-0.0019706i,0.0035335+0.0049917i,-0.0012856-0.0034883i,-0.001173-0.0033239i,-0.0012935+0.00071764i,0.00058709+0.0011696i,-0.002726-0.0020559i,0.0033102-0.0027163i,-0.0056536+0.0018222i,0.0049134-0.003956i,-0.0040454-0.002664i,-0.0017484-0.0018682i,-0.00036097+0.0010039i,0.0019778+0.0022761i,0.0010184+0.0022267i,0.00073516-0.004547i,0.0042647+0.00083372i,-0.00045806+0.00070201i,0.0024483-0.002656i,0.00068831+0.0025012i,0.0047128+0.0057477i,-0.00052002+0.00052204i,0.001041-0.00043451i,-7.9355e-05-0.00091292i,-0.0045109+0.0040742i,-0.00073962+0.00037027i,-0.004052-0.00085717i,-0.00045876+0.0022701i,0.00025043+0.00030143i,-0.00013134-0.0014258i,-0.0038831-0.026658i,0.02417+0.0034155i,0.0061889+0.0026174i,-0.0032799+0.015467i,0.0074711-0.0081307i,0.00067391+0.00026055i,-0.0052234+0.0072084i
-0.0061617-0.01006i,-0.035998-0.021436i,-0.023737+0.016773i,-0.0028063+0.011464i,0.00089136+0.013723i,0.0012568+0.013109i,-0.014821+0.012365i,-0.036442-0.0055041i,-0.019133+0.0041652i,-0.0018442+0.0040175i,0.0016326-0.00035152i,-0.0013097+8.9962e-05i,-0.0029731-0.0014046i,0.0003302+0.0019229i,-0.00073362+0.00030282i,-0.00043792+0.0016587i,-0.00018394+0.0010899i,-0.0018434-0.002341i,0.00095337-2.0272e-05i,-0.00043164+0.00027023i,-0.00069746+0.00019165i,-0.0011534+0.0011949i,-0.00020702+0.00021186i,-0.00053251+0.0043534i,7.1097e-05+0.0023961i,-0.00044731-5.7959e-05i,-0.00088934-0.00032609i,-0.00049739-0.00020714i,-0.00057199-0.00081987i,-0.0020889-0.00082679i,0.00015377-0.0019035i,0.0010332+0.00061131i,0.00054245+0.00012258i,0.00053127+0.0010596i,0.0010436+7.7038e-05i,0.00029284+0.0049602i,0.00069827+0.0018187i,-0.00023357-0.00029503i,-0.00018401+0.0012773i,0.0020404-0.00049293i,-0.0008726+0.0011682i,-0.0014351+0.0016429i,-0.00028024-0.001782i,-0.0031609-0.0005972i,-0.0072337-0.0052565i,-0.0024757-0.019574i,-0.0037542-0.028276i,-0.012487-0.01569i,-0.015564-0.025596i,-0.011168-0.013816i,-0.03266-0.0072096i,-0.043277-0.0066105i,-0.0068259-0.017646i,-0.0027358-0.015471i,0.0036086+0.0074527i,0.00097607+0.0008825i,0.006994-0.0018721i,0.0028356+0.0018394i,-5.7872e-05-0.002042i,-0.0075849+0.0024336i,0.0045897+0.0035085i,-0.0020435-0.0010664i,-0.001668-0.0030046i,-0.00071377+0.00032852i,0.0011448+0.001002i,-0.0026661-0.0012755i,0.0015542-0.0040723i,-0.0037681+0.003579i,0.0026727-0.0060994i,-0.0042502-0.0014157i,-0.0023244-0.0009488i,-0.00028579+0.0011201i,0.0015138+0.0011893i,0.001287+0.0018484i,-0.0022508-0.0044633i,0.0047469-0.00056814i,-0.00055186+0.0010763i,0.00038397-0.003498i,0.0014674+0.0021407i,0.0052604+0.0036166i,-0.00065045+0.00078074i,-5.6964e-05-0.00063075i,-0.00070001-0.00052536i,-0.0024184+0.0054697i,-0.0002047+0.00025772i,-0.0045734+6.4977e-05i,-0.00038041+0.0021493i,0.001602+0.0012223i,-9.9902e-05-0.00097998i,-0.0085967-0.025796i,0.021661-0.0028082i,0.0052393+0.0014147i,-0.0011263+0.017042i,0.0049718-0.0091392i,0.0015477+0.00053503i,-0.0050881+0.0085381i
-0.0071655-0.0092676i,-0.039294-0.015991i,-0.019983+0.019394i,-0.00090952+0.01127i,0.0024741+0.013256i,0.0024201+0.011566i,-0.013131+0.014219i,-0.035582-0.00023211i,-0.019262+0.0070398i,-0.0008178+0.0038619i,0.0013266-0.0013403i,-0.0011675+0.00073112i,-0.0030786-0.00020613i,0.0010865+0.0015844i,-0.00060264+0.00071544i,-0.00029002+0.0013128i,0.00044926+0.001019i,-0.0026374-0.0018126i,0.00096761-0.00038904i,-0.00069474+0.00039763i,-0.00064012+0.00048182i,-0.00038492+0.0014853i,-0.00037814+5.0348e-05i,0.00064659+0.0040291i,0.00074593+0.0025035i,-0.00057256+0.00015283i,-0.0010571+1.0002e-05i,-0.0005722-0.00012934i,-0.00077216-0.00061474i,-0.0023233+0.00016835i,-0.00042486-0.0014688i,0.00097576-7.6966e-06i,0.00053621-0.00034655i,0.00092311+0.00063185i,0.00078946-0.00022515i,0.0015268+0.0043103i,0.0013594+0.0014227i,-0.00035393-0.00014329i,0.00029158+0.0012324i,0.0022102-0.0012486i,-0.0005678+0.0013691i,-0.00068568+0.001965i,-0.00081112-0.0017253i,-0.0028496+2.8596e-05i,-0.0075379-0.0055305i,-0.0046721-0.018929i,-0.0063192-0.027642i,-0.014969-0.015479i,-0.018848-0.024262i,-0.012822-0.013167i,-0.030081-0.0023032i,-0.041183-0.0004338i,-0.0070776-0.017454i,-0.0050005-0.014674i,0.0061441+0.0080977i,0.0013539+0.00052694i,0.0055981-0.0029307i,0.0027112+0.001531i,-0.00019734-0.0015986i,-0.0056231+0.0062167i,0.004742+0.0017534i,-0.0017733+0.0010047i,-0.0025101-0.0026498i,-0.00081468-0.00015868i,0.0014768+0.00045326i,-0.002366-0.00085691i,-7.7044e-05-0.0041348i,-0.0016649+0.0042648i,-0.00031958-0.0067591i,-0.0044257-0.00046879i,-0.0024778+6.2587e-05i,-0.00029681+0.0014183i,0.0010393+0.00071754i,0.0015596+0.001529i,-0.0048519-0.0030276i,0.0043267-0.0025239i,-0.00043619+0.0016204i,-0.0016566-0.0027272i,0.001936+0.0013598i,0.0049585+0.0022009i,-0.00052772+0.0015881i,-0.00098563-0.00010318i,-0.00082112+7.489e-05i,0.00015562+0.0056177i,-0.00023716-0.00033808i,-0.0043385+0.0014478i,5.8259e-05+0.0023642i,0.0030068+0.0010988i,0.00013023-0.00071921i,-0.012286-0.023864i,0.017713-0.0083788i,0.0038876+0.00079715i,0.0022114+0.017819i,0.0025493-0.0092991i,0.0023603+0.00020451i,-0.0046308+0.0096931i
-0.0083399-0.0088622i,-0.041464-0.0092832i,-0.015897+0.021592i,0.0010995+0.010736i,0.0041912+0.01245i,0.0031963+0.010037i,-0.010948+0.01592i,-0.034645+0.0041597i,-0.018345+0.010421i,-0.0001198+0.0036352i,0.00057118-0.0020565i,-0.00090285+0.0013364i,-0.0026843+0.00090875i,0.00156+0.0012053i,-0.00030245+0.0010302i,-0.00031958+0.0011717i,0.00092384+0.00082472i,-0.0032504-0.00091543i,0.00063031-0.0010094i,-0.00074405+0.00075681i,-0.00046613+0.00072041i,0.00024485+0.0013511i,-0.00069182+0.00016789i,0.001278+0.0036613i,0.001517+0.0022989i,-0.00051482+0.00055719i,-0.0010655+0.00045231i,-0.00065717-8.5576e-06i,-0.0010382-0.00027936i,-0.0018342+0.001234i,-0.00057403-0.0010184i,0.00058282-0.00040512i,0.00013852-0.00062776i,0.0011457+8.4955e-05i,0.0006234-0.00045027i,0.0023917+0.0034378i,0.0017343+0.00086522i,-0.00036622+6.0418e-05i,0.00066839+0.0010419i,0.0018396-0.0021796i,-0.0002618+0.001475i,-2.5666e-05+0.001964i,-0.001367-0.0015843i,-0.0024183+0.00032898i,-0.008705-0.0062364i,-0.0062137-0.018594i,-0.0083495-0.026722i,-0.017345-0.013929i,-0.021569-0.022729i,-0.014256-0.01215i,-0.026489+0.00090195i,-0.038901+0.004576i,-0.0068617-0.017252i,-0.0062859-0.013942i,0.009583+0.0072165i,0.0012059+0.00014196i,0.0039369-0.0031669i,0.0026149+0.0011202i,2.5919e-05-0.001466i,-0.0028363+0.0085319i,0.0041357+0.00062007i,-0.00068077+0.0027994i,-0.0029012-0.0015093i,-0.0012918-0.00011767i,0.0014169+1.3021e-05i,-0.0021939-0.00058492i,-0.0011768-0.0033678i,0.00023875+0.0041343i,-0.0029569-0.0060735i,-0.0044841+0.00019306i,-0.0023465+0.0010503i,0.00025735+0.0017093i,0.00042357+0.00023311i,0.0018361+0.0012016i,-0.0064486-0.00054984i,0.0028049-0.0038189i,0.00018193+0.0020294i,-0.0029358-0.00088863i,0.0017051+0.00057001i,0.0046913+0.0013355i,0.0005907+0.0020548i,-0.0012958+0.00079057i,-0.00055225+0.00019842i,0.0021366+0.0044553i,-0.00082772-0.00039175i,-0.003334+0.002581i,0.00095076+0.0025107i,0.0038523+0.00068033i,0.00043452-0.00062957i,-0.015212-0.021962i,0.01176-0.012493i,0.0023697+0.00024378i,0.0059935+0.01685i,7.0224e-05-0.0087411i,0.0025153-0.00046858i,-0.0037981+0.010736i
